Unique Reference Number,Transaction Date,Merchant Category Code Description,Location,Merchant Category Group Description,Amount,Supplier
FCOGPC2016010552,15/01/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,NGA,Training and Educational,543.58,2033FC000003501
FCOGPC2016010553,15/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GBR,General Retail and Wholesale,565.2,WWW.SAFEOPTIONS.CO.UK
FCOGPC2016010554,15/01/2016,AUTOMOTIVE SERVICE SHOPS,GBR,"Vehicles, servicing and spares",565.5,GUAVA INTNL
FCOGPC2016010555,15/01/2016,ELECTRICAL PARTS AND EQUIPMENT,MEX,Building Materials,585.19,HIDROMAQUINARIA
FCOGPC2016010556,15/01/2016,ELECTRONIC SALES,IND,General Retail and Wholesale,622.69,DEEPAK ELECTRICALS
FCOGPC2016010557,15/01/2016,FLOOR COVERING STORES,PAK,General Retail and Wholesale,634.76,PAK CARPET INDUSTRIE
FCOGPC2016010558,15/01/2016,"GROCERY STORES, SUPERMARKETS",ITA,General Retail and Wholesale,681.78,SUPERMERCATO ANTICA MA
FCOGPC2016010559,15/01/2016,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",AUT,Catering and Catering Supplies,716.91,METRO 1110
FCOGPC2016010560,15/01/2016,"GROCERY STORES, SUPERMARKETS",RUS,General Retail and Wholesale,745.7,METRO CASH&CARRY
FCOGPC2016010561,15/01/2016,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,ITA,Statutory Bodies,783.52,COMUNE DI ROMA
FCOGPC2016010562,15/01/2016,"DEBT, MARRIAGE, PERSONAL-COUNSELING SERVICE",USA,Personal Services,840.12,CRISIS CARE NETWORK IN
FCOGPC2016010563,15/01/2016,AUTOMOBILE PARKING LOTS AND GARAGES,USA,General Retail and Wholesale,917.29,PREMIERE VALET SERVICE
FCOGPC2016010564,15/01/2016,"GROCERY STORES, SUPERMARKETS",MAR,General Retail and Wholesale,923.29,BRICOMA RABAT
FCOGPC2016010565,15/01/2016,ELECTRONIC SALES,GBR,General Retail and Wholesale,931.93,POWERTRAVEL
FCOGPC2016010566,15/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,933.88,CLEANTECH NETWORK LLC
FCOGPC2016010567,15/01/2016,"ACCOUNTING, AUDITING AND BOOKKEEPING SERVICES",LUX,Professional Services,936,PAYPAL ASPIRELEADE
FCOGPC2016010568,15/01/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",GBR,Mail and Courier Services,947.84,X-PAND INTERNATION
FCOGPC2016010569,15/01/2016,MEN'S AND BOY'S CLOTHING AND ACCESSORIES STORES,IND,General Retail and Wholesale,950.2,ANOKHI
FCOGPC2016010570,15/01/2016,ELECTRONIC SALES,ITA,General Retail and Wholesale,989.35,BERGAMO ENERGIE
FCOGPC2016010571,15/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,"1,027.92",CLIP
FCOGPC2016010572,15/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,"1,027.92",CLIP
FCOGPC2016010573,15/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,IND,Miscellaneous Industrial/Commercial Supplies,"1,030.44",MRA ENTERPRISES
FCOGPC2016010574,15/01/2016,CAMERA AND PHOTOGRAPHIC SUPPLY STORES,GBR,General Retail and Wholesale,"1,035.90",WEX PHOTOGRAPHIC
FCOGPC2016010575,15/01/2016,CAMERA AND PHOTOGRAPHIC SUPPLY STORES,GBR,General Retail and Wholesale,"1,035.91",WEX PHOTOGRAPHIC
FCOGPC2016010576,15/01/2016,CATERERS,TUR,Catering and Catering Supplies,"1,046.41",ELMA TURIZM GIDA TEKST
FCOGPC2016010577,15/01/2016,TRAVEL,JPN,Airline,"1,053.92",AIRLINE
FCOGPC2016010578,15/01/2016,HOTELS/MOTELS/RESORTS ,AZE,Hotels,"1,104.44",ACCOMODATION PROVIDER 
FCOGPC2016010579,15/01/2016,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,ITA,Statutory Bodies,"1,109.46",COMUNE DI ROMA
FCOGPC2016010580,15/01/2016,CARPENTRY CONTRACTORS,NPL,Building Services,"1,132.34",B.K SHRESTHA & BUILDER
FCOGPC2016010581,15/01/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,ARE,Mail Order / Direct Selling,"1,148.52",OSN
FCOGPC2016010582,15/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,LUX,General Retail and Wholesale,"1,153.48",AMAZON MKTPLCE EU-DE
FCOGPC2016010583,15/01/2016,CUSTOMER FINCL INSTIT-MANUAL CASH DISBURSEMENTS,ISL,Cash,"1,311",CASH-SKOTSILFUR L
FCOGPC2016010584,15/01/2016,HOME SUPPLY WAREHOUSE STORES,IND,General Retail and Wholesale,"1,335.43",VINATI IMPEX
FCOGPC2016010585,15/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,JPN,Miscellaneous Industrial/Commercial Supplies,"1,342.69",JAPAN CONVENTION SERVI
FCOGPC2016010586,15/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GBR,General Retail and Wholesale,"1,500",SBTC BINOCULARS & TELE
FCOGPC2016010587,16/01/2016,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY",USA,Print and advertising,501.19,GETTY IMAGES
FCOGPC2016010588,16/01/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",USA,General Retail and Wholesale,707.01,BINNYS BEVERAGE DEPOT
FCOGPC2016010589,16/01/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,SAU,Telecommunication Services,912.7,STAR FOUNDATION FOR MO
FCOGPC2016010590,16/01/2016,"GROCERY STORES, SUPERMARKETS",KEN,General Retail and Wholesale,948.06,NAKUMATT-JUNCTION
FCOGPC2016010591,16/01/2016,"GROCERY STORES, SUPERMARKETS",KEN,General Retail and Wholesale,"1,070.17",NAKUMATT-JUNCTION
FCOGPC2016010592,16/01/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",PAN,"Office Stationery, equipment and supplies","1,264.15",POSTNET
FCOGPC2016010593,17/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",AFG,General Retail and Wholesale,591.33,RAHIAN NOOR TRADING CO
FCOGPC2016010594,17/01/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,LUX,Mail Order / Direct Selling,597.5,AMAZON EU
FCOGPC2016010595,17/01/2016,TAX PAYMENTS,ISR,Statutory Bodies,622.36,HERZELIA MUNICIPALITY
FCOGPC2016010596,17/01/2016,"ALTERATIONS, MENDING, SEAMSTRESSES, TAILORS",BGD,General Retail and Wholesale,686.52,CHOYONIKA TAILORS
FCOGPC2016010597,17/01/2016,"EATING PLACES, RESTAURANTS",SLV,Restuarants and Bars,857.84,SCENARIUM
FCOGPC2016010598,17/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,858.69,ACCOMODATION PROVIDER 
FCOGPC2016010599,17/01/2016,HOTELS/MOTELS/RESORTS ,CHN,Hotels,"1,029.34",ACCOMODATION PROVIDER 
FCOGPC2016010600,17/01/2016,TAX PAYMENTS,ISR,Statutory Bodies,"1,197.04",HERZELIA MUNICIPALITY
FCOGPC2016010601,18/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,PHL,Print and advertising,509.44,JMM PRINTING SERVICES
FCOGPC2016010602,18/01/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,IND,Training and Educational,518.93,AMITY SCHOOL OF DISTAN
FCOGPC2016010603,18/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",BHR,General Retail and Wholesale,529.31,SEDAR
FCOGPC2016010604,18/01/2016,AUTOMOTIVE SERVICE SHOPS,RUS,"Vehicles, servicing and spares",539.24,AVILON FD
FCOGPC2016010605,18/01/2016,"DOCTORS, (NOT ELSEWHERE CLASSIFIED)",ZMB,Medical Supplies and Services,550.5,CORPMED LIMITED
FCOGPC2016010606,18/01/2016,TRAVEL,BEL,Airline,566.62,AIRLINE
FCOGPC2016010607,18/01/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GBR,Training and Educational,625,PCC FOR LANCASHIRE
FCOGPC2016010608,18/01/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,USA,Mail Order / Direct Selling,628.14,B&H PHOTO
FCOGPC2016010609,18/01/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",MEX,Computer Equipment & Services,675.84,CTI
FCOGPC2016010610,18/01/2016,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,IND,General Retail and Wholesale,708.94,NUAN MILITARY AND STOR
FCOGPC2016010611,18/01/2016,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",KWT,Catering and Catering Supplies,747.06,FG SYNERGY
FCOGPC2016010612,18/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,TUN,Professional Services,767.42,ALPHA INT TUNISIE ____
FCOGPC2016010613,18/01/2016,"GROCERY STORES, SUPERMARKETS",CRI,General Retail and Wholesale,773.02,AUTO MERCADO PL.DEL SO
FCOGPC2016010614,18/01/2016,AUTOMOTIVE SERVICE SHOPS,GBR,"Vehicles, servicing and spares",820.9,GUAVA INTNL
FCOGPC2016010615,18/01/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",PAK,"Vehicles, servicing and spares",829.77,CORNER TYRE CENTRE
FCOGPC2016010616,18/01/2016,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,IND,General Retail and Wholesale,849.84,NUAN MILITARY AND STOR
FCOGPC2016010617,18/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ZWE,"Vehicles, servicing and spares",859.18,PREMIER AUTO SERVICES
FCOGPC2016010618,18/01/2016,"GROCERY STORES, SUPERMARKETS",NGA,General Retail and Wholesale,862.61,2033FC000002094
FCOGPC2016010619,18/01/2016,ELECTRICAL PARTS AND EQUIPMENT,KEN,Building Materials,866.59,FARNEL AGENCIES
FCOGPC2016010620,18/01/2016,DIRECT MARKETING-CATALOG MERCHANTS,GBR,Mail Order / Direct Selling,888.79,STATIONERY OFFICE BOOK
FCOGPC2016010621,18/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,PAN,Professional Services,898.72,ALLIED CONFERENCE INTE
FCOGPC2016010622,18/01/2016,ELECTRICAL PARTS AND EQUIPMENT,KEN,Building Materials,900.68,FARNEL AGENCIES
FCOGPC2016010623,18/01/2016,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,KEN,Miscellaneous Industrial/Commercial Supplies,905.47,INSECTA PEST CONTROL
FCOGPC2016010624,18/01/2016,GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS,UKR,Building Services,912.31,DANICA
FCOGPC2016010625,18/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,BRA,Miscellaneous Industrial/Commercial Supplies,913.06,CASA NORDESTINA
FCOGPC2016010626,18/01/2016,OFFICE AND COMMERCIAL FURNITURE,TTO,"Office Stationery, equipment and supplies",937.28,OFFICE CENTRE
FCOGPC2016010627,18/01/2016,TRAVEL AGENCIES,CHL,Travel Agencies,979.21,MERIDIAN
FCOGPC2016010628,18/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,000",OLIVER KINROSS LTD
FCOGPC2016010629,18/01/2016,"GROCERY STORES, SUPERMARKETS",NGA,General Retail and Wholesale,"1,034.17",2033FC000002094
FCOGPC2016010630,18/01/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",GBR,Training and Educational,"1,050",SOAS
FCOGPC2016010631,18/01/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,IND,Training and Educational,"1,062.30",AMITY SCHOOL OF DISTAN
FCOGPC2016010632,18/01/2016,"GROCERY STORES, SUPERMARKETS",ZAF,General Retail and Wholesale,"1,077.26",PNP CRAIGHALL PAR
FCOGPC2016010633,18/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,092",WWW.STORE.CIPD.CO.UK
FCOGPC2016010634,18/01/2016,"GROCERY STORES, SUPERMARKETS",MYS,General Retail and Wholesale,"1,144.34",COLD STORAGE-GREAT E.M
FCOGPC2016010635,18/01/2016,"GLASS, PAINT, WALLPAPER STORES",SRB,Building Materials,"1,157.29",VLADA GRADNJA SZR
FCOGPC2016010636,18/01/2016,"ACCOUNTING, AUDITING AND BOOKKEEPING SERVICES",GBR,Professional Services,"1,170",CHARTERED INSTITUTE OF
FCOGPC2016010637,18/01/2016,"GLASS, PAINT, WALLPAPER STORES",GBR,Building Materials,"1,202.04",WWW.IRONMONGERYDIRECT.
FCOGPC2016010638,18/01/2016,"GROCERY STORES, SUPERMARKETS",ZAF,General Retail and Wholesale,"1,209.21",PNP CRAIGHALL PAR
FCOGPC2016010639,18/01/2016,ELECTRICAL PARTS AND EQUIPMENT,IND,Building Materials,"1,213.82",SUPERIOR AIRCON
FCOGPC2016010640,18/01/2016,ELECTRONIC SALES,DEU,General Retail and Wholesale,"1,216.84",SATURN ELECTRO
FCOGPC2016010641,18/01/2016,HOTELS/MOTELS/RESORTS ,PAK,Hotels,"1,275.80",ACCOMODATION PROVIDER 
FCOGPC2016010642,18/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",IND,General Retail and Wholesale,"1,288.44",FINISHING TOUCH
FCOGPC2016010643,18/01/2016,HOTELS/MOTELS/RESORTS ,PAK,Hotels,"1,370.56",ACCOMODATION PROVIDER 
FCOGPC2016010644,18/01/2016,HOTELS/MOTELS/RESORTS ,PAK,Hotels,"1,370.56",ACCOMODATION PROVIDER 
FCOGPC2016010645,18/01/2016,HOTELS/MOTELS/RESORTS ,PAK,Hotels,"1,370.56",ACCOMODATION PROVIDER 
FCOGPC2016010646,18/01/2016,HOTELS/MOTELS/RESORTS ,PAK,Hotels,"1,370.56",ACCOMODATION PROVIDER 
FCOGPC2016010647,18/01/2016,GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS,UKR,Building Services,"1,403.91",DANICA
FCOGPC2016010648,18/01/2016,GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS,UKR,Building Services,"1,431.49",DANICA
FCOGPC2016010649,18/01/2016,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY",USA,Print and advertising,"1,458.08","STK SHUTTERSTOCK, INC."
FCOGPC2016010650,18/01/2016,CHILDREN'S AND INFANT'S WEAR STORES,PAK,General Retail and Wholesale,"1,472.35",MOTHER CARE
FCOGPC2016010651,18/01/2016,DIRECT MARKETING-CATALOG MERCHANTS,GBR,Mail Order / Direct Selling,"1,477.14",SELECTAMARK
FCOGPC2016010652,18/01/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,GRC,Telecommunication Services,"1,537.08",VODAFONE BILL PAYMENT
FCOGPC2016010653,19/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,KEN,Miscellaneous Industrial/Commercial Supplies,501.53,TIMBER CORNER LTD
FCOGPC2016010654,19/01/2016,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GBR,Clubs/Associations/Organisations,509,RICS SUBS UK CYBS
FCOGPC2016010655,19/01/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",ZAF,Professional Services,511.06,ZEUS IT TECHNOLOGIES
FCOGPC2016010656,19/01/2016,ELECTRONIC SALES,IND,General Retail and Wholesale,519.84,DEEPAK ELECTRICALS
FCOGPC2016010657,19/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,522.59,CARDINUS RISK MANAGEME
FCOGPC2016010658,19/01/2016,"CLEANING, GARMENT, AND LAUNDRY SERVICES",IND,Cleaning Services and Supplies,528.52,M/S CITI TOP DRY CLEAN
FCOGPC2016010659,19/01/2016,"BUILDING MATERIALS, LUMBER STORES",ISR,Building Materials,532.12,TERMINAL SHRTEY HANDAS
FCOGPC2016010660,19/01/2016,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,541.05,WW GRAINGER
FCOGPC2016010661,19/01/2016,"BUILDING MATERIALS, LUMBER STORES",ROM,Building Materials,543.97,CONEXPERT FABRICA DE
FCOGPC2016010662,19/01/2016,BOOK STORES,GBR,Books and Periodicals,565.5,BLACKWELL S
FCOGPC2016010663,19/01/2016,HOME SUPPLY WAREHOUSE STORES,USA,General Retail and Wholesale,569.94,THE HOME DEPOT 4608
FCOGPC2016010664,19/01/2016,ELECTRONIC SALES,ITA,General Retail and Wholesale,570.96,DONATI CLIMASTORE
FCOGPC2016010665,19/01/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",EST,General Retail and Wholesale,618.33,PRIKE AS
FCOGPC2016010666,19/01/2016,BOOK STORES,GBR,Books and Periodicals,635.12,STATIONERY OFFICE BOOK
FCOGPC2016010667,19/01/2016,CATERERS,GBR,Catering and Catering Supplies,637.8,ALISON PRICE AND COMPA
FCOGPC2016010668,19/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",BHR,General Retail and Wholesale,654.4,HAZEL FURNITURE
FCOGPC2016010669,19/01/2016,"ORGANIZATIONS, RELIGIOUS",KEN,Clubs/Associations/Organisations,657.25,BRAND MANIA (K) LIMITE
FCOGPC2016010670,19/01/2016,HOTELS/MOTELS/RESORTS ,SVN,Hotels,674.23,ACCOMODATION PROVIDER 
FCOGPC2016010671,19/01/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",IND,"Vehicles, servicing and spares",678.44,GALAXY AUTOMOBILES PVT
FCOGPC2016010672,19/01/2016,CATERERS,USA,Catering and Catering Supplies,682.48,LS CATERERS INC
FCOGPC2016010673,19/01/2016,"CLEANING AND MAINTENANCE, JANITORIAL SERVICES",PAN,Cleaning Services and Supplies,705.53,PGF SAWI CLEANERS
FCOGPC2016010674,19/01/2016,"GLASS, PAINT, WALLPAPER STORES",GBR,Building Materials,712.8,WWW.IRONMONGERYDIRECT.
FCOGPC2016010675,19/01/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,NZL,Telecommunication Services,716.43,VODAFONE LAMBTON QUAY
FCOGPC2016010676,19/01/2016,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,IND,Automotive Fuel,729.63,AUTO CARE CENTRE
FCOGPC2016010677,19/01/2016,BOOK STORES,LUX,Books and Periodicals,749.9,AMAZON UK MARKETPLACE
FCOGPC2016010678,19/01/2016,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,ZWE,General Retail and Wholesale,754.59,WEBDEV
FCOGPC2016010679,19/01/2016,HOUSEHOLD APPLIANCE STORES,KWT,General Retail and Wholesale,764.44,AL GHANIM ELEC. BAITAK
FCOGPC2016010680,19/01/2016,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,TUR,General Retail and Wholesale,779.64,LIBRA TURIZM TICARET L
FCOGPC2016010681,19/01/2016,ELECTRICAL PARTS AND EQUIPMENT,IND,Building Materials,797.05,POWER EQUATIONS INDIA
FCOGPC2016010682,19/01/2016,BOOK STORES,LUX,Books and Periodicals,804.8,AMAZON UK MARKETPLACE
FCOGPC2016010683,19/01/2016,BOOK STORES,LUX,Books and Periodicals,809.97,AMAZON UK MARKETPLACE
FCOGPC2016010684,19/01/2016,"THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY",DEU,Leisure Activities,813.82,DUESSELDORFCONGRESS
FCOGPC2016010685,19/01/2016,"EATING PLACES, RESTAURANTS",GBR,Restuarants and Bars,824.23,IZ INN OR OUT EVE
FCOGPC2016010686,19/01/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",CAN,Computer Equipment & Services,828.59,DELL CANADA INC
FCOGPC2016010687,19/01/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",IND,"Vehicles, servicing and spares",852.59,GALAXY AUTOMOBILES PVT
FCOGPC2016010688,19/01/2016,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",DOM,Clubs/Associations/Organisations,853.08,ASOC.DE VEC.DE CUESTA
FCOGPC2016010689,19/01/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",USA,Professional Services,863.06,DISPLAYIT
FCOGPC2016010690,19/01/2016,DEPARTMENT STORES,GHA,General Retail and Wholesale,864.3,GAME DISCOUNT WORLD GH
FCOGPC2016010691,19/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,882,UBIQUS UK LIMITED
FCOGPC2016010692,19/01/2016,"BUILDING MATERIALS, LUMBER STORES",ISR,Building Materials,885.95,L.R PITRONOT
FCOGPC2016010693,19/01/2016,"EATING PLACES, RESTAURANTS",GBR,Restuarants and Bars,949.35,FCO RESTAURANT
FCOGPC2016010694,19/01/2016,"EATING PLACES, RESTAURANTS",GBR,Restuarants and Bars,949.38,FCO RESTAURANT
FCOGPC2016010695,19/01/2016,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",BOL,Financial Services,961.64,BISA SEGUROS LPZ 1
FCOGPC2016010696,19/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,NGA,Miscellaneous Industrial/Commercial Supplies,998.65,ANIYA PHARMECEUTICAL
FCOGPC2016010697,19/01/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GBR,Training and Educational,"1,000",ELLIS TRAINING
FCOGPC2016010698,19/01/2016,HARDWARE STORES,GBR,General Retail and Wholesale,"1,029.48",BES LTD
FCOGPC2016010699,19/01/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GBR,Training and Educational,"1,043.36",ELLIS TRAINING
FCOGPC2016010700,19/01/2016,DIRECT MARKETING-CATALOG MERCHANTS,AUS,Mail Order / Direct Selling,"1,046.42",SIGN EVENT PTY LTD
FCOGPC2016010701,19/01/2016,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,"1,049.57",SCREWFIX DIRECT
FCOGPC2016010702,19/01/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,"1,068.73",ACCOMODATION PROVIDER 
FCOGPC2016010703,19/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",HKG,"Vehicles, servicing and spares","1,101.32",BRITISH MOTORS LIMITED
FCOGPC2016010704,19/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",CYP,General Retail and Wholesale,"1,128.67",A MAVRIS & SONS LTD (E
FCOGPC2016010705,19/01/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",USA,Professional Services,"1,128.97",HRREVIEW INC
FCOGPC2016010706,19/01/2016,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,"1,132.01",SCREWFIX DIRECT
FCOGPC2016010707,19/01/2016,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",TUR,Financial Services,"1,140.41",E/ERGO TURKIYE
FCOGPC2016010708,19/01/2016,HOME SUPPLY WAREHOUSE STORES,BGR,General Retail and Wholesale,"1,144.91",IKEA KASSA 7
FCOGPC2016010709,19/01/2016,"DURABLE GOODS, NOT ELSEWHERE CLASSIFIED",GBR,Miscellaneous Industrial/Commercial Supplies,"1,145.71",W A PRODUCTS UK
FCOGPC2016010710,19/01/2016,"DURABLE GOODS, NOT ELSEWHERE CLASSIFIED",GBR,Miscellaneous Industrial/Commercial Supplies,"1,145.72",W A PRODUCTS UK
FCOGPC2016010711,19/01/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,MEX,Mail Order / Direct Selling,"1,164.99",HDA LOS MORALES BAN VT
FCOGPC2016010712,19/01/2016,ADVERTISING SERVICES,IRL,Print and advertising,"1,166.11",THE IRISH TIMES LTD
FCOGPC2016010713,19/01/2016,"THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY",FRA,Leisure Activities,"1,203.16",PALAIS DES CONGR
FCOGPC2016010714,19/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,334",OLIVER KINROSS LTD
FCOGPC2016010715,19/01/2016,MOTOR VEHICLE SUPPLIES AND NEW PARTS,GBR,"Vehicles, servicing and spares","1,380",TEAM LEYLAND INTERNATI
FCOGPC2016010716,19/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",BGR,General Retail and Wholesale,"1,400.42",IKEA SOFIA 7
FCOGPC2016010717,19/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",BGR,General Retail and Wholesale,"1,415.21",IKEA
FCOGPC2016010718,19/01/2016,"EATING PLACES, RESTAURANTS",JPN,Restuarants and Bars,"1,485.71",NAKANOSHIMA AWAKE
FCOGPC2016010719,19/01/2016,HOTELS/MOTELS/RESORTS ,NIC,Hotels,"1,486.74",ACCOMODATION PROVIDER 
FCOGPC2016010720,19/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,500",ACCOMODATION PROVIDER 
FCOGPC2016010721,19/01/2016,"DURABLE GOODS, NOT ELSEWHERE CLASSIFIED",USA,Miscellaneous Industrial/Commercial Supplies,"1,505.42",LIFE FITNESS
FCOGPC2016010722,19/01/2016,ELECTRONIC SALES,DEU,General Retail and Wholesale,"1,542.08",SATURN ELECTRO
FCOGPC2016010723,19/01/2016,TRAVEL AGENCIES,GBR,Travel Agencies,"2,067.54",BANKSIDE F AND B 2
FCOGPC2016010724,19/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,"2,148",EMS UK EVENTS LTD
FCOGPC2016010725,20/01/2016,"GROCERY STORES, SUPERMARKETS",ARG,General Retail and Wholesale,509.83,CARREFOUR - SALGUERO
FCOGPC2016010726,20/01/2016,TRAVEL AGENCIES,GEO,Travel Agencies,510.59,C-T-S LTD
FCOGPC2016010727,20/01/2016,"CLEANING AND MAINTENANCE, JANITORIAL SERVICES",EST,Cleaning Services and Supplies,520.5,FILICLEAN
FCOGPC2016010728,20/01/2016,TRAVEL,BEL,Airline,533.76,AIRLINE
FCOGPC2016010729,20/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,GBR,Miscellaneous Industrial/Commercial Supplies,543,DYMOND PRODUCTS LTD
FCOGPC2016010730,20/01/2016,"GROCERY STORES, SUPERMARKETS",GRC,General Retail and Wholesale,548.7,MAKRO KIFISOU
FCOGPC2016010731,20/01/2016,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,ARE,Statutory Bodies,556.56,EMIRATES TRANSPORT
FCOGPC2016010732,20/01/2016,BOOK STORES,LUX,Books and Periodicals,557.41,AMAZON UK MARKETPLACE
FCOGPC2016010733,20/01/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",CRI,"Vehicles, servicing and spares",558.18,MOTORES BRITANICOS LA
FCOGPC2016010734,20/01/2016,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),JPN,Professional Services,561.77,CRESTI
