Department Family,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction Number,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/04/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000190522,111.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/04/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000190523,130.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OPRTNL GOODS&SERV-ELEC MNTRING,ENVIRONMENTAL SCIENTIFICS,0000190524,5265.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000190525,4974.31
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000190526,13407.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000190527,1333.03
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/04/2012,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OPRTNL GOODS&SERV-ELEC MNTRING,LIFE SAFETY DISTRIBUTION,0000190528,619.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000190529,281.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,SUBSDNCE ADMTTD CLMS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190530,196.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190531,310.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190533,98.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190534,74.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190535,86.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000190536,6240.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000190537,5002.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000190538,462.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000190566,480.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/04/2012,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,PROF SER TMP STFF-SPCLST CNTRT,VENTURE FINANCE PLC,0000190576,1098.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000190577,666.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,CHILDCARE VOUCHERS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF CHILDCARE,LEAPFROG DAY NURSERIES LT,0000190579,243.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,CHILDCARE VOUCHERS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF CHILDCARE,LEAPFROG DAY NURSERIES LT,0000190579,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",DISCHARGE PAYMENT,0000190580,4097.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",UPFRONT DECORATIONS,0000190581,182.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",PAYMENT FOR FENCING & BAC,0000190583,1419.27
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,CONSULTANTS TECHNICAL,SURFACE HAZARDS,PROF SER CNSLTNCY-PROP/CNSTRCN,JMC ENGINEERING (UK) LTD,0000190596,1772.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,OUTSOURCED MANAGEMENT TIPS,SURFACE HAZARDS,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000190637,1289.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,CAR HIRE,SURFACE HAZARDS,TRAVEL&EVENTS-VEHICLE HIRE,ENTERPRISE RENT A CAR,0000190644,48.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,LEGAL COSTS,SURFACE HAZARDS,PROF SER-LEGAL SERVICES,ANDERSON STRATHERN,0000190654,208.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,TURNEY WYLDE CONSTRUCTION,0000190658,20709.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,HPS CHARTERED SURVEYORS,0000190659,162.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,FACILITIES-ACCOMDTN SERVICES,HPS CHARTERED SURVEYORS,0000190660,140.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,L & G PLANT HIRE,0000190661,634.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,L & G PLANT HIRE,0000190662,6075.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/04/2012,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000190663,518.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/04/2012,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,PROF SER TMP STFF-SPCLST CNTRT,VENTURE FINANCE PLC,0000190693,1113.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000190704,92.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000190705,88.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000190706,65.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000190707,51.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190708,1050.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190709,14504.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190710,726.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190711,4787.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190712,7500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190713,1068.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190714,814.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190715,682.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190716,300.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190717,5901.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190718,395.78
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,VAT ELEMENT,0000190720,283.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,CURR YR ADD - BROUGHT SOFTWARE,SURFACE HAZARDS,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000190736,4326.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000190743,385.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000190744,521.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000190745,341.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190746,23.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190747,19.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190748,24.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190749,34.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190750,193.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190751,70.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190753,442.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190754,118.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190755,93.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190756,134.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190759,119.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190760,201.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190761,201.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,J MURPHY & SONS LIMITED,0000190762,916.27
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000190763,6435.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,CONSULTANTS TECHNICAL,SURFACE HAZARDS,PROF SER CNSLTNCY-TCHNL CNSLTY,WYG ENV PLANNING TRANSPOR,0000190811,5531.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",TREAT GROUND COLLAPSE NO,0000190812,2673.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/05/2012,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000190815,1068.91
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/05/2012,PAYMENTS TO AGENCIES FOR TEMPS,SURFACE HAZARDS,PROF SER TMP STFF-SPCLST CNTRT,VENTURE FINANCE PLC,0000190822,866.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000190832,88.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000190833,90.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000190834,93.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000190835,73.01
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000190836,67.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,ENERGY&UTILITIES-ELECTRICITY,CONNECTION CHARGES,0000190838,2466.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",FORM OF DISCHARGE PAYMENT,0000190839,1850.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",REIMBURSE FOR KITCHEN EQU,0000190840,206.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190851,74.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190853,94.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190854,94.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190855,94.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190856,74.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190857,94.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190858,77.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190859,77.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LOGISTICS-WAREHOUSE&STORAGE,PICKFORD REMOVAL EXPENSES,0000190862,1392.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000190863,20000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000190864,10000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000190867,169.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000190868,1000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000190869,275.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190871,837.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190872,511.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190873,650.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190874,4327.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190875,170.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190876,7386.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190877,384.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,THOMAS MENZIES(BUILDERS)L,0000190878,10452.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",REIMBURSE KITCHEN GOODS,0000190887,466.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/05/2012,OUTSOURCED MANAGEMENT-PS&S,SURFACE HAZARDS,SOCIAL CARE-EMERGENCY SERVICES,MINES RESCUE SERVICE LIMI,0000190891,24500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000190893,527.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/05/2012,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000190894,285.00
