Department,Entity ,Transaction date,Supplier Name,amount,Expenses type ,Expenses area ,Expenses  Description ,Component Code 
DFID,DFID,23-May-12,"Department for Business, Innovation & Skills","£50,000",Aid Programme - Joint programme contribution,International Finance Division,,114409-104
DFID,DFID,23-May-12,WATERAID,"£85,000",Aid Programme - Accountable Grant Payments,Policy Division,,200769-101
DFID,DFID,23-May-12,Institute for Social and Environmental Transition,"£5,807",Aid Programme - Accountable Grant Payments,Research and Evidence Division,,200529-106
DFID,DFID,23-May-12,Recipient name withheld,£568,Hotels - Accommodation only,Research and Evidence Division,,202392-101
DFID,DFID,23-May-12,PRICEWATERHOUSECOOPERS,"£42,919",Technical and Advisory Services,Research and Evidence Division,,200822-101
DFID,DFID,23-May-12,UK-Med,"£50,000",Aid Programme - Accountable Grant Payments,Security & Humanitarian and Middle East Division,,202878-101
DFID,DFID,23-May-12,SHELTER CENTRE,"£62,305",Aid Programme - Strategic Grant Arrangement payments,Security & Humanitarian and Middle East Division,,102436-102
DFID,DFID,23-May-12,Pilgrims Group,£638,Training - Travel & Subsistence,Security & Humanitarian and Middle East Division,,100049-101
DFID,DFID,23-May-12,ZAMBIA INSTITUTE FOR POLICY ANALYSIS AND RESEARCH,"£69,057",Aid Programme - Accountable Grant Payments,West and Southern Africa,,201944-102
DFID,DFID,23-May-12,IBRD HSBC T,"£1,750,000",Aid Programme - Core contributions,West and Southern Africa,,201233-101
DFID,DFID,23-May-12,Sparklean Services Nig Ltd,"£1,053",Facilities Management payments,West and Southern Africa,,100152-101
DFID,DFID,23-May-12,Sparklean Services Nig Ltd,"£1,396",Facilities Management payments,West and Southern Africa,,101622-101
DFID,DFID,23-May-12,"Expresso Electro Ferragens,Lda",£731,"Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,101620-101
DFID,DFID,23-May-12,EPOS Health Consultants GmbH,"£17,376",Technical and Advisory Services,West and Southern Africa,,114193-101
DFID,DFID,23-May-12,KPMG Auditores e Consultores SA,"£71,555",Technical and Advisory Services,West and Southern Africa,,103993-101
DFID,DFID,23-May-12,Acacia Consultancy,"£4,021",Technical and Advisory Services,West and Southern Africa,,202999-101
DFID,DFID,23-May-12,Akintola Williams Deloitte Consultin,"£74,755",Technical and Advisory Services,West and Southern Africa,,104200-101
DFID,DFID,23-May-12,Marcus Ogunbiyi,"£4,219",Technical and Advisory Services,West and Southern Africa,,104254-101
DFID,DFID,23-May-12,Otive Igbuzor,"£6,401",Technical and Advisory Services,West and Southern Africa,,104254-101
DFID,DFID,23-May-12,Ghana Telecommunications Company Ltd,£564,Telephone Usage & services,West and Southern Africa,,101613-101
DFID,DFID,23-May-12,Freedom of Speech Ltd,£665,Training Providers/Facilitation Services,West and Southern Africa,,101618-101
DFID,DFID,23-May-12,SAVE THE CHILDREN,"£29,657",Aid Programme - Accountable Grant Payments,Western Asia and Stabilisation Division,,203101-101
DFID,DFID,23-May-12,MICHAEL SCOTT,"£5,747",Technical and Advisory Services,Western Asia and Stabilisation Division,,202245-102
DFID,DFID,24-May-12,OXFAM,"£2,312,281",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,203167-101
DFID,DFID,24-May-12,OXFAM,"£508,758",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,203167-102
DFID,DFID,24-May-12,A Wahab and Co.,"£2,438",Auditors Remuneration & Expenses - Cash,"Asia, Caribbean and Overseas Territories",,113976-103
DFID,DFID,24-May-12,M N Khan & Co,£646,"Repairs, Maint, Alter - Property & Constrct. Services","Asia, Caribbean and Overseas Territories",,201645-106
DFID,DFID,24-May-12,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£16,534",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,108070-101
DFID,DFID,24-May-12,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£17,053",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,108070-101
DFID,DFID,24-May-12,Amarchand & Mangaldas & Suresh A Shroff & Co.,"£1,655",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114293-102
DFID,DFID,24-May-12,Rufus Leonard Ltd,"£2,316",Computer hardware maintenance,Business Solutions Division Level,,200002-196
DFID,DFID,24-May-12,Recipient name withheld,"£12,509",Other passenger transport,Business Solutions Division Level,,200001-112
DFID,DFID,24-May-12,UNDP (USD) ACCOUNT,"£245,000",Aid Programme - Core contributions,East and Central Africa,,201312-107
DFID,DFID,24-May-12,Juba Grand Hotel,"£1,137",Hotels - Accommodation only,East and Central Africa,,202594-101
DFID,DFID,24-May-12,Highlight Travel SS T/A BCD Travel,£606,Air fares,East and Central Africa,,202594-101
DFID,DFID,24-May-12,Carree Njeri Ndoka,"£2,084",Technical and Advisory Services,East and Central Africa,,103548-101
DFID,DFID,24-May-12,Pauline Akinyi Gogo,"£2,961",Technical and Advisory Services,East and Central Africa,,201477-101
DFID,DFID,24-May-12,Kairichi Consultancy Limited,"£3,195",Technical and Advisory Services,East and Central Africa,,103548-101
DFID,DFID,24-May-12,Susan Amlango Aletia,"£1,864",Technical and Advisory Services,East and Central Africa,,103548-101
DFID,DFID,24-May-12,Andrew Nyabera Nyagwencha,£965,Technical and Advisory Services,East and Central Africa,,103548-101
DFID,DFID,24-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£2,385",Technical and Advisory Services,East and Central Africa,,202900-101
DFID,DFID,24-May-12,HTSPE LTD,"£4,102",Technical and Advisory Services,East and Central Africa,,201866-107
DFID,DFID,24-May-12,Highlight Travel SS T/A BCD Travel,£540,Training - Travel & Subsistence,East and Central Africa,,202586-101
DFID,DFID,24-May-12,Hays Specialist Recruitment Ltd,"£1,063",Contract & Agency Staff,Finance and Corporate Performance Division,,202836-101
DFID,DFID,24-May-12,Hays Specialist Recruitment Ltd,"£1,715",Contract & Agency Staff,Finance and Corporate Performance Division,,100008-101
DFID,DFID,24-May-12,Hays Specialist Recruitment Ltd,£934,Contract & Agency Staff,Finance and Corporate Performance Division,,100008-101
DFID,DFID,24-May-12,Hays Specialist Recruitment Ltd,"£1,063",Contract & Agency Staff,Finance and Corporate Performance Division,,202836-101
DFID,DFID,24-May-12,Hays Specialist Recruitment Ltd,"£1,283",Contract & Agency Staff,Finance and Corporate Performance Division,,202836-101
DFID,DFID,24-May-12,FSD Kenya,"£330,000",Aid Programme - Accountable Grant Payments,International Finance Division,,201394-102
DFID,DFID,24-May-12,Recipient name withheld,"£1,114",Hotels - Accommodation only,International Relations Division,,100262-101
DFID,DFID,24-May-12,NATIONAL AUDIT OFFICE,"£8,941",Technical and Advisory Services,Non-Departmental Public Body,,203064-101
DFID,DFID,24-May-12,HELPAGE INTERNATIONAL,"£667,567",Aid Programme - Partnership Programme Arrangements,Policy Division,,202566-101
DFID,DFID,24-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£15,203",Technical and Advisory Services,Policy Division,,113050-101
DFID,DFID,24-May-12,UNIVERSITY OF PORTSMOUTH,"£24,100",Research & Development costs,Research and Evidence Division,,203003-101
DFID,DFID,24-May-12,IBRD (HSBC)  C/O THE WORLD BANK,"£500,000",Aid Programme - Trust Funds contributions,Research and Evidence Division,,203196-101
DFID,DFID,24-May-12,PLAN MALAWI- CBM PROJECT,"£276,042",Aid Programme - Accountable Grant Payments,West and Southern Africa,,200469-115
DFID,DFID,24-May-12,TWIN,"£19,296",Aid Programme - Accountable Grant Payments,West and Southern Africa,,203364-101
DFID,DFID,24-May-12,Supplier Name withheld,£574,Hotels - Accommodation only,West and Southern Africa,,100152-109
DFID,DFID,24-May-12,Supplier Name withheld,"£1,491",Hotels - Accommodation only,West and Southern Africa,,101622-103
DFID,DFID,24-May-12,MCell,£769,Mobile telephones & accessories,West and Southern Africa,,101620-101
DFID,DFID,24-May-12,Recipient name withheld,£652,"Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,101620-101
DFID,DFID,24-May-12,EuroTours Ghana Ltd,£697,Air fares,West and Southern Africa,,100096-101
DFID,DFID,24-May-12,Alade Oluwole Samson,"£3,401",Technical and Advisory Services,West and Southern Africa,,104254-101
DFID,DFID,24-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£103,386",Technical and Advisory Services,West and Southern Africa,,104190-103
DFID,DFID,24-May-12,Hamish Colquhoun,"£16,895",Technical and Advisory Services,West and Southern Africa,,202942-101
DFID,DFID,24-May-12,The World Bank (Tanzania),"£1,550,000",Aid Programme - Trust Funds contributions,West and Southern Africa,,114101-103
DFID,DFID,24-May-12,Aguas da Regiao de Maputo,"£2,604",Water charges,West and Southern Africa,,101620-101
DFID,DFID,24-May-12,ESS Support Services Worldwide,"£1,302",Entertainment & Hospitality,Western Asia and Stabilisation Division,,202288-101
DFID,DFID,24-May-12,"McKinsey & Co, Inc UK","£134,065",Technical and Advisory Services,Western Asia and Stabilisation Division,,203297-101
DFID,DFID,24-May-12,SHAHID HAFIZ KARDAR,"£5,221",Technical and Advisory Services,Western Asia and Stabilisation Division,,202378-107
DFID,DFID,24-May-12,MOTT MACDONALD LTD,"£68,060",Technical and Advisory Services,Western Asia and Stabilisation Division,,108793-101
DFID,DFID,24-May-12,Supplier Name withheld,"£3,608",Telephone Usage & services,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,24-May-12,Supplier Name withheld,"£1,255",Telephone Usage & services,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,25-May-12,ECGD ACCOUNT,"£51,394",Aid Programme - Aid and Trade Provision,"Asia, Caribbean and Overseas Territories",,108238-101
DFID,DFID,25-May-12,ECGD ACCOUNT,"£144,731",Aid Programme - Aid and Trade Provision,"Asia, Caribbean and Overseas Territories",,108236-101
DFID,DFID,25-May-12,Finishing Touch,"£2,744",Furniture & Fittings,"Asia, Caribbean and Overseas Territories",,100151-101
DFID,DFID,25-May-12,Corporate Travel Provider,£522,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",,201689-103
DFID,DFID,25-May-12,Corporate Travel Provider,£948,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",,201689-103
DFID,DFID,25-May-12,Corporate Travel Provider,£997,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",,101604-101
DFID,DFID,25-May-12,Corporate Travel Provider,£637,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",,201739-101
DFID,DFID,25-May-12,Marriott Davies Yapp LLP,"£1,739",Legal costs,"Asia, Caribbean and Overseas Territories",,100183-101
DFID,DFID,25-May-12,BOSE CORPORATION INDIA PRIVATE LIMITED,£702,Facilities Management payments,"Asia, Caribbean and Overseas Territories",,201689-105
DFID,DFID,25-May-12,Corporate Travel Provider,£892,Air fares,"Asia, Caribbean and Overseas Territories",,201739-101
DFID,DFID,25-May-12,Corporate Travel Provider,£727,Air fares,"Asia, Caribbean and Overseas Territories",,101621-101
DFID,DFID,25-May-12,Corporate Travel Provider,£634,Air fares,"Asia, Caribbean and Overseas Territories",,107413-101
DFID,DFID,25-May-12,GRM INTERNATIONAL LTD,"£122,130",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,108572-101
DFID,DFID,25-May-12,Coffey International Development (Do not use),"£18,393",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202083-101
DFID,DFID,25-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£135,725",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113963-101
DFID,DFID,25-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£242,382",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113707-101
DFID,DFID,25-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£218,423",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113707-101
DFID,DFID,25-May-12,HTSPE LTD,"£5,425",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114058-101
DFID,DFID,25-May-12,MAXWELL STAMP PLC,"£154,396",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114175-101
DFID,DFID,25-May-12,ASSOCIATES FOR INTERNATIONAL DEVELOPMENT (AID INC),"£45,621",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113862-101
DFID,DFID,25-May-12,VODAFONE CORPORATE,"£3,636",Computer Software Licenses,Business Solutions Division Level,,200003-148
DFID,DFID,25-May-12,Corporate Travel Provider,£986,Hotels - Accommodation only,Business Solutions Division Level,,200001-112
DFID,DFID,25-May-12,Marriott Davies Yapp LLP,"£9,798",Legal costs,Business Solutions Division Level,,200001-102
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,111",Air fares,Business Solutions Division Level,,200005-111
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,111",Air fares,Business Solutions Division Level,,200005-111
DFID,DFID,25-May-12,KPMG LLP,"£5,774",Technical and Advisory Services,Communications Division,,202197-102
DFID,DFID,25-May-12,Juba Grand Hotel,"£1,328","Conferences, Seminars & Meeting/Event Resource",East and Central Africa,,203109-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,029",Hotels - Accommodation only,East and Central Africa,,201512-102
DFID,DFID,25-May-12,Juba Grand Hotel,"£1,218",Hotels - Accommodation only,East and Central Africa,,202586-101
DFID,DFID,25-May-12,Logali House Ltd(SSP),"£1,566",Hotels - Accommodation only,East and Central Africa,,202586-101
DFID,DFID,25-May-12,Logali House Ltd(SSP),"£4,272",Hotels - Accommodation only,East and Central Africa,,202586-101
DFID,DFID,25-May-12,Logali House Ltd(US$),£570,Hotels - Accommodation only,East and Central Africa,,202586-101
DFID,DFID,25-May-12,Corporate Travel Provider,£965,Air fares,East and Central Africa,,100137-101
DFID,DFID,25-May-12,Corporate Travel Provider,£969,Air fares,East and Central Africa,,101625-104
DFID,DFID,25-May-12,Corporate Travel Provider,£853,Air fares,East and Central Africa,,101634-101
DFID,DFID,25-May-12,Corporate Travel Provider,£605,Air fares,East and Central Africa,,101634-101
DFID,DFID,25-May-12,BMB  MOTT  MACDONALD,"£1,324,007",Technical and Advisory Services,East and Central Africa,,104978-115
DFID,DFID,25-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£22,689",Technical and Advisory Services,East and Central Africa,,202577-101
DFID,DFID,25-May-12,HTSPE LTD,"£17,576",Technical and Advisory Services,East and Central Africa,,202580-101
DFID,DFID,25-May-12, International Development UEA,"£4,869",Technical and Advisory Services,East and Central Africa,,200762-103
DFID,DFID,25-May-12, International Development UEA,"£44,000",Technical and Advisory Services,East and Central Africa,,200762-103
DFID,DFID,25-May-12,HLSP LIMITED,"£41,893",Technical and Advisory Services,East and Central Africa,,202994-101
DFID,DFID,25-May-12,TAAM Petroleum Ltd(US$),"£3,263",Vehicle Petrol & Oil,East and Central Africa,,202594-101
DFID,DFID,25-May-12,TAAM Petroleum Ltd(US$),"£1,398",Vehicle Petrol & Oil,East and Central Africa,,202586-101
DFID,DFID,25-May-12,Hays Specialist Recruitment Ltd,"£1,063",Contract & Agency Staff,Finance and Corporate Performance Division,,202836-101
DFID,DFID,25-May-12,Marriott Davies Yapp LLP,"£1,960",Legal costs,Finance and Corporate Performance Division,,100201-101
DFID,DFID,25-May-12,Marriott Davies Yapp LLP,"£1,656",Legal costs,Finance and Corporate Performance Division,,100201-101
DFID,DFID,25-May-12,CORONA ENERGY,"£3,430",Gas,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,25-May-12,Corporate Travel Provider,£572,Hotels - Accommodation only,"Human Resources,Security & Facilities Division",,201157-102
DFID,DFID,25-May-12,Corporate Travel Provider,£680,Hotels - Accommodation only,"Human Resources,Security & Facilities Division",,100268-101
DFID,DFID,25-May-12,Corporate Travel Provider,£711,Hotels - Accommodation only,"Human Resources,Security & Facilities Division",,100266-101
DFID,DFID,25-May-12,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,"£12,293",Recruitment costs,"Human Resources,Security & Facilities Division",,100269-158
DFID,DFID,25-May-12,MITIE Technical Facilities Management Ltd,"£1,984",Other Building Costs,"Human Resources,Security & Facilities Division",,100106-101
DFID,DFID,25-May-12,Civil Service College Limited,"£5,125",Training - Course Fees,"Human Resources,Security & Facilities Division",,100269-153
DFID,DFID,25-May-12,Civil Service College Limited,"£2,156",Training - Course Fees,"Human Resources,Security & Facilities Division",,100269-153
DFID,DFID,25-May-12,Cavendish Films Ltd,"£4,500",Training Providers/Facilitation Services,"Human Resources,Security & Facilities Division",,100269-156
DFID,DFID,25-May-12,GRANT THORNTON UK LLP,"£14,438",Consultancy Services,Internal Audit,,100121-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,462",Hotels - Accommodation only,International Finance Division,,100098-101
DFID,DFID,25-May-12,Recipient name withheld,"£1,838",Hotels - Accommodation only,International Finance Division,,100111-101
DFID,DFID,25-May-12,Corporate Travel Provider,£646,Air fares,International Finance Division,,100120-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,496",Air fares,International Finance Division,,100098-101
DFID,DFID,25-May-12,Corporate Travel Provider,£754,Air fares,International Relations Division,,100086-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,357",Air fares,International Relations Division,,100086-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,823",Air fares,International Relations Division,,100262-101
DFID,DFID,25-May-12,Corporate Travel Provider,£786,Air fares,International Relations Division,,100086-101
DFID,DFID,25-May-12,Corporate Travel Provider,£947,Air fares,International Relations Division,,100086-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,181",Air fares,International Relations Division,,100240-102
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,353",Air fares,International Relations Division,,100086-101
DFID,DFID,25-May-12,PUBLIC ADMINISTRATION INTERN,"£20,762",Technical and Advisory Services,International Relations Division,,114327-101
DFID,DFID,25-May-12,Marriott Davies Yapp LLP,£794,Legal costs,Policy Division,,100275-101
DFID,DFID,25-May-12,Marriott Davies Yapp LLP,£552,Legal costs,Policy Division,,100275-101
DFID,DFID,25-May-12,Marriott Davies Yapp LLP,£635,Legal costs,Policy Division,,202372-102
DFID,DFID,25-May-12,ACTION ON DISABILITY AND DE,"£283,456",Aid Programme - Partnership Programme Arrangements,Policy Division,,202561-101
DFID,DFID,25-May-12,Chatham House,"£2,750",Professional member subscriptions,Policy Division,,100045-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,153",Air fares,Policy Division,,100276-101
DFID,DFID,25-May-12,Corporate Travel Provider,£824,Air fares,Policy Division,,100276-104
DFID,DFID,25-May-12,Corporate Travel Provider,£545,Air fares,Policy Division,,202402-105
DFID,DFID,25-May-12,Corporate Travel Provider,£805,Air fares,Policy Division,,201555-103
DFID,DFID,25-May-12,Corporate Travel Provider,£773,Air fares,Policy Division,,100276-101
DFID,DFID,25-May-12,Corporate Travel Provider,£791,Air fares,Policy Division,,100191-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,151",Air fares,Policy Division,,201724-102
DFID,DFID,25-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£19,022",Technical and Advisory Services,Policy Division,,113462-105
DFID,DFID,25-May-12,GALVmed,"£1,755,895",Aid Programme - Core contributions,Research and Evidence Division,,202040-101
DFID,DFID,25-May-12,UNIVERSITY OF LEEDS,"£270,418",Research & Development costs,Research and Evidence Division,,201025-102
DFID,DFID,25-May-12,Corporate Travel Provider,£995,Air fares,Research and Evidence Division,,202392-102
DFID,DFID,25-May-12,Corporate Travel Provider,£895,Air fares,Research and Evidence Division,,100088-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,105",Air fares,Research and Evidence Division,,100088-101
DFID,DFID,25-May-12,Corporate Travel Provider,£607,Air fares,Research and Evidence Division,,100088-101
DFID,DFID,25-May-12,Corporate Travel Provider,£669,Air fares,Research and Evidence Division,,100039-102
DFID,DFID,25-May-12,Pilgrims Group,£638,Hostile Environment Training,Security & Humanitarian and Middle East Division,,100049-101
DFID,DFID,25-May-12,Corporate Travel Provider,£527,Hotels - Accommodation only,Security & Humanitarian and Middle East Division,,100049-101
DFID,DFID,25-May-12,Corporate Travel Provider,£815,Air fares,Security & Humanitarian and Middle East Division,,100049-131
DFID,DFID,25-May-12,Corporate Travel Provider,£858,Air fares,Security & Humanitarian and Middle East Division,,202410-104
DFID,DFID,25-May-12,Corporate Travel Provider,£541,Air fares,Security & Humanitarian and Middle East Division,,201701-101
DFID,DFID,25-May-12,Corporate Travel Provider,£687,Air fares,Security & Humanitarian and Middle East Division,,202410-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£2,315",Air fares,Top Management Group,,100232-102
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,265",Air fares,Top Management Group,,100232-102
DFID,DFID,25-May-12,Corporate Travel Provider,"£3,911",Air fares,Top Management Group,,100232-102
DFID,DFID,25-May-12,Corporate Travel Provider,£722,Air fares,Top Management Group,,100232-108
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,612",Air fares,Top Management Group,,100232-105
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,265",Air fares,Top Management Group,,100232-102
DFID,DFID,25-May-12,Corporate Travel Provider,"£3,911",Air fares,Top Management Group,,100232-102
DFID,DFID,25-May-12,Corporate Travel Provider,£605,Air fares,Top Management Group,,100232-108
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,417",Air fares,Top Management Group,,100232-105
DFID,DFID,25-May-12,Corporate Travel Provider,"£2,445",Air fares,Top Management Group,,100232-102
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,388",Air fares,Top Management Group,,100232-103
DFID,DFID,25-May-12,Corporate Travel Provider,"£3,911",Air fares,Top Management Group,,100232-103
DFID,DFID,25-May-12,Corporate Travel Provider,"£3,252",Air fares,Top Management Group,,100232-105
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,265",Air fares,Top Management Group,,100232-103
DFID,DFID,25-May-12,Corporate Travel Provider,"£2,720",Air fares,Top Management Group,,100232-105
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,388",Air fares,Top Management Group,,100232-102
DFID,DFID,25-May-12,Corporate Travel Provider,"£2,315",Air fares,Top Management Group,,100232-103
DFID,DFID,25-May-12,Corporate Travel Provider,£630,Hotels - Accommodation only,West and Southern Africa,,101638-105
DFID,DFID,25-May-12,Supplier Name withheld,£915,Hotels - Accommodation only,West and Southern Africa,,101622-101
DFID,DFID,25-May-12,Corporate Travel Provider,£691,Hotels - Accommodation only,West and Southern Africa,,101610-101
DFID,DFID,25-May-12,Supplier Name withheld,"£8,772",Secure staff accomodation,West and Southern Africa,,101610-101
DFID,DFID,25-May-12,Supplier Name withheld,"£8,772",Secure staff accomodation,West and Southern Africa,,101610-101
DFID,DFID,25-May-12,Marriott Davies Yapp LLP,"£8,983",Legal costs,West and Southern Africa,,203000-101
DFID,DFID,25-May-12,Formats Projects Services Limited,"£16,018",Office Equipment - Maintenance,West and Southern Africa,,101622-101
DFID,DFID,25-May-12,Formats Projects Services Limited,"£13,106",Office Equipment - Maintenance,West and Southern Africa,,100152-101
DFID,DFID,25-May-12,Corporate Travel Provider,£757,Air fares,West and Southern Africa,,100189-101
DFID,DFID,25-May-12,Corporate Travel Provider,£665,Air fares,West and Southern Africa,,101637-101
DFID,DFID,25-May-12,Supplier Name withheld,£739,Air fares,West and Southern Africa,,101622-101
DFID,DFID,25-May-12,Supplier Name withheld,£739,Air fares,West and Southern Africa,,101622-101
DFID,DFID,25-May-12,Corporate Travel Provider,£566,Air fares,West and Southern Africa,,101610-101
DFID,DFID,25-May-12,Supplier Name withheld,£714,Air fares,West and Southern Africa,,101622-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,323",Air fares,West and Southern Africa,,114064-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,323",Air fares,West and Southern Africa,,114064-101
DFID,DFID,25-May-12,Corporate Travel Provider,£664,Air fares,West and Southern Africa,,101638-105
DFID,DFID,25-May-12,Supplier Name withheld,£741,Air fares,West and Southern Africa,,101622-101
DFID,DFID,25-May-12,Corporate Travel Provider,£523,Air fares,West and Southern Africa,,101610-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£2,971",Air fares,West and Southern Africa,,114064-101
DFID,DFID,25-May-12,Corporate Travel Provider,£900,Air fares,West and Southern Africa,,101613-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£2,501",Air fares,West and Southern Africa,,114064-101
DFID,DFID,25-May-12,Corporate Travel Provider,£899,Air fares,West and Southern Africa,,101610-101
DFID,DFID,25-May-12,Supplier Name withheld,£772,Air fares,West and Southern Africa,,101622-101
DFID,DFID,25-May-12,ADAM SMITH INTERNATIONAL,"£278,035",Technical and Advisory Services,West and Southern Africa,,201139-101
DFID,DFID,25-May-12,GRM INTERNATIONAL LTD,"£279,292",Technical and Advisory Services,West and Southern Africa,,202098-101
DFID,DFID,25-May-12,ATOS CONSULTING LIMITED,"£298,056",Technical and Advisory Services,West and Southern Africa,,200452-101
DFID,DFID,25-May-12,ADAM SMITH INTERNATIONAL  LTD,"£230,170",Technical and Advisory Services,West and Southern Africa,,114073-101
DFID,DFID,25-May-12,Abt Associates,"£38,653",Technical and Advisory Services,West and Southern Africa,,202342-102
DFID,DFID,25-May-12,GCX CARBON AND ENERGY SERVICES (PTY) LTD,"£2,532",Training Providers/Facilitation Services,West and Southern Africa,,101610-101
DFID,DFID,25-May-12,Supplier Name withheld,"£200,585",Aid Programme - Accountable Grant Payments,Western Asia and Stabilisation Division,,202314-101
DFID,DFID,25-May-12,Corporate Travel Provider,£860,Hotels - Accommodation only,Western Asia and Stabilisation Division,,200451-101
DFID,DFID,25-May-12,Corporate Travel Provider,£630,Hotels - Accommodation only,Western Asia and Stabilisation Division,,101624-101
DFID,DFID,25-May-12,Juba Grand Hotel,"£1,328",Hotels - Accommodation only,Western Asia and Stabilisation Division,,202288-107
DFID,DFID,25-May-12,Supplier Name withheld,"£2,209",Oil - Other Utilities,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,25-May-12,Supplier Name withheld,"£19,143",Oil - Other Utilities,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,25-May-12,Corporate Travel Provider,£953,Air fares,Western Asia and Stabilisation Division,,100020-101
DFID,DFID,25-May-12,Corporate Travel Provider,£953,Air fares,Western Asia and Stabilisation Division,,100020-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,130",Air fares,Western Asia and Stabilisation Division,,203350-101
DFID,DFID,25-May-12,Corporate Travel Provider,£515,Air fares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,25-May-12,Corporate Travel Provider,"£2,356",Air fares,Western Asia and Stabilisation Division,,203350-101
DFID,DFID,25-May-12,Corporate Travel Provider,£794,Air fares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,342",Air fares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,25-May-12,Corporate Travel Provider,£614,Air fares,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,263",Air fares,Western Asia and Stabilisation Division,,203336-101
DFID,DFID,25-May-12,Corporate Travel Provider,£637,Air fares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,25-May-12,Corporate Travel Provider,£983,Air fares,Western Asia and Stabilisation Division,,100020-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,027",Air fares,Western Asia and Stabilisation Division,,100020-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,227",Air fares,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,25-May-12,Corporate Travel Provider,£604,Air fares,Western Asia and Stabilisation Division,,101624-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,845",Air fares,Western Asia and Stabilisation Division,,203350-101
DFID,DFID,25-May-12,Corporate Travel Provider,"£1,845",Air fares,Western Asia and Stabilisation Division,,203350-101
