Newcastle City Council Invoices over £500 paid in October 2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KE27,Cems And Crem Overhead       K,114.60,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KELA,Traffic Sig General Oh       K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KELD,Planned Maintenance SunderlanK,34.38,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEND,Fleet Fuel Account           K,34.38,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEND,Fleet Fuel Account           K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KENG,MOT                          K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KENG,MOT                          K,22.92,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEWA,Newington Road East Depot    K,23.04,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEWB,Newington Road West Depot    K,63.88,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEWB,Newington Road West Depot    K,53.60,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEWC,Condercum Road Depot         K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEWH,Jesmond Dene Depot           K,1.92,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEWH,Jesmond Dene Depot           K,76.52,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEWJ,Other Grounds Depot          K,28.80,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEWK,Other Cleansing Depot        K,26.80,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEWL,Leazes Lane Depot            K,30.35,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEWL,Leazes Lane Depot            K,35.02,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KEWM,Ayton Street Depot           K,22.92,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KF08,GOSFORTH CIVIC               K,2.89,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KF08,GOSFORTH CIVIC               K,61.82,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFB8,Gosforth Grange 1ST          K,0.25,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFB9,Knoplaw 1ST/Milecstl         K,0.03,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFBL,BYKER LODGE                  K,3.64,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFBL,BYKER LODGE                  K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFC1,Beech Hill                   K,1.72,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFCL,CONNIE LEWCOCK HOUSE         K,1.88,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFCL,CONNIE LEWCOCK HOUSE         K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFE3,Bridgewater Centre           K,0.67,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFE3,Bridgewater Centre           K,15.34,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFE5,English Martyrs R.C.         K,0.19,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFE5,English Martyrs R.C.         K,15.34,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFE7,Moorside Community           K,0.07,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFE7,Moorside Community           K,15.34,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFG3,Kingston Park                K,0.81,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFG3,Kingston Park                K,15.34,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFG5,Mountfield Jnr/Inf           K,0.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFG9,St John Vianney RC P         K,0.11,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFHH,Harehills                    K,13.69,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFHH,Harehills                    K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFJ5,Christ Church C Of E         K,11.91,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFWC,WELFORD DAY CENTRE           K,1.74,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KFWC,WELFORD DAY CENTRE           K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KHD8,Heaton Park Depot            K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KJ01,Security O/H                 K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KJ23,Cowgate/Montagu Wardens ERDF K,12.10,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KJ26,Scotswood Wardens            K,2.33,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KJ26,Scotswood Wardens            K,12.10,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KJ28,New Deal Wardens             K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KJ31,Security - Manned Guards     K,15.32,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KJ31,Security - Manned Guards     K,34.38,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KJ51,Security - C.I.T.            K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KJ71,Security Control Room        K,93.35,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KJ71,Security Control Room        K,259.15,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KJ94,Security Services Delegated  K,144.07,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KJ94,Security Services Delegated  K,313.30,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KKA1,Avison St Dep-Ancill         K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KKM2,Chilli Rd Modular            K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KKM7,Paddy Freemans Modul         K,0.44,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KKM7,Paddy Freemans Modul         K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KKT4,COUNCIL SUITES               K,68.76,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KKU5,CIVIC CENTRE CONTROL         K,36.18,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KKU5,CIVIC CENTRE CONTROL         K,22.92,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,6.34,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,15.34,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KKX3,GREAT NORTH RD DIRECT COSTS  K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KKY2,Allendale Accomodation       K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KKY2,Allendale Accomodation       K,34.38,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL0A,Central                      K,22.92,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL0C,Maintenance                  K,0.35,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL0C,Maintenance                  K,149.42,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL1B,City Pool                    K,0.43,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL1B,City Pool                    K,137.96,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL1C,Outer West Pool              K,6.60,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL1C,Outer West Pool              K,45.84,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL1D,East End Pool                K,0.77,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL1D,East End Pool                K,57.30,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL1E,Elswick Pool                 K,38.26,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL1G,GOSFORTH POOL                K,1.43,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL1G,GOSFORTH POOL                K,49.72,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL2B,Eldon Leisure                K,57.91,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL2B,Eldon Leisure                K,15.34,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL2D,WAD                          K,11.94,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL2D,WAD                          K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL2F,Scotswood SC                 K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL3A,City Hall                    K,22.92,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL3D,Cityhall Catering            K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL60,Parks                        K,23.02,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL60,Parks                        K,95.56,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL64,Training Unit - Parks        K,11.90,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL64,Training Unit - Parks        K,22.92,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL6C,Leazes Park                  K,0.37,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL6C,Leazes Park                  K,22.92,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL6F,Benwell Nature Park          K,23.45,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL6F,Benwell Nature Park          K,36.38,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL6H,Tyne Riverside Country Park  K,4.52,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL6H,Tyne Riverside Country Park  K,22.92,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL6M,Ouseburn Park                K,1.00,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL6M,Ouseburn Park                K,165.42,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KL7B,Newburn Act Centre Outdoor   K,15.67,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KLR0,FOOTBALL DEVELOPMENT         K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KR8E,CW Build Surv Team           K,45.84,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KR8L,CW District Heating          K,4.89,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KR8L,CW District Heating          K,75.54,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KS65,Allendale Rd Training Centre K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KSA3,Nhoodsrvs Mobile Working     K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KSCA,Corporate Charges CXO/Cserv  K,49.68,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KSCA,Corporate Charges CXO/Cserv  K,195.91,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KTC1,Liasion                      K,1.23,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KTC1,Liasion                      K,22.92,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KTDC,YHN Technical Team           K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1KTDC,YHN Technical Team           K,22.92,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1V030,Development Management       K,7.95,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1V030,Development Management       K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1V070,T&W Conservation Team        K,11.88,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1V070,T&W Conservation Team        K,11.46,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1V080,CITY CENTRE WORKS            K,22.92,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1V132,Quayside MSCP Running Costs  K,22.02,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1V204,Car Parking Infrastructure   K,309.10,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1V204,Car Parking Infrastructure   K,325.96,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1V206,Shop Mobility                K,2.49,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09 October 2012,AZZURRI COMMUNICATIONS LTD,5651118,Revenue,1V206,Shop Mobility                K,57.30,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1DE49,i4- Quayside NEC             K,571.75,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1DE50,i6- Charlotte Square NEC     K,579.08,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1DG01,Executive Director Of E&R    K,236.55,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KE18,Walbottle Recycling Centre   K,113.25,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KE19,Byker Recycling Centre       K,37.89,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KE23,Sandhills                    K,256.50,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KE27,Cems And Crem Overhead       K,87.36,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KELD,Planned Maintenance SunderlanK,7556.74,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KFB9,Knoplaw 1ST/Milecstl         K,91.38,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KFK9,West Jesmond JNR&INF         K,45.83,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KFMH,MEALS AT HOME                K,109.51,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KFT3,Charles Parsons Cate         K,115.74,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KJ01,Security O/H                 K,85.82,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KJ26,Scotswood Wardens            K,113.25,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KJ28,New Deal Wardens             K,113.25,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KJ31,Security - Manned Guards     K,75.78,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KJ33,Wardens Overheads            K,113.25,,,,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,26 October 2012,BRITISH TELECOMMUNICATIONS PLC,5690172,Revenue,1KJ71,Security Control Room        K,164.85,,,,,,,,,,,,,,,
