Table 1.1,,,,,,,,,,,,,,,,,
"A2. How many employees does your business currently employ across all sites, excluding owners and partners?",,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
No,69%,78%,37%,68%,14%,100%,49%,69%,77%,71%,42%,75%,92%,53%,88%,80%,62%
Don't know,12%,14%,5%,14%,11%,0%,0%,17%,23%,18%,21%,10%,4%,18%,12%,0%,17%
Table 3.24,,,,,,,,,,,,,,,,,
"C24. Generally, how useful did you find your experiences of using the Business Link Helpline? Was it...",,,,,,,,,,,,,,,,,
Base: Where have used Business Link Helpline,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,34,14,14,6,5,3,7,12,7,19,10,24,17,17,4,8,22
Weighted Bases,28,21,6,1,1,4,5,14,5,18,5,22,11,16,3,6,19
Very useful (2),30%,33%,21%,18%,30%,44%,46%,29%,7%,23%,30%,30%,25%,34%,83%,40%,19%
Fairly useful (1),47%,45%,52%,82%,70%,56%,42%,30%,93%,46%,63%,43%,48%,47%,17%,44%,53%
Not very useful (-1),3%,0%,12%,0%,0%,0%,0%,5%,0%,4%,7%,2%,7%,0%,0%,6%,2%
Not at all useful (-2),11%,11%,10%,0%,0%,0%,13%,17%,0%,13%,0%,13%,20%,4%,0%,10%,12%
Don't know,9%,11%,5%,0%,0%,0%,0%,19%,0%,14%,0%,12%,0%,16%,0%,0%,14%
Summary: Useful,77%,78%,73%,100%,100%,100%,87%,59%,100%,69%,93%,74%,73%,80%,100%,84%,72%
Summary: Not useful,13%,11%,23%,0%,0%,0%,13%,22%,0%,17%,7%,15%,27%,4%,0%,16%,14%
Base for stats,25,19,6,1,1,4,5,11,5,16,5,20,11,14,3,6,16
Mean,0.92,1,0.63,1.18,1.3,1.44,1.07,0.59,1.07,0.73,1.16,0.86,0.5,1.27,1.83,0.98,0.74
Standard error,0.22,0.35,0.38,-,-,0.34,0.54,0.51,0.11,0.33,0.26,0.29,0.37,0.23,0.23,0.48,0.29
Table 3.25,,,,,,,,,,,,,,,,,
"C25. Have you had any difficulties, or important information or advice needs that you did not get external advice or support for in the last 12 months?",,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Yes,4%,4%,4%,7%,5%,6%,1%,8%,4%,7%,12%,3%,5%,4%,3%,9%,3%
No,95%,95%,95%,93%,94%,94%,98%,92%,93%,92%,88%,96%,94%,95%,97%,91%,96%
Don't know,1%,1%,1%,0%,1%,0%,1%,0%,3%,1%,0%,1%,1%,1%,0%,1%,1%
Table 3.26,,,,,,,,,,,,,,,,,
"C26. Which of the following, if any, were reasons why you did not seek information or assistance for these difficulties or needs?",,,,,,,,,,,,,,,,,
Base: Where have had difficulties or needs that did not get support for,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,27,12,8,7,4,2,3,13,5,18,12,15,17,10,1,8,17
Weighted Bases,23,19,3,1,3,4,1,12,3,15,9,13,11,12,1,11,9
You had doubts about the benefit or value of obtaining advice,60%,67%,32%,13%,66%,42%,24%,65%,68%,66%,58%,62%,46%,73%,100%,42%,71%
You had sufficient expertise and resource within your own business,54%,53%,65%,41%,66%,0%,100%,55%,83%,61%,60%,49%,41%,66%,0%,64%,57%
You did not know where to find the appropriate advice,54%,57%,43%,25%,66%,0%,24%,62%,80%,66%,42%,62%,50%,57%,100%,49%,63%
You did not feel that the right type of advice existed,51%,52%,53%,25%,75%,42%,24%,43%,80%,50%,45%,56%,53%,50%,100%,28%,66%
You had concerns about whether you would be able to trust external advice,51%,58%,10%,25%,66%,42%,0%,50%,68%,53%,39%,59%,44%,57%,100%,28%,65%
You did not have time to use external advice,50%,52%,43%,13%,66%,42%,24%,42%,80%,49%,40%,56%,39%,59%,0%,28%,75%
Obtaining advice would have been too expensive,47%,48%,43%,43%,66%,42%,24%,54%,12%,46%,54%,43%,33%,61%,0%,21%,77%
Some other reason for not getting external advice,12%,11%,11%,29%,0%,58%,0%,1%,17%,4%,22%,4%,23%,1%,0%,18%,6%
None,4%,4%,0%,0%,25%,0%,0%,0%,0%,0%,0%,6%,7%,0%,0%,7%,0%
Table 3.27,,,,,,,,,,,,,,,,,
C27. In the last 12 months have you used a business mentor - that is somebody with business expertise who supports you through the development and running of your business on a continuous basis?,,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Yes,10%,8%,19%,7%,9%,10%,10%,10%,8%,9%,13%,9%,15%,6%,22%,10%,8%
No,90%,92%,81%,92%,91%,90%,90%,90%,92%,91%,87%,91%,85%,94%,78%,90%,92%
Don't know,*%,0%,0%,1%,0%,0%,0%,0%,*%,*%,0%,*%,*%,0%,0%,0%,*%
Table 3.28,,,,,,,,,,,,,,,,,
C28. Which of these best describes your business mentor?,,,,,,,,,,,,,,,,,
Base: Where have used a business mentor,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,64,19,38,7,12,5,17,16,14,30,21,43,49,15,8,17,39
Weighted Bases,49,33,14,1,5,7,16,15,6,20,10,39,31,17,9,13,26
A specialist business mentor,46%,41%,55%,58%,70%,27%,56%,43%,20%,37%,59%,42%,47%,43%,21%,72%,41%
A friend or peer,36%,39%,31%,11%,37%,27%,18%,55%,46%,53%,39%,35%,38%,33%,43%,39%,32%
"Somebody who provides other services to businesses, such as an accountant or lawyer",44%,43%,44%,67%,43%,23%,44%,45%,68%,51%,64%,39%,56%,21%,16%,54%,49%
"Somebody with a commercial interest in your business, e.g. an investor",30%,32%,26%,34%,18%,69%,32%,17%,29%,20%,21%,33%,25%,41%,51%,7%,34%
Another sort of mentor,1%,0%,4%,0%,0%,0%,0%,0%,10%,3%,0%,1%,2%,0%,0%,0%,2%
Table 3.29,,,,,,,,,,,,,,,,,
C29. How do you primarily interact with your business mentor?,,,,,,,,,,,,,,,,,
Base: Where have used a business mentor,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,64,19,38,7,12,5,17,16,14,30,21,43,49,15,8,17,39
Weighted Bases,49,33,14,1,5,7,16,15,6,20,10,39,31,17,9,13,26
Face to face,52%,45%,66%,76%,47%,73%,38%,47%,83%,57%,34%,56%,54%,47%,84%,47%,42%
By telephone,18%,21%,13%,0%,0%,27%,24%,17%,12%,16%,12%,20%,9%,34%,16%,2%,27%
By email,27%,32%,16%,24%,40%,0%,38%,31%,5%,24%,52%,21%,33%,16%,0%,50%,26%
Other,3%,2%,5%,0%,13%,0%,0%,5%,0%,4%,3%,3%,3%,2%,0%,0%,6%
Table 3.30,,,,,,,,,,,,,,,,,
C30. Has business mentoring helped your business in any of the following areas...?,,,,,,,,,,,,,,,,,
Base: Where have used a business mentor,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,64,19,38,7,12,5,17,16,14,30,21,43,49,15,8,17,39
Weighted Bases,49,33,14,1,5,7,16,15,6,20,10,39,31,17,9,13,26
Developing business plans and strategy,75%,72%,80%,76%,98%,73%,70%,67%,89%,73%,93%,70%,90%,46%,84%,72%,72%
Increasing sales or profits,63%,69%,50%,47%,38%,73%,78%,53%,56%,54%,60%,64%,54%,79%,55%,73%,60%
Enhancing leadership and management skills,44%,32%,68%,87%,48%,55%,37%,43%,44%,44%,64%,38%,47%,37%,41%,56%,38%
People management such as recruitment,43%,37%,57%,42%,43%,77%,33%,42%,33%,39%,53%,40%,44%,39%,55%,54%,33%
Obtaining finance,30%,33%,24%,34%,33%,69%,15%,17%,64%,30%,52%,25%,26%,38%,48%,28%,26%
Developing new products or processes,26%,26%,26%,18%,8%,23%,45%,18%,12%,16%,14%,29%,27%,23%,16%,22%,31%
Other sort of help,4%,3%,5%,0%,0%,0%,2%,8%,6%,7%,0%,5%,5%,2%,0%,11%,1%
Don't know,6%,7%,3%,13%,2%,0%,0%,18%,0%,13%,1%,7%,*%,16%,0%,4%,9%
Table 3.31,,,,,,,,,,,,,,,,,
C31. In the last 12 months have you considered taking on a business mentor?,,,,,,,,,,,,,,,,,
Base: Where have not used a business mentor,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,444,200,157,87,69,40,119,119,97,216,110,334,191,253,25,88,328
Weighted Bases,459,389,59,11,55,56,147,139,62,201,67,392,178,281,34,112,308
Yes,7%,7%,9%,2%,7%,9%,8%,5%,5%,5%,8%,7%,11%,4%,14%,9%,5%
No,92%,93%,89%,96%,93%,91%,92%,93%,93%,93%,92%,92%,88%,95%,83%,91%,94%
Don't know,1%,1%,1%,1%,0%,0%,0%,2%,2%,2%,0%,1%,1%,*%,3%,*%,1%
Table 3.32,,,,,,,,,,,,,,,,,
C32. Are there any reasons why have have not sought a business mentor already?,,,,,,,,,,,,,,,,,
Base: Where have considered taking on a business mentor,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,31,14,15,2,5,4,9,8,5,13,11,20,18,13,3,8,19
Weighted Bases,32,26,5,*,4,5,12,8,3,11,6,26,20,12,5,10,16
Lack of time,41%,43%,35%,0%,0%,40%,52%,30%,76%,44%,10%,48%,30%,60%,70%,61%,24%
Think it might be expensive,26%,20%,54%,59%,7%,40%,35%,13%,24%,16%,37%,24%,27%,25%,0%,19%,41%
Do not know where to go to find one,18%,17%,23%,0%,7%,0%,26%,25%,7%,20%,37%,14%,25%,4%,75%,15%,4%
Do not feel the appropriate type of assistance is available,14%,12%,24%,0%,0%,30%,16%,13%,0%,9%,46%,7%,14%,13%,0%,20%,6%
Don't understand what a mentor does,7%,6%,16%,0%,0%,40%,0%,5%,0%,3%,0%,9%,2%,17%,0%,15%,6%
Haven't thought about it until now,3%,0%,16%,0%,0%,11%,0%,5%,0%,3%,7%,2%,2%,4%,0%,4%,3%
Other,19%,17%,26%,41%,21%,30%,3%,20%,62%,32%,9%,21%,11%,34%,25%,8%,26%
None,5%,6%,0%,0%,0%,0%,0%,21%,0%,15%,0%,6%,8%,0%,0%,0%,10%
Refused,9%,11%,0%,0%,72%,0%,0%,0%,0%,0%,0%,11%,14%,0%,0%,0%,18%
Table 3.33,,,,,,,,,,,,,,,,,
C33. Are you....?,,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Currently acting as a business mentor for another business owner or entrepreneur?,9%,9%,12%,12%,14%,1%,8%,9%,17%,11%,14%,8%,11%,8%,3%,13%,9%
Not currently acting as a mentor but considering becoming one?,6%,7%,4%,5%,2%,2%,7%,7%,11%,8%,9%,6%,8%,5%,3%,5%,7%
Neither of these,83%,83%,84%,83%,84%,94%,83%,84%,72%,80%,75%,85%,80%,86%,90%,81%,83%
Don't know,1%,1%,0%,0%,0%,2%,2%,0%,0%,0%,2%,1%,1%,1%,3%,0%,1%
Table 3.34,,,,,,,,,,,,,,,,,
C34. Has being a business mentor helped your own business in any of the following areas?,,,,,,,,,,,,,,,,,
Base: Where are a business mentor,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,55,22,21,12,10,2,13,13,17,30,15,40,28,27,3,12,40
Weighted Bases,47,37,9,2,9,1,13,13,12,25,11,36,23,24,1,17,29
Enhancing leadership and management skills,49%,40%,82%,55%,59%,0%,72%,33%,36%,34%,65%,43%,57%,40%,89%,51%,46%
Increasing sales or profit due to having the chance to reflect on your own business strategy,50%,48%,63%,18%,62%,0%,58%,38%,49%,43%,28%,57%,52%,48%,26%,54%,49%
None of the above areas,28%,31%,10%,45%,37%,100%,3%,44%,25%,35%,26%,28%,22%,33%,11%,19%,34%
Table 4.1,,,,,,,,,,,,,,,,,
"D1B. How would you describe your business's relationship with its bank? Please answer on a scale of 1 to 5, where one signifies the relationship is very poor and 5 that it is very good.",,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Very poor (-2),6%,6%,6%,7%,1%,11%,2%,11%,5%,9%,12%,5%,7%,5%,14%,4%,6%
Fairly poor (-1),8%,8%,10%,8%,6%,15%,6%,6%,13%,8%,12%,7%,8%,8%,1%,8%,9%
Neither poor nor good (0),21%,22%,16%,11%,23%,23%,17%,20%,30%,23%,25%,21%,23%,20%,21%,30%,18%
Fairly good (1),26%,25%,35%,31%,29%,22%,30%,26%,18%,24%,27%,26%,29%,24%,19%,27%,27%
Very good (2),37%,38%,29%,39%,40%,29%,44%,35%,29%,33%,24%,39%,32%,40%,45%,32%,37%
Don't know,1%,1%,3%,4%,1%,0%,1%,2%,4%,3%,*%,2%,*%,2%,0%,*%,2%
Refused,*%,0%,1%,0%,1%,0%,0%,0%,0%,0%,0%,*%,0%,*%,0%,0%,*%
Summary: Poor,14%,14%,15%,15%,7%,26%,8%,17%,18%,17%,24%,12%,15%,14%,15%,12%,15%
Summary: Good,63%,63%,65%,71%,69%,51%,74%,61%,47%,57%,51%,66%,62%,64%,64%,58%,65%
Base for stats,500,418,71,12,60,62,163,151,65,216,77,424,208,292,43,125,327
Mean,0.82,0.82,0.76,0.92,1.02,0.43,1.1,0.7,0.56,0.66,0.38,0.89,0.73,0.88,0.81,0.74,0.84
Standard error,0.05,0.08,0.09,0.13,0.11,0.2,0.09,0.11,0.12,0.08,0.11,0.06,0.08,0.07,0.24,0.11,0.06
Table 4.2,,,,,,,,,,,,,,,,,
D1C. At any point in the last 6 months have you had a bank overdraft facility for your business?,,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Yes,45%,44%,47%,60%,47%,47%,50%,41%,38%,40%,65%,41%,49%,42%,18%,43%,49%
No,54%,55%,48%,37%,50%,53%,50%,57%,60%,58%,35%,57%,50%,57%,82%,57%,49%
Don't know,1%,1%,4%,3%,3%,0%,0%,2%,2%,2%,*%,1%,1%,1%,0%,*%,2%
Table 4.3,,,,,,,,,,,,,,,,,
D2. Have you experienced any of the following changes to the Terms and Conditions for your business bank overdraft in the last 6 months?,,,,,,,,,,,,,,,,,
Base: Where have/ had overdraft facility,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,250,100,94,56,34,26,82,66,42,108,85,165,129,121,8,47,194
Weighted Bases,228,186,35,7,28,30,81,63,26,89,50,178,102,126,8,54,165
The bank put up overdraft fees or interest rates,24%,23%,30%,19%,13%,67%,15%,23%,16%,21%,25%,23%,28%,20%,40%,14%,25%
The bank extended your overdraft limit,12%,12%,13%,20%,1%,13%,20%,11%,4%,9%,17%,11%,11%,13%,16%,15%,11%
The bank reduced your overdraft limit,7%,6%,10%,11%,13%,9%,6%,2%,11%,5%,16%,4%,4%,9%,0%,9%,5%
The bank asked or required you to offer more security,5%,3%,12%,15%,2%,8%,4%,6%,2%,5%,13%,2%,6%,4%,0%,6%,4%
The bank reduced overdraft fees or interest rates,3%,3%,4%,0%,1%,0%,5%,1%,7%,3%,6%,2%,1%,4%,0%,0%,4%
The bank cancelled your existing overdraft facility,1%,*%,6%,3%,0%,0%,1%,2%,4%,2%,4%,1%,3%,*%,0%,3%,1%
The bank relaxed its requirements and allowed you to offer less security,*%,0%,2%,5%,0%,*%,1%,*%,*%,*%,2%,*%,1%,*%,1%,*%,*%
Or have there been no changes to the terms and conditions of your overdraft,58%,61%,47%,48%,71%,30%,59%,66%,55%,63%,43%,63%,60%,57%,43%,65%,57%
Don't know,5%,5%,7%,7%,3%,0%,5%,4%,17%,8%,1%,6%,1%,8%,0%,2%,6%
Table 4.4,,,,,,,,,,,,,,,,,
D3. In the last 6 months have you exceeded your authorised overdraft limit?,,,,,,,,,,,,,,,,,
Base: Where have/ had overdraft facility,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,250,100,94,56,34,26,82,66,42,108,85,165,129,121,8,47,194
Weighted Bases,228,186,35,7,28,30,81,63,26,89,50,178,102,126,8,54,165
Yes - Once (1),3%,2%,7%,5%,1%,2%,3%,1%,11%,4%,7%,2%,5%,2%,0%,1%,4%
Yes - 2 or 3 times (3),7%,6%,8%,7%,1%,11%,10%,3%,8%,4%,8%,6%,7%,7%,15%,8%,6%
Yes - More than 3 times (4),6%,7%,4%,3%,2%,10%,8%,0%,15%,4%,10%,5%,7%,5%,21%,3%,6%
No - have not exceeded my overdraft limit (0),83%,84%,77%,83%,96%,77%,78%,93%,65%,85%,75%,85%,80%,85%,64%,88%,83%
Don't know,*%,0%,2%,2%,0%,0%,*%,1%,1%,1%,*%,*%,*%,*%,0%,0%,*%
Refused,1%,1%,1%,0%,0%,0%,*%,2%,0%,1%,0%,1%,1%,*%,0%,0%,1%
Base for stats,226,185,34,7,28,30,81,62,25,87,50,176,101,125,8,54,163
Mean,0.45,0.45,0.46,0.36,0.1,0.69,0.6,0.09,0.92,0.33,0.65,0.39,0.5,0.4,1.22,0.31,0.42
Standard error,0.07,0.11,0.11,0.14,0.1,0.27,0.14,0.06,0.24,0.09,0.14,0.08,0.1,0.1,0.64,0.13,0.08
Table 4.5,,,,,,,,,,,,,,,,,
"D4. At any point in the last 6 months, have you had an outstanding business bank loan?",,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Yes,14%,13%,15%,33%,14%,11%,20%,13%,5%,11%,28%,12%,19%,11%,13%,18%,13%
No,85%,86%,80%,64%,84%,89%,80%,84%,93%,87%,72%,87%,80%,88%,87%,82%,86%
Don't know,1%,1%,5%,3%,2%,0%,*%,2%,2%,2%,*%,1%,1%,2%,0%,*%,2%
Table 4.6,,,,,,,,,,,,,,,,,
D5. Have you experienced any of the following changes to the Terms and Conditions of your existing business bank loan over the last 6 months?,,,,,,,,,,,,,,,,,
Base: Where have/ had loan,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,100,34,34,32,16,8,32,29,15,44,46,54,61,39,6,24,69
Weighted Bases,72,57,11,4,8,7,32,21,4,24,22,50,40,32,6,22,42
The bank renegotiated terms of your existing loan and you got worse terms than previously,12%,12%,12%,10%,4%,28%,10%,14%,6%,13%,12%,12%,13%,11%,0%,10%,12%
The bank renegotiated terms of your existing loan and you got better terms than previously,8%,10%,0%,6%,2%,0%,7%,17%,3%,15%,6%,9%,12%,4%,2%,15%,6%
The bank cancelled your existing loan,5%,6%,2%,0%,0%,0%,10%,1%,0%,1%,1%,7%,1%,10%,0%,0%,8%
The bank asked for more security,4%,3%,12%,0%,0%,26%,1%,2%,6%,3%,3%,4%,1%,8%,0%,1%,3%
You got a variable rate loan and the interest rates increased,2%,0%,12%,7%,2%,6%,1%,2%,6%,3%,4%,1%,3%,2%,0%,1%,3%
You got a variable rate loan and the interest rates decreased,1%,0%,8%,0%,0%,0%,2%,1%,0%,1%,0%,2%,2%,0%,0%,0%,2%
Any other changes to the terms and conditions of your existing bank loan,5%,5%,5%,4%,18%,22%,*%,1%,0%,1%,0%,7%,4%,5%,0%,0%,4%
Or have there been no changes to the terms and conditions of your bank loan,72%,74%,63%,76%,79%,72%,66%,77%,88%,79%,76%,71%,74%,70%,98%,75%,70%
Don't know,2%,0%,8%,7%,0%,0%,2%,1%,4%,2%,5%,*%,1%,2%,0%,0%,3%
Table 4.7,,,,,,,,,,,,,,,,,
D5A. Do you use a credit card for business purposes? IF YES: In the last 6 months have you tended to carry an outstanding balance over from one month to another on any of these cards?,,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
"Have a business credit card, have carried over balance",8%,9%,4%,3%,8%,21%,6%,8%,3%,7%,8%,9%,12%,6%,9%,7%,9%
"Have a business credit card, have NOT carried over balance",42%,40%,50%,65%,43%,28%,53%,36%,42%,38%,41%,42%,44%,41%,40%,37%,43%
No - do not have a business credit card,48%,49%,45%,30%,48%,49%,41%,53%,54%,54%,48%,48%,42%,53%,47%,56%,46%
Don't know,1%,1%,1%,2%,1%,2%,0%,2%,1%,1%,2%,1%,1%,1%,3%,0%,1%
Table 4.8,,,,,,,,,,,,,,,,,
D5B. In the last 6 months has the amount you tend to carry over on your card(s)...?,,,,,,,,,,,,,,,,,
Base: Where carried over a balance on a credit card,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,35,23,9,3,3,8,7,12,5,17,10,25,22,13,3,11,21
Weighted Bases,43,40,3,*,5,13,10,13,2,15,6,37,26,17,4,9,30
Significantly increased (2),23%,25%,0%,0%,0%,47%,16%,12%,35%,15%,37%,21%,15%,36%,40%,25%,20%
Slightly increased (1),24%,25%,6%,0%,0%,39%,16%,27%,9%,24%,29%,23%,23%,25%,0%,46%,21%
Stayed about the same (0),34%,31%,77%,100%,100%,14%,17%,40%,46%,41%,8%,39%,31%,40%,20%,14%,42%
Slightly decreased (-1),12%,12%,8%,0%,0%,0%,48%,0%,11%,1%,3%,13%,19%,0%,40%,0%,12%
Significantly decreased (-2),3%,3%,9%,0%,0%,0%,2%,9%,0%,8%,23%,0%,5%,0%,0%,16%,0%
Refused,4%,4%,0%,0%,0%,0%,0%,12%,0%,11%,0%,4%,6%,0%,0%,0%,5%
Summary: Increased,47%,50%,6%,0%,0%,86%,32%,39%,44%,39%,66%,44%,38%,60%,40%,70%,41%
Summary: Decreased,15%,15%,16%,0%,0%,0%,51%,9%,11%,9%,26%,13%,25%,0%,40%,16%,12%
Base for stats,41,38,3,*,5,13,10,11,2,13,6,35,24,17,4,9,28
Mean,0.53,0.59,-0.18,0,0,1.32,-0.05,0.38,0.68,0.42,0.55,0.53,0.24,0.96,0.4,0.64,0.52
Standard error,0.19,0.24,0.28,-,0,0.26,0.47,0.33,0.66,0.28,0.54,0.2,0.25,0.25,0.91,0.41,0.22
Table 4.9,,,,,,,,,,,,,,,,,
D6. In the last 6 months has your business missed any repayments on a loan or leasing/HP agreement?,,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
