#,Phrase,Number of Searches,Other pages,NoResult pages,Results pages,Specific-product pages
3777,carmarthenshire,8,0,0,1.00,0.00
3778,contact dsa,8,0,0,1.00,0.00
3779,changes to child benefit,8,0,0,1.00,0.00
3780,jobs in evesham,8,0,0,0.90,0.00
3781,diability living allowance,8,0,0,1.00,0.00
3782,vote,8,0,0,0.89,0.00
3783,sdp,8,0,-1,0.00,0.00
3784,cyi,8,0,-1,0.00,0.00
3785,user id,8,0,0,1.00,0.00
3786,cyi form,8,0,0,1.00,0.00
3787,mobility scooters,8,0,0,1.00,0.00
3788,voting at an election,8,0,0,1.00,0.00
3789,braehead shopping centre,8,0,0,1.00,0.00
3790,child tax benefit,8,0,0,1.00,0.00
3791,continuing students,8,0,0,1.00,0.00
3792,car seat,8,0,0,0.88,0.13
3793,language,8,0,0,0.89,0.00
3794,registrations,8,0,0,1.00,0.00
3795,applicable amount,8,0,0,1.00,0.00
3796,weee,8,0,0,1.00,0.00
3797,future job fund,8,0,0,1.00,0.00
3798,jobs in grimsby,8,0,0,1.00,0.00
3799,n244,8,0,0,1.00,0.00
3800,jobkit,8,0,-1,0.00,0.00
3801,access courses,8,0,0,1.00,0.00
3802,flexible working application,8,0,0,1.00,0.00
3803,change of use,8,0,0,1.00,0.00
3804,savings allowance,8,0,0,1.00,0.00
3805,redundancy calculations,8,0,0,1.00,0.00
3806,statatory sick pay,8,0,0,1.00,0.00
3807,passport application forms,8,0,0,1.00,0.00
3808,election,8,0,0,1.00,0.00
3809,house benefits,8,0,0,0.90,0.00
3810,back to work calculator,8,0,0,0.92,0.08
3811,education grant,8,0,0,1.00,0.00
3812,land at rear of 3 regent st wn2 3hg,8,0,0,1.00,0.00
3813,psf2,8,0,-1,0.00,0.00
3814,employee,8,0,0,1.00,0.00
3815,advice line,8,0,0,1.00,0.00
3816,Jobs in healthcare,8,0,0,0.94,0.00
3817,dvla nottingham,8,0,0,1.00,0.00
3818,wills and probate,8,0,0,1.00,0.00
3819,income support helpline,8,0,0,1.00,0.00
3820,food hygiene,8,0,0,0.89,0.00
3821,employment agencies,8,0,0,1.00,0.00
3822,flexible working application form,8,0,0,1.00,0.00
3823,opting out,8,0,0,0.90,0.00
3824,application for blue badge,8,0,0,1.00,0.00
3825,equal opportunity,8,0,0,1.00,0.00
3826,es40,8,0,-1,0.00,0.00
3827,local councillors,8,0,0,1.00,0.00
3828,junction,8,0,0,0.91,0.09
3829,post office check and send,8,0,0,1.00,0.00
3830,student finance forms and guides 2010/11,8,0,0,0.88,0.13
3831,student finance declaration,8,0,0,1.00,0.00
3832,ipcbri,8,0,-1,0.00,0.00
3833,termination of employment,8,0,0,1.00,0.00
3834,pcn,8,0,-1,0.00,0.00
3835,resigning,8,0,0,1.00,0.00
3836,nursery places,8,0,0,1.00,0.00
3837,bus pass application form,8,0,0,1.00,0.00
3838,disabled tax,8,0,0,1.00,0.00
3839,social care jobs,8,0,0,0.63,0.00
3840,guardianship,8,0,0,1.00,0.00
3841,driver job,8,0,0,1.00,0.00
3842,dla1,8,0,-1,0.00,0.13
3843,civil servants,8,0,0,0.90,0.00
3844,r85 form,8,0,0,1.00,0.00
3845,can i drive 7.5 tonne on car licence,8,0,0,0.92,0.00
3846,life in uk test,8,0,0,0.93,0.00
3847,holiday rights,8,0,0,1.00,0.00
3848,register birth,8,0,0,1.00,0.00
3849,adult dependant grant,8,0,0,0.78,0.22
3850,grants and loans,8,0,0,1.00,0.00
3851,income support premiums,8,0,0,0.92,0.00
3852,working tax credits calculator,8,0,0,0.90,0.00
3853,reduced earnings allowance,8,0,0,1.00,0.00
3854,test dates,8,0,0,0.82,0.00
3855,hounslow,8,0,0,1.00,0.00
3856,police jobs,8,0,0,0.80,0.00
3857,phonenumbers,8,0,-1,0.00,0.00
3858,pe,8,0,0,1.00,0.00
3859,self employment grants,8,0,0,1.00,0.00
3860,self employed sickness benefit,8,0,0,1.00,0.00
3861,county court,8,0,0,1.00,0.00
3862,childcare voucher,8,0,0,1.00,0.00
3863,a level,8,0,0,1.00,0.00
3864,road tax exemption,8,0,0,1.00,0.00
3865,certifying documents,8,0,0,0.89,0.11
3866,self employed sickness,8,0,0,1.00,0.00
3867,renew road tax,8,0,0,0.89,0.00
3868,student finance appeal,8,0,0,1.00,0.00
3869,mission statement,8,0,0,0.78,0.00
3870,tyres,8,0,0,0.92,0.00
3871,dissability living allowance,8,0,0,1.00,0.00
3872,dvla postal address,8,0,0,1.00,0.00
3873,renew tax disc,8,0,0,1.00,0.00
3874,rsi,8,0,-1,0.00,0.00
3875,psychology,8,0,0,1.00,0.00
3876,school application,8,0,0,1.00,0.00
3877,decleration form,8,0,0,1.00,0.00
3878,national insurance application,8,0,0,1.00,0.00
3879,hutton pensions,8,0,0,1.00,0.00
3880,how to claim,8,0,0,0.75,0.13
3881,pcb assembly,8,0,0,1.00,0.00
3882,tc600,8,0,0,1.00,0.00
3883,lost paper counterpart,8,0,0,1.00,0.00
3884,childcare benefits,8,0,0,1.00,0.00
3885,gardening leave,8,0,0,1.00,0.00
3886,change of address on licence,8,0,0,1.00,0.00
3887,perscriptions,8,0,-1,0.36,0.00
3888,practice,8,0,0,1.00,0.00
3889,change of address on driving license,8,0,0,0.89,0.11
3890,post a job,8,0,0,1.00,0.00
3891,free,8,0,0,1.00,0.00
3892,fuel payment,8,0,0,0.82,0.18
3893,vat returns,8,0,0,1.00,0.00
3894,nursery assistant jobs,8,0,0,1.00,0.00
3895,housing benefit rates,8,0,0,1.00,0.00
3896,uk government,8,0,0,0.92,0.00
3897,d2 application form,8,0,0,0.78,0.00
3898,sales jobs,8,0,0,0.93,0.00
3899,esa benefit,8,0,0,1.00,0.00
3900,cb1,8,0,0,1.00,0.00
3901,courtfines,8,0,-1,0.00,0.00
3902,dla children,8,0,0,1.00,0.00
3903,blue badge parking,8,0,0,1.00,0.00
3904,dvla swansea contact number,8,0,0,1.00,0.00
3905,pension profiler,8,0,0,0.88,0.00
3906,registered disabled,8,0,0,1.00,0.00
3907,cb2,8,0,0,1.00,0.00
3908,crisis loans phone number,8,0,0,1.00,0.00
3909,deedpoll,8,0,-1,0.00,0.00
3910,gloucester,8,0,0,1.00,0.00
3911,merton,8,0,0,1.00,0.00
3912,default retirement age,8,0,0,1.00,0.00
3913,tax return form,8,0,0,1.00,0.00
3914,dvla telephone,8,0,0,1.00,0.00
3915,crisis loans number,8,0,0,1.00,0.00
3916,water rates,8,0,0,1.00,0.00
3917,s,8,0,0,1.00,0.00
3918,ielts,8,0,-1,0.00,0.00
3919,equal pay act 1970,8,0,0,1.00,0.00
3920,INF1D,8,0,0,1.00,0.00
3921,licence expired,8,0,0,1.00,0.00
3922,national insurance contribution,8,0,0,1.00,0.00
3923,house keeper,8,0,0,1.00,0.00
3924,credit cards,8,0,0,1.00,0.00
3925,surveillance,8,0,0,0.67,0.11
3926,child services,8,0,0,0.90,0.00
3927,vehicle registration document,8,0,0,0.90,0.10
3928,V10 form,8,0,0,0.89,0.11
3929,sentencing,8,0,0,0.89,0.11
3930,invalid care allowance,8,0,0,1.00,0.00
3931,form sf500,8,0,0,1.00,0.00
3932,occupational health,8,0,0,1.00,0.00
3933,tuition fee form,8,0,0,1.00,0.00
3934,passport address,8,0,0,1.00,0.00
3935,replacement p60,8,0,0,1.00,0.00
3936,redundancy pay calculator,8,0,0,1.00,0.00
3937,private number plate,8,0,0,1.00,0.00
3938,redundancy tax,8,0,0,1.00,0.00
3939,young carers,8,0,0,0.90,0.00
3940,driving examiner,8,0,0,1.00,0.00
3941,benefit delivery centre,8,0,0,1.00,0.00
3942,et1 form,8,0,0,0.92,0.08
3943,book your theory test,8,0,0,1.00,0.00
3944,disaplinary,8,0,-1,0.00,0.00
3945,hotel manager,8,0,0,0.78,0.00
3946,wheelchairs,8,0,0,0.75,0.00
3947,international driving license,8,0,0,1.00,0.00
3948,change circumstances,8,0,0,1.00,0.00
3949,jobs in swansea,8,0,0,1.00,0.00
3950,change practical,8,0,0,1.00,0.00
3951,commercial property,8,0,0,1.00,0.00
3952,jobs in swindon,8,0,0,0.91,0.00
3953,gir/9555,8,0,-1,0.00,0.00
3954,wr11,8,0,-1,0.13,0.00
3955,driving licence counterpart,8,0,0,1.00,0.00
3956,report,8,0,0,0.89,0.11
3957,£500,8,0,0,1.00,0.00
3958,hairdressers,8,0,0,1.00,0.00
3959,pension credit address,8,0,0,1.00,0.00
3960,making a complaint,8,0,0,1.00,0.00
3961,dvla adress,8,0,0,0.80,0.10
3962,category b1,8,0,0,1.00,0.00
3963,utr number,8,0,0,0.91,0.00
3964,date of liability,8,0,0,1.00,0.00
3965,physical education,8,0,0,1.00,0.00
3966,emergency,8,0,0,1.00,0.00
3967,hairdressing jobs,8,0,0,1.00,0.00
3968,fixed penalty notice,8,0,0,1.00,0.00
3969,directgov/skills jobs,8,0,0,1.00,0.00
3970,v112/g,8,0,0,0.90,0.00
3971,post graduate,8,0,0,1.00,0.00
3972,learning difficulties,8,0,0,1.00,0.00
3973,archives,8,0,0,1.00,0.00
3974,parking ticket,8,0,0,1.00,0.00
3975,student finance evidence,8,0,0,1.00,0.00
3976,housing bebefit,8,0,0,1.00,0.00
3977,bank details,8,0,0,1.00,0.00
3978,mirrors,8,0,0,0.93,0.00
3979,medical conditions,8,0,0,0.89,0.00
3980,consent form,8,0,0,1.00,0.00
3981,parking signs,8,0,0,1.00,0.00
3982,appraisals,8,0,0,1.00,0.00
3983,working family tax,8,0,0,0.78,0.00
3984,homeowners mortgage support,8,0,0,1.00,0.00
3985,tea breaks,8,0,0,0.78,0.11
3986,mayor,8,0,0,1.00,0.00
3987,hire purchase,8,0,0,1.00,0.00
3988,phased return to work,8,0,0,1.00,0.00
3989,changing practical test,8,0,0,1.00,0.00
3990,special rules,8,0,0,0.91,0.00
3991,caring,8,0,0,0.93,0.00
3992,training grants,8,0,0,1.00,0.00
3993,hgv driving licence,8,0,0,0.89,0.00
3994,tax year,8,0,0,1.00,0.00
3995,demographics,8,0,0,1.00,0.00
3996,community care grant phone number,8,0,0,0.91,0.00
3997,claim state pension,8,0,0,0.90,0.00
3998,statement,8,0,0,1.00,0.00
3999,ssp form,8,0,0,1.00,0.00
4000,aberdare,8,0,-1,0.00,0.00
4001,pension credit application,8,0,0,1.00,0.00
4002,ssp rates,8,0,0,1.00,0.00
4003,single mum,8,0,0,0.93,0.00
4004,apply for national insurance,8,0,0,1.00,0.00
4005,full driving licence,8,0,0,1.00,0.00
4006,ceiling fixer,8,0,0,1.00,0.00
4007,job seach,8,0,0,1.00,0.00
4008,tenants,8,0,0,1.00,0.00
4009,flexible working request,8,0,0,1.00,0.00
4010,social fund forms,8,0,0,1.00,0.00
4011,signing on the dole,8,0,0,1.00,0.00
4012,pensioner bus pass,8,0,0,0.88,0.00
4013,"all jobs in chatteris,cambs pe16",8,0,0,1.00,0.00
4014,assessment,8,0,0,0.91,0.09
4015,eu form,8,0,0,0.63,0.13
4016,structure,8,0,0,0.67,0.00
4017,fire doors,8,0,0,1.00,0.00
4018,a2,8,0,0,1.00,0.00
4019,european,8,0,0,1.00,0.00
4020,car tax on line,8,0,0,1.00,0.00
4021,is my car taxed,8,0,0,1.00,0.00
4022,economy,8,0,0,1.00,0.00
4023,accomodation,8,0,0,0.93,0.00
4024,apply for provisional licence,8,0,0,1.00,0.00
4025,protected rights,8,0,0,1.00,0.00
4026,jop,8,0,-1,0.00,0.00
4027,changing driving test,8,0,0,1.00,0.00
4028,oldham,8,0,0,0.90,0.10
4029,pets,8,0,0,0.88,0.00
4030,buy to let,8,0,0,1.00,0.00
4031,advertise a job vacancy,8,0,0,1.00,0.00
4032,david cameron,8,0,0,0.89,0.00
4033,housing benefits calculator,8,0,0,0.90,0.00
4034,hazard perseption,8,0,0,0.92,0.08
4035,statutary sick pay,8,0,0,1.00,0.00
4036,sercurity,8,0,-1,0.00,0.00
4037,wage slips,8,0,0,1.00,0.00
4038,eal,8,0,-1,0.00,0.00
4039,welfare,8,0,0,1.00,0.00
4040,vandriver,8,0,-1,0.00,0.00
4041,apprentice rates,8,0,0,1.00,0.00
4042,assault,8,0,0,0.91,0.00
4043,school league tables,8,0,0,1.00,0.00
4044,CHARITIES,8,0,0,0.89,0.00
4045,test trading,8,0,0,1.00,0.00
4046,crawley,8,0,0,1.00,0.00
4047,all vacancies,8,0,0,1.00,0.00
4048,works and pensions,8,0,0,1.00,0.00
4049,disability grants,8,0,0,1.00,0.00
4050,party wall act,8,0,0,1.00,0.00
4051,european working time directive,8,0,0,0.83,0.00
4052,offence codes,8,0,0,0.88,0.13
4053,th,8,0,0,1.00,0.00
4054,what to do after a death,8,0,0,1.00,0.00
4055,disabled parking badge,8,0,0,1.00,0.00
4056,enfield,8,0,0,1.00,0.00
4057,childrens health inequalities,8,0,0,0.97,0.00
4058,special educational needs,8,0,0,0.78,0.11
4059,smart card,8,0,0,1.00,0.00
4060,digital tacograph,8,0,0,1.00,0.00
4061,sign off jobseekers,8,0,0,1.00,0.00
4062,retirment age,8,0,0,1.00,0.00
4063,dvla contact details,8,0,0,1.00,0.00
4064,store card,8,0,0,1.00,0.00
4065,mot checks,8,0,0,1.00,0.00
4066,mould,8,0,0,1.00,0.00
4067,cpi,8,0,0,1.00,0.00
4068,nhs exemption certificate,8,0,0,0.89,0.11
4069,ssmg,8,0,0,1.00,0.00
4070,office,8,0,0,1.00,0.00
4071,special needs,8,0,0,1.00,0.00
4072,council tax exemptions,8,0,0,1.00,0.00
4073,benefits and savings,8,0,0,1.00,0.00
4074,severance,8,0,0,1.00,0.00
4075,direct discrimination,8,0,0,1.00,0.00
4076,jobs stoke on trent,8,0,0,1.00,0.00
4077,burnley,8,0,0,1.00,0.00
4078,alljobs,8,0,-1,0.00,0.00
4079,scrap a vehicle,8,0,0,0.89,0.00
4080,self certification form,8,0,0,1.00,0.00
4081,hardship loan,8,0,0,1.00,0.00
4082,ash,8,0,0,1.00,0.00
4083,test rout incheltenham,8,0,0,1.00,0.00
4084,dl25,8,0,0,1.00,0.00
4085,changing my name,8,0,0,1.00,0.00
4086,time off for dependents,8,0,0,1.00,0.00
4087,childrens passports,8,0,0,1.00,0.00
4088,income support claim,8,0,0,1.00,0.00
4089,social fund contact number,8,0,0,1.00,0.00
4090,driving lience,8,0,0,0.80,0.00
4091,cancelling,8,0,0,1.00,0.00
4092,tax office address,8,0,0,1.00,0.00
4093,sports coach,8,0,0,0.89,0.00
4094,pension credit guarantee credit,8,0,0,0.92,0.00
4095,devolved government,8,0,0,1.00,0.00
4096,digital tacho cards,8,0,0,1.00,0.00
4097,asbo,8,0,0,1.00,0.00
4098,national insurance rate,8,0,0,1.00,0.00
4099,nearest jobcentre,8,0,0,1.00,0.00
4100,national insurance rates,8,0,0,1.00,0.00
4101,replace driving license,8,0,0,1.00,0.00
4102,photocard licence,8,0,0,1.00,0.00
4103,fee grant,8,0,0,0.89,0.00
4104,passengers,8,0,0,1.00,0.00
4105,deposit protection scheme,8,0,0,1.00,0.00
4106,DIGITAL TACHO,8,0,0,1.00,0.00
4107,nhs exemption card,8,0,0,0.88,0.13
4108,licence number,8,0,0,1.00,0.00
4109,conviction codes,8,0,0,0.80,0.00
4110,sign off jsa,8,0,0,1.00,0.00
4111,jobs.in reading,8,0,0,1.00,0.00
4112,est/18184,8,0,-1,0.00,0.00
4113,independent schools,8,0,0,0.91,0.00
4114,bar jobs,8,0,0,1.00,0.00
4115,licence check,8,0,0,1.00,0.00
4116,van drivers,8,0,0,1.00,0.00
4117,jsa claim,8,0,0,1.00,0.00
4118,school finder,8,0,0,1.00,0.00
4119,building work,8,0,0,1.00,0.00
4120,s1 form,8,0,0,1.00,0.00
4121,hartlepool jobs,8,0,0,1.00,0.00
4122,ppf,8,0,0,1.00,0.00
4123,gateway user id,8,0,0,0.89,0.11
4124,eu student finance,8,0,0,1.00,0.00
4125,annualised hours,8,0,0,1.00,0.00
4126,anorexia,8,0,0,1.00,0.00
4127,www.royalmail.com/xmasjobs,8,0,-1,0.00,0.00
4128,walsall,8,0,0,0.89,0.00
4129,antenatal,8,0,0,1.00,0.00
4130,drivers jobs,8,0,0,0.90,0.00
4131,local,8,0,0,1.00,0.00
4132,nearest pension centre,8,0,0,1.00,0.00
4133,company pension,8,0,0,1.00,0.00
4134,derby,8,0,0,1.00,0.00
4135,postcodes,8,0,0,1.00,0.00
4136,towing a trailer,8,0,0,1.00,0.00
4137,glasgow passport office,8,0,0,1.00,0.00
4138,art,8,0,0,1.00,0.00
4139,budgeting loan contact number,8,0,0,1.00,0.00
4140,claiming jsa,8,0,0,1.00,0.00
4141,mission,8,0,0,0.73,0.27
4142,derbyshire,8,0,0,1.00,0.00
4143,check insurance,8,0,0,1.00,0.00
4144,SEX DISCRIMINATION,8,0,0,1.00,0.00
4145,registering a business,8,0,0,1.00,0.00
4146,import,8,0,0,1.00,0.00
4147,local job centre plus,8,0,0,1.00,0.00
4148,scunthorpe,8,0,0,1.00,0.00
4149,university grants,8,0,0,1.00,0.00
4150,child protection act,8,0,0,1.00,0.00
4151,insolvency service,8,0,0,1.00,0.00
4152,van tax,8,0,0,1.00,0.00
4153,two jobs,8,0,0,1.00,0.00
4154,sf401,8,0,0,1.00,0.00
4155,widnes,8,0,0,1.00,0.00
4156,professional and career development loan,8,0,0,1.00,0.00
4157,mech fitter. fabricator/welder,8,0,0,0.89,0.00
4158,national,8,0,0,1.00,0.00
4159,scarborough,8,0,0,0.90,0.00
4160,ch2,8,0,0,1.00,0.00
4161,7111,8,0,0,1.00,0.00
4162,check tax,8,0,0,1.00,0.00
4163,drving test,8,0,0,1.00,0.00
4164,insulation grant,8,0,0,1.00,0.00
4165,travel allowance,8,0,0,1.00,0.00
4166,agencies,8,0,0,1.00,0.00
4167,be,8,0,-1,0.13,0.00
4168,free milk,8,0,0,1.00,0.00
4169,compliance officer,8,0,0,1.00,0.00
4170,white papers,8,0,0,1.00,0.00
4171,student finance helpline,8,0,0,1.00,0.00
4172,register to vote,8,0,0,0.80,0.00
4173,jobs in bradford,8,0,0,1.00,0.00
4174,car tax disc,8,0,0,1.00,0.00
4175,drivers cpc,8,0,0,1.00,0.00
4176,supported permitted work,8,0,0,1.00,0.00
4177,employment tribunals,8,0,0,0.82,0.09
4178,care in the community,8,0,0,0.82,0.00
4179,scrappage,8,0,0,1.00,0.00
4180,recalls,8,0,0,1.00,0.00
4181,all jobs in glasgow,8,0,0,1.00,0.00
4182,student bus pass,8,0,0,1.00,0.00
4183,oxd/89470,8,0,-1,0.00,0.00
4184,hm revenue and customs,8,0,0,1.00,0.00
4185,corby,8,0,0,0.92,0.00
4186,letters,8,0,0,0.90,0.00
4187,kettering,8,0,0,1.00,0.00
4188,rotherham,8,0,0,1.00,0.00
4189,download d1,8,0,0,1.00,0.00
4190,education and learning,8,0,0,1.00,0.00
4191,bereavement payments,8,0,0,1.00,0.00
4192,download form,8,0,0,1.00,0.00
4193,window cleaner,8,0,0,0.89,0.00
4194,mortgage assistance,8,0,0,1.00,0.00
4195,maintainence grant,8,0,0,1.00,0.00
4196,holiday entilement,8,0,0,0.78,0.00
4197,government gateway id,8,0,0,1.00,0.00
4198,week in hand,8,0,0,1.00,0.00
4199,check test date,8,0,0,1.00,0.00
4200,maintance loan,8,0,0,1.00,0.00
4201,mat b1 form,8,0,0,1.00,0.00
4202,v890 form,8,0,0,1.00,0.00
4203,nhs direct,8,0,0,0.63,0.00
4204,claener,8,0,-1,0.00,0.00
4205,porter,8,0,0,1.00,0.00
4206,cgt,8,0,0,1.00,0.00
4207,redundancey,8,0,-1,0.00,0.00
4208,fklnp,8,0,-1,0.00,0.00
4209,current year assessment form,8,0,0,1.00,0.00
4210,personal number plates,8,0,0,1.00,0.00
4211,registered childminder,8,0,0,1.00,0.00
4212,childcare help,8,0,0,1.00,0.00
4213,duplicate v5,8,0,0,1.00,0.00
4214,child benefit application form,8,0,0,1.00,0.00
4215,act,8,0,0,1.00,0.00
4216,tax on state pension,8,0,0,1.00,0.00
4217,children health,8,0,0,1.00,0.00
4218,security job,8,0,0,1.00,0.00
4219,direct.gov,8,0,0,1.00,0.00
4220,terror,8,0,0,1.00,0.00
4221,government ministers,8,0,0,1.00,0.00
4222,minimum wage act,8,0,0,1.00,0.00
4223,home working,8,0,0,1.00,0.00
4224,zebra crossing,8,0,0,0.89,0.00
4225,a,8,0,-1,0.22,0.11
4226,theory mock test,8,0,0,1.00,0.00
4227,minister,8,0,0,1.00,0.00
4228,jobs in care,8,0,0,1.00,0.00
4229,widows state pension,8,0,0,1.00,0.00
4230,maintanence grant,8,0,0,1.00,0.00
4231,airport,8,0,0,0.83,0.00
4232,download p46,8,0,0,1.00,0.00
4233,job seekers allowance application,8,0,0,1.00,0.00
4234,contact list,8,0,0,1.00,0.00
4235,funds,8,0,0,1.00,0.00
4236,cohabitation,8,0,0,1.00,0.00
4237,working disability allowance,8,0,0,1.00,0.00
4238,ca4140,8,0,-1,0.00,0.00
4239,government policies,8,0,0,1.00,0.00
4240,bridging allowance,8,0,0,1.00,0.00
4241,jobseekers claim,8,0,0,1.00,0.00
4242,bricklaying jobs,8,0,0,1.00,0.00
4243,provider guidance,8,0,0,1.00,0.00
4244,replace lost licence,8,0,0,1.00,0.00
4245,change of course,8,0,0,1.00,0.00
4246,overpayment,8,0,0,1.00,0.00
4247,apprentice pay,8,0,0,1.00,0.00
4248,route,8,0,0,1.00,0.00
4249,selfemployed,8,0,0,1.00,0.00
4250,grievance procedure,8,0,0,0.90,0.10
4251,grievance procedures,8,0,0,1.00,0.00
4252,bike theory test,8,0,0,1.00,0.00
4253,age limit,8,0,0,1.00,0.00
4254,registering a death,8,0,0,0.75,0.13
4255,disabled blue badge,8,0,0,0.75,0.00
4256,show me,8,0,0,0.93,0.07
4257,jobcentre plus application,8,0,0,1.00,0.00
4258,licence categories,8,0,0,1.00,0.00
4259,school policies,8,0,0,1.00,0.00
4260,change of owner,8,0,0,1.00,0.00
4261,find local jobcentre,8,0,0,1.00,0.00
4262,apprenticeship wage,8,0,0,1.00,0.00
4263,nhs dentist,8,0,0,1.00,0.00
4264,cyber bullying,8,0,0,1.00,0.00
4265,how much is the basic state pension,8,0,0,1.00,0.00
4266,parish council,8,0,0,0.88,0.00
4267,nursery jobs,8,0,0,1.00,0.00
4268,dla appeal,8,0,0,0.92,0.00
4269,find a job centre,8,0,0,1.00,0.00
4270,change booking,8,0,0,1.00,0.00
4271,statutory rights,8,0,0,0.75,0.00
4272,hnd,8,0,0,1.00,0.00
4273,grimsby,8,0,0,0.75,0.13
4274,childcare grant application form,8,0,0,1.00,0.00
4275,secret answer,8,0,0,0.88,0.13
4276,child to adult passport,8,0,0,1.00,0.00
4277,inf4,8,0,-1,0.00,0.13
4278,software copyright law,8,0,0,0.75,0.00
4279,National curriculum,8,0,0,1.00,0.00
4280,birth registration,8,0,0,1.00,0.00
4281,track a passport,8,0,0,0.89,0.00
4282,whistle blowing,8,0,0,1.00,0.00
4283,appointeeship,8,0,-1,0.00,0.00
4284,calculater,8,0,-1,0.00,0.00
4285,providers,8,0,0,0.80,0.00
4286,advisor,8,0,0,1.00,0.00
4287,next of kin,8,0,0,1.00,0.00
4288,returning to the uk,8,0,0,1.00,0.00
4289,class 1,8,0,0,1.00,0.00
4290,ric/49190,8,0,-1,0.00,0.00
4291,vehicle safety questions,8,0,0,1.00,0.00
4292,home help,8,0,0,1.00,0.00
4293,jobs in manchester,8,0,0,1.00,0.00
4294,ready reckoner,7,0,0,1.00,0.00
4295,check practical test date,7,0,0,1.00,0.00
4296,statutory school age,7,0,0,0.89,0.11
4297,directions,7,0,0,1.00,0.00
4298,full licence,7,0,0,1.00,0.00
4299,phone number for dla,7,0,0,1.00,0.00
4300,cars,7,0,0,1.00,0.00
4301,logistics,7,0,0,1.00,0.00
4302,job offer,7,0,0,0.89,0.11
4303,brent,7,0,0,1.00,0.00
4304,hgv medical,7,0,0,0.90,0.10
4305,security work,7,0,0,1.00,0.00
4306,eye care,7,0,0,0.88,0.00
4307,mileage claims,7,0,0,0.88,0.00
4308,new laws,7,0,0,1.00,0.00
4309,current account,7,0,0,1.00,0.00
4310,unemployment statistics,7,0,0,1.00,0.00
4311,5 a day,7,0,0,0.86,0.14
4312,casual employment,7,0,0,1.00,0.00
4313,doctors appointments,7,0,0,1.00,0.00
4314,benefit payments,7,0,0,1.00,0.00
4315,tt99,7,0,0,0.88,0.13
4316,pdi theory test,7,0,0,1.00,0.00
4317,morecambe,7,0,0,0.86,0.00
4318,update driving licence,7,0,0,1.00,0.00
4319,european licence,7,0,0,1.00,0.00
4320,download job application form,7,0,0,1.00,0.00
4321,inheritence tax,7,0,0,1.00,0.00
4322,child neglect,7,0,0,0.89,0.00
4323,age discrimination act,7,0,0,1.00,0.00
4324,replace my liscence,7,0,0,0.89,0.00
4325,benifits calculator,7,0,0,1.00,0.00
4326,chief executive,7,0,0,1.00,0.00
4327,4150,7,0,-1,0.00,0.00
4328,how much is road tax,7,0,0,1.00,0.00
4329,selling a car,7,0,0,1.00,0.00
4330,fixed term,7,0,0,1.00,0.00
4331,becoming a teacher,7,0,0,1.00,0.00
4332,d1 'application for a driving licence',7,0,0,1.00,0.00
4333,sold car,7,0,0,1.00,0.00
4334,weight,7,0,0,1.00,0.00
4335,mot checker,7,0,0,1.00,0.00
4336,noisy neighbours,7,0,0,0.88,0.13
4337,period of notice,7,0,0,1.00,0.00
4338,casual workers rights,7,0,0,1.00,0.00
4339,age calculator,7,0,0,1.00,0.00
4340,inf4d,7,0,0,1.00,0.00
4341,fathers rights,7,0,0,1.00,0.00
4342,mature student grants,7,0,0,1.00,0.00
4343,help with travel costs,7,0,0,1.00,0.00
4344,key workers,7,0,0,1.00,0.00
4345,photo renewal,7,0,0,1.00,0.00
4346,age allowance,7,0,0,1.00,0.00
4347,help with debt,7,0,0,0.90,0.00
4348,part b,7,0,0,0.90,0.00
4349,cis card,7,0,0,1.00,0.00
4350,travel to work,7,0,0,1.00,0.00
4351,breaking distance,7,0,0,0.71,0.00
4352,cost of licence,7,0,0,1.00,0.00
4353,lifetime allowance,7,0,0,0.89,0.11
4354,number for crisis loan,7,0,0,1.00,0.00
4355,ismi,7,0,0,1.00,0.00
4356,cardiff jobs,7,0,0,1.00,0.00
4357,contribution-based jobseeker's allowance,7,0,0,1.00,0.00
4358,all jobs in newcastle upon tyne,7,0,0,1.00,0.00
4359,fsa,7,0,0,1.00,0.00
4360,contribution based job seekers allowance,7,0,0,1.00,0.00
4361,northamptonshire,7,0,0,1.00,0.00
4362,taxing a car,7,0,0,1.00,0.00
4363,nhs pension,7,0,0,1.00,0.00
4364,rule 174,7,0,0,0.91,0.09
4365,post offices,7,0,0,1.00,0.00
4366,leaving a job,7,0,0,1.00,0.00
4367,provisional driving lisence,7,0,0,1.00,0.00
4368,recall,7,0,0,0.88,0.13
4369,all jobs in teignmouth,7,0,0,1.00,0.00
4370,energy grant,7,0,0,1.00,0.00
4371,diabetic,7,0,0,1.00,0.00
4372,post office account,7,0,0,1.00,0.00
4373,change of circumstances income support,7,0,0,1.00,0.00
4374,manage your approved driving instructor registration,7,0,0,1.00,0.00
4375,public sector,7,0,0,1.00,0.00
4376,community,7,0,0,1.00,0.00
4377,house,7,0,0,1.00,0.00
4378,driving licence codes,7,0,0,1.00,0.00
4379,nursery assistant,7,0,0,1.00,0.00
4380,all jobs newquay,7,0,0,1.00,0.00
4381,change circumstance,7,0,0,1.00,0.00
4382,benifit rates,7,0,0,1.00,0.00
4383,search job,7,0,0,0.86,0.14
4384,all jobs skelmersdale,7,0,0,0.86,0.00
4385,v 62,7,0,0,1.00,0.00
4386,passport photo size,7,0,0,1.00,0.00
4387,help with child care,7,0,0,1.00,0.00
