Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Further Education Leading to Qualifications,Human Resource & Estates,TTC TRAINING LTD,2000173247,500,,NE4 7SA
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Further Education Leading to Qualifications,Human Resource & Estates,TTC TRAINING LTD,2000173247,500,,NE4 7SA
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Further Education Leading to Qualifications,Human Resource & Estates,TTC TRAINING LTD,2000173247,500,,NE4 7SA
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Further Education Leading to Qualifications,Human Resource & Estates,TTC TRAINING LTD,2000173247,500,,NE4 7SA
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Further Education Leading to Qualifications,Human Resource & Estates,TTC TRAINING LTD,2000173247,500,,NE4 7SA
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Further Education Leading to Qualifications,Human Resource & Estates,TTC TRAINING LTD,2000173247,500,,NE4 7SA
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Further Education Leading to Qualifications,Human Resource & Estates,TTC TRAINING LTD,2000173247,500,,NE4 7SA
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Further Education Leading to Qualifications,Human Resource & Estates,TTC TRAINING LTD,2000173247,600,,NE4 7SA
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Subsistence UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000175242,"13,820.90",,SK4 2RZ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Subsistence UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000175242,0.01,,SK4 2RZ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Travel Expenses UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000175242,"1,016.44",,SK4 2RZ
Department for Transport,Driver and Vehicle Licensing Agency,02.09.2012,Diplomatic Vehicle Registration System,Operations,JEPSON & CO LTD,2000175244,794.79,Executive Plates,S2 3QN
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Non-stock Printing Purchases,Operations,SECURA MONDE INTERNATIONAL LTD,2000175247,"3,608.01",DVL WATERMARK PAPER REEL WIDTH 322MM,RG20 4SW
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Non-stock Printing Purchases,Operations,SECURA MONDE INTERNATIONAL LTD,2000175247,0.01,DVL WATERMARK PAPER REEL WIDTH 322MM,RG20 4SW
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Non-stock Printing Purchases,Operations,SECURA MONDE INTERNATIONAL LTD,2000175247,"36,174.00",DVL WATERMARK PAPER REEL WIDTH 445MM,RG20 4SW
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Veh Hire/Lse st <1yr,Finance & Strategy,ENTERPRISE RENT A CAR LTD,2000175249,"12,729.55",,TW20 8RX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Veh Hire/Lse st <1yr,Finance & Strategy,ENTERPRISE RENT A CAR LTD,2000175249,0.26,,TW20 8RX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Secured Stock ,Information Services,OFFICE DEPOT UK LIMITED,2000175250,"7,084.80",RM WHITE A4 STEINBEIS TREND SWANSEA,SP10 4BA
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Secured Stock ,Information Services,OFFICE DEPOT UK LIMITED,2000175250,672.3,UNIBALL VISION ELITE FINE TIP LIQUID,SP10 4BA
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,903.6,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,5.76,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,602.4,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,5.76,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,"1,506.00",Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,14.16,Trade Plate Next Day Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,-8.4,Trade Plate Next Day Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,"1,506.00",Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,753,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,5.76,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,527.1,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,5.76,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,602.4,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,5.76,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,5.76,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,783.12,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,632.52,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,5.76,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,602.4,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,5.76,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,602.4,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,5.76,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,64.62,Dual set with holders,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,737.94,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,14.16,Trade Plate Next Day Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,-8.4,Trade Plate Next Day Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,21.54,Dual set with holders,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,12.96,M/cycle plate with holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,557.22,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,5.76,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,903.6,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000175254,5.76,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Recruitment,Human Resource & Estates,SAVILLE CONSULTING UK LTD,2000175255,"1,461.60",,KT10 9PN
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Non Secured stock ,Operations,FT PRINT SOLUTIONS,2000177760,"1,649.52",RENEWAL OF DRIVING LICENCE AFTER DISQUAL,WV4 6QE
Department for Transport,Driver and Vehicle Licensing Agency,03.08.2012,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000177762,"11,660.00",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,03.09.2012,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000177762,"-1,000,000.00",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,"8,249.37",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,"36,958.88",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,"8,888.07",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,"15,195.41",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,"34,081.85",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,"14,253.56",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Small Software,Finance & Strategy,IBM UNITED KINGDOM LTD,2000177762,"584,371.67",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Small Software,Finance & Strategy,IBM UNITED KINGDOM LTD,2000177762,"2,583.17",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Small Software,Finance & Strategy,IBM UNITED KINGDOM LTD,2000177762,-227.98,,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,"30,756.91",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,812.39,,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,"2,974.81",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,"12,549.69",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,"4,106.68",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,"4,811.94",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000177762,"5,617.55",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000177762,"651,813.71",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000177762,"1,553,862.33",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000177762,"274,057.46",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000177762,"371,005.31",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,IT Development Support,Finance & Strategy,IBM UNITED KINGDOM LTD,2000177762,"161,188.66",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000177762,"4,197,170.65",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Professional Services,Finance & Strategy,TELEREAL TRILLIUM,2000177765,750,,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Professional Services,Finance & Strategy,TELEREAL TRILLIUM,2000177765,750,,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Professional Services,Finance & Strategy,TELEREAL TRILLIUM,2000177765,750,,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000177768,"6,374.40",,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000177768,-374.21,,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Live Running ,Operations,The Works Marketing Communications,2000177773,895,,SW15 2JJ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Cash Carrying Services,Finance & Strategy,POST OFFICE LTD,2000177778,"11,918.00",,EC1V 9HQ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Infrastructure Maintenance,Finance & Strategy,IBM UNITED KINGDOM LTD,2000179446,"30,000.00",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Infrastructure Maintenance,Finance & Strategy,IBM UNITED KINGDOM LTD,2000179446,"120,869.77",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Infrastructure Maintenance,Finance & Strategy,IBM UNITED KINGDOM LTD,2000179446,"7,583.24",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Water,Finance & Strategy,TELEREAL TRILLIUM,2000179449,"-9,820.00",,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Water,Finance & Strategy,TELEREAL TRILLIUM,2000179449,"9,820.00",,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Water,Finance & Strategy,TELEREAL TRILLIUM,2000179449,"9,820.00",,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000179450,750.03,,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000179450,-0.01,,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Courier Charges,Operations,DX SECURE LIMITED,2000179454,"25,977.75",,NN3 6YG
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Professional Services,Finance & Strategy,PRICEWATERHOUSECOOPERS LLP,2000179457,"3,856.67",,E14 9SQ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000179459,737.94,Full Set With Holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000179459,6.48,M/cycle plate with holder,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000179459,5.76,Trade Plate Standard Delivery,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000179460,14.16,,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000179460,-8.4,,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Trade Plate Expenses,Operations,SANDHURST AUTOPRINT LIMITED,2000179460,753,,GU47 9DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Telephone charges,Information Services,VIRGIN MEDIA BUSINESS LTD,2000179463,"3,065.66",,B26 3RZ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Telephone charges,Information Services,VIRGIN MEDIA BUSINESS LTD,2000179463,242.51,,B26 3RZ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Property Maintenance,Finance & Strategy,TELEREAL TRILLIUM,2000181026,"2,816.65",,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Professional Services,Finance & Strategy,ST OMER CONSULTING LTD,2000181029,"3,400.80",,GU1 2DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Professional Services,Finance & Strategy,ST OMER CONSULTING LTD,2000181029,358.56,,GU1 2DB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Telecom Equipment,Information Services,DAISY COMMUNICATIONS LTD,2000181032,"1,056.60",,BB9 5SR
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Secured Stock ,Operations,STRALFORS PLC,2000182760,"11,311.38",HARMONISED REGISTRATION DOCUMENT,TR15 1SH
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Secured Stock ,Operations,STRALFORS PLC,2000182760,"1,865.11",HARMONISED REGISTRATION CERTIFICATE,TR15 1SH
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Hospitality,Finance & Strategy,TELEREAL TRILLIUM,2000182762,"3,915.97",,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Hospitality,Finance & Strategy,TELEREAL TRILLIUM,2000182762,-85.71,,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Hospitality,Finance & Strategy,TELEREAL TRILLIUM,2000182762,85.71,Hospitality Jul 2012,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Info Broker Costs,Operations,Experian Limited,2000182765,"32,482.50",,NG80 1TH
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Secured Stock ,Information Services,OFFICE DEPOT UK LIMITED,2000182767,456,RM Paper White A3 80gsm Steinbeis Trend,SP10 4BA
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Machine Consumables ,Information Services,OFFICE DEPOT UK LIMITED,2000182767,159.6,RM Paper White A3 80gsm Steinbeis Trend,SP10 4BA
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Machinery Maintenance,Operations,BANCTEC LTD,2000182768,705.83,,SL3 0HF
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Subsistence UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000184587,"8,415.11",,SK4 2RZ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Travel Expenses UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000184587,277.88,,SK4 2RZ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Machinery Maintenance,Operations,KODAK LTD,2000184588,873.11,,HP2 7YU
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Machinery Maintenance,Operations,KODAK LTD,2000184588,"37,038.00",,HP2 7YU
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Secured Stock ,Operations,STRALFORS PLC,2000184590,"8,928.08",HARMONISED REGISTRATION DOCUMENT,TR15 1SH
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000184592,"3,750.00",,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000184592,375.01,,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000184592,375.13,,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Freight Charges,Finance & Strategy,PARCELFORCE WORLDWIDE,2000184595,"3,228.82",,BL4 9XX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000184598,"1,377.60",,DL3 9WT
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000184598,"3,977.43",,DL3 9WT
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Further Education Leading to Qualifications,Human Resource & Estates,DMS IRELAND LTD,2000184602,"1,475.00",,BT20 5AF
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Further Education Leading to Qualifications,Human Resource & Estates,DMS IRELAND LTD,2000184602,295,,BT20 5AF
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Agency Staff Costs,Information Services,VEGA CONSULTING SERVICES LTD,2000184607,"21,120.00",,BS16 1EJ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Agency Staff Costs,Information Services,VEGA CONSULTING SERVICES LTD,2000184607,"18,240.00",,BS16 1EJ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Agency Staff Costs,Information Services,VEGA CONSULTING SERVICES LTD,2000184607,"20,160.00",,BS16 1EJ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Machinery Maintenance,Operations,KODAK LTD,2000187125,"13,228.00",,HP2 7YU
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Car Hire and Leasing,Finance & Strategy,LEX AUTOLEASE LTD,2000187126,"3,273.96",,BL9 8RT
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Translation Services,Operations,THEBIGWORD INTERPRETING,2000187131,"1,070.54",,LS12 6AB
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Recruitment Advertising,Human Resource & Estates,WORK GROUP PLC,2000187132,648.39,,EC1N 8EQ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Recruitment Advertising,Human Resource & Estates,WORK GROUP PLC,2000187132,-8.31,,EC1N 8EQ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Car Hire and Leasing,Finance & Strategy,DAYS CONTRACT HIRE,2000188802,532.22,,SA4 4LL
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Car Parking,Finance & Strategy,BESTWAY CASH AND CARRY,2000188803,"3,287.06",,SA6 8QD
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Car Parking,Finance & Strategy,BESTWAY CASH AND CARRY,2000188803,69.94,,SA6 8QD
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Car Parking,Finance & Strategy,BESTWAY CASH AND CARRY,2000188803,"3,443.93",,SA6 8QD
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Car Parking,Finance & Strategy,BESTWAY CASH AND CARRY,2000188803,73.27,,SA6 8QD
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Recruitment,Human Resource & Estates,SHL UK LTD,2000190339,"1,673.20",,KT7 0NE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Property Maintenance,Finance & Strategy,TELEREAL TRILLIUM,2000190341,567.73,,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Corporate Clothing,Operations,ARCO LTD,2000190347,67.25,Ladies CClr Short sleeved Blouse Lt Blue,CF24 1RF
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Corporate Clothing,Operations,ARCO LTD,2000190347,50.44,Ladies CClr Short sleeved Blouse Lt Blue,CF24 1RF
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Corporate Clothing,Operations,ARCO LTD,2000190347,33.62,Ladies CClr Short sleeved Blouse Lt Blue,CF24 1RF
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Corporate Clothing,Operations,ARCO LTD,2000190347,84.06,Ladies CClr Short sleeved Blouse Lt Blue,CF24 1RF
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Corporate Clothing,Operations,ARCO LTD,2000190347,130.03,WAME Ladies Melrose Navy Cardigan & Logo,CF24 1RF
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Corporate Clothing,Operations,ARCO LTD,2000190347,32.51,WAME Ladies Melrose Navy Cardigan & Logo,CF24 1RF
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Corporate Clothing,Operations,ARCO LTD,2000190347,44.76,WWJ331 Danielle jacket Navy & Logo 24R,CF24 1RF
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Corporate Clothing,Operations,ARCO LTD,2000190347,39.31,WWJ331 Danielle jacket Navy & Logo 18R,CF24 1RF
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Corporate Clothing,Operations,ARCO LTD,2000190347,52.09,Mens Shirt Long sleeved Blue & Logo 16,CF24 1RF
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Training,Operations,Thresholds,2000190348,"1,500.00",crossing thresholds 2 training,BS7 9QP
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000192085,"12,082.00",,DL3 9WT
Department for Transport,Driver and Vehicle Licensing Agency,14.09.2012,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000192085,"-5,383.00",,DL3 9WT
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Non Secured stock ,Operations,FT PRINT SOLUTIONS,2000193826,"1,473.98",REN OF LICENCE AFTER DISPOSAL(BILINGUAL),WV4 6QE
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Subsistence UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000193829,"6,409.94",,SK4 2RZ
Department for Transport,Driver and Vehicle Licensing Agency,05.09.2012,Non Secured stock ,Information Services,MBA GROUP LTD,2000193831,679.14,114 X 235MM 2ND CLASS MANILA WINDOW,MK11 3ET
