Period: Nov 2014,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Types,Detailed Expenses Type,Expense Code,Narrative,Payment Date,Transaction Number,Order ID,Amount,Capital/Revenue,Supplier Name,Supplier ID,Customer ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,04/11/2014,10403116,0,32.11,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,04/11/2014,10402211,0,50.00,R,Monmouthshire Beacon Co Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,04/11/2014,10403114,0,61.54,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,Schools,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,25/11/2014,10408036,80031388,22.00,R,Gamz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,Schools,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,11/11/2014,10404563,80031098,30.50,R,Newhall Janitorial Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,Schools,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,11/11/2014,10404594,0,878.67,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,Schools,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404577,80030952,22.30,R,Hindleys Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,Schools,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404566,80031096,37.75,R,The Chepstow Bookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,Schools,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404570,80030565,499.00,R,ESPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,25/11/2014,10407985,80031346,16.50,R,School Merit Stickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,28/11/2014,10408301,0,173.75,R,ESPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10406304,80031062,61.32,R,ESPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,04/11/2014,10403900,80029838,274.00,R,TFH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,04/11/2014,10403901,80029839,13.98,R,TFH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,28/11/2014,10408925,80031063,340.00,R,ESPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,28/11/2014,10409019,80031687,250.80,R,Algebra Business Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,21/11/2014,10407748,80031447,52.29,R,Edgy Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10402396,0,8.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10401164,0,11.16,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,18/11/2014,10406860,80031207,37.45,R,TTS Group Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,18/11/2014,10406860,80031207,5.95,R,TTS Group Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404387,80031208,184.52,R,The Consortium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,04/11/2014,10403225,0,87.36,R,Tobar Group Trading Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,25/11/2014,10406424,80029446,153.42,R,TTS Group Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,04/11/2014,10402408,0,15.00,R,Ottimo Digital Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404323,80030902,3.40,R,Hope Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,21/11/2014,10407725,80031480,42.90,R,Siop Y Ganolfan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10405867,80030234,48.70,R,Undy Building Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10406338,80031055,138.13,R,ESPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,21/11/2014,10406782,0,74.88,R,The Consortium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,18/11/2014,10406690,80030882,117.55,R,The Consortium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,28/11/2014,10408320,0,15.91,R,Evans Of Monmouth LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404313,80030842,109.35,R,West Mercia Suppliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,21/11/2014,10407141,0,4.17,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,21/11/2014,10407141,0,24.99,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10406354,80031012,23.51,R,ESPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,18/11/2014,10406694,80027864,10.12,R,Redbridge Produce & Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,28/11/2014,10409024,80030474,275.00,R,Phs Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,21/11/2014,10407594,80031426,24.00,R,EAS ( South East Wales),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,04/11/2014,10402524,80031036,"10,067.60",R,XMA Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Provisions.,,28/11/2014,10408917,80031628,20.20,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Provisions.,,07/11/2014,10403786,0,14.51,R,Total Produce (Hereford),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Provisions.,,21/11/2014,10406961,0,14.24,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,Schools,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Cleaning Materials.,,11/11/2014,10404563,80031098,36.08,R,Newhall Janitorial Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Cleaning Materials.,,11/11/2014,10404862,0,71.10,R,Newhall Janitorial Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Cleaning Materials.,,04/11/2014,10403863,80028013,120.47,R,Newhall Janitorial Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Cleaning Materials.,,28/11/2014,10409030,80031550,115.00,R,INTACARE HYGIENE SUPPLIES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Expenses,Exam Fees (Schools),,14/11/2014,10405096,0,75.50,R,University of Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Expenses,Exam Fees (Schools),,14/11/2014,10405817,0,44.00,R,University of Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Expenses,Exam Fees (Schools),,21/11/2014,10407389,0,"5,038.80",R,WJEC CBAC Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Furniture Purchases / Replacement,,14/11/2014,10405739,80030062,67.00,R,ESPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Printing,,07/11/2014,10401259,0,93.02,R,NetGiant Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Photocopying.,,04/11/2014,10402825,0,381.50,R,Springfield Business Papers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Photocopying.,,18/11/2014,10406511,0,654.78,R,Xerox Finance Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Photocopying.,,21/11/2014,10407722,80031473,199.00,R,Set (Office Supplies) Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Photocopying.,,28/11/2014,10408581,0,198.90,R,Ethos Communication Solutions Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Photocopying.,,14/11/2014,10406352,80031263,31.27,R,Commercial IT Services Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Photocopying.,,25/11/2014,10407769,80031489,408.41,R,The Danwood Group Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,07/11/2014,10404427,80030880,8.70,R,ESPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,21/11/2014,10406862,0,76.89,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,21/11/2014,10406862,0,24.99,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,14/11/2014,10405812,0,25.50,R,British Rowing Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,14/11/2014,10405790,0,29.90,R,School Stickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,07/11/2014,10404396,80030024,20.80,R,ESPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,21/11/2014,10407401,0,36.22,R,DS Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,18/11/2014,10406455,80031288,21.00,R,Set (Office Supplies) Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,07/11/2014,10402604,0,7.89,R,The Consortium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,07/11/2014,10402418,0,-71.21,R,The Consortium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,28/11/2014,10406444,80031329,29.10,R,School Merit Stickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,14/11/2014,10404926,0,55.90,R,The Consortium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,14/11/2014,10406306,80030938,35.77,R,Yorkshire Purchasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,04/11/2014,10403823,80030930,4.15,R,Super Stickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,07/11/2014,10404605,80030771,6.55,R,ESPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Publications,,07/11/2014,10404584,80030767,41.97,R,EHd Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Publications,,28/11/2014,10408964,80031404,-20.99,R,Waterstones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Publications,,28/11/2014,10408977,80030830,23.95,R,Waterstones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Publications,,18/11/2014,10405994,0,17.64,R,Alex Kelly Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Publications,,18/11/2014,10405994,0,85.00,R,Alex Kelly Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Book Purchases,,11/11/2014,10404824,0,53.97,R,West Mercia Suppliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Book Purchases,,28/11/2014,10408298,0,99.00,R,Millgate House Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Book Purchases,,18/11/2014,10406564,80031046,48.52,R,Abergavenny Bookshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Book Purchases,,28/11/2014,10407395,0,67.32,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Book Purchases,,14/11/2014,10404943,0,610.70,R,Pearson Education LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Book Purchases,,11/11/2014,10405033,0,5.59,R,Peters Library Service Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Supplies & Services,"Printing, Stationery and General Office Expenses",Book Purchases,,28/11/2014,10409215,0,85.86,R,Peters Library Service Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Services,Professional And Specialist Fees,,21/11/2014,10407251,0,100.00,R,M & M Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Services,Financial products and services general fees and charges,,04/11/2014,10403114,0,30.00,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Services,Financial products and services general fees and charges,,04/11/2014,10403114,0,30.00,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,Communications and Computing,Telephone,,18/11/2014,10406491,0,19.50,R,Contact Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,Schools,MCC Schools,Supplies & Services,Communications and Computing,Telephone - Call Charges,,18/11/2014,10406868,80031541,"2,188.41",R,Telefonica O2 Uk Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,Communications and Computing,Telephone - Call Charges,,18/11/2014,10406510,0,37.88,R,British Telecommunications Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Catering,Catering,,04/11/2014,10403722,0,14.68,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Catering,Catering,,14/11/2014,10404932,0,64.74,R,Nisbets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Communications and Computing,Hardware Rental/ Maintenance.,,28/11/2014,10408929,80031428,"5,100.00",R,Network Installation Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Communications and Computing,IT Hardware,,04/11/2014,10403114,0,24.99,R,Imprest Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Communications and Computing,IT Hardware,,25/11/2014,10407833,80029871,"1,700.00",R,Jigsaw Systems Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Communications and Computing,IT Hardware,,14/11/2014,10406371,80030521,330.00,R,A2z Computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Communications and Computing,IT Hardware,,11/11/2014,10404537,80030991,65.00,R,Country2City Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Communications and Computing,Computer Consumables,,18/11/2014,10406812,80031301,161.20,R,IDN Supplies Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,Communications and Computing,Computer Consumables,,21/11/2014,10407588,80031462,42.00,R,Browns Office Supplies Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
