A separate key is published alongside the data to expand on column headings A1 through to G4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOBS,KEY,SURVEY,SECTOR,LAW,COUNTRY,SIZE,A1,A2,A3,A4,A6,A8_1,A8_2,A8_3,A8_4,A8_5,A8_6,A8_7,B1,B1A,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8A,B2A,B3,B4,B3B4,C1_1,C1_2,C1_3,C1_4A,C1_5,C1_6,C1_7,C1_8,C1_9,C1_10,C1_11,D1,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2A,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,D5_7,D5_8,D5_9,D3,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_11,E2,E3,F1,F1A_1,F1A_2,F1A_3,F1A_4,F1A_5,F1A_6,F1A_7,F1A_8,F1A_9,F1A_10,F1B,G1_1,G1_2,G1_3,G1_4,G1_5,G1_6,G1_LAW,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G2_7,G2_8,G4,WEIGHT
6738,b015340,NAO SURVEY,Property/Management/Business Services,Planning,Wales,Small (10-49 employees),20 - 49,More than 20 years,Take on staff,Reduce staff,Attracting and retaining customers,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,None / Do not employ any staff,No time at all,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Neither agree nor disagree,No,too little regulation,Too little regulation,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Fairly informed,Not,The Businesslink website,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not, , , , , , , , , , , ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,Yes,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,Yes,0.141375706
6198,b015341,NAO SURVEY,Property/Management/Business Services,Employment,Wales,Medium (50-249 employees),100 - 249,More than 20 years,Reduce staff,Reduce staff,Access to finance,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,2 to 4,More than 20 days,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly agree,No,too much regulation,Too much regulation,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fairly informed,Not,The Businesslink website,Government departments' websites,Direct contact with Government departments,External accountant,External insurance company,External lawyer,External specialist consultant,Not,Not,Not,Not,5 to 8,Not,Not,Not,Need for assurance,Want independent advice,Not,To get the most specialist/up-to-date advice,Not,Not, ,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Become much more time consuming,Increase a lot,Yes,Not,Not,A Government department,A regulator,Not,Not,Not,Not,Not,Not,Yes,Not,Not,Fire Safety,Health and Safety,Not,Not,Health and Safety,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,0.071993658
5318,b015363,NAO SURVEY,Property/Management/Business Services,Health and Safety,Scotland,Small (10-49 employees),10 to 19,6 - 20 years,Reduce staff,Reduce staff,Attracting and retaining customers,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,None / Do not employ any staff,3-4 days,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Neither agree nor disagree,No,too much regulation,Too much regulation,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Very informed,Not,Not,Government departments' websites,Not,Not,External insurance company,External lawyer,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,17 - 24,Not,Not,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,Stayed the same,Stayed the same,Stayed the same,More time consuming,Stayed the same,More time consuming,Stayed the same,Decrease a little,Yes,Not,Not,Not,A regulator,Not,Not,Not,Not,Not,Not,No, , , , , , , , , , , , , , , , ,0.141375706
10020,b015367,NAO SURVEY,Property/Management/Business Services,Company,England,Small (10-49 employees),20 - 49,1 - 3 years,Take on staff,Take on staff,Access to finance,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,None / Do not employ any staff,Less than half a day,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Tend to disagree,Yes, ,Yes,Disagree,Agree,Agree,Disagree,Disagree,Disagree,N/A,N/A,Agree,Agree,Agree,Not very informed,Not,The Businesslink website,Not,Not,External accountant,External insurance company,External lawyer,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Not,Not,Not,Not, ,Stayed the same,Less time consuming,Stayed the same,N/A,Stayed the same,N/A,N/A,N/A,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.141375706
9165,b015385,NAO SURVEY,Property/Management/Business Services,Employment,Wales,Small (10-49 employees),10 to 19,More than 20 years,Stay the same,Stay the same,Level of tax,Disagree,Strongly Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,1,1-2 days,Disagree,Neither Agree nor Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Tend to agree,No,too much regulation,Too much regulation,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Fairly informed,Not,The Businesslink website,Government departments' websites,Not,External accountant,External insurance company,Not,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,To get the most specialist/up-to-date advice,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,More time consuming,Stayed the same,Stayed the same,More time consuming,More time consuming,More time consuming,Become slightly more time consuming,Increase a little,No, , , , , , , , , , ,Don't know,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,Yes,0.141375706
11230,b015388,NAO SURVEY,Property/Management/Business Services,Planning,England,Small (10-49 employees),10 to 19,More than 20 years,Take on staff,Stay the same,Staff recruitment and/ or retention,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,None / Do not employ any staff,No time at all,Agree,Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Tend to agree,Yes, ,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not at all informed,Not,Not,Not,Not,Not,Not,Not,External specialist consultant,Not,Not,Not,Not,1 to 4,Not,Not,Not,Not,Want independent advice,Not,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,Yes,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.141375706
4994,b015392,NAO SURVEY,Property/Management/Business Services,Planning,England,Large (250+ employees),500 - 999,More than 20 years,Reduce staff,Reduce staff,Attracting and retaining customers,Don't know,Don't know,Strongly Agree,Agree,Agree,Agree,Agree,None / Do not employ any staff,1-2 days,Agree,Agree,Disagree,Disagree,Agree,Don't know,Don't know,Agree,Tend to disagree,Yes, ,Yes,Agree,Disagree,Disagree,N/A,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Don't know,Local Council Inspectors,Not,Not,Not,Not,Not,Not,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,5 to 8,Not enough time/ lack of internal resource,Not,Not,Not,Not,Not,Not,Not,Not,Fairly straightforward,Stayed the same,Stayed the same,Stayed the same,N/A,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Don't know,No, , , , , , , , , , ,Don't know,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.022304804
2793,b015413,NAO SURVEY,Property/Management/Business Services,Company,England,Small (10-49 employees),20 - 49,6 - 20 years,Take on staff,Take on staff,Don't know,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Don't know,Agree,1,Half a day to a day,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither agree nor disagree,Yes, ,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Fairly informed,Not,The Businesslink website,Government departments' websites,Not,Not,External insurance company,External lawyer,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,Don't know,Not,Not,Not,Need for assurance,Not,Not,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,More time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.141375706
6568,b015420,NAO SURVEY,Property/Management/Business Services,Planning,Scotland,Small (10-49 employees),10 to 19,1 - 3 years,Reduce staff,Take on staff,Staff recruitment and/ or retention,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,2 to 4,5-10 days,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Tend to disagree,Yes, ,Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Fairly informed,Not,The Businesslink website,Government departments' websites,Not,Not,External insurance company,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,5 to 8,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,No, , , , , , , , , , , , , , , , ,0.141375706
5216,b015427,NAO SURVEY,Property/Management/Business Services,Employment,Scotland,Medium (50-249 employees),50 - 99,6 - 20 years,Take on staff,Stay the same,Level of tax,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,None / Do not employ any staff,Half a day to a day,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly agree,No,too much regulation,Too much regulation,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Fairly informed,Not,Not,Government departments' websites,Not,Not,Not,External lawyer,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Less time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,No, , , , , , , , , , , , , , , , ,0.071993658
2801,b015467,NAO SURVEY,Property/Management/Business Services,Employment,England,Small (10-49 employees),20 - 49,1 - 3 years,Take on staff,Stay the same,Access to finance,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,None / Do not employ any staff,No time at all,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Tend to agree,Yes, ,Yes,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Not very informed,Local Council Inspectors,The Businesslink website,Government departments' websites,Not,External accountant,Not,Not,External specialist consultant,Not,Not,Not,Not,9 to 16,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Not,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not,Fairly straightforward,Stayed the same,More time consuming,Stayed the same,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Become much more time consuming,Increase a lot,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.141375706
6415,b015505,NAO SURVEY,Property/Management/Business Services,Company,England,Micro (1-9 employees),5 to 9,More than 20 years,Take on staff,Stay the same,Complying with regulation,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,None / Do not employ any staff,3-4 days,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,No,too much regulation,Too much regulation,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fairly informed,Not,The Businesslink website,Not,Not,External accountant,External insurance company,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,More time consuming,More time consuming,More time consuming,N/A,More time consuming,More time consuming,N/A,N/A,More time consuming,More time consuming,More time consuming,Become slightly less time consuming,Increase a lot,No, , , , , , , , , , ,No,Not,Not,Fire Safety,Health and Safety,Not,Not,Health and Safety,Fairly satisfied,Fairly satisfied,Fairly satisfied,Very Satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,No,2.821414084
1761,b015523,NAO SURVEY,Property/Management/Business Services,Employment,England,Medium (50-249 employees),50 - 99,6 - 20 years,Take on staff,Reduce staff,Other,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,1,10-20 days,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,No,too much regulation,Too much regulation,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Not very informed,Not,The Businesslink website,Not,Not,External accountant,External insurance company,Not,External specialist consultant,Not,Not,Not,Not,5 to 8,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Not,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,Yes,Not,Not,Not,Not,Not,Not,Not,Not,Other,Not,No,Not,Not,Fire Safety,Not,Not,Not,Fire Safety,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,0.071993658
9304,b015551,NAO SURVEY,Property/Management/Business Services,Planning,England,Small (10-49 employees),10 to 19,More than 20 years,Take on staff,Take on staff,Staff recruitment and/ or retention,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,N/A,Disagree,None / Do not employ any staff,5-10 days,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Tend to agree,No,Don't know,Don't know,Strongly Agree,Agree,Agree,N/A,Agree,Disagree,N/A,N/A,Agree,Agree,Disagree,Fairly informed,Local Council Inspectors,Not,Government departments' websites,Not,Not,Not,External lawyer,External specialist consultant,Not,Not,Not,Not,5 to 8,Not,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Not,To get the most specialist/up-to-date advice,Not,Not,Not at all straightforward,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Stayed the same,N/A,N/A,More time consuming,More time consuming,Stayed the same,Become much more time consuming,Increase a lot,No, , , , , , , , , , ,Yes,Not,Not,Fire Safety,Not,Not,Not,Fire Safety,Fairly satisfied,Fairly satisfied,Very Satisfied,Very Satisfied,Fairly satisfied,Fairly satisfied,Neither satisfied nor dissatisfied,Fairly satisfied,No,0.141375706
2680,b015559,NAO SURVEY,Property/Management/Business Services,Health and Safety,England,Small (10-49 employees),10 to 19,6 - 20 years,Reduce staff,Stay the same,Access to finance,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,1,1-2 days,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly disagree,Yes, ,Yes,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Fairly informed,Not,Not,Government departments' websites,Not,Not,Not,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not, , , , , , , , , , , ,Stayed the same,Less time consuming,Less time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Less time consuming,Less time consuming,Become slightly less time consuming,Decrease a little,No, , , , , , , , , , ,Yes,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.141375706
7680,b015584,NAO SURVEY,Property/Management/Business Services,Employment,England,Small (10-49 employees),20 - 49,6 - 20 years,Take on staff,Take on staff,Level of tax,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,None / Do not employ any staff,Half a day to a day,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Don't know,Tend to disagree,No,too much regulation,Too much regulation,Neither Agree nor Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Fairly informed,Local Council Inspectors,Not,Government departments' websites,Direct contact with Government departments,External accountant,Not,External lawyer,External specialist consultant,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Not,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not,Never tried to contact the Local Council,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Increase a lot,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.141375706
4367,b015604,NAO SURVEY,Property/Management/Business Services,Employment,Scotland,Micro (1-9 employees),5 to 9,6 - 20 years,Take on staff,Take on staff,Level of tax,Strongly Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Agree,Disagree,1,1-2 days,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Tend to disagree,Yes, ,Yes,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Fairly informed,Local Council Inspectors,The Businesslink website,Government departments' websites,Direct contact with Government departments,External accountant,External insurance company,External lawyer,Not,Not,Not,Not,Not,5 to 8,Not enough time/ lack of internal resource,Not,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not,Very straightforward,Stayed the same,Less time consuming,Stayed the same,More time consuming,More time consuming,Stayed the same,More time consuming,More time consuming,Stayed the same,Stayed the same,More time consuming,Stayed the same,Stay the same,No, , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , ,2.821414084
2061,b015631,NAO SURVEY,Property/Management/Business Services,Employment,England,Small (10-49 employees),20 - 49,More than 20 years,Take on staff,Stay the same,Complying with regulation,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,5 to 9,1-2 days,Neither Agree nor Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Tend to agree,No,too much regulation,Too much regulation,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Not very informed,Not,Not,Government departments' websites,Not,Not,Not,Not,External specialist consultant,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,More time consuming,More time consuming,More time consuming,Don't know,More time consuming,More time consuming,Stayed the same,Stayed the same,More time consuming,More time consuming,More time consuming,Become slightly more time consuming,Stay the same,No, , , , , , , , , , ,No,Not,Not,Fire Safety,Not,Not,Not,Fire Safety,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,No,0.141375706
4921,b015640,NAO SURVEY,Property/Management/Business Services,Planning,England,Small (10-49 employees),20 - 49,6 - 20 years,Take on staff,Take on staff,Staff recruitment and/ or retention,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,None / Do not employ any staff,Don't know,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Tend to agree,No,too much regulation,Too much regulation,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Not very informed,Not,The Businesslink website,Government departments' websites,Not,External accountant,External insurance company,External lawyer,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,Don't know,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,Don't know,Stayed the same,Don't know,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,Yes,Not,Not,Not,A regulator,Not,Not,Not,Not,Not,Not,Yes,Not,Not,Fire Safety,Health and Safety,Not,Not,Health and Safety,Very Satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,0.141375706
3181,b015646,NAO SURVEY,Property/Management/Business Services,Health and Safety,England,Small (10-49 employees),20 - 49,6 - 20 years,Take on staff,Take on staff,Access to finance,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,2 to 4,Less than half a day,Strongly Disagree,Agree,Agree,Disagree,Disagree,Don't know,Disagree,Agree,Tend to disagree,No,too much regulation,Too much regulation,Agree,Strongly Agree,Strongly Agree,N/A,Agree,Strongly Agree,Agree,Don't know,Agree,Agree,Agree,Not at all informed,Not,Not,Not,Not,External accountant,External insurance company,External lawyer,External specialist consultant,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Not,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,N/A,Stayed the same,N/A,Stayed the same,N/A,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,No,Not,Not,Fire Safety,Not,Not,Not,Fire Safety,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,0.141375706
1995,b015654,NAO SURVEY,Property/Management/Business Services,Employment,England,Small (10-49 employees),20 - 49,6 - 20 years,Take on staff,Take on staff,Attracting and retaining customers,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,1,Half a day to a day,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Tend to disagree,Yes, ,Yes,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Not very informed,Not,The Businesslink website,Not,Not,Not,Not,External lawyer,External specialist consultant,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Increase a little,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.141375706
4396,b015661,NAO SURVEY,Property/Management/Business Services,Health and Safety,England,Small (10-49 employees),20 - 49,6 - 20 years,Stay the same,Stay the same,Complying with regulation,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,1,More than 20 days,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Yes, ,Yes,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Very informed,Not,Not,Government departments' websites,Not,Not,External insurance company,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Not,Need for assurance,Want independent advice,Not,Not,Not,Not, ,More time consuming,Stayed the same,Stayed the same,Stayed the same,More time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Become slightly more time consuming,Stay the same,No, , , , , , , , , , ,Yes,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.141375706
4704,b015664,NAO SURVEY,Property/Management/Business Services,Planning,England,Small (10-49 employees),20 - 49,More than 20 years,Stay the same,Stay the same,Access to finance,Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,None / Do not employ any staff,Half a day to a day,Agree,Disagree,Strongly Disagree,Disagree,Don't know,Disagree,Agree,Neither Agree nor Disagree,Tend to agree,Yes, ,Yes,Strongly Agree,Agree,Agree,Don't know,Agree,Don't know,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Fairly informed,Local Council Inspectors,Not,Not,Not,Not,External insurance company,External lawyer,Not,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Not,Not,Not,Worried about penalties for non compliance,Not,Not,Not,Fairly straightforward,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,Don't know,Not,Not,Fire Safety,Health and Safety,Not,Not,Health and Safety,Fairly satisfied,Fairly satisfied,Fairly satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,0.141375706
