Unique Reference Number,Transaction Date,Merchant Category Code Description,Location,Merchant Category Group Description,Amount,Supplier
FCOGPC2015110591,13/11/2015,CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED,TUR,Building Materials,796.46,SAHIN TICARET VE NAKLI
FCOGPC2015110566,13/11/2015,CUSTOMER FINCL INSTIT-MANUAL CASH DISBURSEMENTS,ISL,Cash,538.45,CASH-SKOTSILFUR L
FCOGPC2015110617,13/11/2015,CUSTOMER FINCL INSTIT-MANUAL CASH DISBURSEMENTS,ISL,Cash,"1,296.88",CASH-SKOTSILFUR L
FCOGPC2015110562,13/11/2015,DEPARTMENT STORES,DOM,General Retail and Wholesale,524.02,LA NOVIA DE VILLA
FCOGPC2015110567,13/11/2015,DEPARTMENT STORES,IND,General Retail and Wholesale,542.89,KISHIN SONS
FCOGPC2015110563,13/11/2015,DIRECT MARKETING-OUTBOUND TELEMARKETING MERCHANTS,COL,Mail Order / Direct Selling,525.12,PAYU PAGOSONLINE
FCOGPC2015110570,13/11/2015,"EATING PLACES, RESTAURANTS",BRA,Restuarants and Bars,555.96,CASA DE ARTE E CULTURA
FCOGPC2015110577,13/11/2015,"EATING PLACES, RESTAURANTS",BRN,Restuarants and Bars,644.23,SHIFA ISDHA CAFE
FCOGPC2015110614,13/11/2015,"EATING PLACES, RESTAURANTS",BRN,Restuarants and Bars,"1,250.55",SHIFA ISDHA CAFE
FCOGPC2015110605,13/11/2015,ELECTRONIC SALES,LBN,General Retail and Wholesale,"1,011.96",ARISS LIGHTING
FCOGPC2015110571,13/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",USA,General Retail and Wholesale,559.11,IKEA LONG ISLAND
FCOGPC2015110586,13/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",TUR,General Retail and Wholesale,713.09,IKEA-MAPA MOB.AKS.PAZ.
FCOGPC2015110598,13/11/2015,"FURNITURE-REUPHOLSTERY AND REPAIR, REFINISHING",PAN,Professional Services,853.41,ALLIED CONFERENCE INTE
FCOGPC2015110601,13/11/2015,"FURNITURE-REUPHOLSTERY AND REPAIR, REFINISHING",ISL,Cash,932.12,CASH-SKOTSILFUR L
FCOGPC2015110600,13/11/2015,FURRIERS AND FUR SHOPS,USA,General Retail and Wholesale,922.57,IKEA LONG ISLAND
FCOGPC2015110572,13/11/2015,HARDWARE STORES,BRA,General Retail and Wholesale,567.56,CASA DE FERRAGEM SALOM
FCOGPC2015110606,13/11/2015,HARDWARE STORES,BRB,General Retail and Wholesale,"1,014.26",CARTER & CO. LTD.
FCOGPC2015110607,13/11/2015,HARDWARE STORES,BRB,General Retail and Wholesale,"1,014.26",CARTER & CO. LTD.
FCOGPC2015110616,13/11/2015,"HEALTH PRACTITIONERS, MEDICAL SRVCS-NOT ELSEWHERE",USA,Medical Supplies and Services,"1,271.70",VNA-PFS
FCOGPC2015110619,13/11/2015,"HEALTH PRACTITIONERS, MEDICAL SRVCS-NOT ELSEWHERE",USA,Medical Supplies and Services,"1,534.81",VNA-PFS
FCOGPC2015110579,13/11/2015,"HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS",SRB,Building Services,662.28,DELTA TERM DOO BEOGRAD
FCOGPC2015110583,13/11/2015,"HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS",SRB,Building Services,683.57,DELTA TERM DOO BEOGRAD
FCOGPC2015110561,13/11/2015,HOTELS/MOTELS/RESORTS ,JPN,Hotels,513.57,ACCOMODATION PROVIDER
FCOGPC2015110581,13/11/2015,HOTELS/MOTELS/RESORTS ,RUS,Hotels,673.22,ACCOMODATION PROVIDER
FCOGPC2015110589,13/11/2015,HOTELS/MOTELS/RESORTS ,PAN,Hotels,783.67,ACCOMODATION PROVIDER
FCOGPC2015110573,13/11/2015,HOUSEHOLD APPLIANCE STORES,COL,General Retail and Wholesale,580.74,CTRO GOURMET KITCHEN A
FCOGPC2015110615,13/11/2015,HOUSEHOLD APPLIANCE STORES,UKR,General Retail and Wholesale,"1,269.88","MIELE GALLARY, KYIV"
FCOGPC2015110590,13/11/2015,LAUNDRY SERVICES - FAMILY AND COMMERICAL,ZAF,Cleaning Services and Supplies,795.33,MANOKE CURTAINS CLEA
FCOGPC2015110569,13/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,USA,General Retail and Wholesale,553.2,SPS SECURITY
FCOGPC2015110592,13/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,LUX,General Retail and Wholesale,805.9,AMAZON MKTPLACE PMTS
FCOGPC2015110576,13/11/2015,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,609.63,CLIP
FCOGPC2015110594,13/11/2015,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,820.65,CLIP
FCOGPC2015110595,13/11/2015,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,820.65,CLIP
FCOGPC2015110582,13/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,LBN,Print and advertising,682.73,RECTO W VERSO
FCOGPC2015110603,13/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,USA,Print and advertising,945.74,CREST PRNTNG INCORPORA
FCOGPC2015110578,13/11/2015,MOTION PICTURE THEATERS,ESP,Leisure Activities,652.76,EL TRUST HOSTELERO
FCOGPC2015110618,13/11/2015,MOTION PICTURE THEATERS,CAN,Leisure Activities,"1,446.87",CINEPLEX 8030 HO
FCOGPC2015110585,13/11/2015,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",CAN,"Office Stationery, equipment and supplies",690.75,STAPLES.CA
FCOGPC2015110613,13/11/2015,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",AZE,"Office Stationery, equipment and supplies","1,124.17",ANTARIS
FCOGPC2015110620,13/11/2015,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",GBR,"Office Stationery, equipment and supplies","3,376",MARTIN YALE INTERNATIO
FCOGPC2015110597,13/11/2015,"OPTICIANS,OPTICAL GOODS & EYEGLASSES",CAN,Restuarants and Bars,834.08,GOURMEYEUR LA BOUTIQUE
FCOGPC2015110558,13/11/2015,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GBR,Clubs/Associations/Organisations,509,RICS SUBS UK CYBS
FCOGPC2015110559,13/11/2015,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GBR,Clubs/Associations/Organisations,509,RICS SUBS UK CYBS
FCOGPC2015110560,13/11/2015,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GBR,Clubs/Associations/Organisations,509,RICS SUBS UK CYBS
FCOGPC2015110599,13/11/2015,"ORGANIZATIONS, POLITICAL",USA,Miscellaneous Industrial/Commercial Supplies,914.13,PR NEWSWIRE ASSOCIATI
FCOGPC2015110584,13/11/2015,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),GBR,Professional Services,687.12,GLOBAL LANGUAGE SERVIC
FCOGPC2015110610,13/11/2015,"PACKAGE STORES, BEER, WINE, LIQUOR",CHN,General Retail and Wholesale,"1,086.62",ASC FW BEIJING 7083550
FCOGPC2015110611,13/11/2015,"PACKAGE STORES, BEER, WINE, LIQUOR",CHN,General Retail and Wholesale,"1,086.62",ASC FW BEIJING 7083550
FCOGPC2015110612,13/11/2015,"PACKAGE STORES, BEER, WINE, LIQUOR",CHN,General Retail and Wholesale,"1,086.62",ASC FW BEIJING 7083550
FCOGPC2015110574,13/11/2015,POSTAL SERVICES-GOVERNMENT ONLY,LVA,Mail and Courier Services,588.87,RIGAS 10. PASTA NODALA
FCOGPC2015110602,13/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Professional Services,937.75,IN BIOTECH PRIMER INC
FCOGPC2015110596,13/11/2015,RECORD SHOPS,QZZ,General Retail and Wholesale,832.34,MELODIA PX
FCOGPC2015110580,13/11/2015,SHOE STORES,TUN,General Retail and Wholesale,668.79,STE CHAUSSURES MANUELL
FCOGPC2015110568,13/11/2015,TELECOM INCL PREPAID/RECURRING PHONE SVCS,ISR,Telecommunication Services,549.84,012 SMILE
FCOGPC2015110608,13/11/2015,TIRE RETREADING AND REPAIR SHOPS,KEN,"Vehicles, servicing and spares","1,066.26",KINGSWAY FUNZI ROAD
FCOGPC2015110564,13/11/2015,TRAVEL,BEL,Airline,538.37,AIRLINE
FCOGPC2015110565,13/11/2015,TRAVEL,BEL,Airline,538.37,AIRLINE
FCOGPC2015110587,13/11/2015,TRAVEL AGENCIES,ARM,Travel Agencies,745.08,LEVON TRAVEL
FCOGPC2015110593,13/11/2015,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,811.09,FINA 30101 ZAGREB
FCOGPC2015110575,13/11/2015,WHOLESALE CLUBS,NGA,General Retail and Wholesale,604.07,2033FC000003192
FCOGPC2015110622,14/11/2015,AUTOMOTIVE SERVICE SHOPS,IDN,"Vehicles, servicing and spares",508.09,MITRAGUNA SEJATILESTAR
FCOGPC2015110628,14/11/2015,"GROCERY STORES, SUPERMARKETS",GBR,General Retail and Wholesale,"1,341.50",M&S E COMMERCE
FCOGPC2015110623,14/11/2015,HOTELS/MOTELS/RESORTS ,USA,Hotels,515.35,ACCOMODATION PROVIDER
FCOGPC2015110624,14/11/2015,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,PRT,General Retail and Wholesale,581.17,AREA
FCOGPC2015110625,14/11/2015,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,USA,General Retail and Wholesale,904.73,WEST ELM E-COMMERCE
FCOGPC2015110626,14/11/2015,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,USA,General Retail and Wholesale,982.6,WEST ELM E-COMMERCE
FCOGPC2015110629,14/11/2015,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",USA,Clubs/Associations/Organisations,"2,050.91",BRITISH AMERICAN BUSIN
FCOGPC2015110627,14/11/2015,TRAVEL AGENCIES,ISR,Travel Agencies,"1,284.87",TAXI
FCOGPC2015110630,15/11/2015,"ARCHITECTURAL, ENGINEERING, AND SURVEYING SERVICES",JOR,Professional Services,513.94,ENGINEERING DIMENSION
FCOGPC2015110633,15/11/2015,BOOK STORES,LUX,Books and Periodicals,803.98,"AMAZON SVCS EUROPE,SAR"
FCOGPC2015110636,15/11/2015,COMPUTER SOFTWARE STORES,ISR,Computer Equipment & Services,"1,449.39",NORAS COMPUTERS
FCOGPC2015110632,15/11/2015,DEPARTMENT STORES,EGY,General Retail and Wholesale,722.03,IKEA - CAIRO FESTIVAL
FCOGPC2015110634,15/11/2015,TELECOM INCL PREPAID/RECURRING PHONE SVCS,ISR,Telecommunication Services,941.59,BEZEQ INTERNATIONAL
FCOGPC2015110635,15/11/2015,TELECOM INCL PREPAID/RECURRING PHONE SVCS,ISR,Telecommunication Services,949.63,BEZEQ INTERNATIONAL
FCOGPC2015110631,15/11/2015,"TRANSPRTN-SUBRBN & LOCAL COMTR PSNGR, INCL FERRIES",ARE,Travel - Air/Rail/Road,652.06,ORIENT TRANSPORT RAC
FCOGPC2015110659,16/11/2015,"AUTOMOTIVE PARTS, ACCESSORIES STORES",ROM,"Vehicles, servicing and spares",817.99,TIRES AND PARTS SRL
FCOGPC2015110651,16/11/2015,BUS LINES,AUS,Travel - Air/Rail/Road,651,MURRAYS AUSTRALIA PTY
FCOGPC2015110637,16/11/2015,COMPUTER SOFTWARE STORES,ISR,Computer Equipment & Services,501.74,ALFA .A COMPUTERS LTD
FCOGPC2015110638,16/11/2015,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",ISR,Mail and Courier Services,504.85,ROTERO HOVALA
FCOGPC2015110642,16/11/2015,DAIRY PRODUCTS STORES,FRA,Catering and Catering Supplies,528.61,FERME D'ALEX
FCOGPC2015110667,16/11/2015,DAIRY PRODUCTS STORES,FRA,Catering and Catering Supplies,"1,111.75",FERME D'ALEX
FCOGPC2015110640,16/11/2015,DEPARTMENT STORES,NPL,General Retail and Wholesale,525.29,MEGA MART PVT LTD
FCOGPC2015110664,16/11/2015,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",RUS,General Retail and Wholesale,988.79,WWW SOLARDECOR RU
FCOGPC2015110657,16/11/2015,ELECTRONIC SALES,IND,General Retail and Wholesale,750.05,DEEPAK ELECTRICALS
FCOGPC2015110665,16/11/2015,ELECTRONIC SALES,GBR,General Retail and Wholesale,998,CURRYS ONLINE
FCOGPC2015110673,16/11/2015,ELECTRONIC SALES,CAN,General Retail and Wholesale,"1,316.90",APEX SOUND & LIGHT COR
FCOGPC2015110654,16/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,689.28,DIPLOMATIC MISSION SUP
FCOGPC2015110656,16/11/2015,FLOOR COVERING STORES,JOR,General Retail and Wholesale,737.97,MERSIN CARPITS
FCOGPC2015110660,16/11/2015,FLOOR COVERING STORES,JOR,General Retail and Wholesale,845.11,MERSIN CARPITS
FCOGPC2015110644,16/11/2015,"FREIGHT CARRIER,TRUCKING-LCL/LNG DIST, MVG/STORAGE",TUR,Freight and Storage,555.28,YIGITEKSPRESNAKLIYAT
FCOGPC2015110648,16/11/2015,"GROCERY STORES, SUPERMARKETS",EST,General Retail and Wholesale,615.33,KIVILINNA HULGIKAUP
FCOGPC2015110650,16/11/2015,HARDWARE STORES,USA,General Retail and Wholesale,623.37,SKYTECH PRODUCTIONS
FCOGPC2015110645,16/11/2015,HOTELS/MOTELS/RESORTS ,VEN,Hotels,572.07,ACCOMODATION PROVIDER
FCOGPC2015110647,16/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,609,ACCOMODATION PROVIDER
FCOGPC2015110672,16/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,269.96",ACCOMODATION PROVIDER
FCOGPC2015110666,16/11/2015,LIMOUSINES AND TAXICABS,GBR,Travel - Air/Rail/Road,"1,000",RAFFLES PRIVATE HIRE L
FCOGPC2015110649,16/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,ZMB,General Retail and Wholesale,621.97,HANDYMAN'S PARA
FCOGPC2015110655,16/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GBR,General Retail and Wholesale,733.2,S & P EQUIPMENT
FCOGPC2015110668,16/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,ESP,Professional Services,"1,168.67",FEVYMAR
FCOGPC2015110669,16/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,ESP,Professional Services,"1,168.67",FEVYMAR
FCOGPC2015110670,16/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,ESP,Professional Services,"1,169.54",FEVYMAR
FCOGPC2015110646,16/11/2015,"QUICK COPY,REPRODUCTION AND BLUEPRINTING SERVICES",CZE,"Office Stationery, equipment and supplies",597.53,XCOPY
FCOGPC2015110652,16/11/2015,TELECOM INCL PREPAID/RECURRING PHONE SVCS,LCA,Telecommunication Services,664.88,CABLE & WIRELESS C'BBE
FCOGPC2015110661,16/11/2015,TOURIST ATTRACTIONS AND EXHIBITS,SGP,Leisure Activities,856.85,KINGSMEN EXHIBITS PTE
FCOGPC2015110639,16/11/2015,TRAVEL,CAN,Airline,525.22,AIRLINE
FCOGPC2015110641,16/11/2015,TRAVEL,CAN,Airline,528.13,AIRLINE
FCOGPC2015110643,16/11/2015,TRAVEL,BEL,Airline,554.11,AIRLINE
FCOGPC2015110663,16/11/2015,TRAVEL,ESP,Airline,972.36,AIRLINE
FCOGPC2015110653,16/11/2015,TRAVEL AGENCIES,IND,Travel Agencies,685.89,DNATA
FCOGPC2015110658,16/11/2015,TRAVEL AGENCIES,EGY,Travel Agencies,778.9,MAGI TOURS
FCOGPC2015110662,16/11/2015,TRAVEL AGENCIES,ISR,Travel Agencies,870.98,E I SERVICES LTD
FCOGPC2015110671,16/11/2015,TRAVEL AGENCIES,EGY,Travel Agencies,"1,214.65",MAGI TOURS
FCOGPC2015110674,16/11/2015,TRAVEL AGENCIES,EGY,Travel Agencies,"1,449.36",MAGI TOURS
FCOGPC2015110675,16/11/2015,TRAVEL AGENCIES,EGY,Travel Agencies,"2,708.14",MAGI TOURS
FCOGPC2015110734,17/11/2015,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",AUS,"Vehicles, servicing and spares","1,812.95",LENNOCK MOTORS
FCOGPC2015110677,17/11/2015,"BANDS, ORCHESTRAS, & MISC ENTRTNRS-NOT ELSWHR CLAS",USA,Leisure Activities,520.35,SQ MONSTER SOUND PROD
FCOGPC2015110694,17/11/2015,BOOK STORES,GBR,Books and Periodicals,695,BANGOR UNIVERSITY
FCOGPC2015110682,17/11/2015,"BUILDING MATERIALS, LUMBER STORES",ISR,Building Materials,546.24,BENI
FCOGPC2015110725,17/11/2015,"BUILDING MATERIALS, LUMBER STORES",ISR,Building Materials,"1,213.86",BENI
FCOGPC2015110693,17/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,FIN,Miscellaneous Industrial/Commercial Supplies,677.28,IZ SAHKO-HAKALA O
FCOGPC2015110701,17/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,FIN,Miscellaneous Industrial/Commercial Supplies,802.83,IZ SAHKO-HAKALA O
FCOGPC2015110706,17/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,FIN,Miscellaneous Industrial/Commercial Supplies,835.28,IZ SAHKO-HAKALA O
FCOGPC2015110731,17/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,"1,362.43",O-REILLY CONFERENCE
FCOGPC2015110733,17/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,"1,602.90",RADA ENTERPRISES LTD
FCOGPC2015110735,17/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,SGP,Miscellaneous Industrial/Commercial Supplies,"2,340.76",CPP ASIA PACIFIC (VPT)
FCOGPC2015110696,17/11/2015,CARPENTRY CONTRACTORS,NPL,Building Services,714.58,B.K SHRESTHA & BUILDER
FCOGPC2015110695,17/11/2015,CATERERS,SGP,Catering and Catering Supplies,705.13,ORANGE CLOVE CATERING
FCOGPC2015110697,17/11/2015,CATERERS,GBR,Catering and Catering Supplies,756,ALISON PRICE AND COMPA
FCOGPC2015110704,17/11/2015,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,MEX,Mail Order / Direct Selling,828.15,ASEO INSTITUCIONAL DEL
FCOGPC2015110707,17/11/2015,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,ARG,Mail Order / Direct Selling,838.32,WWW.MERCADOPAGO.COM.AR
FCOGPC2015110724,17/11/2015,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",MEX,General Retail and Wholesale,"1,213.16",CORT HOLLAND & SHERRY
FCOGPC2015110689,17/11/2015,ELECTRICAL PARTS AND EQUIPMENT,JOR,Building Materials,618.99,PHOTON HOME APPLIANCES
FCOGPC2015110684,17/11/2015,ELECTRONIC REPAIR SHOPS,ISR,General Retail and Wholesale,566.47,AMI SEROTAY HASMEL
FCOGPC2015110686,17/11/2015,ELECTRONIC SALES,HUN,General Retail and Wholesale,583.55,EXTREME DIGITAL
FCOGPC2015110678,17/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",TUR,General Retail and Wholesale,531.81,IKEA-MAPA MOB.AKS.PAZ.
FCOGPC2015110700,17/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,792.44,DIPLOMATIC MISSION SUP
FCOGPC2015110723,17/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ARE,General Retail and Wholesale,"1,177.67",B O C CONCEPT FUR-AUH
FCOGPC2015110732,17/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,"1,428.44",S.E.T.I. JORDAN LTD
FCOGPC2015110721,17/11/2015,"FUEL DEALERS-COAL, FUEL OIL, LIQ PETROLEUM, WOOD",FRA,Utilities and Non Automotive Fuel,"1,131.67",C P E
FCOGPC2015110720,17/11/2015,"FURNITURE-REUPHOLSTERY AND REPAIR, REFINISHING",UKR,Miscellaneous Industrial/Commercial Supplies,"1,113.21",FOPAVRMENKOMI56S3Y4WNU
FCOGPC2015110722,17/11/2015,"GROCERY STORES, SUPERMARKETS",TTO,General Retail and Wholesale,"1,136.37",MASSY DISTRIBUTORS
FCOGPC2015110691,17/11/2015,HARDWARE STORES,ARG,General Retail and Wholesale,629.75,BOMBAS SANITARIOS EMB
FCOGPC2015110699,17/11/2015,HOME SUPPLY WAREHOUSE STORES,FRA,General Retail and Wholesale,792.17,ESTELLE PRESTON
FCOGPC2015110687,17/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,591,ACCOMODATION PROVIDER
FCOGPC2015110688,17/11/2015,HOTELS/MOTELS/RESORTS ,USA,Hotels,592.35,ACCOMODATION PROVIDER
FCOGPC2015110692,17/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,675.75,ACCOMODATION PROVIDER
FCOGPC2015110703,17/11/2015,HOTELS/MOTELS/RESORTS ,TTO,Hotels,826.64,ACCOMODATION PROVIDER
FCOGPC2015110708,17/11/2015,HOTELS/MOTELS/RESORTS ,TTO,Hotels,873.58,ACCOMODATION PROVIDER
FCOGPC2015110709,17/11/2015,HOTELS/MOTELS/RESORTS ,COL,Hotels,880.01,ACCOMODATION PROVIDER
FCOGPC2015110718,17/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,077.30",ACCOMODATION PROVIDER
FCOGPC2015110728,17/11/2015,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,354.07",ACCOMODATION PROVIDER
FCOGPC2015110729,17/11/2015,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,354.07",ACCOMODATION PROVIDER
FCOGPC2015110730,17/11/2015,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,354.07",ACCOMODATION PROVIDER
FCOGPC2015110736,17/11/2015,HOTELS/MOTELS/RESORTS ,QAT,Hotels,"2,681.11",ACCOMODATION PROVIDER
FCOGPC2015110737,17/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"6,900",ACCOMODATION PROVIDER
FCOGPC2015110738,17/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"8,970.63",ACCOMODATION PROVIDER
FCOGPC2015110739,17/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"8,970.63",ACCOMODATION PROVIDER
FCOGPC2015110717,17/11/2015,MISCELLANEOUS GENERAL MERCHANDISE,NGA,General Retail and Wholesale,"1,049.38",SIMCARE NIG LTD
FCOGPC2015110714,17/11/2015,MISCELLANEOUS REPAIR SHOPS AND RELATED SERVICES,NGA,Miscellaneous Industrial/Commercial Supplies,916.99,07613300000H049
FCOGPC2015110727,17/11/2015,MOTOR VEHICLE SUPPLIES AND NEW PARTS,NGA,"Vehicles, servicing and spares","1,345.82",2011LA034421614
FCOGPC2015110698,17/11/2015,OFFICE AND COMMERCIAL FURNITURE,ZMB,"Office Stationery, equipment and supplies",780.81,SOUTHGATE INVESTMENTS
FCOGPC2015110715,17/11/2015,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",IRL,"Office Stationery, equipment and supplies",935.62,AMALGAMATED COMPUTER S
FCOGPC2015110716,17/11/2015,"OPTICIANS,OPTICAL GOODS & EYEGLASSES",MAR,Medical Supplies and Services,"1,041.66",RAYON OPTIQUE
FCOGPC2015110676,17/11/2015,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GBR,Clubs/Associations/Organisations,509,RICS SUBS UK CYBS
FCOGPC2015110683,17/11/2015,"PACKAGE STORES, BEER, WINE, LIQUOR",EST,General Retail and Wholesale,555.3,VABRIK VINOTEEK WINE O
FCOGPC2015110710,17/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,CAN,Professional Services,902.15,SQ SAFETY GUYS WORKPL
FCOGPC2015110719,17/11/2015,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,"1,077.78",AMERICAN MGMT ASSOC
FCOGPC2015110726,17/11/2015,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,ZAF,Training and Educational,"1,251.02",TORQUE - IT
FCOGPC2015110713,17/11/2015,"SCHOOLS, BUSINESS AND SECRETARIAL",GBR,Training and Educational,916.8,ACTIVIA LTD
FCOGPC2015110679,17/11/2015,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,NOR,"Office Stationery, equipment and supplies",537.45,STAPLES RETAIL NORWAY
FCOGPC2015110690,17/11/2015,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,PER,Telecommunication Services,620.99,CLARO
FCOGPC2015110702,17/11/2015,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,NZL,Telecommunication Services,813.97,VODAFONE LAMBTON QUAY
FCOGPC2015110705,17/11/2015,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,TUN,Telecommunication Services,830.52,ORANGE TUNISIE SA
FCOGPC2015110685,17/11/2015,TRAVEL,GBR,Airline,568.56,AIRLINE
FCOGPC2015110681,17/11/2015,TRAVEL AGENCIES,IND,Travel Agencies,544.95,DNATA
FCOGPC2015110680,17/11/2015,TRAVEL AGENCIES  ,NLD,Travel Agencies,540.76,SPIDO BV
FCOGPC2015110711,17/11/2015,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",TTO,Utilities and Non Automotive Fuel,907.64,T & TEC
FCOGPC2015110712,17/11/2015,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",TTO,Utilities and Non Automotive Fuel,907.64,T & TEC
FCOGPC2015110795,18/11/2015,ADVERTISING SERVICES,USA,Print and advertising,"1,150.71",ORANGE PHOTOGRAPHY
FCOGPC2015110764,18/11/2015,"AUTOMOTIVE PARTS, ACCESSORIES STORES",MNE,"Vehicles, servicing and spares",782.39,ALLIANCE
FCOGPC2015110786,18/11/2015,BOOK STORES,TUR,Books and Periodicals,"1,029.70",SANAT KIRTASIYE REKLAM
FCOGPC2015110767,18/11/2015,"BUILDING MATERIALS, LUMBER STORES",UKR,Building Materials,809.65,MANDERS
FCOGPC2015110801,18/11/2015,"BUILDING MATERIALS, LUMBER STORES",UKR,Building Materials,"1,230.67",MANDERS
FCOGPC2015110812,18/11/2015,"BUILDING MATERIALS, LUMBER STORES",UKR,Building Materials,"1,457.38",MANDERS
FCOGPC2015110813,18/11/2015,"BUILDING MATERIALS, LUMBER STORES",UKR,Building Materials,"1,457.38",MANDERS
FCOGPC2015110760,18/11/2015,BUS LINES,ARG,Travel - Air/Rail/Road,700.16,PATAGONIA VERDE
FCOGPC2015110741,18/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,HUN,Miscellaneous Industrial/Commercial Supplies,511.44,WWW.HUNGAROPRESS.HU
FCOGPC2015110753,18/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,597.6,UBIQUS UK LIMITED
