Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Information Services,WILLIAMS LEA LIMITED,2000312674,"3,807.00",PLAIN CONTINUOUS LISTING PAPER 90GSM,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Machine Consumables ,Information Services,WILLIAMS LEA LIMITED,2000312674,-0.89,PLAIN CONTINUOUS LISTING PAPER 90GSM,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Information Services,WILLIAMS LEA LIMITED,2000312674,"2,521.08",9 LIVES BUSINESS 90gsm A4,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,0.67,9 LIVES BUSINESS 90gsm A4,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non Secured stock ,Operations,WILLIAMS LEA LIMITED,2000312674,"28,036.22",PLAIN REEL,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"1,123.22",HARMONISED REGISTRATION CERTIFICATE - NI,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.42,HARMONISED REGISTRATION CERTIFICATE - NI,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non Secured stock ,Operations,WILLIAMS LEA LIMITED,2000312674,681.88,Wheelclamping window sticker - Bilingual,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.02,Wheelclamping window sticker - Bilingual,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non Secured stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,"7,599.80",TYR-RENEWAL REMINDER,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,-0.01,TYR-RENEWAL REMINDER,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non Secured stock ,Operations,WILLIAMS LEA LIMITED,2000312674,"1,634.40",REMINDER TO LGV/PCV DRIVERS,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,0.07,REMINDER TO LGV/PCV DRIVERS,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Information Services,WILLIAMS LEA LIMITED,2000312674,"1,440.00",FIZZ VANILLA 100gsm (CUT) SRA3,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Machine Consumables ,Information Services,WILLIAMS LEA LIMITED,2000312674,-0.28,FIZZ VANILLA 100gsm (CUT) SRA3,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"3,857.40",CREDIT NOTE FOR ISSUE WITH CLF301/1.,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.98,CREDIT NOTE FOR ISSUE WITH CLF301/1.,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,907.88,PAD - VEH. NOTIFICATION & TAXATION,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,0.02,PAD - VEH. NOTIFICATION & TAXATION,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"14,123.77",VEHICLE LICENCE DISC,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.74,VEHICLE LICENCE DISC,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"2,492.64",Notes on Your Driving Licence,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-422.65,Notes on Your Driving Licence,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"1,237.66",CUSTOMER COMPLAINTS CASE FILE,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"3,131.90",VEHICLE LICENCE DISC,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.07,VEHICLE LICENCE DISC,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"3,131.90",VEHICLE LICENCE DISC,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.07,VEHICLE LICENCE DISC,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non Secured stock ,Operations,WILLIAMS LEA LIMITED,2000312674,"26,176.08",PLAIN REEL,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Information Services,WILLIAMS LEA LIMITED,2000312674,900.43,ACTION REQUEST,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,0.03,ACTION REQUEST,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"3,120.00",TRANSFERRING A VEHICLE REGISTRATION,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.1,TRANSFERRING A VEHICLE REGISTRATION,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"2,614.68",RETENTION DOCUMENT RENEWAL REMINDER,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-1.04,RETENTION DOCUMENT RENEWAL REMINDER,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"2,049.22",REFUND APPLICATION FORM,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.62,REFUND APPLICATION FORM,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,963.84,V300NIOCT2013,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,-0.05,V300NIOCT2013,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,963.84,V300NINOV2013,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,-0.05,V300NINOV2013,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,963.84,V300NIDEC2013,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,-0.04,V300NIDEC2013,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"14,809.38",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.77,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Information Services,WILLIAMS LEA LIMITED,2000312674,"4,943.58",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"2,197.35",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"2,197.35",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,439.74,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,439.72,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non Secured stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,33.22,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non Secured stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,"6,609.98",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,-5.54,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,"-1,101.23",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Information Services,WILLIAMS LEA LIMITED,2000312674,"3,805.60",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Machine Consumables ,Information Services,WILLIAMS LEA LIMITED,2000312674,-0.46,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non Secured stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,33.22,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non Secured stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,"6,609.98",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,-5.54,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,"-1,101.23",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,479.43,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,479.43,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.01,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.03,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Information Services,WILLIAMS LEA LIMITED,2000312674,"4,944.24",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Information Services,WILLIAMS LEA LIMITED,2000312674,-0.66,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,"1,883.64",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,0.35,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,885.6,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.02,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,"1,927.68",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,-139.2,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,"1,927.68",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,-139.2,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,"1,686.72",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,-121.8,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,"1,686.72",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,-121.8,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,"1,686.72",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000312674,-121.8,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,20.86,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,27.82,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,987.64,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000312674,260.82,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,0.01,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000312674,-0.01,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Subsistence UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000314594,"12,194.68",,SK4 2RZ
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Travel Expenses UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000314594,131.52,,SK4 2RZ
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Secured Stock,Operations,MBA GROUP LTD,2000314599,"1,311.35",PLAIN MANILLA WALLET ENVELOPE 114 X 162,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Printing Stock ,Operations,MBA GROUP LTD,2000314599,57.06,PLAIN MANILLA WALLET ENVELOPE 114 X 162,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Non Secured stock ,Operations,MBA GROUP LTD,2000314599,"1,044.00",162 x 229mm manila with window,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Printing Stock ,Operations,MBA GROUP LTD,2000314599,-0.07,162 x 229mm manila with window,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Secured Stock,Operations,MBA GROUP LTD,2000314599,"1,518.72",,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Printing Stock ,Operations,MBA GROUP LTD,2000314599,-0.67,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Secured Stock,Operations,MBA GROUP LTD,2000314599,865.34,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Printing Stock ,Operations,MBA GROUP LTD,2000314599,-0.62,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Secured Stock,Information Services,MBA GROUP LTD,2000314599,"3,118.54",,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Printing Stock ,Information Services,MBA GROUP LTD,2000314599,-0.04,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,04.12.2012,IT Equipment Capital Cost,Operations,FUTRONICS LTD,2000314611,"24,000.00",,TN15 7RS
Department for Transport,Driver and Vehicle Licensing Agency,01.12.2012,Veh Hire/Lse st <1yr,Finance & Strategy,ENTERPRISE RENT A CAR LTD,2000314616,"19,492.96",,TW20 8RX
Department for Transport,Driver and Vehicle Licensing Agency,01.12.2012,Veh Hire/Lse st <1yr,Finance & Strategy,ENTERPRISE RENT A CAR LTD,2000314616,0.48,,TW20 8RX
Department for Transport,Driver and Vehicle Licensing Agency,04.12.2012,Info Broker Costs,Operations,Experian Limited,2000314618,"38,979.00",,NG80 1TH
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Medical Advisory Service,Human Resource & Estates,EMPLOYEE ADVISORY RESOURCE LTD,2000314629,"4,096.41",,W4 5YB
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Non Secured stock ,Information Services,WILLIAMS LEA LIMITED,2000314633,"5,341.50",EU3D DRIVING LICENCE INSERT - BILINGUAL,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Non Secured stock ,Information Services,WILLIAMS LEA LIMITED,2000314633,"5,341.50",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Printing Stock ,Information Services,WILLIAMS LEA LIMITED,2000314633,1.3,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,04.12.2012,IT Equipment Capital Cost,Operations,FUTRONICS LTD,2000316515,"140,460.00",,TN15 7RS
Department for Transport,Driver and Vehicle Licensing Agency,04.12.2012,Estates PFI Unitary Service Charge,Finance & Strategy,TELEREAL TRILLIUM,2000316518,"234,004.66",,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,04.12.2012,Estates PFI Unitary Service Charge,Finance & Strategy,TELEREAL TRILLIUM,2000316518,"1,702,340.64",,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,04.12.2012,Secured Stock,Information Services,OFFICE DEPOT UK LIMITED,2000316520,"7,084.80",RM WHITE A4 STEINBEIS TREND SWANSEA,SP10 4BA
Department for Transport,Driver and Vehicle Licensing Agency,07.12.2012,Machinery Rental,Operations,PITNEY BOWES,2000316522,591.12,,CM19 5LS
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Machinery Maintenance,Operations,OCE (UK) LTD,2000316525,"11,327.82",,CM14 4DZ
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000316533,"2,468.21",VEHICLE LICENCE APPLICATION,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Secured Stock,Operations,WILLIAMS LEA LIMITED,2000316533,"2,468.21",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000316533,0.26,VEHICLE LICENCE APPLICATION,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000316533,0.26,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Cash Carrying Services,Finance & Strategy,POST OFFICE LTD,2000316534,"11,987.00",,EC1V 9HQ
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Cash Carrying Services,Finance & Strategy,POST OFFICE LTD,2000316534,-90,,EC1V 9HQ
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Car Parking,Finance & Strategy,BESTWAY CASH AND CARRY,2000324018,"4,150.69",,SA6 8QD
Department for Transport,Driver and Vehicle Licensing Agency,02.12.2012,Car Parking,Finance & Strategy,BESTWAY CASH AND CARRY,2000324018,88.31,,SA6 8QD
Department for Transport,Driver and Vehicle Licensing Agency,04.12.2012,Hospitality,Finance & Strategy,TELEREAL TRILLIUM,2000324021,"5,833.96",,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,07.12.2012,Freight Charges,Finance & Strategy,PARCELFORCE WORLDWIDE,2000324026,"3,271.54",,BL4 9XX
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Secured Stock,Operations,FT PRINT SOLUTIONS,2000325945,"1,659.00",,WV4 6QE
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Professional Services,Information Services,UK PASSPORT SERVICES,2000325952,"11,401.06",,NP20 1XA
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Professional Services,Information Services,UK PASSPORT SERVICES,2000325952,"-1,900.18",,NP20 1XA
Department for Transport,Driver and Vehicle Licensing Agency,08.12.2012,Courier Charges ,Operations,DX SECURE LIMITED,2000325960,"25,977.75",,NN3 6YG
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Subsistence UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000328646,"10,790.48",,SK4 2RZ
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Subsistence UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000328646,0.01,,SK4 2RZ
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Travel Expenses UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000328646,666.53,,SK4 2RZ
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Recruitment,Human Resource & Estates,SAVILLE CONSULTING UK LTD,2000328654,708,,KT10 9PN
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Recruitment,Human Resource & Estates,SAVILLE CONSULTING UK LTD,2000328654,612,,KT10 9PN
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Telephone charges,Information Services,VIRGIN MEDIA BUSINESS LTD,2000328656,247.66,,BD4 8YD
Department for Transport,Driver and Vehicle Licensing Agency,03.12.2012,Telephone charges,Information Services,VIRGIN MEDIA BUSINESS LTD,2000328656,"4,593.96",,BD4 8YD
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Agency Staff Costs,Information Services,VEGA CONSULTING SERVICES LTD,2000328657,"10,560.00",,BS16 1EJ
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Agency Staff Costs,Information Services,VEGA CONSULTING SERVICES LTD,2000328657,"18,240.00",,BS16 1EJ
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Agency Staff Costs,Information Services,VEGA CONSULTING SERVICES LTD,2000328657,"17,280.00",,BS16 1EJ
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Agency Staff Costs,Information Services,VEGA CONSULTING SERVICES LTD,2000328657,"-2,880.00",,BS16 1EJ
Department for Transport,Driver and Vehicle Licensing Agency,11.12.2012,Machinery Maintenance,Operations,KODAK LTD,2000330743,"13,228.00",,HP2 7YU
Department for Transport,Driver and Vehicle Licensing Agency,11.12.2012,Machinery Maintenance,Operations,KODAK LTD,2000330743,"37,038.00",,HP2 7YU
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000330744,"4,197,170.65",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Office Equipment (non-capital),Operations,IBM UNITED KINGDOM LTD,2000330744,"3,000.00",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000330744,"-123,652.65",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Computer Equipment Service Charge,Operations,IBM UNITED KINGDOM LTD,2000330744,"17,262.34",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Computer Equipment Service Charge,Operations,IBM UNITED KINGDOM LTD,2000330744,89.29,,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000330744,"-305,000.00",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000330744,"651,813.71",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000330744,"1,553,862.33",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000330744,"274,057.46",,PO6 3AE
Department for Transport,Driver and Vehicle Licensing Agency,10.12.2012,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000330748,"10,500.34",,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000330759,"6,854.82",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000330759,"25,460.74",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000330759,0.01,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000330759,"9,372.91",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000330759,-0.91,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000330759,"5,875.56",,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,09.12.2012,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000330759,-0.25,,NR3 1PD
Department for Transport,Driver and Vehicle Licensing Agency,11.12.2012,Machinery Maintenance,Operations,OCE (UK) LTD,2000332558,"1,238.12",,CM14 4DZ
Department for Transport,Driver and Vehicle Licensing Agency,11.12.2012,Training,Human Resource & Estates,BRAY LEINO LEARNING,2000332561,525,,EX31 3TA
Department for Transport,Driver and Vehicle Licensing Agency,14.12.2012,Property Maintenance,Finance & Strategy,TELEREAL TRILLIUM,2000334498,"2,021.25",,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,14.12.2012,Property Maintenance,Finance & Strategy,TELEREAL TRILLIUM,2000334498,"29,971.83",,LS11 9DX
Department for Transport,Driver and Vehicle Licensing Agency,15.12.2012,Stationery (Non-stock),Finance & Strategy,HARVEYS LTD,2000334499,696,WINDSCREEN CARD HOLDERS,EH20 9SX
