EXAMPLES OF ePC EXPENDITURE,,,,
,,,,
MODGPC00185770,12/12/2017,Government, GOV'T SERV - DEFAULT,"£3,199.00"
MODGPC00185771,12/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£7,087.16"
MODGPC00185772,12/12/2017,Business To Business Services, MISC PUBLISHING & PRINTING,"£4,646.40"
MODGPC00185773,12/12/2017,Government, GOV'T SERV - DEFAULT,£724.80
MODGPC00185774,12/12/2017,Clothing/Uniform Services, DRY CLEANERS,"£4,989.60"
MODGPC00185775,12/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£914.92
MODGPC00185776,12/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£506.82
MODGPC00185777,12/12/2017,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,£516.99
MODGPC00185779,12/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£1,188.00"
MODGPC00185780,12/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£654.00
MODGPC00185781,12/12/2017,Clothing/Shoes/Uniforms, SHOE STORES,"£1,199.94"
MODGPC00185782,12/12/2017,Retail, SPORTS/RIDING APPAREL STORES,"£2,129.00"
MODGPC00185784,12/12/2017,Retail, ELECTRONICS STORES,"£1,207.20"
MODGPC00185785,12/12/2017,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£1,060.00"
MODGPC00185787,12/12/2017,Other Supplies, CATALOG MERCHANT,"£1,374.50"
MODGPC00185788,12/12/2017,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,£593.82
MODGPC00185789,12/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£46,740.00"
MODGPC00184706,11/12/2017,Equipment And Furniture, TELECOMMUNICATION EQUIPMENT,"£1,229.28"
MODGPC00184893,11/12/2017,Retail, GROCERY STORES/SUPERMARKETS,£525.00
MODGPC00185056,11/12/2017,Auto/Vehicle Rentals, EUROP CAR,£561.97
MODGPC00185068,11/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,£977.23
MODGPC00185069,11/12/2017,Eating And Drinking Places, BARS/TAVERNS/LOUNGES/DISCOS,"£1,298.00"
MODGPC00185077,11/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£716.92
MODGPC00185080,11/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,"£1,549.03"
MODGPC00185082,11/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,"£1,641.47"
MODGPC00185083,11/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,"£2,038.06"
MODGPC00185084,11/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,"£1,694.56"
MODGPC00185085,11/12/2017,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,"£1,436.92"
MODGPC00185086,11/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,"£1,106.58"
MODGPC00185210,11/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£886.00
MODGPC00185229,11/12/2017,Entertainment, THEATRICAL PRODUCERS,£655.00
MODGPC00185716,11/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£4,000.00"
MODGPC00185740,11/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£2,655.80"
MODGPC00185741,11/12/2017,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,£610.56
MODGPC00185743,11/12/2017,Professional Services, DETECTIVE/PROTECTIVE AGEN,£968.66
MODGPC00185749,11/12/2017,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,"£1,470.88"
MODGPC00185750,11/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£3,635.28"
MODGPC00185752,11/12/2017,Facilities/Repair Services, ELECTRICAL CONTRACTORS,£653.40
MODGPC00185753,11/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£605.84
MODGPC00185754,11/12/2017,Miscellaneous, MISC PERSONAL SERV - DEF,£900.00
MODGPC00185755,11/12/2017,Medical, MED/HEALTH SERVICES - DEF,£680.00
MODGPC00185756,11/12/2017,Miscellaneous, MISC PERSONAL SERV - DEF,£942.00
MODGPC00185757,11/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,455.03"
MODGPC00185758,11/12/2017,Facilities/Repair Supplies, HARDWARE STORES,£503.93
MODGPC00185759,11/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£838.68
MODGPC00185762,11/12/2017,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,"£1,536.00"
MODGPC00185764,11/12/2017,Business To Business Services, MISC PUBLISHING & PRINTING,"£1,208.27"
MODGPC00185778,11/12/2017,Government, SCHOOLS - DEFAULT,"£1,534.00"
MODGPC00185783,11/12/2017,Miscellaneous, CONTINUITY/SUBSCRIPTION MERCHT,£560.00
MODGPC00185791,11/12/2017,Business Expenses/Services, STATIONERY STORES,"£3,641.63"
MODGPC00185792,11/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£836.40
MODGPC00185793,11/12/2017,Eating And Drinking Places, RESTAURANTS,£756.14
MODGPC00185794,11/12/2017,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,£595.14
MODGPC00185797,11/12/2017,Retail, SPORTING GOODS STORES,"£4,884.00"
MODGPC00185798,11/12/2017,Government, GOV'T SERV - DEFAULT,"£2,926.82"
MODGPC00185799,11/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£5,628.00"
MODGPC00185800,11/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£600.00
MODGPC00185801,11/12/2017,Clothing/Uniform Services, DRY CLEANERS,£529.74
MODGPC00185802,11/12/2017,Health Services And Supplies, HEARING AID/SALES/SERVICE,£966.60
MODGPC00185803,11/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,000.00"
MODGPC00185804,11/12/2017,Government, SCHOOLS - DEFAULT,"£2,220.00"
MODGPC00185805,11/12/2017,Government, SCHOOLS - DEFAULT,"£2,220.00"
MODGPC00185806,11/12/2017,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,"£3,202.72"
MODGPC00185807,11/12/2017,Clothing/Shoes/Uniforms, MISC APPAREL/ACCESS STORES,£609.49
MODGPC00185808,11/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£3,231.20"
MODGPC00185809,11/12/2017,Government, SCHOOLS - DEFAULT,"£3,097.80"
MODGPC00185810,11/12/2017,Government, SCHOOLS - DEFAULT,£630.00
MODGPC00185811,11/12/2017,Retail, SPORTS/RIDING APPAREL STORES,£852.50
MODGPC00185812,11/12/2017,Miscellaneous, CONTINUITY/SUBSCRIPTION MERCHT,"£2,335.75"
MODGPC00185814,11/12/2017,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£4,728.00"
MODGPC00185815,11/12/2017,Facilities/Repair Services, SPEC CONTRACTORS - DEFAULT,"£3,120.00"
MODGPC00185816,11/12/2017,Government, SCHOOLS - DEFAULT,"£3,480.00"
MODGPC00185817,11/12/2017,Government, SCHOOLS - DEFAULT,"£3,480.00"
MODGPC00185818,11/12/2017,Government, SCHOOLS - DEFAULT,"£3,480.00"
MODGPC00185819,11/12/2017,Government, SCHOOLS - DEFAULT,£544.20
MODGPC00185820,11/12/2017,Government, SCHOOLS - DEFAULT,£544.20
MODGPC00185821,11/12/2017,Retail, SPORTING GOODS STORES,"£4,884.00"
MODGPC00185822,11/12/2017,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£28,900.00"
MODGPC00185823,11/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£9,650.20"
MODGPC00185824,11/12/2017,Professional Services, DETECTIVE/PROTECTIVE AGEN,"£2,931.98"
MODGPC00185825,11/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£970.06
MODGPC00185826,11/12/2017,Government, SCHOOLS - DEFAULT,"£5,358.99"
MODGPC00185828,11/12/2017,Other Supplies, MISC SPECIALTY RETAIL,£549.00
MODGPC00185829,11/12/2017,Professional Services, TAX PREPARATION SERVICE,"£3,000.00"
MODGPC00185830,11/12/2017,Professional Services, TAX PREPARATION SERVICE,"£3,600.00"
MODGPC00185831,11/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£909.60
MODGPC00185832,11/12/2017,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£1,679.50"
MODGPC00185833,11/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£2,070.00"
MODGPC00185834,11/12/2017,Professional Services, COMPUTER PROGRAM/SYS DESIGN,"£1,074.00"
MODGPC00185835,11/12/2017,Other Supplies," GIFT, CARD, NOVELTY STORES",£799.00
MODGPC00185836,11/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£1,970.00"
MODGPC00185837,11/12/2017,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,£711.70
MODGPC00185838,11/12/2017,Other Supplies, MISC GENERAL MERCHANDISE,"£1,375.80"
MODGPC00185839,11/12/2017,Retail, GROCERY STORES/SUPERMARKETS,£588.30
MODGPC00185912,11/12/2017,Facilities/Repair Supplies, FLOOR COVERING STORES,"£3,733.70"
MODGPC00185242,10/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£1,198.00"
MODGPC00185689,10/12/2017,Auto/Vehicle Rentals, AVIS RENT-A-CAR,"£2,701.96"
MODGPC00185706,10/12/2017,Auto/Vehicle Rentals, HERTZ RENT-A-CAR,£542.29
MODGPC00185795,10/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£706.72
MODGPC00185796,10/12/2017,Business To Business Eqpt/Furn, BOOK STORES,"£1,734.41"
MODGPC00185971,10/12/2017,Auto/Vehicle Rentals, AUTOMOBILE RENTAL AGENCY,"£1,151.17"
MODGPC00185708,09/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£3,939.94"
MODGPC00185760,09/12/2017,Utilities, CABLE/PAY TV SERVICES,"£2,991.06"
MODGPC00185761,09/12/2017,Utilities, CABLE/PAY TV SERVICES,"£3,360.00"
MODGPC00185813,09/12/2017,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£2,202.00"
MODGPC00185641,08/12/2017,Government, SCHOOLS - DEFAULT,"£1,914.00"
MODGPC00185642,08/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£848.00
MODGPC00185643,08/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£2,258.51"
MODGPC00185644,08/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£5,000.00"
MODGPC00185645,08/12/2017,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,£990.00
MODGPC00185646,08/12/2017,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,"£2,401.27"
MODGPC00185647,08/12/2017,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,"£3,766.92"
MODGPC00185648,08/12/2017,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,"£2,240.06"
MODGPC00185649,08/12/2017,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,"£2,407.18"
MODGPC00185650,08/12/2017,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,£658.94
MODGPC00185651,08/12/2017,Business Expenses/Services, COURIER SERVICES,£549.30
MODGPC00185652,08/12/2017,Auto/Vehicle Expenses, AUTOMOTIVE TIRE STORES,£821.19
MODGPC00185653,08/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£2,063.91"
MODGPC00185654,08/12/2017,Other Supplies, MISC SPECIALTY RETAIL,£854.82
MODGPC00185655,08/12/2017,Auto/Vehicle Rentals, BUDGET RENT-A-CAR,"£5,395.66"
MODGPC00185656,08/12/2017,Auto/Vehicle Rentals, BUDGET RENT-A-CAR,"£2,432.03"
MODGPC00185657,08/12/2017,Retail, GROCERY STORES/SUPERMARKETS,£675.00
MODGPC00185658,08/12/2017,Retail, SPORTS/RIDING APPAREL STORES,£747.82
MODGPC00185659,08/12/2017,Business To Business Services, MISC PUBLISHING & PRINTING,£840.66
MODGPC00185660,08/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£1,123.20"
MODGPC00185661,08/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£2,101.00"
MODGPC00185662,08/12/2017,Government, GOV'T SERV - DEFAULT,"£7,150.20"
MODGPC00185663,08/12/2017,Government, SCHOOLS - DEFAULT,"£8,340.00"
MODGPC00185664,08/12/2017,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,"£1,560.84"
MODGPC00185665,08/12/2017,Clothing/Uniform Services, LAUNDRIES-FAMILY/COMMERCIAL,"£1,948.94"
MODGPC00185666,08/12/2017,Other Supplies," GIFT, CARD, NOVELTY STORES",£940.00
MODGPC00185667,08/12/2017,Other Supplies, DEPARTMENT STORES,"£1,338.78"
MODGPC00185668,08/12/2017,Utilities, UTILITIES/ELEC/GAS/H2O/SANI,£883.20
MODGPC00185670,08/12/2017,Facilities Maintenance, CLEAN/MAINT/JANITORAL SERV,£891.46
MODGPC00185671,08/12/2017,Retail, SPORTING GOODS STORES,"£2,011.57"
MODGPC00185672,08/12/2017,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,£540.68
MODGPC00185673,08/12/2017,Eating And Drinking Places, RESTAURANTS,"£4,533.32"
MODGPC00185675,08/12/2017,Facilities/Repair Supplies, HARDWARE STORES,"£4,564.28"
MODGPC00185676,08/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,779.16"
MODGPC00185677,08/12/2017,Miscellaneous, CIVIC/SOCIAL/FRATERNAL ASSC,£672.22
MODGPC00185678,08/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,671.63"
MODGPC00185679,08/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£658.02
MODGPC00185680,08/12/2017,Clothing/Uniform Services, LAUNDRIES-FAMILY/COMMERCIAL,"£1,623.22"
MODGPC00185682,08/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£9,424.08"
MODGPC00185683,08/12/2017,Caterers Food, CATERERS,"£3,634.80"
MODGPC00185684,08/12/2017,Caterers Food, CATERERS,£950.40
MODGPC00185685,08/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,£937.55
MODGPC00185686,08/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,260.26"
MODGPC00185687,08/12/2017,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,£924.80
MODGPC00185690,08/12/2017,Facilities Maintenance, CLEAN/MAINT/JANITORAL SERV,"£1,460.16"
MODGPC00185691,08/12/2017,Professional Services, PROFESSIONAL SERVICES - DEF,"£5,170.80"
MODGPC00185692,08/12/2017,Clothing/Uniform Services, DRY CLEANERS,£876.00
MODGPC00185693,08/12/2017,Facilities/Repair Supplies, BICYCLE SHOPS/SALES/SERVICE,£625.00
MODGPC00185694,08/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£1,399.37"
MODGPC00185695,08/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£3,654.51"
MODGPC00185696,08/12/2017,Government, GOV'T SERV - DEFAULT,"£1,517.27"
MODGPC00185697,08/12/2017,Government, GOV'T SERV - DEFAULT,"£2,157.60"
MODGPC00185698,08/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£3,045.60"
MODGPC00185699,08/12/2017,Clothing/Shoes/Uniforms, SHOE STORES,"£1,655.70"
MODGPC00185700,08/12/2017,Miscellaneous, VETERINARY SERVICES,£511.48
MODGPC00185701,08/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£2,134.94"
MODGPC00185702,08/12/2017,Business To Business Eqpt/Furn, BOOK STORES,"£4,772.80"
MODGPC00185703,08/12/2017,Clothing/Shoes/Uniforms, MEN/BOYS CLOTHING/ACC STORES,£715.26
MODGPC00185704,08/12/2017,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,"£2,311.20"
MODGPC00185705,08/12/2017,Clothing/Uniform Services, DRY CLEANERS,"£4,989.60"
MODGPC00185707,08/12/2017,Caterers Food, CATERERS,"£1,090.44"
MODGPC00185709,08/12/2017,Government, SCHOOLS - DEFAULT,"£2,000.00"
MODGPC00185710,08/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£659.99
MODGPC00185711,08/12/2017,Government, TRADE/VOCATIONAL SCHOOLS,"£1,500.00"
MODGPC00185712,08/12/2017,Business To Business Facility/, CONSTRUCTION MATERIALS - DEF,"£1,680.00"
MODGPC00185714,08/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£669.60
MODGPC00185715,08/12/2017,Equipment And Furniture, TOOL HIRE,£599.54
MODGPC00185717,08/12/2017,Caterers Food, CATERERS,£785.27
MODGPC00185718,08/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£2,250.00"
MODGPC00185719,08/12/2017,Business Expenses/Services, STATIONERY STORES,"£1,104.96"
MODGPC00185720,08/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£506.95
MODGPC00185721,08/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£634.80
MODGPC00185722,08/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£546.41
MODGPC00185723,08/12/2017,Government, GOV'T SERV - DEFAULT,£581.06
MODGPC00185724,08/12/2017,Equipment And Furniture, TOOL HIRE,£542.27
MODGPC00185725,08/12/2017,Equipment And Furniture, TOOL HIRE,£631.51
MODGPC00185726,08/12/2017,Facilities/Repair Supplies," NURSERIES, LAWN/GARDEN SUPPLY",£540.00
MODGPC00185727,08/12/2017,Equipment And Furniture, TOOL HIRE,£606.20
MODGPC00185728,08/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£2,257.30"
MODGPC00185729,08/12/2017,Equipment And Furniture, TOOL HIRE,£540.00
MODGPC00185730,08/12/2017,Equipment And Furniture, TOOL HIRE,£540.00
MODGPC00185732,08/12/2017,Government, TRADE/VOCATIONAL SCHOOLS,£972.00
MODGPC00185733,08/12/2017,Government, GOV'T SERV - DEFAULT,£580.00
MODGPC00185734,08/12/2017,Retail, SPORTING GOODS STORES,"£3,366.32"
MODGPC00185735,08/12/2017,Auto/Vehicle Dealers, CAMPER TRAILER DEALER,"£3,336.00"
MODGPC00185736,08/12/2017,Government, SCHOOLS - DEFAULT,"£3,022.60"
MODGPC00185737,08/12/2017,Medical, DOCTORS & PHYSICIANS,£655.33
MODGPC00185738,08/12/2017,Retail, SPORTS/RIDING APPAREL STORES,£521.82
MODGPC00185739,08/12/2017,Equipment And Furniture, TOOL HIRE,£634.18
MODGPC00185763,08/12/2017,Utilities, TELECOMMUNICATION SERVICES,£552.00
MODGPC00185786,08/12/2017,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,£555.05
MODGPC00185790,08/12/2017,Government, SCHOOLS - DEFAULT,"£2,730.00"
MODGPC00185965,08/12/2017,Retail, SPORTING GOODS STORES,"£2,781.92"
MODGPC00185966,08/12/2017,Medical, MED/HEALTH SERVICES - DEF,"£1,000.00"
MODGPC00185967,08/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£2,020.20"
MODGPC00185968,08/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,034.02"
MODGPC00185969,08/12/2017,Government, GOV'T SERV - DEFAULT,"£1,286.00"
MODGPC00185970,08/12/2017,Retail, SPORTS/RIDING APPAREL STORES,£930.84
MODGPC00185972,08/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£738.72
MODGPC00185973,08/12/2017,Miscellaneous, MISC PERSONAL SERV - DEF,"£1,068.18"
MODGPC00185974,08/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£3,540.00"
MODGPC00185976,08/12/2017,Auto/Vehicle Dealers, BOAT DEALERS,"£2,068.80"
MODGPC00185988,08/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,"£1,132.00"
MODGPC00184944,07/12/2017,Facilities/Repair Supplies, HARDWARE STORES,£708.00
MODGPC00185674,07/12/2017,Medical, HOSPITALS,"£3,368.00"
MODGPC00185688,07/12/2017,Retail, MUSIC STORES/PIANOS,"£4,807.80"
MODGPC00185827,07/12/2017,Business Expenses/Services, POSTAGE STAMPS,"£1,324.56"
MODGPC00185850,07/12/2017,Facilities/Repair Supplies, HARDWARE STORES,"£3,648.00"
MODGPC00185865,07/12/2017,Eating And Drinking Places, RESTAURANTS,"£3,300.00"
MODGPC00185866,07/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£6,775.00"
MODGPC00185867,07/12/2017,Miscellaneous, CONTINUITY/SUBSCRIPTION MERCHT,"£1,067.24"
MODGPC00185868,07/12/2017,Business Expenses/Services, BOOKS/PERIODICALS/NEWSPAPERS,"£1,075.00"
MODGPC00185915,07/12/2017,Retail, ELECTRONICS STORES,£849.00
MODGPC00185939,07/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£552.00
MODGPC00185940,07/12/2017,Miscellaneous, CONTINUITY/SUBSCRIPTION MERCHT,"£7,884.00"
MODGPC00185941,07/12/2017,Medical, OPTICIANS,£600.00
MODGPC00185942,07/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£718.80
MODGPC00185943,07/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£900.00
MODGPC00185944,07/12/2017,Government, SCHOOLS - DEFAULT,£612.00
MODGPC00185945,07/12/2017,Government, SCHOOLS - DEFAULT,"£1,800.00"
MODGPC00185946,07/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£864.00
MODGPC00185947,07/12/2017,Government, SCHOOLS - DEFAULT,"£1,200.00"
MODGPC00185948,07/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£864.00
MODGPC00185949,07/12/2017,Retail, GROCERY STORES/SUPERMARKETS,£500.00
MODGPC00185950,07/12/2017,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,"£3,865.70"
MODGPC00185951,07/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£2,100.00"
MODGPC00185952,07/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,£791.75
MODGPC00185953,07/12/2017,Business To Business Services, MISC PUBLISHING & PRINTING,"£1,020.00"
MODGPC00185954,07/12/2017,Business To Business Services, MISC PUBLISHING & PRINTING,£954.00
MODGPC00185955,07/12/2017,Professional Services, ESTATE AGENTS AND PROPERTY SERVICES,"£1,213.58"
MODGPC00185956,07/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£528.00
MODGPC00185957,07/12/2017,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£4,276.40"
MODGPC00185959,07/12/2017,Clothing/Shoes/Uniforms, MISC APPAREL/ACCESS STORES,£772.94
MODGPC00185960,07/12/2017,Professional Services, COMPUTER PROGRAM/SYS DESIGN,"£3,900.46"
MODGPC00185961,07/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,£753.60
MODGPC00185962,07/12/2017,Government, GOV'T SERV - DEFAULT,"£1,521.15"
MODGPC00185963,07/12/2017,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,"£4,627.44"
MODGPC00185964,07/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£565.20
MODGPC00185975,07/12/2017,Retail, SPORTING GOODS STORES,"£2,784.67"
MODGPC00185977,07/12/2017,Professional Services, ACCOUNTANTS/AUDITORS/BOOKPR,£650.00
MODGPC00185978,07/12/2017,Caterers Food, CATERERS,"£3,324.61"
MODGPC00185980,07/12/2017,Clothing/Shoes/Uniforms, MISC APPAREL/ACCESS STORES,£894.54
MODGPC00185981,07/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,"£1,489.00"
MODGPC00185982,07/12/2017,Government, GOV'T SERV - DEFAULT,"£4,000.00"
MODGPC00185983,07/12/2017,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£2,764.31"
MODGPC00185984,07/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£560.00
MODGPC00185985,07/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£2,025.00"
MODGPC00185986,07/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,£672.72
MODGPC00185987,07/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£2,120.40"
MODGPC00185989,07/12/2017,Utilities, COMPUTER NETWORK/INFO SVCS,£506.11
MODGPC00185990,07/12/2017,Professional Services, TAX PREPARATION SERVICE,"£3,000.00"
MODGPC00185991,07/12/2017,Auto/Vehicle Dealers, MISC AUTO DEALERS - DEFAULT,£846.18
MODGPC00185992,07/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£1,164.38"
MODGPC00185993,07/12/2017,Retail, GROCERY STORES/SUPERMARKETS,£575.00
MODGPC00185995,07/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£2,651.76"
MODGPC00185997,07/12/2017,Professional Services, MGMT/CONSULT/PUBLIC REL SER,£763.20
MODGPC00185998,07/12/2017,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£2,364.30"
MODGPC00185999,07/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£2,372.87"
MODGPC00186001,07/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,045.20"
MODGPC00186002,07/12/2017,Professional Services, MGMT/CONSULT/PUBLIC REL SER,£606.00
MODGPC00186003,07/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£780.00
MODGPC00186004,07/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£631.39
MODGPC00186005,07/12/2017,Utilities, COMPUTER NETWORK/INFO SVCS,£594.72
MODGPC00186006,07/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£2,103.60"
MODGPC00186007,07/12/2017,Business To Business Facility/, MOTOR VEHICLE SUPPLY/NEW PARTS,"£4,931.20"
MODGPC00186008,07/12/2017,Business To Business Facility/, MOTOR VEHICLE SUPPLY/NEW PARTS,"£1,336.66"
MODGPC00186009,07/12/2017,Business To Business Facility/, MOTOR VEHICLE SUPPLY/NEW PARTS,"£4,931.20"
MODGPC00186010,07/12/2017,Business To Business Facility/, MOTOR VEHICLE SUPPLY/NEW PARTS,"£1,099.08"
MODGPC00186011,07/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£9,250.00"
MODGPC00186012,07/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£9,250.00"
MODGPC00186013,07/12/2017,Retail, SPORTING GOODS STORES,"£1,008.13"
MODGPC00186014,07/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£1,874.54"
MODGPC00186015,07/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£2,421.30"
MODGPC00186016,07/12/2017,Miscellaneous, VETERINARY SERVICES,"£1,173.64"
MODGPC00186017,07/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£719.37
MODGPC00186019,07/12/2017,Retail, MUSIC STORES/PIANOS,"£1,148.00"
MODGPC00186020,07/12/2017,Retail, MUSIC STORES/PIANOS,"£1,148.00"
