"Figure 1.2 Communications infrastructure availability across the UK’s nations, 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
At least two,13.5,11.6,18.8,28.1,25.6,,0,11.2,23.9,18.6,6.6,21.9,13.1,7.3,7.9,,,,
At least three,36.9,38.3,32,25.2,31.2,,8.2,50.2,41.4,51.1,36.8,45.9,42.5,41.1,37.2,,,,
At least four,42.1,46,28.2,17,14.5,,91.8,36.9,20.6,26.8,52.1,31.6,38.1,44.9,50.5,,,,
Total,97.2,99,87.4,88.6,88.6,,100,100,98.6,98.5,99.9,100,97.4,95.6,98.2,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/ GSM Association / Europa Technologies; Q1 2010,,,,,,,,,,,,,,,,,,,
Note: Figures show the percentage of population within postcode districts where at least one or four operators had at least 90% 2G area coverage; data not directly comparable to that published in the 2009 report.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 5.9: 2G mobile phone geographic coverage by number of operators,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,London,SE,SW,EM,WM,EE,Y&H,NE,NW,,,,
At least one,7.960893855,5.058548009,10.430839,27.77777778,19.76744186,,0,2.673796791,18.27956989,3.521126761,7.762557078,0.833333333,4.186046512,4.098360656,3.928571429,,,,
At least two,16.68994413,15.40983607,19.04761905,23.73737374,20.93023256,,0,14.70588235,26.52329749,26.76056338,10.50228311,25.41666667,15.81395349,12.29508197,10.35714286,,,,
At least three,32.54189944,36.53395785,19.50113379,19.6969697,29.06976744,,10.44776119,49.46524064,36.91756272,47.18309859,35.61643836,45.41666667,36.27906977,39.3442623,30.71428571,,,,
At least four,33.90363128,40.93676815,14.96598639,8.080808081,17.44186047,,89.55223881,33.15508021,16.12903226,21.12676056,45.66210046,28.33333333,39.53488372,36.8852459,48.92857143,,,,
Total,91.09636872,97.93911007,63.94557823,79.29292929,87.20930233,,100,100,97.84946237,98.5915493,99.543379,100,95.81395349,92.62295082,93.92857143,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/ GSM Association / Europa Technologies; Q1 2010,,,,,,,,,,,,,,,,,,,
Note: Figures show the percentage of population within postcode districts where at least one or four operators had at least 90% 2G area coverage; data not directly comparable to that published in the 2009 report.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 5.10: 3G mobile phone population coverage by number of operators,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,London,SE,SW,EM,WM,EE,Y&H,NE,NW,,,,
At least one,11.42065023,10.21199177,13.83722313,26.89850202,12.95314603,,0,15.37683223,27.02908306,9.205356259,9.625909095,12.31319576,9.143768172,6.615311638,4.756257397,,,,
At least two,17.54822257,17.51833717,15.54986382,24.5180729,12.56522606,,0.553652856,26.96393701,13.99095729,26.34253478,10.72553727,30.03274026,21.74676739,13.82045538,15.12869879,,,,
At least three,17.7858466,19.78559317,9.312778581,5.980638443,5.199484567,,3.705029402,21.86707088,12.0883253,27.11915397,25.45925776,18.31952602,27.15550707,28.69628649,23.19417721,,,,
At least four,29.2253056,32.34801644,20.231372,4.45675441,7.847073433,,54.631652,23.55266747,13.14949045,22.50074559,44.949165,21.64022738,30.74353991,32.95681394,38.1874498,,,,
At least five,10.52988602,11.40137039,7.209867733,6.862490462,1.498685974,,41.10966575,8.115241605,5.991797505,1.445783876,4.183635213,4.326190482,3.033751608,8.710716393,12.19544173,,,,
Total,86.50991103,91.26530895,66.14110527,68.71645823,40.06361607,,100,95.8757492,72.2496536,86.61357448,94.94350434,86.6318799,91.82333415,90.79958384,93.46202493,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/ GSM Association / Europa Technologies; Q2 2010,,,,,,,,,,,,,,,,,,,
Note: Figures show the percentage of population within postcode districts where at least one or four operators had at least 90% 2G area coverage; data not directly comparable to that published in the 2009 report.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 5.11: 3G mobile phone geographic coverage by number of operators,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2G90 Pop,UK,England,Scotland,Wales,N Ireland,,London,SE,SW,EM,WM,EE,Y&H,NE,NW,,,,
At least one,13.7,13,12.5,24.7,11.6,,0,18.2,27.2,13.4,12.3,14.2,10.2,11.5,6.1,,,,
At least two,15.7,17.5,8.4,15.2,10.5,,0.4,26.7,14.3,27.5,14.2,25,21.9,16.4,13.2,,,,
At least three,13.5,16.6,5.4,2.5,5.8,,3,21.4,8.6,21.8,21,17.9,21.9,22.1,17.1,,,,
At least four,21.7,26.6,9.3,3,7,,46.6,20.6,9.7,14.1,38.4,20,30.2,26.2,32.1,,,,
At least five,11,13.2,5.4,3.5,4.7,,50,7.5,6.1,4.9,5.5,3.8,5.1,9.8,18.2,,,,
Total,75.7,86.8,41,49,39.5,,100,94.4,65.9,81.7,91.3,80.8,89.3,86.1,86.8,,,,
,,,,,,,,,,,,,,,,,,,
Source: Ofcom/ GSM Association / Europa Technologies; Q2 2010,,,,,,,,,,,,,,,,,,,
Note: Figures show the percentage of population within postcode districts where at least one or four operators had at least 90% 2G area coverage; data not directly comparable to that published in the 2009 report.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fig 5.13 Fixed-line take-up,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
 Have fixed line,85,79,86,79,81,,77,88,,70,86,87,79,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth , 363 Grampian Tayside & Fife, 380 Other Scotland)",,,,,,,,,,,,,,,,,,,
QC1. Is there a landline phone in your home that can be used to make and receive calls,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fig 5.14 Mobile take-up,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
Mobile use,89,85,90,89,88,,86,80,,84,88,87,79,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth , 363 Grampian Tayside & Fife, 380 Other Scotland)",,,,,,,,,,,,,,,,,,,
QD2. Do you personally use a mobile phone?,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fig 5.15 Cross-ownership of household telephony services,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
Fixed and mobile,78,70,80,72,75,,68,77,,59,78,80,68,,,,,,
Fixed only,7,9,7,7,6,,9,10,,10,8,7,11,,,,,,
Mobile only,14,19,13,19,18,,21,11,,27,14,12,19,,,,,,
Neither fixed or mobile,1,2,*,2,*,,2,2,,3,1,1,2,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth , 363 Grampian Tayside & Fife, 380 Other Scotland",,,,,,,,,,,,,,,,,,,
QC1. Is there a landline phone in your home that can be used to make and receive calls?/ QD1. How many mobile phones in total do you and members of your household use?,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fig 5.16 Type of mobile subscription,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
  ,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
Prepay / Pay as you go,54,62,52,58,64,,61,67,,62,53,64,69,,,,,,
Contract with handset,39,34,40,32,29,,35,28,,35,40,32,27,,,,,,
Contract SIM only,4,2,4,6,4,,2,3,,,4,3,3,,,,,,
Contract unsure type,2,1,2,2,2,,1,2,,2,2,1,1,,,,,,
Other,1,*,1,1,*,,*,*,,1,,,*,,,,,,
Unsure,*,*,*,*,1,,*,*,,*,,1,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ who personally use a mobile phone (n = 7826 UK, 1237 Scotland, 5008 England, 923 Wales, 658 Northern Ireland, 1001 Scotland urban, 236 Scotland rural, 308 Glasgow, Clyde & Lanarkshire, 313 Lothian & Forth, 316 Grampian Tayside & Fife, 300 Other Scotland",,,,,,,,,,,,,,,,,,,
QD11. Which of these best describes the mobile package you personally use most often?,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fig 5.17 Take-up of 3G services,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
3G take-up,26,26,26,28,18,,27,17,,29,25,23,24,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth , 363 Grampian Tayside & Fife, 380 Other Scotland)",,,,,,,,,,,,,,,,,,,
"QD24B: Do you personally use a 3G mobile handset – third generation mobile phones allow you to send and receive data at high speeds, allowing you to carry out activities such as making and receiving video calls – this might be for business or personal use?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fig 5.18 Proportion of adults living in a household that has used VoIP,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
Use of VoIP,15,10,16,15,15,,10,12,,4,14,15,10,,,,,,
Broadband penetration (%),71,61,73,64,70,,61,60,,53,72,68,53,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth , 363 Grampian Tayside & Fife, 380 Other Scotland",,,,,,,,,,,,,,,,,,,
"QE29. Before now, were you aware that you could make voice calls using the internet?/ QE30. Have you or anyone in your household ever used one of these services to make voice calls using the internet?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fig 5.19 Overall satisfaction with fixed line service,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
Very satisfied,57,65,56,57,43,,65,64,,78,52,54,74,,,,,,
Fairly satisfied,34,28,34,35,46,,28,29,,15,38,37,21,,,,,,
Total satisfaction,91,93,91,92,90,,93,93,,94,91,91,95,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ with a landline phone at home (n = 7494 UK, 1141 Scotland, 4851 England, 874 Wales, 628 Northern Ireland, 889 Scotland urban, 252 Scotland rural, 243 Glasgow, Clyde & Lanarkshire, 301 Lothian & Forth, 309 Grampian Tayside & Fife, 288 Other Scotland)",,,,,,,,,,,,,,,,,,,
"QC13a. Thinking about your home phone service only, how satisfied are you with (main supplier) for the overall service provided by (main supplier)?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fig 5.20 Satisfaction with value for money of fixed line service,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,
49,57,48,48,33,,58,52,,71,45,46,63,,,,,,,
34,29,35,37,42,,28,31,,18,37,36,24,,,,,,,
83,85,83,85,75,,86,83,,89,82,82,87,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ with a landline phone at home (n = 7494 UK, 1141 Scotland, 4851 England, 874 Wales, 628 Northern Ireland, 889 Scotland urban, 252 Scotland rural, 243 Glasgow, Clyde & Lanarkshire, 301 Lothian & Forth, 309 Grampian Tayside & Fife, 288 Other Scotland)",,,,,,,,,,,,,,,,,,,
"QC13a. Thinking about your home phone service only, how satisfied are you with (main supplier) for the overall service provided by (main supplier)?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fig 5.21 Overall satisfaction with fixed broadband service,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,
50,56,50,54,33,,57,53,,75,44,45,63,,,,,,,
40,36,41,37,50,,36,33,,21,46,46,28,,,,,,,
90,92,90,91,83,,93,85,,96,90,90,91,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ with a fixed broadband connection at home (n= 5410 UK, 778 Scotland, 3559 England, 604 Wales, 469 Northern Ireland, 612 Scotland urban, 166 Scotland rural, 154 Glasgow, Clyde & Lanarkshire, 233 Lothian & Forth, 216 Grampian Tayside & Fife, 175 Other Scotland)",,,,,,,,,,,,,,,,,,,
"QE8a. Thinking about your fixed broadband internet service, how satisfied are you with (main supplier) for the overall service provided by (main supplier)?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fig 5.22 Satisfaction with speed of fixed broadband connection,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,
42,51,42,47,26,,53,43,,70,41,40,55,,,,,,,
38,31,38,35,44,,31,31,,18,41,39,27,,,,,,,
80,83,80,82,70,,85,74,,87,82,79,82,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ with a fixed broadband connection at home (n= 5410 UK, 778 Scotland, 3559 England, 604 Wales, 469 Northern Ireland, 612 Scotland urban, 166 Scotland rural, 154 Glasgow, Clyde & Lanarkshire, 233 Lothian & Forth, 216 Grampian Tayside & Fife, 175 Other Scotland",,,,,,,,,,,,,,,,,,,
"QE8b. Thinking about your fixed broadband internet service, how satisfied are you with (main supplier) for the speed of your service while online (not just the connection)?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Fig 5.23 Overall satisfaction with mobile service,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,
61,69,61,61,50,,70,65,,83,56,60,73,,,,,,,
33,27,33,34,43,,26,28,,16,39,33,23,,,,,,,
94,96,94,95,93,,97,93,,99,95,93,96,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ who personally use a mobile phone (n = 7826 UK, 1237 Scotland, 5008 England, 923 Wales, 658 Northern Ireland, 1001 Scotland urban, 236 Scotland rural, 308 Glasgow, Clyde & Lanarkshire, 313 Lothian & Forth, 316 Grampian Tayside & Fife, 300 Other Scotland)",,,,,,,,,,,,,,,,,,,
"QD21a. Thinking about your mobile phone service only, how satisfied are you with (main supplier) for the overall service provided by (main supplier)?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Fig 5.24 Fixed line, fixed broadband and mobile supplier switching",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,  Scotland,Wales,N Ireland,,,,,,,,,,,,,,
Switched fixed in last 12 months,10,10,6,9,10,,,,,,,,,,,,,,
Switched fixed more than 12 months ago,32,32,29,31,29,,,,,,,,,,,,,,
,41,42,35,41,39,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,  Scotland,Wales,N Ireland,,,,,,,,,,,,,,
Switched fixed broadband in last 12 months,7,8,4,7,7,,,,,,,,,,,,,,
Switched fixed broabdand more than 12 months ago,23,23,17,24,19,,,,,,,,,,,,,,
,30,31,21,30,26,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,  Scotland,Wales,N Ireland,,,,,,,,,,,,,,
Switched mobile in last 12 months,9,10,6,7,7,,,,,,,,,,,,,,
Switched mobile more than 12 months ago,34,34,41,30,22,,,,,,,,,,,,,,
,43,43,46,37,28,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ with a landline phone at home (n = 7494 UK, 628 Northern Ireland, 4851 England, 1141 Scotland, 874 Wales)",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ with a fixed broadband connection at home (n= 5410 UK, 469 Northern Ireland, 3559 England, 778 Scotland, 604 Wales) ",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ who personally use a mobile phone (n = 7826 UK, 658 Northern Ireland, 5008 England, 1237 Scotland, 923 Wales)",,,,,,,,,,,,,,,,,,,
"QC14a. Apart from when you moved house, have you or your household ever changed the company that provides any of your home landline phone services?",,,,,,,,,,,,,,,,,,,
"QE42a. Apart from moving house, have you or your household ever changed your home broadband Internet Service Provider?",,,,,,,,,,,,,,,,,,,
QD14. Have you ever changed your mobile phone network supplier?,,,,,,,,,,,,,,,,,,,
