YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,850,710,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024600|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074210|03074220,Epinephelus Spp,Arius Spp|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Epinephelus Spp|Gerres Spp|Lethrinus Spp|Liza Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Portunus Spp|Pristipomoides Spp|Rachycentron Canadum|Sciaenidae|Scomberomorus Spp|Sepia Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,850,710,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024600|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074210|03074220,Gerres Spp,Arius Spp|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Epinephelus Spp|Gerres Spp|Lethrinus Spp|Liza Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Portunus Spp|Pristipomoides Spp|Rachycentron Canadum|Sciaenidae|Scomberomorus Spp|Sepia Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,850,710,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024600|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074210|03074220,Lethrinus Spp,Arius Spp|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Epinephelus Spp|Gerres Spp|Lethrinus Spp|Liza Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Portunus Spp|Pristipomoides Spp|Rachycentron Canadum|Sciaenidae|Scomberomorus Spp|Sepia Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,850,710,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024600|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074210|03074220,Liza Spp,Arius Spp|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Epinephelus Spp|Gerres Spp|Lethrinus Spp|Liza Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Portunus Spp|Pristipomoides Spp|Rachycentron Canadum|Sciaenidae|Scomberomorus Spp|Sepia Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,850,710,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024600|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074210|03074220,Lutjanus Spp,Arius Spp|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Epinephelus Spp|Gerres Spp|Lethrinus Spp|Liza Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Portunus Spp|Pristipomoides Spp|Rachycentron Canadum|Sciaenidae|Scomberomorus Spp|Sepia Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,850,710,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024600|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074210|03074220,Otra Pesca,Arius Spp|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Epinephelus Spp|Gerres Spp|Lethrinus Spp|Liza Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Portunus Spp|Pristipomoides Spp|Rachycentron Canadum|Sciaenidae|Scomberomorus Spp|Sepia Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,850,710,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024600|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074210|03074220,Pristipomoides Spp,Arius Spp|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Epinephelus Spp|Gerres Spp|Lethrinus Spp|Liza Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Portunus Spp|Pristipomoides Spp|Rachycentron Canadum|Sciaenidae|Scomberomorus Spp|Sepia Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,850,710,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024600|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074210|03074220,Sciaenidae,Arius Spp|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Epinephelus Spp|Gerres Spp|Lethrinus Spp|Liza Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Portunus Spp|Pristipomoides Spp|Rachycentron Canadum|Sciaenidae|Scomberomorus Spp|Sepia Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,850,710,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3028990,03024600|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074210|03074220,Scomberomorus Spp,Arius Spp|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Epinephelus Spp|Gerres Spp|Lethrinus Spp|Liza Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Portunus Spp|Pristipomoides Spp|Rachycentron Canadum|Sciaenidae|Scomberomorus Spp|Sepia Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,850,710,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3063390,03024600|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074210|03074220,Portunus Spp,Arius Spp|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Epinephelus Spp|Gerres Spp|Lethrinus Spp|Liza Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Portunus Spp|Pristipomoides Spp|Rachycentron Canadum|Sciaenidae|Scomberomorus Spp|Sepia Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,850,710,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3074210,03024600|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074210|03074220,Sepia Spp,Arius Spp|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Epinephelus Spp|Gerres Spp|Lethrinus Spp|Liza Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Portunus Spp|Pristipomoides Spp|Rachycentron Canadum|Sciaenidae|Scomberomorus Spp|Sepia Spp,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,850,710,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3074220,03024600|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074210|03074220,Loligo Spp,Arius Spp|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Epinephelus Spp|Gerres Spp|Lethrinus Spp|Liza Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Portunus Spp|Pristipomoides Spp|Rachycentron Canadum|Sciaenidae|Scomberomorus Spp|Sepia Spp,-
2017,Q4,12,27,CA,GB,Heathrow,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,7,5,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3048990,3048990,Anoplopoma Fimbria,Anoplopoma Fimbria,-
2017,Q4,12,27,CA,GB,Heathrow,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,9.6,6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3039190,3039190,Clupea Pallasii,Clupea Pallasii,-
2017,Q4,12,27,CA,GB,Heathrow,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,390,297,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3082200,3082200,Strongylocentrotus Spp,Strongylocentrotus Spp,-
2017,Q4,12,27,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,23230,16560,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-31,2017,Q4,12,31,16052900,16052900,Penaeus Vannamei,Penaeus Vannamei,-
2017,Q4,12,27,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,330.5,240.25,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3044990,3044990,Thunnus Albacares,Thunnus Albacares,-
2017,Q4,12,27,CN,GB,Heathrow,GB,GB,CN,China,GB,CVEDP,No,Technical Use,212,200,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-12-29,2017,Q4,12,29,5021000,5021000,/,/,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Chirocentrus Dorab,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Eleutheronema Spp,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Harpadon Nehereus,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Leptomelanosoma Indicum,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Lutjanus Spp,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Mugil Cephalus,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Otra Pesca,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Pampus Argenteus,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Pampus Spp,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Parastromateus Niger,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Rastrelliger Kanagurta,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Scomberomorus Spp,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Sillago Sihama,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3063100,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Panulirus Homarus,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3063390,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Portunus Pelagicus,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3063690,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Acetes Spp,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1096,845,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,3063690,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690,Fenneropenaeus Indicus,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Lutjanus Spp|Mugil Cephalus|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Rastrelliger Kanagurta|Scomberomorus Spp|Sillago Sihama,-
2017,Q4,12,27,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,766.5,684.85,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3044500,03044500|03044990,Xiphias Gladius,Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,766.5,684.85,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3044990,03044500|03044990,Thunnus Albacares,Thunnus Albacares|Xiphias Gladius,-
2017,Q4,12,27,CN,GB,"Southampton, P",GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,1945.4,1453.3,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-12-30,2017,Q4,12,30,42050090,42050090,Artiodactyla - Suidae,Artiodactyla - Suidae,-
2017,Q4,12,27,TH,GB,Stansted,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,1.2,1.2,/,/,Not satisfactory,Satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2017-12-28,2017,Q4,12,28,4100000,4100000,-,,-
2017,Q4,12,27,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,2085,1846,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-27,2017,Q4,12,27,3024990,03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03063390|03074220,Pampus Spp,Acanthurus Spp|Argyrops Spp|Caranx Spp|Clupeidae|Epinephelus Spp|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Portunus Spp|Scomberomorus Spp|Serranidae|Sillago Spp|Thunnus Albacares|Xiphias Gladius,-
