UNIQUE REFERENCE NUMBER,TRANSACTION DATE, MERCHANT CATEGORY CODE DESCRIPTION2 ,LOCATION,MERCHANT CATEGORY GROUP DESCRIPTION3, AMOUNT ,SUPPLIER
FCOGPC2017090365,09/12/2017," COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS ",ISR,Mail and Courier Services,510.06,ROTERO HOVALA
FCOGPC2017090366,09/12/2017, CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED ,AFG,Building Materials,512.91,DAWOOD ANGAR LTD
FCOGPC2017090367,09/12/2017," UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER ",NPL,Utilities and Non Automotive Fuel,514.25,NEW AP IMPEX
FCOGPC2017090368,09/12/2017," MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS ",KEN,Catering and Catering Supplies,523.89,MUTHAIGA FINE M
FCOGPC2017090369,09/12/2017, PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED ,MOZ,Professional Services,533.21,"COMSERV MOZAMBIQUE, LI"
FCOGPC2017090370,09/12/2017," EATING PLACES, RESTAURANTS ",USA,Restuarants and Bars,568.24,CULINARY DROPOUT
FCOGPC2017090371,09/12/2017," ROOFING AND SIDING, SHEET METAL WORK CONTRACTORS ",ZAF,Building Services,569.03,UNIVERSAL ROOFING
FCOGPC2017090372,09/12/2017," AUTOMOTIVE PARTS, ACCESSORIES STORES ",PAK,"Vehicles, servicing and spares",570.82,NEW IRFAN AUTOS
FCOGPC2017090373,09/12/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",DEU,General Retail and Wholesale,574.85,IKEA DEUTSCHLAND NL B-
FCOGPC2017090374,09/12/2017, HOTELS/MOTELS/RESORTS  ,IND,Hotels,582.35,ACCOMODATION PROVIDER
FCOGPC2017090375,09/12/2017, LANDSCAPING AND HORTICULTURAL SERVICES ,ZAF,Estate and garden Services,596.05,LEN'S GARDEN SERVICE
FCOGPC2017090376,09/12/2017, HARDWARE STORES ,ZAF,General Retail and Wholesale,596.14,CHAMBERLAIN BC SILVERL
FCOGPC2017090377,09/12/2017, HOTELS/MOTELS/RESORTS  ,ZAF,Hotels,622.69,ACCOMODATION PROVIDER
FCOGPC2017090378,09/12/2017," COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS ",ISR,Mail and Courier Services,648.97,ROTERO HOVALA
FCOGPC2017090379,09/12/2017, DEPARTMENT STORES ,ZAF,General Retail and Wholesale,666.9,MAKRO SILVER LAKES
FCOGPC2017090380,09/12/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",ZAF,Building Services,667.58,EMANUEL PLUMBING PROJE
FCOGPC2017090381,09/12/2017, MOTOR VEHICLE SUPPLIES AND NEW PARTS ,ZWE,"Vehicles, servicing and spares",685.84,NISSAN MIDAS 1
FCOGPC2017090382,09/12/2017," ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES ",CAN,Clubs/Associations/Organisations,687.13,INCLUSION ALBERTA SOCI
FCOGPC2017090383,09/12/2017," EQUIPMENT RENTAL&LEASING SVS, FURNTURE/TOOL RENTAL ",GBR,Miscellaneous Industrial/Commercial Supplies,698.28,HSS HIRE
FCOGPC2017090384,09/12/2017, POSTAL SERVICES-GOVERNMENT ONLY ,LVA,Mail and Courier Services,698.52,RIGAS 10. PASTA NODALA
FCOGPC2017090385,09/12/2017," ALTERATIONS, MENDING, SEAMSTRESSES, TAILORS ",RUS,General Retail and Wholesale,711.97,DOM BYTA GALEREIA
FCOGPC2017090386,09/12/2017," PACKAGE STORES, BEER, WINE, LIQUOR ",GBR,General Retail and Wholesale,712.94,WWW.BBR.COM
FCOGPC2017090387,09/12/2017, ELECTRONIC SALES ,SGP,General Retail and Wholesale,735.46,HARVEY NORMAN HNSC
FCOGPC2017090388,09/12/2017, DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH. ,TUR,General Retail and Wholesale,745.7,MURAT AL ALKAR DAGITIM
FCOGPC2017090389,09/12/2017," BUILDING MATERIALS, LUMBER STORES ",ISR,Building Materials,746.92,BENI
FCOGPC2017090390,09/12/2017, ELECTRONIC SALES ,SGP,General Retail and Wholesale,754.63,DELL COMPUTER
FCOGPC2017090391,09/12/2017, AIR CONDITIONING AND REFRIGERATION REPAIR SHOPS ,TTO,Building Services,761.07,MARAJ AIR CONDITIONING
FCOGPC2017090392,09/12/2017, ELECTRICAL AND SMALL APPLIANCE REPAIR SHOPS ,TTO,General Retail and Wholesale,766.62,ANAND'S ELECTRICAL
FCOGPC2017090393,09/12/2017, HOTELS/MOTELS/RESORTS  ,URY,Hotels,771.97,ACCOMODATION PROVIDER
FCOGPC2017090394,09/12/2017," BUILDING MATERIALS, LUMBER STORES ",ISR,Building Materials,772.68,BENI
FCOGPC2017090395,09/12/2017, SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED ,GBR,Training and Educational,795,ISMI CERTIFICATION LTD
FCOGPC2017090396,09/12/2017, CARPENTRY CONTRACTORS ,NPL,Building Services,802.48,B.K SHRESTHA & BUILDER
FCOGPC2017090397,09/12/2017," INSURANCE SALES,UNDERWRITING,AND PREMIUMS ",TUN,Financial Services,815.77,COMAR
FCOGPC2017090398,09/12/2017, HOTELS/MOTELS/RESORTS  ,FRA,Hotels,819.45,ACCOMODATION PROVIDER
FCOGPC2017090399,09/12/2017, DUTY FREE STORES ,DNK,General Retail and Wholesale,827.17,PETER JUSTESEN COMPANY
FCOGPC2017090400,09/12/2017, CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED ,FIN,Building Materials,831.75,KARKIKIINNIKE O
FCOGPC2017090401,09/12/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,ISR,Miscellaneous Industrial/Commercial Supplies,865.14,KFIR MALIOT
FCOGPC2017090402,09/12/2017," BUILDING MATERIALS, LUMBER STORES ",GBR,Building Materials,895.36,CITY ELECTRICAL FA
FCOGPC2017090403,09/12/2017, ELECTRONIC SALES ,PAK,General Retail and Wholesale,907.89,IKAS ELECTRIC
FCOGPC2017090404,09/12/2017," BUILDING MATERIALS, LUMBER STORES ",ISR,Building Materials,909.18,BENI
FCOGPC2017090405,09/12/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,UKR,Miscellaneous Industrial/Commercial Supplies,913.32,PORTMONE.COM POSLUGA
FCOGPC2017090406,09/12/2017, ELECTRICAL PARTS AND EQUIPMENT ,KEN,Building Materials,920.66,BLACKWOOD HODGE
FCOGPC2017090407,09/12/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",DEU,General Retail and Wholesale,930.88,IKEA DEUTSCHLAND NL B-
FCOGPC2017090408,09/12/2017, HOTELS/MOTELS/RESORTS  ,FRA,Hotels,936.52,ACCOMODATION PROVIDER
FCOGPC2017090409,09/12/2017, HOTELS/MOTELS/RESORTS  ,SVN,Hotels,946.49,ACCOMODATION PROVIDER
FCOGPC2017090410,09/12/2017," FREIGHT CARRIER,TRUCKING-LCL/LNG DIST, MVG/STORAGE ",CAN,Freight and Storage,954.37,CAMPBELL BROS
FCOGPC2017090411,09/12/2017," INSURANCE SALES,UNDERWRITING,AND PREMIUMS ",TUN,Financial Services,985.97,COMAR
FCOGPC2017090412,09/12/2017," AUTOMOTIVE PARTS, ACCESSORIES STORES ",PAK,"Vehicles, servicing and spares",988.08,MEHRAN AUTOS
FCOGPC2017090413,09/12/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",GBR,General Retail and Wholesale,992.44,DIPLOMATIC MISSION SUP
FCOGPC2017090414,09/12/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",ZAF,Building Services,"1,047.75",GHIZA PLUMBERS (PTY) L
FCOGPC2017090415,09/12/2017," GROCERY STORES, SUPERMARKETS ",RUS,General Retail and Wholesale,"1,060.87",METRO CASH&CARRY 1013
FCOGPC2017090416,09/12/2017, ELECTRONIC SALES ,IND,General Retail and Wholesale,"1,066.19",ELECTRO CARE SERVICE
FCOGPC2017090417,09/12/2017, CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED ,AFG,Building Materials,"1,066.48",DAWOOD ANGAR LTD
FCOGPC2017090418,09/12/2017," DURABLE GOODS, NOT ELSEWHERE CLASSIFIED ",USA,Miscellaneous Industrial/Commercial Supplies,"1,075.09",A-1 PARTY & TENT RENTA
FCOGPC2017090419,09/12/2017, TRAVEL ,USA,Airline,"1,086.39",AIRLINE
FCOGPC2017090420,09/12/2017, PLUMBING AND HEATING EQUIPMENT ,USA,Building Materials,"1,134.12",APEX CONTROLS
FCOGPC2017090421,09/12/2017, ELECTRICAL PARTS AND EQUIPMENT ,GBR,Building Materials,"1,189.00",WILTS ELECTRICAL
FCOGPC2017090422,09/12/2017," COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE ",BRB,Computer Equipment & Services,"1,197.17",D E COMPUTERS LTD SHER
FCOGPC2017090423,09/12/2017," GROCERY STORES, SUPERMARKETS ",USA,General Retail and Wholesale,"1,219.88",MORTON WILLIAMS GRY
FCOGPC2017090424,09/12/2017, PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED ,GBR,Professional Services,"1,220.00",PAYPAL  EDAN
FCOGPC2017090425,09/12/2017, HOUSEHOLD APPLIANCE STORES ,SAU,General Retail and Wholesale,"1,237.37",AL ASASYAH ELECTRON
FCOGPC2017090426,09/12/2017, REAL ESTATE AGENTS AND MANAGERS-RENTALS ,ESP,Uncategorised,"1,241.87",CITY SELF STORAGE - HO
FCOGPC2017090427,09/12/2017," CLOCK, JEWELRY, AND WATCH REPAIR SHOPS ",CYP,General Retail and Wholesale,"1,256.05",LOCALTIME LTD
FCOGPC2017090428,09/12/2017," EATING PLACES, RESTAURANTS ",IND,Restuarants and Bars,"1,314.93",ANNAPURNA MESS AND SNA
FCOGPC2017090429,09/12/2017," FABRIC, NEEDLEWORK, PIECE GOODS, AND SEWING STORES ",ISR,General Retail and Wholesale,"1,334.03",ELATABI
FCOGPC2017090430,09/12/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",GBR,General Retail and Wholesale,"1,350.00",DIPLOMATIC MISSION SUP
FCOGPC2017090431,09/12/2017, OTHER SERVICES (NOT ELSEWHERE CLASSIFIED) ,MDA,Professional Services,"1,414.10","""GUTU DM COM"""
FCOGPC2017090432,09/12/2017, OTHER SERVICES (NOT ELSEWHERE CLASSIFIED) ,MDA,Professional Services,"1,450.74","""GUTU DM COM"""
FCOGPC2017090433,09/12/2017," ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED ",USA,Clubs/Associations/Organisations,"1,485.57",INT IN  BRITISH AMERIC
FCOGPC2017090434,09/12/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",GBR,General Retail and Wholesale,"1,489.00",DIPLOMATIC MISSION SUP
FCOGPC2017090435,09/12/2017, OTHER SERVICES (NOT ELSEWHERE CLASSIFIED) ,USA,Professional Services,"1,492.64",INT IN  BOMBSHELL GRAP
FCOGPC2017090436,09/12/2017," UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER ",NPL,Utilities and Non Automotive Fuel,"1,518.27",NEW AP IMPEX
FCOGPC2017090437,09/12/2017, COMPUTER SOFTWARE STORES ,ISR,Computer Equipment & Services,"1,518.94",ALFA .A COMPUTERS LTD
FCOGPC2017090438,09/12/2017, VARIETY STORES ,SRB,General Retail and Wholesale,"1,559.07",NINE DOO
FCOGPC2017090439,09/12/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",BRA,Building Services,"1,995.39",PAGSEGUROUOL HIDROTECN
FCOGPC2017090440,09/12/2017, DUTY FREE STORES ,GBR,General Retail and Wholesale,"3,002.42",WWW.I-D-S.COM
FCOGPC2017090441,9/13/2017, GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED ,GBR,Statutory Bodies,500,WWW.ICO.GOV.UK
FCOGPC2017090442,9/13/2017," COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS ",LBN,Computer Equipment & Services,511.73,MADI TECHNOLOGY
FCOGPC2017090443,9/13/2017," COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS ",SEN,Mail and Courier Services,515.88,DHL
FCOGPC2017090444,9/13/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,SWE,Miscellaneous Industrial/Commercial Supplies,536.03,IZ  ABC GRAVYR   S
FCOGPC2017090445,9/13/2017, MEN'S/WOMEN'S/CHILDREN'S UNIFORMS/COMMERCIAL CLOTH ,CAN,Business Clothing and Footwear,538.82,G&K SERVICES CANADA
FCOGPC2017090446,9/13/2017," UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER ",GRC,Utilities and Non Automotive Fuel,541.26,PISINA ELLAS
FCOGPC2017090447,9/13/2017, MONEY TRANSFER-MERCHANT ,POL,Cash,546.76,POCZTA POLSKA
FCOGPC2017090448,9/13/2017," ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED ",IND,Clubs/Associations/Organisations,562.5,YANNI MENS WEAR
FCOGPC2017090449,9/13/2017, HARDWARE STORES ,ZAF,General Retail and Wholesale,562.81,CHAMBERLAIN BC SILVERL
FCOGPC2017090450,9/13/2017," CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS ",GBR,Professional Services,590,TOTAL SUCCESS LTD
FCOGPC2017090451,9/13/2017, BOOK STORES ,LUX,Books and Periodicals,598.8,AMAZON.CO.UK
FCOGPC2017090452,9/13/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",USA,General Retail and Wholesale,623.61,RAYMOUR & FLANIGAN W2
FCOGPC2017090453,9/13/2017," PACKAGE STORES, BEER, WINE, LIQUOR ",PER,General Retail and Wholesale,623.96,EL POZITO
FCOGPC2017090454,9/13/2017," MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS ",KEN,Catering and Catering Supplies,625.02,MUTHAIGA FINE M
FCOGPC2017090455,9/13/2017, OFFICE PHOTOGRAPHIC PHOTOCOPY & MICROFILM EQUIPMT. ,ISR,"Office Stationery, equipment and supplies",629.17,SACHAR BNLEUMI ZYUD LM
FCOGPC2017090456,9/13/2017, SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED ,GBR,Training and Educational,630,PERPETUITY TRAININ
FCOGPC2017090457,9/13/2017, GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED ,GBR,Statutory Bodies,631.18,FCO SERVICES
FCOGPC2017090458,9/13/2017," MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS ",AUT,Catering and Catering Supplies,634.5,METRO 1110
FCOGPC2017090459,9/13/2017, OFFICE AND COMMERCIAL FURNITURE ,GBR,"Office Stationery, equipment and supplies",668,WP-ONLINE DESKS LT
FCOGPC2017090460,9/13/2017," ARCHITECTURAL, ENGINEERING, AND SURVEYING SERVICES ",BRA,Professional Services,680.27,MARIO BLANCK
FCOGPC2017090461,9/13/2017," BUILDING MATERIALS, LUMBER STORES ",BRA,Building Materials,685.25,RIB PORTOES AUTOMATICO
FCOGPC2017090462,9/13/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",BRB,General Retail and Wholesale,699.05,SILVERLINE SYSTEMS INC
FCOGPC2017090463,9/13/2017, DEPARTMENT STORES ,GBR,General Retail and Wholesale,700,PAYPAL  JOHNLEWISPL
FCOGPC2017090464,9/13/2017, HOTELS/MOTELS/RESORTS  ,IND,Hotels,760.53,ACCOMODATION PROVIDER
FCOGPC2017090465,9/13/2017," CLEANING AND MAINTENANCE, JANITORIAL SERVICES ",MEX,Cleaning Services and Supplies,770.44,INNOVACION EN DECORACI
FCOGPC2017090466,9/13/2017, FLOOR COVERING STORES ,BOL,General Retail and Wholesale,797.51,DECORAMA S.R.L.
FCOGPC2017090467,9/13/2017, MISCELLANEOUS PUBLISHING AND PRINTING ,GBR,Print and advertising,799.23,PAYPAL  MEDIASDISTE
FCOGPC2017090468,9/13/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",USA,General Retail and Wholesale,837.78,MATTRESS FIRM 167005
FCOGPC2017090469,9/13/2017, ELECTRICAL PARTS AND EQUIPMENT ,GBR,Building Materials,840.09,WILTS ELECTRICAL
FCOGPC2017090470,9/13/2017," OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES ",PAN,"Office Stationery, equipment and supplies",856.41,POSTNET
FCOGPC2017090471,9/13/2017, ELECTRICAL PARTS AND EQUIPMENT ,GBR,Building Materials,866.74,WILTS ELECTRICAL
FCOGPC2017090472,9/13/2017," EQUIPMENT RENTAL&LEASING SVS, FURNTURE/TOOL RENTAL ",IRL,Miscellaneous Industrial/Commercial Supplies,873.58,EVENT BARS
FCOGPC2017090473,9/13/2017, WHOLESALE CLUBS ,TTO,General Retail and Wholesale,908.09,A.S. BRYDEN AND SONS L
FCOGPC2017090474,9/13/2017, WHOLESALE CLUBS ,TTO,General Retail and Wholesale,908.09,A.S. BRYDEN AND SONS L
FCOGPC2017090475,9/13/2017," DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS ",CAN,Personal Services,930.13,360 ADVANCED SECURITY
FCOGPC2017090476,9/13/2017, TRAVEL AGENCIES ,ESP,Travel Agencies,930.34,VIAJES HELICE SL
FCOGPC2017090477,9/13/2017," COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE ",USA,Computer Equipment & Services,935.21,TEEM TECHNOLOGIES
FCOGPC2017090478,9/13/2017, SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED ,GBR,Training and Educational,954,ISMI CERTIFICATION LTD
FCOGPC2017090479,9/13/2017, SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED ,GBR,Training and Educational,"1,000.00",PERPETUITY TRAININ
FCOGPC2017090480,9/13/2017, TRAVEL AGENCIES ,IND,Travel Agencies,"1,031.58",DNATA
FCOGPC2017090481,9/13/2017," GROCERY STORES, SUPERMARKETS ",ZAF,General Retail and Wholesale,"1,056.71",PNP COACHMANS CRO
FCOGPC2017090482,9/13/2017, ELECTRONIC SALES ,CHN,General Retail and Wholesale,"1,064.11",APPLE SHANGHAI STORES
FCOGPC2017090483,9/13/2017," ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED ",USA,Clubs/Associations/Organisations,"1,091.07",INT IN  BRITISH AMERIC
FCOGPC2017090484,9/13/2017," MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS ",AUT,Catering and Catering Supplies,"1,098.88",METRO 1110
FCOGPC2017090485,9/13/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",USA,General Retail and Wholesale,"1,106.02",RAYMOUR & FLANIGAN PHO
FCOGPC2017090486,9/13/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",USA,General Retail and Wholesale,"1,106.03",RAYMOUR & FLANIGAN PHO
FCOGPC2017090487,9/13/2017," THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY ",TWN,Leisure Activities,"1,148.08",UDN  24946
FCOGPC2017090488,9/13/2017, POSTAL SERVICES-GOVERNMENT ONLY ,LVA,Mail and Courier Services,"1,150.12",RIGAS 10. PASTA NODALA
FCOGPC2017090489,9/13/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",ZAF,Building Services,"1,157.42",EMANUEL PLUMBING PROJE
FCOGPC2017090490,9/13/2017," ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES ",USA,Clubs/Associations/Organisations,"1,170.83",SSP  COMMSHAKE
FCOGPC2017090491,9/13/2017, DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS ,ISR,Mail Order / Direct Selling,"1,192.93",JERUSALEM POST
FCOGPC2017090492,9/13/2017, OTHER SERVICES (NOT ELSEWHERE CLASSIFIED) ,DEU,Professional Services,"1,208.51",IZ  GEBAUDEDIENSTE SCH
FCOGPC2017090493,9/13/2017," OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES ",TUR,"Office Stationery, equipment and supplies","1,231.69",BIROFIS BURO MALZ.TIC.
FCOGPC2017090494,9/13/2017," AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING ",JAM,"Vehicles, servicing and spares","1,252.34",STEWARTS AUTO SALES LT
FCOGPC2017090495,9/13/2017, FLOOR COVERING STORES ,ZAF,General Retail and Wholesale,"1,295.46",RUGS ORIGINAL MIDDELBU
FCOGPC2017090496,9/13/2017," COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE ",URY,Computer Equipment & Services,"1,365.42",HP STORE
FCOGPC2017090497,9/13/2017, WHOLESALE CLUBS ,MEX,General Retail and Wholesale,"1,365.94",COSTCO E COMMERCE
FCOGPC2017090498,9/13/2017, TRAVEL AGENCIES ,GBR,Travel Agencies,"1,392.87",THE RUSSIA HOUSE
FCOGPC2017090499,9/13/2017, ELECTRONIC SALES ,ZMB,General Retail and Wholesale,"1,412.85",TIGMOO DOT COM
FCOGPC2017090500,9/13/2017, TRAVEL AGENCIES ,ESP,Travel Agencies,"1,443.12",EXPEDIA
FCOGPC2017090502,9/13/2017, SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED ,GBR,Training and Educational,"1,630.00",PERPETUITY TRAININ
FCOGPC2017090503,9/13/2017, MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS ,ARG,General Retail and Wholesale,"1,926.37",TOLDER
FCOGPC2017090504,9/13/2017, SPORTING GOODS STORES ,GBR,General Retail and Wholesale,"2,045.22",MARTIAL ART MATS LTD.
FCOGPC2017090505,9/13/2017, HOTELS/MOTELS/RESORTS  ,GBR,Hotels,"2,162.52",ACCOMODATION PROVIDER
FCOGPC2017090506,9/13/2017, MISCELLANEOUS GENERAL MERCHANDISE ,MEX,General Retail and Wholesale,"2,196.31",CLIP MX«CLIP CATERING
FCOGPC2017090507,9/13/2017, DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH. ,BRA,General Retail and Wholesale,"3,656.91",PAYPAL IBRAM
FCOGPC2017090508,9/13/2017, HOTELS/MOTELS/RESORTS  ,ESP,Hotels,"4,020.72",ACCOMODATION PROVIDER
FCOGPC2017090509,9/13/2017, ELECTRONIC SALES ,GRC,General Retail and Wholesale,"5,013.17",P C PODIMATAS AUDIOVIS
FCOGPC2017090510,9/13/2017, HOTELS/MOTELS/RESORTS  ,PRT,Hotels,"8,762.82",ACCOMODATION PROVIDER
FCOGPC2017090511,9/14/2017," CLEANING AND MAINTENANCE, JANITORIAL SERVICES ",NPL,Cleaning Services and Supplies,503.95,SMART CLEANING SOLUTIO
FCOGPC2017090512,9/14/2017," GROCERY STORES, SUPERMARKETS ",KEN,General Retail and Wholesale,509.63,CHANDARANA MOBI
FCOGPC2017090513,9/14/2017, COMPUTER SOFTWARE STORES ,IRL,Computer Equipment & Services,509.64,DRI ADOBE SALES
FCOGPC2017090514,9/14/2017, HOTELS/MOTELS/RESORTS  ,KAZ,Hotels,513.04,ACCOMODATION PROVIDER
FCOGPC2017090515,9/14/2017, MISCELLANEOUS GENERAL MERCHANDISE ,LBN,General Retail and Wholesale,526.88,CELLULAR CLASS/ C.V.
FCOGPC2017090516,9/14/2017, TRUCK RENTAL ,TUR,"Vehicles, servicing and spares",532.63,OZDEMIR NAKLIYAT
FCOGPC2017090517,9/14/2017," GROCERY STORES, SUPERMARKETS ",SGP,General Retail and Wholesale,537.02,FAIRPRICE FINEST-ZHONG
FCOGPC2017090518,9/14/2017, VARIETY STORES ,NPL,General Retail and Wholesale,539.27,SHANGRILA MARKETING NE
FCOGPC2017090519,9/14/2017, VARIETY STORES ,NPL,General Retail and Wholesale,550,SHANGRILA MARKETING NE
FCOGPC2017090520,9/14/2017," PUBLIC WAREHOUSING-FARM, REFRIG GOODS, HHG STORAGE ",PAN,Freight and Storage,560.44,I STORAGE
FCOGPC2017090521,9/14/2017, COMPUTER MAIN./REPAIR/SERVICES NOT ELSEWHERE CLASS ,JOR,Computer Equipment & Services,561.43,OFFICE 1
FCOGPC2017090522,9/14/2017, COMPUTER MAIN./REPAIR/SERVICES NOT ELSEWHERE CLASS ,JOR,Computer Equipment & Services,561.43,OFFICE 1
FCOGPC2017090523,9/14/2017, TRAVEL ,UKR,Airline,566.03,AIRLINE
FCOGPC2017090524,9/14/2017, HOTELS/MOTELS/RESORTS  ,PAK,Hotels,575.8,ACCOMODATION PROVIDER
FCOGPC2017090525,9/14/2017, HOTELS/MOTELS/RESORTS  ,ZMB,Hotels,582.8,ACCOMODATION PROVIDER
FCOGPC2017090526,9/14/2017, DEPARTMENT STORES ,ZAF,General Retail and Wholesale,589.07,MAKRO SILVER LAKES
FCOGPC2017090527,9/14/2017," COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE ",TUN,Computer Equipment & Services,647.67,STE MYTEK INFORMATIQUE
FCOGPC2017090528,9/14/2017," GROCERY STORES, SUPERMARKETS ",VNM,General Retail and Wholesale,651.58,RED APRON HN
FCOGPC2017090529,9/14/2017, ELECTRONIC SALES ,IND,General Retail and Wholesale,662.9,THE HOME SQUARE
FCOGPC2017090530,9/14/2017, TRUCK RENTAL ,TUR,"Vehicles, servicing and spares",665.79,OZDEMIR NAKLIYAT
FCOGPC2017090531,9/14/2017," QUICK COPY,REPRODUCTION AND BLUEPRINTING SERVICES ",EST,"Office Stationery, equipment and supplies",672.88,KOOPIA NIINI & RAUAM
FCOGPC2017090532,9/14/2017, TRAVEL AGENCIES ,CHL,Travel Agencies,698.94,MERIDIAN
FCOGPC2017090533,9/14/2017, TRUCK RENTAL ,TUR,"Vehicles, servicing and spares",719.05,OZDEMIR NAKLIYAT
FCOGPC2017090534,9/14/2017," COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS ",BGD,Mail and Courier Services,725.32,HOMEBOUND PACKERS & SH
FCOGPC2017090535,9/14/2017," DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS ",GBR,Personal Services,737.86,SERVEST SECURITY SERVI
FCOGPC2017090536,9/14/2017, TRUCK RENTAL ,TUR,"Vehicles, servicing and spares",745.69,OZDEMIR NAKLIYAT
FCOGPC2017090537,9/14/2017, TRAVEL AGENCIES ,KEN,Travel Agencies,767.09,WOTE GROUP SAFARIS
FCOGPC2017090538,9/14/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,AUS,Miscellaneous Industrial/Commercial Supplies,768.06,EB  2017 INTERNATIONAL
FCOGPC2017090539,9/14/2017, COMPUTER MAIN./REPAIR/SERVICES NOT ELSEWHERE CLASS ,JOR,Computer Equipment & Services,783.44,OFFICE 1
FCOGPC2017090540,9/14/2017, DAIRY PRODUCTS STORES ,FRA,Catering and Catering Supplies,799.32,FERME D'ALEX
FCOGPC2017090541,9/14/2017, ELECTRICAL PARTS AND EQUIPMENT ,ARG,Building Materials,808.35,VIALGA SACIF
FCOGPC2017090542,9/14/2017, TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES ,IND,Telecommunication Services,821.66,THREE VEE MARKETING PV
FCOGPC2017090543,9/14/2017," DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS ",AUS,Personal Services,840.95,CHUBB FIRE SAFETY LTD
