Month of Year,Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Avg. Search Depth
201705,Police check,8,1.75,0.00%,14.29%,00:04:47,4.25
201705,Practic test,8,1.12,0.00%,44.44%,00:01:08,1.75
201705,registration,8,1.12,0.00%,55.56%,00:08:49,2.75
201705,Savings credit,8,4.75,25.00%,2.63%,00:11:52,2.5
201705,school records,8,1.38,37.50%,36.36%,00:06:59,4.12
201705,self employment,8,1.88,37.50%,20.00%,00:04:44,1
201705,selling a vehicle,8,1.75,37.50%,28.57%,00:01:23,1.25
201705,Separation,8,1.12,12.50%,11.11%,00:01:44,2.12
201705,severe disability premium,8,1,0.00%,50.00%,00:01:09,1.12
201705,sickness,8,1.25,0.00%,10.00%,00:03:04,3
201705,street directories,8,1.25,0.00%,0.00%,00:04:48,2.5
201705,Tax credit,8,1.38,25.00%,27.27%,00:02:07,0.5
201705,Tax rebate,8,1.75,0.00%,28.57%,00:03:08,1.25
201705,tax vehicle,8,2.12,25.00%,11.76%,00:01:23,2.12
201705,taxi theory test,8,1,0.00%,12.50%,00:03:22,3.88
201705,third party authorisation form,8,1.12,0.00%,22.22%,00:00:30,0.88
201705,U.K. Register landlord,8,1,100.00%,0.00%,00:00:00,0
201705,Ulster covenant,8,1.5,0.00%,33.33%,00:01:49,1.75
201705,umbrella body,8,1.5,0.00%,0.00%,00:02:42,4.25
201705,vehicle test,8,1.38,0.00%,9.09%,00:00:25,1.5
201705,voting,8,1.62,50.00%,0.00%,00:01:15,0.5
201705,access,7,1.14,0.00%,25.00%,00:05:53,3.86
201705,Access I,7,1,0.00%,57.14%,00:05:09,2.71
201705,AccessNI,7,1.71,0.00%,8.33%,00:02:04,3.71
201705,Antrim,7,1.29,0.00%,44.44%,00:01:16,2.86
201705,appeal form,7,1.14,14.29%,25.00%,00:05:27,2.29
201705,Apply,7,2.14,0.00%,6.67%,00:00:38,1.14
201705,Bank holiday payments,7,2.14,14.29%,13.33%,00:05:23,2.29
201705,Bank holidays,7,1.43,0.00%,20.00%,00:02:03,1.71
201705,Benefit calculator,7,2.14,14.29%,0.00%,00:02:50,3.43
201705,benefit cap,7,1.14,14.29%,37.50%,00:04:13,1
201705,Bereavement,7,1.14,0.00%,12.50%,00:04:20,3
201705,bereavement support,7,1.29,14.29%,0.00%,00:02:26,3.43
201705,Bin,7,1.29,28.57%,0.00%,00:01:41,4.57
201705,BIRTH CERTIFICATE,7,1.57,14.29%,0.00%,00:01:57,1.14
201705,Bluebadge,7,1.29,0.00%,11.11%,00:04:44,4.14
201705,Book an mot,7,1,0.00%,0.00%,00:01:11,2.71
201705,Book test,7,1.29,28.57%,0.00%,00:01:00,2.29
201705,budget loans,7,1,0.00%,14.29%,00:11:25,4.29
201705,Bus lane,7,1,0.00%,0.00%,00:00:44,2
201705,Bus pass,7,1.29,14.29%,11.11%,00:01:39,2.14
201705,Careers allowance,7,1.14,14.29%,12.50%,00:01:05,1.14
201705,Census records,7,1.57,42.86%,0.00%,00:06:07,4.29
201705,check,7,1.57,14.29%,36.36%,00:05:18,2.43
201705,Claiming a driving test pass,7,1,42.86%,0.00%,00:00:06,0.57
201705,community planning,7,1,0.00%,28.57%,00:01:04,1.14
201705,connect to success ni,7,1.29,0.00%,33.33%,00:01:49,3.43
201705,Cost,7,1,0.00%,42.86%,00:02:27,3.43
201705,Death certificate,7,2.29,0.00%,18.75%,00:06:24,2.14
201705,death certificates,7,1.57,0.00%,0.00%,00:04:59,2.14
201705,Death certificates,7,1,0.00%,14.29%,00:01:56,1.71
201705,Death records,7,1.86,0.00%,7.69%,00:02:32,2.14
201705,Derry,7,1,28.57%,14.29%,00:02:21,2.29
201705,Digi card,7,1.14,71.43%,0.00%,00:00:48,0.57
201705,Dl2,7,1.71,57.14%,0.00%,00:01:00,0.71
201705,DL2,7,2,0.00%,28.57%,00:06:58,4.29
201705,Driver licence,7,1.86,42.86%,15.38%,00:00:45,1
201705,Driving license fee,7,1.29,0.00%,11.11%,00:01:14,1.71
201705,email,7,1.43,0.00%,0.00%,00:01:04,3.29
201705,Enniskillen,7,1.43,28.57%,0.00%,00:00:45,2.71
201705,Family history,7,1,0.00%,14.29%,00:04:49,4.71
201705,fish stocking,7,1.86,14.29%,23.08%,00:10:56,9.14
201705,GRONI,7,1,0.00%,28.57%,00:07:44,3
201705,health,7,1.14,14.29%,0.00%,00:00:58,1.29
201705,help with health costs,7,1.29,0.00%,22.22%,00:01:43,2.71
201705,hmrc,7,1.29,14.29%,22.22%,00:02:08,6.71
201705,housing,7,2,14.29%,35.71%,00:03:59,3.43
201705,immigration,7,1.86,14.29%,7.69%,00:05:15,1.43
201705,INDUSTRIAL INJURIES,7,1.57,0.00%,27.27%,00:01:49,3
201705,insolvency,7,2.29,28.57%,0.00%,00:03:04,2.86
201705,job,7,2.43,28.57%,5.88%,00:01:10,2
201705,License,7,1.14,0.00%,87.50%,00:01:59,0.57
201705,License fees,7,1.14,42.86%,25.00%,00:01:35,1.86
201705,Lone pensioner allowance,7,1,14.29%,0.00%,00:01:01,2
201705,lost driving license,7,1.43,0.00%,10.00%,00:02:49,1.71
201705,Lost driving license,7,1.29,0.00%,0.00%,00:01:31,3.14
201705,Maternity pay,7,1.14,0.00%,37.50%,00:02:48,2.43
201705,Mot history,7,2.57,42.86%,11.11%,00:01:06,0.86
201705,Mot re test,7,1.86,0.00%,7.69%,00:03:04,6
201705,motor tax,7,1.14,42.86%,12.50%,00:03:34,0.86
201705,Motorcycle test,7,1,0.00%,28.57%,00:08:38,4.43
201705,New keeper,7,1.86,28.57%,15.38%,00:00:59,1
201705,parking enforcement,7,1.29,0.00%,0.00%,00:19:59,10.71
201705,Parking fine,7,1,0.00%,0.00%,00:01:38,2.57
201705,pay rate bill,7,1.29,0.00%,0.00%,00:01:06,3.14
201705,Pension forecast,7,1.57,14.29%,0.00%,00:01:26,1.57
201705,Planning,7,1.29,0.00%,0.00%,00:04:01,2.29
201705,provisional,7,1,14.29%,0.00%,00:00:26,1.14
201705,Provisional driving licence,7,2.57,14.29%,5.56%,00:01:59,1.86
201705,rates payment,7,1.43,0.00%,60.00%,00:01:41,0.86
201705,re-test,7,1.14,0.00%,12.50%,00:03:37,3.29
201705,Registrar,7,1.43,85.71%,10.00%,00:02:17,1.86
201705,regulated activity,7,1,0.00%,28.57%,00:02:08,3.71
201705,Renewal of driving licence,7,2.71,0.00%,5.26%,00:03:28,4.14
201705,School records,7,1.29,0.00%,55.56%,00:02:24,1.43
201705,school transport,7,1,0.00%,14.29%,00:02:41,1
201705,self employed,7,1.14,0.00%,25.00%,00:08:29,3.57
201705,Sf300,7,1.14,14.29%,50.00%,00:01:53,4
201705,Sold my car,7,1.29,14.29%,22.22%,00:01:15,2.14
201705,State pension forecast,7,1.14,14.29%,12.50%,00:02:58,1.43
201705,Street directories,7,1.14,14.29%,37.50%,00:02:13,3
201705,student finance,7,1.43,14.29%,10.00%,00:04:55,4
201705,Sure start,7,1.14,0.00%,12.50%,00:03:07,2
201705,Tax a car,7,1.14,42.86%,12.50%,00:03:21,1
201705,Theory test booking,7,2.29,14.29%,6.25%,00:02:41,3.71
201705,towing,7,1.43,14.29%,10.00%,00:02:34,1.71
201705,townlands,7,1.43,14.29%,30.00%,00:00:59,2
201705,Track,7,1.14,14.29%,37.50%,00:03:05,1
201705,Track application,7,3.14,28.57%,0.00%,00:03:38,3.43
201705,Upper malone rd leak,7,1,100.00%,0.00%,00:00:00,0
201705,Vehicle check,7,1.29,57.14%,11.11%,00:00:30,0.71
201705,vehicle licensing,7,1.86,28.57%,23.08%,00:00:50,1
201705,vehicle registration,7,1.57,57.14%,27.27%,00:01:04,0.14
201705,will calendar,7,1.14,0.00%,0.00%,00:00:47,1
201705,Will Calendars,7,1.14,0.00%,0.00%,00:03:12,2.43
201705,Working tax credits,7,2.43,14.29%,11.76%,00:05:26,2.29
201705,A,6,1.33,16.67%,37.50%,00:02:02,1.5
201705,a-z,6,1,16.67%,50.00%,00:00:42,2.17
201705,access ni application,6,1.17,16.67%,28.57%,00:00:57,1.33
201705,access ni check,6,1.17,16.67%,0.00%,00:03:19,1.83
201705,access to work,6,1,33.33%,33.33%,00:01:20,3.5
201705,Adress,6,1.67,0.00%,20.00%,00:05:48,4.83
201705,appeals,6,2,16.67%,8.33%,00:01:23,1.17
201705,appointments,6,1.33,33.33%,0.00%,00:07:06,1.83
201705,Apprenticeship,6,2.33,33.33%,0.00%,00:02:49,4.33
201705,assured skills,6,1.33,16.67%,37.50%,00:04:55,4.17
201705,Benefit fraud,6,1.33,0.00%,12.50%,00:01:28,1.83
201705,bereavement service,6,1,0.00%,33.33%,00:03:54,1.83
201705,bin collection,6,1.17,0.00%,14.29%,00:02:07,4.33
201705,Bins,6,1.5,0.00%,11.11%,00:04:52,1.67
201705,blue badge application form,6,1.5,0.00%,0.00%,00:01:44,2.5
201705,blue badge renewal,6,1.67,0.00%,10.00%,00:02:34,3.5
201705,bluebadge,6,1.67,0.00%,20.00%,00:02:21,2.67
201705,book a retest,6,1.17,0.00%,42.86%,00:02:46,3.67
201705,Book theory,6,1.33,33.33%,0.00%,00:00:17,1.5
201705,Budgeting loans,6,1.5,33.33%,11.11%,00:02:29,0.67
201705,bus operator licence applications,6,1.17,0.00%,42.86%,00:07:09,6.33
201705,calculator,6,1.83,33.33%,0.00%,00:07:12,1.5
201705,cancel an mot,6,1.33,0.00%,0.00%,00:02:15,1.67
201705,cancellation,6,1.17,0.00%,0.00%,00:03:47,3
201705,careers service,6,2,0.00%,8.33%,00:03:22,2.67
201705,cbt,6,1.67,16.67%,0.00%,00:01:05,2.33
201705,certificate of entitlement,6,6.83,16.67%,9.76%,00:07:00,2.17
201705,certificates,6,1.17,16.67%,28.57%,00:06:20,4.33
201705,Challengeparkingticket,6,1.5,33.33%,11.11%,00:02:05,2.33
201705,Change mot test,6,1.33,0.00%,0.00%,00:03:03,1.33
201705,Change of ownership,6,1.83,0.00%,45.45%,00:08:04,3.33
201705,Check tax,6,1.5,16.67%,33.33%,00:00:47,0.33
201705,CHILD BENEFIT,6,1.83,0.00%,0.00%,00:01:11,2.5
201705,Child care,6,1.17,66.67%,14.29%,00:01:09,0.83
201705,child tax credits,6,1.83,0.00%,18.18%,00:13:36,1.17
201705,Church records,6,1.5,16.67%,11.11%,00:00:48,1.5
201705,Community care grant form,6,1.33,66.67%,0.00%,00:00:37,1.5
201705,complaint,6,1.33,33.33%,0.00%,00:09:20,5.67
201705,constructive dismissal,6,1,0.00%,0.00%,00:04:53,2.17
201705,consultations,6,1.17,16.67%,0.00%,00:02:31,2
201705,Contact numbers,6,1,0.00%,33.33%,00:05:40,2
201705,Cost of provisional licence,6,1.17,0.00%,0.00%,00:02:28,1.17
201705,cycling,6,1.17,0.00%,14.29%,00:03:56,2.83
201705,d777,6,1.83,16.67%,36.36%,00:00:53,2.33
201705,debt relief order,6,1.17,50.00%,14.29%,00:02:50,1.33
201705,deed poll,6,1.5,33.33%,22.22%,00:05:05,2.17
201705,dentist,6,1,0.00%,16.67%,00:07:24,5
201705,department for communities,6,1.33,16.67%,25.00%,00:01:39,1.5
201705,Dervock,6,2.83,33.33%,17.65%,00:03:32,3.67
201705,Direct debit rates,6,1,0.00%,16.67%,00:01:41,2
201705,disability living allowance,6,2.5,0.00%,13.33%,00:02:40,3.5
201705,Discretionary Support,6,1.17,16.67%,14.29%,00:01:49,1.83
201705,Divorce,6,2.17,16.67%,0.00%,00:06:27,2.83
201705,DL1R FORM,6,2,33.33%,16.67%,00:01:12,1.67
201705,domestic abuse,6,2,33.33%,16.67%,00:08:29,6.17
201705,Downpatrick,6,1.33,0.00%,12.50%,00:02:01,2.17
201705,driver licence,6,1.17,16.67%,14.29%,00:02:06,3
201705,driving,6,1.33,16.67%,25.00%,00:07:22,3.17
201705,driving license renewal,6,1.5,0.00%,22.22%,00:06:01,3.67
201705,Education maintenance allowance,6,1,0.00%,0.00%,00:00:51,1.67
201705,ehic card,6,1.67,33.33%,0.00%,00:06:07,1.83
201705,election,6,1,16.67%,16.67%,00:02:27,1
201705,English,6,1.33,50.00%,37.50%,00:00:32,1.83
201705,enhanced check through registered body,6,1.17,0.00%,0.00%,00:05:29,2.33
201705,enhanced clearance,6,1.33,0.00%,0.00%,00:04:20,4
201705,european health insurance card,6,1.5,0.00%,0.00%,00:10:46,1.83
201705,Fishing permit,6,1.5,0.00%,0.00%,00:08:16,5.67
201705,form,6,1.17,33.33%,42.86%,00:00:19,0.17
201705,grass cutting,6,1.17,0.00%,14.29%,00:04:02,1.67
201705,Groni,6,1.17,0.00%,0.00%,00:01:29,2.83
201705,hgv,6,2.17,0.00%,30.77%,00:04:32,4.83
201705,inheritance tax,6,2.5,33.33%,20.00%,00:01:41,0.5
201705,irish passport,6,1.17,16.67%,28.57%,00:04:30,1.83
201705,IVA,6,1.17,0.00%,42.86%,00:01:31,3.33
201705,job introduction scheme,6,1.17,0.00%,71.43%,00:09:53,3
201705,Juries,6,1.33,33.33%,12.50%,00:11:45,1.67
201705,Land,6,2.83,0.00%,5.88%,00:03:14,4.17
201705,land and property services,6,1.5,0.00%,33.33%,00:02:05,4.83
201705,legal aid,6,1.17,16.67%,0.00%,00:03:33,3
201705,Licence fees,6,1.67,16.67%,30.00%,00:01:21,0.83
201705,local councils,6,1.17,0.00%,0.00%,00:01:31,3.33
201705,Londonderry,6,1.5,16.67%,33.33%,00:02:07,4.5
201705,lone pensioner,6,1.17,0.00%,0.00%,00:04:10,2
201705,Lost,6,1,16.67%,0.00%,00:03:11,1.17
201705,Lost provisional,6,1.33,0.00%,12.50%,00:01:00,1.33
201705,LPS,6,2.17,16.67%,15.38%,00:11:33,7.67
201705,make the call,6,1,0.00%,33.33%,00:00:47,2
201705,maps viewer,6,1.17,16.67%,0.00%,00:05:51,3.33
201705,NATIONAL INSURANCE,6,1,0.00%,0.00%,00:02:07,2.17
201705,National insurance number,6,1.33,0.00%,25.00%,00:01:42,2
201705,Notice of appeal form,6,1.67,33.33%,10.00%,00:01:54,1.83
201705,number plates,6,1.67,33.33%,10.00%,00:00:42,1
201705,nurse,6,1.67,0.00%,40.00%,00:01:52,2
201705,osni,6,2,0.00%,8.33%,00:10:19,2.33
201705,passport renewal,6,1.67,0.00%,20.00%,00:02:52,1.5
201705,paternity,6,1.67,16.67%,10.00%,00:04:23,2.67
201705,Paying rates,6,1,0.00%,0.00%,00:00:36,1.5
201705,Pcn,6,1.67,0.00%,10.00%,00:01:12,3.5
201705,Pension credits,6,2.83,0.00%,5.88%,00:04:51,5.33
201705,pension forecast,6,1.33,0.00%,0.00%,00:07:06,4.5
201705,Personal Independence Payment,6,3.33,0.00%,15.00%,00:06:25,3.67
201705,Portadown,6,1.5,33.33%,0.00%,00:03:56,0.83
201705,Prices,6,1.17,33.33%,28.57%,00:00:47,1
201705,Public appointments,6,1.5,16.67%,11.11%,00:01:28,3.67
201705,Rates rebate,6,1.83,0.00%,27.27%,00:04:07,2.5
201705,Re-test application,6,1.67,33.33%,20.00%,00:01:55,1.83
201705,Register to vote,6,1.33,0.00%,12.50%,00:00:48,0.83
201705,renew driving licence,6,1.67,16.67%,10.00%,00:02:31,2.5
201705,retest mot,6,2.5,0.00%,6.67%,00:04:16,4.17
201705,Rhi,6,1.83,33.33%,0.00%,00:01:12,2
201705,Road service,6,1.5,16.67%,33.33%,00:01:18,1.17
201705,Selling a vehicle,6,2.5,50.00%,20.00%,00:01:42,0.83
201705,SF300,6,1.33,16.67%,37.50%,00:00:37,1
201705,Sign in,6,1.5,0.00%,0.00%,00:00:36,1.5
201705,stocking,6,1.67,16.67%,10.00%,00:01:58,1.83
201705,tachograph,6,1.67,0.00%,20.00%,00:04:42,3.33
201705,Tax check,6,1,50.00%,0.00%,00:05:16,1.33
201705,taxi driver theory test,6,1.17,0.00%,0.00%,00:06:37,2.67
201705,Taxi licence,6,1.17,0.00%,14.29%,00:09:21,2.5
201705,Telephone,6,1,16.67%,50.00%,00:02:29,0.5
201705,Test,6,1,0.00%,16.67%,00:03:14,2
201705,v36,6,1.83,0.00%,9.09%,00:03:20,1.83
201705,v5c,6,1.67,33.33%,20.00%,00:03:33,1.33
201705,v62,6,1.5,0.00%,33.33%,00:01:31,1.5
201705,V62,6,1.33,50.00%,25.00%,00:00:36,0.83
201705,valuation,6,1.67,0.00%,40.00%,00:03:37,4.33
201705,vehicle check,6,1.83,33.33%,9.09%,00:02:10,2
201705,Vehicle licensing,6,2,16.67%,16.67%,00:01:06,1.5
201705,vet,6,3,33.33%,11.11%,00:03:50,4.17
201705,vote,6,1.17,0.00%,42.86%,00:02:57,1
201705,Will,6,1.5,0.00%,33.33%,00:03:44,8.67
201705,William Marshall,6,1,83.33%,0.00%,00:00:03,0.17
201705,winter fuel,6,1.17,0.00%,14.29%,00:19:25,12.83
201705,workhouse records,6,2.83,0.00%,23.53%,00:06:12,4.83
201705,working hours,6,1,16.67%,0.00%,00:00:47,1
201705,Www.indirect. government. UK/Pip,6,1.5,16.67%,0.00%,00:03:41,1.17
201705,10b bus permits,5,1,0.00%,60.00%,00:08:55,7.6
201705,1901 census,5,4,40.00%,0.00%,00:07:41,3.8
201705,1939 register,5,1.4,40.00%,28.57%,00:00:38,0.2
201705,a to z,5,1,40.00%,40.00%,00:00:32,1
201705,access NI,5,1.2,20.00%,0.00%,00:02:31,3.6
201705,Access ni check,5,1,0.00%,0.00%,00:04:51,4.2
201705,acess ni,5,1.2,20.00%,0.00%,00:05:18,4.4
201705,acessni,5,1,20.00%,60.00%,00:00:18,1
201705,affordable warmth,5,1.2,0.00%,16.67%,00:08:08,1.4
201705,agriculture,5,2.4,40.00%,25.00%,00:01:27,0.4
201705,apostille,5,1.6,20.00%,37.50%,00:00:58,1.8
201705,Apply for an enhanced check,5,1,0.00%,0.00%,00:02:00,2.4
201705,armagh,5,1,0.00%,20.00%,00:00:47,1.6
201705,articles,5,1.8,20.00%,22.22%,00:02:16,0.8
201705,ATTENDANCE ALLOWANCE,5,1.2,0.00%,16.67%,00:01:11,2
201705,Back to work grant,5,1.4,60.00%,14.29%,00:00:30,0.4
201705,Bank holiday,5,1.2,0.00%,50.00%,00:00:37,1
201705,bank holidays,5,1,0.00%,0.00%,00:00:45,2
201705,basic disclosure certificate,5,1.2,20.00%,0.00%,00:02:07,1.6
201705,benefit fraud,5,1.2,20.00%,0.00%,00:07:08,2.6
201705,bereavement allowance,5,1.6,0.00%,37.50%,00:04:12,4.8
201705,birth certificate fees,5,1.6,40.00%,0.00%,00:01:21,2.2
201705,book mot test,5,2.2,0.00%,18.18%,00:06:38,1.6
201705,Book mot test,5,2,0.00%,10.00%,00:06:05,5.2
201705,Book my driving test,5,2.2,20.00%,18.18%,00:07:35,2
201705,Book now,5,1,0.00%,40.00%,00:01:27,1.6
201705,Budget loans,5,1,0.00%,20.00%,00:08:39,3.4
201705,bus pass,5,2.2,20.00%,36.36%,00:01:41,0.4
201705,Business rates,5,2,40.00%,40.00%,00:01:52,1.2
201705,C1 licence,5,1,0.00%,60.00%,00:06:53,3.6
201705,Cafe,5,1,20.00%,20.00%,00:00:26,2.2
201705,Camping,5,1.2,0.00%,0.00%,00:02:47,4.6
201705,cancel,5,1.2,0.00%,16.67%,00:08:49,1.2
201705,CANCEL MOT,5,1.2,0.00%,0.00%,00:06:44,2
201705,CANCELLATIONS,5,1,20.00%,60.00%,00:01:41,2.4
201705,Car,5,1.4,0.00%,14.29%,00:01:03,2.2
201705,Car registration,5,2,0.00%,40.00%,00:03:47,2.2
201705,careers a-z,5,2,20.00%,10.00%,00:00:46,1.4
201705,Careers A-Z,5,1.2,60.00%,16.67%,00:00:46,0.4
201705,Challange parking ticket,5,1.4,0.00%,0.00%,00:01:54,2
201705,Challenge,5,1.2,0.00%,33.33%,00:01:12,1.4
201705,Challenge parking,5,1.8,20.00%,0.00%,00:03:55,2
201705,Change address on driving licence,5,1,0.00%,40.00%,00:01:33,1.2
201705,change bank details,5,1.4,20.00%,14.29%,00:03:47,2.8
201705,change date of mot,5,1.4,0.00%,0.00%,00:04:54,1.6
201705,CHANGE DATE OF MOT,5,1.2,0.00%,0.00%,00:02:40,1.4
201705,change mot test,5,1,0.00%,0.00%,00:00:57,1.8
201705,change name,5,1.4,0.00%,14.29%,00:06:49,2.4
201705,change ni driving licence to gb,5,1,100.00%,0.00%,00:00:00,0
201705,Change of address on driving licence,5,1.2,0.00%,50.00%,00:03:46,2.6
201705,changing address,5,1.2,0.00%,0.00%,00:01:12,1.8
201705,Check car tax,5,2,0.00%,10.00%,00:04:10,3.4
201705,CHECK MOT,5,1.2,40.00%,0.00%,00:00:40,1.6
201705,Check vehicle tax,5,1.6,20.00%,25.00%,00:00:50,0.8
201705,Choices,5,1.4,0.00%,28.57%,00:08:54,4
201705,citizenship,5,1.2,0.00%,16.67%,00:01:09,0.8
201705,commercial rates,5,1.2,60.00%,0.00%,00:01:16,0.6
201705,Community care grants,5,2.2,60.00%,9.09%,00:01:26,1.8
201705,construction,5,1,60.00%,0.00%,00:02:17,1.4
201705,consumerline,5,2,0.00%,10.00%,00:06:02,7.4
201705,Contact dva,5,1.2,0.00%,0.00%,00:03:29,4.8
201705,contribution base esa,5,1.2,100.00%,0.00%,00:01:19,0
201705,crimnal hiistory,5,1,60.00%,0.00%,00:00:01,0.4
201705,customs,5,1.4,20.00%,42.86%,00:02:00,0.8
201705,daera,5,1.6,60.00%,25.00%,00:03:57,0.4
201705,data protection,5,1.4,0.00%,28.57%,00:18:50,3.4
201705,Didnt receive my fishing licence,5,1.4,100.00%,0.00%,00:00:43,0
201705,disability,5,1.8,0.00%,33.33%,00:03:49,3.6
201705,Disability living allowance,5,1.2,60.00%,33.33%,00:01:12,0.6
201705,DL1 FORM,5,5,40.00%,4.00%,00:08:44,1.2
201705,Driving,5,1.2,0.00%,33.33%,00:01:03,0.8
201705,Driving licence application,5,2,20.00%,0.00%,00:01:44,1.8
201705,Driving licence categories,5,1.6,40.00%,50.00%,00:04:08,3.6
201705,driving licence change adres,5,2.8,80.00%,14.29%,00:06:37,0
201705,driving licence information,5,1.2,40.00%,16.67%,00:00:34,0.8
201705,Dungannon,5,2,20.00%,10.00%,00:06:55,2.6
201705,E111,5,1.8,0.00%,33.33%,00:00:51,0.6
201705,education,5,1.6,0.00%,37.50%,00:01:03,1.8
201705,electoral register,5,1,0.00%,20.00%,00:00:36,1
201705,Employment support allowance,5,2,0.00%,20.00%,00:17:47,5.4
201705,England,5,1.8,60.00%,11.11%,00:00:26,0.2
201705,Enhanced checks,5,2,0.00%,10.00%,00:07:54,5.4
201705,ESA claim,5,1,0.00%,20.00%,00:05:37,2.4
201705,Fee,5,1,0.00%,20.00%,00:07:08,1.4
201705,fishing permit,5,1.8,0.00%,33.33%,00:03:54,6.6
201705,Fishing permits,5,1.6,0.00%,0.00%,00:07:51,3.4
201705,flooding,5,1.8,0.00%,22.22%,00:09:20,5.8
201705,fraud,5,1.2,20.00%,0.00%,00:23:49,3
201705,Funeral,5,1.4,20.00%,28.57%,00:03:13,2
201705,Funeral payment,5,1.4,0.00%,28.57%,00:02:47,2.2
201705,gcse,5,1.8,20.00%,11.11%,00:01:43,3
201705,geneology,5,1.4,20.00%,28.57%,00:02:14,2.8
201705,getting married,5,1.4,0.00%,0.00%,00:08:22,6.4
201705,go on ni,5,1.2,0.00%,33.33%,00:11:16,5.6
201705,Gov.uk,5,1,40.00%,0.00%,00:00:30,1
201705,GRO,5,1.2,0.00%,33.33%,00:05:06,2.2
201705,gro446,5,1,0.00%,80.00%,00:02:17,1.6
201705,Group 1 standards,5,3,20.00%,26.67%,00:01:47,1
201705,harland and wolff,5,1.6,40.00%,12.50%,00:00:49,2.2
201705,health and safety,5,1,0.00%,60.00%,00:09:17,1.2
201705,Help with rates,5,1.6,0.00%,12.50%,00:10:00,8.6
201705,holiday entitlement,5,1,0.00%,20.00%,00:06:58,1.6
201705,Holiday entitlement,5,1,20.00%,20.00%,00:01:56,0.8
201705,Holidays,5,1,60.00%,20.00%,00:00:22,0.2
201705,Housing,5,1.4,0.00%,0.00%,00:03:06,1.8
201705,housing benefits,5,1.6,40.00%,37.50%,00:01:25,1
201705,How much is state pension,5,2.6,20.00%,0.00%,00:04:19,2.2
201705,How rates are calculated,5,1.6,20.00%,12.50%,00:01:06,1
201705,incapacity benefit,5,1,0.00%,20.00%,00:05:30,3.2
201705,INCOME SUPPORT,5,1.4,0.00%,28.57%,00:03:24,3.6
201705,income tax,5,1.4,0.00%,28.57%,00:00:54,1.4
201705,It,5,2.2,40.00%,9.09%,00:01:27,0.4
201705,Job centre,5,1.4,0.00%,28.57%,00:02:19,4
201705,job vacancies,5,1.2,60.00%,0.00%,00:00:31,0.4
201705,jobseekers,5,1.6,20.00%,12.50%,00:03:01,5.2
201705,Jsa,5,1.2,0.00%,33.33%,00:04:52,3
201705,juries,5,2,0.00%,20.00%,00:02:48,3
201705,Land and property services,5,1.6,0.00%,25.00%,00:01:35,2.2
201705,landlord reg,5,1,0.00%,20.00%,00:00:28,1.8
201705,landlord registration scheme,5,1,0.00%,0.00%,00:07:34,2.6
201705,Landlord registration scheme,5,1.2,0.00%,16.67%,00:01:22,2.8
201705,licence fees,5,1.4,0.00%,28.57%,00:04:29,2.6
201705,license,5,1.6,0.00%,37.50%,00:04:49,1.4
201705,License check,5,1.4,40.00%,42.86%,00:00:51,0.2
201705,lisburn,5,2,20.00%,20.00%,00:02:34,3.6
201705,log book,5,1.6,40.00%,25.00%,00:00:44,0.4
201705,LOG IN,5,1,20.00%,20.00%,00:02:26,2.2
201705,long birth certificate,5,2,0.00%,10.00%,00:02:47,1.6
201705,Lost digi card,5,2,100.00%,0.00%,00:01:47,1
201705,Lost paper counterpart,5,1,100.00%,0.00%,00:00:00,0
201705,Lost parking ticket,5,1.2,40.00%,0.00%,00:01:32,2
201705,Lough covey,5,1.2,40.00%,33.33%,00:01:43,0.2
201705,Lps,5,1,0.00%,20.00%,00:06:16,4.4
201705,ma1,5,1,0.00%,20.00%,00:12:10,2.2
201705,MA1,5,1.2,0.00%,16.67%,00:05:10,2.6
201705,Maps,5,1.2,0.00%,0.00%,00:01:20,1.6
201705,marriage allowance,5,2.8,40.00%,21.43%,00:04:16,0.2
201705,marriage application,5,1.4,0.00%,28.57%,00:02:22,2.2
201705,Marriage certificates,5,1.2,0.00%,16.67%,00:00:45,1.4
201705,marriage notice,5,1.2,0.00%,33.33%,00:03:11,3.8
201705,Maths,5,1.4,20.00%,14.29%,00:01:04,2.2
201705,Medical,5,1.2,0.00%,16.67%,00:02:01,1.6
201705,mental health,5,2.2,0.00%,9.09%,00:01:39,8.2
201705,Mental health,5,1.4,0.00%,14.29%,00:03:38,1.6
201705,midwife,5,1.8,0.00%,11.11%,00:04:55,1.6
201705,Mot centres,5,1,0.00%,40.00%,00:02:54,4.2
201705,mot cost,5,1,40.00%,0.00%,00:00:51,1.8
201705,Mot cost,5,1.4,0.00%,0.00%,00:00:56,3.4
201705,MOT retest,5,1.2,0.00%,0.00%,00:00:49,1.8
201705,motorcycle,5,1.6,0.00%,25.00%,00:09:38,4.8
201705,Motorcycle theory test,5,1.6,0.00%,25.00%,00:05:51,2.4
201705,moving house,5,1.2,0.00%,66.67%,00:01:43,2
201705,my account,5,1.4,0.00%,14.29%,00:03:54,3.8
201705,Newtownabbey,5,1,20.00%,20.00%,00:00:44,0.8
201705,noise,5,1,20.00%,0.00%,00:01:38,1.2
201705,nursing,5,1.2,0.00%,16.67%,00:08:04,2.6
201705,online,5,1.4,0.00%,28.57%,00:00:55,2.8
201705,opening hours,5,1.2,20.00%,33.33%,00:03:27,2.8
201705,p60,5,1,60.00%,40.00%,00:01:02,2.4
