CP No.,Route,Divn.,Location,Channel 1,Channel 2,Easting,Northing,24 Hour AADT (7 day flow),24 Hour AADT (7 day flow) rounded,% HGV (7 day flow),AM mean weekday peak hour (5 day flow),AM mean weekday peak hour (5 day flow) rounded,AM mean weekday peak hour (5 day flow) start time,PM mean weekday peak hour (5 day flow),PM mean weekday peak hour (5 day flow) rounded,PM mean weekday peak hour (5 day flow) start time,24 Hour 7 Day Flow CH. 1,24 Hour 7 Day Flow CH. 2,24 Hour 7 Day Flow CH. 1 (rounded),24 Hour 7 Day Flow CH. 2 (rounded),Percentage Traffic Composition (car / van),Percentage Traffic Composition (med com),Percentage Traffic Composition (rigid),Percentage Traffic Composition (artic),Percentage Traffic Composition (bus / coach),24 Hour 5 Day Flow CH. 1,24 Hour 5 Day Flow CH. 2,24 Hour AADT (5 day flow),24 Hour 5 Day Flow CH. 1 (rounded),24 Hour 5 Day Flow CH. 2 (rounded),24 Hour AADT (5 day flow) rounded,AM peak hour flow weekday channel 1,AM peak hour flow weekday channel 1 (rounded),AM peak hour flow weekday channel 1 start time,PM peak hour flow weekday channel 1,PM peak hour flow weekday channel 1 (rounded),PM peak hour flow weekday channel 1 start time,AM peak hour flow weekday channel 2,AM peak hour flow weekday channel 2 (rounded),AM peak hour flow weekday channel 2 start time,PM peak hour flow weekday channel 2,PM peak hour flow weekday channel 2 (rounded),PM peak hour flow weekday channel 2 start time,2012 24 Hour AADT (7 day flow) rounded,2013 %age incr/decr over 2012 24HrAADT (7 day flow),2013 24 Hour AADT (7 day flow) rounded,2014 %age incr/decr over 2013 24HrAADT (7 day flow),2014 24 Hour AADT (7 day flow) rounded,Comments
502,A2,East,"Belfast - Bangor, at Cultra, East of Folk Museum",To Belfast,To Bangor,342339,380522,"35,012","35,010",-,2942,2940,08:00,3301,3300,17:00,17372,17640,17370,17640,-,-,-,-,-,18755,19029,"37,784",18760,19030,"37,790",2171,2170,07:00,1113,1110,16:00,971,970,11:00,2275,2280,17:00,-,-,-,-,"35,010",Data available 28/05/14 - 09/09/14
503,B170,East,"Ballysallagh Road, Bangor",To A2,To Craigantlet,347050,378963,"8,193","8,190",1,809,810,08:00,863,860,17:00,4079,4114,4080,4110,95.5,3.5,0.8,0.1,0.1,4491,4518,"9,009",4490,4520,"9,010",311,310,08:00,554,550,17:00,526,530,07:00,309,310,17:00,"8,160",-2.82,"7,930",3.28,"8,190",
504,C368,East,"Rathgael Road, Bangor",To Rathgael,To A2,348270,380052,"14,203","14,200",2.8,1122,1120,08:00,1319,1320,17:00,7213,6990,7210,6990,93.1,4.1,1.8,0.8,0.2,7856,7566,"15,422",7860,7570,"15,430",382,380,11:00,877,880,17:00,848,850,07:00,469,470,13:00,"13,860",-1.01,"13,720",3.5,"14,200",
505,A2,East,"Belfast - Bangor, at Springhill",To Bangor,To Belfast,348081,380297,"21,558","21,560",1.9,1859,1860,08:00,2025,2030,17:00,11101,10457,11100,10460,96.7,1.4,1.8,0.1,0,11990,11311,"23,301",11990,11310,"23,300",1541,1540,08:00,738,740,16:00,615,620,08:00,1319,1320,17:00,"21,470",-1.12,"21,230",1.55,"21,560",
506,A2,East,"Bangor Ring Road, at Clandeboye",From Belfast,To Belfast Road,349205,380429,"22,146","22,140",-,1637,1640,08:00,1908,1910,16:00,10564,11582,10560,11580,-,-,-,-,-,11276,12378,"23,654",11280,12380,"23,660",684,680,11:00,1086,1090,17:00,"1,076",1080,07:00,843,840,16:00,"22,100",-0.9,"21,900",1.1,"22,140",
507,A21,South,"Bangor Road, Newtownards",To Bangor,To Newtownards,349852,376100,"20,611","20,620",2.3,1556,1560,08:00,1733,1730,17:00,10515,10096,10520,10100,93.6,4.1,1.8,0.2,0.3,11313,10853,"22,166",11310,10850,"22,160",854,850,08:00,968,970,17:00,966,970,08:00,864,860,16:00,-,-,"20,340",1.38,"20,620",
508,A48,South,"Donagadee Road, Newtownards",To Newtownards,To Donaghadee,349949,374578,"10,464","10,460",-,764,760,08:00,943,940,17:00,5570,4894,5570,4890,-,-,-,-,-,5923,5194,"11,117",5920,5190,"11,110",555,560,08:00,432,430,14:00,268,270,11:00,566,570,17:00,"10,100",0.2,"10,120",3.36,"10,460",
509,A20,South,"Portaferry Road, Newtownards",To Newtownards,To Portaferry,350096,373072,"14,146","14,150",-,1255,1260,08:00,1340,1340,17:00,7076,7070,7080,7070,-,-,-,-,-,7464,7488,"14,952",7460,7490,"14,950",350,350,11:00,970,970,17:00,993,990,08:00,461,460,14:00,"13,960",-0.86,"13,840",2.24,"14,150",
510,A2,South,"Donaghadee - Millisle, at Ballyvester",To Donaghadee,To Millisle,359320,378021,"4,237","4,240",-,289,290,11:00,351,350,16:00,2171,2066,2170,2070,-,-,-,-,-,2202,2086,"4,288",2200,2090,"4,290",182,180,08:00,177,180,14:00,131,130,11:00,188,190,16:00,"4,260",-5.4,"4,030",5.21,"4,240",
511,A21,South,"Newtownards Road, Comber",To Newtownards,To Comber,347594,369952,"18,317","18,310",3.3,1556,1560,08:00,1733,1730,17:00,9264,9053,9260,9050,91.4,5.3,2.5,0.5,0.3,9912,9702,"19,614",9910,9700,"19,610",807,810,08:00,891,890,17:00,749,750,08:00,898,900,16:00,-,-,-,-,"18,310",
512,A22,South,"Comber - Killyleagh, at Comber",To Comber,To Killyleagh,346309,368460,"9,086","9,090",-,788,790,08:00,852,850,17:00,4555,4531,4560,4530,-,-,-,-,-,4880,4865,"9,745",4880,4870,"9,750",274,270,11:00,542,540,17:00,541,540,08:00,336,340,15:00,"8,730",-5.61,"8,240",10.32,"9,090",
513,A7,South,"Belfast Road, Downpatrick, at Quoile",To Downpatrick,To Belfast,348215,345440,"11,618","11,620",-,1073,1070,08:00,1061,1060,17:00,5740,5878,5740,5880,-,-,-,-,-,6283,6438,"12,721",6280,6440,"12,720",574,570,08:00,569,570,17:00,501,500,07:00,554,550,16:00,"11,410",3.77,"11,840",-1.86,"11,620",
514,A25,South,"Downpatrick - Clough, at Tullymurry",To Downpatrick,To Clough,348323,344155,"8,282","8,280",3.8,740,740,08:00,718,720,17:00,4172,4110,4170,4110,92.2,4,2.3,1.1,0.4,4330,4269,"8,599",4330,4270,"8,600",485,490,08:00,312,310,14:00,264,260,11:00,456,460,17:00,"7,840",-2.68,"7,630",8.52,"8,280",
515,A24,South,"Clough - Ballynahinch, at Castlenavan",To Ballynahinch,To Clough,340385,345934,"8,312","8,320",5.5,651,650,07:00,763,760,17:00,4185,4127,4190,4130,89.3,5.2,3.2,1.8,0.5,4234,4242,"8,476",4230,4240,"8,470",519,520,07:00,299,300,16:00,246,250,08:00,494,490,17:00,"8,320",9.5,"9,110",-8.67,"8,320",
516,A2,South,Dundrum - Clough,To Clough,To Dundrum,340849,337000,"10,684","10,690",3.9,685,690,08:00,943,940,17:00,5289,5395,5290,5400,78.8,17.3,2.1,1.3,0.5,5374,5441,"10,815",5370,5440,"10,810",348,350,11:00,579,580,17:00,431,430,08:00,412,410,15:00,"10,540",0.85,"10,630",0.56,"10,690",
517,A50,South,Castlewellan - Newcastle,To Newcastle,To Castlewellan,337139,333064,"7,999","8,000",2.9,548,550,09:00,653,650,16:00,4049,3950,4050,3950,80.3,16.8,1.8,0.8,0.3,4049,3944,"7,993",4050,3940,"7,990",327,330,09:00,321,320,15:00,262,260,11:00,347,350,16:00,"7,970",1.63,"8,100",-1.23,"8,000",
518,A25,South,"Rathfriland Road, Castlewellan",To Castlewellan,To Rathfriland,331932,334955,"5,104","5,110",5.3,371,370,08:00,503,500,17:00,2565,2539,2570,2540,72.1,22.6,3.1,2,0.2,2630,2597,"5,227",2630,2600,"5,230",203,200,08:00,221,220,17:00,168,170,08:00,282,280,17:00,"5,060",-1.19,"5,000",2.2,"5,110",
519,A25,South,"Castlewellan - Clough, at Magherasaul",To Clough,To Castlewellan,337472,338100,"6,133","6,130",4.1,519,520,08:00,635,640,17:00,3072,3061,3070,3060,90.3,5.6,2.5,1.3,0.3,3127,3130,"6,257",3130,3130,"6,260",313,310,08:00,250,250,17:00,207,210,08:00,385,390,17:00,"6,010",7.82,"6,480",-5.4,"6,130",Excluded Jan '14 data as it's low
520,M1,East,Blacks Road (Junction 3) – Saintfield Road (Junction 6),To Belfast,From Belfast,328385,364375,"53,193","53,190",7.2,4290,4290,07:00,4676,4680,17:00,27284,25909,27280,25910,90.4,2.4,1.4,4.7,1.1,29793,27772,"57,565",29790,27770,"57,560",1689,1690,08:00,2995,3000,16:00,"2,860",2860,07:00,1774,1770,17:00,"52,530",-0.4,"52,320",1.66,"53,190",
521,M1,East,Sprucefield (Junction 7) – Moira (Junction 9),To Lisburn,To Moira,322214,360664,"37,227","37,230",12.8,3459,3460,08:00,3739,3740,17:00,18747,18480,18750,18480,76,11.2,7.5,5.1,0.2,20280,20299,"40,579",20280,20300,"40,580",2267,2270,07:00,1698,1700,17:00,"1,599",1600,08:00,2067,2070,08:00,"35,430",-,-,-,"37,230",
522,A1,East,Lisburn - Hillsborough (at Harry's Road),To Lisburn,To Hillsborough,325004,360426,"39,783","39,780",-,3031,3030,08:00,3752,3750,17:00,19819,19964,19820,19960,-,-,-,-,-,21508,21671,"43,179",21510,21670,"43,180",2073,2070,07:00,1345,1350,17:00,"1,128",1130,11:00,2407,2410,17:00,"40,980",-,-,-,"39,780",Data used 02/06/14 - 23/07/14 
523,A512,East,"McKinstry Road, Dunmurry, South of Cutts",To Belfast,To Lisburn,327469,367712,"19,270","19,270",3.4,1420,1420,09:00,1606,1610,15:00,10038,9232,10040,9230,92.7,3.9,2.2,1.1,0.1,10587,9697,"20,284",10590,9700,"20,290",879,880,09:00,827,830,17:00,728,730,08:00,820,820,15:00,"20,560",-5.25,"19,480",-1.08,"19,270",
524,A1,East,"Belfast - Lisburn, at Derriaghy",To Belfast,From Belfast,328013,367446,"9,708","9,710",3.3,792,790,08:00,796,800,17:00,4849,4859,4850,4860,92.9,3.8,1.6,0.6,1.1,5274,5220,"10,494",5270,5220,"10,490",438,440,08:00,374,370,16:00,353,350,08:00,430,430,17:00,"9,680",1.24,"9,800",-0.92,"9,710",
525,A1,East,"Belfast - Lisburn, at Lambeg",To Belfast,From Belfast,327589,366760,"14,742","14,750",3.1,1310,1310,08:00,1305,1310,17:00,7457,7285,7460,7290,86.5,10.4,1.7,0.7,0.7,8119,7937,"16,056",8120,7940,"16,060",698,700,08:00,668,670,17:00,615,620,08:00,637,640,17:00,"14,360",1.25,"14,540",1.44,"14,750",
527,B23,East,"Hillhall Road, Lisburn, near Ballyaghlis",To Belfast,To Lisburn,330049,364871,"11,458","11,460",2.6,1431,1430,08:00,1470,1470,17:00,5876,5582,5880,5580,93.4,4,2.4,0.2,0,6648,6365,"13,013",6650,6370,"13,020",658,660,08:00,819,820,17:00,774,770,08:00,615,620,17:00,"10,500",6,"11,130",2.96,"11,460",
528,B103,East,"Drumbeg Road, near Lisburn",To Belfast,To Lisburn,330689,366557,"4,912","4,920",-,604,600,08:00,548,550,17:00,2447,2465,2450,2470,-,-,-,-,-,2707,2731,"5,438",2710,2730,"5,440",302,300,08:00,273,270,17:00,302,300,08:00,291,290,17:00,"4,730",-0.21,"4,720",4.24,"4,920",
529,A513,East,"Wilmar Road, Dunmurry",To Belfast,To Lisburn,327247,367393,"19,574","19,580",3.4,1773,1770,08:00,1805,1810,17:00,10016,9558,10020,9560,94,2.6,2.8,0.6,0,10945,10453,"21,398",10950,10450,"21,400",1366,1370,07:00,692,690,17:00,613,610,08:00,1113,1110,17:00,"17,960",-,-,-,"19,580",Data used 15/10/14 - 31/12/14
530,A1,East,"Hillsborough By-Pass, North of Moira Road",To Lisburn,To Dromore,323856,359314,"33,857","33,860",7.7,2633,2630,08:00,3436,3440,17:00,17038,16819,17040,16820,86.5,5.8,2.4,4.9,0.4,18349,18309,"36,658",18350,18310,"36,660",1773,1770,08:00,1258,1260,17:00,"1,021",1020,08:00,2178,2180,17:00,"31,720",-3.44,"30,630",10.55,"33,860",
531,A24,South,"Belfast  Road, Ballynahinch",To Belfast,From Belfast,336852,354542,"8,700","8,700",6.3,536,540,10:00,701,700,16:00,4400,4300,4400,4300,90,3.7,5.5,0.7,0.1,4490,4386,"8,876",4490,4390,"8,880",394,390,06:00,277,280,15:00,245,250,11:00,426,430,16:00,"8,710",-2.64,"8,480",2.59,"8,700",
532,C297,East,"Ballynahinch Road, Lisburn",To Lisburn,From Lisburn,327652,363284,"3,444","3,440",-,410,410,08:00,336,340,17:00,1811,1633,1810,1630,-,-,-,-,-,2031,1831,"3,862",2030,1830,"3,860",329,330,08:00,126,130,14:00,98,100,11:00,238,240,17:00,"3,080",3.25,"3,180",8.18,"3,440",
533,C/UC,South,"Islandhill, Comber",To Car Park,To A21,348640,369108,316,320,-,20,20,11:00,30,30,15:00,159,157,160,160,-,-,-,-,-,144,142,286,140,140,280,10,10,11:00,15,20,14:00,9,9,11:00,15,20,15:00,460,-8.7,420,-23.81,320,
534,C/UC,East,"Springwell Road, Groomsport",To Groomsport,From Groomsport,354085,382477,458,460,-,37,40,09:00,46,50,16:00,250,208,250,210,-,-,-,-,-,264,219,483,260,220,480,21,20,09:00,22,20,16:00,17,20,09:00,23,20,16:00,450,-2.22,440,4.55,460,
535,C/UC,East,"Front Road, Drumbo",To Drumbo,To Hillsborough Road,333280,363899,844,850,3.8,90,90,08:00,92,90,17:00,417,427,420,430,87.7,8.5,2.9,0.7,0.2,460,464,924,460,460,920,55,60,08:00,37,40,17:00,35,40,08:00,54,50,17:00,840,-4.76,800,6.25,850,
536,A1,South,A1 Newry @ North of A27 junction,To Newry,To Belfast,307243,330343,"17,939","17,940",-,1590,1590,08:00,1737,1740,17:00,8855,9084,8860,9080,-,-,-,-,-,9517,9687,"19,204",9520,9690,"19,210",1009,1010,08:00,752,750,17:00,581,580,08:00,986,990,17:00,,,,,"17,940",
537,A7,South,"Saintfield Road, Crossgar",To Crossgar,To Saintfield,344671,353300,"9,787","9,790",5,853,850,07:00,972,970,16:00,4859,4928,4860,4930,88.6,6.4,4,0.8,0.2,5298,5361,"10,659",5300,5360,"10,660",369,370,08:00,595,600,17:00,576,580,07:00,386,390,16:00,"9,830",0.81,"9,910",-1.21,"9,790",
601,A505,West,"Cookstown - Omagh, West of Creggan Cross",To Omagh,To Cookstown,262071,378678,"2,896","2,900",-,262,260,08:00,293,290,17:00,1456,1440,1460,1440,-,-,-,-,-,1576,1554,"3,130",1580,1550,"3,130",140,140,08:00,152,150,17:00,122,120,08:00,141,140,17:00,"2,840",10.92,"3,150",-7.94,"2,900",
602,B520,West,Cookstown - Stewartstown Tullywigan Road (South of roundabout),To Cookstown,To Stewartstown,281313,376093,"4,913","4,910",-,342,340,08:00,480,480,17:00,2529,2384,2530,2380,-,-,-,-,-,2764,2599,"5,363",2760,2600,"5,360",200,200,08:00,222,220,17:00,146,150,11:00,257,260,17:00,"4,870",5.75,"5,150",-4.66,"4,910",
603,A29,West,Dungannon to Cookstown (at graveyard North of Drumglass High School),To Dungannon,To Cookstown,279727,363647,"7,102","7,100",-,546,550,08:00,624,620,17:00,3568,3534,3570,3530,-,-,-,-,-,3792,3793,"7,585",3790,3790,"7,580",342,340,08:00,274,270,14:00,118,120,11:00,184,180,17:00,"6,790",3.09,"7,000",1.43,"7,100",
604,A45,West,Dungannon - Coalisland (North of Lurgaboy Lane),To Dungannon,To Coalisland,280191,363666,"8,938","8,940",3.3,633,630,09:00,845,850,17:00,4399,4539,4400,4540,92,4.7,2.3,0.7,0.3,4811,4972,"9,783",4810,4970,"9,780",366,370,09:00,375,380,14:00,305,310,11:00,474,470,17:00,"8,790",-0.23,"8,770",1.94,"8,940",
605,A45,West,"Coalisland - M1, at Tamnamore",To Coalisland,To M1,287132,361921,"12,781","12,780",5.9,1245,1250,08:00,1594,1590,17:00,6410,6371,6410,6370,85.2,8.9,2,3,0.9,7057,6991,"14,048",7060,6990,"14,050",536,540,08:00,921,920,17:00,710,710,08:00,673,670,17:00,"11,960",1.09,"12,090",5.71,"12,780",
606,A29,West,Dungannon to Moy (South of Stangmore Roundabout),To M1,To Moy,282031,359889,"10,802","10,810",-,933,930,08:00,1025,1030,17:00,5446,5356,5450,5360,-,-,-,-,-,5965,5864,"11,829",5970,5860,"11,830",500,500,08:00,466,470,17:00,433,430,08:00,560,560,17:00,"10,300",15.53,"11,900",-9.16,"10,810",
607,A4,West,"Ballygawley Road, West of Woodlough Road",To M1,To Ballygawley,273142,360492,"4,381","4,380",-,379,380,08:00,448,450,17:00,2388,1993,2390,1990,-,-,-,-,-,2558,2159,"4,717",2560,2160,"4,720",250,250,08:00,190,190,17:00,128,130,08:00,258,260,17:00,"4,300",12.79,"4,850",-9.69,"4,380",Data 01/01/14 - 30/04/14 used.a
610,A5,West,Omagh - Ballygawley S of B122 (past junction of U1306),To Omagh,To Ballygawley,247104,369571,"12,776","12,770",-,971,970,08:00,1225,1230,17:00,6352,6424,6350,6420,-,-,-,-,-,6769,6644,"13,413",6770,6640,"13,410",572,570,08:00,622,620,17:00,412,410,07:00,602,600,17:00,"11,870",2.36,"12,150",5.1,"12,770",
611,B83,West,"Omagh - Fintona (Seskinore Road, South of A5)",To Omagh,To Fintona,246801,369131,"4,809","4,810",-,453,450,08:00,483,480,17:00,2425,2384,2430,2380,-,-,-,-,-,2651,2614,"5,265",2650,2610,"5,260",333,330,08:00,173,170,14:00,138,140,11:00,328,330,17:00,"4,660",-1.93,"4,570",5.25,"4,810",
612,A34,West,Lisnaskea - Maguiresbridge (Lisnagole Road near St Mary’s Primary School),To Maguiresbridge,To Lisnaskea,234952,337944,"8,626","8,630",8.2,730,730,08:00,804,800,17:00,4298,4328,4300,4330,85.6,6.2,2.8,5,0.4,4658,4708,"9,366",4660,4710,"9,370",403,400,08:00,360,360,17:00,327,330,08:00,445,450,17:00,"8,530",-1.29,"8,420",2.49,"8,630",
613,A34,West,Lisnaskea - Newtownbutler (North West of B36),To Lisnaskea,To Newtownbutler,238687,330266,"5,919","5,920",-,409,410,08:00,528,530,17:00,2905,3014,2910,3010,-,-,-,-,-,3098,3209,"6,307",3100,3210,"6,310",242,240,08:00,224,220,15:00,188,190,11:00,322,320,17:00,"6,140",-2.61,"5,980",-1,"5,920",
614,A32,West,Enniskillen - Swanlinbar Road (South of A4 junction),To Enniskillen,To Border,220658,341218,"2,707","2,710",3,196,200,08:00,236,240,17:00,1495,1212,1500,1210,92.1,4.9,2,0.8,0.2,1566,1273,"2,839",1570,1270,"2,840",153,150,08:00,112,110,15:00,73,70,11:00,143,140,17:00,"2,850",3.16,"2,940",-7.82,"2,710",
615,A4,West,Enniskillen – Belcoo (East of Letterbreen near Moybrone/ Station Road Cross Roads),To Enniskillen,To Belcoo,218548,340453,"3,999","4,000",-,295,300,08:00,355,360,17:00,2007,1992,2010,1990,-,-,-,-,-,2067,2058,"4,125",2070,2060,"4,130",211,210,08:00,152,150,12:00,115,120,11:00,235,240,17:00,"3,920",-1.02,"3,880",3.09,"4,000",
616,A46,West,Enniskillen - Belleek (near entrance to Brookview Rise),To Enniskillen,To Belleek,222881,344454,"12,656","12,650",2.7,995,1000,08:00,1063,1060,17:00,6204,6452,6200,6450,92.7,4.6,1.5,0.8,0.4,6497,6822,"13,319",6500,6820,"13,320",627,630,08:00,491,490,15:00,388,390,11:00,674,670,17:00,"12,000",3.08,"12,370",2.26,"12,650",
617,A32,West,Enniskillen - Irvinestown (North of Cherrymount Roundabout),To Enniskillen,From Enniskillen,223755,345997,"16,368","16,370",3.6,1570,1570,08:00,1536,1540,17:00,8173,8195,8170,8200,91.6,4.8,1.6,1.6,0.4,8954,8991,"17,945",8950,8990,"17,940",879,880,08:00,716,720,16:00,691,690,08:00,836,840,17:00,"14,770",5.96,"15,650",4.6,"16,370",
618,B82,West,Enniskillen - Kesh (North of A32 at Trory Parish Church),To Enniskillen,To Kesh,223301,349307,"5,934","5,930",5.8,493,490,08:00,553,550,17:00,2971,2963,2970,2960,88.3,5.9,2.5,3.1,0.2,3147,3161,"6,308",3150,3160,"6,310",340,340,08:00,221,220,16:00,170,170,11:00,335,340,17:00,"5,530",6.69,"5,900",0.51,"5,930",
619,A32,West,"Omagh - Dromore, North East of B4",To Omagh,To Dromore,238413,366520,"8,428","8,430",4.9,744,740,08:00,822,820,17:00,4226,4202,4230,4200,88.7,6.4,2.1,2,0.8,4485,4496,"8,981",4490,4500,"8,990",490,490,08:00,315,320,17:00,253,250,08:00,507,510,17:00,"8,210",3.29,"8,480",-0.59,"8,430",
620,A32,West,Irvinestown - Dromore (Irvinestown at Top Filling Station),To IrvinesTown,To Dromore,224524,358602,"4,640","4,640",-,385,390,08:00,460,460,17:00,2329,2311,2330,2310,-,-,-,-,-,2510,2482,"4,992",2510,2480,"4,990",230,230,08:00,199,200,17:00,155,160,08:00,261,260,17:00,"4,150",5.54,"4,380",5.94,"4,640",
621,A35,West,"Kesh - Pettigoe, at Letterkeen",To Kesh,From Kesh,217932,363961,"5,151","5,150",4.3,325,330,11:00,438,440,17:00,2571,2580,2570,2580,89.6,6.1,2.3,1.7,0.3,2529,2579,"5,108",2530,2580,"5,110",188,190,08:00,195,200,17:00,161,160,11:00,243,240,17:00,"5,020",1.79,"5,110",0.78,"5,150",
622,B72,West,Victoria Bridge - Castlederg (West of Urbalreagh Road),To A5,To Castlederg,234777,390081,"3,372","3,380",8.7,298,300,08:00,320,320,17:00,1715,1657,1720,1660,85.6,5.7,4.8,3.8,0.1,1865,1802,"3,667",1870,1800,"3,670",171,170,08:00,129,130,13:00,127,130,08:00,194,190,17:00,"3,450",-3.48,"3,330",1.5,"3,380",
623,A5,West,"Sion Mills - Strabane, at Ballyfatten",To Sion Mills,To Strabane,233846,393990,"14,136","14,140",7.7,931,930,08:00,1228,1230,17:00,6990,7146,6990,7150,87.3,5,3.7,3.4,0.6,7366,7606,"14,972",7370,7610,"14,980",412,410,08:00,610,610,17:00,518,520,08:00,618,620,17:00,"13,550",1.7,"13,780",2.61,"14,140",
624,A38,West,Strabane - Lifford (at Bridge),To Strabane,To Border,233547,398256,"17,359","17,360",4.7,1164,1160,11:00,1400,1400,17:00,8702,8657,8700,8660,91.4,3.9,2.2,2.4,0.1,8857,8859,"17,716",8860,8860,"17,720",608,610,11:00,663,660,16:00,557,560,11:00,737,740,17:00,"17,490",0,"17,490",-0.74,"17,360",
625,B49,West,Dunnamanagh - Claudy (At Donemana Primary School),To Dunnamanagh,To Claudy,244738,403518,"2,187","2,190",-,169,170,08:00,212,210,17:00,1115,1072,1120,1070,-,-,-,-,-,1185,1139,"2,324",1190,1140,"2,330",88,90,08:00,111,110,17:00,80,80,08:00,101,100,17:00,"2,240",3.13,"2,310",-5.19,"2,190",
626,A5,West,"Omagh - Newtownstewart, at Conneywarren",To Omagh,To Newtownstewart,243567,374251,"13,145","13,140",-,973,970,08:00,1152,1150,17:00,6354,6791,6350,6790,-,-,-,-,-,6613,7211,"13,824",6610,7210,"13,820",579,580,08:00,445,450,16:00,426,430,11:00,708,710,17:00,"13,060",3.14,"13,470",-2.45,"13,140",
627,B50,West,"Drumquin Road, Omagh",To Omagh,To Drumquin,242932,373910,"4,467","4,470",-,411,410,08:00,451,450,17:00,2279,2188,2280,2190,-,-,-,-,-,2454,2356,"4,810",2450,2360,"4,810",326,330,08:00,153,150,14:00,122,120,11:00,315,320,17:00,"4,480",6.47,"4,770",-6.29,"4,470",
628,A505,West,Omagh - Cookstown (West of Knocknamoe near T.C Autos),To Omagh,To Cookstown,246925,373318,"9,316","9,320",4.5,651,650,08:00,863,860,17:00,4746,4570,4750,4570,91.8,3.7,2.4,1.9,0.2,5044,4894,"9,938",5040,4890,"9,930",421,420,08:00,348,350,14:00,276,280,11:00,527,530,17:00,"9,650",-3.32,"9,330",-0.11,"9,320",Apr/May & Jul 2014
629,A4,West,Enniskillen - Fivemiletown (West of B514 at Cultiagh),To Enniskillen,To Fivemiletown,228380,341079,"11,455","11,460",-,939,940,08:00,1012,1010,17:00,5748,5707,5750,5710,-,-,-,-,-,6131,6015,"12,146",6130,6020,"12,150",658,660,08:00,406,410,14:00,340,340,11:00,639,640,17:00,-,-,-,-,"11,460",
630,A29,West,"Dungannon Road, Cookstown",To Dungannon,To Cookstown,281207,376088,"10,545","10,540",-,800,800,08:00,920,920,17:00,5294,5251,5290,5250,-,-,-,-,-,5638,5559,"11,197",5640,5560,"11,200",454,450,08:00,425,430,17:00,346,350,11:00,495,500,17:00,"10,270",17.72,"12,090",-12.82,"10,540",
631,B162,West,Cookstown - Lough Fea (near Ballynagilly Road U715),To Cookstown,From Cookstown,278147,383649,"1,425","1,430",5.5,115,120,08:00,149,150,17:00,705,720,710,720,89.6,4.9,3.7,1.7,0.1,742,756,"1,498",740,760,"1,500",76,80,08:00,54,50,17:00,42,40,10:00,95,100,17:00,-,-,"1,360",5.15,"1,430",
632,B52,West,Garrison - Belleek (South of Farancassidy Cross Roads at Brollagh School),To Belleek,To Garrison,194322,356324,"1,933","1,930",-,130,130,09:00,161,160,17:00,973,960,970,960,-,-,-,-,-,981,963,"1,944",980,960,"1,940",74,70,09:00,69,70,15:00,60,60,11:00,91,90,17:00,"1,910",-7.33,"1,770",9.04,"1,930",Report data ran 16/04/14 - 31/12/14
633,B108,West,Kinawley-Derrylin (at Stragowna Primary School),To Kinawley,To Derrylin,223727,330488,"1,371","1,370",5.5,101,100,09:00,121,120,17:00,699,672,700,670,86.9,7.6,3.3,1.8,0.4,717,689,"1,406",720,690,"1,410",50,50,09:00,78,80,17:00,50,50,09:00,49,50,15:00,"1,320",1.52,"1,340",2.24,"1,370",
634,B127,West,Derrylin - Lisnaskea (North of Drumguiff Cross Roads at bungalow),To Drumguiff,To Lisnaskea,235177,330506,"2,663","2,660",11.2,185,190,11:00,263,260,17:00,1292,1371,1290,1370,80.3,8.5,3.8,7.2,0.2,1432,1482,"2,914",1430,1480,"2,910",110,110,07:00,114,110,17:00,96,100,08:00,149,150,17:00,"2,730",-6.59,"2,550",4.31,"2,660",
635,C/UC,West,"Muckross Road, Kesh near A35",To Kesh,From Kesh,217914,363980,600,600,3.6,42,40,11:00,48,50,14:00,298,302,300,300,93.1,3.3,3.1,0.5,0,274,283,557,270,280,550,21,20,11:00,25,30,13:00,21,20,11:00,25,30,14:00,680,-22.06,530,13.21,600,
636,C/UC,West,"Tempo, Glen Road (North of Tempo off B80)",To Tempo,To Trillick,235651,348860,573,570,7.2,39,40,08:00,56,60,17:00,291,282,290,280,81.9,10.9,5.4,1.4,0.4,307,297,604,310,300,610,27,30,08:00,23,20,17:00,16,20,09:00,33,30,17:00,560,-1.79,550,3.64,570,
637,C/UC,West,"Clady (U202 Tullmoan Road, South of Clady)",To Clady,From Clady,229874,393040,242,240,2.1,17,20,08:00,21,20,18:00,123,119,120,120,90.3,7.6,1.7,0.4,0,129,125,254,130,130,260,10,10,08:00,10,10,18:00,7,7,08:00,11,10,18:00,240,0,240,0,240,
638,C/UC,West,"West of Omagh, Tattysallagh Road (C665 B84 - A32)",To B84,From B84,234246,368418,110,110,3.7,10,10,08:00,10,10,17:00,56,54,60,50,84.3,12,2.8,0.9,0,60,57,117,60,60,120,6,6,08:00,6,6,17:00,4,4,08:00,5,5,18:00,100,10,110,0,110,
639,C/UC,West,"Castlederg, North West Drumquin (Meencargagh Road U133)",To Castlederg,To Drumquin,228720,378347,45,40,4.4,3,3,11:00,4,4,16:00,24,21,20,20,91.1,4.5,4.4,0,0,26,22,48,30,20,50,2,2,11:00,2,2,14:00,1,1,11:00,2,2,18:00,40,0,40,0,40,
