Vendor Payments & Commitments over £500 for July to September 2010,,,,,


Service Area,Expenditure Type,Vendor Name,Entry Date,Ref.Doc.,Expenditure over £500 (exc VAT)
Adult Social Services,Agency Staff,Action First Recruitment,26/07/2010,100717213,1440
"Planning, Housing & Regeneration",Agency Staff,Action First Recruitment,26/07/2010,100717213,936
"Planning, Housing & Regeneration",Agency Staff,Action First Recruitment,26/07/2010,100717213,936
"Planning, Housing & Regeneration",Agency Staff,Action First Recruitment,26/07/2010,100717213,936
Children's Services,Agency Staff,Action First Recruitment,26/07/2010,100717213,736
Children's Services,Agency Staff,Action First Recruitment,26/07/2010,100717213,552
Children's Services,Agency Staff,Action First Recruitment,26/07/2010,100717213,728
Adult Social Services,Agency Staff,Action First Recruitment,26/07/2010,100717213,"1,500.00"
Commercial,Agency Staff,Adecco UK Ltd,26/07/2010,100717213,590.4
Commercial,Agency Staff,Adecco UK Ltd,26/07/2010,100717213,590.4
Commercial,Agency Staff,Adecco UK Ltd,26/07/2010,100717213,590.4
Commercial,Agency Staff,Adecco UK Ltd,26/07/2010,100717213,590.4
"Planning, Housing & Regeneration",Agency Staff,Badenoch & Clark Ltd,26/07/2010,100717213,822.6
"Planning, Housing & Regeneration",Agency Staff,Badenoch & Clark Ltd,26/07/2010,100717213,"1,376.80"
Corporate Services,Agency Staff,Badenoch & Clark Ltd,26/07/2010,100717213,"1,856.50"
Adult Social Services,Agency Staff,Beresford Blake Thomas Ltd,26/07/2010,100717213,885.08
Adult Social Services,Agency Staff,Beresford Blake Thomas Ltd,26/07/2010,100717213,"1,098.72"
Adult Social Services,Agency Staff,Beresford Blake Thomas Ltd,26/07/2010,100717213,"1,011.95"
Adult Social Services,Agency Staff,Beresford Blake Thomas Ltd,26/07/2010,100717213,"1,028.52"
Adult Social Services,Agency Staff,Beresford Blake Thomas Ltd,26/07/2010,100717213,821.39
Adult Social Services,Agency Staff,Beresford Blake Thomas Ltd,26/07/2010,100717213,"1,028.52"
Children's Services,Agency Staff,Reliance Human Resources,26/07/2010,100717213,504
Children's Services,Agency Staff,Reliance Human Resources,26/07/2010,100717213,525
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,925.54
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,752.22
Children's Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,"1,404.00"
Children's Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,"1,065.00"
Children's Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,876.8
Children's Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,"1,236.40"
Children's Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,"1,080.00"
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,816.75
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,648.18
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,820.89
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,722.82
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,727
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,854.48
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,871.5
Children's Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,"1,404.00"
Children's Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,"1,110.00"
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,541.75
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,648
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,871.29
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,895.75
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,703.5
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,824.25
Children's Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,"1,050.00"
Children's Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,"1,050.00"
Children's Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,"1,440.00"
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,675
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,647.82
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,705.39
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,652.47
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,860.25
Children's Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,"1,080.00"
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,643.72
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,644.07
Children's Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,"1,404.00"
Corporate Services,Agency Staff,Eden Brown Ltd,26/07/2010,100717213,578.88
Adult Social Services,Agency Staff,The Synergy Group,26/07/2010,100717213,"1,020.61"
Environment & Operations,Agency Staff,The Synergy Group,26/07/2010,100717213,720
Corporate Services,Agency Staff,The Synergy Group,26/07/2010,100717213,725
Corporate Services,Agency Staff,The Synergy Group,26/07/2010,100717213,925
Children's Services,Agency Staff,The Synergy Group,26/07/2010,100717213,"1,260.00"
Adult Social Services,Agency Staff,The Synergy Group,26/07/2010,100717213,1013.58
Environment & Operations,Agency Staff,The Synergy Group,26/07/2010,100717213,720
"Planning, Housing & Regeneration",Agency Staff,The Synergy Group,26/07/2010,100717213,698.4
Environment & Operations,Agency Staff,The Synergy Group,26/07/2010,100717213,631.44
Corporate Services,Agency Staff,The Synergy Group,26/07/2010,100717213,"1,000.00"
Children's Services,Agency Staff,The Synergy Group,26/07/2010,100717213,"1,260.00"
Adult Social Services,Agency Staff,The Synergy Group,26/07/2010,100717213,"1,008.00"
Environment & Operations,Agency Staff,The Synergy Group,26/07/2010,100717213,720
"Planning, Housing & Regeneration",Agency Staff,The Synergy Group,26/07/2010,100717213,812.6
Environment & Operations,Agency Staff,The Synergy Group,26/07/2010,100717213,631.44
Corporate Services,Agency Staff,The Synergy Group,26/07/2010,100717213,1018.75
Children's Services,Agency Staff,The Synergy Group,26/07/2010,100717213,1260
Adult Social Services,Agency Staff,The Synergy Group,26/07/2010,100717213,812
Environment & Operations,Agency Staff,The Synergy Group,26/07/2010,100717213,620
"Planning, Housing & Regeneration",Agency Staff,The Synergy Group,26/07/2010,100717213,750
Corporate Services,Agency Staff,The Synergy Group,26/07/2010,100717213,775
Corporate Services,Agency Staff,The Synergy Group,26/07/2010,100717213,775
Children's Services,Agency Staff,The Synergy Group,26/07/2010,100717213,1260
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,576
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,705.6
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,609
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,626.4
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,1134
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,806.04
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,586.56
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,737
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,"1,000.00"
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,"2,500.00"
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,775.5
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,624.75
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,720
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,668.79
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,598.65
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,650.16
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,925
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,715.21
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,525
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,26/07/2010,100717220,720
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,26/07/2010,100717220,972
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,26/07/2010,100717220,737.28
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,839.63
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,2031.25
Corporate Services,Agency Staff,Hays Personnel,26/07/2010,100717220,2342.1
Chief Executive's Service,Agency Staff,Hays Personnel,26/07/2010,100717220,"1,200.00"
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,773.28
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,661.19
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,564.97
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,653.05
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,516.77
Environment & Operations,Agency Staff,Hays Personnel,26/07/2010,100717220,539.98
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,688.75
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,515.54
Corporate Services,Agency Staff,Hays Personnel,26/07/2010,100717220,"2,343.75"
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,919
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,599.38
Chief Executive's Service,Agency Staff,Hays Personnel,26/07/2010,100717220,515.84
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,775
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,720
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,"1,114.52"
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,914.5
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,596
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,626.4
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,808.06
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,652.08
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,684
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,792
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,630.36
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,720
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,830.45
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,838.01
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,650.16
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,912.5
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,686.22
Corporate Governance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,648.38
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,525
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,525
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,26/07/2010,100717220,720
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,26/07/2010,100717220,640
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,671.7
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,"1,625.00"
Corporate Services,Agency Staff,Hays Personnel,26/07/2010,100717220,"2,184.22"
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,773.28
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,566.68
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,"1,400.00"
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,509.86
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,551
Corporate Services,Agency Staff,Hays Personnel,26/07/2010,100717220,2343.75
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,756.5
Chief Executive's Service,Agency Staff,Hays Personnel,26/07/2010,100717220,525.76
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,875.16
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,695.75
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,705.6
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,564.48
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717220,600.3
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,655.13
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717220,638
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,701.19
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,508.16
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,792
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,627
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717220,621.77
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,601.77
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,650.16
Chief Executive's Service,Agency Staff,Hays Personnel,26/07/2010,100717220,551.39
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,762.5
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717220,700.71
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,26/07/2010,100717220,613.4
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,26/07/2010,100717222,737.28
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717222,839.63
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717222,"2,031.25"
Corporate Services,Agency Staff,Hays Personnel,26/07/2010,100717222,"2,710.54"
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717222,773.28
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717222,686.96
Corporate Governance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717222,966
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717222,"1,750.00"
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717222,545.65
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717222,594.6
Environment & Operations,Agency Staff,Hays Personnel,26/07/2010,100717222,518.19
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717222,504.38
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717222,912.5
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717222,503.13
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717222,720
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717222,710
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717222,"1,323.96"
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717222,881.25
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717222,576
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717222,564.48
Commercial,Agency Staff,Hays Personnel,26/07/2010,100717222,626.4
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717222,"1,134.00"
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717222,905.63
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717222,"1,134.00"
Finance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717222,808.06
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717222,684
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717222,609.28
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717222,792
Corporate Governance Directorate,Agency Staff,Hays Personnel,26/07/2010,100717222,"2,436.00"
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717222,770
Chief Executive's Service,Agency Staff,Hays Personnel,26/07/2010,100717222,806.26
Children's Services,Agency Staff,Hays Personnel,26/07/2010,100717222,644.64
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717222,685.15
Environment & Operations,Agency Staff,Hays Personnel,26/07/2010,100717222,556.85
Corporate Services,Agency Staff,Hays Personnel,26/07/2010,100717222,506.62
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717222,"1,181.25"
Adult Social Services,Agency Staff,Hays Personnel,26/07/2010,100717222,695.88
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,26/07/2010,100717222,720
Adult Social Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,"1,087.50"
Adult Social Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,1018.75
Children's Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,562.5
Chief Executive's Service,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,650
Chief Executive's Service,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,"1,300.00"
Adult Social Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,587.81
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,651
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,853.72
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,875
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,"1,200.00"
Adult Social Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,"1,012.50"
Children's Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,580
Children's Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,648
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,757.68
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,504
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,875
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,"1,177.50"
Environment & Operations,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,674.36
Adult Social Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,"1,012.50"
Children's Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,648
Adult Social Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,820.02
Adult Social Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,546.68
Chief Executive's Service,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,650
Adult Social Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,520
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,750.54
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,700
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,852
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,"1,170.00"
Environment & Operations,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,659.16
Adult Social Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,546.68
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,575
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,622.75
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,735
Adult Social Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,918.75
Children's Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,517.5
Adult Social Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,546.68
Adult Social Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,560
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,651.21
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,675
Corporate Services,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,975
Environment & Operations,Agency Staff,Morgan Hunt Public,26/07/2010,100717222,530.99
Commercial,Agency Staff,MSB International Plc,26/07/2010,100717222,"1,294.00"
Commercial,Agency Staff,MSB International Plc,26/07/2010,100717222,983.44
Commercial,Agency Staff,MSB International Plc,26/07/2010,100717222,"1,294.00"
Commercial,Agency Staff,MSB International Plc,26/07/2010,100717222,"1,294.00"
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,12/08/2010,100722416,972
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,12/08/2010,100722416,737.28
Finance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,800.44
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,"2,031.25"
Corporate Services,Agency Staff,Hays Personnel,12/08/2010,100722416,"2,789.48"
Chief Executive's Service,Agency Staff,Hays Personnel,12/08/2010,100722416,"1,000.00"
Chief Executive's Service,Agency Staff,Hays Personnel,12/08/2010,100722416,1000
Chief Executive's Service,Agency Staff,Hays Personnel,12/08/2010,100722416,"1,000.00"
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,773.28
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,671.79
Corporate Governance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,"1,105.72"
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,"1,750.00"
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,569.44
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,653.39
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,684
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,521.19
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,720
Corporate Services,Agency Staff,Hays Personnel,12/08/2010,100722416,2343.75
Corporate Services,Agency Staff,Hays Personnel,12/08/2010,100722416,2343.75
Finance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,904.5
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,630
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,"2,375.00"
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,"2,968.75"
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,2968.75
Chief Executive's Service,Agency Staff,Hays Personnel,12/08/2010,100722416,525.76
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,735
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,1234.2
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,576
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,609
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,685.13
Finance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,824.62
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,684
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,545.28
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,792
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,"2,000.00"
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,"2,000.00"
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,"2,500.00"
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,"2,500.00"
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,825
Chief Executive's Service,Agency Staff,Hays Personnel,12/08/2010,100722416,975
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,556.75
Environment & Operations,Agency Staff,Hays Personnel,12/08/2010,100722416,622.44
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,752.7
Environment & Operations,Agency Staff,Hays Personnel,12/08/2010,100722416,556.85
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,523.74
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,"1,000.00"
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,889.18
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,525
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,12/08/2010,100722416,720
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,12/08/2010,100722416,972
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,12/08/2010,100722416,737.28
Finance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,800.44
Corporate Services,Agency Staff,Hays Personnel,12/08/2010,100722416,"2,868.42"
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,773.28
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,673.44
Corporate Governance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,1087.24
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,"1,750.00"
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,1750
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,657.69
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,687.23
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,665
Finance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,915
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,630
Chief Executive's Service,Agency Staff,Hays Personnel,12/08/2010,100722416,525.76
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,750
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,"1,279.08"
Finance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,600
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,596
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,705.6
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,705.6
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,626.4
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,655.5
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,792
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,2500
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,606.39
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,685.15
Corporate Services,Agency Staff,Hays Personnel,12/08/2010,100722416,520.5
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,523.74
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,987.5
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,879.52
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,12/08/2010,100722416,972
"Planning, Housing & Regeneration",Agency Staff,Hays Personnel,12/08/2010,100722416,737.28
Finance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,839.63
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,"2,031.25"
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,"2,031.25"
Corporate Services,Agency Staff,Hays Personnel,12/08/2010,100722416,2789.48
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,657.9
Corporate Governance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,1094.24
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,1750
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,711.84
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,517.83
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,720
Corporate Services,Agency Staff,Hays Personnel,12/08/2010,100722416,2343.75
Corporate Services,Agency Staff,Hays Personnel,12/08/2010,100722416,"1,875.00"
Finance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,971
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,2078.12
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,2968.75
Finance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,958.5
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,576
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,617.7
Finance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,653.12
Finance Directorate,Agency Staff,Hays Personnel,12/08/2010,100722416,811.64
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,682.48
Children's Services,Agency Staff,Hays Personnel,12/08/2010,100722416,792
Commercial,Agency Staff,Hays Personnel,12/08/2010,100722416,"2,500.00"
Adult Social Services,Agency Staff,Hays Personnel,12/08/2010,100722416,786.5
