Newcastle City Council Invoices over £500 paid in June 2012,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total,
Environment & Regeneration,E & R School Meals                     ,Supplies & Services,29 June 2012,UK DAIRY SALES  LTD T/A ROCK FARM,5562007,Revenue,1KFHH,Harehills                    K,559.01,
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,12 June 2012,FERROGRAPH LTD,5378798,Capital,2DP02,Devt Capital CC              K,3528.00,
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,25 June 2012,GATESHEAD MBC,5558753,Capital,2DP02,Devt Capital CC              K,115000.00,
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,15 June 2012,NORTHUMBRIAN WATER LTD,5546839,Capital,2N401,Capital General              K,7620.83,
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,15 June 2012,NORTHUMBRIAN WATER LTD,5546840,Capital,2N401,Capital General              K,19858.00,
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,29 June 2012,SSE CONTRACTING LIMITED,5546838,Capital,2DP02,Devt Capital CC              K,20686.27,
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,12 June 2012,UNIVERSAL SYSTEMS AND SOLUTIONS,5529150,Capital,2DP02,Devt Capital CC              K,23502.90,
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,12 June 2012,UNIVERSAL SYSTEMS AND SOLUTIONS,5530402,Capital,2DP02,Devt Capital CC              K,3278.69,
Environment & Regeneration,E&R - Technical Consultancy    ,Employees,28 June 2012,DRAEGER LTD,5563892,Revenue,1KE09,City Bridge                  K,420.00,
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,11 June 2012,BT,5541533,Revenue,1KTCF,INSURANCE RECOVERABLES       K,1333.80,
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,27 June 2012,OWEN PUGH & CO LTD,5561716,Revenue,1KTCF,INSURANCE RECOVERABLES       K,83690.72,
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,29 June 2012,SEALANE INSHORE LIMITED,5554727,Revenue,1KTCE,S 74 RECOVERY                K,2000.00,
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,28 June 2012,AECOM,5563887,Revenue,1V046,Freight Partnership          K,2668.61,
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,13 June 2012,BARCO LTD,5544217,Revenue,1V092,UTMC                         K,7857.28,
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,15 June 2012,BUILDING SOFTWARE LTD,5547169,Revenue,3V065,Joint LTP Team Costs         K,7500.00,
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,14 June 2012,CAPITA SYMONDS LTD,5545457,Revenue,1KE04,Roads Public Lighting        K,33300.88,
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,27 June 2012,CAPITA SYMONDS LTD,5561710,Revenue,1KTC1,Liasion                      K,8800.00,
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,27 June 2012,COLAS LTD,5561717,Revenue,1KTC1,Liasion                      K,329512.03,
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,29 June 2012,KONECRANES UK LIMITED,5544533,Revenue,1DTS1,Property Services Overheads  F,11065.80,
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,25 June 2012,MOTT MACDONALD UK LTD,5545458,Revenue,1V092,UTMC                         K,6033.50,
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,25 June 2012,PEOPLE CAN,5558729,Revenue,1KTC1,Liasion                      K,11193.00,
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,26 June 2012,PEOPLE CAN,5560252,Revenue,1KTC1,Liasion                      K,2475.00,
Environment & Regeneration,E&R Development Mngmt      ,Supplies & Services,13 June 2012,SUPPLIES TEAM LTD,5542843,Revenue,1V030,Development Management       K,451.58,
Environment & Regeneration,E&R Development Mngmt      ,Third Party Payments,20 June 2012,MIKE HYATT LANDSCAPE ARCHITECTS,5553852,Revenue,1V07A,KENTON BUNKER ART            K,4500.00,
Environment & Regeneration,E&R EHP&T               ,Third Party Payments,21 June 2012,HM LAND REGISTRY FINANCIAL ACCOUNTING,5555466,Revenue,1V681,LDF - Housing                K,866.60,
Environment & Regeneration,E&R Environmental Crime    ,Supplies & Services,20 June 2012,NEWCASTLE DISABILITY FORUM,5553847,Revenue,1D521,Hackney Carriage & Privte HreK,636.00,
Environment & Regeneration,E&R Environmental Crime     ,Supplies & Services,15 June 2012,NEWCASTLE DOG & CAT SHELTER & ANIMAL,5546953,Revenue,1D533,Dog Warden                   K,1777.01,
Environment & Regeneration,E&R ERS&PP              ,Premises,28 June 2012,THE CYCLE HUB LIMITED,5563737,Revenue,1D504,Olympics 2012,1500.00,
Environment & Regeneration,E&R ERS&PP                 ,Premises,14 June 2012,CITY OF SUNDERLAND,5546061,Revenue,1D561,Local Resilience Forum       K,500.00,
Environment & Regeneration,E&R ERS&PP                 ,Premises,18 June 2012,WHITE HOT COMMUNICATIONS,5548539,Revenue,1D504,Olympics 2012,990.00,
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,22 June 2012,ADI UK LTD,5541536,Revenue,1D504,Olympics 2012,65000.00,
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,28 June 2012,ADI UK LTD,5543767,Revenue,1D504,Olympics 2012,16250.00,
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,28 June 2012,ADI UK LTD,5544165,Revenue,1D504,Olympics 2012,16250.00,
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,28 June 2012,ADI UK LTD,5553374,Revenue,1D504,Olympics 2012,8696.00,
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,14 June 2012,CITY OF SUNDERLAND,5546061,Revenue,1D561,Local Resilience Forum       K,906.00,
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,01 June 2012,DGB EVENTS LTD,5533898,Revenue,1D504,Olympics 2012,1250.00,
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,21 June 2012,DRUMMOND CENTRAL LTD,5555910,Revenue,1D504,Olympics 2012,2622.00,
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,29 June 2012,DURHAM COUNTY COUNCIL,5565012,Revenue,1D550,PHEPS Executive              K,3000.00,
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,20 June 2012,JEFF DOBSON MARQUEE HIRE,5545689,Revenue,1D504,Olympics 2012,1680.00,
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,07 June 2012,NEWCASTLE GATESHEAD INITIATIVE,5539181,Revenue,1D504,Olympics 2012,3571.00,
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,07 June 2012,NEWCASTLE GATESHEAD INITIATIVE,5539182,Revenue,1D504,Olympics 2012,3571.00,
Environment & Regeneration,E&R ERS&PP                 ,Third Party Payments,21 June 2012,ZIP SLIDES UK,5554912,Revenue,1D504,Olympics 2012,3565.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,27 June 2012,ACCESS CONSTRUCTION,5561687,Capital,2N101,Capital Grants               K,4997.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,28 June 2012,ACCESS CONSTRUCTION,5563226,Capital,2N101,Capital Grants               K,3325.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,26 June 2012,ACCESS CONSTRUCTION,5560386,Capital,2N101,Capital Grants               K,4972.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,26 June 2012,ACCESS CONSTRUCTION,5560387,Capital,2N101,Capital Grants               K,3981.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,08 June 2012,EASIACCESS SOLUTIONS LIMITED,5539869,Capital,2N101,Capital Grants               K,2882.45,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,01 June 2012,EASIBATHE,5524879,Capital,2N101,Capital Grants               K,3174.68,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,07 June 2012,EASIBATHE,5539019,Capital,2N101,Capital Grants               K,10038.52,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,07 June 2012,EASIBATHE,5539020,Capital,2N101,Capital Grants               K,10386.34,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,26 June 2012,FREEDOM LINK LIMITED,5560385,Capital,2N101,Capital Grants               K,4370.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,26 June 2012,FREEDOM LINK LIMITED,5560388,Capital,2N101,Capital Grants               K,3630.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,26 June 2012,FREEDOM LINK LIMITED,5560389,Capital,2N101,Capital Grants               K,3945.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,08 June 2012,JLG BUILDERS,5539865,Capital,2N101,Capital Grants               K,4768.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,27 June 2012,JLG BUILDERS,5561484,Capital,2N101,Capital Grants               K,5661.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,27 June 2012,JLG BUILDERS,5561485,Capital,2N101,Capital Grants               K,5720.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,20 June 2012,JLG BUILDERS,5552963,Capital,2N101,Capital Grants               K,5246.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,26 June 2012,JLG BUILDERS,5560391,Capital,2N101,Capital Grants               K,4733.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,11 June 2012,POLLOCK LIFTS,5541167,Capital,2N101,Capital Grants               K,7480.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,28 June 2012,POLLOCK LIFTS,5563224,Capital,2N101,Capital Grants               K,7997.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,11 June 2012,PROSPECT BUILDERS,5541166,Capital,2N101,Capital Grants               K,11835.80,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,28 June 2012,PROSPECT BUILDERS,5563223,Capital,2N101,Capital Grants               K,3750.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,08 June 2012,STANNAH LIFT SERVICES LTD,5539868,Capital,2N101,Capital Grants               K,1857.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,14 June 2012,STANNAH LIFT SERVICES LTD,5539866,Capital,2N101,Capital Grants               K,4247.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,14 June 2012,STANNAH LIFT SERVICES LTD,5539867,Capital,2N101,Capital Grants               K,4390.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,15 June 2012,STANNAH LIFT SERVICES LTD,5539864,Capital,2N101,Capital Grants               K,5565.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,15 June 2012,STANNAH LIFT SERVICES LTD,5539870,Capital,2N101,Capital Grants               K,1589.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,29 June 2012,STANNAH LIFT SERVICES LTD,5560384,Capital,2N101,Capital Grants               K,4247.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,01 June 2012,STANNAH LIFT SERVICES LTD,5524880,Capital,2N101,Capital Grants               K,2572.00,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,26 June 2012,TERRY GROUP LTD,5560390,Capital,2N101,Capital Grants               K,5026.00,
Environment & Regeneration,E&R Fairer Housing            ,Premises,06 June 2012,BALLIOL PROPERTY MANAGEMENT,5537407,Revenue,1VH08,Rent Deposit Fund            K,840.00,
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,20 June 2012,ROOK MATTHEWS SAYER,5553862,Capital,2DP02,Devt Capital CC              K,4600.00,
Environment & Regeneration,E&R Fairer Housing             ,Capital Expenditure,07 June 2012,ROOK MATTHEWS SAYER,5539161,Capital,2DP02,Devt Capital CC              K,4450.00,
Environment & Regeneration,E&R Fairer Housing             ,Premises,26 June 2012,NCS GROUP,5560554,Revenue,1VH06,FHU Private Housing Team     K,10993.80,
Environment & Regeneration,E&R Fairer Housing             ,Supplies & Services,08 June 2012,BARKINGDOG,5527332,Revenue,1VH19,CLG  Sub Regional Funds      K,845.00,
Environment & Regeneration,E&R Fairer Housing             ,Third Party Payments,28 June 2012,NORTHUMBERLAND TYNE & WEAR NHS TRUST,5563349,Revenue,1VH02,Healthworkers                K,7537.83,
Environment & Regeneration,E&R Parking Services    ,Appropriations,01 June 2012,VODAFONE CORPORATE,5535602,Revenue,1D550,PHEPS Executive              K,2550.00,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,22 June 2012,HM COURTS & TRIBUNALS SERVICE,5534776,Revenue,1V205,Car Parking Management       K,20000.00,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,08 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5530964,Revenue,1V307,Vehicle Salary Sacrifice     K,4600.80,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,08 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5530965,Revenue,1V307,Vehicle Salary Sacrifice     K,5759.88,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,08 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5530966,Revenue,1V307,Vehicle Salary Sacrifice     K,3111.45,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,08 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5530967,Revenue,1V307,Vehicle Salary Sacrifice     K,4867.59,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,08 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5530969,Revenue,1V307,Vehicle Salary Sacrifice     K,4405.67,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,08 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5530970,Revenue,1V307,Vehicle Salary Sacrifice     K,2598.35,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,08 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5530971,Revenue,1V307,Vehicle Salary Sacrifice     K,4052.35,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,15 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5546964,Revenue,1V307,Vehicle Salary Sacrifice     K,1800.19,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,15 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5546965,Revenue,1V307,Vehicle Salary Sacrifice     K,2838.20,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5542689,Revenue,1V307,Vehicle Salary Sacrifice     K,4176.20,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5564655,Revenue,1V307,Vehicle Salary Sacrifice     K,3604.13,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5564656,Revenue,1V307,Vehicle Salary Sacrifice     K,4376.40,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5564657,Revenue,1V307,Vehicle Salary Sacrifice     K,3830.80,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5564658,Revenue,1V307,Vehicle Salary Sacrifice     K,2978.95,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5564660,Revenue,1V307,Vehicle Salary Sacrifice     K,2938.80,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5564661,Revenue,1V307,Vehicle Salary Sacrifice     K,702.67,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,29 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5564662,Revenue,1V307,Vehicle Salary Sacrifice     K,5764.62,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,12 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5542681,Revenue,1V307,Vehicle Salary Sacrifice     K,3965.98,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,12 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5542682,Revenue,1V307,Vehicle Salary Sacrifice     K,4873.60,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,12 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5542683,Revenue,1V307,Vehicle Salary Sacrifice     K,3932.00,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,12 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5542684,Revenue,1V307,Vehicle Salary Sacrifice     K,4997.90,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,12 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5542685,Revenue,1V307,Vehicle Salary Sacrifice     K,3914.40,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,12 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5542686,Revenue,1V307,Vehicle Salary Sacrifice     K,3407.89,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,12 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5542687,Revenue,1V307,Vehicle Salary Sacrifice     K,4234.57,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,12 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5542688,Revenue,1V307,Vehicle Salary Sacrifice     K,4082.70,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,12 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5542690,Revenue,1V307,Vehicle Salary Sacrifice     K,5196.38,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,12 June 2012,NORTHUMBRIA HEALTHCARE NHS TRUST,5542691,Revenue,1V307,Vehicle Salary Sacrifice     K,3603.15,
Environment & Regeneration,E&R Parking Services    ,Transport,01 June 2012,EDINBURGH BICYCLE COOPERATIVE,5534771,Revenue,1V303,Cycle To Work Scheme         K,612.46,
Environment & Regeneration,E&R Parking Services    ,Transport,01 June 2012,EDINBURGH BICYCLE COOPERATIVE,5534772,Revenue,1V303,Cycle To Work Scheme         K,582.50,
Environment & Regeneration,E&R Parking Services    ,Transport,01 June 2012,EDINBURGH BICYCLE COOPERATIVE,5534773,Revenue,1V303,Cycle To Work Scheme         K,528.32,
Environment & Regeneration,E&R Parking Services    ,Transport,01 June 2012,EDINBURGH BICYCLE COOPERATIVE,5534774,Revenue,1V303,Cycle To Work Scheme         K,466.65,
Environment & Regeneration,E&R Parking Services    ,Transport,01 June 2012,EDINBURGH BICYCLE COOPERATIVE,5534775,Revenue,1V303,Cycle To Work Scheme         K,780.80,
Environment & Regeneration,E&R Parking Services    ,Transport,13 June 2012,EDINBURGH BICYCLE COOPERATIVE,5543837,Revenue,1V303,Cycle To Work Scheme         K,708.33,
Environment & Regeneration,E&R Parking Services    ,Transport,13 June 2012,NETWORK TICKETING LTD,5543660,Revenue,1V301,Travel Office Travel Passes  K,6851.47,
Environment & Regeneration,E&R Parking Services       ,Employees,22 June 2012,NEWCASTLE COLLEGE,5548545,Revenue,1D504,Olympics 2012,200.00,
Environment & Regeneration,E&R Parking Services       ,Premises,13 June 2012,ALAN CARR DESIGN & PRINT,5543836,Revenue,1V204,Car Parking Infrastructure   K,731.00,
Environment & Regeneration,E&R Parking Services       ,Premises,15 June 2012,INITIAL WASHROOM SOLUTIONS,5547604,Revenue,1V204,Car Parking Infrastructure   K,594.11,
Environment & Regeneration,E&R Parking Services       ,Premises,25 June 2012,JOHNSON TUCKER LLP,5558794,Revenue,1V204,Car Parking Infrastructure   K,12500.00,
Environment & Regeneration,E&R Parking Services       ,Premises,08 June 2012,N POWER NORTHERN LTD,5540212,Revenue,1V204,Car Parking Infrastructure   K,1156.00,
Environment & Regeneration,E&R Parking Services       ,Premises,27 June 2012,N POWER NORTHERN LTD,5558795,Revenue,1V204,Car Parking Infrastructure   K,1194.54,
Environment & Regeneration,E&R Parking Services       ,Premises,25 June 2012,PEER GROUP PLC,5558793,Revenue,1V114,Eldon Gardens Multi Storey   K,10982.75,
Environment & Regeneration,E&R Parking Services       ,Premises,29 June 2012,STANDARD LIFE INVESTMENTFUNDS LTD,5563292,Revenue,1V132,Quayside MSCP Running Costs  K,106459.85,
Environment & Regeneration,E&R Parking Services       ,Premises,01 June 2012,UNIVERSITY OF NORTHUMBRIA,5535002,Revenue,1V204,Car Parking Infrastructure   K,41206.40,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,22 June 2012,ACCESS INDEPENDENT,5551191,Revenue,1V123,Blue Badge Applications      K,597.50,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,07 June 2012,ARCO LTD,5538663,Revenue,1V105,Supervision & Enforcement    K,880.00,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,26 June 2012,CROSSLING LTD,5560942,Revenue,1V105,Supervision & Enforcement    K,700.00,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,21 June 2012,GBS BATTERIES,5555480,Revenue,1V204,Car Parking Infrastructure   K,3147.72,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,22 June 2012,NEWCASTLE COLLEGE,5548545,Revenue,1D504,Olympics 2012,3000.00,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,29 June 2012,NORTHGATE INFORMATION SOLUTIONS,5553296,Revenue,1V123,Blue Badge Applications      K,1430.45,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,29 June 2012,THE RIP,5565305,Revenue,1V106,P&D Ticket & Light Box Advert,1555.00,
Environment & Regeneration,E&R Parking Services       ,Support Services,22 June 2012,SHARK CLUB,5547680,Revenue,1V210,Car Parking Executive        K,873.25,
Environment & Regeneration,E&R Parking Services       ,Transport,14 June 2012,ARRIVA NORTH EAST,5543932,Revenue,1V301,Travel Office Travel Passes  K,1970.00,
Environment & Regeneration,E&R Parking Services       ,Transport,14 June 2012,EDINBURGH BICYCLE COOPERATIVE,5545544,Revenue,1V303,Cycle To Work Scheme         K,499.99,
Environment & Regeneration,E&R Parking Services       ,Transport,14 June 2012,EDINBURGH BICYCLE COOPERATIVE,5546319,Revenue,1V303,Cycle To Work Scheme         K,830.81,
Environment & Regeneration,E&R Parking Services       ,Transport,22 June 2012,EDINBURGH BICYCLE COOPERATIVE,5557416,Revenue,1V303,Cycle To Work Scheme         K,499.99,
Environment & Regeneration,E&R Parking Services       ,Transport,22 June 2012,EDINBURGH BICYCLE COOPERATIVE,5557424,Revenue,1V303,Cycle To Work Scheme         K,467.44,
Environment & Regeneration,E&R Parking Services       ,Transport,13 June 2012,EDINBURGH BICYCLE COOPERATIVE,5530280,Revenue,1V303,Cycle To Work Scheme         K,833.33,
Environment & Regeneration,E&R Parking Services       ,Transport,13 June 2012,EDINBURGH BICYCLE COOPERATIVE,5544290,Revenue,1V303,Cycle To Work Scheme         K,841.82,
Environment & Regeneration,E&R Parking Services       ,Transport,08 June 2012,GO NORTH EAST,5540428,Revenue,1V301,Travel Office Travel Passes  K,550.00,
Environment & Regeneration,E&R Parking Services       ,Transport,29 June 2012,GO NORTH EAST,5565055,Revenue,1V301,Travel Office Travel Passes  K,550.00,
Environment & Regeneration,E&R Parking Services       ,Transport,27 June 2012,GO NORTH EAST,5560344,Revenue,1V301,Travel Office Travel Passes  K,550.00,
Environment & Regeneration,E&R Parking Services       ,Transport,27 June 2012,GO NORTH EAST,5560345,Revenue,1V301,Travel Office Travel Passes  K,550.00,
Environment & Regeneration,E&R Parking Services       ,Transport,13 June 2012,GO NORTH EAST,5544566,Revenue,1V301,Travel Office Travel Passes  K,550.00,
Environment & Regeneration,E&R Parking Services       ,Transport,13 June 2012,NORTHERN RAIL LTD,5519139,Revenue,1V301,Travel Office Travel Passes  K,736.00,
Environment & Regeneration,E&R Parking Services       ,Transport,15 June 2012,THE TRAVEL BUREAU,5518394,Revenue,1V305,Travel Office Plane Tickets  K,2209.88,
Environment & Regeneration,E&R Parking Services       ,Transport,29 June 2012,THE TRAVEL BUREAU,5565086,Revenue,1V305,Travel Office Plane Tickets  K,4095.44,
Environment & Regeneration,E&R Parking Services       ,Transport,28 June 2012,THE TRAVEL BUREAU,5563922,Revenue,1V304,Travel Office Train Tickets  K,14859.54,
Environment & Regeneration,E&R Planning Policy        ,Supplies & Services,19 June 2012,LIMEHOUSE SOFTWARE LTD,5550482,Revenue,1V687,LDF - Joint Arrangements     K,7810.86,
Environment & Regeneration,E&R Planning Policy        ,Third Party Payments,15 June 2012,DTZ DEBENHAM TIE LEUNG,5547744,Revenue,1V680,LDF - Economic Growth        K,4850.00,
Environment & Regeneration,E&R Raising Participation     ,Supplies & Services,14 June 2012,NEWCASTLE UNITED FOUNDATION,5546238,Revenue,1KLR0,FOOTBALL DEVELOPMENT         K,4538.00,
Environment & Regeneration,E&R Raising Participation     ,Supplies & Services,15 June 2012,UNIVERSITY OF NORTHUMBRIA,5546239,Revenue,1KL03,Central Corporate Events     K,30896.83,
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,01 June 2012,FOUNDRY DC,5534942,Revenue,1KLFA,Getting Ncle Active - Staff  K,2280.00,
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,20 June 2012,FOUNDRY DC,5553254,Revenue,1KLH1,Olympic Fund                 K,2700.00,
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,14 June 2012,LETS CIRCUS,5545692,Revenue,1KL0D,Trading                      K,1000.00,
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,25 June 2012,ROCK WAREHOUSE,5558891,Revenue,1KLH1,Olympic Fund                 K,4000.00,
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,18 June 2012,STUK SOUND,5548439,Revenue,1KL0D,Trading                      K,500.00,
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,01 June 2012,AAA SIGNS,5535521,Capital,2DP02,Devt Capital CC              K,2680.00,
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,12 June 2012,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,5542726,Capital,2DP02,Devt Capital CC              K,5000.00,
Environment & Regeneration,E&R Trans P&D              ,Premises,12 June 2012,GO NORTH EAST,5542725,Revenue,1V080,CITY CENTRE WORKS            K,1590.07,
Environment & Regeneration,E&R Trans P&D              ,Premises,19 June 2012,NEXUS,5550481,Revenue,1V080,CITY CENTRE WORKS            K,4524.74,
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,26 June 2012,AUTOMATICA LTD,5560553,Revenue,1V060,Transport Policy Planning    K,1000.00,
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,27 June 2012,BUILDING SOFTWARE LTD,5562192,Revenue,3V065,Joint LTP Team Costs         K,7500.00,
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,27 June 2012,BUILDING SOFTWARE LTD,5562193,Revenue,3V065,Joint LTP Team Costs         K,7500.00,
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,26 June 2012,BUILDING SOFTWARE LTD,5537168,Revenue,3V065,Joint LTP Team Costs         K,7500.00,
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,26 June 2012,BUILDING SOFTWARE LTD,5537169,Revenue,3V065,Joint LTP Team Costs         K,7500.00,
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,06 June 2012,CITY OF SUNDERLAND,5536625,Revenue,3V065,Joint LTP Team Costs         K,7500.00,
