Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,CONTRACT : PREMISES SECURITY,OPERATING DIRECTORATE MANAGEMENT,ARGYLL TELECOM,182814,"3,900.00 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,CONTRACT : PREMISES SECURITY,OPERATING DIRECTORATE MANAGEMENT,ARGYLL TELECOM,182814,106.00 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,DRUGS,CENTRAL GENERAL ADULT MEDICAL STAFF,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,180618,"62,066.39 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,ELECTRICITY,SOUTH CMHT - TEAM 3,E ON ENERGY,182512,8.55 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,ELECTRICITY,SOUTH CMHT - TEAM 3,E ON ENERGY,182512,57.03 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,ELECTRICITY,SOUTH CMHT - TEAM 3,E ON ENERGY,182512,92.06 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,ELECTRICITY,SOUTH CMHT - TEAM 3,E ON ENERGY,182512,526.05 
Department of Health,Manchester Mental Health and Social Care Trust,09/04/2010,EXTERNAL CONSULTANCY FEES,NPFIT SECTOR FUNDING,MOULDS MANAGEMENT CONSULTING LTD,182492,"4,920.00 "
Department of Health,Manchester Mental Health and Social Care Trust,09/04/2010,EXTERNAL CONSULTANCY FEES,DIRECTOR OF PERFORMANCE,WEBWISE DATA SERVICES LTD,182491,"8,000.00 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,EXTERNAL CONSULTANCY FEES,FINANCE,ML50 CONSULTANCY,182640,"8,612.50 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,EXTERNAL CONSULTANCY FEES,PERSONALITY DISORDERS,RICHMOND FELLOWSHIP,182528,810.00 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,EXTERNAL CONSULTANCY FEES,PERSONALITY DISORDERS,RICHMOND FELLOWSHIP,182529,"1,080.00 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONSULTANCY FEES,START,FORSTER T,182970,"1,080.00 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONSULTANCY FEES,FINANCE,PRACTICUS LTD,182931,0.53 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONSULTANCY FEES,FINANCE,PRACTICUS LTD,182931,3.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONSULTANCY FEES,FINANCE,PRACTICUS LTD,182931,-0.01 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONSULTANCY FEES,FINANCE,PRACTICUS LTD,182931,"1,197.00 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONSULTANCY FEES,FINANCE,PRACTICUS LTD,182931,209.48 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONSULTANCY FEES,FINANCE,PRACTICUS LTD,182932,6.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONSULTANCY FEES,FINANCE,PRACTICUS LTD,182932,1.05 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONSULTANCY FEES,FINANCE,PRACTICUS LTD,182932,"1,044.00 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONSULTANCY FEES,FINANCE,PRACTICUS LTD,182932,182.70 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,EXTERNAL CONSULTANCY FEES,START,FORSTER T,182973,780.00 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,EXTERNAL CONSULTANCY FEES,DIRECTOR OF HUMAN RESOURCES,DMC HUMAN RESOURCES CONSULTING,183162,"11,275.00 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,EXTERNAL CONSULTANCY FEES,"CHAIR, CHIEF EXECUTIVE & BOARD",ROTHWELL DOUGLAS LTD,183381,"1,012.80 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,EXTERNAL CONSULTANCY FEES,"CHAIR, CHIEF EXECUTIVE & BOARD",ROTHWELL DOUGLAS LTD,183381,"-1,012.80 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,EXTERNAL CONSULTANCY FEES,"CHAIR, CHIEF EXECUTIVE & BOARD",ROTHWELL DOUGLAS LTD,183380,"3,049.63 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,EXTERNAL CONSULTANCY FEES,"CHAIR, CHIEF EXECUTIVE & BOARD",ROTHWELL DOUGLAS LTD,183380,"-3,049.63 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,EXTERNAL CONTRACTS : CATERING,BRONTE WARD,GMP SPORTS AND SOCIAL CLUB LTD,180051,191.49 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONTRACTS : CATERING,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,-0.01 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONTRACTS : CATERING,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,"1,975.00 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONTRACTS : CATERING,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,345.63 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONTRACTS : CATERING,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,472.50 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONTRACTS : CATERING,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,-815.42 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONTRACTS : CATERING,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,-142.70 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,EXTERNAL CONTRACTS : CATERING,FOUNDATION TRUST PROJECT,MECHANICS CENTRE LTD,183327,42.53 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,EXTERNAL CONTRACTS : CATERING,FOUNDATION TRUST PROJECT,MECHANICS CENTRE LTD,183327,-42.53 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,EXTERNAL CONTRACTS : CATERING,FOUNDATION TRUST PROJECT,MECHANICS CENTRE LTD,183327,243.02 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,EXTERNAL CONTRACTS : CATERING,FOUNDATION TRUST PROJECT,MECHANICS CENTRE LTD,183327,251.85 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,EXTERNAL CONTRACTS : CATERING,FOUNDATION TRUST PROJECT,MECHANICS CENTRE LTD,183327,-243.02 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,EXTERNAL CONTRACTS : DOMESTICS,ESTATES,ESSENTIAL HYGIENE LTD,182556,"1,828.70 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,EXTERNAL CONTRACTS : DOMESTICS,NORTH CMHT - TEAM B,INITIAL HOSPITAL SERVICES LTD,182621,843.37 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,NORTH LOCALITY DIRECTOR,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LTD,183053,42.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,NORTH LOCALITY DIRECTOR,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LTD,183053,240.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,NORTH LOCALITY DIRECTOR,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LTD,183053,-4.72 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,NORTH LOCALITY DIRECTOR,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LTD,183053,146.85 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,NORTH LOCALITY DIRECTOR,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LTD,183053,189.48 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,NORTH LOCALITY DIRECTOR,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LTD,183053,839.16 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,NORTH LOCALITY DIRECTOR,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LTD,183053,"1,082.75 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,50.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,59.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,164.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,89.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,1.49 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,3.60 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,5.99 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,8.50 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,8.75 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,8.85 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,10.49 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,12.89 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,13.35 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,28.70 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,23.99 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,35.70 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,39.90 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,69.95 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,85.90 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,88.50 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,204.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,590.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,FURNITURE AND FITTINGS,EATING DISORDERS THERAPY,BACK CARE SOLUTIONS LTD,182838,-10.66 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,FURNITURE AND FITTINGS,TREATMENT SUITE - NORTH,TEASDALE HOSPITAL EQUIPMENT LTD,183287,700.00 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,FURNITURE AND FITTINGS,TREATMENT SUITE - NORTH,TEASDALE HOSPITAL EQUIPMENT LTD,183287,6.46 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,FURNITURE AND FITTINGS,TREATMENT SUITE - NORTH,TEASDALE HOSPITAL EQUIPMENT LTD,183287,36.90 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,FURNITURE AND FITTINGS,TREATMENT SUITE - NORTH,TEASDALE HOSPITAL EQUIPMENT LTD,183287,122.50 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,GAS,1 SCARGILL CLOSE FALLOWFIELD,NPOWER LTD,182033,-0.01 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,GAS,1 SCARGILL CLOSE FALLOWFIELD,NPOWER LTD,182033,31.67 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,GAS,1 SCARGILL CLOSE FALLOWFIELD,NPOWER LTD,182033,633.39 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,GAS,SOUTH CMHT - TEAM 3,BRITISH GAS BUSINESS,182034,68.91 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,GAS,SOUTH CMHT - TEAM 3,BRITISH GAS BUSINESS,182034,"1,378.27 "
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,GAS,CHORLTON HOUSE,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,182553,0.01 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,GAS,CHORLTON HOUSE,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,182553,166.13 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,GAS,CHORLTON HOUSE,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,182553,949.34 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,GAS,CHORLTON HOUSE,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,182554,264.86 
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,GAS,CHORLTON HOUSE,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,182554,"1,513.50 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,H.O.,NORTH OLDER AGE MEDICAL STAFF,PENNINE ACUTE HOSPITALS NHS TRUST,182498,"2,230.64 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,H.O.,NORTH GENERAL ADULT MEDICAL STAFF,PENNINE ACUTE HOSPITALS NHS TRUST,182498,"2,230.64 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,H.O.,NORTH GENERAL ADULT MEDICAL STAFF,PENNINE ACUTE HOSPITALS NHS TRUST,182498,"3,778.62 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,HOSPITALITY,TRAINING & DEVELOPMENT,BROUGHTON PARK FOOTBALL CLUB,182301,600.00 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,HOSPITALITY,TRAINING & DEVELOPMENT,BROUGHTON PARK FOOTBALL CLUB,182301,105.00 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,HOSPITALITY,BRONTE WARD,GMP SPORTS AND SOCIAL CLUB LTD,180051,450.00 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,HOSPITALITY,TRAINING & DEVELOPMENT,BROUGHTON PARK FOOTBALL CLUB,182799,600.00 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,HOSPITALITY,TRAINING & DEVELOPMENT,BROUGHTON PARK FOOTBALL CLUB,182805,600.00 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,HOSPITALITY,TRAINING & DEVELOPMENT,BROUGHTON PARK FOOTBALL CLUB,182799,105.00 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,HOSPITALITY,TRAINING & DEVELOPMENT,BROUGHTON PARK FOOTBALL CLUB,182805,105.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,HOSPITALITY,OPERATING DIRECTORATE MANAGEMENT,PREMIER INN LTD,182840,123.32 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,HOSPITALITY,OPERATING DIRECTORATE MANAGEMENT,PREMIER INN LTD,182840,704.68 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,HOSPITALITY,FOUNDATION TRUST PROJECT,MECHANICS CENTRE LTD,183327,2.98 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,HOSPITALITY,FOUNDATION TRUST PROJECT,MECHANICS CENTRE LTD,183327,17.02 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,HOSPITALITY,FOUNDATION TRUST PROJECT,MECHANICS CENTRE LTD,183327,452.00 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,HOSPITALITY,FOUNDATION TRUST PROJECT,MECHANICS CENTRE LTD,183327,-226.00 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,HOSPITALITY,FOUNDATION TRUST PROJECT,MECHANICS CENTRE LTD,183327,243.02 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,HOSPITALITY,FOUNDATION TRUST PROJECT,MECHANICS CENTRE LTD,183327,-243.02 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,INDEPENDENT SECTOR,ESTATES,JONES LANG LASALLE LTD,183283,"8,880.00 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,LEGAL/PROF FEES,CORPORATE SERVICES,NHS LITIGATION AUTHORITY,182321,200.00 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,LEGAL/PROF FEES,CORPORATE SERVICES,NHS LITIGATION AUTHORITY,182321,"1,427.58 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,LEGAL/PROF FEES,CORPORATE SERVICES,NHS LITIGATION AUTHORITY,182321,"-1,427.58 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,LEGAL/PROF FEES,DIRECTOR OF NURSING & THERAPIES,MERSEY CARE NHS TRUST,182319,"1,644.57 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,LEGAL/PROF FEES,ESTATES,RANDSTAD CPE LTD,182628,900.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,LEGAL/PROF FEES,ESTATES,RANDSTAD CPE LTD,182630,900.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,LEGAL/PROF FEES,ESTATES,RANDSTAD CPE LTD,182631,900.00 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,LEGAL/PROF FEES,ESTATES,RANDSTAD CPE LTD,182633,900.00 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,LEGAL/PROF FEES,ESTATES,HEMPSONS SOLICITORS,183336,388.08 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,LEGAL/PROF FEES,ESTATES,HEMPSONS SOLICITORS,183338,554.80 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,LEGAL/PROF FEES,ESTATES,GVA GRIMLEY LTD,183284,"4,350.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,LEGAL/PROF FEES,CORPORATE SERVICES,HEMPSONS SOLICITORS,183338,583.30 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,LEGAL/PROF FEES,DIRECTOR OF HUMAN RESOURCES,HEMPSONS SOLICITORS,183336,211.68 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,CENTRAL CRHT,RANDSTAD CARE LTD,181918,224.85 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,CENTRAL CRHT,RANDSTAD CARE LTD,181918,"1,284.88 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,CENTRAL CRHT,RANDSTAD CARE LTD,181620,298.92 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,CENTRAL CRHT,RANDSTAD CARE LTD,181620,"1,708.10 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,NORTH CMHT - TEAM A,REED,181637,99.72 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,NORTH CMHT - TEAM A,REED,181637,569.80 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,NORTH CMHT - TEAM A,REED,181803,113.96 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,NORTH CMHT - TEAM A,REED,181803,651.20 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 1,REED,181639,174.14 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 1,REED,181801,174.14 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 1,REED,181639,995.10 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 1,REED,181801,995.10 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 3,REED,181802,164.27 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 3,REED,181802,938.70 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 3,REED,181638,164.27 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 3,REED,182663,164.27 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 3,REED,182664,164.27 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 3,REED,181638,938.70 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 3,REED,182663,938.70 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 3,REED,182664,938.70 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY AGENCY STAFF,CENTRAL CMHT - EAST TEAM,RANDSTAD CARE LTD,182560,157.08 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY AGENCY STAFF,CENTRAL CMHT - EAST TEAM,RANDSTAD CARE LTD,182560,897.60 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY AGENCY STAFF,CENTRAL CMHT - CENTRAL TEAM,SYNARBOR SOCIAL CARE,182615,153.16 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY AGENCY STAFF,CENTRAL CMHT - CENTRAL TEAM,SYNARBOR SOCIAL CARE,182615,875.20 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY AGENCY STAFF,CENTRAL CMHT - CENTRAL TEAM,SYNARBOR SOCIAL CARE,182267,"1,089.00 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY AGENCY STAFF,CENTRAL CMHT - CENTRAL TEAM,SYNARBOR SOCIAL CARE,182267,190.58 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 1,REED,182665,167.40 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 1,REED,182665,956.58 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 1,REED,182476,174.14 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 1,REED,182476,995.10 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,LOCAL AUTHORITY AGENCY STAFF,NORTH CMHT - TEAM A,REED,182477,118.23 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,LOCAL AUTHORITY AGENCY STAFF,NORTH CMHT - TEAM A,REED,182662,118.23 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,LOCAL AUTHORITY AGENCY STAFF,NORTH CMHT - TEAM A,REED,182477,675.62 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,LOCAL AUTHORITY AGENCY STAFF,NORTH CMHT - TEAM A,REED,182662,675.62 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 3,REED,182935,164.27 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,LOCAL AUTHORITY AGENCY STAFF,SOUTH CMHT - TEAM 3,REED,182935,938.70 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,LOCAL AUTHORITY STAFF,REVIEW TEAM,MANCHESTER CITY COUNCIL,182057,368.15 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,LOCAL AUTHORITY STAFF,REVIEW TEAM,MANCHESTER CITY COUNCIL,182057,"2,103.69 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,LOCAL AUTHORITY STAFF,REVIEW TEAM,MANCHESTER CITY COUNCIL,182055,379.50 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,LOCAL AUTHORITY STAFF,REVIEW TEAM,MANCHESTER CITY COUNCIL,182055,"2,168.56 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY STAFF,CARISBROOKE COMMUNITY TEAM,MANCHESTER CITY COUNCIL,182224,"3,271.14 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY STAFF,CARISBROOKE COMMUNITY TEAM,MANCHESTER CITY COUNCIL,182223,"3,579.04 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY STAFF,CARISBROOKE COMMUNITY TEAM,MANCHESTER CITY COUNCIL,182220,"8,704.05 "
