"Base: All adults aged 16+ (n = 3756 UK, 492 Scotland, 2264 England, 496 Wales, 504 Northern Ireland, 246 Scotland urban, 246 Scotland rural, 487 Scotland 2011, 500 Scotland 2012, 501 Scotland 2013, 501 Scotland 2014, 492 Scotland 2015)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 5.3,,,,,,,,,,,,,,,,,
Take-up of tablet computers in Scotland,,,,,,,,,,,,,,,,,
Households (%) / percentage point change in take-up of tablet computers from W1 2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Nation,,,,,Urbanity,,,Scotland,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot Urban,Scot Rural,,2011,2012,2013,2014,2015,,,
Tablet PC,54,52,54,60,54,,53,47,,1,11,24,42,52,,,
Increase since Q1 2012,10,10,10,15,9,0,12,-1,0,,,,,,,,
,,,,,,,,,,,,,,,,,
Tablet PC 2014 Q1,44,42,44,45,45,,41,48,,,,,,,,,
,,,,,,,,,,,,,,,,,
"QE1. Does your household have a  PC, laptop, netbook or tablet computer?",,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n = 3756 UK, 492 Scotland, 2264 England, 496 Wales, 504 Northern Ireland, 246 Scotland urban, 246 Scotland rural, 487 Scotland 2011, 500 Scotland 2012, 501 Scotland 2013, 501 Scotland 2014, 492 Scotland 2015)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 5.4,,,,,,,,,,,,,,,,,
Most important device for accessing the internet in Scotland,,,,,,,,,,,,,,,,,
Individuals %,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Column1,Column2,Laptop,Smartphone,Desktop,Tablet,Other device,None,Don't know,Other,,,,,,,,
,UK,30,33,14,19,1,1,*,3,,,,,,,,
,Scotland,26,37,8,27,2,1,*,2,,,,,,,,
Urbanity,Scotland Urban,25,38,8,27,2,1,0,2,,,,,,,,
,Scotland Rural,31,31,9,27,3,*,*,2,,,,,,,,
Gender,Male,36,24,14,23,3,*,0,3,,,,,,,,
,Female,36,25,10,25,1,1,*,2,,,,,,,,
Age Group,16-34,26,50,5,16,1,0,*,4,,,,,,,,
,35-54,17,45,7,31,4,2,0,,,,,,,,,
,55+,39,6,15,37,2,1,0,3,,,,,,,,
Social Group,ABC1,26,39,7,27,2,1,0,1,,,,,,,,
,C2DE,26,34,10,27,2,1,*,4,,,,,,,,
Household Income,"Under 
£17.5K*",29,36,13,16,2,0,1,6,,,,,,,,
,£17.5K+,23,35,7,34,1,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: Internet users aged 16+ (n = 3095 UK, 388 Scotland, 197 Scotland urban, 191 Scotland rural, 150 16-34, 134 35-54, 104 55+, 224 ABC1, 164 C2DE, 97 under £17.5K*, 157 £17.5K+). Question: Which is the most important device you use to connect to the internet, at home or elsewhere? “Other” responses include: “Other device”, “None” and “don’t know”. *Caution: Low base",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 5.5,,,,,,,,,,,,,,,,,
Claimed time spent on the internet in a typical week,,,,,,,,,,,,,,,,,
Hours per week,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Scotland,N Ireland,England,Wales,UK,,,,,,,,,,,,
At home,13,13.6,12.4,15.3,12.6,,,,,,,,,,,,
At workplace/ place of education,4.8,5.3,5.7,4.2,5.5,,,,,,,,,,,,
Anywhere else,2.1,2.7,2.4,1.6,2.3,,,,,,,,,,,,
Total,19.9,21.6,20.5,21.2,20.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"IN6A-C – How many hours in a typical week would you say you use the internet at home/ at your workplace or place of education/ anywhere else? (Unprompted responses, single coded)",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ who use the internet at home or elsewhere (1609 UK, 1022 England, 194 Scotland, 200 Wales, 193 Northern Ireland). ",,,,,,,,,,,,,,,,,
"Source: Ofcom research, fieldwork carried out by Saville Rossiter-Base in October to November 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 5.6,,,,,,,,,,,,,,,,,
Activities conducted online by internet users in Scotland,,,,,,,,,,,,,,,,,
Individuals %,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Streamed audio services,Listening to radio,Finding/ downloading info for college,Uploading/ adding content to internet,Trading/auctions,Find health information,Using local council/ Government websites,Playing games,Watching short video clips,Downloading music,Instant messaging,TV/ Video viewing,Using social networking sites,Banking,Purchasing goods/services,General surfing/browsing,Sending and receiving email
Used in the past week,8,7,10,13,5,4,5,17,20,14,25,34,46,46,31,72,67
Use less often,5,6,8,12,21,23,22,14,13,26,17,21,11,18,42,12,19
,13,13,18,25,26,27,27,31,33,40,42,55,57,64,73,84,86
,,,,,,,,,,,,,,,,,
"QE5. Which, if any, of these do you use the internet for?",,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
Base: Adults aged 16+ who use the internet at home or elsewhere (n= 388 Scotland 2015),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.01,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Approximate number of items of post sent each month (residential),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All respondents (n = 3557 adults 16+, 2123 England, 580 Scotland, 418 Wales, 436 Northern Ireland)QC1. Approximately how many items of post – including letters, cards and parcels – have you personally sent in the last month?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Items sent,Adults 16+,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
None,23,22,36,25,33,,,,,,,,,,,,
1 or 2 items,21,21,17,14,20,,,,,,,,,,,,
3 or 4 items,19,19,17,19,18,,,,,,,,,,,,
5-10 items,23,23,22,28,19,,,,,,,,,,,,
11-20 items,8,9,3,8,5,,,,,,,,,,,,
21+ items,5,5,5,6,6,,,,,,,,,,,,
Don't know,,,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Parcels sent in the past month,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All respondents (n = 3557 adults 16+, 2123 England, 580 Scotland, 418 Wales, 436 Northern Ireland)QC2. And how many of these items sent in the last month were parcels rather than letters or cards?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Parcels sent,Adults 16+,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
None,70,69,79,67,74,,,,,,,,,,,,
1 or 2 parcels,20,20,15,22,18,,,,,,,,,,,,
3 or 4 parcels,5,5,5,5,4,,,,,,,,,,,,
5-10 parcels,3,4,1,3,3,,,,,,,,,,,,
11-20 parcels,1,1,,1,1,,,,,,,,,,,,
21+ parcels,,,,1,,,,,,,,,,,,,
Don't know,,,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.03,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Types of post sent in the past month,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of consumers (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All who have personally sent any items of post in the last week (n = 2685 UK, 1673 England, 382 Scotland, 330 Wales, 300 Northern Ireland)QC5. Which of these types of mail would you say you have personally sent in the last month by post? (MULTICODE)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Types sent,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
Formal letters,38,39,32,35,30,,,,,,,,,,,,
Payments for bills,28,28,30,22,38,,,,,,,,,,,,
Personal letters,30,31,31,24,26,,,,,,,,,,,,
Invitations/ greetings cards/ postcards,56,55,63,58,47,,,,,,,,,,,,
Larger parcels,39,39,33,42,38,,,,,,,,,,,,
Smaller parcels,22,23,14,20,22,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Methods used to send parcels,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of consumers (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All who have sent any parcels in the last month (n = 1088 adults 16+, 688 England, 146 Scotland, 135 Wales, 119 Northern Ireland)QC20. You said earlier that you have sent one or more parcels in the last month... When you sent these parcels, which of these methods did you use? (MULTICODE)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
methods to send parcels,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
Post Office counter,75,76,59,80,76,,,,,,,,,,,,
Royal Mail postbox,22,22,29,19,14,,,,,,,,,,,,
Online collection and delivery service,6,6,3,6,3,,,,,,,,,,,,
Other over the counter services,6,6,2,4,9,,,,,,,,,,,,
Don't know,2,3,1,2,7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Net claimed change in amount of post sent in the past two years,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All respondents (n = 3557 adults 16+, 2123 England, 580 Scotland, 418 Wales, 436 Northern Ireland) QC10. Compared with two years ago, would you say that the number of items you send through the post has... increased greatly, increased slightly, stayed the same, decreased slightly, decreased greatly? Note: Chart shows net percentage (% who claim their use has increased - % who claim their use has decreased)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
change,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
post sent,-8,-7,-18,-3,-10,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Predicted change in amount of post sent in the next two years ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All respondents (n = 2354 adults 16+, 1433 England, 379 Scotland, 278 Wales, 264 Northern Ireland) QC25. Looking to the future... Compared with now, would you say that the number of letters and cards you will be sending in the post two years from now will have… increased greatly, increased slightly, stayed the same, decreased slightly, decreased greatly? Note: Chart shows net percentage (% who claim their use will increase - % who claim their use will decrease)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
change,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
letters and cards will send,-5,-4,-16,-2,-7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.07,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Approximate number of items of post received in the past week,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All respondents (n = 3557 adults 16+, 2123 England, 580 Scotland, 418 Wales, 436 Northern Ireland) QD1. Approximately how many items of post – including letters, cards and parcels – have you personally received in the last week?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Items received,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
None,6,6,6,5,11,,,,,,,,,,,,
1 or 2 items,14,14,17,15,21,,,,,,,,,,,,
3 or 4 items,17,17,19,17,19,,,,,,,,,,,,
5-10 items,39,39,38,36,30,,,,,,,,,,,,
11-20 items,18,18,16,19,15,,,,,,,,,,,,
21+ items,6,6,4,8,2,,,,,,,,,,,,
Don't know,1,1,,1,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.08,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Types of items people are receiving more often,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of consumers (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015  Base: All respondents who say that the number of items received by post has increased, compared to two years ago (n = 885 adults 16+, 580 England, 130 Scotland, 98 Wales, 77 Northern Ireland) QD6. Which of these types of addressed items are you personally receiving more often through the post now? (MULTICODE). *Caution: Low base",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Types received more of,UK,England,Scotland,Wales*,N Ireland*,,,,,,,,,,,,
Letters from organisation you have a relationship with,26,28,11,19,19,,,,,,,,,,,,
Standard circulars from organisations you have a relationship with,29,29,31,17,19,,,,,,,,,,,,
Addressed direct mail from other organisations,35,34,49,46,19,,,,,,,,,,,,
Bills/ invoices/ statements,35,37,15,18,40,,,,,,,,,,,,
Personal letters,5,5,4,6,9,,,,,,,,,,,,
Invitations/ greetings cards,5,5,8,8,8,,,,,,,,,,,,
Larger parcels,24,22,39,29,23,,,,,,,,,,,,
Smaller parcels,31,31,31,38,26,,,,,,,,,,,,
Catalogues/ brochures,19,20,7,12,23,,,,,,,,,,,,
Subscription magazines,9,10,5,1,11,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Satisfaction with specific aspects of Royal Mail’s service,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of consumers (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All respondents in Scotland (n = 3557 UK, 580 Scotland)QE3A-F. Satisfaction with specific aspects of Royal Mail’s services – Ranked by proportion satisfied among adults in Scotland",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Cost of postage,Time of day post is delivered,Number of post boxes and Post offices,Location of post boxes and Post Offices,Length of time to reach its destination,Security of the service,,,,,,,,,,,
Business ,,,,,,,,,,,,,,,,,
UK,58,79,77,78,83,88,,,,,,,,,,,
Scotland,68,84,88,90,91,96,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Problems experienced with Royal Mail in the past 12 months,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of consumers (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014-Q1 2015  Base: All respondents (n = 3557 adults 16+, 2123 England, 580 Scotland, 418 Wales, 436 Northern Ireland) QG1A-E. Problems experienced with Royal Mail service in the last 12 months – Ranked by proportion among all UK adults",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Problems experienced,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
ANY OF THESE,44,45,30,43,39,,,,,,,,,,,,
Mis-delivered mail,29,31,12,26,27,,,,,,,,,,,,
Delayed mail,13,14,4,16,13,,,,,,,,,,,,
Lost mail,10,10,3,12,9,,,,,,,,,,,,
Damaged mail,9,9,5,9,6,,,,,,,,,,,,
Mail that has been tampered with,4,4,2,4,6,,,,,,,,,,,,
Card left from Royal Mail when someone in to receive it  ,12,11,18,9,7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Average volume of letters sent each month,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of respondents (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Business Postal Tracker, Q2 2014-Q1 2015Base : All respondents (n = 1591 UK, 973 England, 217 Scotland, 198 Wales, 203 N Ireland)QV2a. On average, how many letter items does your organisation send per month? Please think ONLY about all the letters and large letters you may send as an organisation.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
0-24,59,60,59,51,49,,,,,,,,,,,,
25-49,16,16,16,21,17,,,,,,,,,,,,
50-99,10,10,11,10,14,,,,,,,,,,,,
100-249,8,8,9,11,8,,,,,,,,,,,,
250+,5,5,5,5,10,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Royal Mail services used to send standard post each month,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Net First Class:UK           = 80%England   = 81%Scotland  = 75%Wales      = 82%N Ireland  = 75%",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Business Postal Tracker, Q2 2014-Q1 2015Base : All respondents using RM standard delivery services (n = 1493 UK, 916 England, 205 Scotland, 182 Wales, 190 N Ireland) QV6d. Which, if any, of the following Royal Mail services does your organisation use to send your standard mail?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
Standard First Class stamp,68,69,64,70,59,,,,,,,,,,,,
Standard Second Class stamp,57,56,61,58,61,,,,,,,,,,,,
Large letter First Class,28,28,30,23,23,,,,,,,,,,,,
Large letter Second Class,20,20,22,20,20,,,,,,,,,,,,
Franked First Class,9,9,8,9,16,,,,,,,,,,,,
Franked Second Class,8,8,8,10,18,,,,,,,,,,,,
Standard parcels,15,15,18,12,16,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Switched some mail to other communication methods over last twelve months,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of respondents (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Business Postal Tracker, Q2 2014-Q1 2015Base: All respondents (n = 1591 UK, 973 England, 217 Scotland, 198 Wales, 203 N Ireland)QF4. Over the last 12 months, has your organisation moved some mail to other communication methods?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
Yes,63,63,59,62,70,,,,,,,,,,,,
No,37,37,41,38,30,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Main reasons for switching some mail to other communications methods over past 12 months,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of respondents (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Business Postal Tracker, Q2 2014-Q1 2015 Base: All who have moved to other communication methods (n = 1028 UK, 626 England, 127 Scotland, 130 Wales, 145 N Ireland) QF6: Why have you moved some mail to other communication methods? OPEN ENDED Top 5 reasons shown",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
Quicker,46,46,51,45,39,,,,,,,,,,,,
Cost saving,41,41,29,39,44,,,,,,,,,,,,
Customer preference,24,23,27,31,21,,,,,,,,,,,,
Convenience,15,15,13,10,13,,,,,,,,,,,,
Price of postage,4,5,3,2,3,,,,,,,,,,,,
Reduce admin time spent on alternative media ,3,3,5,2,5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Overall satisfaction with the quality of service from Royal Mail,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Business Postal Tracker, Q2 2014-Q1 2015 Base: All respondents who use Royal Mail (n = 1563 UK, 958 England, 213 Scotland, 195 Wales, 197 Northern Ireland) QRM2. Thinking generally about the service your organisation receives as a whole, on a scale of 1 to 5 where 1 is very dissatisfied and 5 is very satisfied, how satisfied are you with the overall quality of the services you receive from Royal Mail as a recipient and sender?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
Very satisfied,38,38,39,43,46,,,,,,,,,,,,
Fairly satisfied,39,39,43,36,44,,,,,,,,,,,,
Neither satisfied nor dissatisfied,17,18,12,15,9,,,,,,,,,,,,
Fairly dissatisfied,4,4,4,4,1,,,,,,,,,,,,
Very dissatisfied,1,1,2,1,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 6.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Satisfaction with specific aspects of Royal Mail’s service,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Business Postal Tracker, Q2 2014-Q1 2015 Base: All respondents who use Royal Mail (n =1563 UK, 213 Scotland) QRM3: How would you rate the performance of Royal Mail, as a recipient and sender, in the following areas on a 5 point scale where 1 is very dissatisfied and 5 is very satisfied?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Column1,Price of postage ,Latest collection time ,Time of collection,Delivery time,Collection reliability ,Amount of lost mail,Delivery consistency / reliability,,,,,,,,,,
,,,,,,,,,,,,,,,,,
UK,32,60,61,66,67,75,76,,,,,,,,,,
Scotland,32,65,65,72,69,84,81,,,,,,,,,,
