Wakefield Council Purchase Card Spend for Quarter 1st October 2017 to 31st December 2017,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose of Spend,Type,Transaction No.,Seq No.,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,PARK SQUARE FISHERIES,Purchase of Food & Drink,Revenue,160969,200,31/10/2017,76.85,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PASTY SHOP,Purchase of Food & Drink,Revenue,160980,783,02/01/2018,15.79,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,POUNDSTRETCHER,Purchase of Food & Drink,Revenue,160980,194,02/01/2018,12.87,Nil,DRAPERY UPOLSTERY AND WINDOW COVERINGS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,POUNDSTRETCHER,Purchase of Food & Drink,Revenue,160980,733,02/01/2018,25.19,Nil,DRAPERY UPOLSTERY AND WINDOW COVERINGS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,POUNDSTRETCHER,Purchase of Food & Drink,Revenue,160962,451,05/10/2017,4.34,Nil,DRAPERY UPOLSTERY AND WINDOW COVERINGS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,POUNDSTRETCHER,Purchase of Food & Drink,Revenue,160962,168,05/10/2017,6.55,Nil,DRAPERY UPOLSTERY AND WINDOW COVERINGS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,POUNDWORLD ,Purchase of Food & Drink,Revenue,160980,240,02/01/2018,7.75,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PREMIER QUALITY FOODS,Purchase of Food & Drink,Revenue,160973,144,17/11/2017,120.52,Nil,MISC FOOD STORE-CONVENIENCEMRKTSPLTYVENDNG MACS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PREMIER QUALITY FOODS,Purchase of Food & Drink,Revenue,160971,325,10/11/2017,127.70,Nil,MISC FOOD STORE-CONVENIENCEMRKTSPLTYVENDNG MACS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PREMIER QUALITY FOODS,Purchase of Food & Drink,Revenue,160971,565,10/11/2017,183.79,Nil,MISC FOOD STORE-CONVENIENCEMRKTSPLTYVENDNG MACS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PREMIER QUALITY FOODS,Purchase of Food & Drink,Revenue,160963,79,06/10/2017,195.80,Nil,MISC FOOD STORE-CONVENIENCEMRKTSPLTYVENDNG MACS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PREMIER QUALITY FOODS,Purchase of Food & Drink,Revenue,160963,134,06/10/2017,224.61,Nil,MISC FOOD STORE-CONVENIENCEMRKTSPLTYVENDNG MACS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PREMIER QUALITY FOODS,Purchase of Food & Drink,Revenue,160977,118,08/12/2017,387.47,Nil,MISC FOOD STORE-CONVENIENCEMRKTSPLTYVENDNG MACS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PRINCE WILLIAM  ,Purchase of Food & Drink,Revenue,160962,110,05/10/2017,19.47,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PROSPECT GARAGE,Purchase of Food & Drink,Revenue,160975,276,29/11/2017,2.77,Nil,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160964,287,10/10/2017,2.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160964,286,10/10/2017,6.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160977,124,08/12/2017,8.80,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160977,601,08/12/2017,8.80,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160964,199,10/10/2017,1.30,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160964,271,10/10/2017,1.30,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160964,352,10/10/2017,1.30,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160969,73,31/10/2017,1.30,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160976,108,04/12/2017,1.30,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160976,176,04/12/2017,1.30,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160977,223,08/12/2017,1.30,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160964,211,10/10/2017,2.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160964,363,10/10/2017,2.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160969,69,31/10/2017,2.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160969,122,31/10/2017,2.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160976,111,04/12/2017,2.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160976,182,04/12/2017,2.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160977,165,08/12/2017,2.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160977,239,08/12/2017,2.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160964,209,10/10/2017,6.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160964,362,10/10/2017,6.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160969,79,31/10/2017,6.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160969,121,31/10/2017,6.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160976,112,04/12/2017,6.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160976,141,04/12/2017,6.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160977,164,08/12/2017,6.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160977,238,08/12/2017,6.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160977,699,08/12/2017,6.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160969,72,31/10/2017,13.35,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160972,239,15/11/2017,13.20,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,SAINSBURYS,Purchase of Food & Drink,Revenue,160980,191,02/01/2018,9.15,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,8,Corporate and Democratic Core,SAINSBURYS,Purchase of Food & Drink,Revenue,160962,395,05/10/2017,9.20,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,L,Cultural and Related Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160964,221,10/10/2017,2.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,L,Cultural and Related Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160968,373,25/10/2017,3.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,SAINSBURYS,Purchase of Food & Drink,Revenue,160962,458,05/10/2017,6.67,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,SAINSBURYS,Purchase of Food & Drink,Revenue,160965,322,12/10/2017,6.25,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,SAINSBURYS,Purchase of Food & Drink,Revenue,160971,1052,10/11/2017,2.43,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,SAINSBURYS,Purchase of Food & Drink,Revenue,160977,388,08/12/2017,4.15,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,Z,BVACOP Not Applicable,SAINSBURYS,Purchase of Food & Drink,Revenue,160967,84,19/10/2017,55.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,Z,BVACOP Not Applicable,SAINSBURYS,Purchase of Food & Drink,Revenue,160967,83,19/10/2017,3.33,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160980,741,02/01/2018,15.75,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160971,525,10/11/2017,17.99,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160971,882,10/11/2017,20.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160975,432,29/11/2017,40.19,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160977,317,08/12/2017,10.95,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160980,1474,02/01/2018,11.15,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160971,631,10/11/2017,17.95,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160971,949,10/11/2017,5.40,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160971,970,10/11/2017,3.20,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160971,1069,10/11/2017,5.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160962,124,05/10/2017,6.75,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160972,152,15/11/2017,9.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160966,84,18/10/2017,6.80,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160966,52,18/10/2017,2.20,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,M,Environmental and Regulatory Services,SAINSBURYS,Purchase of Food & Drink,Revenue,160971,1141,10/11/2017,3.04,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SCARBOROUGH COUNCIL,Purchase of Food & Drink,Revenue,160962,55,05/10/2017,4.20,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SCARBOROUGH COUNCIL,Purchase of Food & Drink,Revenue,160962,296,05/10/2017,5.17,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SHERBET LONDON TAX,Purchase of Food & Drink,Revenue,160980,784,02/01/2018,14.20,Nil,LIMOUSINES AND TAXICABS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SPUD U LIKE,Purchase of Food & Drink,Revenue,160962,131,05/10/2017,7.69,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,STARBUCKS,Purchase of Food & Drink,Revenue,160964,1,10/10/2017,8.20,Nil,MISC FOOD STORE-CONVENIENCEMRKTSPLTYVENDNG MACS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,STARBUCKS,Purchase of Food & Drink,Revenue,160966,262,18/10/2017,4.45,Nil,MISC FOOD STORE-CONVENIENCEMRKTSPLTYVENDNG MACS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,STARBUCKS,Purchase of Food & Drink,Revenue,160971,458,10/11/2017,7.30,Nil,MISC FOOD STORE-CONVENIENCEMRKTSPLTYVENDNG MACS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUBWAY,Purchase of Food & Drink,Revenue,160978,490,14/12/2017,8.98,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUBWAY,Purchase of Food & Drink,Revenue,160971,162,10/11/2017,4.50,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUBWAY,Purchase of Food & Drink,Revenue,160971,233,10/11/2017,2.83,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUBWAY,Purchase of Food & Drink,Revenue,160971,451,10/11/2017,2.90,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUBWAY,Purchase of Food & Drink,Revenue,160971,760,10/11/2017,2.90,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUBWAY,Purchase of Food & Drink,Revenue,160971,766,10/11/2017,2.90,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUBWAY,Purchase of Food & Drink,Revenue,160980,294,02/01/2018,3.39,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUBWAY,Purchase of Food & Drink,Revenue,160971,861,10/11/2017,2.83,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUBWAY,Purchase of Food & Drink,Revenue,160962,61,05/10/2017,2.17,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TENPIN,Purchase of Food & Drink,Revenue,160971,407,10/11/2017,3.62,Nil,CLUBS-CNTRYMBRSHIP(ATHLETRECSPRTSPRIVATE GOLF,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,TESCO,Purchase of Food & Drink,Revenue,160975,371,29/11/2017,10.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,TESCO,Purchase of Food & Drink,Revenue,160980,1183,02/01/2018,10.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,TESCO,Purchase of Food & Drink,Revenue,160962,161,05/10/2017,12.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,Z,BVACOP Not Applicable,TESCO,Purchase of Food & Drink,Revenue,160978,581,14/12/2017,5.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160975,49,29/11/2017,16.30,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160971,239,10/11/2017,3.55,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160971,630,10/11/2017,3.70,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160971,425,10/11/2017,1.80,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160978,215,14/12/2017,1.32,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160975,55,29/11/2017,25.25,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160975,72,29/11/2017,26.37,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160975,54,29/11/2017,29.97,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160963,62,06/10/2017,6.90,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160977,395,08/12/2017,11.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160963,193,06/10/2017,12.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160963,113,06/10/2017,12.10,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160977,677,08/12/2017,12.34,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160973,147,17/11/2017,12.86,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160963,135,06/10/2017,13.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160963,243,06/10/2017,15.20,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160963,181,06/10/2017,16.69,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160963,13,06/10/2017,18.10,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160971,567,10/11/2017,19.09,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160973,164,17/11/2017,19.70,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160963,77,06/10/2017,21.28,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160971,865,10/11/2017,23.70,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160980,4,02/01/2018,7.33,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160980,36,02/01/2018,10.49,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160980,20,02/01/2018,18.98,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Purchase of Food & Drink,Revenue,160966,24,18/10/2017,10.43,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
