Newcastle City Council Invoices over £250 paid in February 2013,,,,,,,,,
,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,19/02/2013,SUNLIGHT SERVICE GROUP,5800053,Revenue,1KF08,GOSFORTH CIVIC               K,350.50 
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,26/02/2013,SUNLIGHT SERVICE GROUP,5807837,Revenue,1KENB,Fleet Workshops OH           K,668.72 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,SUNNINGDALE LODGE EMI UNIT,5791549,Revenue,1MG10,Ind Nursing Care Elderly     M,-476.80 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,SUNNINGDALE LODGE EMI UNIT,5791549,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,848.80 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,SUNNYFIELD CARE HOME,5791632,Revenue,1MK20,Ind Res Care LD              M,"7,555.68 "
Childrens Services,Int Childhood Services     ,Supplies & Services,14/02/2013,SUNSHINE PLAYGROUP,5795833,Revenue,1EEP5,2Yr Old Learning & Childcare E,"1,455.00 "
Childrens Services,Educ Families Info         ,Supplies & Services,25/02/2013,SUNSHINE PLAYGROUP,5804428,Revenue,1EEP5,2Yr Old Learning & Childcare E,"2,744.64 "
Environment & Regeneration,E&R Development Mngmt      ,Supplies & Services,05/02/2013,SUPPLIES TEAM LTD,5780875,Revenue,1V030,Development Management       K,391.48 
Chief Executives,CD - Customer Service Centres    ,Supplies & Services,19/02/2013,SUPPLIES TEAM LTD,5799531,Revenue,1FA53,Reg Of Births Deaths & Margs F,518.40 
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,19/02/2013,SUPPLIES TEAM LTD,5799603,Revenue,1KTC1,Liasion                      K,327.46 
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,20/02/2013,SUPPLIES TEAM LTD,5799974,Revenue,1CP17,DIGITAL PRINTING             C,"6,290.11 "
Environment & Regeneration,Cityworks Sports Dev       ,Supplies & Services,27/02/2013,SUPPLIES TEAM LTD,5799118,Revenue,1KLV0,PHYSICAL ACT STRAT           K,279.41 
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,05/02/2013,SURVEY & MARKETING SERVICES,5786014,Capital,2DP02,Devt Capital CC              K,840.00 
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,05/02/2013,SURVEY & MARKETING SERVICES,5786017,Capital,2DP02,Devt Capital CC              K,900.00 
Environment & Regeneration,E&R-Highway&Traffic Management   ,Capital Expenditure,05/02/2013,SURVEY & MARKETING SERVICES,5785906,Capital,2DP02,Devt Capital CC              K,396.00 
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,07/02/2013,SURVEY & MARKETING SERVICES,5786018,Capital,2DP02,Devt Capital CC              K,297.00 
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,25/02/2013,SURVEY & MARKETING SERVICES,5806323,Capital,2DP02,Devt Capital CC              K,"2,600.00 "
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,27/02/2013,SURVEY SOLUTIONS SCOTLAND,5799712,Revenue,1KTC2,Engineering Consultancy      K,686.00 
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,21/02/2013,SUSTAIN LTD,5789607,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,"1,551.00 "
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,SUTHERLAND COURT,5791609,Revenue,1MG20,Ind Res Care Elderly         M,"-17,422.18 "
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,SUTHERLAND COURT,5791609,Revenue,1MM20,Ind Res Care MH              M,-476.80 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,SUTHERLAND COURT,5791609,Revenue,1MG20,Ind Res Care Elderly         M,"56,869.82 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,SUTHERLAND COURT,5791609,Revenue,1MM20,Ind Res Care MH              M,"1,800.00 "
Environment & Regeneration,Cityworks  Eldon           ,Supplies & Services,19/02/2013,SUZANNE BRADFORD,5794616,Revenue,1KL2B,Eldon Leisure                K,396.00 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,SWAN LODGE,5791564,Revenue,1MG10,Ind Nursing Care Elderly     M,-476.80 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,SWAN LODGE,5791564,Revenue,1MG20,Ind Res Care Elderly         M,-485.44 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,SWAN LODGE,5791564,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,691.60 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,SWAN LODGE,5791564,Revenue,1MG20,Ind Res Care Elderly         M,"1,691.60 "
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,11/02/2013,SWETS INFORMATION SERVICES LTD,5791394,Revenue,1EJ13,Stock Services               M,486.41 
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,14/02/2013,SWIFT BRAKE & CLUTCH LTD,5795929,Revenue,1KENB,Fleet Workshops OH           K,307.92 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,20/02/2013,SWIFT BRAKE & CLUTCH LTD,5784507,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,314.37 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,20/02/2013,SWIFT BRAKE & CLUTCH LTD,5800791,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,490.08 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,20/02/2013,SWIFT BRAKE & CLUTCH LTD,5800795,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,445.44 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,25/02/2013,SWIFT BRAKE & CLUTCH LTD,5788264,Revenue,1KESG,Light Workshop Code 5 RepairsK,604.00 
Childrens Services,Carefirst - Independant Foster payments,Third Party Payments,10/02/2013,SWIIS FOSTER CARE LTD,5790312,Revenue,1MC22,IND Sector Foster Carer CostsE,"58,939.14 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/02/2013,T CROSSLING,5773947,Revenue,3KIMD,Other Stores Stock Account   K,"13,753.80 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/02/2013,T CROSSLING,5773949,Revenue,3KIMD,Other Stores Stock Account   K,716.10 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/02/2013,T CROSSLING,5773952,Revenue,3KIMD,Other Stores Stock Account   K,540.40 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/02/2013,T CROSSLING,5773953,Revenue,1KBAA,Building Contracts           K,600.00 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/02/2013,T CROSSLING,5773954,Revenue,3KIMD,Other Stores Stock Account   K,354.20 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/02/2013,T CROSSLING,5773957,Revenue,3KIMD,Other Stores Stock Account   K,980.00 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/02/2013,T CROSSLING,5778782,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,402.91 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/02/2013,T CROSSLING,5778783,Revenue,3KIMD,Other Stores Stock Account   K,"1,116.16 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,11/02/2013,T CROSSLING,5766184,Revenue,3KIMD,Other Stores Stock Account   K,345.45 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,11/02/2013,T CROSSLING,5780988,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,473.04 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,T CROSSLING,5730157,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,803.34 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,T CROSSLING,5730188,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,"1,558.58 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,T CROSSLING,5730190,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,885.55 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/02/2013,T CROSSLING,5730217,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,307.34 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,14/02/2013,T CROSSLING,5704633,Revenue,1KM1E,VOIDS 2.5 EAST               K,708.00 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,14/02/2013,T CROSSLING,5712187,Revenue,1KBM0,Public & Educ O/H            K,"3,118.23 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,14/02/2013,T CROSSLING,5773948,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,"14,215.47 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,14/02/2013,T CROSSLING,5794067,Revenue,1KBAA,Building Contracts           K,266.00 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,14/02/2013,T CROSSLING,5794077,Revenue,3KIMD,Other Stores Stock Account   K,254.40 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,14/02/2013,T CROSSLING,5794078,Revenue,3KIMD,Other Stores Stock Account   K,"1,715.60 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,14/02/2013,T CROSSLING,5794251,Revenue,3KIMD,Other Stores Stock Account   K,"6,712.00 "
Environment & Regeneration,NS: District Heating       ,Premises,14/02/2013,T CROSSLING,5794080,Revenue,1KR8L,CW District Heating          K,318.50 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,19/02/2013,T CROSSLING,5745316,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,"10,781.14 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,19/02/2013,T CROSSLING,5794075,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,498.00 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,24/02/2013,T CROSSLING,5803614,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,440.00 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,24/02/2013,T CROSSLING,5803617,Revenue,3KIMD,Other Stores Stock Account   K,345.45 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,24/02/2013,T CROSSLING,5803626,Revenue,3KIMD,Other Stores Stock Account   K,329.42 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,24/02/2013,T CROSSLING,5803629,Revenue,3KIMD,Other Stores Stock Account   K,300.00 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,24/02/2013,T CROSSLING,5803633,Revenue,3KIMD,Other Stores Stock Account   K,"1,581.00 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,24/02/2013,T CROSSLING,5803634,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,452.00 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,24/02/2013,T CROSSLING,5803637,Revenue,3KIMD,Other Stores Stock Account   K,332.94 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,24/02/2013,T CROSSLING,5803638,Revenue,3KIMD,Other Stores Stock Account   K,531.32 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,24/02/2013,T CROSSLING,5803657,Revenue,3KIMD,Other Stores Stock Account   K,345.45 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,24/02/2013,T CROSSLING,5803660,Revenue,3KIMD,Other Stores Stock Account   K,"6,712.00 "
Environment & Regeneration,NS: District Heating       ,Premises,24/02/2013,T CROSSLING,5803641,Revenue,1KR8L,CW District Heating          K,251.50 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,26/02/2013,T CROSSLING,5730152,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,"2,141.18 "
Environment & Regeneration,Allendale Rd                           ,Premises,28/02/2013,T CROSSLING,5802610,Revenue,1KR8L,CW District Heating          K,305.32 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5773955,Revenue,3KIMD,Other Stores Stock Account   K,900.38 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5773958,Revenue,3KIMD,Other Stores Stock Account   K,822.15 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5778784,Revenue,3KIMD,Other Stores Stock Account   K,445.65 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5794060,Revenue,3KIMD,Other Stores Stock Account   K,"1,774.70 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5794064,Revenue,3KIMD,Other Stores Stock Account   K,"1,566.70 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5794066,Revenue,3KIMD,Other Stores Stock Account   K,"1,526.40 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5802552,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,251.49 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5802597,Revenue,3KIMD,Other Stores Stock Account   K,"1,109.60 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5802598,Revenue,1KR1W,Response West                K,292.72 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5802600,Revenue,3KIMD,Other Stores Stock Account   K,257.90 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5802601,Revenue,3KIMD,Other Stores Stock Account   K,"1,315.67 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5802602,Revenue,3KIMD,Other Stores Stock Account   K,572.82 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5802607,Revenue,1KBAA,Building Contracts           K,462.50 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5802608,Revenue,3KIMD,Other Stores Stock Account   K,"1,223.20 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5803612,Revenue,3KIMD,Other Stores Stock Account   K,"1,512.83 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/02/2013,T CROSSLING,5803621,Revenue,3KIMD,Other Stores Stock Account   K,633.00 
Environment & Regeneration,NS: District Heating       ,Premises,28/02/2013,T CROSSLING,5802609,Revenue,1KR8L,CW District Heating          K,320.00 
Environment & Regeneration,NS: Waste Management       ,Supplies & Services,20/02/2013,T SERVICES (N.E) LTD,5801610,Revenue,1KE23,Sandhills                    K,881.00 
Environment & Regeneration,NS: Waste Management       ,Supplies & Services,20/02/2013,T SERVICES (N.E) LTD,5801677,Revenue,1KE23,Sandhills                    K,393.50 
Environment & Regeneration,NS: Waste Management       ,Supplies & Services,21/02/2013,T SERVICES (N.E) LTD,5802448,Revenue,1KE23,Sandhills                    K,310.50 
Environment & Regeneration,NS: Waste Management       ,Supplies & Services,21/02/2013,T SERVICES (N.E) LTD,5802535,Revenue,1KE23,Sandhills                    K,312.00 
Environment & Regeneration,NS: Waste Management       ,Supplies & Services,21/02/2013,T SERVICES (N.E) LTD,5802625,Revenue,1KE23,Sandhills                    K,"1,211.50 "
Environment & Regeneration,NS: Waste Management       ,Supplies & Services,21/02/2013,T SERVICES (N.E) LTD,5802632,Revenue,1KE18,Walbottle Recycling Centre   K,341.00 
Environment & Regeneration,NS: Waste Management       ,Supplies & Services,21/02/2013,T SERVICES (N.E) LTD,5802820,Revenue,1KE23,Sandhills                    K,"2,271.40 "
Environment & Regeneration,Cityworks  Eldon           ,Supplies & Services,28/02/2013,TABITHA BUSHELL,5794613,Revenue,1KL2B,Eldon Leisure                K,350.00 
Environment & Regeneration,Schools Payment Agency                 ,Supplies & Services,18/02/2013,TALK TALK,5793178,Revenue,1DE48,i8 - Lynwood NEC             K,255.97 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",25/02/2013,TAMARIS HEALTHCARE (ENGLAND)LTD,5805387,Revenue,1MG10,Ind Nursing Care Elderly     M,-662.72 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,25/02/2013,TAMARIS HEALTHCARE (ENGLAND)LTD,5805387,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,848.80 "
Adult & Culture,CD - Legal Services              ,Supplies & Services,28/02/2013,TANIA BROWN LIMITED,5808909,Revenue,1MR52,Adults Admin Pool            M,"1,555.07 "
Environment & Regeneration,Highways                               ,Supplies & Services,12/02/2013,TARMAC NORTHERN LTD,5793098,Revenue,3KIMF,Highways Stock Account       K,"2,403.66 "
Environment & Regeneration,Highways                               ,Supplies & Services,12/02/2013,TARMAC NORTHERN LTD,5793197,Revenue,3KIMF,Highways Stock Account       K,"2,380.38 "
Environment & Regeneration,Highways                               ,Supplies & Services,13/02/2013,TARMAC NORTHERN LTD,5793900,Revenue,3KIMF,Highways Stock Account       K,"2,392.02 "
Environment & Regeneration,Highways                               ,Supplies & Services,13/02/2013,TARMAC NORTHERN LTD,5793983,Revenue,3KIMF,Highways Stock Account       K,"2,397.84 "
Environment & Regeneration,Highways                               ,Supplies & Services,13/02/2013,TARMAC NORTHERN LTD,5794091,Revenue,3KIMF,Highways Stock Account       K,"2,393.96 "
Environment & Regeneration,Highways                               ,Supplies & Services,13/02/2013,TARMAC NORTHERN LTD,5794110,Revenue,3KIMF,Highways Stock Account       K,323.89 
Environment & Regeneration,Highways                               ,Supplies & Services,13/02/2013,TARMAC NORTHERN LTD,5794124,Revenue,3KIMF,Highways Stock Account       K,"2,403.66 "
Environment & Regeneration,Highways                               ,Supplies & Services,25/02/2013,TARMAC NORTHERN LTD,5806152,Revenue,3KIMF,Highways Stock Account       K,642.33 
Environment & Regeneration,Highways                               ,Supplies & Services,28/02/2013,TARMAC NORTHERN LTD,5805317,Revenue,3KIMF,Highways Stock Account       K,645.86 
Environment & Regeneration,Highways                               ,Supplies & Services,28/02/2013,TARMAC NORTHERN LTD,5805667,Revenue,3KIMF,Highways Stock Account       K,322.61 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,24/02/2013,TAYLOR ENGINEERING & FABRICATIONS LTD,5784515,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,306.65 
Childrens Services,Raising Stnds              ,Supplies & Services,17/02/2013,TCHIBO COFFEE INTERNATIONAL,5791796,Revenue,1E+217,Learning Development Imp TeamE,437.85 
Chief Executives,Exchequer Accounts Payable             ,Supplies & Services,03/02/2013,TEACHERS PENSIONS,5783809,Revenue,3RND2,SacredHeart Acad Payroll DedsF,"63,990.03 "
Chief Executives,Exchequer Accounts Payable             ,Supplies & Services,03/02/2013,TEACHERS PENSIONS,5783810,Revenue,3RNE2,StCuthberts Acad Payroll DedsF,"56,461.37 "
Chief Executives,Exchequer Accounts Payable             ,Supplies & Services,03/02/2013,TEACHERS PENSIONS,5783811,Revenue,3RNF2,Kenton Acad Payroll Deds     F,"92,288.45 "
Chief Executives,Exchequer Accounts Payable             ,Supplies & Services,03/02/2013,TEACHERS PENSIONS,5783812,Revenue,3RNH2,Welbeck Acad Payroll Deds    F,"14,750.58 "
Chief Executives,Exchequer Accounts Payable             ,Supplies & Services,03/02/2013,TEACHERS PENSIONS,5783813,Revenue,3RNJ2,Hilton Academy Payroll Deds  F,"11,546.14 "
Childrens Services,Educ Linhope PRU           ,Supplies & Services,06/02/2013,TEACHING PERSONNEL,5786995,Revenue,1E+254,Linhope PRU                  E,"2,100.00 "
Childrens Services,Educ Linhope PRU           ,Supplies & Services,11/02/2013,TEACHING PERSONNEL,5791256,Revenue,1E+254,Linhope PRU                  E,"2,100.00 "
Childrens Services,Educ Linhope PRU           ,Supplies & Services,20/02/2013,TEACHING PERSONNEL,5801454,Revenue,1E+254,Linhope PRU                  E,"2,100.00 "
Childrens Services,Educ Linhope PRU           ,Supplies & Services,20/02/2013,TEACHING PERSONNEL,5801456,Revenue,1E+254,Linhope PRU                  E,"2,100.00 "
Childrens Services,Carefirst - Independant Foster payments,Third Party Payments,10/02/2013,TEAM FOSTERING NORTH EAST,5790313,Revenue,1MC22,IND Sector Foster Carer CostsE,"12,137.14 "
Childrens Services,Benfield Secon/High School             ,Premises,18/02/2013,TECHNICAL SURFACES LTD,5797584,Revenue,1E339,Benfield Sports  Centre      E,"1,735.25 "
Childrens Services,Benfield Secon/High School             ,Premises,18/02/2013,TECHNICAL SURFACES LTD,5797585,Revenue,1E339,Benfield Sports  Centre      E,417.50 
HRA,HRA IT/Ngate               ,Supplies & Services,24/02/2013,TECHNOLOGY SERVICES GROUP,5803898,Revenue,1HC03,HRA ICT Projects             H,"9,750.00 "
Adult & Culture,Social Services                        ,Supplies & Services,17/02/2013,TELECARE SERVICES ASSOCIATION,5797075,Revenue,1MG98,ACS Transformation           M,724.00 
Adult & Culture,Social Services                        ,Supplies & Services,19/02/2013,TENDER BUTTONS LTD,5799074,Revenue,1DF22,EAST ARTS OFFICER            M,"3,000.00 "
Environment & Regeneration,Fleet Management System                ,Supplies & Services,07/02/2013,TERBERG MATEC UK LTD,5769256,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,"1,027.09 "
Environment & Regeneration,Fleet Management System                ,Supplies & Services,12/02/2013,TERBERG MATEC UK LTD,5774207,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,298.22 
Environment & Regeneration,NS: Strategy               ,Supplies & Services,13/02/2013,TEXTANYWHERE LTD,5794659,Revenue,1KEAR,Cleansing Overhead           K,0.21 
Environment & Regeneration,NS: Strategy               ,Supplies & Services,13/02/2013,TEXTANYWHERE LTD,5794659,Revenue,1KELA,Traffic Sig General Oh       K,14.10 
Environment & Regeneration,NS: Strategy               ,Supplies & Services,13/02/2013,TEXTANYWHERE LTD,5794659,Revenue,1KKA4,Pest - Domestic              K,9.07 
Environment & Regeneration,NS: Strategy               ,Supplies & Services,13/02/2013,TEXTANYWHERE LTD,5794659,Revenue,1KR01,R & M Trading                K,305.20 
Environment & Regeneration,NS: Strategy               ,Supplies & Services,13/02/2013,TEXTANYWHERE LTD,5794659,Revenue,1KW00,Localised Working OH         K,5.97 
Environment & Regeneration,NS: Strategy               ,Supplies & Services,13/02/2013,TEXTANYWHERE LTD,5794659,Revenue,1KEAU,ENVIRON SVES OVERHEAD GENERALK,0.56 
Adult & Culture,Social Services                        ,Supplies & Services,19/02/2013,THE AVENUE NEWCASTLE LTD,5799075,Revenue,1MN30,Asylum Seekers Adults        M,"1,738.00 "
Adult & Culture,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798331,Revenue,1MR01,Customer Services & MarketingM,558.28 
Adult & Culture,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798332,Revenue,1MR01,Customer Services & MarketingM,"1,132.77 "
Adult & Culture,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798333,Revenue,1EJ01,Administration               M,6.37 
Adult & Culture,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798333,Revenue,1MR01,Customer Services & MarketingM,"1,101.20 "
Chief Executives,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798331,Revenue,1FT70,YHN Recoverable Comm&MarketinF,153.07 
Chief Executives,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798332,Revenue,1FT70,YHN Recoverable Comm&MarketinF,263.17 
Chief Executives,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798333,Revenue,1FT70,YHN Recoverable Comm&MarketinF,358.95 
Childrens Services,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798331,Revenue,1E328,Central Initiatives          E,52.81 
Childrens Services,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798332,Revenue,1E328,Central Initiatives          E,157.30 
Childrens Services,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798333,Revenue,1E328,Central Initiatives          E,32.73 
City Services,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798331,Revenue,1CS00,Benefits Staff               C,334.56 
City Services,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798332,Revenue,1CC26,CONTACT CENTRE MANAGEMENT    C,29.32 
City Services,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798332,Revenue,1CC50,CSC MANAGEMENT               C,10.69 
City Services,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798332,Revenue,1CS00,Benefits Staff               C,456.62 
City Services,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798333,Revenue,1CC50,CSC MANAGEMENT               C,17.80 
City Services,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798333,Revenue,1CS00,Benefits Staff               C,416.97 
Environment & Regeneration,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798331,Revenue,1VH06,FHU Private Housing Team     K,42.79 
Environment & Regeneration,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798332,Revenue,1VH06,FHU Private Housing Team     K,126.54 
Environment & Regeneration,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798332,Revenue,1KB00,C/BLD GEN MAN O/H            K,7.98 
Environment & Regeneration,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,18/02/2013,THE BIG WORD,5798333,Revenue,1VH06,FHU Private Housing Team     K,10.42 
Adult & Culture,Adult Serv Admin Support   ,Supplies & Services,18/02/2013,THE BIGGER SCENE,5798050,Revenue,1MK34,Shared Lives - Adult LD      M,549.00 
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,28/02/2013,THE BLUE DOOR PROJECT LTD,5803454,Revenue,1MK60,Ind Day Care LD              M,307.08 
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,28/02/2013,THE BLUE DOOR PROJECT LTD,5803455,Revenue,1MK60,Ind Day Care LD              M,443.56 
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,28/02/2013,THE BLUE DOOR PROJECT LTD,5803456,Revenue,1MK60,Ind Day Care LD              M,307.08 
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,28/02/2013,THE BLUE DOOR PROJECT LTD,5803457,Revenue,1MK60,Ind Day Care LD              M,307.08 
Adult & Culture,AS - Learning City         ,Supplies & Services,19/02/2013,THE BOOK PEOPLE,5799717,Revenue,1EA39,Family Literacy & Numeracy   M,279.30 
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,17/02/2013,THE BRITISH LIBRARY,5794573,Revenue,1EJ13,Stock Services               M,"3,000.00 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,18/02/2013,THE CAMPHILL VILLAGE TRUST,5797823,Revenue,1MK50,Ind Supported Living LD      M,824.40 
Environment & Regeneration,NS Localised Services      ,Supplies & Services,11/02/2013,THE COLUMBARIA COMPANY,5791462,Revenue,2KE01,Environmental Services       K,798.50 
