Organisation Name,Invoice ID,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced (£)
Rochdale,V000844290,27/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,"1,441.00 "
Rochdale,V000844287,27/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"1,667.50 "
Rochdale,V000844291,27/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"1,667.50 "
Rochdale,V000845396,27/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"3,335.00 "
Rochdale,V000845397,27/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"3,335.00 "
Rochdale,V000845398,27/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"3,335.00 "
Rochdale,V000845399,27/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"3,335.00 "
Rochdale,V000845400,27/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"3,335.00 "
Rochdale,V000845401,27/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"3,335.00 "
Rochdale,V000844293,24/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,SCHOOL IAG PREPARATION - Base,"3,659.75 "
Rochdale,V000845833,28/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TALK ENGLISH PROJECT,540.00 
Rochdale,V000845895,28/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TALK ENGLISH PROJECT,"1,240.00 "
Rochdale,V000845948,29/10/2014,HOURGLASS ENVIRONMENT LTD,Environmental Services,ECONOMY AND ENVIRONMENT,BUSINESS SUPPORT (S106 158K),750.00 
Rochdale,V000844107,21/10/2014,ICE LIMITED,Arts & Leisure Services,PUBLIC HEALTH,HEALTH SMART,"8,245.00 "
Rochdale,V000844108,21/10/2014,ICE LIMITED,Arts & Leisure Services,PUBLIC HEALTH,HEALTH SMART,"17,702.50 "
Rochdale,V000821582,21/10/2014,IHS (GLOBAL)LTD,Consultancy,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"16,095.00 "
Rochdale,V000821579,21/10/2014,IHS (GLOBAL)LTD,Consultancy,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"-13,020.00 "
Rochdale,V000840906,16/10/2014,IMAGE@WORK LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,FM PRIMARY CATERING OVERH,"2,729.05 "
Rochdale,V000840376,14/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"4,848.66 "
Rochdale,V000840377,14/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"4,837.43 "
Rochdale,V000840378,14/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,514.39 
Rochdale,V000840380,14/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"40,546.61 "
Rochdale,V000840383,14/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"25,413.31 "
Rochdale,V000840384,14/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"13,618.88 "
Rochdale,V000840385,14/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,760.56 
Rochdale,V000840390,14/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"37,380.00 "
Rochdale,V000840731,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"2,879.72 "
Rochdale,V000840732,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"34,679.14 "
Rochdale,V000840733,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"12,664.93 "
Rochdale,V000840734,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"5,374.60 "
Rochdale,V000840735,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"10,174.17 "
Rochdale,V000840745,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"1,527.52 "
Rochdale,V000840746,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"4,468.45 "
Rochdale,V000840749,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"28,884.43 "
Rochdale,V000840750,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"5,884.77 "
Rochdale,V000840752,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"1,516.91 "
Rochdale,V000840753,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"3,966.46 "
Rochdale,V000840755,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"19,858.70 "
Rochdale,V000840757,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,834.67 
Rochdale,V000840758,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"6,399.01 "
Rochdale,V000840759,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"16,299.64 "
Rochdale,V000840761,15/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"4,078.25 "
Rochdale,V000841040,17/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"19,253.47 "
Rochdale,V000844346,24/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ST CUTHBERTS RC SECONDARY(BSF),"213,364.12 "
Rochdale,V000840381,14/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WAN CONNECTIVITY CHARGES,"21,697.44 "
Rochdale,V000840386,14/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WAN CONNECTIVITY CHARGES,"21,697.44 "
Rochdale,V000840387,14/10/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WAN CONNECTIVITY CHARGES,"21,697.44 "
Rochdale,V000841041,17/10/2014,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HOLLINGWORTH PFI,"313,889.44 "
Rochdale,V000844670,28/10/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF OTHER CONTRIBUTIONS,"38,072.51 "
Rochdale,V000844670,28/10/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"237,607.91 "
Rochdale,V000841042,17/10/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WARDLE AND FALINGE PFI,"386,216.12 "
Rochdale,V000840995,16/10/2014,ISAAC BUTTERWORTH (IRONFOUNDERS) LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,590.00 
Rochdale,V000846490,31/10/2014,J C MILLS & SON LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,ALL SOULS HEATING CONTROL SYSTEM,500.00 
Rochdale,V000846048,29/10/2014,J C MILLS & SON LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,SHAWCLOUGH WATER TANK REMOVAL,500.00 
Rochdale,V000837770,02/10/2014,J COONEY LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HEYWOOD RISING BOLLARD,525.00 
Rochdale,V000838899,07/10/2014,J COONEY LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HEYWOOD RISING BOLLARD,525.00 
Rochdale,V000840872,16/10/2014,J COONEY LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP OLDHAM ROAD,"19,907.85 "
Rochdale,V000837630,02/10/2014,J COONEY LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,PATHS & WALLS (223),"3,959.59 "
Rochdale,V000838824,07/10/2014,J GREENWOOD (BUILDERS) LIMITED,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ST ANDREW'S CE - PLACE PLANNING,"2,017.75 "
Rochdale,V000841201,17/10/2014,J GREENWOOD (BUILDERS) LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,TOWN HALL UPGRADE FIRE DOORS P2 (189),"1,259.51 "
Rochdale,V000839370,09/10/2014,J.M. BUILDERS  AND FLAT ROOFING CONTRACTORS,Building Construction Materials,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,968.00 
Rochdale,V000835945,07/10/2014,J.M. BUILDERS  AND FLAT ROOFING CONTRACTORS,Building Construction Materials,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,-872.00 
Rochdale,V000841359,20/10/2014,JEAN SAMBROOKS,Healthcare,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,955.13 
Rochdale,V000841360,20/10/2014,JEAN SAMBROOKS,Healthcare,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,985.26 
Rochdale,V000845371,27/10/2014,JENKINSON OFFICE SUPPLIES,Stationery,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,538.52 
Rochdale,V000844268,22/10/2014,JGM AGENCY,Facilities & Management Services,PUBLIC HEALTH,5 WAYS TO WELLBEING,"1,406.25 "
Rochdale,V000839378,09/10/2014,JGM AGENCY,Facilities & Management Services,FINANCE SERVICES,PR MEDIA AND MARKETING,"2,497.50 "
Rochdale,V000844268,22/10/2014,JGM AGENCY,Facilities & Management Services,PUBLIC HEALTH,SUICIDE PREVENTION,"1,001.25 "
Rochdale,V000837003,30/09/2014,JMHA,Housing Management,ECONOMY AND ENVIRONMENT,DERELICT LAND & CLEARANCE,"12,500.00 "
Rochdale,V000837612,02/10/2014,JMHA,Housing Management,ECONOMY AND ENVIRONMENT,DERELICT LAND & CLEARANCE,"21,000.00 "
Rochdale,V000838829,07/10/2014,JMHA,Housing Management,ECONOMY AND ENVIRONMENT,DERELICT LAND & CLEARANCE,700.00 
Rochdale,V000837718,02/10/2014,JOE ROOCROFT AND SONS LIMITED,Building Construction Materials,PROPERTY AND HIGHWAYS,5 DISABLED PARKING BAYS,"3,690.49 "
Rochdale,V000840861,16/10/2014,JOHN SLATTERY PHOTOGRAPHY,Facilities & Management Services,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,570.00 
Rochdale,V000837578,02/10/2014,JOHNSONS CATERING EQUIPMENT LTD,Catering,ECONOMY AND ENVIRONMENT,TOWN HALL,759.00 
Rochdale,V000838778,06/10/2014,JOHNSONS CATERING EQUIPMENT LTD,Catering,ECONOMY AND ENVIRONMENT,TOWN HALL,"1,294.00 "
Rochdale,V000839688,10/10/2014,JONES LANG LASALLE,Facilities & Management Services,ECONOMY AND ENVIRONMENT,ROCHDALE MARKET,"10,093.00 "
Rochdale,V000841291,20/10/2014,JONES LANG LASALLE,Facilities & Management Services,ECONOMY AND ENVIRONMENT,ROCHDALE MARKET,"24,939.14 "
Rochdale,V000844516,24/10/2014,JONES LANG LASALLE,Facilities & Management Services,ECONOMY AND ENVIRONMENT,ROCHDALE MARKET,"15,139.00 "
Rochdale,V000830965,24/10/2014,JRB ENTERPRISE LTD,Environmental Services,ECONOMY AND ENVIRONMENT,ENFORCEMENT TEAM,679.00 
Rochdale,V000839200,08/10/2014,JRB ENTERPRISE LTD,Environmental Services,ECONOMY AND ENVIRONMENT,ENFORCEMENT TEAM,679.00 
Rochdale,V000845322,27/10/2014,KABERRY CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,NEWHEY - PLACE PLANNING,"253,243.05 "
Rochdale,V000836936,30/09/2014,KABERRY CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,S`FIELD PARK CHANGING ROOF & W`DOWS (204,"4,035.13 "
Rochdale,V000839301,09/10/2014,KAPOOR CHEMISTS LTD,Healthcare,PUBLIC HEALTH,STOP SMOKING,719.62 
Rochdale,V000832868,01/10/2014,KASHMIR YOUTH PROJECT,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,KASHMIR YOUTH PROJECT,"4,200.00 "
Rochdale,V000841037,17/10/2014,KASHMIR YOUTH PROJECT,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,RETROFIT,"3,126.00 "
Rochdale,V000839397,09/10/2014,KEYS CHILDCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"15,000.00 "
Rochdale,V000839398,09/10/2014,KEYS CHILDCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"11,571.30 "
Rochdale,V000839606,09/10/2014,KEYS CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"2,340.00 "
Rochdale,V000839706,10/10/2014,KEYS CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"2,560.00 "
Rochdale,V000839608,09/10/2014,KEYS CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,POST 16 RDALE PUPILS IN COLLEGES/ISP,"2,880.00 "
Rochdale,V000837581,02/10/2014,KIRKHOLT BOWLING CLUB,Arts & Leisure Services,CUSTOMERS & CORPORATE SERVICES,MEMBERS SMALL CAPITAL GRANTS,839.29 
Rochdale,V000841086,17/10/2014,KODIT UDI LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,ICT OVERHEADS,"2,017.00 "
Rochdale,V000836173,29/09/2014,KORUS RECRUITMENT GROUP LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"4,830.00 "
Rochdale,V000841067,17/10/2014,KORUS RECRUITMENT GROUP LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"2,530.00 "
Rochdale,V000844818,27/10/2014,KR INVEST LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,840.00 
Rochdale,V000832880,01/10/2014,LAMBERT SMITH HAMPTON,Facilities & Management Services,ECONOMY AND ENVIRONMENT,COUNTRYSIDE OPERATIONS,"10,689.11 "
Rochdale,V000844078,21/10/2014,LANCASHIRE COUNTY COUNCIL,Public Bodies,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"2,283.15 "
Rochdale,V000844079,21/10/2014,LANCASHIRE COUNTY COUNCIL,Public Bodies,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"2,209.50 "
Rochdale,V000844813,27/10/2014,LAROCHE DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,770.00 
Rochdale,V000844259,22/10/2014,LEVER PARK LEARNING TRUST,Public Bodies,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN OLA SPECIAL,"3,027.67 "
Rochdale,V000838859,07/10/2014,LEYTON HEALTHCARE NO 2 LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"1,792.00 "
Rochdale,V000839399,09/10/2014,LIFETIME OPPORTUNITIES,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"12,400.00 "
Rochdale,V000846507,31/10/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,CUSTOMERS & CORPORATE SERVICES,COMMUNITIES & ENGAGEMENT PRIORITY FUND,820.00 
Rochdale,V000832874,01/10/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,FINANCE SERVICES,CONTRACT FEE LEISURE TRUST,"302,167.00 "
Rochdale,V000839899,13/10/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,CUSTOMERS & CORPORATE SERVICES,GENERAL COUNCIL EXPENSES,"1,526.00 "
Rochdale,V000838421,17/10/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,PUBLIC HEALTH,HEALTH SMART,"15,900.00 "
Rochdale,V000844121,23/10/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,EARLY HELP AND SCHOOLS,PENNINES - EXTERNAL FUNDED PROJECTS,812.00 
Rochdale,V000844122,23/10/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,PUBLIC HEALTH,ROCHDALE ASIAN HEALTHY FAMILIES,696.00 
Rochdale,V000832872,01/10/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"4,208.75 "
Rochdale,V000832873,01/10/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"4,313.75 "
Rochdale,V000832875,01/10/2014,LINK4LIFE (TRADING),Arts & Leisure Services,FINANCE SERVICES,CONTRACT FEE LEISURE TRUST,"7,300.00 "
Rochdale,V000840246,13/10/2014,LITTLE GEMS PDN,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"1,000.00 "
Rochdale,V000840890,16/10/2014,LITTLE STEPS ROCHDALE LTD,Financial Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"2,000.00 "
Rochdale,V000844561,24/10/2014,LITTLEBOROUGH GROUP PRACTICE,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,575.30 
Rochdale,V000840469,14/10/2014,LITTLEBOROUGH UNITED REFORM CHURCH,Financial Services,CUSTOMERS & CORPORATE SERVICES,TOWNSHIP PRIORITY PROJECT FUND,"3,199.00 "
Rochdale,V000836937,29/09/2014,LOCKHART CATERING EQUIPMENT,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,527.22 
Rochdale,V000839710,10/10/2014,LONDON BOROUGH OF BEXLEY,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"29,700.00 "
Rochdale,V000840965,16/10/2014,LPS TRAINING & CONSULTANCY LTD,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,525.00 
Rochdale,V000837409,30/09/2014,LUBBE & SONS LTD,Horticultural,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,750.00 
Rochdale,V000837436,30/09/2014,LUBBE & SONS LTD,Horticultural,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"2,874.27 "
Rochdale,V000841047,17/10/2014,LUCY FAITHFULL FOUNDATION,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT PREVENTIVE,"3,340.50 "
Rochdale,V000844456,27/10/2014,M & T CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,HIA,875.00 
Rochdale,V000838830,07/10/2014,MACE LIMITED,Consultancy,ECONOMY AND ENVIRONMENT,WELFARE REFORM,"7,525.00 "
Rochdale,V000838752,13/10/2014,MACK4 LIMITED,Building Construction Materials,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"3,755.00 "
Rochdale,V000832848,01/10/2014,MAKING SPACE,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"16,366.00 "
Rochdale,V000838891,15/10/2014,MAKING SPACE,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"12,575.00 "
Rochdale,V000839164,08/10/2014,MALLARD CONSULTANCY LTD,Human Resources,ECONOMY AND ENVIRONMENT,ENVIRONMENTAL HEALTH M&S,"1,200.00 "
Rochdale,V000844415,24/10/2014,MANCHESTER CITY COUNCIL,Public Bodies,CUSTOMERS & CORPORATE SERVICES,EMERGENCY PLANNING,"40,400.00 "
Rochdale,V000839702,10/10/2014,MANCHESTER CREATIVE AND MEDIA ACADEMY,Human Resources,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS  IN OLA MAINSTREAM,"5,526.00 "
Rochdale,V000837380,30/09/2014,MANCHESTER WORKING LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,HIA,"16,625.00 "
Rochdale,V000837797,02/10/2014,MASSEY & HARRIS (ENGINEERING) LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,PLAYGROUND REPLACEMENT EQUIP,"1,595.00 "
Rochdale,V000844118,23/10/2014,MASSEY & HARRIS (ENGINEERING) LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,"1,759.00 "
Rochdale,V000846040,29/10/2014,MAYSAND LTD                          (S),Building Construction Materials,EARLY HELP AND SCHOOLS,Contingency - Primary (Mod 10/11),630.53 
Rochdale,V000838719,06/10/2014,MC & MA STEWART (HAULAGE) LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,SPORTS PITCHES BOROUGHWIDE,774.62 
Rochdale,V000838767,06/10/2014,MC & MA STEWART (HAULAGE) LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,SPORTS PITCHES BOROUGHWIDE,887.65 
Rochdale,V000832850,01/10/2014,MEADOWFIELD COMMUNITY CENTRE,Financial Services,CUSTOMERS & CORPORATE SERVICES,MEADOWFIELD,"9,575.00 "
Rochdale,V000841140,17/10/2014,MEADOWS CARE LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"3,985.67 "
Rochdale,V000841141,17/10/2014,MEADOWS CARE LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"3,664.20 "
Rochdale,V000838035,03/10/2014,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,"5,207.58 "
Rochdale,V000846451,31/10/2014,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,528.00 
Rochdale,V000838036,03/10/2014,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,607.20 
Rochdale,V000838832,07/10/2014,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,802.80 
Rochdale,V000838845,07/10/2014,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,771.65 
Rochdale,V000845916,29/10/2014,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,802.80 
Rochdale,V000846441,31/10/2014,MENCAP,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,607.20 
Rochdale,V000844066,21/10/2014,MERIDIAN LAW LTD,Consultancy,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"3,131.10 "
Rochdale,V000838653,06/10/2014,MERITEC LIMITED,"Works - Construction, Repair & Maintenance",FINANCE SERVICES,HSG BEN & CNCIL TAX SUPPORT ASSESSMENTS,"35,353.50 "
Rochdale,V000839863,10/10/2014,MIDDLETON TOWN CENTRE MANAGEMENT CO LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,EVENTS BUDGET,"3,000.00 "
Rochdale,V000846133,30/10/2014,MIDDLETON TOWN CENTRE MANAGEMENT CO LTD,Human Resources,ECONOMY AND ENVIRONMENT,MIDDLETON TCM,"8,640.00 "
Rochdale,V000840585,14/10/2014,MIDDLETON TOWN CENTRE MANAGEMENT CO LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,PROJECTS COMMISSIONING,"10,000.00 "
Rochdale,V000837427,30/09/2014,MIDDLETON TOWN TEAM,Financial Services,ECONOMY AND ENVIRONMENT,BUSINESS SUPPORT (S106 158K),500.00 
Rochdale,V000832892,01/10/2014,MIDDLETON TRAMPOLINING CLUB,Arts & Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"2,729.08 "
Rochdale,V000837570,01/10/2014,MIDLAND SOFTWARE LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"1,028.73 "
Rochdale,V000837571,01/10/2014,MIDLAND SOFTWARE LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"1,033.75 "
Rochdale,V000837567,01/10/2014,MIDLAND SOFTWARE LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"1,820.71 "
