YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,LaboratoryTests2,Commodity,Commodity_List,Species,Species_List,CountryOfDestination,Motivation,LaboratoryTests3,SampleDate,Results2,SampleCount,LaboratoryTestConclusion,ReleasedDate
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Amblypharyngodon Mola,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Anabas Testudineus,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Corica Soborna,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Eutropiichthys Vacha,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Gudusia Chapra,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Heteropneustes Fossilis,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Lates Calcarifer,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Lepidocephalichtys Guntea,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Macrognathus Aculeatus,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Mystus Cavasius,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Mystus Tengara,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Mystus Vittatus,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Nandus Nandus,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Ompok Pabda,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Otra Pesca,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Puntius Sarana,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Puntius Sophore,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Sperata Aor,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Trichogaster Fasciata,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Wallago Attu,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,25000,13800,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,03038910,03032300|03032400|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Xenentodon Cancila,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Gudusia Chapra|Heteropneustes Fossilis|Labeo Rohita|Lates Calcarifer|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Cavasius|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Oreochromis Spp|Otra Pesca|Puntius Sarana|Puntius Sophore|Sperata Aor|Trichogaster Fasciata|Wallago Attu|Xenentodon Cancila,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,11020,7888,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,03038990,03038990,Carangidae,Carangidae,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,22257.93,19822.41,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,00190230,00190230,-,,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,3271.84,3146,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00020712,00020712,Gallus Gallus,Gallus Gallus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,18061.43,16880,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00160232,160232|160232,Aves,Aves|Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,26633.47,23448,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00020712,00020712,Gallus Gallus,Gallus Gallus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,24578.4,23100,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00020712,00020712,Gallus Gallus,Gallus Gallus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BR,GB,Belfast,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,24740.1,23100,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-27,2017,Q2,4,27,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,19788.3,18900,/,/,satisfactory,satisfactory,satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-26,2017,Q2,4,26,Yes,00160232,00160232,Aves,Aves,United Kingdom,Suspicion,Salmonella spp.,,Not Detected in 25 g,5,Satisfactory,2017-04-25
2017,Q2,4,19,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,20168.14,19278,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BR,GB,Belfast,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,24740.1,23100,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-27,2017,Q2,4,27,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,19,BR,GB,Belfast,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,24740.1,23100,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-27,2017,Q2,4,27,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
