Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Amount
Department of Health,Western Cheshire PCT,10/12/2010,SUPERANN EES GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"-5,001.22 "
Department of Health,Western Cheshire PCT,10/12/2010,SUPERANN AVC GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,-694.50 
Department of Health,Western Cheshire PCT,10/12/2010,SENIORITY PAYMENT GENERAL,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"1,338.17 "
Department of Health,Western Cheshire PCT,10/12/2010,LEVY (STAT),General Practioner Payments,GARDEN LANE MEDICAL CENTRE,-393.13 
Department of Health,Western Cheshire PCT,10/12/2010,LEVY (VOL),General Practioner Payments,GARDEN LANE MEDICAL CENTRE,-44.81 
Department of Health,Western Cheshire PCT,10/12/2010,ADVANCES,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,"-12,649.18 "
Department of Health,Western Cheshire PCT,10/12/2010,ROLLING HALF DAY RECHARGE,General Practioner Payments,GARDEN LANE MEDICAL CENTRE,-466.41 
Department of Health,Western Cheshire PCT,02/12/2010,ADVANCES,General Practioner Payments,HEATH LANE MEDICAL CENTRE,"31,600.00 "
Department of Health,Western Cheshire PCT,22/12/2010,GSUM APR- JUN,General Practioner Payments,HEATH LANE MEDICAL CENTRE,827.00 
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,HEATH LANE MEDICAL CENTRE,"2,998.82 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,HEATH LANE MEDICAL CENTRE,359.72 
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN ERS GENERAL,General Practioner Payments,HEATH LANE MEDICAL CENTRE,"-3,966.83 "
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN EES GENERAL,General Practioner Payments,HEATH LANE MEDICAL CENTRE,"-2,221.74 "
Department of Health,Western Cheshire PCT,22/12/2010,GLOBAL SUM,General Practioner Payments,HEATH LANE MEDICAL CENTRE,"35,030.90 "
Department of Health,Western Cheshire PCT,22/12/2010,MPIG,General Practioner Payments,HEATH LANE MEDICAL CENTRE,"4,450.75 "
Department of Health,Western Cheshire PCT,22/12/2010,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,HEATH LANE MEDICAL CENTRE,"8,555.30 "
Department of Health,Western Cheshire PCT,22/12/2010,PREMISES (RENT) GENERAL,General Practioner Payments,HEATH LANE MEDICAL CENTRE,"6,461.50 "
Department of Health,Western Cheshire PCT,22/12/2010,SENIORITY PAYMENT GENERAL,General Practioner Payments,HEATH LANE MEDICAL CENTRE,"3,662.75 "
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN AVC GENERAL,General Practioner Payments,HEATH LANE MEDICAL CENTRE,-282.83 
Department of Health,Western Cheshire PCT,22/12/2010,ADVANCES,General Practioner Payments,HEATH LANE MEDICAL CENTRE,"-39,993.45 "
Department of Health,Western Cheshire PCT,22/12/2010,COURIER,General Practioner Payments,HEATH LANE MEDICAL CENTRE,-6.00 
Department of Health,Western Cheshire PCT,22/12/2010,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,HEATH LANE MEDICAL CENTRE,80.79 
Department of Health,Western Cheshire PCT,22/12/2010,PRESCR LEADS MEETING,General Practioner Payments,HEATH LANE MEDICAL CENTRE,200.00 
Department of Health,Western Cheshire PCT,22/12/2010,CITY GP NETWORK,General Practioner Payments,HEATH LANE MEDICAL CENTRE,200.00 
Department of Health,Western Cheshire PCT,22/12/2010,LEVY (STAT),General Practioner Payments,HEATH LANE MEDICAL CENTRE,-226.34 
Department of Health,Western Cheshire PCT,02/12/2010,ADVANCES,General Practioner Payments,HELSBY HEALTH CENTRE,"38,900.00 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,HELSBY HEALTH CENTRE,"3,793.70 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,HELSBY HEALTH CENTRE,"1,354.95 "
Department of Health,Western Cheshire PCT,22/12/2010,TRAINING GRANT GENERAL,General Practioner Payments,HELSBY HEALTH CENTRE,"1,266.34 "
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN ERS GENERAL,General Practioner Payments,HELSBY HEALTH CENTRE,"-5,162.62 "
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN EES GENERAL,General Practioner Payments,HELSBY HEALTH CENTRE,"-2,701.13 "
Department of Health,Western Cheshire PCT,22/12/2010,GLOBAL SUM,General Practioner Payments,HELSBY HEALTH CENTRE,"44,696.41 "
Department of Health,Western Cheshire PCT,22/12/2010,MPIG,General Practioner Payments,HELSBY HEALTH CENTRE,"3,957.66 "
Department of Health,Western Cheshire PCT,22/12/2010,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,HELSBY HEALTH CENTRE,"10,608.09 "
Department of Health,Western Cheshire PCT,22/12/2010,PREMISES (RENT) GENERAL,General Practioner Payments,HELSBY HEALTH CENTRE,"4,736.79 "
Department of Health,Western Cheshire PCT,22/12/2010,SENIORITY PAYMENT GENERAL,General Practioner Payments,HELSBY HEALTH CENTRE,"6,380.15 "
Department of Health,Western Cheshire PCT,22/12/2010,LOCUM ALLOW (PAT/MAT) GENERAL,General Practioner Payments,HELSBY HEALTH CENTRE,"3,166.73 "
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN AVC GENERAL,General Practioner Payments,HELSBY HEALTH CENTRE,-563.96 
Department of Health,Western Cheshire PCT,22/12/2010,ADVANCES,General Practioner Payments,HELSBY HEALTH CENTRE,"-48,869.46 "
Department of Health,Western Cheshire PCT,22/12/2010,COURIER,General Practioner Payments,HELSBY HEALTH CENTRE,-15.00 
Department of Health,Western Cheshire PCT,22/12/2010,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,HELSBY HEALTH CENTRE,350.09 
Department of Health,Western Cheshire PCT,22/12/2010,PRESCR LEADS MEETING,General Practioner Payments,HELSBY HEALTH CENTRE,200.00 
Department of Health,Western Cheshire PCT,22/12/2010,CITY GP NETWORK,General Practioner Payments,HELSBY HEALTH CENTRE,200.00 
Department of Health,Western Cheshire PCT,22/12/2010,CPD TRAINER,General Practioner Payments,HELSBY HEALTH CENTRE,750.00 
Department of Health,Western Cheshire PCT,22/12/2010,LEVY (STAT),General Practioner Payments,HELSBY HEALTH CENTRE,-282.31 
Department of Health,Western Cheshire PCT,22/12/2010,ROLLING HALF DAY RECHARGE,General Practioner Payments,HELSBY HEALTH CENTRE,-350.21 
Department of Health,Western Cheshire PCT,02/12/2010,ADVANCES,General Practioner Payments,NESTON MEDICAL CENTRE,"33,500.00 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"2,637.52 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,767.42 
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN ERS GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"-3,682.07 "
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN EES GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"-2,029.53 "
Department of Health,Western Cheshire PCT,22/12/2010,GLOBAL SUM,General Practioner Payments,NESTON MEDICAL CENTRE,"41,133.36 "
Department of Health,Western Cheshire PCT,22/12/2010,MPIG,General Practioner Payments,NESTON MEDICAL CENTRE,696.99 
Department of Health,Western Cheshire PCT,22/12/2010,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"9,468.17 "
Department of Health,Western Cheshire PCT,22/12/2010,PREMISES (RENT) GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"4,062.50 "
Department of Health,Western Cheshire PCT,22/12/2010,SENIORITY PAYMENT GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"5,037.25 "
Department of Health,Western Cheshire PCT,22/12/2010,ADVANCES,General Practioner Payments,NESTON MEDICAL CENTRE,"-40,863.35 "
Department of Health,Western Cheshire PCT,22/12/2010,COURIER,General Practioner Payments,NESTON MEDICAL CENTRE,-6.00 
Department of Health,Western Cheshire PCT,22/12/2010,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,215.44 
Department of Health,Western Cheshire PCT,22/12/2010,PRESCR LEADS MEETING,General Practioner Payments,NESTON MEDICAL CENTRE,200.00 
Department of Health,Western Cheshire PCT,22/12/2010,EP&N GP FORUM,General Practioner Payments,NESTON MEDICAL CENTRE,200.00 
Department of Health,Western Cheshire PCT,22/12/2010,LEVY (STAT),General Practioner Payments,NESTON MEDICAL CENTRE,-254.66 
Department of Health,Western Cheshire PCT,22/12/2010,ROLLING HALF DAY RECHARGE,General Practioner Payments,NESTON MEDICAL CENTRE,-296.79 
Department of Health,Western Cheshire PCT,02/12/2010,ADVANCES,General Practioner Payments,PARK MEDICAL CENTRE,"36,400.00 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,PARK MEDICAL CENTRE,"3,504.65 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,PARK MEDICAL CENTRE,"1,124.40 "
Department of Health,Western Cheshire PCT,22/12/2010,TRAINING GRANT GENERAL,General Practioner Payments,PARK MEDICAL CENTRE,633.17 
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN ERS GENERAL,General Practioner Payments,PARK MEDICAL CENTRE,"-5,646.70 "
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN EES GENERAL,General Practioner Payments,PARK MEDICAL CENTRE,"-3,338.73 "
Department of Health,Western Cheshire PCT,22/12/2010,GLOBAL SUM,General Practioner Payments,PARK MEDICAL CENTRE,"42,716.78 "
Department of Health,Western Cheshire PCT,22/12/2010,MPIG,General Practioner Payments,PARK MEDICAL CENTRE,"2,842.13 "
Department of Health,Western Cheshire PCT,22/12/2010,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,PARK MEDICAL CENTRE,"10,086.74 "
Department of Health,Western Cheshire PCT,22/12/2010,PREMISES (RENT) GENERAL,General Practioner Payments,PARK MEDICAL CENTRE,"4,875.00 "
Department of Health,Western Cheshire PCT,22/12/2010,SENIORITY PAYMENT GENERAL,General Practioner Payments,PARK MEDICAL CENTRE,"7,939.15 "
Department of Health,Western Cheshire PCT,22/12/2010,ADVANCES,General Practioner Payments,PARK MEDICAL CENTRE,"-45,690.16 "
Department of Health,Western Cheshire PCT,22/12/2010,COURIER,General Practioner Payments,PARK MEDICAL CENTRE,-15.00 
Department of Health,Western Cheshire PCT,22/12/2010,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,PARK MEDICAL CENTRE,269.30 
Department of Health,Western Cheshire PCT,22/12/2010,CITY GP NETWORK,General Practioner Payments,PARK MEDICAL CENTRE,200.00 
Department of Health,Western Cheshire PCT,22/12/2010,CPD TRAINER,General Practioner Payments,PARK MEDICAL CENTRE,750.00 
Department of Health,Western Cheshire PCT,22/12/2010,AVC EQU LIFE,General Practioner Payments,PARK MEDICAL CENTRE,-66.59 
Department of Health,Western Cheshire PCT,22/12/2010,LEVY (STAT),General Practioner Payments,PARK MEDICAL CENTRE,-275.79 
Department of Health,Western Cheshire PCT,22/12/2010,ROLLING HALF DAY RECHARGE,General Practioner Payments,PARK MEDICAL CENTRE,-337.82 
Department of Health,Western Cheshire PCT,02/12/2010,ADVANCES,General Practioner Payments,Whitby Group Practice,"26,900.00 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,Whitby Group Practice,"2,246.13 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,Whitby Group Practice,683.49 
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN ERS GENERAL,General Practioner Payments,Whitby Group Practice,"-4,485.83 "
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN EES GENERAL,General Practioner Payments,Whitby Group Practice,"-2,524.38 "
Department of Health,Western Cheshire PCT,22/12/2010,GLOBAL SUM,General Practioner Payments,Whitby Group Practice,"32,820.37 "
Department of Health,Western Cheshire PCT,22/12/2010,MPIG,General Practioner Payments,Whitby Group Practice,848.19 
Department of Health,Western Cheshire PCT,22/12/2010,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,Whitby Group Practice,"7,983.49 "
Department of Health,Western Cheshire PCT,22/12/2010,PREMISES (RENT) GENERAL,General Practioner Payments,Whitby Group Practice,"8,937.50 "
Department of Health,Western Cheshire PCT,22/12/2010,SENIORITY PAYMENT GENERAL,General Practioner Payments,Whitby Group Practice,"4,106.00 "
Department of Health,Western Cheshire PCT,22/12/2010,ADVANCES,General Practioner Payments,Whitby Group Practice,"-33,367.52 "
Department of Health,Western Cheshire PCT,22/12/2010,COURIER,General Practioner Payments,Whitby Group Practice,-9.00 
Department of Health,Western Cheshire PCT,22/12/2010,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,Whitby Group Practice,134.65 
Department of Health,Western Cheshire PCT,22/12/2010,PRESCR LEADS MEETING,General Practioner Payments,Whitby Group Practice,200.00 
Department of Health,Western Cheshire PCT,22/12/2010,PRACTICE STAFF,General Practioner Payments,Whitby Group Practice,"6,765.00 "
Department of Health,Western Cheshire PCT,22/12/2010,LEVY (STAT),General Practioner Payments,Whitby Group Practice,-205.67 
Department of Health,Western Cheshire PCT,22/12/2010,ROLLING HALF DAY RECHARGE,General Practioner Payments,Whitby Group Practice,-253.01 
Department of Health,Western Cheshire PCT,02/12/2010,ADVANCES,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"51,400.00 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"5,311.15 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,579.55 
Department of Health,Western Cheshire PCT,22/12/2010,TRAINING GRANT GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"1,266.34 "
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN ERS GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"-7,440.75 "
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN EES GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"-4,254.65 "
Department of Health,Western Cheshire PCT,22/12/2010,GLOBAL SUM,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"59,508.81 "
Department of Health,Western Cheshire PCT,22/12/2010,MPIG,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"4,777.69 "
Department of Health,Western Cheshire PCT,22/12/2010,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"15,122.02 "
Department of Health,Western Cheshire PCT,22/12/2010,PREMISES (RENT) GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"6,287.17 "
Department of Health,Western Cheshire PCT,22/12/2010,SENIORITY PAYMENT GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"7,273.77 "
Department of Health,Western Cheshire PCT,22/12/2010,ADVANCES,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"-65,954.01 "
Department of Health,Western Cheshire PCT,22/12/2010,COURIER,General Practioner Payments,HOPE FARM MEDICAL CENTRE,-15.00 
Department of Health,Western Cheshire PCT,22/12/2010,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,HOPE FARM MEDICAL CENTRE,565.53 
Department of Health,Western Cheshire PCT,22/12/2010,PRESCR LEADS MEETING,General Practioner Payments,HOPE FARM MEDICAL CENTRE,200.00 
Department of Health,Western Cheshire PCT,22/12/2010,EP&N GP FORUM,General Practioner Payments,HOPE FARM MEDICAL CENTRE,200.00 
Department of Health,Western Cheshire PCT,22/12/2010,CPD TRAINER,General Practioner Payments,HOPE FARM MEDICAL CENTRE,"1,500.00 "
Department of Health,Western Cheshire PCT,22/12/2010,LEVY (STAT),General Practioner Payments,HOPE FARM MEDICAL CENTRE,-390.84 
Department of Health,Western Cheshire PCT,22/12/2010,ROLLING HALF DAY RECHARGE,General Practioner Payments,HOPE FARM MEDICAL CENTRE,-482.67 
Department of Health,Western Cheshire PCT,02/12/2010,ADVANCES,General Practioner Payments,Whitby Group Practice,"20,000.00 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,Whitby Group Practice,"1,822.62 "
Department of Health,Western Cheshire PCT,22/12/2010,CHILD VACC & IMMS SCHEME GENERAL,General Practioner Payments,Whitby Group Practice,563.58 
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN ERS GENERAL,General Practioner Payments,Whitby Group Practice,"-2,720.76 "
Department of Health,Western Cheshire PCT,22/12/2010,SUPERANN EES GENERAL,General Practioner Payments,Whitby Group Practice,"-1,311.39 "
Department of Health,Western Cheshire PCT,22/12/2010,GLOBAL SUM,General Practioner Payments,Whitby Group Practice,"22,881.06 "
Department of Health,Western Cheshire PCT,22/12/2010,MPIG,General Practioner Payments,Whitby Group Practice,"2,101.24 "
Department of Health,Western Cheshire PCT,22/12/2010,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,Whitby Group Practice,"6,035.62 "
Department of Health,Western Cheshire PCT,22/12/2010,SENIORITY PAYMENT GENERAL,General Practioner Payments,Whitby Group Practice,"2,816.70 "
Department of Health,Western Cheshire PCT,22/12/2010,LOCUM ALLOW (PAT/MAT) GENERAL,General Practioner Payments,Whitby Group Practice,"4,000.08 "
Department of Health,Western Cheshire PCT,22/12/2010,ADVANCES,General Practioner Payments,Whitby Group Practice,"-24,760.95 "
Department of Health,Western Cheshire PCT,22/12/2010,COURIER,General Practioner Payments,Whitby Group Practice,-9.00 
Department of Health,Western Cheshire PCT,22/12/2010,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,Whitby Group Practice,215.44 
Department of Health,Western Cheshire PCT,22/12/2010,PRESCR LEADS MEETING,General Practioner Payments,Whitby Group Practice,200.00 
Department of Health,Western Cheshire PCT,22/12/2010,EP&N GP FORUM,General Practioner Payments,Whitby Group Practice,200.00 
Department of Health,Western Cheshire PCT,22/12/2010,LEVY (STAT),General Practioner Payments,Whitby Group Practice,-148.98 
Department of Health,Western Cheshire PCT,22/12/2010,ROLLING HALF DAY RECHARGE,General Practioner Payments,Whitby Group Practice,-182.29 
