Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number, AP Amount (£) ,VAT registration number,Purchase invoice number
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,ROYAL BOLTON HOSPITAL NHS FOUNDATION TRUST,3242204," 248,310.00 ",,1018292
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PATEL & PARTNERS TIVIDALE,3412415," 248,310.30 ",,WBH000002391
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,ST JOHNS HOUSE SURGERY,3332432," 248,709.75 ",,WR000005572
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,GATEWAY PRIMARY CARE (CIC) LTD,3267885," 249,203.74 ",,47
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2784391," 249,875.64 ",,148938
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,3330156," 249,875.64 ",,150315
Department of Health,NHS England,30/04/2014,Consultancy services,NHS England Running Costs,NHS NENE CCG,3282868," 250,000.00 ",,7017400279
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,NHS SOUTH WEST LINCOLNSHIRE CCG,3312958," 250,000.00 ",,7018100120
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,3347847," 250,000.00 ",,234988
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SALKELD & PARTNERS,3316498," 250,650.73 ",,NEW000003260
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Health and Justice,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,3420817," 251,083.33 ",654402453,2000011985
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Health and Justice,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,3391820," 251,087.00 ",654402453,2000011879
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,3363076," 251,328.00 ",,16030993
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR MCELHINNEY & PARTNERS,3292302," 251,356.80 ",,SU000005852
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,IVYBRIDGE MEDICAL PRACTICE IVYBRIDGE,3514803," 251,477.36 ",,DN000011629
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,EALING HOSPITAL NHS TRUST,2767996," 252,234.44 ",,I0039502
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,CHESHIRE & WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,3313921," 252,416.00 ",,8710003564
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,STOWHEALTH VIOLET HILL,3292371," 252,784.17 ",,SU000005922
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,PRYCE & PARTNERS,3394254," 252,788.60 ",,STL000005099
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR DALAL & PARTNERS,3456118," 252,897.03 ",,CR000003996
Department of Health,NHS England,30/04/2014,Establishment,Other (Including Central Programme),GENERAL DYNAMICS IT LTD,3362954," 252,918.19 ",,SIN004128
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR GAGUINE D S & PARTNERS,3316772," 253,356.12 ",,BRA000004052
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Health and Justice,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,3241892," 253,833.00 ",654970895,S0512862
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Health and Justice,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,3362882," 253,833.00 ",654970895,K0819187
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,NHS GREATER GLASGOW AND CLYDE,3436226," 254,016.00 ",654 8508 11,G0022990
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,OTIV & PARTNERS,3407538," 254,314.52 ",,STL000005089
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR R HALL & PARTNERS,3331474," 254,415.20 ",,LDS000006919
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR J F RIVETT & PARTNERS,3318130," 254,931.10 ",,NF000007468
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR Z J MYSZKA & PARTNERS,3314435," 255,064.20 ",,CB000006801
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MOORLANDS SURGERY,3318019," 255,268.52 ",,DR000004643
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,CAMBRIDGESHIRE & PETERBOROUGH NHS FOUNDATION TRUST,3392149," 255,699.08 ",654426433,9900011896
Department of Health,NHS England,30/04/2014,Supplies and services – clinical,Specialised Commissioning,LLOYDS PHARMACY,3346476," 255,762.24 ",222516987,31893
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR PH COOPER & PARTNERS,3393856," 256,332.02 ",,ST000012093
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,DERBY HOSPITALS NHS FOUNDATION TRUST,3420896," 256,408.66 ",,318480
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR C A CORNWELL & PARTNERS,3393803," 256,419.09 ",,NN000009319
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,WESTMORELAND G P CENTRE,3394059," 256,725.48 ",,LIP000006132
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,FOREST END SURGERY,3314142," 256,836.56 ",,SO000014299
Department of Health,NHS England,30/04/2014,Capital,Capital,NHS COASTAL WEST SUSSEX CCG,3330123," 256,963.31 ",,7025900127
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,3329618," 257,349.00 ",,16526677
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,BURNHAM MEDICAL CENTRE,3471512," 257,723.34 ",,SM000003718
Department of Health,NHS England,30/04/2014,Premises,Other (Including Central Programme),OXFORD HEALTH NHS FOUNDATION TRUST,3222668," 258,000.00 ",,A0085245
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,TADLEY MEDICAL PARTNERSHIP,3314166," 258,055.87 ",,SO000014371
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR M D CLARIDGE & PARTNERS,3318144," 258,370.22 ",,NF000007484
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR A W SHERWOOD & PARTNERS,3318078," 258,412.33 ",,NF000007412
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,UNIVERSITY HEALTH SERVICE,3318448," 258,649.20 ",,SHE000004028
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,NEWGATE MEDICAL GROUP,3318740," 258,655.38 ",,NN000009134
Department of Health,NHS England,30/04/2014,Establishment,Other (Including Central Programme),GENERAL DYNAMICS IT LTD,3362551," 258,744.54 ",,SIN004086
Department of Health,NHS England,30/04/2014,Supplies and services – general,Other,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,3242782," 259,000.00 ",,X0115589
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,ISLE OF WIGHT NHS TRUST,3379170," 259,492.62 ",,44301280
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR IG ALLMAN & PARTNERS,3331458," 261,238.47 ",,LDS000006885
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,3313994," 261,482.00 ",,41418281
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,3392369," 261,570.68 ",654935994,I0084924
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR FREEMAN & PARTNERS,3332744," 262,210.47 ",,LNP000006791
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,ORPIN & PARTNERS,3407537," 262,421.19 ",,STL000005087
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PELTA D E & PARTNERS,3331957," 262,681.84 ",,EX000015138
Department of Health,NHS England,30/04/2014,Supplies and services – general,Other,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),3313342," 263,000.00 ",,45707224
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,3392198," 263,402.17 ",,65876
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,ROYAL FREE LONDON NHS FOUNDATION TRUST,3329831," 263,477.00 ",654946987,1331639
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,BOWLING HALL MEDICAL PRACTICE,3331744," 263,628.17 ",,BRA000004010
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR HUGHES & PARTNERS BIRTLEY,3316591," 264,672.72 ",,GAT000002947
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR BIRKIN A E & PARTNERS,3331451," 264,703.36 ",,LDS000006867
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,ST PETERS ANDROLOGY CENTRE,3452081," 264,905.18 ",,181683
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,STTHOMAS MEDICAL GROUP EXETER,3514875," 265,088.35 ",,DN000011706
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MALTHOUSE SURGERY,3321211," 265,228.09 ",,OX000005178
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR RADFORD & PARTNERS,3271636," 265,667.48 ",,CR000003961
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,COASTAL MEDICAL GROUP,3457713," 265,736.14 ",,LA000009905
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR KHUNTI P & PTNS,3471993," 265,907.38 ",,LD000008127
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,EAST NORWICH MEDICAL PARTNERSHIP,3332023," 266,246.87 ",,NF000007560
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other Commissioning,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,3379285," 266,322.00 ",,768932
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR WARREN & PARTNERS,3456201," 266,590.92 ",,CR000004086
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LINTHORPE SURGERY,3364242," 266,823.05 ",,MID000004425
Department of Health,NHS England,30/04/2014,General Dental services and personal dental services,Primary Care & Secondary Dental,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,3378774," 266,870.00 ",,13762858
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,GIBSON LANE PRACTICE,3315730," 266,903.92 ",,LDS000006965
Department of Health,NHS England,30/04/2014,General Dental services and personal dental services,Primary Care & Secondary Dental,ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST (THE),3347767," 267,349.00 ",,169637
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DEERNESS PARK MEDICAL GROUP,3316234," 267,703.07 ",,SUN000002371
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR J S CORBRIDGE & PARTNERS,3331787," 268,133.09 ",,BRA000004064
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BOSMERE MEDICAL PRACTICE,3304005," 268,355.62 ",,SO000014277
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Armed Forces,SHREWSBURY&TELFORD HOSPITAL NHS TRUST,3329588," 268,589.00 ",,10082548
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,CYGNET HEALTHCARE LTD,3425066," 268,651.52 ",,NCB10A060214268651
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,MOSS HALE BROOKS & PARTNERS,3409638," 269,098.43 ",,DE000008646
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,UNIVERSITY HEALTH CENTRE,3332632," 269,139.88 ",,BE000006141
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,IVYBRIDGE MEDICAL PRACTICE IVYBRIDGE,3225873," 269,244.80 ",,DN000010810
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR JGWAKEMAN & PARTNERS,3319970," 269,441.31 ",,ST000011653
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,YOUTH JUSTICE BOARD,3240719," 270,000.00 ",,S114041648A
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other Commissioning,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,3257085," 270,101.19 ",,768274
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MCKENZIE HOUSE SURGERY,3364244," 270,108.79 ",,MID000004433
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,WESTON AREA HEALTH NHS TRUST,3420468," 270,533.88 ",,W0033587
Department of Health,NHS England,30/04/2014,Supplies and services – general,Health & Justice,NOTTINGHAM CITY COUNCIL,3392078," 270,912.50 ",,FUND19850451597
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR AM CARROLL & PARTNERS,3331693," 271,127.72 ",,WAK000002440
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,MERRIMAN & PARTNERS,3394229," 273,115.59 ",,STL000005071
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3301348," 273,161.23 ",,499417
Department of Health,NHS England,30/04/2014,Premises,Other (Including Central Programme),HINDUJA GLOBAL SOLUTIONS UK LTD,3269543," 273,897.02 ",991265004,204574
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,3420380," 274,452.00 ",,11868620
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,COMBAT STRESS,3436392," 274,500.00 ",,INV0000062
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,COMBAT STRESS,3512833," 274,500.00 ",,INV0000058
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,ROCKWELL & WROSE PRACTICE,3331843," 274,622.58 ",,BRA000004130
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR D W BROWN & PARTNERS,3331695," 274,768.61 ",,WAK000002444
Department of Health,NHS England,30/04/2014,Pharmaceutical services,Primary Care & Secondary Dental,CHESHIRE & WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,3268426," 275,000.00 ",,8710004160
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR N A GOUGH & PARTNERS,3348795," 275,672.48 ",,WL000005600
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,3514066," 276,978.76 ",,17216
Department of Health,NHS England,30/04/2014,Supplies and services – general,NHS England Running Costs,NHS SURREY DOWNS CCG,3282938," 277,000.00 ",,7030500353
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR BISHOP F M & PARTNERS,3471956," 277,290.58 ",,LD000008042
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,CHRISTIE HOSPITAL NHS FOUNDATION TRUST,3436150," 277,506.90 ",,19180
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3485827," 277,773.51 ",,1210007764
Department of Health,NHS England,30/04/2014,General Dental services and personal dental services,Primary Care & Secondary Dental,ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST (THE),3268245," 278,393.00 ",,169292
Department of Health,NHS England,30/04/2014,Establishment,Primary Care & Secondary Dental,NHS HORSHAM AND MID SUSSEX CCG,3513039," 279,000.00 ",,7026600120
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,OXFORD TERRACE & RAWLING ROAD MEDICAL GROUP,3316628," 279,005.59 ",,GAT000002989
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR GRANT & PARTNERS,3314347," 279,675.37 ",,CB000006705
Department of Health,NHS England,30/04/2014,General Dental services and personal dental services,Primary Care & Secondary Dental,BRIDGEWATER COMMUNITY HEALTHCARE NHS TRUST,3436310," 280,700.00 ",,26282352
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,3379265," 281,673.08 ",654974100,I0039130
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,3485613," 281,820.00 ",,200783
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR RICHARDSON & PARTNERS WISBECH,3314413," 281,892.00 ",,CB000006779
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,3330545," 282,259.67 ",654974100,I0039113
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR S E CARPENTER & PARTNERS,3331710," 282,361.08 ",,WAK000002472
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other Commissioning,ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,3256911," 282,915.00 ",,M0146439
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,LARWOOD & VILLAGE SURGERIES,3318729," 283,203.76 ",,NN000009118
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,EAST CHESHIRE NHS TRUST,3437228," 283,779.92 ",,17473948
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR C THORMAN & PARTNERS,3332011," 284,050.63 ",,NF000007434
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,CARFAX HEALTH ENTERPRISE,3348759," 284,053.43 ",,WL000005552
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,CAMBRIDGESHIRE & PETERBOROUGH NHS FOUNDATION TRUST,3484859," 284,217.00 ",654426433,9900011346
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,MID ESSEX HOSPITALS SERVICES NHS TRUST,3363092," 284,478.00 ",,ME2000082432
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CHRISTMAS MALTINGS & CLEMENTS PRACTICE,3292284," 284,611.98 ",,SU000005833
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR MCKELVEY & PARTNERS,3471819," 284,614.89 ",,CR000004034
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,CITY HOSPITALS SUNDERLAND FOUNDATION NHS TRUST,3451990," 284,633.00 ",,7910008383
Department of Health,NHS Central Southern CSU,30/04/2014,Premises,CSUs,NHS OXFORDSHIRE CCG,3237460," 285,000.00 ",,7027900082
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,3468768," 285,000.00 ",,407985
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR R A HEMS & PARTNERS,3318200," 285,081.85 ",,NF000007545
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,NEWBRIDGE CARE SYSTEMS LTD,3420929," 286,013.10 ",,832
Department of Health,NHS England,30/04/2014,Supplies and services – general,Other (Including Central Programme),OFFICE FOR NATIONAL STATISTICS,3243776," 286,014.00 ",,1028343
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR BLOXHAM & PARTNERS,3331620," 287,607.74 ",,GAT000002937
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR D B WATSON & PARTNERS,3331699," 287,651.26 ",,WAK000002452
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR C A JOHNSTON & PARTNERS,3331755," 287,825.81 ",,BRA000004022
Department of Health,NHS Central Midlands CSU,30/04/2014,Establishment,CSUs,PURCHASING INDEX LTD,3237416," 288,000.00 ",,4436
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,CAMBRIDGESHIRE & PETERBOROUGH NHS FOUNDATION TRUST,3485593," 289,148.00 ",654426433,9900011464
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,3436688," 290,000.00 ",,16945910
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,3363007," 291,130.74 ",,52952419
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,HUMBER NHS FOUNDATION TRUST,3392370," 291,156.11 ",,1010002432
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,JONES & PARTNERS STOCKTON TEES,3317999," 291,640.25 ",,DR000004615
Department of Health,NHS England,30/04/2014,Premises,Primary Care,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,3420949," 291,690.00 ",,2015000032
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,3420816," 292,194.67 ",654402453,2000011980
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR J L SCHINDLER & PARTNERS,3331703," 292,712.17 ",,WAK000002460
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,ONEHEALTH GROUP,3512750," 292,726.48 ",,539
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,NORMANBY MEDICAL CENTRE,3364246," 292,849.93 ",,MID000004439
Department of Health,NHS England,30/04/2014,General Dental services and personal dental services,Primary Care & Secondary Dental,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,3379194," 292,860.41 ",,193808
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR A M KHAN & PARTNERS,3331750," 293,665.36 ",,BRA000004016
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,ANSEL LTD,3362895," 293,784.00 ",,L900000482
Department of Health,NHS England,30/04/2014,Consultancy services,NHS England Running Costs,BOSTON CONSULTING GROUP,3268234," 294,000.00 ",,13957
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,3312691," 294,139.09 ",,4000073614
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,FRIARSGATE PRACTICE,3314144," 294,167.54 ",,SO000014303
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,BARNET & CHASE FARM HOSPITALS NHS TRUST,3347809," 294,392.00 ",,I0065812
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR EDWARDS&PARTNERS WIDNES,3407520," 294,535.65 ",,STL000005010
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Armed Forces,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,3420824," 294,829.00 ",,3510009811
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Armed Forces,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,3513498," 294,829.00 ",,3510010203
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,CARE UK CLINICAL SERVICES LTD,3379319," 295,416.67 ",594959072,120032990
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR WASTLING & PARTNERS,3318348," 296,361.17 ",,BAA000002496
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,BINGLEY MEDICAL PRACTICE,3331742," 296,495.93 ",,BRA000004008
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,NHS NORTH HAMPSHIRE CCG,3313368," 297,000.00 ",,7027400266
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,3405818," 297,204.00 ",,9004874
Department of Health,NHS England,30/04/2014,Capital,Capital,NHS CUMBRIA CCG,3451613," 297,440.40 ",,7012400303
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR J PARTHA & PTNRS,3314361," 297,863.10 ",,CB000006719
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,HEART OF ENGLAND NHS FOUNDATION TRUST,3363262," 298,153.64 ",,915368
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,LIVERPOOL COMMUNITY HEALTH NHS TRUST,3256803," 298,415.14 ",,9610001511
Department of Health,NHS North Of England CSU,30/04/2014,Inventories,Inventories,KELWAY LTD,3376947," 298,608.67 ",902194939,PSINV01129165
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,3242551," 299,494.00 ",,31037
Department of Health,NHS Central Southern CSU,30/04/2014,Services from other NHS bodies,CSUs,NHS OXFORDSHIRE CCG,3254177," 300,000.00 ",,7027900095
Department of Health,NHS England,30/04/2014,Consultancy services,NHS England Running Costs,LEADERSHIP CENTRE,3223079," 300,000.00 ",934913215,40900233
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other Commissioning,NHS SOUTH EASTERN HAMPSHIRE CCG,3313142," 300,000.00 ",,7028200053
