objectid,lau214cd,lau214nm,st_areashape,st_lengthshape
7408,UKK3008019,"Constantine, Mawnan and Budock",47462713.3853275,46873.7826372324
7409,UKK3008139,Crowan and Wendron,70549462.58,56044.0254577854
7410,UKK3008022,Falmouth Arwenack,2124122.274435,8832.70955115895
7411,UKK3008021,Falmouth Boslowick,2666996.49816925,8771.9830026647
7412,UKK3008023,Falmouth Penwerris,787886.828471105,3851.3254779776
7413,UKK3008020,Falmouth Smithick,733768.820392395,3825.96393070248
7414,UKK3008024,Falmouth Trescobeas,1431241.415,5601.33115960701
7415,UKK3008140,Feock and Playing Place,19677786.6748542,29367.5768719744
7416,UKK3008141,Four Lanes,9737707.485,14157.7406755679
7417,UKK3008142,Fowey and Tywardreath,24581959.4663822,24787.4832881059
7418,UKK3008143,Grenville and Stratton,98597437.1277872,51845.7293549429
7419,UKK3008028,Gulval and Heamoor,4082976.136465,11014.0662545274
7420,UKK3008029,Gunnislake and Calstock,11414763.3207824,22950.5239864476
7421,UKK3008030,Gwinear-Gwithian and St Erth,44689990.33796,49077.7590876051
7422,UKK3008144,Hayle North,4412531.12759812,10271.4470241282
7423,UKK3008145,Hayle South,8392049.71083183,17256.9381283682
7424,UKK3008146,Helston North,2074856.13,6367.91843987276
7425,UKK3008147,Helston South,3514430.545,9489.84034511633
7426,UKK3008148,Illogan,7958714.60315961,13874.3990857635
7427,UKK3008037,"Ladock, St Clement and St Erme",72122457.791665,62247.3601628029
7428,UKK3008038,Lanivet and Blisland,131266860.26,90091.2862087192
7429,UKK3008149,Lanner and Stithians,23187639.335,27569.9738090891
7430,UKK3008150,Launceston Central,2040303.8748837,10719.1404696485
7431,UKK3008151,Launceston North and North Petherwin,102485780.033045,50323.1007140595
7432,UKK3008152,Launceston South,5039981.855,10019.2382923022
7433,UKK3008042,Lelant and Carbis Bay,7493581.287655,11679.9287649136
7434,UKK3008043,Liskeard East,1722699.99,5770.52794356333
7435,UKK3008044,Liskeard North,7271518.165,11047.0771532156
7436,UKK3008045,Liskeard West and Dobwalls,6517997.36,15313.6863942327
7437,UKK3008046,Looe East,10398708.0348871,14889.9358303696
7438,UKK3008153,"Looe West, Lansallos and Lanteglos",36418941.7435967,43353.9182755668
7439,UKK3008154,Lostwithiel,88685873.2959904,57506.3448279747
7440,UKK3008155,Ludgvan,66018497.7786123,57597.5099075001
7441,UKK3008097,Lynher,68799634.015,45699.803755116
7442,UKK3008050,"Mabe, Perranarworthal and St Gluvias",26239024.5393721,33241.2053395285
7443,UKK3008051,Marazion and Perranuthnoe,19068167.2240685,23158.3268733569
7444,UKK3008052,Menheniot,86371861.89,65350.2996039223
7445,UKK3008156,Mevagissey,37153086.995393,41200.2510448712
7446,UKK3008054,Mount Charles,1391537.53,5315.61173011035
7447,UKK3008055,Mount Hawke and Portreath,20923671.6591497,27014.8566081376
7448,UKK3008157,Mullion and Grade-Ruan,49412851.9949689,33436.7225973273
7449,UKK3008057,Newlyn and Goonhavern,60134411.3436461,47970.2515965573
7450,UKK3008058,Newlyn and Mousehole,6265222.181915,13817.6515105012
7451,UKK3008059,Newquay Central,1453379.7654266,7741.89603106532
7452,UKK3008060,Newquay Pentire,1628354.44074712,7182.25042097212
7453,UKK3008061,Newquay Treloggan,1133112.17028,4518.097625176
7454,UKK3008158,Newquay Tretherras,1421743.6256,6709.4682299566
7455,UKK3008159,Newquay Treviglas,1676804.434825,6252.84909428032
7456,UKK3008064,Padstow,29512747.234008,31554.470175292
7457,UKK3008160,Par and St Blazey Gate,5296306.08292307,15645.0914740863
7458,UKK3008066,Penryn East and Mylor,16523074.5257345,28949.9194721962
7459,UKK3008067,Penryn West,1643699.405,6158.6158778072
7460,UKK3008068,Penwithick and Boscoppa,9012118.995,14622.9053981563
7461,UKK3008069,Penzance Central,874241.6661523,5631.32548281542
7462,UKK3008070,Penzance East,590261.1523,4323.25559090191
7463,UKK3008071,Penzance Promenade,1461506.84724374,5038.65065291105
7464,UKK3008072,Perranporth,36538476.8676485,36710.7658734323
7465,UKK3008161,Pool and Tehidy,7068892.108285,14436.1666402213
7466,UKK3008073,Porthleven and Helston West,12480073.1356032,14762.0539299892
7467,UKK3008162,Poundstock,135595088.67217,74778.1752433314
7468,UKK3008163,"Probus, Tregony and Grampound",55933830.61,42106.0644268895
7469,UKK3008076,Rame Peninsular,37242031.7598243,55540.9063929459
7470,UKK3008164,Redruth Central,2840890.155,7082.00115684938
7471,UKK3008165,Redruth North,10549210.37,13760.357661981
7472,UKK3008166,Redruth South,3202491.295,7838.48348680265
7473,UKK3008167,Roche,32250867.905,34339.7680651958
7474,UKK3008168,Roseland,87055199.5650382,88203.4504383842
7475,UKK3008082,St Agnes,23824283.8908358,24311.7374569938
7476,UKK3008169,St Austell Bay,9131995.27923894,23273.0912628102
7477,UKK3008084,St Austell Bethel,1209077.435,5695.22871013335
7478,UKK3008085,St Austell Gover,1399081.72,5889.57504219351
7479,UKK3008086,St Austell Poltair,1720785.525,6831.88853113902
7480,UKK3008170,St Blazey,5130403.875,14924.3411905175
7481,UKK3008171,St Buryan,90404974.6477648,49938.8439308869
7482,UKK3008089,St Cleer,110617401.14,50800.4831264699
7483,UKK3008090,St Columb Major,63699886.895,35359.9425949882
7484,UKK3008172,St Dennis and Nanpean,26355660.1,31907.5820931356
7485,UKK3008036,"St Dominick, Harrowbarrow and Kelly Bray",40985014.68571,40700.6211277017
7486,UKK3008094,St Enoder,35973461.855,30584.4011897049
7487,UKK3008095,St Germans and Landulph,61920165.6708954,53736.9992528832
7488,UKK3008096,St Issey and St Tudy,117598655.295607,79655.5042341124
7489,UKK3008173,St Ives East,3019018.446165,9984.77409561857
7490,UKK3008174,St Ives West,16616495.37968,22250.9037736318
7491,UKK3008100,St Just In Penwith,30900699.4478676,25462.1878703238
7492,UKK3008175,St Keverne and Meneage,113676233.019168,67722.2638929937
7493,UKK3008176,St Mawgan and Colan,48313358.2052162,40886.2415992455
7494,UKK3008102,St Mewan,33259963.17,36443.4147221459
7495,UKK3008093,St Minver and St Endellion,53028849.3096368,43987.9009370668
7496,UKK3008103,St Stephen-In-Brannel,18472635.57,21626.0961437788
7497,UKK3008104,St Teath and St Breward,85199457.272582,66699.274166095
7498,UKK3008177,Saltash East,2158807.07404445,7299.64378244439
7499,UKK3008178,Saltash North,4446639.40856,10617.7324402391
7500,UKK3008179,Saltash South,1238379.0364198,5140.01464433542
7501,UKK3008180,Saltash West,13841462.1616548,26048.1700505149
7502,UKK3008181,Stokeclimsland,88895414.6270713,64806.425418982
7503,UKK3008182,Threemilestone and Gloweth,3547971.935,9292.58387451405
7504,UKK3008183,Tintagel,89308639.7311422,67997.7108496116
7505,UKK3008113,Torpoint East,1080756.28623216,4963.83618576228
7506,UKK3008114,Torpoint West,2878857.290085,8476.58188255092
7507,UKK3008065,Trelawny,97484316.9259292,69227.1584708543
7508,UKK3008184,Truro Boscawen,1605937.2678732,7930.89229612477
7509,UKK3008185,Truro Redannick,2875535.498685,8772.21125774802
7510,UKK3008186,Truro Tregolls,2651370.76467,6957.45521435548
7511,UKK3008187,Truro Trehaverne,3348348.655,9848.32047629862
7512,UKK3008121,Wadebridge East,36465412.5751225,32588.695755194
7513,UKK3008122,Wadebridge West,2092813.750575,6782.42485616984
7514,UKG2200069,"Gobowen, Selattyn and Weston Rhyn",54646986.81,42571.2164164599
7515,UKG2200064,Oswestry East,3329727.36,7783.63983553373
7516,UKG2200065,Oswestry South,2580603.59,8124.87768237653
7517,UKG2200066,Oswestry West,1433249.52,6159.32781049361
7518,UKG2200067,Ruyton and Baschurch,64357173.18,52963.027963629
7519,UKG2200068,St Oswald,49203570.25,41395.6915276513
7520,UKG2200070,Whittington,49716815.72,45999.3526346261
7521,UKI1101051,Aldersgate,73661.185,1384.64611626121
7522,UKI1101027,Aldgate,95824.485,1244.20253246871
7523,UKI1101052,Bassishaw,72163.815,1110.51249766547
7524,UKI1101029,Billingsgate,68537.581145705,1133.73804271219
7525,UKI1101030,Bishopsgate,300787.515,2134.55947988232
7526,UKI1101053,Bread Street,78825.5,1650.52291161996
7527,UKI1101032,Bridge,77474.97687403,1142.13646213379
7528,UKI1101033,Broad Street,54060.19,1082.90543624259
7529,UKI1101054,Candlewick,42831.225,849.541992688567
7530,UKI1101055,Castle Baynard,208793.94747,2860.46547177886
7531,UKI1101056,Cheap,91270.165,1433.03459113944
7532,UKI1101057,Coleman Street,195500.005,1957.86432181028
7533,UKI1101038,Cordwainer,52003.995,956.686204192716
7534,UKI1101039,Cornhill,54111.425,1022.20228335415
7535,UKI1101058,Cripplegate,125345.475,1466.48778859708
7536,UKI1101041,Dowgate,65645.409386,1027.75990450356
7537,UKI1101059,Farringdon Within,233295.245,2929.18929546136
7538,UKI1101060,Farringdon Without,425515.228089645,3699.02133538806
7539,UKI1101061,Langbourn,55637.545,1207.70593247139
7540,UKI1101062,Lime Street,48264.1,961.297255784523
7541,UKI1101046,Portsoken,64852.64,1300.90411079536
7542,UKI1101047,Queenhithe,24332.13046705,654.344758437453
7543,UKI1101048,Tower,247036.18538,1943.6291525477
7544,UKI1101063,Vintry,83006.3830078,1122.1753170487
7545,UKI1101064,Walbrook,88910.435,1336.73186119588
7546,UKC2205044,Chopwell and Rowlands Gill,16617091.275,23891.9962759399
7547,UKh2313057,Walkern,34312450.3875,27424.6726728396
7548,UKh2314028,Manor,1306189.525,6391.03193973914
7549,UKI1208037,Bethnal Green,1157332.63,4495.69496965751
7550,UKI1208038,Blackwall & Cubitt Town,1475798.28466149,7882.84297277016
7551,UKI1208023,Bow East,1804133.335,6563.97034330531
7552,UKI1208024,Bow West,1476055.475,5843.80504433051
7553,UKI1208039,Bromley North,592933.745,3556.88707154203
7554,UKI1208040,Bromley South,609127.525,3518.24930696086
7555,UKI1208041,Canary Wharf,1458301.97942687,5403.37619855872
7556,UKI1208042,Island Gardens,989595.5334072,4250.73490724661
7557,UKI1208043,Lansbury,1287170.915,5465.90050658849
7558,UKI1208044,Limehouse,406361.25312514,2748.92478517405
7559,UKI1208045,Mile End,1139147.765,5267.19305556435
7560,UKI1208046,Poplar,792525.61,5074.08282310957
7561,UKI1208047,St Dunstan's,754444.95,3870.70123889119
7562,UKI1208048,St Katharine's & Wapping,1056143.76963339,5644.19968032277
7563,UKI1208049,St Peter's,1031671.485,4622.31528515317
7564,UKI1208050,Shadwell,607670.835,3817.75754475417
7565,UKI1208051,Spitalfields & Banglatown,948689.14,4009.53923424806
7566,UKI1208052,Stepney Green,653200.425,3214.82530054471
7567,UKI1208053,Weavers,580063.655,3105.84322381742
7568,UKI1208054,Whitechapel,831964.43,4510.06218924793
7569,UKJ1104027,Baylis and Stoke,1400120.3725,5545.90414612427
7570,UKJ1104028,Britwell and Northborough,1537311.65,5556.15360362976
7571,UKJ1104029,Central,2176361.14,7744.56361293579
7572,UKJ1104030,Chalvey,2001579.735,6164.49982135771
7573,UKJ1104031,Cippenham Green,1938736.0925,7218.14134829526
7574,UKJ1104032,Cippenham Meadows,3537424.8525,10256.8869858475
7575,UKJ1104006,Colnbrook with Poyle,5372497.675,11572.5876455766
7576,UKJ1104033,Elliman,1431750.9925,5561.01175436
7577,UKJ1104034,Farnham,2305609.685,7621.7938465709
7578,UKJ1104035,Foxborough,852228.86,3992.559376249
7579,UKJ1104036,Haymill and Lynch Hill,1839785.425,6443.71019727232
7580,UKJ1104037,Langley Kedermister,1601481.545,5631.93905413445
7581,UKJ1104038,Langley St Mary's,2027250.015,7228.45382291449
7582,UKJ1104039,Upton,2623501.4,8365.6215439626
7583,UKJ1104040,Wexham Lea,1754231.545,6742.27704312974
7584,UKJ3306035,Blackwater and Hawley,12373621.525,17959.0463672951
7585,UKJ3306036,Crookham East,3704096.515,8849.49223851685
7586,UKJ3306037,Crookham West and Ewshot,13776210.145,20117.2544188727
7587,UKJ3306038,Fleet Central,2329716.13,7643.62668366275
7588,UKJ3306039,Fleet East,6768374.115,11464.0179149156
7589,UKJ3306040,Fleet West,4853118.845,9527.6539920291
7590,UKJ3306041,Hartley Wintney,74117412.445,44048.9903605012
7591,UKJ3306042,Hook,16916065.515,19180.3515148582
7592,UKJ3306043,Odiham,69984446.8,42062.9377178288
7593,UKJ3306044,Yateley East,5598993.045,12236.30029597
7594,UKJ3306045,Yateley West,4594847.81,10437.2414742701
7595,UKJ1405058,Burford,25482512.48,24235.3738191414
7596,UKJ1405061,Brize Norton and Shilton,39681615.05,42514.5872628051
7597,UKJ1405059,Carterton North West,1498552.145,6036.3912779164
7598,UKJ1405060,"Hailey, Minster Lovell and Leafield",37693580.6,38445.1951047026
7599,UKI1201043,Brownswood,481132.575,2848.39042220643
7600,UKI1201044,Cazenove,673965.9,3334.3125557263
7601,UKI1201045,Clissold,925003.875,4098.13057298891
7602,UKI1201046,Dalston,518279.35,2908.66917325832
7603,UKI1201047,De Beauvoir,627845.465,3211.0220948262
7604,UKI1201048,Hackney Central,818504.94,3479.11007435804
7605,UKI1201031,Hackney Downs,1116171.265,4247.10872357486
7606,UKI1201049,Hackney Wick,1502734.605,6060.88688266566
7607,UKI1201050,Haggerston,894519.335,3691.89518190297
7608,UKI1201051,Homerton,824648.93,3962.84893375909
7609,UKI1201052,Hoxton East & Shoreditch,1039723.875,5126.17367566973
7610,UKI1201053,Hoxton West,666666.725,3188.50042802981
7611,UKI1201054,King's Park,1885135.195,5634.4333362112
7612,UKI1201055,Lea Bridge,1037947.28,4330.2835716546
7613,UKI1201056,London Fields,1037039.03,4621.4119962254
7614,UKI1201057,Shacklewell,501930.955,2926.53406922583
7615,UKI1201058,Springfield,1319971.75,5495.93190992448
7616,UKI1201059,Stamford Hill West,700190.28,4110.44303382188
7617,UKI1201060,Stoke Newington,905618.725,3972.55606775498
7618,UKI1201061,Victoria,800530.945,3787.97103058006
7619,UKI1201062,Woodberry Down,917417.95,4528.94680400585
7620,UKI1104035,Abingdon,621440.885,3282.85850868907
7621,UKI1104036,Brompton & Hans Town,1124452,4619.52704711019
7622,UKI1104037,Campden,1052085.405,4184.43599861738
7623,UKI1104038,Chelsea Riverside,568809.549785,3703.90744887696
7624,UKI1104039,Colville,461238.87,2750.9709938568
7625,UKI1104040,Courtfield,579181.51,3594.50714227558
7626,UKI1104041,Dalgarno,926018.33,4118.60535549067
7627,UKI1104042,Earl's Court,406881.045,2623.66445961119
7628,UKI1104043,Golborne,528535.165,3019.43096556023
7629,UKI1104044,Holland,946246.605,4572.39555873025
7630,UKI1104045,Norland,448526.56,3566.3875945043
7631,UKI1104046,Notting Dale,633058.85,3117.02978829896
7632,UKI1104047,Pembridge,387277.235,2482.25964524729
7633,UKI1104048,Queen's Gate,539069.39,2929.74501994345
7634,UKI1104049,Redcliffe,791873.66,3508.12666271587
7635,UKI1104050,Royal Hospital,924310.87865419,4013.69499666481
7636,UKI1104051,St. Helen's,428180.8,3307.39232219287
7637,UKI1104052,Stanley,600022.695,4123.72137587721
7638,UKJ1200045,Bletchley East,8201190.37,16818.2238623129
7639,UKJ1200046,Bletchley Park,5707808.035,13940.1933217689
7640,UKJ1200047,Bletchley West,3170836.205,7350.77017614478
7641,UKJ1200048,Bradwell,5765729.865,11193.8854323604
7642,UKJ1200049,Broughton,9571981.795,15669.864867797
7643,UKJ1200050,Campbell Park & Old Woughton,6660627.33,20832.0600933296
7644,UKJ1200051,Central Milton Keynes,5119793.12,10004.3013794365
7645,UKJ1200052,Danesborough & Walton,22174588.69,24570.7679784872
7646,UKJ1200053,Loughton & Shenley,7886890.07,17485.3039651686
7647,UKJ1200054,Monkston,5827916.44,11434.9621603589
7648,UKJ1200055,Newport Pagnell North & Hanslope,58396147.03,37255.2057110018
7649,UKJ1200056,Newport Pagnell South,6000085.64,14025.6636793932
7650,UKJ1200057,Olney,124648845.77,55679.4956294321
7651,UKJ1200058,Shenley Brook End,3613036.915,7665.24922698542
7652,UKJ1200059,Stantonbury,6018280.57,12044.0984482519
7653,UKJ1200060,Stony Stratford,12698745.57,18654.9127150119
7654,UKJ1200061,Tattenhoe,4635541.7,8772.2013241622
7655,UKJ1200062,Wolverton,7300925.355,14485.6786243359
7656,UKJ1200063,Woughton & Fishermead,5066503.905,10820.659072418
7657,UKH2308040,Abbots Langley & Bedmond,6398717.01,16308.9899132177
7658,UKH2308041,Carpenders Park,2835422.765,7263.33327144509
7659,UKH2308042,Chorleywood North & Sarratt,27299851.5975,27544.4563367247
7660,UKH2308043,Chorleywood South & Maple Cross,12789319.5,18285.408361416
7661,UKH2308044,Dickinsons,3573403.6625,10163.32479555
7662,UKH2308045,Durrants,1600797.25,5246.25610647003
7663,UKH2308046,Gade Valley,8484042.085,18983.6663759677
7664,UKH2308047,Leavesden,3840553.865,11634.2925851144
7665,UKH2308048,Moor Park & Eastbury,8693418.1,15076.0017652888
7666,UKH2308049,Oxhey Hall & Hayling,3379175.025,8412.68906613824
7667,UKH2308050,Penn & Mill End,2192247.915,5947.62449305206
7668,UKH2308051,Rickmansworth Town,6133185.79,17253.7374745069
7669,UKH2308052,South Oxhey,1742272.51,6626.39192949972
7670,UKL1200070,Aberdaron,47507134.3570153,46618.2491905634
7671,UKL1200139,Aberdovey,52972053.2559461,47455.0009061765
7672,UKL1200072,Abererch,25059168.19893,30562.8988733077
7673,UKL1200076,Abermaw,16133588.5037499,22520.4528297156
7674,UKL1200073,Abersoch,5835374.16804284,13935.2202618364
7675,UKL1200140,Arllechwedd,81604268.735445,53494.8281328984
7676,UKL1200075,Bala,2672965.105,6644.85253584285
7677,UKL1200141,Bethel,9486688.66,14222.8350069942
7678,UKL1200078,Bontnewydd,9915388.74648665,17427.2907305911
7679,UKL1200079,Botwnnog,34373437.5283013,30500.7610884746
7680,UKL1200080,Bowydd and Rhiw,26431488.38,26058.2061275505
7681,UKL1200142,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,195393038.96744,81640.7919807904
7682,UKL1200143,Bryn-crug/Llanfihangel,108783321.7813,55240.2412934797
7683,UKL1200081,Cadnant,1885961.22,7755.17197282529
7684,UKL1200082,Clynnog,45206072.2186314,40045.0945559489
7685,UKL1200144,Corris/Mawddwy,165354490.145,81410.2564210498
7686,UKL1200085,Criccieth,6942302.02034102,16520.5327405935
7687,UKL1200145,Cwm-y-Glo,13813651.585,17027.1493812033
7688,UKL1200087,Deiniol,508953.165,3450.28455901927
7689,UKL1200146,Deiniolen,17815361.135,18749.9848942674
7690,UKL1200089,Dewi,851149.17,4600.37872497642
7691,UKL1200147,Diffwys and Maenofferen,2633887.12,8146.45156140257
7692,UKL1200148,Dolbenmaen,85793980.075,49343.5317658767
7693,UKL1200149,Dolgellau North,32571087.0473842,37418.2431098091
7694,UKL1200150,Dolgellau South,2460961.635,9850.91261484025
7695,UKL1200092,Dyffryn Ardudwy,45777784.9054741,33489.9798588926
7696,UKL1200093,Efail-newydd/Buan,55599285.38946,40402.3653403224
7697,UKL1200094,Garth,483048.304865,3298.16021163665
7698,UKL1200151,Gerlan,2831288.45,9250.84262799355
7699,UKL1200096,Glyder,953925.351705,4138.48808021229
7700,UKL1200152,Groeslon,20537645.3259625,25884.347446878
7701,UKL1200097,Harlech,58780101.2185167,41883.5588267897
7702,UKL1200098,Hendre,1096552.605,5117.04397655135
7703,UKL1200099,Hirael,373177.447260155,2462.8806499566
7704,UKL1200100,Llanaelhaearn,48648645.9300917,35690.8701076952
7705,UKL1200102,Llanbedr,68138284.2500508,45323.0820489603
7706,UKL1200103,Llanbedrog,9396106.661445,13793.1073004883
7707,UKL1200104,Llanberis,46618604.47,34372.0644829934
7708,UKL1200105,Llandderfel,202661452.32,86008.3572386534
7709,UKL1200108,Llanengan,27744458.6383021,33736.2872750596
7710,UKL1200153,Llangelynin,82943883.4365293,57719.6914282628
7711,UKL1200154,Llanllyfni,33533764.05,30140.463378646
7712,UKL1200155,Llanrug,1952630.54,5765.70068462417
7713,UKL1200113,Llanuwchllyn,195197789.315,78544.1927944944
7714,UKL1200114,Llanwnda,15756373.7871094,19005.581995286
7715,UKL1200101,Llanystumdwy,60592387.4664427,38176.2481989723
7716,UKL1200115,Marchog,1118130.875,4194.79015923749
7717,UKL1200116,Menai (Bangor),773597.903871565,4239.52597304716
7718,UKL1200117,Menai (Caernarfon),2708012.30153643,9153.53584659584
7719,UKL1200156,Morfa Nefyn,9988930.50420828,16811.4457995602
7720,UKL1200157,Nefyn,5153418.52242535,12393.3746319442
7721,UKL1200119,Ogwen,1363571.17,5789.24032929461
7722,UKL1200120,Peblig (Caernarfon),888964.855,4925.04424232115
7723,UKL1200158,Penisarwaun,14002754.67,22517.7211906758
7724,UKL1200122,Penrhyndeudraeth,41641318.7621192,39101.5984471921
7725,UKL1200123,Pentir,18752118.3395473,22209.0983984019
7726,UKL1200124,Penygroes,7262085.145,12298.8593215679
7727,UKL1200159,Porthmadog East,4534035.729085,11021.2176128421
7728,UKL1200160,Porthmadog West,8649119.28596,17287.3752336589
7729,UKL1200161,Porthmadog-Tremadog,98546256.115,62385.3537752208
7730,UKL1200129,Pwllheli North,3687662.99790169,9145.71509535363
7731,UKL1200130,Pwllheli South,1675373.00269456,10223.4260043225
7732,UKL1200132,Seiont,3872167.681815,10433.3285095644
7733,UKL1200162,Talysarn,11414223.085,19942.1629597083
7734,UKL1200163,Teigl,28116087.825,23825.083234842
7735,UKL1200134,Trawsfynydd,163148118.675,68496.5524186851
7736,UKL1200164,Tregarth & Mynydd Llandygai,28204965.535,30546.339289709
7737,UKL1200135,Tudweiliog,36032251.2446167,34445.729744954
7738,UKL1200136,Tywyn,27523612.1966885,30927.031370718
7739,UKL1200137,Waunfawr,53761140.135,44888.6990319404
7740,UKL1200138,Y Felinheli,5975269.87053377,14392.3199104277
7741,UKL1304001,Abergele Pensarn,2494787.2689,6988.80450465282
7742,UKL1304002,Betws-y-Coed,155552647.92,67733.8591270084
7743,UKL1304003,Betws yn Rhos,91597097.455,52764.7779624853
7744,UKL1304004,Bryn,9356786.819805,17942.1644154119
7745,UKL1304005,Caerhun,76332565.6148294,46585.8536262337
7746,UKL1304006,Capelulo,4779888.608235,9971.50430646052
7747,UKL1304007,Colwyn,1686582.685795,6329.35414200907
7748,UKL1304008,Conwy,5876369.89140762,14575.0230945881
7749,UKL1304010,Crwst,3812841.955,9568.11354742348
7750,UKL1304012,Eglwysbach,54144884.3839019,32322.1604621834
7751,UKL1304013,Eirias,2041510.10753797,7214.02387699545
7752,UKL1304014,Gele,13190039.18,21850.8619311689
7753,UKL1304015,Glyn,2681738.66691,9541.00475833825
7754,UKL1304016,Gogarth,5515182.1763898,9561.68669100179
7755,UKL1304017,Gower,1420660.315,4745.69781216165
7756,UKL1304018,Kinmel Bay,4693586.18846309,13285.4177332634
7757,UKL1304019,Llanddulas,5070610.103135,10201.694087698
7758,UKL1304020,Llandrillo yn Rhos,3144777.215475,7819.1037644365
7759,UKL1304021,Llangernyw,123538277.32,65516.5494904856
7760,UKL1304022,Llansanffraid,17708994.163205,19818.5509789769
7761,UKL1304023,Llansannan,125948755.015,55544.8454746639
7762,UKL1304024,Llysfaen,5695281.4857,9909.09537516672
7763,UKL1304026,Mochdre,2660420.96,9111.10994907534
7764,UKL1304027,Mostyn,1641879.11380796,6284.48217175648
7765,UKL1304028,Pandy,8290303.305,12641.313333017
7766,UKL1304029,Pant-yr-afon/Penmaenan,10439068.18882,16005.9932466235
7767,UKL1304032,Pentre Mawr,1637901.01099,5939.20455471145
7768,UKL1304033,Rhiw,5239696.18108,11713.1373624799
7769,UKL1304034,Towyn,5180642.76502,9926.40464232819
7770,UKL1304035,Trefriw,52842607.35,34108.2784209685
7771,UKL1304037,Uwch Conwy,177487098.535,67889.2236995622
7772,UKL1304038,Uwchaled,128727908.935,60967.4227177193
7773,UKL1305001,Bodelwyddan,16415163.4865661,20807.6783013792
7774,UKL1305002,Corwen,68929937.41,48800.8758173171
7775,UKL1305003,Denbigh Central,1076520.135,4616.25864570267
7776,UKL1305004,Denbigh Lower,17787213.395,18381.8510538438
7777,UKL1305005,Denbigh Upper/Henllan,17383062.045,18629.6146885244
7778,UKL1305006,Dyserth,6264147.62,13780.9185894695
7779,UKL1305007,Efenechtyd,73966013.05,47374.0855642229
7780,UKL1305008,Llanarmon-yn-Ial/Llandegla,84903394.945,49835.71994643
7781,UKL1305009,Llanbedr Dyffryn Clwyd/Llangynhafal,28353571.31,27906.9852178717
7782,UKL1305010,Llandrillo,92061729.39,43164.241733518
7783,UKL1305011,Llandyrnog,45784075.285,44972.9693254273
7784,UKL1305012,Llanfair Dyffryn Clwyd/Gwyddelwern,93675243.09,54012.4047502746
7785,UKL1305013,Llangollen,60818603.06,39919.4433846782
7786,UKL1305014,Llanrhaeadr-yng-Nghinmeirch,111400582.61,62740.1919648903
7787,UKL1305015,Prestatyn Central,1629384.515,5133.82851725686
7788,UKL1305016,Prestatyn East,5534852.16325016,10771.2161023263
7789,UKL1305017,Prestatyn Meliden,1621205.51,5333.98063363293
7790,UKL1305018,Prestatyn North,1820133.21822,6581.03239530078
7791,UKL1305019,Prestatyn South West,2430489.175,7679.26942452749
7792,UKL1305020,Rhuddlan,10037746.4484215,15667.5538466444
7793,UKL1305021,Rhyl East,1571447.892895,6888.83012985944
7794,UKL1305022,Rhyl South,2873368.78925936,9266.00980323045
7795,UKL1305023,Rhyl South East,3655630.7,10122.6598345998
7796,UKL1305024,Rhyl South West,1789174.81173216,7097.87219103079
7797,UKL1305025,Rhyl West,1044155.8190774,4855.67691811457
7798,UKL1305026,Ruthin,8113260.375,14218.4634247913
7799,UKL1305027,St. Asaph East,3776930.33,10336.757596572
7800,UKL1305028,St. Asaph West,2812086.66,8228.92365188988
7801,UKL1305029,Trefnant,25509861.395,30052.8128358257
7802,UKL1305030,Tremeirchion,44271014.265,33845.5300107407
7803,UKL2304001,Argoed,3572177.75,9066.88286597355
7804,UKL2304002,Aston,3579274.255,9820.05300190547
7805,UKL2304003,Bagillt East,3527148.227875,8377.82622228564
7806,UKL2304004,Bagillt West,5950785.635325,10961.12914011
7807,UKL2304005,Broughton North East,9163651.245,14600.2359317455
7808,UKL2304006,Broughton South,3061604.265,8342.56230844443
7809,UKL2304007,Brynford,12412932.845,17794.6757709092
7810,UKL2304008,Buckley Bistre East,3304160.16,7471.20495529525
7811,UKL2304009,Buckley Bistre West,1257372.78,4792.95022811452
7812,UKL2304010,Buckley Mountain,3532603.98,8956.90192898405
7813,UKL2304011,Buckley Pentrobin,2487172.91,6631.07257564456
7814,UKL2304012,Caergwrle,1106178.155,4878.26978732502
7815,UKL2304013,Caerwys,37737414.475,35376.8837827833
7816,UKL2304014,Cilcain,40070029.825,33004.4885916259
7817,UKL2304015,Connah's Quay Central,4004935.96901111,12350.5377107946
7818,UKL2304016,Connah's Quay Golftyn,7882324.53351063,22832.713406372
7819,UKL2304017,Connah's Quay South,2493414.82,6707.92603441203
7820,UKL2304018,Connah's Quay Wepre,3944076.91745269,13489.6040796844
7821,UKL2304019,Ewloe,6098913.73,11572.2800810368
7822,UKL2304020,Ffynnongroyw,8810966.020685,19121.841563189
7823,UKL2304021,Flint Castle,956967.4059326,6530.37874552556
7824,UKL2304022,Flint Coleshill,5498884.80341,10236.8177815721
7825,UKL2304023,Flint Oakenholt,8172901.01779644,26984.9648509788
7826,UKL2304024,Flint Trelawny,4259713.3025,8814.28651713738
7827,UKL2304025,Greenfield,4624192.82657555,8714.82187488407
7828,UKL2304026,Gronant,5197779.68,11198.0747686963
7829,UKL2304027,Gwernaffield,7609022.895,13595.7336379114
7830,UKL2304028,Gwernymynydd,18006294.925,21692.4571396166
7831,UKL2304029,Halkyn,24836261.605,28290.958081896
7832,UKL2304030,Hawarden,3225330.255,10837.3941836259
7833,UKL2304031,Higher Kinnerton,9155110.12,13642.0857591404
