Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode,
Department for Transport,Driver and Vehicle Licensing Agency,09/02/2013,Printing Stock ,Information Services,WILLIAMS LEA LIMITED,2000407258,-3.03,EU3D DRIVING LICENCE INSERT,NR3 1PD,
Department for Transport,Driver and Vehicle Licensing Agency,09/02/2013,Printing Stock ,Information Services,WILLIAMS LEA LIMITED,2000407258,-4.17,,NR3 1PD,
Department for Transport,Driver and Vehicle Licensing Agency,11/02/2013,Estates PFI Unitary Service Charge,Finance & Strategy,TELEREAL TRILLIUM,2000407605,"1,702,340.64",,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,11/02/2013,Estates PFI Unitary Service Charge,Finance & Strategy,TELEREAL TRILLIUM,2000407605,"234,408.19",,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,11/02/2013,Info Broker Costs,Operations,UK PASSPORT SERVICES,2000407606,"10,794.58",,NP20 1XA,
Department for Transport,Driver and Vehicle Licensing Agency,11/02/2013,Info Broker Costs,Operations,UK PASSPORT SERVICES,2000407606,"-1,799.10",,NP20 1XA,
Department for Transport,Driver and Vehicle Licensing Agency,10/02/2013,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000407616,-642.5,,DL3 9WT,
Department for Transport,Driver and Vehicle Licensing Agency,10/02/2013,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000407616,-642.5,,DL3 9WT,
Department for Transport,Driver and Vehicle Licensing Agency,10/02/2013,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000407616,772.8,,DL3 9WT,
Department for Transport,Driver and Vehicle Licensing Agency,10/02/2013,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000407616,780,,DL3 9WT,
Department for Transport,Driver and Vehicle Licensing Agency,10/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000407619,"2,062.75",,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,10/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000407619,-56.85,,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,15/02/2013,Property Maintenance,Finance & Strategy,TELEREAL TRILLIUM,2000416452,"3,233.63",,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,12/02/2013,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000416458,"3,264.00",,DL3 9WT,
Department for Transport,Driver and Vehicle Licensing Agency,10/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000416459,889.43,,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,10/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000416459,2.83,,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,04/02/2013,Secured Stock ,Information Services,PARAGON GROUP UK LTD,2000418056,"1,361.60",A3 White Recycled Listing Paper 90gsm,SR4 6ST,
Department for Transport,Driver and Vehicle Licensing Agency,04/02/2013,Machine Consumables ,Information Services,PARAGON GROUP UK LTD,2000418056,59.2,A3 White Recycled Listing Paper 90gsm,SR4 6ST,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Operations,STRALFORS PLC,2000418059,"19,056.97",,TR15 1SH,
Department for Transport,Driver and Vehicle Licensing Agency,15/02/2013,Training,Operations,PREMIER PARTNERSHIP,2000418063,"3,581.40",,DN4 5NL,
Department for Transport,Driver and Vehicle Licensing Agency,15/02/2013,Training,Operations,PREMIER PARTNERSHIP,2000418063,18.6,,DN4 5NL,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Information Services,LABELNEEDS LTD,2000419396,"1,938.60",,CF5 4AQ,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Subsistence UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000419436,"9,175.12",,SK4 2RZ,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Non Secured stock ,Information Services,MBA GROUP LTD,2000419437,679.14,114 X 235MM 2ND CLASS MANILA WINDOW,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000419437,"1,017.00","162 X 236 MM, 2nd cl wind - TYR/OSG",MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000419437,"1,358.28",114 X 235MM MAILSORT MANILA WINDOW,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000419437,789.99,120 x 214 manila BRS for TYR/OSG only,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000419437,0.14,120 x 214 manila BRS for TYR/OSG only,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Non Secured stock ,Information Services,MBA GROUP LTD,2000419438,598.5,"114 X 229mm, Manila for Biometric Card",MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000419438,522,162 x 229mm manila with window,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000419438,529.92,C5 White SS,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000419438,967.68,85GSM MANILA WINDOW OUTER FOR EVL,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000419438,"1,044.00",162 x 229mm manila with window,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000419438,"1,059.84",C5 White SS,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000419438,679.14,114 X 235MM MAILSORT MANILA WINDOW,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000419438,520.38,"114 x 229mm, 85gsm manila, 2nd class",MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000419438,"1,108.80","114x229mm, 85gsm manila, 2nd class",MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000419438,"3,118.54",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000419438,"3,118.54",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000419438,"5,197.56",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000419438,554.4,"114x229mm, 85gsm manila, 2nd class",MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000419438,759.36,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000419438,"1,518.72",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000419438,865.34,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000419438,720.9,Plain C5 162 X 229,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000419438,"3,009.60",MACHINE ENVELOPE FOR ISSUE OF HGV V11,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000419438,759.36,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Printing Stock ,Information Services,MBA GROUP LTD,2000419438,-0.04,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Printing Stock ,Information Services,MBA GROUP LTD,2000419438,-0.04,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Printing Stock ,Information Services,MBA GROUP LTD,2000419438,-0.06,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Printing Stock ,Information Services,MBA GROUP LTD,2000419438,0.08,"114x229mm, 85gsm manila, 2nd class",MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000419438,-0.34,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000419438,-0.67,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000419438,-0.48,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000419438,-0.07,114 X 235MM MAILSORT MANILA WINDOW,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000419438,-0.34,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,04/02/2013,Agency Staff Costs,Operations,SGS UNITED KINGDOM LTD,2000419442,770,,CH65 3EN,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Furniture & Fittings,Finance & Strategy,TELEREAL TRILLIUM,2000419443,"1,278.16",,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Furniture & Fittings,Finance & Strategy,TELEREAL TRILLIUM,2000419443,"7,668.18",,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Property Maintenance,Finance & Strategy,TELEREAL TRILLIUM,2000419443,"14,837.39",,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Property Maintenance,Finance & Strategy,TELEREAL TRILLIUM,2000419443,"4,170.87",,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Removal Costs,Finance & Strategy,TELEREAL TRILLIUM,2000419443,654.92,,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,09/02/2013,Professional Services,Finance & Strategy,TELEREAL TRILLIUM,2000419444,450,,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Recruitment,Human Resource & Estates,MICHAEL BROWNE ASSOCIATES LTD,2000419446,700,,SG16 6JQ,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Machinery Rental,Operations,PITNEY BOWES,2000419450,509.6,,CM19 5LS,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Machinery Maintenance,Operations,BANCTEC LTD,2000419453,"24,812.17",,SL3 0HF,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000419458,"7,085.56",,DL3 9WT,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Professional Services,Finance & Strategy,PRICEWATERHOUSECOOPERS LLP,2000419459,"8,250.00",,E14 9SQ,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Professional Services,Finance & Strategy,PRICEWATERHOUSECOOPERS LLP,2000419459,"4,958.00",,E14 9SQ,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Training,Operations,PREMIER PARTNERSHIP,2000419462,"1,295.40",,DN4 5NL,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Training,Operations,PREMIER PARTNERSHIP,2000419462,4.6,,DN4 5NL,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000419463,"16,081.00",,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000419463,11.1,,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000419463,855.97,,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000419463,0.88,,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000419463,"2,701.61",,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000419463,48.92,,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000421402,548.1,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Training,Information Services,QUANTA TRAINING LTD,2000421403,"5,066.67",,WR1 3EE,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Training,Information Services,QUANTA TRAINING LTD,2000421403,73.33,,WR1 3EE,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000421411,868.8,,DL3 9WT,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Tel & Fax Repairs & Maintenance,Information Services,AVAYA UK,2000425990,"719,793.07",,GU2 7YL,
Department for Transport,Driver and Vehicle Licensing Agency,17/02/2013,Tel & Fax Repairs & Maintenance,Information Services,AVAYA UK,2000425990,0.01,,GU2 7YL,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Non Secured stock ,Information Services,MBA GROUP LTD,2000425992,696.78,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Non Secured stock ,Information Services,MBA GROUP LTD,2000425992,608.58,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000425992,789.98,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000425992,967.68,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000425992,967.68,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000425992,522,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000425992,"1,017.00",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000425992,508.5,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000425992,"2,034.00",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Non Secured stock ,Operations,MBA GROUP LTD,2000425992,"2,903.04",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000425992,520.38,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000425992,"6,237.07",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000425992,"6,237.07",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000425992,"2,079.02",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000425992,520.38,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000425992,554.4,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000425992,"1,108.80",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000425992,520.38,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Information Services,MBA GROUP LTD,2000425992,"1,108.80",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000425992,585.9,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000425992,865.34,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000425992,570.24,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000425992,"1,730.69",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000425992,"1,285.63",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000425992,"2,278.08",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Secured Stock ,Operations,MBA GROUP LTD,2000425992,"1,518.72",,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Information Services,MBA GROUP LTD,2000425992,-0.07,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Information Services,MBA GROUP LTD,2000425992,-0.07,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Information Services,MBA GROUP LTD,2000425992,-0.04,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Information Services,MBA GROUP LTD,2000425992,0.05,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Information Services,MBA GROUP LTD,2000425992,-0.06,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000425992,-0.3,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000425992,0.06,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000425992,-0.04,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000425992,-0.48,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000425992,-0.72,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000425992,0.04,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000425992,-1.01,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Printing Stock ,Operations,MBA GROUP LTD,2000425992,-0.91,,MK11 3ET,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000425993,"651,813.71",,PO6 3AE,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000425993,"1,553,862.33",,PO6 3AE,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000425993,"274,057.46",,PO6 3AE,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000425993,"4,197,170.65",,PO6 3AE,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Service Charge Computer Expenses,Information Services,IBM UNITED KINGDOM LTD,2000425993,"6,931.03",,PO6 3AE,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Service Charge Computer Expenses,Information Services,IBM UNITED KINGDOM LTD,2000425993,767.47,,PO6 3AE,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Service Charge Computer Expenses,Information Services,IBM UNITED KINGDOM LTD,2000425993,"4,509.24",,PO6 3AE,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Small Software,Finance & Strategy,IBM UNITED KINGDOM LTD,2000425993,"119,568.00",,PO6 3AE,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Small Software,Finance & Strategy,IBM UNITED KINGDOM LTD,2000425993,"6,414.78",,PO6 3AE,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Small Software,Finance & Strategy,IBM UNITED KINGDOM LTD,2000425993,"93,365.56",,PO6 3AE,
Department for Transport,Driver and Vehicle Licensing Agency,23/02/2013,Building Service Charges,Finance & Strategy,TELEREAL TRILLIUM,2000425995,"22,245.61",,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,23/02/2013,Building Service Charges,Finance & Strategy,TELEREAL TRILLIUM,2000425995,"1,787.57",,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,23/02/2013,Rent - L&B (non-PFI),Finance & Strategy,TELEREAL TRILLIUM,2000425995,"25,015.61",,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,23/02/2013,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000426001,"11,653.67",,DL3 9WT,
Department for Transport,Driver and Vehicle Licensing Agency,23/02/2013,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000426001,"11,123.45",,DL3 9WT,
Department for Transport,Driver and Vehicle Licensing Agency,23/02/2013,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000426001,"3,846.93",,DL3 9WT,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000426002,"1,443.12",,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,16/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000426002,56.88,,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,18/02/2013,Telephone charges,Information Services,VIRGIN MEDIA BUSINESS LTD,2000426006,"15,983.60",,BD4 8YD,
Department for Transport,Driver and Vehicle Licensing Agency,23/02/2013,Building Service Charges,Finance & Strategy,TELEREAL TRILLIUM,2000428044,"17,098.91",,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,23/02/2013,Building Service Charges,Finance & Strategy,TELEREAL TRILLIUM,2000428044,-0.03,,LS11 9DX,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Recruitment,Human Resource & Estates,SAVILLE CONSULTING UK LTD,2000428051,"1,796.00",,KT10 9PN,
Department for Transport,Driver and Vehicle Licensing Agency,19/02/2013,Computer equipment,Information Services,EDUSERV,2000430611,"8,761.20",,BA1 1SR,
Department for Transport,Driver and Vehicle Licensing Agency,04/02/2013,Live Running ,Operations,FUTRONICS LTD,2000430612,"83,609.89",,TN15 7RS,
Department for Transport,Driver and Vehicle Licensing Agency,10/02/2013,Training,Operations,QUANTA TRAINING LTD,2000432637,"4,400.00",,WR1 3EE,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000432638,"1,130.75",,S49 1HQ,
Department for Transport,Driver and Vehicle Licensing Agency,24/02/2013,Live Running ,Information Services,SCAN-OPTICS LTD,2000432640,"49,500.00",,WD24 7QJ,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000432645,696.86,,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000432645,205.92,,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000432645,101.52,,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000432645,413.1,,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Non Stock Machine Consumables,Operations,SUPPLIES TEAM,2000432645,294.37,,S9 1XU,
Department for Transport,Driver and Vehicle Licensing Agency,24/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000432649,"1,500.00",,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,24/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000432649,105.32,,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,24/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000432649,"1,803.32",,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,24/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000432649,0.42,,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,24/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000432649,"1,522.35",,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,24/02/2013,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000432649,0.15,,EC1N 8EQ,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Agents Fees,Operations,CAPITA BUSINESS SERVICES LTD,2000432655,"128,630.40",,DL1 9HN,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Agents Fees,Operations,CAPITA BUSINESS SERVICES LTD,2000432655,"-21,438.40",,DL1 9HN,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Agents Fees,Operations,CAPITA BUSINESS SERVICES LTD,2000432655,"118,960.80",,DL1 9HN,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Agents Fees,Operations,CAPITA BUSINESS SERVICES LTD,2000432655,"-19,826.80",,DL1 9HN,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Non-stock Printing Purchases,Finance & Strategy,WILLIAMS LEA LIMITED,2000432656,"52,760.41",,NR3 1PD,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Non-stock Printing Purchases,Finance & Strategy,WILLIAMS LEA LIMITED,2000432656,"-8,809.53",,NR3 1PD,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Non-stock Printing Purchases,Finance & Strategy,WILLIAMS LEA LIMITED,2000432656,"7,341.28",,NR3 1PD,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Maintenance Other,Information Services,IBM UK LTD (EURO PAYMENTS),2000432684,"14,028.02",,PO6 3AE,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Non-stock Printing Purchases,Operations,IBM UK LTD (EURO PAYMENTS),2000432684,"327,152.00",DQC Cards,PO6 3AE,
Department for Transport,Driver and Vehicle Licensing Agency,01/02/2013,Non-stock Printing Purchases,Operations,IBM UK LTD (EURO PAYMENTS),2000432684,0.01,DQC Cards,PO6 3AE,
