IATI-Number,Project-Number,Project name,Project Description ,Benefiting Country,Country Code,Benefitting Region,Region Code,Input Sector,Input Sector text,Delivery Channel,Delivery channel text,Aid Type,Nature of Submission,Activity Start Date,Commitment Date,Activity End Date,Activity Status,Activity Scope,Climate Change - Adaptation,Climate Change - Mitigation,Climate Change - Biodiversity,Climate Change - Desertification,Gender Equality,Aid to Environment,Good Governance,Trade Development,RMNCH,Document 1 - Type,2015 Q 4,Full Year Actuals
GB-GOV-3-PPY-MEX-FY14/15---LE-02,PPY-MEX-FY14/15---LE-02,Administrative Costs of ODA Projects in Mexico,"Project facilitation costs covering planning, implementation and resources as part of ODA projects in Mexico.",Mexico,MX,,,15122,Diplomatic missions,21030,Pan African Institute for Development,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"3,532.00","3,532.00"
GB-GOV-3-PPY-MEX-FY14/15---LE-03,PPY-MEX-FY14/15---LE-03,Administrative Costs of ODA Projects in Mexico,"Project facilitation costs covering planning, implementation and resources as part of ODA projects in Mexico.",Mexico,MX,,,32210,Mineral/mining policy and administrative management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"3,877.00","3,877.00"
GB-GOV-3-PPY-MEX-FY14/15---LE-04,PPY-MEX-FY14/15---LE-04,Administrative Costs of ODA Projects in Mexico,"Project facilitation costs covering planning, implementation and resources as part of ODA projects in Mexico.",Mexico,MX,,,15121,Foreign affairs,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"3,532.00","3,532.00"
GB-GOV-3-PPY-OECD-1401,PPY-OECD-1401,"Building Capacity in Competition Market Analysis in Latin America – focus on Chile, Colombia, Costa Rica, Mexico, Panama and Peru","This project is designed to support competition authorities in Latin America to improve competitive market operations so helping to create a level playing field in the region’s economies, as well as a more favourable regional investment climate. ",,,"South America, regional",489,15110,Public sector policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"87,903.00","87,903.00"
GB-GOV-3-PPY-OECD-1404,PPY-OECD-1404,Supporting energy security in sub-Sharan Africa ,"This project aims to strengthen international understanding  of African economic and energy security issues by providing reliable information, analysis and projections on all elements of the energy sector in sub-Saharan Africa. This supports the UK's international energy and climate change objectives. In order to drive economic development a do business a reliable power supply is essential.",,,"Developing countries, unspecified",998,41010,Environmental policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"10,935.00","10,935.00"
GB-GOV-3-PPY-OECD-1405,PPY-OECD-1405,Promoting open government in Burma,This project aims to promote economic development by helping deliver on the recommendations included in the OECD Open Government Preliminary Assessment regarding public sector integrity. ,Myanmar,MM,,,15110,Public sector policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"51,501.00","51,501.00"
GB-GOV-3-PPY-OECD-1409,PPY-OECD-1409,"Supporting SME (Small and Medium-sized Enterprises) development in Eastern Partner Countries (Armenia, Azerbaijan, Belarus, Georgia, Republic of Moldova and Ukraine)","This project aims to support Eastern Partner (EaP) countries  in measuring progress in SME (Small and Medium-sized Enterprises) policy implementation and in defining priorities to create an enabling SME policy environment. This will help to drive forward economic development and boost prosperity, therefore reducing the risk of instability. A safer, more prosperous world is in all of our interests.",,,"Developing countries, unspecified",998,15110,Public sector policy and administrative management,50000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"28,750.00","28,750.00"
GB-GOV-3-PPY-OECD-FY14/15---LE-01,PPY-OECD-FY14/15---LE-01,Administrative costs for ODA projects related to prosperity,"Project facilitation costs covering planning, implementation and resources as part of programme strategy for FCO ODA programmes related to prosperity",,,"Developing countries, unspecified",998,91010,Administrative costs,23000,Developing country-based NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"22,362.00","22,362.00"
GB-GOV-3-PPY-RSA-1402,PPY-RSA-1402,Development of a National Industrial Symbiosis Programme in South Africa,"Project to use UK expertise from the UK National Industrial Symbiosis Programme to engage with business and South African Government to develop a similar programme in South Africa. NISP facilitates the exchange of under-utilised resources (materials, energy, water, logistics, expertise) between companies to reduce carbon consumption and realise mutual economic, social and environmental benefits. Project developed a framework, provided an implementation plan and transferred knowledge to South African stakeholders.",South Africa,ZA,,,15110,Public sector policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"12,895.00","12,895.00"
GB-GOV-3-PPY-RSA-1403,PPY-RSA-1403,Promoting sustainable water management in South Africa.,"Project to develop a simple, accessible tool (the Stream Assessment Scoring System) for citizens to measure water quality and safety. Government and civil society partners trained on use and scalability to enhance monitoring and management of water quality in a climate-stressed environment. Supported by the South African Department of Water and Sanitation. ",South Africa,ZA,,,11420,Higher education,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"37,582.00","37,582.00"
GB-GOV-3-PPY-RSA-1404,PPY-RSA-1404,Promoting good governance through increased transparency in the extractives sector.,"By the end of March 2015, the Davis Tax Review Committee, four extractive industries companies, and two to four leading parliamentarians have publicly endorsed the adoption by South Africa of extractives transparency requirement, in line with a civil society campaign platform supported by Oxfam.",South Africa,ZA,,,15110,Public sector policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"15,297.00","15,297.00"
GB-GOV-3-PPY-RSA-1405,PPY-RSA-1405,Whistleblowers: Case studies for change.,Project to support transparency and anti-corruption in South Africa by highlighting the experiences of whistleblowers (individuals who expose corruption) and recommending changes to the South African legal framework. A report featuring case studies supported by legal analysis increases the awareness of whistleblowing and connects policy makers with evidence needed to demonstrate the need for changes in legislation.,South Africa,ZA,,,15122,Diplomatic missions,21000,International NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"8,803.00","8,803.00"
GB-GOV-3-PPY-RSA-1407,PPY-RSA-1407,Promoting development through education in South Africa.,"A project to improve the quality of education in Limpopo, which could be replicated and scaled in other regions and countries,  through the development of a 3–5 year partnership between Warwick and Venda universities .",South Africa,ZA,,,15110,Public sector policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"17,637.00","17,637.00"
GB-GOV-3-PPY-RSA-1408,PPY-RSA-1408,Promoting education programme in South Africa.,A project to support teachers of maths and science in their education of future scientists and engineers through the promotion of the Bloodhound Education Programme (BEP) to all schools in South Africa.,South Africa,ZA,,,32171,Engineering,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"24,339.00","24,339.00"
GB-GOV-3-PPY-RSA-1409,PPY-RSA-1409,Promoting education in South Africa.,"A project to improve the accessibility of hands-on science learning to communities in the Cape Town area and surrounds, inspiring a culture of scientific literacy amongst the general public, through Science Community Days.",South Africa,ZA,,,16030,Housing policy and administrative management,23000,Developing country-based NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"4,663.00","4,663.00"
GB-GOV-3-PPY-RSA-1410,PPY-RSA-1410,Carbon trading in South Africa  ,A project to design a carbon trading platform in partnership with the Johannesburg Stock Exchange and National Treasury. Culmination of a three-year partnership on carbon budgeting and carbon tax to assess the feasibility of carbon trading with existing market platforms and demonstrate market readiness through pilot trades of real credits. ,South Africa,ZA,,,41010,Environmental policy and administrative management,41104,Economic Commission for Latin America and the Caribbean,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"7,537.00","7,537.00"
GB-GOV-3-PPY-RSA-1411,PPY-RSA-1411,Pathway Calculator Piloting,"Piloting and popularisation of the 2050 Pathway Calculator, a web based tool which charts emission levels across the economy.  This tool supports efforts to bring about policy change, and reduce emissions in line with HMG climate/energy goals.   This project introduces business and civil society stakeholders to the tool, including promotion of carbon budgeting and decisive mitigation actions. The Department of Environmental Affairs is a key partner.",South Africa,ZA,,,15110,Public sector policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,1,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"22,800.00","22,800.00"
GB-GOV-3-PPY-RSA-1412,PPY-RSA-1412,Promoting development through an improved regulatory environment.,A project to support economic development in South Africa by developing policy recommendations to inform the ongoing review  of South Africa’s Foreign Direct Investment (FDI) regulation framework.,South Africa,ZA,,,51010,General budget support,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"43,662.00","43,662.00"
GB-GOV-3-PPY-RSA-1413,PPY-RSA-1413,Promoting education in South Africa.,A project to improve the quality of undergraduate level physics education through a partnership between the UK Institute of Physics and the South African Institute of Physics (co-funded with the South Africa Department of Science & Technology and the Department of Higher Education & Training) focused on reform of the undergraduate physics curriculum. ,South Africa,ZA,,,51010,General budget support,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,130,130
GB-GOV-3-PPY-RSA-1414,PPY-RSA-1414,Strategic Dialogue for alternative South African futures and key economic sectors,"A project to assess policy and scenarios for South Africa’s development and sectoral growth in the context of the Government’s National Development Plan. Project convenes policy makers, industry leaders and civil society organisations to review and rate sector trends to identify growth factors; conduct research and publish a report; and convene a high-level stakeholder dialogue on the path to prosperity for South Africa’s key industries.",South Africa,ZA,,,15110,Public sector policy and administrative management,30000,Public-Private Partnerships (PPPs) And Networks,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"3,268.00","3,268.00"
GB-GOV-3-PPY-RSA-1417,PPY-RSA-1417,Helping tackle climate change in Mauritius,A project to support responses to climate change by enabling the establishment of a Mauritius pathway carbon calculator to quantify greenhouse gas emissions and  model multiple scenarios for mitigation actions.,Mauritius,MU,,,15110,Public sector policy and administrative management,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"10,816.00","10,816.00"
GB-GOV-3-PPY-RSA-1419,PPY-RSA-1419,Combating corruption in South Africa.,A project to improve governance and the rule of law by establishing a strong regional civil society structure to function as a regional watchdog on corruption.,South Africa,ZA,,,23030,Power generation/renewable sources,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"10,844.00","10,844.00"
GB-GOV-3-PPY-RSA-1420,PPY-RSA-1420,Improving Good Governance and Sustainable Growth in the Extractive Sector in Madagascar.  ,"To: a) support improvements in governance and sustainable development in the extractive sector in Madagascar; and b) enhance UK business profile and opportunities in the sector via funding the participation of the Secretary General of the Ministry of Mines and Hydrocarbons to attend a one-day workshop in South Africa with regional experts and UK companies on challenges, governance and investment opportunities in the sector.",Madagascar,MG,,,23010,Energy policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,690,690
GB-GOV-3-PPY-RSA-1421,PPY-RSA-1421,Supporting economic development in Southern Africa,This project aims to support the economic recovery and development of Zimbabwe and Madagascar by encouraging inward investment from UK firms.,South Africa,ZA,,,15110,Public sector policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"9,260.00","9,260.00"
GB-GOV-3-PPY-RSA-1422,PPY-RSA-1422,Promoting sustainable development through the extractives industry in Zambia,"This project aims to enhance Zambia's prosperity and economic development by building capacity and promoting best practice in the sustainable growth and development of the Extractive industry through increased dialogue on the current regulatory framework for Zambian experts from civil society, government, labour and business.",Zambia,ZM,,,23010,Energy policy and administrative management,50000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,1,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"4,647.00","4,647.00"
GB-GOV-3-PPY-RSA-1423,PPY-RSA-1423,Seychelles: women in business,"A project to promote economic development and empowerment of women by promoting business leadership, innovation and values.",Seychelles,SC,,,15110,Public sector policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"2,156.00","2,156.00"
GB-GOV-3-PPY-RSA-1424,PPY-RSA-1424,2050 Pathway Calculator Pilot,"Piloting and popularisation of the 2050 Pathway Calculator Tool – introducing business and civil society stakeholders to the tool, including supporting exemplar Guest Pathway development and input to the process for elaboration of the tool, including developing comfort with carbon budgeting concepts and decisive mitigation actions.",South Africa,ZA,,,25010,Business support services and institutions,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,1,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"20,062.00","20,062.00"
GB-GOV-3-PPY-RSA-1425,PPY-RSA-1425,Combating climate change in south Africa,"A project to support low carbon development in South Africa through provision of accurate data (collected from the South African Carbon Disclosure Project) to business and policy makers, to inform empirical discussion on low carbon development in South Africa.",South Africa,ZA,,,41010,Environmental policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,2,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"40,013.00","40,013.00"
GB-GOV-3-PPY-RSA-Climate-FY14-15,PPY-RSA-Climate-FY14-15,South Africa Tactical - Sustain: Climate Change,"Interrelated activities aiming to reduce the effects of climate change in South Africa through i) development of energy efficiency standards and labelling of household products; ii) creating a platform to build the capacity of women in the energy sector; and iii) providing a forum for government, civil society and academia to consider policies and strategies for transitioning to sustainable, prosperous and inclusive cities.",South Africa,ZA,,,15122,Diplomatic missions,21000,International NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,195,195
GB-GOV-3-PPY-RSA-Openness-FY14-15,PPY-RSA-Openness-FY14-15,South Africa Tactical - Openness,"Workshops to facilitate debate on voluntary codes of best practice, business environment reforms, the South African constitution and international treaty obligations. ",South Africa,ZA,,,15110,Public sector policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"5,813.00","5,813.00"
GB-GOV-3-PPY-RSA-Resources-FY14-15,PPY-RSA-Resources-FY14-15,South Africa Tactical - Sustain: Resources,Contributing a survey and practical review of South African legislation and development plans in partnership with the European Union Delegation to South Africa. Included in a report (the White Book on European Trade and Investment in South Africa) to encourage increased investment in SA.,South Africa,ZA,,,15110,Public sector policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"11,048.00","11,048.00"
GB-GOV-3-PPY-RSA-FY14/15---LE-01,PPY-RSA-FY14/15---LE-01,Administrative Costs of ODA Projects in South Africa,"Project facilitation costs covering planning, implementation and resources as part of programme strategy South Africa",South Africa,ZA,,,91010,Administrative costs,50000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"3,924.00","3,924.00"
GB-GOV-3-PPY-RSA-FY14/15---LE-02,PPY-RSA-FY14/15---LE-02,Administrative Costs of ODA Projects in South Africa,"Project facilitation costs covering planning, implementation and resources as part of programme strategy in South Africa",South Africa,ZA,,,32120,Industrial development,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"3,998.00","3,998.00"
GB-GOV-3-PPY-SEA-1401,PPY-SEA-1401,Encouraging investment in infrastructure through improving access to risk mitigation instruments for private infrastructure.,"This project aims to support the development of economic governance through a gap analysis on available risk mitigation instruments (RMI) and the preparation of a database for the Association of Southeast Asian Nations ASEAN Secretariat on existing RMIs available for private investors in ASEAN, enabling better information and access for UK business",,,"Asia, regional",798,11420,Higher education,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"71,200.00","71,200.00"
GB-GOV-3-PPY-SEA-1402,PPY-SEA-1402,Encouraging regulatory reform in ASEAN to enable more robust business environments.,This project aims to support the development of economic governance through contributing to the first Southeast Asia Regulatory Reform Conference in Malaysia at the end of 2014 as a platform to discuss regulatory reform efforts and strategies and to provide input into the post-2015 ASEAN (Association of Southeast Asian Nations) connectivity agenda with the objective of providing better opportunity for UK business through a more robust and dependable regulatory environment,,,"Asia, regional",798,15110,Public sector policy and administrative management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"31,242.00","31,242.00"
GB-GOV-3-PPY-SEA-1403,PPY-SEA-1403,Combating Corruption in ASEAN through collective business action,"This project aims to support the development of economic governance by helping business networks and companies to organize and implement effective collective action initiatives against corruption at the national and regional levels, based on the UN Global Compact’s 10th Principle Against Corruption and related international frameworks and standards",,,"Asia, regional",798,15110,Public sector policy and administrative management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"43,637.00","43,637.00"
GB-GOV-3-PPY-SEA-1404,PPY-SEA-1404,Capacity building to Burma's Financial Intelligence Unit .,This project aims to promote economic development and reform by providing Burma’s Financial Intelligence Unit (FIU) with an effective system to analyse and act on suspicious transaction reports (STRs). ,Myanmar,MM,,,15113,Anti-corruption organisations and institutions,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"23,697.00","23,697.00"
GB-GOV-3-PPY-SEA-1405,PPY-SEA-1405,Supporting UK - Burma Financial Services Taskforce,"This project aims to promote economic development and reform by supporting the development of Burma's financial sector; focusing specifically on creating an enabling regulatory environment, developing appropriate financial services and providing international best practice training and capacity ",Myanmar,MM,,,15110,Public sector policy and administrative management,31004,Extractive Industries Transparency Initiative International Secretariat,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"1,923.00","1,923.00"
GB-GOV-3-PPY-SEA-1406,PPY-SEA-1406,Promoting economic development,This project aims to promote economic development and reform by developing the accountancy profession and implementing International Accounting Standards ,Myanmar,MM,,,15111,Public finance management,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"62,780.00","62,780.00"
GB-GOV-3-PPY-SEA-1407,PPY-SEA-1407,Technical assistance to deepen the Rupiah debt capital markets.,"This project aims to support economic governance by assisting a plan to further develop the required infrastructure for domestic currency government debt capital markets in Indonesia, to support development of a stronger financial sector and enable better operating environment for UK business. ",Indonesia,ID,,,41010,Environmental policy and administrative management,41114,United Nations Development Programme,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"24,734.00","24,734.00"
GB-GOV-3-PPY-SEA-1408,PPY-SEA-1408,Strengthening public consultation in regulatory decision making. ,"This project aims to support economic governance by strengthening public consultation in regulatory decision making, including by developing public consultation guidelines, improving publically available forward regulatory plans and creating a quality control mechanism.",Indonesia,ID,,,32210,Mineral/mining policy and administrative management,31004,Extractive Industries Transparency Initiative International Secretariat,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"75,683.00","75,683.00"
GB-GOV-3-PPY-SEA-1409,PPY-SEA-1409,Enhancing the transparency and accountability of the public procurement system in Jakarta,This project aims to assist the Jakarta government in enhancing transparency in public procurement through technical assistance on public procurement regulations and by strengthening the capacity of civil society to provide the necessary check and balance. ,,,"Asia, regional",798,16030,Housing policy and administrative management,23000,Developing country-based NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"43,202.00","43,202.00"
GB-GOV-3-PPY-SEA-1410,PPY-SEA-1410,Encouraging a transparent business environment.,This project aims to support economic governance by implementing facilitation payment guidance and procedures for better Business environment in Indonesia to with potential benefit for UK business in Indonesia,Indonesia,ID,,,24010,Financial policy and administrative management,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"-3,980.00","-3,980.00"
GB-GOV-3-PPY-SEA-1411,PPY-SEA-1411,Developing Bandung's SME sector.,This project aims to support economic development by sharing UK experiences with  Small and Medium Enterprises (SMEs) in the creative industries sector.,Indonesia,ID,,,15110,Public sector policy and administrative management,47080,Organisation for Economic Co-operation and Development (Contributions to special funds for Technical Co-operation Activities Only),C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"23,900.00","23,900.00"
GB-GOV-3-PPY-SEA-1412,PPY-SEA-1412,Building transparency and accountability in the Extractive Industry in the Philippines for improved business environment,This sustainable development project aims to increase transparency and accountability in the extractive industry in the Philippines through  evidence-based research and policy making to allow UK investors to engage with partners who share our preferred practices.,Philippines,PH,,,41020,Biosphere protection,50000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"45,431.00","45,431.00"
GB-GOV-3-PPY-SEA-1415,PPY-SEA-1415,Supporting the Malaysian Bar Council in liberalising the legal service sector ,"This project aims to bolster economic governance by supporting the Malaysian Bar Council  in providing guidance to its members in the process of market liberalization and developing additional skills and capacity for upholding the rule of law in Malaysia, campaigning for the independence of the Malaysian legal profession and legal institutions.",Malaysia,MY,,,15122,Diplomatic missions,50000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"2,500.00","2,500.00"
GB-GOV-3-PPY-SEA-1416,PPY-SEA-1416,Supporting the liberalisation of the architecture sector in Malaysia ,This project aims to enhance economic development by supporting services sector liberalisation efforts for the architecture sector,Malaysia,MY,,,15122,Diplomatic missions,23000,Developing country-based NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"11,833.00","11,833.00"
GB-GOV-3-PPY-SEA-1418,PPY-SEA-1418,Supporting implementation of WTO Trade Facilitation Agreement (TFA) in Vietnam,"This project aims to assist economic development. By training, consulting and technical support the project helps Vietnam to create pre-conditions for ratification of TFA, and guide effective and efficient implementation of the commitments of TFA.",Vietnam,VN,,,15111,Public finance management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"47,200.00","47,200.00"
GB-GOV-3-PPY-SEA-1419,PPY-SEA-1419,Supporting development of Vietnam Derivatives market and promoting UK best practice on Corporate Governance for public companies,"This project aims to assist economic development via the sharing of UK expertise on how to promote the sustainable development of a high-quality securities market in Vietnam, strengthen the corporate governance of public companies, and encourage professional conduct and ethical practices by market intermediaries.",Vietnam,VN,,,15111,Public finance management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"35,256.00","35,256.00"
GB-GOV-3-PPY-SEA-1420,PPY-SEA-1420,Technical assistance to develop the evidence base on the impacts of climate change in South East Asia,This project seeks to combat climate change by developing detailed climate scenarios for South East Asian countries to provide scientific evidence on the implications of climate change for weather and climate events at national and local level ,,,"Asia, regional",798,23010,Energy policy and administrative management,23000,Developing country-based NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"35,350.00","35,350.00"
