Newcastle City Council Invoices over £500 paid in November 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,UNITED RESPONSE,5311494,Revenue,1MK20,Ind Res Care LD              M,"3,443.94"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,UNITED RESPONSE,5311495,Revenue,1MK20,Ind Res Care LD              M,"4,591.92"
HRA,HRA Tenancy Svs            ,Premises,18 November 2011,UNITED UTILITIES OPERATIONS LTD,5307689,Revenue,1HE01,HRA NHD Mngmnt - Citywide    H,639.00
Chief Executive's,CXD Safe Newcastle         ,Supplies & Services,29 November 2011,UNIVERSAL SYSTEMS AND SOLUTIONS,5321002,Revenue,1VP33,CCTV Management Contingency  F,"4,553.00"
Chief Executive's,CXD Safe Newcastle         ,Supplies & Services,04 November 2011,UNIVERSAL SYSTEMS AND SOLUTIONS,5292823,Revenue,1VP33,CCTV Management Contingency  F,"52,654.50"
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,03 November 2011,UNIVERSAL SYSTEMS AND SOLUTIONS,5290376,Revenue,1KBAA,Building Contracts           K,662.84
Environment & Regeneration,E&R ERS&PP                 ,Employees,14 November 2011,UNIVERSITY OF DERBY,5303384,Revenue,1D550,PHEPS Executive              K,924.00
Environment & Regeneration,E&R ERS&PP                 ,Employees,14 November 2011,UNIVERSITY OF DERBY,5303385,Revenue,1D550,PHEPS Executive              K,"1,499.40"
Adult and Culture,Learning City              ,Supplies & Services,28 November 2011,UNIVERSITY OF LONDON,5319759,Revenue,1EA15,Newcastle City Learning      M,"3,050.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Support Services,25 November 2011,UNIVERSITY OF NEWCASTLE,5316813,Revenue,1V048,CongestionPerformance Fund   K,"2,435.13"
Environment & Regeneration,E&R - Technical Consultancy    ,Support Services,16 November 2011,UNIVERSITY OF NEWCASTLE,5305023,Revenue,1V048,CongestionPerformance Fund   K,"2,188.28"
Adult and Culture,Adult - Learning & Development   ,Employees,09 November 2011,UNIVERSITY OF NORTHUMBRIA,5299178,Revenue,1MR34,Development - Adult services M,"3,500.00"
Adult and Culture,Adult - Learning & Development   ,Employees,28 November 2011,UNIVERSITY OF NORTHUMBRIA,5319680,Revenue,1MR34,Development - Adult services M,"1,680.00"
Adult and Culture,Adult - Learning & Development   ,Employees,03 November 2011,UNIVERSITY OF NORTHUMBRIA,5291772,Revenue,1MR34,Development - Adult services M,"1,500.00"
Adult and Culture,Adult - Learning & Development   ,Employees,29 November 2011,UNIVERSITY OF NORTHUMBRIA,5315100,Revenue,1MR34,Development - Adult services M,"2,285.00"
Adult and Culture,Learning City              ,Employees,07 November 2011,UNIVERSITY OF NORTHUMBRIA,5294731,Revenue,1EA15,Newcastle City Learning      M,750.00
Chief Executive's,EEC Trading                ,Employees,07 November 2011,UNIVERSITY OF NORTHUMBRIA,5293856,Revenue,1DTP3,Operations Management        F,984.00
Children's Services,Adult - Learning & Development   ,Employees,28 November 2011,UNIVERSITY OF NORTHUMBRIA,5319925,Revenue,1MR43,Development - Children's ServE,"2,160.00"
Children's Services,Int Childhood Services     ,Supplies & Services,28 November 2011,UNIVERSITY OF NORTHUMBRIA,5319733,Revenue,1EET6,Accredited Training Fund     E,"2,403.50"
Children's Services,Int Childhood Services     ,Supplies & Services,22 November 2011,UNIVERSITY OF NORTHUMBRIA,5311728,Revenue,1EET6,Accredited Training Fund     E,"2,407.30"
Children's Services,Int Childhood Services     ,Supplies & Services,04 November 2011,UNIVERSITY OF NORTHUMBRIA,5290499,Revenue,1EET6,Accredited Training Fund     E,"2,403.50"
Children's Services,Int Childhood Services     ,Supplies & Services,10 November 2011,UNIVERSITY OF NORTHUMBRIA,5293840,Revenue,1EET6,Accredited Training Fund     E,"2,407.30"
Environment & Regeneration,NS: Admin & Finance        ,Employees,03 November 2011,UNIVERSITY OF NORTHUMBRIA,5263377,Revenue,1KTDB,City Design-Design Team      K,"1,840.00"
Environment & Regeneration,NS: Asset Man              ,Employees,03 November 2011,UNIVERSITY OF NORTHUMBRIA,5268491,Revenue,1KTDA,City Design-Asset Management K,"1,840.00"
Environment & Regeneration,NS: Asset Man              ,Employees,04 November 2011,UNIVERSITY OF NORTHUMBRIA,5268490,Revenue,1KTDA,City Design-Asset Management K,"1,840.00"
Environment & Regeneration,NS: D&CS Support Services  ,Employees,07 November 2011,UNIVERSITY OF NORTHUMBRIA,5294362,Revenue,1KB00,C/BLD GEN MAN O/H            K,"1,467.00"
Environment & Regeneration,NS: D&CS Support Services  ,Employees,15 November 2011,UNIVERSITY OF NORTHUMBRIA,5304145,Revenue,1KB00,C/BLD GEN MAN O/H            K,"3,000.00"
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,10 November 2011,UNIVERSITY OF NORTHUMBRIA,5294538,Revenue,1KB00,C/BLD GEN MAN O/H            K,"1,840.00"
Environment & Regeneration,NS: Resources              ,Employees,21 November 2011,UNIVERSITY OF NORTHUMBRIA,5308907,Revenue,1KW00,Localised Working OH         K,"3,000.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,07 November 2011,UPNORTH COOLING LTD,5294420,Revenue,1KBM0,Public & Educ O/H            K,795.90
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,VALLEY LODGE CARE HOME,5296956,Revenue,1MG20,Ind Res Care Elderly         M,-459.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,VALLEY LODGE CARE HOME,5296956,Revenue,1MG20,Ind Res Care Elderly         M,"1,576.96"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,VALLEY VIEW RESIDENTIAL HOME,5311130,Revenue,1MG20,Ind Res Care Elderly         M,-261.42
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,VALLEY VIEW RESIDENTIAL HOME,5311131,Revenue,1MG20,Ind Res Care Elderly         M,-784.26
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,VALLEY VIEW RESIDENTIAL HOME,5311132,Revenue,1MG20,Ind Res Care Elderly         M,"-1,045.68"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VALLEY VIEW RESIDENTIAL HOME,5311130,Revenue,1MG20,Ind Res Care Elderly         M,854.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VALLEY VIEW RESIDENTIAL HOME,5311131,Revenue,1MG20,Ind Res Care Elderly         M,"2,562.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VALLEY VIEW RESIDENTIAL HOME,5311132,Revenue,1MG20,Ind Res Care Elderly         M,"3,416.00"
Environment & Regeneration,NS: District Heating       ,Premises,01 November 2011,VALVE SERVICES,5287656,Revenue,1KR8L,CW District Heating          K,457.00
Chief Executive's,CXD Safe Newcastle         ,Supplies & Services,07 November 2011,VICTIM SUPPORT NORTHUMBRIA,5294574,Revenue,1VP25,SSCF Safer Stronger Comms    F,"51,966.00"
Chief Executive's,City Service IT Mgmt & Networks  ,Supplies & Services,02 November 2011,VIRGIN MEDIA PAYMENTS LIMITED,5289544,Revenue,1CC24,TELECOMS                     C,795.37
Chief Executive's,City Service IT Mgmt & Networks  ,Supplies & Services,28 November 2011,VIRGIN MEDIA PAYMENTS LIMITED,5319021,Revenue,1CC24,TELECOMS                     C,"14,877.18"
Chief Executive's,City Service IT Mgmt & Networks  ,Supplies & Services,03 November 2011,VIRGIN MEDIA PAYMENTS LIMITED,5291191,Revenue,1CC24,TELECOMS                     C,"5,931.43"
Chief Executive's,City Service IT Mgmt & Networks  ,Supplies & Services,24 November 2011,VIRGIN MEDIA PAYMENTS LIMITED,5316200,Revenue,1CC24,TELECOMS                     C,"6,159.87"
Chief Executive's,City Service IT Mgmt & Networks  ,Supplies & Services,16 November 2011,VIRGIN MEDIA PAYMENTS LIMITED,5305196,Revenue,1CC24,TELECOMS                     C,797.60
Chief Executive's,EEC Markets                ,Premises,01 November 2011,VITAL ENERGI UTILITIES LIMITED,5288825,Revenue,1DY02,The Cedars Block             F,"5,173.45"
Chief Executive's,EEC Markets                ,Premises,30 November 2011,VITAL ENERGI UTILITIES LIMITED,5323628,Revenue,1DY02,The Cedars Block             F,"5,173.45"
Chief Executive's,EEC Markets                ,Premises,04 November 2011,VITAL ENERGI UTILITIES LIMITED,5292637,Revenue,1DY02,The Cedars Block             F,"4,322.43"
HRA,HRA Finance                            ,Premises,09 November 2011,VITAL ENERGI UTILITIES LIMITED,5299383,Revenue,1HGA7,DH - Biomass                 H,"4,636.61"
HRA,HRA Finance                            ,Premises,18 November 2011,VITAL ENERGI UTILITIES LIMITED,5307007,Revenue,1HGA7,DH - Biomass                 H,"34,072.30"
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,02 November 2011,VODAFONE CORPORATE,5273541,Revenue,1CG20,ENVIRON & REGEN PAYMENTS     C,"197,546.32"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,VOYAGE,5311391,Revenue,1MM10,Ind Nursing Care MH          M,-78.75
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,VOYAGE,5311392,Revenue,1MM10,Ind Nursing Care MH          M,-236.25
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,VOYAGE,5311393,Revenue,1MM10,Ind Nursing Care MH          M,-315.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VOYAGE,5311391,Revenue,1MH20,Ind Res Care PD              M,700.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VOYAGE,5311391,Revenue,1MM10,Ind Nursing Care MH          M,997.75
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VOYAGE,5311391,Revenue,1MM20,Ind Res Care MH              M,700.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VOYAGE,5311391,Revenue,3WH93,Continuing Care              M,997.76
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VOYAGE,5311392,Revenue,1MH20,Ind Res Care PD              M,"2,100.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VOYAGE,5311392,Revenue,1MM10,Ind Nursing Care MH          M,"2,993.25"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VOYAGE,5311392,Revenue,1MM20,Ind Res Care MH              M,"2,100.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VOYAGE,5311392,Revenue,3WH93,Continuing Care              M,"2,993.28"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VOYAGE,5311393,Revenue,1MH20,Ind Res Care PD              M,"2,800.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VOYAGE,5311393,Revenue,1MM10,Ind Nursing Care MH          M,"3,991.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VOYAGE,5311393,Revenue,1MM20,Ind Res Care MH              M,"2,800.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,VOYAGE,5311393,Revenue,3WH93,Continuing Care              M,"3,991.04"
Environment & Regeneration,NS: City Transport         ,Supplies & Services,22 November 2011,W O SILMON LTD,5310760,Revenue,1KEND,Fleet Fuel Account           K,990.07
Environment & Regeneration,NS: City Transport         ,Supplies & Services,23 November 2011,W O SILMON LTD,5312421,Revenue,1KEND,Fleet Fuel Account           K,639.00
Environment & Regeneration,NS: City Transport         ,Supplies & Services,23 November 2011,W O SILMON LTD,5313315,Revenue,1KEND,Fleet Fuel Account           K,995.00
Environment & Regeneration,Allendale Building                     ,Supplies & Services,14 November 2011,W&M THOMPSON (EARTHWORKS) LTD,5294456,Revenue,1KEKC,Env Imp Iem  Hard Landscape  K,"1,350.00"
Environment & Regeneration,Highways                               ,Supplies & Services,29 November 2011,WACKER (GREAT BRITAIN) LTD,5321420,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,533.63
Children's Services,Educ Families Info         ,Supplies & Services,14 November 2011,WALKER LIBRARY PLAYGROUP,5303285,Revenue,1E47F,Subvention Funds             E,765.36
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WALKER LODGE,5311105,Revenue,1MG20,Ind Res Care Elderly         M,"-2,777.68"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WALKER LODGE,5311105,Revenue,1MH20,Ind Res Care PD              M,-114.75
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WALKER LODGE,5311106,Revenue,1MG20,Ind Res Care Elderly         M,"-8,645.40"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WALKER LODGE,5311106,Revenue,1MH20,Ind Res Care PD              M,-344.25
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WALKER LODGE,5311107,Revenue,1MG20,Ind Res Care Elderly         M,"-11,527.20"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WALKER LODGE,5311107,Revenue,1MH20,Ind Res Care PD              M,-459.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALKER LODGE,5311105,Revenue,1MG20,Ind Res Care Elderly         M,"10,883.88"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALKER LODGE,5311105,Revenue,1MH20,Ind Res Care PD              M,436.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALKER LODGE,5311106,Revenue,1MG20,Ind Res Care Elderly         M,"32,964.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALKER LODGE,5311106,Revenue,1MH20,Ind Res Care PD              M,"1,308.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALKER LODGE,5311107,Revenue,1MG20,Ind Res Care Elderly         M,"43,952.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALKER LODGE,5311107,Revenue,1MH20,Ind Res Care PD              M,"1,744.00"
Environment & Regeneration,Allendale Building                     ,Supplies & Services,09 November 2011,WALKER ORGANICS,5178526,Revenue,1KEAT,Grounds Overhead             K,802.43
Environment & Regeneration,Allendale Building                     ,Supplies & Services,28 November 2011,WALKER ORGANICS,5318424,Revenue,1KEAT,Grounds Overhead             K,791.70
Environment & Regeneration,E&R Business Dev Centres         ,Premises,03 November 2011,WALKERS,5285685,Revenue,1DE48,i8 - Lynwood NEC             K,"3,600.00"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WALLACE MEWS,5311326,Revenue,1MK20,Ind Res Care LD              M,-72.30
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WALLACE MEWS,5311327,Revenue,1MK20,Ind Res Care LD              M,-216.90
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WALLACE MEWS,5311328,Revenue,1MK20,Ind Res Care LD              M,-289.20
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALLACE MEWS,5311326,Revenue,1MK20,Ind Res Care LD              M,"2,217.25"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALLACE MEWS,5311327,Revenue,1MK20,Ind Res Care LD              M,"6,651.75"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALLACE MEWS,5311328,Revenue,1MK20,Ind Res Care LD              M,"8,869.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALLDENE COURT,5311015,Revenue,1MG10,Ind Nursing Care Elderly     M,880.30
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALLDENE COURT,5311016,Revenue,1MG10,Ind Nursing Care Elderly     M,880.30
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALLDENE COURT,5311018,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,320.45"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WALLDENE COURT,5311019,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,760.60"
Chief Executive's,SSD Legal Services 1       ,Capital Expenditure,14 November 2011,WARD HADAWAY,5303374,Capital,2FT14,Property Services            F,"1,794.50"
Chief Executive's,SSD Legal Services 1       ,Capital Expenditure,04 November 2011,WARD HADAWAY,5292805,Capital,2FT14,Property Services            F,481.00
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,07 November 2011,WARMSEAL WINDOWS NEWCASTLE LTD,5294343,Revenue,1KBAA,Building Contracts           K,"1,637.39"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,23 November 2011,WARMSEAL WINDOWS NEWCASTLE LTD,5313030,Revenue,1KBAA,Building Contracts           K,662.15
Environment & Regeneration,Regen M/Supp            ,Capital Expenditure,30 November 2011,WARMZONE,5323076,Capital,2N401,Capital General              K,"6,178.91"
Environment & Regeneration,Cityworks  Eldon           ,Supplies & Services,30 November 2011,WASH N GO,5321900,Revenue,1KL1B,City Pool                    K,594.00
HRA,HRA Modern Homes           ,Capital Expenditure,21 November 2011,WATES GROUP LTD,5308319,Capital,2HE01,Capital Citywide             H,"258,699.52"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WAVERLEY LODGE,5296900,Revenue,1MG10,Ind Nursing Care Elderly     M,472.98
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WAVERLEY LODGE,5296900,Revenue,1MG20,Ind Res Care Elderly         M,"-5,533.12"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WAVERLEY LODGE,5296900,Revenue,1MG10,Ind Nursing Care Elderly     M,"-2,916.54"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WAVERLEY LODGE,5296900,Revenue,1MG20,Ind Res Care Elderly         M,"17,595.92"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WAVERLEY LODGE,5296900,Revenue,3WH71,Free Nursing Care Self FunderM,869.60
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WAVERLEY LODGE,5296900,Revenue,3WH77,Free Nursing Care Com Care   M,-597.30
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WAVERLEY LODGE,5296900,Revenue,3WH93,Continuing Care              M,"18,189.80"
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,09 November 2011,WAVERLEY TBS LTD,5299302,Revenue,1KL3D,Cityhall Catering            K,466.26
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,03 November 2011,WAVERLEY TBS LTD,5291705,Revenue,1KF08,GOSFORTH CIVIC               K,834.96
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,17 November 2011,WAVERLEY TBS LTD,5306300,Revenue,1KF07,BANQUETING SUITE             K,"2,542.72"
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,14 November 2011,WAVERLEY TBS LTD,5303248,Revenue,1KF07,BANQUETING SUITE             K,468.87
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,15 November 2011,WAVERLEY TBS LTD,5304271,Revenue,1KF07,BANQUETING SUITE             K,"1,854.64"
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,04 November 2011,WAVERLEY TBS LTD,5292708,Revenue,1KF07,BANQUETING SUITE             K,733.30
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WELLBURN HOUSE,5311038,Revenue,1MG20,Ind Res Care Elderly         M,-256.45
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WELLBURN HOUSE,5311039,Revenue,1MG20,Ind Res Care Elderly         M,-769.35
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WELLBURN HOUSE,5311040,Revenue,1MG20,Ind Res Care Elderly         M,"-1,025.80"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WELLBURN HOUSE,5311038,Revenue,1MG20,Ind Res Care Elderly         M,899.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WELLBURN HOUSE,5311039,Revenue,1MG20,Ind Res Care Elderly         M,"2,699.40"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WELLBURN HOUSE,5311040,Revenue,1MG20,Ind Res Care Elderly         M,"3,599.20"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WENSLEY HOUSE,5296944,Revenue,1MG20,Ind Res Care Elderly         M,-756.92
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WENSLEY HOUSE,5296944,Revenue,1MG20,Ind Res Care Elderly         M,"1,890.28"
Environment & Regeneration,Highways                               ,Premises,25 November 2011,WERNICK HIRE LTD,5291701,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,708.57
Environment & Regeneration,Highways                               ,Premises,03 November 2011,WERNICK HIRE LTD,5291399,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,685.71
Environment & Regeneration,Highways                               ,Premises,03 November 2011,WERNICK HIRE LTD,5291403,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,685.71
Environment & Regeneration,Highways                               ,Transport,02 November 2011,WERNICK HIRE LTD,5288893,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,685.71
Environment & Regeneration,Highways                               ,Transport,02 November 2011,WERNICK HIRE LTD,5288894,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,685.71
Environment & Regeneration,Highways                               ,Transport,02 November 2011,WERNICK HIRE LTD,5288895,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,775.71
Environment & Regeneration,Highways                               ,Transport,02 November 2011,WERNICK HIRE LTD,5288896,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,685.71
Environment & Regeneration,Highways                               ,Transport,02 November 2011,WERNICK HIRE LTD,5288897,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,685.71
Environment & Regeneration,Highways                               ,Transport,03 November 2011,WERNICK HIRE LTD,5291397,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,685.71
Environment & Regeneration,Highways                               ,Transport,03 November 2011,WERNICK HIRE LTD,5291398,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,685.71
Environment & Regeneration,Highways                               ,Transport,03 November 2011,WERNICK HIRE LTD,5291400,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,685.71
Environment & Regeneration,Highways                               ,Transport,03 November 2011,WERNICK HIRE LTD,5291404,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,685.71
Environment & Regeneration,Highways                               ,Transport,03 November 2011,WERNICK HIRE LTD,5291405,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,594.29
Environment & Regeneration,Highways                               ,Transport,03 November 2011,WERNICK HIRE LTD,5291722,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,685.71
Environment & Regeneration,Highways                               ,Transport,03 November 2011,WERNICK HIRE LTD,5291401,Revenue,1KEMV,Blacksmiths Overheads        K,685.71
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21 November 2011,WEST DENTON ASSOCIATION,5308307,Revenue,1MG62,West Denton Day Centre       M,"14,779.05"
Chief Executive's,Chief Exec's Off Soc Policy   ,Supplies & Services,14 November 2011,WEST DENTON OVER 60'S,5303466,Revenue,1KN53,Westerhope Ward              F,534.00
Chief Executive's,Chief Exec's Off Soc Policy   ,Supplies & Services,25 November 2011,WEST END WOMENS & GIRLS CENTRE,5317168,Revenue,1KN23,Westgate Ward                F,630.00
Chief Executive's,Chief Exec's Off Soc Policy   ,Supplies & Services,25 November 2011,WEST END WOMENS & GIRLS CENTRE,5317170,Revenue,1KN23,Westgate Ward                F,896.00
Environment & Regeneration,Allendale Building                     ,Supplies & Services,17 November 2011,WEST PORT TIMBER WINDOWS & DOORS,5306360,Revenue,1KR1C,Response Central             K,"1,122.11"
Environment & Regeneration,Allendale Building                     ,Supplies & Services,17 November 2011,WEST PORT TIMBER WINDOWS & DOORS,5306361,Revenue,1KR1C,Response Central             K,877.03
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,09 November 2011,WESTAIR REPRODUCTIONS LTD,5299262,Revenue,1DF43,Tourism Stock Purchases      M,657.04
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WESTMINSTER HAWTHORNS,5311166,Revenue,1MH10,Ind Nursing Care PD          M,-85.35
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WESTMINSTER HAWTHORNS,5311167,Revenue,1MH10,Ind Nursing Care PD          M,-256.05
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,WESTMINSTER HAWTHORNS,5311168,Revenue,1MH10,Ind Nursing Care PD          M,-341.40
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WESTMINSTER HAWTHORNS,5311166,Revenue,1MH10,Ind Nursing Care PD          M,756.53
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WESTMINSTER HAWTHORNS,5311166,Revenue,3WH93,Continuing Care              M,756.54
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WESTMINSTER HAWTHORNS,5311167,Revenue,1MH10,Ind Nursing Care PD          M,"2,269.59"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WESTMINSTER HAWTHORNS,5311167,Revenue,3WH93,Continuing Care              M,"2,269.62"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WESTMINSTER HAWTHORNS,5311168,Revenue,1MH10,Ind Nursing Care PD          M,"3,026.12"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,WESTMINSTER HAWTHORNS,5311168,Revenue,3WH93,Continuing Care              M,"3,026.16"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,1MG10,Ind Nursing Care Elderly     M,"-1,976.36"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,1MG20,Ind Res Care Elderly         M,-785.46
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,1MH20,Ind Res Care PD              M,-378.16
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,1MM10,Ind Nursing Care MH          M,-918.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,1MM20,Ind Res Care MH              M,"-1,188.48"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,1MG10,Ind Nursing Care Elderly     M,"27,108.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,1MG20,Ind Res Care Elderly         M,"11,462.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,1MH20,Ind Res Care PD              M,"2,094.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,WESTWOOD LODGE NURSING HOME,5296963,Revenue,1MM10,Ind Nursing Care MH          M,"12,606.00"
