Year,Author,Title,citation,Type,Collaborators,Main subject,Subject,Keywords,URL,Notes
2012,HICKS DJ; FOOKS AR; JOHNSON N,Developments in rabies vaccines.,Clinical and Experimental Immunology 169 (3) 199-204.,Periodical article,,VIROLOGY,GENERAL,Rabies,http://dx.doi.org/10.1111/j.1365-2249.2012.04592.x,
2012,HOGAN L; Bhuju S; Jones DC; Laing K; Trowsdale J; Butcher P; Singh M; VORDERMEIER M; Allen RL,Characterisation of bovine leukocyte Ig-like receptors.,PLoS ONE 7 (4) e34291,Periodical article,"Centre for Infection, Division of Clinical Sciences, St George’s, University of London, Cranmer Terrace, London
Department of Gene Regulation and Differentiation, Helmholtz-Zentrum fur Infektionsforschung, Braunschweig, Germany
Immunology Division, Department of Pathology, University of Cambridge, Cambridge
LIONEX
Diagnostics & Therapeutics, Braunschweig, Germany",MISCELLANEOUS,CATTLE AND RUMINANTS IN GENERAL,,http://dx.doi.org/10.1371/journal.pone.0034291,
2012,HOGG RA; WESSELS ME; KOYLASS MS; WHATMORE AM; HUNT B,Porcine abortion due to infection with Actinomyces hyovaginalis.,Veterinary Record 170 (5) 127,Periodical article,,BACTERIOLOGY,PIGS,Pig diseases; Bacteria; Abortion,http://veterinaryrecord.bmj.com/content/170/5/127.1.full.pdf+html,
2012,HOPE J; Kirby L,Amyloid and prions: some biochemical investigations of cerebral amyloidosis in mice.,Folia Neuropathologica 50 (1) 13-19,Periodical article,"Institute for Animal Health, Compton.",SPONGIFORM ENCEPHALOPATHIES,LABORATORY ANIMALS,Prions,"http://www.termedia.pl/Review-article-Amyloid-and-prions-some-biochemical-investigations-of-cerebral-r-namyloidosis-in-mice,20,18386,1,1.html",
2012,HORTON DL,Equine rabies.,Veterinary Record 171 (3) 63,Periodical article,,VIROLOGY,HORSES,Rabies,http://veterinaryrecord.bmj.com/content/171/3/63.full.pdf+html,
2012,Hoyles L; Honda H; Logan NA; Halket G; LA RAGIONE RM; McCartney AL,Recognition of greater diversity of Bacillus species and related bacteria in human faeces.,Research in Microbiology 163 (1) 3-13,Periodical article,"Microbial Ecology and Health Group, Food Microbial Sciences Unit, Department of Food and Nutritional Sciences, University of Reading, Whiteknights, Reading RG6 6AP, Berkshire.
Department of Biological and Biomedical Sciences, School of Life Sciences, Glasgow Caledonian University, Cowcaddens Road, Glasgow G4 0BA, Scotland.
Faculty of Health and Medical Sciences, AX Building, 10AX01, University of Surrey, Guildford, Surrey GU2 7XH.",BACTERIOLOGY,GENERAL,Probiotics,http://dx.doi.org/10.1016/j.resmic.2011.10.004,
2012,Huggett J; SAWYER J,Harnessing the power of genomics for animal health and food security.,Science in Parliament 69 (3) 38-39,Periodical article,"Nucleic Acid Metrology and Diagnostics, LGC.",MISCELLANEOUS,GENERAL,Genomics,,
2012,HUMPHRYES PC; Weeks ME; GIELBERT A; THOMSON G; COLDHAM NG,Analysis of multiple Leptospira interrogans serovar Canicola vaccine proteomes and identification of LipL32 as a biomarker for potency.,Clinical and Vaccine Immunology 19 (4) 587-593,Periodical article,"UCL Institute of Child Health, London.",MISCELLANEOUS,GENERAL,,http://dx.doi.org/10.1128/cvi.05622-11,
2012,Ibrahim S; STEINBACH F,Immunoprecipitation of equine CD molecules using anti-human MABs previously analyzed by flow cytometry and immunohistochemistry.,Veterinary Immunology and Immunopathology 145 (1–2) 7-13,Periodical article,"Institute for Zoo and Wildlife Research (IZW), Alfred Kowalke Str. 17, 10315 Berlin, Germany.",VIROLOGY,HORSES,Immunology,http://dx.doi.org/10.1016/j.vetimm.2011.07.021,
2012,Ihekweazu C; Carroll K; Adak B; Smith G; PRITCHARD GC; Gillespie IA; Verlander NQ; Harvey-Vince L; Reacher M; Edeghere O; Sultan B; Cooper R; Morgan G; Kinross PTN; Boxall NS; Iversen A; Bickler G,"Large outbreak of verocytotoxin-producing Escherichia coli O157 infection in visitors to a petting farm in South East England, 2009.",Epidemiology and Infection 140 (8) 1400-1413,Periodical article,"Health Protection Agency, Health Protection Service.
Health Protection Agency, Centre for Infections, London.",BACTERIOLOGY,GENERAL; CAMELIDS; CATTLE AND RUMINANTS IN GENERAL; GOATS; PIGS; POULTRY AND OTHER BIRDS; SHEEP; OTHER ANIMALS,Public health; Zoonoses,http://dx.doi.org/10.1017/S0950268811002111,
2012,Iqbal M; ESSEN SC; Xiao H; BROOKES SM; BROWN IH; McCauley JW,Selection of variant viruses during replication and transmission of H7N1 viruses in chickens and turkeys.,Virology 433 (2) 282-295,Periodical article,"Avian Viral Diseases Programme, Institute for Animal Health, Compton Laboratory, Compton, Newbury, Berkshire.
Division of Virology, MRC National Institute for Medical Research, Mill Hill, London.",VIROLOGY,POULTRY AND OTHER BIRDS,Avian influenza,http://www.sciencedirect.com/science/article/pii/S0042682212003728,
2012,Jager HC; McKinley TJ; Wood JLN; Pearce GP; WILLIAMSON S; STRUGNELL B; DONE S; Habernoll H; Palzer A; Tucker AW,Factors associated with pleurisy in pigs: a case-control analysis of slaughter pig data for England and Wales.,PLoS One 7 (2) e29655,Periodical article,"Department of Veterinary Medicine, University of Cambridge, Cambridge, United Kingdom.
BQP Ltd, Stradbroke Business Centre, Stradbroke, Suffolk, United Kingdom.
Ludwig-Maximilians-Universität München, Clinic for Swine, Sonnenstrasse, Oberschleissheim, Germany.",ANIMAL HUSBANDRY AND WELFARE,PIGS,Animal health Pigs VP,http://dx.doi.org/10.1371/journal.pone.0029655,
2012,JAMROZY DM; Fielder MD; Butaye P; COLDHAM NG,Comparative genotypic and phenotypic characterisation of methicillin-resistant Staphylococcus aureus ST398 isolated from animals and humans.,PLoS One 7 (7) e40458,Periodical article,"Kingston Univ, Vet and Agrochem Res Ctr, Unit Gen Bacteriol, Brussels, Belgium.
Sch Life Sci, Fac Sci Engn and Comp, London",BACTERIOLOGY,PIGS,Antimicrobial Resistance,http://dx.doi.org/10.1371/journal.pone.0040458,
2012,Javed MA; CAWTHRAW SA; Baig A; Li J; McNally A; Oldfield NJ; NEWELL DG; Manning G,"Cj1136 is required for lipooligosaccharide biosynthesis, hyperinvasion, and chick colonization by Campylobacter jejuni.",Infection and Immunity 80 (7) 2361-2370,Periodical article,"School of Science and Technology, Nottingham Trent University, Nottingham. Institute for Biological Sciences, National Research Council Canada, Ottawa, Ontario, Canada. Centre for Biomolecular Sciences, University of Nottingham, Nottingham. Foodborne Zoonoses Consultancy, Wherwell, Andover.",BACTERIOLOGY,POULTRY AND OTHER BIRDS,Campylobacter,http://dx.doi.org/10.1128/iai.00151-12,
2012,JECKEL S; PEARSON R; Brewster V; Brownlie J; Nevel M,Role for students in surveillance (letter).,Veterinary Record 171 (7) 181-182,Periodical article,"RVC, Hawkshead Lane, North Mymms, Hatfield, Hertfordshire AL9 7TA.",MISCELLANEOUS,GENERAL; SHEEP,Veterinary profession,http://veterinaryrecord.bmj.com/content/171/7/181.2.full.pdf+html,
2012,JEFFREY M; MCGOVERN G; Chambers EV; King D; GONZALEZ L; Manson JC; Ghetti B; Piccardo P; Barron RM,Mechanism of PrP-amyloid formation in mice without transmissible spongiform encephalopathy.,Brain Pathology 22 (1) 58-66,Periodical article,"Neuropathogenesis Division, Roslin Institute and R(D)SVS, University of Edinburgh, Roslin, Midlothian.
Indiana Alzheimer Disease Center and Division of Neuropathology, Indiana University School of Medicine, Indianapolis, IN, USA.
Laboratory of Bacterial and TSE-agents, Food and Drug Administration, Rockville, MD, USA.",SPONGIFORM ENCEPHALOPATHIES,LABORATORY ANIMALS,Transmissible spongiform encephalopathy,http://dx.doi.org/10.1111/j.1750-3639.2011.00508.x,
2012,JEFFREY M; SCHOLES SFE; MARTIN S; MCGOVERN G; SISO S; GONZALEZ L,Increased immunohistochemical labelling for prion protein occurs in diverse neurological disorders of sheep: relevance for normal cellular PrP function.,Journal of Comparative Pathology 147 (1) 46-54,Periodical article,,SPONGIFORM ENCEPHALOPATHIES,SHEEP,Transmissible spongiform encephalopathy,http://dx.doi.org/10.1016/j.jcpa.2011.08.011,
2012,JOHNSON N; BROOKS SM; HEALY DM; SPENCER Y; HICKS D; NUNEZ A; WELLS G; FOOKS AR,Pathology associated with a human case of rabies in the United Kingdom caused by European bat lyssavirus type-2.,Intervirology (55) 391–394,Periodical article,,VIROLOGY,GENERAL,Rabies,,
2012,JOHNSON N; Hannatleh M; Muhaidat A,Rabies in Jordan,Rabies Bulletin Europe 36 (2) 5-9,Periodical article,"Department of VeterinaryMinistry of Agriculture, Jordan.
Vaccine and Sera Department, Ministry of Health, Jordan.",VIROLOGY,OTHER ANIMALS,Rabies,http://www.who-rabies-bulletin.org/Journal/Archive/Bulletin_2012_2.pdf,
2012,JOHNSON N; VOLLER K; PHIPPS P; MANSFIELD K; FOOKS AR,Rapid molecular detection methods for arboviruses of livestock of importance to northern Europe.,Journal of Biomedicine and Biotechnology 2012: 719402,Periodical article,,VIROLOGY,DIAGNOSTIC TECHNIQUES,Virus diseases; Diagnostics,http://dx.doi.org/10.1155/2012/719402,
2012,JONES GJ; WHELAN A; CLIFFORD D; COAD M; VORDERMEIER HM,Improved skin test for differential diagnosis of bovine tuberculosis by the addition of Rv3020c-derived peptides.,Clinical and Vaccine Immunology 19 (4) 620-622,Periodical article,,BOVINE TUBERCULOSIS,DIAGNOSTIC TECHNIQUES,Tuberculosis; Bovine tuberculosis,http://dx.doi.org/10.1128/cvi.00024-12,
2012,Jones J; PEARSON R; JECKEL S,Suspected anthelmintic resistance to macrocyclic lactones in lambs in the UK (letter).,Veterinary Record 170 (2) 59-60,Periodical article,"Brynspeard, Dorstone, Hereford HR3 6AF.",PARASITOLOGY,SHEEP,Parasitology and Parasitic Diseases,http://veterinaryrecord.bmj.com/content/170/2/59.full.pdf,
2012,Kampfer P; Scholz HC; Lodders N; Loncaric I; WHATMORE AM; Busse HJ,"Camelimonas abortus sp. nov., isolated from placental tissue of cattle.",International Journal of Systematic and Evolutionary Microbiology 62 (5) 1117-1120,Periodical article,"Institut fur Angewandte Mikrobiologie, Justus-Liebig-Universitat Giessen, D-35392 Giessen, Germany.
Bundeswehr Institute of Microbiology, Neuherbergstrasse 11, D-80937 Munich, Germany.
Institut fur Bakteriologie, Mykologie und Hygiene, Veterinärmedizinische Universitat, A-1210 Wien, Austria.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Bacterial disease,http://dx.doi.org/10.1099/ijs.0.034389-0,
2012,Karolemeas K; DE LA RUA-DOMENECH R; COOPER R; GOODCHILD AV; CLIFTON-HADLEY RS; Conlan AJK; MITCHELL AP; HEWINSON RG; Donnelly CA; Wood JLN; McKinley TJ,Estimation of the relative sensitivity of the comparative tuberculin skin test in tuberculous cattle herds subjected to depopulation.,PLoS One 7 (8) e43217,Periodical article,"Disease Dynamics Unit, Department of Veterinary Medicine, University of Cambridge, Cambridge.
MRC Centre for Outbreak Analysis and Modelling, Department of Infectious Disease Epidemiology, Imperial College London, London.",BOVINE TUBERCULOSIS,CATTLE AND RUMINANTS IN GENERAL; DIAGNOSTIC TECHNIQUES,Bovine tuberculosis,http://dx.doi.org/10.1371/journal.pone.0043217,
2012,Karolemeas K; Donnelly CA; Conlan AJK; MITCHELL AP; CLIFTON-HADLEY RS; UPTON P; Wood JLN; McKinley TJ,The effect of badger culling on breakdown prolongation and recurrence of bovine tuberculosis in cattle herds in Great Britain.,PLoS One 7 (12),Periodical article,"Disease Dynamics Unit, Department of Veterinary Medicine. University of Cambridge, Cambridge.
MRC Centre for Outbreak Analysis and Modelling, Department of Infectious Disease Epidemiology, Imperial College, London.",BOVINE TUBERCULOSIS,CATTLE AND RUMINANTS IN GENERAL; WILDLIFE AND PESTS,Bovine tuberculosis,http://dx.doi.org/10.1371/journal.pone.0051342,
2012,KAVEH DA; WHELAN AO; HOGARTH PJ,The duration of antigen-stimulation significantly alters the diversity of multifunctional CD4 T cells measured by intracellular cytokine staining.,PLoS One 7 (6) e38926,Periodical article,,BOVINE TUBERCULOSIS,LABORATORY ANIMALS; CATTLE AND RUMINANTS IN GENERAL,Tuberculosis; Bovine tuberculosis,http://dx.doi.org/10.1371/journal.pone.0038926,
2012,KHATRI BL; COAD M; CLIFFORD DJ; HEWINSON RG; WHELAN AO; VORDERMEIER HM,A natural-transmission model of bovine tuberculosis provides novel disease insights.,Veterinary Record 171 (18) 448,Periodical article,,BOVINE TUBERCULOSIS,CATTLE AND RUMINANTS IN GENERAL,,http://veterinaryrecord.bmj.com/content/171/18/448.2.full.pdf+html,
2012,KilBride AL; Mason SA; HONEYMAN PC; PRITCHARD DG; HEPPLE S; Green LE,Associations between membership of farm assurance and organic certification schemes and compliance with animal welfare legislation.,Veterinary Record 170 (6) 152,Periodical article,"School of Life Sciences, University of Warwick, Coventry CV4 7AL.",ANIMAL HUSBANDRY AND WELFARE,GENERAL,Animal Health; Farm assurance schemes,http://veterinaryrecord.bmj.com/content/170/6/152.full.pdf+html,
2012,KIRCHNER M; MCLAREN I; CLIFTON-HADLEY FA; LIEBANA E; WALES AD; DAVIES RH,A comparison between longitudinal shedding patterns of Salmonella Typhimurium and Salmonella Dublin on dairy farms.,Veterinary Record 171 (8) 194,Periodical article,,BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,,http://veterinaryrecord.bmj.com/content/171/8/194.full.pdf+html,
2012,KIRCHNER MJ; LIEBANA E; MCLAREN I; CLIFTON-HADLEY FA; WALES AD; DAVIES RH,Comparison of the environmental survival characteristics of Salmonella Dublin and Salmonella Typhimurium.,Veterinary Microbiology 159 (3-4) 509-514,Periodical article,,BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Bacteriology Cattle VP,http://dx.doi.org/10.1016/j.vetmic.2012.04.009,
2012,Koenen F; Gibbs EPJ; Ruiz-Fons F; BARLOW AM,Picornavirus infections.,"In: Gavier-Widen D (ed); Duff JP (ed); Meredith A (ed), Infectious diseases of wild mammals and birds in Europe, Wiley-Blackwell, Chichester, 2012, 168-180",Book chapter,"CODA-CERVA, OD: Interaction and Surveillance, Belgium.
College of Veterinary Medicine, University of Florida, Gainesville, Florida, USA.
Instituto de Investigacion en Recursos Cinegeticos IREC (CSIC-UCLM-JCCM), Ciudad Real, Spain.",VIROLOGY,WILDLIFE AND PESTS,,,
2012,KONOLD T; ARNOLD M; Austin A; CAWTHRAW S; HAWKINS S; STACK M; SIMMONS M; SAYERS AR; DAWSON M; Wilesmith J; Wells G,Bovine spongiform encephalopathy: the effect of oral exposure dose on attack rate and incubation period in cattle - an update.,BMC Research Notes 5 (1) 674,Periodical article,,SPONGIFORM ENCEPHALOPATHIES,CATTLE AND RUMINANTS IN GENERAL,Spongiform encephalopathies; Cattle,http://www.biomedcentral.com/1756-0500/5/674,
2012,KONOLD T; BONE G; CLIFFORD D; CHAPLIN M; CAWTHRAW S; STACK M; SIMMONS M,Experimental H-type and L-type bovine spongiform encephalopathy in cattle: observation of two clinical syndromes and diagnostic challenges.,BMC Veterinary Research 8 (1) 22,Periodical article,,SPONGIFORM ENCEPHALOPATHIES,CATTLE AND RUMINANTS IN GENERAL,Bovine spongiform encephalopathy,http://www.biomedcentral.com/1746-6148/8/22,
2012,Kuchipudi SV; Dunham SP; Nelli R; White GA; COWARD VJ; SLOMKA MJ; BROWN IH; Chang KC,Rapid death of duck cells infected with influenza: a potential mechanism for host resistance to H5N1.,Immunology and Cell Biology 90 (1) 116–123,Periodical article,"Institute of Comparative Medicine, Faculty of Veterinary Medicine, University of Glasgow, Glasgow.
School of Veterinary Medicine and Science, University of Nottingham, Sutton Bonington Campus, Leicestershire,",VIROLOGY,POULTRY AND OTHER BIRDS,Influenza,http://www.nature.com/icb/journal/v90/n1/pdf/icb201117a.pdf,
2012,Kuchipudi SV; Tellabati M; Nelli RK; White GA; Perez BB; Sebastian S; SLOMKA MJ; BROOKES SM; BROWN IH; Dunham SP; Chang KC,18S rRNA is a reliable normalisation gene for real time PCR based on influenza virus infected cells.,Virology Journal 9: 230,Periodical article,"School of Veterinary Medicine and Science, University of Nottingham, Sutton Bonington Campus, College Road, Loughborough, Leicestershire LE12 5RD. 
School of Biosciences, University of Nottingham, Sutton Bonington Campus, College Road,, Loughborough, Leicestershire, LE12 5RD.",VIROLOGY,PIGS; POULTRY AND OTHER BIRDS,Influenza,http://dx.doi.org/10.1186/1743-422x-9-230,
2012,LA RAGIONE RM; BEST A; AKTAN I; CLIFTON-HADLEY FA; Dugdale AH; WEYER U; CRAWLEY T; TOWNSEND P; COOLEY WA; JOHNSON L; Wangoo A; WOODWARD MJ; WALES AD,Escherichia coli O115 forms fewer attaching and effacing lesions in the ovine colon in the presence of E. coli O157:H7.,Research in Veterinary Science 93 (1) 42-45,Periodical article,"Faculty of Health and Medical Sciences, University of Surrey, Guildford, Surrey GU2 7XH.
Department of Veterinary Basic Sciences, Royal Veterinary College, Hawkshead Lane, Hertfordshire AL9 7TA.
University of Liverpool, School of Veterinary Clinical Science, Leahurst Campus, Chester High Road, Neston, Wirral CH64 7TE.
Veterinary Medicines Directorate, Woodham Lane, Addlestone, Surrey KT15 3NB.",BACTERIOLOGY,SHEEP,Escherichia coli,http://dx.doi.org/10.1016/j.rvsc.2011.07.026,
2012,Lacroux C; Bougard D; Litaise C; SIMMONS H; Corbiere F; Dernis D; Tardivel R; Morel N; Simon S; Lugan S; Costes P; Weisbecker JL; Schelcher F; Grassi J; Coste J; Andreoletti O,Impact of leucocyte depletion and prion reduction filters on TSE blood borne transmission.,PLoS One 7 (7) e42019,Periodical article,"UMR INRA ENVT 1225, Interactions Hote Agent Pathogene, Ecole Nationale Veterinaire de Toulouse, Toulouse, France.
UPR CNRS 1142, R&D TransDiag, EFS Pyrenees –Mediterranee, Montpellier, France.
EFS Nord de France, Production Department, Lille, France.
EFS Bretagne, Production Department, Rennes, France.
CEA, Service de Pharmacologie et d'Immunoanalyse, IBiTec-S, DSV, CEA/Saclay, Gif sur Yvette, France.
INRA Domaine de Langlade, Pompertuzat, France.",SPONGIFORM ENCEPHALOPATHIES,GENERAL,Spongiform encephalopathies Prions Cruetzfeldt-Jakob VP,http://dx.doi.org/10.1371/journal.pone.0042019,
2012,Lacroux C; Vilette D; Fernandez-Borges N; Litaise C; Lugan S; Morel N; Corbiere F; Simon S; SIMMONS H; Costes P; Weisbecker JL; Lantier I; Lantier F; Schelcher F; Grassi J; Castilla J; Andreoletti O,Prionemia and leukocyte-platelet-associated infectivity in sheep transmissible spongiform encephalopathy models.,Journal of Virology 86 (4) 2056-2066,Periodical article,"UMR INRA ENVT 1225, Interactions Hotes Agents Pathogenes, Ecole Nationale Vétérinaire de Toulouse, Toulouse, France.
CIC bioGUNE, Parque Tecnologico de Bizkaia, Derio, Spain. 
IKERBASQUE, Basque Foundation for Science, Bilbao, Spain. 
CEA, Service de Pharmacologie et d'Immunoanalyse, IBiTec-S, DSV, CEA/Saclay, Gif sur Yvette, France. 
INRA Domaine de Langlade, Pompertuzat, France.
INRA IASP, Centre INRA de Tours, Nouzilly, France.",SPONGIFORM ENCEPHALOPATHIES,SHEEP,Transmissible spongiform encephalopathies,http://dx.doi.org/10.1128/&#8203;JVI.06532-11,
2012,LAMBTON SL; COLLOFF AD; SMITH RP; Caldow GL; SCHOLES SFE; Willoughby K; Howie F; ELLIS-IVERSEN J; DAVID G; COOK AJC; HOLLIMAN A,Factors associated with bovine neonatal pancytopenia (BNP) in calves: a case-control study.,PLoS One 7 (5),Periodical article,"Veterinary Services, Scottish Agricultural College Consulting, St Boswells, Scottish Boarders, Scotland.
Animal Health and Veterinary Laboratories Agency, Lasswade,
Penicuik, Midlothian, Scotland.
Moredun Research Institute, Penicuik, Midlothian, Scotland.
Veterinary Services, Scottish Agricultural College Consulting, Penicuik, Midlothian, Scotland.",VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,Cattle; Bovine neonatal pancytopenia,http://dx.doi.org/10.1371/journal.pone.0034183,
2012,Laming E; Melzi E; SCHOLES SF; Connelly M; Bell CR; Ballingall KT; Dagleish MP; Rocchi MS; Willoughby K,Demonstration of early functional compromise of bone marrow derived hematopoietic progenitor cells during bovine neonatal pancytopenia through in vitro culture of bone marrow biopsies.,BMC Research Notes 5:599,Periodical article,"Moredun Research Institute, International Research Centre, Pentlands Science Park, Bush Loan, Midlothian.",VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,Bovine neonatal pancytopenia,http://dx.doi.org/10.1186/1756-0500-5-599,
2012,Larska M; Polak MP; RIITHO V; STRONG R; Belak S; Alenius S; Uttenthal A; Liu L,Kinetics of single and dual infection of calves with an Asian atypical bovine pestivirus and a highly virulent strain of bovine viral diarrhoea virus 1.,"Comparative Immunology, Microbiology and Infectious Diseases 35 (4) 381-390",Periodical article,"Department of Clinical Sciences, Swedish University of Agricultural Sciences (SLU), BOX 7054, SE-750 07 Uppsala, Sweden.
National Veterinary Research Institute, Virology Department, Al. Partyzantow 57, 24-100 Pulawy, Poland.
Department of Biomedical Sciences and Veterinary Public Health, Section of Virology, Swedish University of Agricultural Sciences (SLU), BOX 7036, S-E750 07 Uppsala, Sweden.
Department of Virology, Immunology and Parasitology (VIP), National Veterinary Institute (SVA), Ulls vag 2B, SE-751 89",VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,BVD virus,http://www.sciencedirect.com/science/article/pii/S0147957112000380,
2012,Law RJ; Barry J; Barber JL; Bersuder P; Deaville R; Reid RJ; Brownlow A; Penrose R; BARNETT J; Loveridge J; Smith B; Jepson PD,Contaminants in cetaceans from UK waters: status as assessed within the Cetacean Strandings Investigation Programme from 1990 to 2008.,Marine Pollution Bulletin 64 (7) 1485-1494,Periodical article,"Cefas Lowestoft Laboratory, Pakefield Road, Lowestoft, Suffolk NR33 0HT.
Institute of Zoology, Regent’s Park, London NW1 4RY.
SAC Consulting Veterinary Services, Stratherrick Road, Inverness IV2 4JZ.
Marine Environmental Monitoring, Penwalk, Llechryd, Cardigan, Ceredigion, West Wales SA43 2PS.
Cornwall Wildlife Trust Marine Strandings Network, Five Acres, Allet, Truro, Cornwall TR4 9DJ.
Natural History Museum, Cromwell Road, London SW7 5BD.",MISCELLANEOUS,WILDLIFE AND PESTS,,,
2012,LAWES JR; VIDAL A; CLIFTON-HADLEY FA; SAYERS R; RODGERS J; SNOW L; EVANS SJ; POWELL LF,Investigation of prevalence and risk factors for Campylobacter in broiler flocks at slaughter: results from a UK survey.,Epidemiology and Infection 140 (10) 1725-1737,Periodical article,,BACTERIOLOGY,POULTRY AND OTHER BIRDS,,,
2012,Lefevre EA; Carr BV; Inman CF; Prentice H; BROWN IH; BROOKES SM; GARCON F; Hill ML; Iqbal M; Elderfield RA; Barclay WS; Gubbins S; Bailey M; Charlestone B; COSI,Immune responses in pigs vaccinated with adjuvanted and non-adjuvanted A(H1N1)pdm/09 influenza vaccines used in human immunization programmes.,PLoS ONE 7 (3) 1-10,Periodical article,"Institute for Animal Health, Compton near Newbury.
Division of Veterinary Pathology, School of Clinical Veterinary Science, University of Bristol, Langford, Bristol.
Department of Virology, Imperial College London, London.
Institute for Animal Health, Pirbright.",VIROLOGY,PIGS,Influenza,http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0032400,
2012,Lembo T on behalf of the Partners for Rabies Prevention (includes FOOKS A),The blueprint for rabies prevention and control: a novel operational toolkit for rabies elimination.,PLoS Neglected Tropical Diseases 6 (2) e1388,Periodical article,,VIROLOGY,GENERAL,Rabies,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3289591/pdf/pntd.0001388.pdf,
2012,Lever MS; Piercy TJ; Steward JA; Eastaugh L; Smither SJ; Taylor C; SALGUERO FJ; Phillpotts RJ,Lethality and pathogenesis of airborne infection with filoviruses in A129 alpha/beta -/- interferon receptor-deficient mice.,Journal of Medical Microbiology 61 (1) 8-15,Periodical article,"Defence Science and Technology Laboratories (Dstl), Porton Down, Salisbury, Wiltshire SP4 0JQ.",VIROLOGY,LABORATORY ANIMALS,Virus diseases; Filoviruses,http://dx.doi.org/10.1099/jmm.0.036210-0,
2012,Liberski PP; Sikorska B; WELLS GAH; HAWKINS SAC; DAWSON M; SIMMONS MM,Ultrastructural findings in pigs experimentally infected with bovine spongiform encephalopathy agent.,Folia Neuropathologica 50 (1) 89-98,Periodical article,,SPONGIFORM ENCEPHALOPATHIES,PIGS,Spongiform encephalopathies Pigs VP,"http://www.termedia.pl/Review-article-Ultrastructural-findings-in-pigs-experimentally-infected-r-nwith-bovine-spongiform-encephalopathy-agent,20,18394,1,1.html",
2012,Luckett JC; Darch O; Watters C; ABUOUN M; Wright V; Paredes-Osses E; Ward J; Goto H; Heeb S; Pommier S; Rumbaugh KP; Camara M; Hardie KR,A novel virulence strategy for Pseudomonas aeruginosa mediated by an autotransporter with arginine-specific aminopeptidase activity.,PLoS Pathogens 8 (8):e1002854.,Periodical article,"School of Molecular Medical Sciences, Centre for Biomolecular Sciences, University of Nottingham, University Park, Nottingham.
Department of Surgery, MS 8312, Texas Tech University Health Sciences Center, Lubbock, Texas, USA.",BACTERIOLOGY,GENERAL,Bacteriology; Antibiotic resistance,http://www.plospathogens.org/article/info%3Adoi%2F10.1371%2Fjournal.ppat.1002854,
2012,Lycett SJ; Baillie G; Coulter E; Bhatt S; Kellam P; McCauley JW; Wood JLN; BROWN IH; Pybus OG; Leigh Brown AJ,Estimating reassortment rates in co-circulating Eurasian swine influenza viruses.,Journal of General Virology 93 (11) 2326-2336,Periodical article,"Institute of Evolutionary Biology, University of Edinburgh, Kings Buildings, West Mains Road, Edinburgh EH9 3JT, UK. 
Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SA, UK. 
Department of Zoology, University of Oxford, The Tinbergen Building, South Parks Road, Oxford OX1 3PS, UK. 
Division of Virology, MRC National Institute for Medical Research, Mill Hill, London NW7 1AA, UK. 
Cambridge Infectious Diseases Consortium, Department of Veterinary Medicine, University of Cambridge, Madingley Road, Cambridge CB3 0ES, UK.",VIROLOGY,PIGS,Swine influenza,http://vir.sgmjournals.org/content/93/Pt_11/2326.abstract,
2012,MAPPLEY LJ; Black ML; ABUOUN M; Darby AC; Woodward MJ; Parkhill J; Turner AK; Bellgard MI; La T; Phillips ND; LA RAGIONE RM; Hampson DJ,"Comparative genomics of Brachyspira pilosicoli strains: genome rearrangements, reductions and correlation of genetic compliment with phenotypic diversity.",BMC Genomics 13: 454,Periodical article,"Department of Food and Nutritional Sciences, University of Reading, Reading, Berkshire, RG6 6AP, UK.
School of Medical Sciences, Edith Cowan University, Perth, WA, 6027, Australia.
Institute of Integrative Biology, School of Biological Sciences, University of Liverpool, Liverpool, L69 7ZB, UK.
The Wellcome Trust Sanger Institute, Genome Campus, Hinxton, Cambridge, CB10 1SA, UK.
Discuva Ltd, Cambridge Science Park, Milton Road, Cambridge, CB4 0WE, UK.
School of Veterinary and Biomedical Science, Murdoch University, Perth, WA, 6150, Australia.
Faculty of Health and Medical Sciences, University of Surrey, Guilford, Surrey, GU2 7XH, UK.",BACTERIOLOGY,POULTRY AND OTHER BIRDS; PIGS,Bacteriology VP,http://www.biomedcentral.com/1471-2164/13/454,
