Department,Entity,Transaction Date,Supplier Name ,Amount ,Expense Type,Expense Area,Expenses  Description
DFID,DFID,40966,Power Systems Technology limited,"£2,854",Office Equipment - Maintenance,West and Southern Africa,
DFID,DFID,40966,Power Systems Technology limited,"£3,488",Office Equipment - Maintenance,West and Southern Africa,
DFID,DFID,40968,Government Procurement Card,"£1,008",Office Equipment - Purchases,West and Southern Africa,
DFID,DFID,40961,DK INTERNATIONAL,"£11,644",Office Equipment - Purchases,West and Southern Africa,
DFID,DFID,40940,Office World Stationery,"£1,012",Office Supplies,West and Southern Africa,
DFID,DFID,40959,Recipient name withheld,£791,Oil - Other Utilities,West and Southern Africa,
DFID,DFID,40960,Horizon Interlinks Global Resources Ltd,"£3,731",Oil - Other Utilities,West and Southern Africa,
DFID,DFID,40945,Seeff Properties,£654,Operating Lease rental of buildings,West and Southern Africa,
DFID,DFID,40955,Seeff Properties,£714,Operating Lease rental of buildings,West and Southern Africa,
DFID,DFID,40947,Limeline Sierra Leone Ltd,£523,other information and communication technologies,West and Southern Africa,
DFID,DFID,40968,Airtel (SL) Ltd,£505,other information and communication technologies,West and Southern Africa,
DFID,DFID,40968,Airtel (SL) Ltd,£758,other information and communication technologies,West and Southern Africa,
DFID,DFID,40945,UNITED NATIONS POPULATION FUND,"£1,219,080",Aid Programme - Pooled/Basket funding,West and Southern Africa,
DFID,DFID,40956,UNICEF,"£600,000",Aid Programme - Pooled/Basket funding,West and Southern Africa,
DFID,DFID,40961,UNDP CONTRIBUTIONS ACCOUNT,"£5,000,000",Aid Programme - Pooled/Basket funding,West and Southern Africa,
DFID,DFID,40962,UNICEF,"£1,000,000",Aid Programme - Pooled/Basket funding,West and Southern Africa,
DFID,DFID,40963,Ministry of Finance and National Planning,"£12,500,000",Aid Programme - Poverty Reduction Budget Support,West and Southern Africa,
DFID,DFID,40968,Government Procurement Card,£660,Printer Consumables,West and Southern Africa,
DFID,DFID,40952,"Format Services, EI",£875,Printer Consumables,West and Southern Africa,
DFID,DFID,40960,Recipient name withheld,"£2,095",Recruitment costs,West and Southern Africa,
DFID,DFID,40941,CROWN RELOCATIONS  UK,£909,Relocation costs,West and Southern Africa,
DFID,DFID,40947,CROWN RELOCATIONS  UK,"£5,819",Relocation costs,West and Southern Africa,
DFID,DFID,40948,CROWN RELOCATIONS  UK,"£3,844",Relocation costs,West and Southern Africa,
DFID,DFID,40955,CROWN RELOCATIONS  UK,"£3,516",Relocation costs,West and Southern Africa,
DFID,DFID,40967,CROWN RELOCATIONS  UK,"£21,266",Relocation costs,West and Southern Africa,
DFID,DFID,40947,Alpine Communications,£611,Cleaning Costs,West and Southern Africa,
DFID,DFID,40941,Pekolyn Tech. Services,£581,Facilities Management payments,West and Southern Africa,
DFID,DFID,40945,British  High Commission Abuja,"£4,067",Facilities Management payments,West and Southern Africa,
DFID,DFID,40946,Clemto Investments Ltd,"£1,146",Facilities Management payments,West and Southern Africa,
DFID,DFID,40946,Sparklean Services Nig Ltd,"£1,090",Facilities Management payments,West and Southern Africa,
DFID,DFID,40946,Sparklean Services Nig Ltd,"£1,332",Facilities Management payments,West and Southern Africa,
DFID,DFID,40947,Leads Pest Killing Enterprise,£624,Facilities Management payments,West and Southern Africa,
DFID,DFID,40948,Hema Trading,"£2,202",Facilities Management payments,West and Southern Africa,
DFID,DFID,40949,Giop Company Limited,"£1,296",Facilities Management payments,West and Southern Africa,
DFID,DFID,40954,Formats Projects Services Limited,£767,Facilities Management payments,West and Southern Africa,
DFID,DFID,40960,Sparklean Services Nig Ltd,"£1,351",Facilities Management payments,West and Southern Africa,
DFID,DFID,40960,Sparklean Services Nig Ltd,"£1,105",Facilities Management payments,West and Southern Africa,
DFID,DFID,40960,Sparklean Services Nig Ltd,£522,Facilities Management payments,West and Southern Africa,
DFID,DFID,40966,Raju's Electricals,£512,Facilities Management payments,West and Southern Africa,
DFID,DFID,40942,Stewarts & Lloyds Malawi ltd,£613,Other Building Costs,West and Southern Africa,
DFID,DFID,40942,Agricultural & Auto Supplies,£528,Other Building Costs,West and Southern Africa,
DFID,DFID,40956,Robertson & CO,"£2,283",Other Building Costs,West and Southern Africa,
DFID,DFID,40959,Prall Electrical & Building Contractors Limited,"£1,323",Other Building Costs,West and Southern Africa,
DFID,DFID,40961,Waterman Pump Systems Limited,"£1,041",Other Building Costs,West and Southern Africa,
DFID,DFID,40947,WESTBURY ESTATE SERVICES LTD,"£4,754","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,
DFID,DFID,40949,"PROSERV,LDA","£1,253","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,
DFID,DFID,40948,KOIZA INTERNATIONAL LTD,"£49,046","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,
DFID,DFID,40956,KOIZA INTERNATIONAL LTD,"£206,983","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,
DFID,DFID,40952,Zimbrellas T/A Lasdenbale,"£1,746","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,
DFID,DFID,40956,TURNER & TOWNSEND,"£3,314","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,
DFID,DFID,40959,British High Commission Zambia (ZMK),"£1,229","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,
DFID,DFID,40959,Embassy Exports CC,"£1,044","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,
DFID,DFID,40959,Power - Sistemas de Energia,£597,"Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,
DFID,DFID,40966,Power - Sistemas de Energia,£984,"Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,
DFID,DFID,40968,Foreign & Commonwealth Office,£590,"Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,
DFID,DFID,40962,Copy-Type Electronic (Pty) Ltd,"£1,365",Reproduction & Printing Materials,West and Southern Africa,
DFID,DFID,40947,HEALTH PARTNERS INTERNATIONAL,"£78,586",Research & Development costs,West and Southern Africa,
DFID,DFID,40940,Government Procurement Card,£657,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,£781,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,"£3,911",Air fares,West and Southern Africa,
DFID,DFID,40953,Supplier Name withheld,£640,Air fares,West and Southern Africa,
DFID,DFID,40953,Supplier Name withheld,£576,Air fares,West and Southern Africa,
DFID,DFID,40953,Supplier Name withheld,£725,Air fares,West and Southern Africa,
DFID,DFID,40953,Supplier Name withheld,£643,Air fares,West and Southern Africa,
DFID,DFID,40953,Supplier Name withheld,"£1,002",Air fares,West and Southern Africa,
DFID,DFID,40953,Supplier Name withheld,£643,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,£793,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,£793,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,£708,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,£835,Air fares,West and Southern Africa,
DFID,DFID,40953,Supplier Name withheld,£655,Air fares,West and Southern Africa,
DFID,DFID,40953,Supplier Name withheld,£827,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,"£2,626",Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,£793,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,"£1,312",Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,£802,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,£940,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,£578,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,£578,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,"£1,804",Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,£514,Air fares,West and Southern Africa,
DFID,DFID,40953,Corporate Travel Provider,£747,Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,£742,Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,£883,Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,£513,Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,"£1,004",Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,£788,Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,£673,Air fares,West and Southern Africa,
DFID,DFID,40966,Supplier Name withheld,£641,Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,£705,Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,£705,Air fares,West and Southern Africa,
DFID,DFID,40966,Supplier Name withheld,£620,Air fares,West and Southern Africa,
DFID,DFID,40966,Supplier Name withheld,£814,Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,"£1,182",Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,"£2,422",Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,£730,Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,£691,Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,£544,Air fares,West and Southern Africa,
DFID,DFID,40966,Corporate Travel Provider,£627,Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,£544,Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,£609,Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,£567,Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,£800,Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,£609,Air fares,West and Southern Africa,
DFID,DFID,40968,Supplier Name withheld,"£2,037",Air fares,West and Southern Africa,
DFID,DFID,40968,Supplier Name withheld,£927,Air fares,West and Southern Africa,
DFID,DFID,40968,Supplier Name withheld,"£1,375",Air fares,West and Southern Africa,
DFID,DFID,40968,Supplier Name withheld,£615,Air fares,West and Southern Africa,
DFID,DFID,40968,Supplier Name withheld,£561,Air fares,West and Southern Africa,
DFID,DFID,40968,Supplier Name withheld,£507,Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,£977,Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,£787,Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,"£1,172",Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,£567,Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,£897,Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,£900,Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,£525,Air fares,West and Southern Africa,
DFID,DFID,40968,Corporate Travel Provider,£689,Air fares,West and Southern Africa,
DFID,DFID,40941,EuroTours Ghana Ltd,£626,Air fares,West and Southern Africa,
DFID,DFID,40946,DANA Agency,£513,Air fares,West and Southern Africa,
DFID,DFID,40947,Mukwa Travel and Tours,£740,Air fares,West and Southern Africa,
DFID,DFID,40948,DANA Agency,"£1,256",Air fares,West and Southern Africa,
DFID,DFID,40949,Ulendo Safaris,£998,Air fares,West and Southern Africa,
DFID,DFID,40958,Supplier Name withheld,£859,Air fares,West and Southern Africa,
DFID,DFID,40959,Supplier Name withheld,£695,Air fares,West and Southern Africa,
DFID,DFID,40960,Harvey World Travel,£680,Air fares,West and Southern Africa,
DFID,DFID,40966,Supplier Name withheld,£547,Air fares,West and Southern Africa,
DFID,DFID,40961,Supplier Name withheld,£545,Air fares,West and Southern Africa,
DFID,DFID,40961,Supplier Name withheld,"£1,066",Air fares,West and Southern Africa,
DFID,DFID,40961,Supplier Name withheld,"£2,248",Air fares,West and Southern Africa,
DFID,DFID,40961,Supplier Name withheld,£818,Air fares,West and Southern Africa,
DFID,DFID,40962,Harvey World Travel Centurion,£616,Air fares,West and Southern Africa,
DFID,DFID,40962,Harvey World Travel Centurion,£613,Air fares,West and Southern Africa,
DFID,DFID,40962,Supplier Name withheld,"£1,690",Air fares,West and Southern Africa,
DFID,DFID,40962,Premier Travel,£518,Air fares,West and Southern Africa,
DFID,DFID,40962,Virgin Atlantic,£703,Air fares,West and Southern Africa,
DFID,DFID,40962,Virgin Atlantic,"£1,160",Air fares,West and Southern Africa,
DFID,DFID,40962,Supplier Name withheld,"£2,359",Air fares,West and Southern Africa,
DFID,DFID,40962,Supplier Name withheld,"£1,930",Air fares,West and Southern Africa,
DFID,DFID,40962,Supplier Name withheld,"£2,017",Air fares,West and Southern Africa,
DFID,DFID,40962,Supplier Name withheld,£961,Air fares,West and Southern Africa,
DFID,DFID,40962,Harvey World Travel Centurion,"£1,242",Air fares,West and Southern Africa,
DFID,DFID,40963,British Airways Ltd,£692,Air fares,West and Southern Africa,
DFID,DFID,40966,Harvey World Travel Centurion,£504,Air fares,West and Southern Africa,
DFID,DFID,40966,Recipient name withheld,"£1,903",Air fares,West and Southern Africa,
DFID,DFID,40966,Recipient name withheld,"£1,522",Air fares,West and Southern Africa,
DFID,DFID,40968,Harvey World Travel Centurion,£660,Air fares,West and Southern Africa,
DFID,DFID,40947,CROWN RELOCATIONS  UK,"£1,761",Storage & Distribution costs,West and Southern Africa,
DFID,DFID,40946,Masdar (UK) Limited,"£58,481",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40942,ADAM SMITH INTERNATIONAL  LTD,"£15,189",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40940,CHEMONICS,"£50,166",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40940,CHEMONICS,"£282,680",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40941,HLSP LIMITED,"£20,056",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40940,HLSP LIMITED,"£22,356",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40940,IBIS DANIDA Frame Cedi,"£11,706",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40940,CAMFED GHANA,"£21,917",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40940,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£64,452",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40940,PRICEWATERHOUSECOOPERS,"£25,524",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40941,HLSP LIMITED,"£163,522",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40941,HLSP LIMITED,"£312,205",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40941,DEVELOPMENT MANAGEMENT ASSOCIATES,"£3,200",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40956,HAREWELLE INTERNATIONAL LIMITED,"£6,201",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40941,HAREWELLE INTERNATIONAL LIMITED,"£24,339",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40941,Allen N. Stanley-Marbell,"£5,263",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40941,MALARIA CONSORTIUM,"£493,515",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40942,George Joseph,"£7,220",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40942,Foreign & Commonwealth Office,"£2,165",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40942,HEALTH PARTNERS INTERNATIONAL,"£154,268",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40942,Ashish Joshi,"£1,103",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40946,GRM INTERNATIONAL LTD,"£69,450",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40945,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT),"£36,329",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40947,World Bank AFTTR,"£96,128",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40946,Between a Rock and a Hard Place,"£2,585",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40960,DEVELOPMENT MANAGEMENT ASSOCIATES,"£5,973",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40947,Scarsdale Solutions Inc.,"£12,532",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40947,Anthony Liyao,"£1,329",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40947,OXFORD POLICY MANAGEMENT,"£192,809",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40949,RE-ACTION,"£48,900",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40949,ChangingPoint UK Ltd,"£6,246",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40948,THE POLICY PRACTICE LTD,"£19,169",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40948,recipient withheld,"£3,060",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40948,recipient withheld,"£2,165",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40949,HAREWELLE INTERNATIONAL LIMITED,"£3,045",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40952,Leigland,"£8,886",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40952,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£9,670",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40952,DAI EUROPE LIMITED,"£161,617",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40953,Ben Potter,"£1,393",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40961,EPOS Health Consultants GmbH,"£16,028",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40954,LIVERPOOL ASSOCIATES IN TROP. HEALTH,"£15,584",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40954,LIVERPOOL ASSOCIATES IN TROP. HEALTH,"£50,599",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40954,EFFECTIVE DEVELOPMENT GROUP (EDG),"£79,338",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40953,ABT ASSOCIATES INC,"£723,017",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40956,SEARCH FOR COMMON GROUND,"£54,915",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40956,SEARCH FOR COMMON GROUND,"£45,452",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40953,ATOS CONSULTING LIMITED,"£101,254",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40953,Christian Aid Joint Programme,"£2,623,871",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40954,BEST CONFERENCE SERVICES B.C.S,£580,Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40954,Ayodele O Ogunyemi,"£6,877",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40954,Adebukola OluSeye Adetunmbi,"£6,176",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40954,ADAM SMITH INTERNATIONAL  LTD,"£258,338",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40954,HEALTH PARTNERS INTERNATIONAL,"£263,269",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40955,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£279,459",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40954,RENAISSANCE,"£7,250",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40954,RENAISSANCE,"£10,250",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40960,Cambridge  Education Limited,"£1,349,559",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40954,GRM INTERNATIONAL LTD,"£128,898",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40955,MAP Consultoria Lda,"£22,860",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40956,ONE WORLD,"£47,792",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40955,HTSPE LTD,"£589,910",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40955,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT),"£313,017",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40955,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT),"£59,758",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40955,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT),"£14,681",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40956,GRM INTERNATIONAL LTD,"£1,100,000",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40956,ADAM SMITH INTERNATIONAL  LTD,"£1,151,379",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40956,GRM INTERNATIONAL LTD,"£100,096",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40959,Mpala Nkonkomalimba,"£2,223",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40961,   THE WORLD BANK,"£49,500",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40963,KPMG Auditores e Consultores SA,"£65,534",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40961,RE-ACTION,"£180,334",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40960,PRICEWATERHOUSECOOPERS,"£94,635",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40960,PRICEWATERHOUSECOOPERS,"£398,098",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40960,HAREWELLE INTERNATIONAL LIMITED,£600,Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40960,Tamara Braam & Associates,"£9,861",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40966,Pannell Kerr Forster Chartered Acc,"£26,145",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40962,DEVELOPMENT MANAGEMENT ASSOCIATES,"£9,284",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40963,THE ENTERPRISE PARTNERSHIP,"£14,177",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40961,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT),"£51,946",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40962,Godfrey Ewool,"£3,889",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40962,IMC Worldwide Ltd,"£22,467",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40966,IMC Worldwide Ltd,"£13,445",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40962,MALARIA CONSORTIUM,"£478,525",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40967,Khuram ,"£16,736",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40966,HTSPE LTD,"£254,362",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40962,PKF (UK) LLP,"£70,813",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40967,Ali Hashim,"£16,887",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40966,HLSP LIMITED,"£8,130",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40963,PRICEWATERHOUSECOOPERS,"£86,361",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40963,GRM INTERNATIONAL LTD,"£111,998",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40963,Crown Agents Bank - Malawi,"£70,820",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40966,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£137,342",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40966,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT),"£11,605",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40967,João Carlos Loureiro do Nascimento de Almeida Trindade,"£6,305",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40967,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT),"£1,013",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40967,ADAM SMITH INTERNATIONAL  LTD,"£158,549",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40968,ADAM SMITH INTERNATIONAL,"£141,602",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40968,Society for Family  Health,"£1,013,422",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40968,GRM INTERNATIONAL LTD,"£18,435",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40968,GRM INTERNATIONAL LTD,"£72,632",Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40968,Participatory Development Associates Ltd.,£833,Technical and Advisory Services,West and Southern Africa,
DFID,DFID,40942,MTN Nigeria Communications Ltd,"£2,333",Telephone Usage & services,West and Southern Africa,
DFID,DFID,40942,MTN Nigeria Communications Ltd,"£1,908",Telephone Usage & services,West and Southern Africa,
DFID,DFID,40949,Vodacom,"£1,112",Telephone Usage & services,West and Southern Africa,
DFID,DFID,40955,Telecomunicacoes de Mocambique,"£1,028",Telephone Usage & services,West and Southern Africa,
DFID,DFID,40956,Scancom Limited,£543,Telephone Usage & services,West and Southern Africa,
DFID,DFID,40959,Vodacom,"£1,083",Telephone Usage & services,West and Southern Africa,
DFID,DFID,40960,Telkom SA Ltd,£622,Telephone Usage & services,West and Southern Africa,
DFID,DFID,40960,Telkom SA Ltd,"£1,450",Telephone Usage & services,West and Southern Africa,
DFID,DFID,40966,Hybitel Computers and Telecommunicatios,"£1,925",Telephone Usage & services,West and Southern Africa,
DFID,DFID,40966,Hybitel Computers and Telecommunicatios,"£1,575",Telephone Usage & services,West and Southern Africa,
DFID,DFID,40968,Government Procurement Card,"£1,495",Training - Course Fees,West and Southern Africa,
DFID,DFID,40945,Pilgrims Group,£946,Training - Course Fees,West and Southern Africa,
DFID,DFID,40948,Torque IT,£634,Training - Course Fees,West and Southern Africa,
DFID,DFID,40949,Supplier Name withheld,£741,Training - Course Fees,West and Southern Africa,
DFID,DFID,40952,The Voice Clinic,"£1,948",Training - Course Fees,West and Southern Africa,
DFID,DFID,40952,The Voice Clinic,"£1,948",Training - Course Fees,West and Southern Africa,
DFID,DFID,40953,Pilgrims Group,£946,Training - Course Fees,West and Southern Africa,
DFID,DFID,40954,Pilgrims Group,"£1,253",Training - Course Fees,West and Southern Africa,
DFID,DFID,40955,Nova Escola de Linguas Lda,£531,Training - Course Fees,West and Southern Africa,
DFID,DFID,40955,Pink Elephant SA IT management,£741,Training - Course Fees,West and Southern Africa,
DFID,DFID,40966,ISPI_Istituto per gli Studi di Politica Internazionale,£721,Training - Course Fees,West and Southern Africa,
DFID,DFID,40960,Damelin Management School,£798,Training - Course Fees,West and Southern Africa,
DFID,DFID,40960,Pink Elephant SA IT management,"£1,281",Training - Course Fees,West and Southern Africa,
DFID,DFID,40962,Siyenza management,£748,Training - Course Fees,West and Southern Africa,
DFID,DFID,40966,Virgin Atlantic,"£1,242",Training - Course Fees,West and Southern Africa,
DFID,DFID,40967,Edinburgh Business School,"£1,650",Training - Course Fees,West and Southern Africa,
DFID,DFID,40947,Communicaid Grp Ltd,"£6,325",Training - Travel & Subsistence,West and Southern Africa,
DFID,DFID,40949,Communicaid Grp Ltd,"£12,596",Training - Travel & Subsistence,West and Southern Africa,
DFID,DFID,40960,Communicaid Grp Ltd,"£12,616",Training - Travel & Subsistence,West and Southern Africa,
DFID,DFID,40941,Communicaid Grp Ltd,"£8,357",Training - Travel & Subsistence,West and Southern Africa,
DFID,DFID,40946,Jeffery Travels,"£1,309",Training - Travel & Subsistence,West and Southern Africa,
DFID,DFID,40947,Ulendo Safaris,"£1,020",Training - Travel & Subsistence,West and Southern Africa,
DFID,DFID,40947,COMMUNICAID GRP LIMITED,"£10,072",Training - Travel & Subsistence,West and Southern Africa,
DFID,DFID,40947,COMMUNICAID GRP LIMITED,"£2,798",Training - Travel & Subsistence,West and Southern Africa,
DFID,DFID,40959,British Airways Ltd,£568,Training - Travel & Subsistence,West and Southern Africa,
DFID,DFID,40961,Jeffery Travels,£723,Training - Travel & Subsistence,West and Southern Africa,
DFID,DFID,40955,Recipient name withheld,£526,Travel - Subsistence,West and Southern Africa,
