Dep,Entity,Date, Expense Type, Expense Area,Supplier  ,Transaction Number, Amount, Invoice Description
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-101 ,"£1,304.49",
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,100227-101 ,"£1,297.92",
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,"£1,297.66",
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,"£1,292.77",
DFID,DFID,29/01/2013,Hostile Environment Training ,West and Southern Africa ,Pilgrims Group ,101622-101 ,"£1,286.28",
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,100212-101 ,"£1,248.40",
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,100212-101 ,"£1,248.40",
DFID,DFID,29/01/2013,Hostile Environment Training ,Human Resources Security & Facilities Division ,Pilgrims Group ,100266-101 ,"£1,236.25",
DFID,DFID,29/01/2013,Conferences  Seminars & Meeting/Event Resource ,West and Southern Africa ,Siyenza ,101631-101 ,"£1,210.74",
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,"£1,210.09",
DFID,DFID,29/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202333-102 ,"£1,157.90",
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-101 ,"£1,142.16",
DFID,DFID,29/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202333-104 ,"£1,133.69",
DFID,DFID,29/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,100039-108 ,"£1,104.55",
DFID,DFID,29/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,100039-104 ,"£1,090.79",
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,203336-101 ,"£1,090.79",
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101616-101 ,"£1,090.79",
DFID,DFID,29/01/2013,Air fares ,Conflict Humanitarian and Security Division ,Corporate Travel Provider ,100049-101 ,"£1,090.79",
DFID,DFID,29/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Saimon Overseas Ltd ,100025-105 ,"£1,089.58",
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,100234-101 ,"£1,086.66",
DFID,DFID,29/01/2013,Generators & spares ,East and Central Africa ,Kobil Petroleum Rwanda SARL ,101628-101 ,"£1,081.81",
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,100234-101 ,"£1,077.96",
DFID,DFID,29/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,201739-101 ,"£1,050.96",
DFID,DFID,29/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,201739-101 ,"£1,045.59",
DFID,DFID,29/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,201739-101 ,"£1,035.96",
DFID,DFID,29/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,100039-104 ,"£1,027.54",
DFID,DFID,29/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,100039-108 ,"£1,024.86",
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,"£1,024.75",
DFID,DFID,29/01/2013,Facilities Management payments ,West and Southern Africa ,Raju's Electricals ,101629-101 ,"£1,019.51",
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-103 ,"£1,007.80",
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,202586-101 ,£991.05,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£990.00,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,100020-101 ,£987.85,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101635-101 ,£983.99,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-101 ,£975.86,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,100189-101 ,£974.01,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£971.07,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-105 ,£941.60,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,201689-101 ,£927.32,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Harvey World Travel Centurion ,101631-101 ,£926.99,
DFID,DFID,29/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101621-101 ,£908.20,
DFID,DFID,29/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-106 ,£905.75,
DFID,DFID,29/01/2013,Data Network -Satellite ,Business Solutions Division Level ,Level 3 ,200002-117 ,£898.78,
DFID,DFID,29/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202334-101 ,£890.79,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,202586-101 ,£879.80,
DFID,DFID,29/01/2013,Air fares ,Policy Division ,Corporate Travel Provider ,100191-101 ,£878.49,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,201689-101 ,£875.12,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£874.54,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-101 ,£860.69,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£858.96,
DFID,DFID,29/01/2013,Training - Travel & Subsistence ,Western Asia and Stabilisation Division ,Recipient name withheld ,101624-101 ,£855.01,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£853.05,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£853.05,
DFID,DFID,29/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,203035-102 ,£851.69,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£849.98,
DFID,DFID,29/01/2013,Training - Course Fees ,Internal Audit ,BHBi CONSULTANCY LTD ,100121-101 ,£849.00,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£847.88,
DFID,DFID,29/01/2013,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£847.30,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101618-101 ,£839.31,
DFID,DFID,29/01/2013,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£837.85,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-103 ,£837.69,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£822.04,
DFID,DFID,29/01/2013,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£817.05,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Supplier Name withheld ,104227-102 ,£815.63,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£806.20,
DFID,DFID,29/01/2013,Hostile Environment Training ,Internal Audit ,Pilgrims Group ,100121-101 ,£802.14,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,202462-104 ,£790.29,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£789.14,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101638-101 ,£777.48,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,100307-101 ,£777.30,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,201701-101 ,£777.30,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Lamar Travel Agency ,101629-101 ,£775.73,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£772.04,
DFID,DFID,29/01/2013,Air fares ,Policy Division ,Corporate Travel Provider ,202402-105 ,£763.90,
DFID,DFID,29/01/2013,Air fares ,Policy Division ,Corporate Travel Provider ,202402-106 ,£763.54,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-101 ,£758.01,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£729.58,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-101 ,£723.67,
DFID,DFID,29/01/2013,Air fares ,International Finance Division ,Corporate Travel Provider ,202259-101 ,£720.19,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,100068-101 ,£720.05,
DFID,DFID,29/01/2013,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£717.85,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-102 ,£716.36,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,East and Central Africa ,Corporate Travel Provider ,103015-101 ,£714.45,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,East and Central Africa ,Corporate Travel Provider ,103015-101 ,£714.45,
DFID,DFID,29/01/2013,Air fares ,Policy Division ,Corporate Travel Provider ,100277-108 ,£706.69,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-101 ,£699.20,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-101 ,£699.20,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,202288-104 ,£691.20,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,202288-104 ,£691.20,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-101 ,£688.71,
DFID,DFID,29/01/2013,Air fares ,Policy Division ,Corporate Travel Provider ,100275-101 ,£680.80,
DFID,DFID,29/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101621-101 ,£675.46,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,Finance and Corporate Performance Division ,Corporate Travel Provider ,100201-101 ,£670.44,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£669.95,
DFID,DFID,29/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202392-103 ,£666.06,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,100146-101 ,£665.89,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-102 ,£665.89,
DFID,DFID,29/01/2013,Air fares ,Policy Division ,Corporate Travel Provider ,202402-104 ,£665.69,
DFID,DFID,29/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101611-101 ,£665.69,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,International Relations Division ,Corporate Travel Provider ,201711-101 ,£660.22,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,202288-104 ,£647.20,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,202288-104 ,£647.20,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,202288-104 ,£647.20,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£642.31,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,202586-101 ,£641.99,
DFID,DFID,29/01/2013,Hostile Environment Training ,West and Southern Africa ,Pilgrims Group ,100189-101 ,£634.14,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-101 ,£626.90,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-101 ,£624.70,
DFID,DFID,29/01/2013,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-101 ,£624.70,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101604-101 ,£623.38,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,200239-107 ,£621.99,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£619.47,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,201701-101 ,£612.50,
DFID,DFID,29/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202333-102 ,£609.53,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£609.09,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,100020-101 ,£607.85,
DFID,DFID,29/01/2013,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-108 ,£605.00,
DFID,DFID,29/01/2013,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-108 ,£605.00,
DFID,DFID,29/01/2013,Air fares ,International Relations Division ,Corporate Travel Provider ,100240-103 ,£604.34,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,100307-101 ,£603.49,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,201701-101 ,£603.49,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,100307-101 ,£599.20,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£599.16,
DFID,DFID,29/01/2013,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-108 ,£593.10,
DFID,DFID,29/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101621-101 ,£592.68,
DFID,DFID,29/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101621-101 ,£592.68,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,201701-101 ,£589.25,
DFID,DFID,29/01/2013,Facilities Management payments ,East and Central Africa ,British High Commission(Tsh) ,101634-101 ,£588.36,
DFID,DFID,29/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-101 ,£584.25,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101605-101 ,£580.39,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101605-101 ,£580.39,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101605-101 ,£580.39,
DFID,DFID,29/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202332-102 ,£577.85,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,100146-101 ,£576.55,
DFID,DFID,29/01/2013,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-108 ,£574.10,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,100020-101 ,£548.09,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,201701-101 ,£547.43,
DFID,DFID,29/01/2013,Air fares ,Policy Division ,Corporate Travel Provider ,202373-103 ,£536.96,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,Human Resources Security & Facilities Division ,Corporate Travel Provider ,100161-101 ,£535.32,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,201705-101 ,£530.22,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,201705-101 ,£530.22,
DFID,DFID,29/01/2013,Air fares ,Middle East & North Africa Division (MENAD) ,Corporate Travel Provider ,201705-101 ,£530.22,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-101 ,£523.90,
DFID,DFID,29/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£519.66,
DFID,DFID,29/01/2013,Air fares ,Conflict Humanitarian and Security Division ,Corporate Travel Provider ,202410-101 ,£510.05,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,Human Resources Security & Facilities Division ,Corporate Travel Provider ,100270-102 ,£509.77,
DFID,DFID,29/01/2013,Hotels - Accommodation only ,Human Resources Security & Facilities Division ,Corporate Travel Provider ,100266-108 ,£500.41,
DFID,DFID,30/01/2013,Facilities Management payments ,East and Central Africa ,Hussein Seif Aziz ,101628-101 ,£725.48,
DFID,DFID,30/01/2013,Secure Staff Accommodation ,International Relations Division ,MICHELLE BELLERS ,202319-101 ,"£5,905.24",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,Nicholas Russell ,202949-102 ,"£4,541.00",
DFID,DFID,30/01/2013,Technical and Advisory Services ,East and Central Africa ,RACHEL SMITH-GOVONI ,202394-103 ,"£6,275.40",
DFID,DFID,30/01/2013,Other Building Costs ,West and Southern Africa ,S R Nicolaou ,101637-101 ,"£3,386.52",
DFID,DFID,30/01/2013,Training - Course Fees ,Western Asia and Stabilisation Division ,Sally Brown ,202288-104 ,£600.00,
DFID,DFID,30/01/2013,Aid Programme - Other Financial Aid to Government ,Western Asia and Stabilisation Division ,Maternal Newborn and Child Health Programme  Pakistan ,113624-101 ,"£15,000,000.00",
DFID,DFID,30/01/2013,Aid Programme - Programme Contribution ,International Relations Division ,CSC ,202861-101 ,"£4,260,000.00",
DFID,DFID,30/01/2013,Aid Programme - Trust Funds contributions ,Policy Division ,IBRD HSBC T ,203034-102 ,"£1,000,000.00",
DFID,DFID,30/01/2013,Technical and Advisory Services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,201433-102 ,"£875,752.43",
DFID,DFID,30/01/2013,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,THE SAVE THE CHILDREN FUND ,201874-102 ,"£782,455.00",
DFID,DFID,30/01/2013,Aid Programme - Accountable Grant Payments ,Communications Division ,CAFOD ,202197-101 ,"£765,690.00",
DFID,DFID,30/01/2013,Aid Programme - Partnership Programme Arrangements ,Policy Division ,MALARIA CONSORTIUM ,202700-101 ,"£667,567.25",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Policy Division ,IMPERIAL COLLEGE LONDON ,200706-101 ,"£436,329.52",
DFID,DFID,30/01/2013,Aid Programme - Accountable Grant Payments ,East and Central Africa ,RED R ,202301-101 ,"£372,293.02",
DFID,DFID,30/01/2013,Technical and Advisory Services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,200341-101 ,"£367,100.35",
DFID,DFID,30/01/2013,Technical and Advisory Services ,West and Southern Africa ,DAI EUROPE LIMITED ,113961-104 ,"£350,599.92",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Policy Division ,PRICEWATERHOUSECOOPERS ,202372-102 ,"£341,858.64",
DFID,DFID,30/01/2013,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,THE ASIA FOUNDATION ,202798-102 ,"£215,867.25",
DFID,DFID,30/01/2013,Aid Programme - Accountable Grant Payments ,Policy Division ,INSTITUTE OF DEV  STUDIES UNIVER ,203608-102 ,"£191,261.67",
DFID,DFID,30/01/2013,Technical and Advisory Services ,International Finance Division ,MAXWELL STAMP PLC ,200634-102 ,"£163,611.54",
DFID,DFID,30/01/2013,Technical and Advisory Services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,200294-104 ,"£153,861.46",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,CHRISTIAN AID ,113311-101 ,"£115,826.64",
DFID,DFID,30/01/2013,Aid Programme - Humanitarian Material Relief Assistance and Services ,Western Asia and Stabilisation Division ,International Organization for Migration ,202276-104 ,"£105,262.00",
DFID,DFID,30/01/2013,Technical and Advisory Services ,East and Central Africa ,HEALTH PARTNERS INTERNATIONAL ,200250-115 ,"£103,413.06",
DFID,DFID,30/01/2013,Data Network - land lines ,Business Solutions Division Level ,CABLE & WIRELESS COMMUN ,203329-103 ,"£53,856.91",Monthly (ECHO) Data Link Overseas land line costs
DFID,DFID,30/01/2013,Technical and Advisory Services ,West and Southern Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,200344-102 ,"£56,592.30",
DFID,DFID,30/01/2013,Technical and Advisory Services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,201433-102 ,"£56,587.50",
DFID,DFID,30/01/2013,Data Network -Satellite ,Business Solutions Division Level ,Level 3 ,200002-117 ,"£58,442.71",Quarterly UK telephone and communication costs (Oct-Dec 2012) 
DFID,DFID,30/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,ADAM SMITH INTERNATIONAL  LTD ,201367-103 ,"£52,478.04",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,TURNER & TOWNSEND ,201652-105 ,"£47,834.52",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Research and Evidence Division ,CAB INTERNATIONAL ,112152-101 ,"£47,281.43",
DFID,DFID,30/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Flexiform Business Furniture Limited ,203716-101 ,"£45,373.92",
DFID,DFID,30/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Flexiform Business Furniture Limited ,203716-101 ,"£44,167.68",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Conflict Humanitarian and Security Division ,THE HALO TRUST ,201745-106 ,"£40,670.00",
DFID,DFID,30/01/2013,Technical and Advisory Services ,East and Central Africa ,OXFORD POLICY MANAGEMENT ,203396-101 ,"£38,029.34",
DFID,DFID,30/01/2013,Aid Programme - Partnership Programme Arrangements ,Policy Division ,MAPACTION ,202793-101 ,"£37,789.50",
DFID,DFID,30/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Flexiform Business Furniture Limited ,203716-101 ,"£37,014.96",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Research and Evidence Division ,  CfBT Education Trust ,202242-105 ,"£34,200.00",
DFID,DFID,30/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,Asia  Caribbean and Overseas Territories ,FCO SERVICES ,201652-105 ,"£33,172.00",
DFID,DFID,30/01/2013,Aid Programme - Aid and Trade Provision ,Asia  Caribbean and Overseas Territories ,ECGD ACCOUNT ,108239-101 ,"£31,729.00",
DFID,DFID,30/01/2013,Data Network - land lines ,Business Solutions Division Level ,CABLE & WIRELESS COMMUN ,200002-185 ,"£104,545.78",Monthly (ECHO) Data Link Overseas land line costs
DFID,DFID,30/01/2013,Operating Lease rental of buildings ,East and Central Africa ,Supplier Name withheld ,202913-104 ,"£29,915.13",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,PATH ,203029-105 ,"£29,000.00",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Policy Division ,PATH ,202674-101 ,"£28,153.00",
DFID,DFID,30/01/2013,Other Admin Costs ,International Relations Division ,CSC ,202861-102 ,"£495,000.00",Commonwealth Scholarship Commission Administration costs for 2012/13 
DFID,DFID,30/01/2013,Technical and Advisory Services ,Conflict Humanitarian and Security Division ,THE HALO TRUST ,201745-106 ,"£24,860.00",
DFID,DFID,30/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,203717-101 ,"£23,068.37",
DFID,DFID,30/01/2013,Technical and Advisory Services ,West and Southern Africa ,Marriott Davies Yapp LLP ,203317-103 ,"£22,031.59",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,201630-103 ,"£21,916.98",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Conflict Humanitarian and Security Division ,THE HALO TRUST ,201745-106 ,"£21,169.00",
DFID,DFID,30/01/2013,Aid Programme - Aid and Trade Provision ,Asia  Caribbean and Overseas Territories ,ECGD ACCOUNT ,108234-101 ,"£21,155.31",
DFID,DFID,30/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Flexiform Business Furniture Limited ,203716-101 ,"£20,912.40",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Aurat Publication and Information Service Foundation ,203029-101 ,"£20,602.49",
DFID,DFID,30/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Flexiform Business Furniture Limited ,203716-101 ,"£18,889.68",
DFID,DFID,30/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Flexiform Business Furniture Limited ,203716-101 ,"£18,655.92",
DFID,DFID,30/01/2013,Secure Staff Accommodation ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,"£17,795.20",
DFID,DFID,30/01/2013,Facilities Management payments ,West and Southern Africa ,Shell Trustees (Nigeria) Ltd ,101622-101 ,"£17,373.98",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Human Resources Security & Facilities Division ,Healix International Limited (Fees) ,202423-101 ,"£16,706.28",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,201129-104 ,"£16,601.25",
DFID,DFID,30/01/2013,Aid Programme - Aid and Trade Provision ,Asia  Caribbean and Overseas Territories ,ECGD ACCOUNT ,108232-101 ,"£16,263.95",
DFID,DFID,30/01/2013,Technical and Advisory Services ,West and Southern Africa ,HTSPE LTD ,202541-105 ,"£14,404.03",
DFID,DFID,30/01/2013,Telephone Usage & services ,Business Solutions Division Level ,CABLE & WIRELESS COMMUN ,200002-185 ,"£13,128.68",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Policy Division ,PRICEWATERHOUSECOOPERS ,202648-101 ,"£12,792.78",
DFID,DFID,30/01/2013,Oil - Other Utilities ,East and Central Africa ,TAAM Petroleum Ltd(US$) ,202594-101 ,"£12,618.30",
DFID,DFID,30/01/2013,other information and communication technologies ,Western Asia and Stabilisation Division ,Supplier Name withheld ,101601-110 ,"£12,411.69",
DFID,DFID,30/01/2013,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,101625-105 ,"£11,159.33",
DFID,DFID,30/01/2013,Technical and Advisory Services ,Conflict Humanitarian and Security Division ,THE HALO TRUST ,201745-106 ,"£11,054.00",
DFID,DFID,30/01/2013,Computer Software Licenses ,Business Solutions Division Level ,eG Innovations ,200003-145 ,"£11,040.00",
