Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Postcode,Supplier Type,Contract Number ,Project Code,Expenditure Type 
,,15-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MEDICAL RESEARCH COUNCIL MRC,MRC_24772,"1,000,000.00",Methodology Programme,SN2 1FF,PUBLIC,,,
,,15-Aug-17,Other programme expenditure,FINANCE AND GROUP OPERATIONS,CROWN COMMERCIAL SERVICE CCS,SINMIS7498,"92,990.00",Complex Transaction Team -  - Stakeholder Management - Design Authority - Stress Testing Cat - Towers paymemt & performance mechanisms - Stress Testing Cat Towers bid evaluation processes ,L3 9PP,PUBLIC,,,
,,15-Aug-17,ENDPBs Admin Capital Grant in Aid,COMMUNITY CARE,HOMES AND COMMUNITIES AGENCY (HCA),S0013896,"632,250.00",CASSH capital (HCA) 17-18,NE11 0NA,PUBLIC,,,
,,15-Aug-17,ENDPBs Admin Revenue Grant in Aid,GLOBAL AND PUBLIC HEALTH,NHS BLOOD AND TRANSPLANT (NHSBT),955652,"5,508,000.00",NHS Blood and Transplant (NHSBT)'s 17/18 revenue allocation,LS15 7TW,PUBLIC,,,
,,16-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,HOME OFFICE,1137853,"31,294.80",Other PRP Research,NP20 9BB,PUBLIC,,,
,,16-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ORTHOX LTD,170628,"77,002.29",Invention for Innovation,OX144SE,SME,,,
,,16-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,RAND EUROPE CIC,17336/10073-87,"22,168.72",Other PRP Research,CB4 1YG,SME,,,
,,16-Aug-17,Utilities,FINANCE AND GROUP OPERATIONS,EDF ENERGY PLC,3144839,"25,446.74",Richmond House - Electricity Charges from April 2017 - March 2018,PL3 5XQ,LARGE,,,
,,16-Aug-17,Utilities,FINANCE AND GROUP OPERATIONS,EDF ENERGY PLC,3144839,0.01,,PL3 5XQ,LARGE,,,
,,16-Aug-17,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461027RI,"27,665.28",Skipton House - Central FM Costs Apr 2017 - Mar 2018,SO53 3YE,LARGE,,,
,,16-Aug-17,Consultancy/Professional Advice,FINANCE AND GROUP OPERATIONS,PINSENT MASONS LLP,6336688,"73,048.50",,LS1 5AB,LARGE,,,
,,16-Aug-17,Provisions cash payment,ACUTE CARE AND WORKFORCE,NHS INJURY BENEFITS SCHEME,ERS-578213-142681,"3,968,670.41",Injury Benefit payments 1718,FY7 8LG,PUBLIC,,,
,,16-Aug-17,Outsourcing Contract,COMMUNITY CARE,MENTAL HEALTH FIRST AID,12924,"85,620.00",Mental Health First Aid in Schools,N1 6AH,SME,,,
,,16-Aug-17,Service charge,COMMUNITY CARE,PAERS Ltd,1617-018,"33,000.00","Revenue 17/18 - GPSOC Replacement  - Paers  -  GP Systems of Choice (Replacement contract) supplies, covering the period July - December 17 - Patient  facing services covering July - December 17",LN9 6QB,SME,,,
,,16-Aug-17,Outsourcing Contract,ACUTE CARE AND WORKFORCE,IBM UK LTD,5807171896,"39,000.00",DH/IBM Contract - Enhance project 6 - Expenses Solution,PO6 3AU,LARGE,,,
,,16-Aug-17,Revenue Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,SKILLS FOR CARE LTD,ERS-578214-142701,"1,520,000.00",2017/024 development of adult social care workforce,LS1 2RP,VCS,,,
,,16-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,THE ROYAL COLLEGE OF PAEDIATRICS AND CHILD HEALTH,10000519,"29,294.00",British Paediatric Surveillance Unit (BPSU) surveillance project,WC1X 8SH,PUBLIC,,,
,,17-Aug-17,Capital policy payments,ACUTE CARE AND WORKFORCE,SAPIENT LTD,46288,"40,923.00",Advisory Committee for Clinical Excellence Awards - IT Project from April 1st 2017 - March 30th 2018,E1 6DU,LARGE,,,
,,18-Aug-17,Consultancy/Professional Advice,FINANCE AND GROUP OPERATIONS,DELOITTE,1111487070,"60,000.00",Professional Services. Consultancy. Financial - Project Florence,MK9 1FD,LARGE,,,
,,18-Aug-17,Consultancy/Professional Advice,FINANCE AND GROUP OPERATIONS,DELOITTE,1111491017,"60,000.00",Professional Services. Consultancy. Financial - Project Florence,MK9 1FD,LARGE,,,
,,18-Aug-17,Consultancy/Professional Advice,FINANCE AND GROUP OPERATIONS,DELOITTE,1111491491,"60,000.00",Professional Services. Consultancy. Financial - Project Florence,MK9 1FD,LARGE,,,
,,18-Aug-17,Consultancy/Professional Advice,FINANCE AND GROUP OPERATIONS,DELOITTE,1111492936,"60,000.00",Professional Services. Consultancy. Financial - Project Florence,MK9 1FD,LARGE,,,
,,18-Aug-17,Addition Clearing - P&M,FINANCE AND GROUP OPERATIONS,KIER FACILITIES SERVICES LTD,16121724,"26,116.80","Wellington House – Installation of Airedale Chillers, Langlet Roofing System.",RG21 4HG,LARGE,,,
,,18-Aug-17,Printing,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584242521,"29,873.90",Xerox Managed Print Service Apr 17 - Mar 18,WS11 0JA,LARGE,,,
,,18-Aug-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584242565,"46,646.98",WR1043-04 - 39 Victoria Street Building - DH Accommodation Move - IT Project,WS11 0JA,LARGE,,,
,,18-Aug-17,Capital Grants to non-profit institutions,FINANCE AND GROUP OPERATIONS,THE ROYAL MARSDEN CANCER CHARITY,CHAPS 18/8/17,"600,000.00",LIBOR 2016 A16047 Royal Mardsen Capital,SW3 6JJ,PUBLIC,,,
,,18-Aug-17,Revenue Grants to non-profit institutions,FINANCE AND GROUP OPERATIONS,THE ROYAL MARSDEN CANCER CHARITY,CHAPS 18/8/17,"329,182.00",LIBOR 2016 A10607 Royal Marsden revenue,SW3 6JJ,PUBLIC,,,
,,18-Aug-17,Outsourcing Contract,GROUP OPERATIONS,HM REVENUE AND CUSTOMS HMRC,1.80E+13,"8,469.00",SURGE team resource Feb/March - top up to cover invoice: 18000010282017,BN12 4XH,PUBLIC,,,
,,18-Aug-17,Recruitment,GROUP OPERATIONS,HM REVENUE AND CUSTOMS HMRC,1.80E+13,"21,819.00",SURGE team resource Feb/March,BN12 4XH,PUBLIC,,,
,,21-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-578299-142787,"50,000.00",Invention for Innovation,WC1E 6BT,PUBLIC,,,
,,21-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-578300-142784,"54,550.00",CRF's CRII,BN2 3EW,PUBLIC,,,
,,21-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SPECTRUM COMMUNITY HEALTH CIC,ERS-578302-142792,"25,112.00",Research for patients benefit programme, WF1 5RH,SME,,,
,,21-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-578303-142789,"67,703.50",Health Tech Assessment,SO17 1BJ,PUBLIC,,,
,,21-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,WARWICK UNIVERSITY OF,ERS-578305-142791,"25,891.42",APPLIED CLINICAL DRF's,CV4 7AL,PUBLIC,,,
,,21-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CITY UNIVERSITY LONDON,ERS-578306-142785,"278,434.00",Invention for Innovation,EC1V 0HB,PUBLIC,,,
,,21-Aug-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,451774,"134,879.68",RBA852 - Kingsley Green  - HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST - Maintenance & Security,AL3 5TL,PUBLIC,,,
,,21-Aug-17,Additions NHS FTs Capital Investment Loans,Central Technical,BOLTON NHS FOUNDATION TRUST,HAFS-23087,"519,000.00",,BL4 0JR,PUBLIC,,,
,,21-Aug-17,Additions PDC Capital Support NHS FT Permanent,Central Technical,DORSET HEALTH CARE NHS FOUNDATION TRUST,HAFS-23077,"35,000.00",,BH1 4JQ,PUBLIC,,,
,,21-Aug-17,Additions PDC Capital Support NHS T Permanent,Central Technical,EAST SUSSEX HEALTHCARE NHS TRUST,HAFS-23078,"430,000.00",,TN37 7PT,PUBLIC,,,
,,21-Aug-17,Additions PDC Capital Support NHS T Permanent,Central Technical,EAST SUSSEX HEALTHCARE NHS TRUST,HAFS-23079,"489,000.00",,TN37 7PT,PUBLIC,,,
,,21-Aug-17,Additions PDC Capital Support NHS T Permanent,Central Technical,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,HAFS-23080,"211,000.00",,W12 0HS,PUBLIC,,,
,,21-Aug-17,Additions PDC Capital Support NHS T Permanent,Central Technical,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,HAFS-23081,"41,000.00",,W12 0HS,PUBLIC,,,
,,21-Aug-17,Additions PDC Capital Support NHS T Permanent,Central Technical,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,HAFS-23082,"184,000.00",,W12 0HS,PUBLIC,,,
,,21-Aug-17,Additions PDC Capital Support NHS T Permanent,Central Technical,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,HAFS-23083,"138,000.00",,CM20 1QX,PUBLIC,,,
,,21-Aug-17,Additions PDC Capital Support NHS T Permanent,Central Technical,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,HAFS-23086,"400,000.00",,WD18 0BH,PUBLIC,,,
,,21-Aug-17,Additions PDC Revenue Support NHS FT Permanent,Central Technical,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,HAFS-23084,"500,000.00",,BA1 3NG,PUBLIC,,,
,,21-Aug-17,Additions PDC Revenue Support NHS FT Permanent,Central Technical,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,HAFS-23085,"1,946,000.00",,BA1 3NG,PUBLIC,,,
,,21-Aug-17,Service charge,COMMUNITY CARE,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12674624,"70,642.20","Revenue 16/17 - NME-LSP -  NHS Digital - NME LSP Contract, committed deployment, N3 Service charges to NHS Digital",LS1 6AE,PUBLIC,,,
,,21-Aug-17,Capital Grants to local authorities,COMMUNITY CARE,YORK COUNCIL CITY OF,ERS-578322-142801,"178,200.00",Places of Safety grant,YO1 8ZD,PUBLIC,,,
,,21-Aug-17,Other programme expenditure,ACUTE CARE AND WORKFORCE,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,FASTER PAYT,"101,372.72",,WC1E 7HT,PUBLIC,,,
,,21-Aug-17,Addition Clearing - SW LIC,ACUTE CARE AND WORKFORCE,IBM UK LTD,5807171895,"152,263.60",ESR Roadmap Projects,PO6 3AU,LARGE,,,
,,21-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,MULTI RESOURCE MARKETING LTD,134773,"56,154.73",Healthy Start Reimbursement Unit - admin costs,LE16 9NR,SME,,,
,,21-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,MULTI RESOURCE MARKETING LTD,134773,0.01,,LE16 9NR,SME,,,
,,21-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,NHS SUPPLY CHAIN,9048000027,"164,846.21",Schools Fruit and Vegetable scheme - reimbursement costs,DE55 4QJ,PUBLIC,,,
,,21-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,NHS SUPPLY CHAIN,9048000028,"752,949.07",Schools Fruit and Vegetable scheme - reimbursement costs,DE55 4QJ,PUBLIC,,,
,,21-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,NHS SUPPLY CHAIN,9048000029,"1,488,791.98",Schools Fruit and Vegetable scheme - reimbursement costs,DE55 4QJ,PUBLIC,,,
,,22-Aug-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,PA CONSULTING SERVICES LTD,10119971,"76,335.40",NIHR Systems,SG8 6DP,LARGE,,,
,,22-Aug-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,PA CONSULTING SERVICES LTD,10119973,"30,180.00",NIHR Systems,SG8 6DP,LARGE,,,
,,22-Aug-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,PA CONSULTING SERVICES LTD,10119974,"36,247.42",NIHR Systems,SG8 6DP,LARGE,,,
,,22-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,1410075894,"166,787.30",NCCRCD Management,LS9 7TF,PUBLIC,,,
,,22-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,1410075895,"53,564.71",NCCRCD Management,LS9 7TF,PUBLIC,,,
,,22-Aug-17,Printing,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584242522,"33,553.29",Xerox Managed Print Service Apr 17 - Mar 18,WS11 0JA,LARGE,,,
,,22-Aug-17,Revenue Grants to Other Bodies,ACUTE CARE AND WORKFORCE,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),ERS-578343-142821,"17,000,000.00",2017/003 SWB 2017 academic yr payments1&2,NE15 8NY,PUBLIC,,,
,,22-Aug-17,Revenue Grants to Other Bodies,ACUTE CARE AND WORKFORCE,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),ERS-578343-142821,"17,000,000.00",2017/003 SWB 2017 academic yr payments1&2,NE15 8NY,PUBLIC,,,
,,22-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,NHS SUPPLY CHAIN,23001324,"33,487.40",Schools Fruit and Vegetable scheme - admin costs,DE55 4QJ,PUBLIC,,,
,,22-Aug-17,Policy Payments,GLOBAL AND PUBLIC HEALTH,MINISTRY OF DEFENCE (MOD),7503341,"214,556.01",2017-18 MoD recharges UK service personnel in Germany healthcare,L2 3YL,PUBLIC,,,
,,22-Aug-17,Provisions cash payment,GLOBAL AND PUBLIC HEALTH,MFET LTD,MFET-6/2017-18,"340,459.00",MFET Ltd - Funding for 2017/18,SW1H 0QS,SME,,,
,,22-Aug-17,Provisions cash payment,GLOBAL AND PUBLIC HEALTH,THE MACFARLANE TRUST,MFT-04/2017-18,"137,431.83",Macfarlane Trust funding for 2017.,SW1H 0QS,VCS,,,
,,23-Aug-17,Policy Payments,ACUTE CARE AND WORKFORCE,NORTH WEST LONDON HOSPITALS NHS TRUST,A0035857,"36,758.00",Eligibility Checking Pilot Support Funding,HA1 3UJ,PUBLIC,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,1410075893,"95,250.00",NIHR Leadership Programme,LS9 7TF,PUBLIC,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,RAND EUROPE CIC,17382/10073-88,"21,386.69",Other PRP Research,CB4 1YG,SME,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SQW LTD,18263,"96,245.00",Other PRP Research,CB4 9ZR,SME,,,
,,23-Aug-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,LGC LTD,50602702,"913,430.15",Central Commissioning Function,TW11 0LY,LARGE,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-578383-142855,"375,000.00",NIHR School for Primary Care Research,OX1 2XN,PUBLIC,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-578389-142848,"50,967.00",Research for patients benefit programme,OX4 2PG,PUBLIC,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS BRISTOL CCG 11H,ERS-578392-142861,"28,381.21",Service Delivery & Org,BS1 3NX,PUBLIC,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-578394-142853,"50,000.00",Global Health Research Units,M13 9PL,PUBLIC,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-578395-142851,"50,000.00",Global Health Research Units,CB2 1TN,PUBLIC,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-578396-142858,"38,282.01",NIHR Public Health Research NETSCC,S10 2UH,PUBLIC,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,WARWICK UNIVERSITY OF,ERS-578399-142860,"65,396.70",HTA Clinical Evaluation Trial,CV4 7AL,PUBLIC,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-578400-142850,"78,118.25",HTA Clinical Evaluation Trial,B15 2TT,PUBLIC,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-578401-142852,"89,732.00",APPLIED CLINICAL DRF's,LS2 9JT,PUBLIC,,,
,,23-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ST ANDREWS UNIVERSITY OF,FI056863,"30,811.20",PORTFOLIO SUPPORT ADVISER,KY16 9RJ,PUBLIC,,,
,,23-Aug-17,Addition Clearing - IT,FINANCE AND GROUP OPERATIONS,INSIGHT DIRECT UK LTD,3509357,"51,343.92",CP3 Hardware requirements,UB8 1PH,LARGE,,,
,,23-Aug-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,BROVANTURE LTD,650244,"1,455.00",Disaster Recovery Apr 17 - Mar 18,GU2 7YG,SME,,,
,,23-Aug-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,BROVANTURE LTD,650244,"30,042.00",Hosting and licenses (based on 3 environments) Apr 17 - Mar 18,GU2 7YG,SME,,,
,,23-Aug-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,BROVANTURE LTD,650244,"10,000.00",Support Apr 17 - Mar 18,GU2 7YG,SME,,,
,,23-Aug-17,Consultancy/Professional Advice,FINANCE AND GROUP OPERATIONS,ERNST AND YOUNG LLP,GB10300028323,"314,334.00",ICC Transformation Services - Core Team 17/18,SE1 2AF,LARGE,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,A G Axton,7084,"90,852.26",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Fresh Direct,18783627,"69,956.02",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Fresh Direct,18783628,"28,838.07",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,G W Price,510152,"33,880.24",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,G W Price,510153,"40,827.39",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (B'ham),SIN0127269,"80,590.94",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (B'ham),SIN0127270,"25,045.96",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (B'ham),SIN0127272,"26,615.77",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (B'ham),SIN0127276,"43,497.49",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (B'ham),SIN0127280,"50,562.21",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (B'ham),SIN0127282,"32,505.84",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Total Produce (Bristol),B17060130835,"27,303.87",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Total Produce (Bristol),B17060130933,"40,905.54",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Total Produce (Bristol),B17060130801,"38,517.74",,,SME,,,
,,23-Aug-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Total Produce (Bristol),B17060130865,"37,897.69",,,SME,,,
,,23-Aug-17,Policy Payments,GLOBAL AND PUBLIC HEALTH,HOMES AND COMMUNITIES AGENCY (HCA),S0013575.,"1,680,510.00",Homelessness Change and Platform for Life programmes,NE11 0NA,PUBLIC,,,
,,24-Aug-17,Additions-other equity,CHIEF SCIENTIFIC ADVISOR,GENOMICS ENGLAND LTD,IAT 24/8/17,"35,000,000.00",NA,EC1M,PUBLIC,,,
,,24-Aug-17,Addition Clearing - F&F,FINANCE AND GROUP OPERATIONS,FLEXIFORM BUSINESS FURNITURE LTD,458333,"25,541.99",Richmond - Demo Space Phase 1,BD3 7AE,SME,,,
,,24-Aug-17,DH Support to Mergers,Central Technical,FRIMLEY HEALTH NHS FOUNDATION TRUST,N0093134,"8,055,000.00",Indemnity Claims for acquisition of  Heatherwood Wrexham Park,GU16 5UJ,PUBLIC,,,
,,24-Aug-17,Outsourcing Contract,COMMUNITY CARE,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),37648,"26,211.00",,,PUBLIC,,,
,,24-Aug-17,Capital Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,Southampton Hospital Charity,ERS-578480-142961,"500,000.00",LIBOR 2015 paediatric emergency trauma dept Southampton,SO16 6YD,PUBLIC,,,
,,24-Aug-17,Provisions cash payment,GLOBAL AND PUBLIC HEALTH,CAXTON FOUNDATION,CF-07/2017-18,"66,480.78",Caxton Foundation funding for 2017.,EN4 9NX,VCS,,,
,,25-Aug-17,Service charge,COMMUNITY CARE,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV019715,"37,934.00",Revenue 16/17 GPSOC EMIS -Development Capital-PDS Development Capital-SCR National Services-Deployment GP2GP National Services-Deployment SCR National Services-Deployment EPS2 System Migration Charges New Software & Upgrades,Yeadon,LARGE,,,
,,25-Aug-17,Service charge,COMMUNITY CARE,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV022037,"1,738,075.51","Revenue 17/18 GPSOC - revenue charges for the period commencing 01/07/17 - 31/12/17 - system support charges, training charges, interface mechanism charges, pairing assurance charges, development charges, hosting service charges",LS19 7BY,LARGE,,,
,,25-Aug-17,Addition Clearing - SW LIC,COMMUNITY CARE,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV022039,"104,467.20",Capital 17/18 GPSOC - capital charges for the period commencing 01/07/17 - 31/12/17 - migration charges; national functionality deployment and development charges,LS19 7BY,LARGE,,,
,,25-Aug-17,Service charge,COMMUNITY CARE,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV022039,"305,952.25","Revenue 17/18 GPSOC - revenue charges for the period commencing 01/07/17 - 31/12/17 - system support charges, training charges, interface mechanism charges, pairing assurance charges, development charges, hosting service charges",LS19 7BY,LARGE,,,
,,25-Aug-17,Addition Clearing - SW LIC,COMMUNITY CARE,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV022040,"31,766.00","Capital 17/18 - GPSOC Replacement - EMIS - GP Systems of Choice (Replacement contract) supplies, covering the period 01/04/2016 to 31/05/2016 for EMIS interim cost",Yeadon,LARGE,,,
,,25-Aug-17,Addition Clearing - SW LIC,COMMUNITY CARE,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV022240,"283,896.00","Capital 17/18 - GPSOC Replacement - EMIS - GP Systems of Choice (Replacement contract) supplies, covering the period 01/04/2016 to 31/05/2016 for EMIS interim cost",Yeadon,LARGE,,,
,,25-Aug-17,Service charge,COMMUNITY CARE,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV022240,"172,052.67","Revenue 17/18 GPSOC - revenue charges for the period commencing 01/07/17 - 31/12/17 - system support charges, training charges, interface mechanism charges, pairing assurance charges, development charges, hosting service charges",Yeadon,LARGE,,,
,,25-Aug-17,Capital Grants to non-profit institutions,COMMUNITY CARE,WARRINGTON COMMUNITY LIVING,ERS-578492-142981,"100,000.00",Policy Grant 2017/014h Places of Safety Warrington Community Living 17-18,WA1 1SR,VCS,,,
,,25-Aug-17,Capital Grants to non-profit institutions,COMMUNITY CARE,SHEFFIELD FUTURES,ERS-578493-143001,"75,000.00",Policy Grant 2017/014c Places of Safety Sheffield Futures 2017-18,S1 4GE,VCS,,,
,,25-Aug-17,Policy Payments,GLOBAL AND PUBLIC HEALTH,DEPARTMENT FOR WORK AND PENSIONS (DWP),2936406,"326,431.72",Provision of Overseas Healthcare Q4 and new work -extended amount.,FY5 3TA,PUBLIC,,,
,,25-Aug-17,Policy Payments,GLOBAL AND PUBLIC HEALTH,DEPARTMENT FOR WORK AND PENSIONS (DWP),2936406,"1,184,209.55",Recharges for EEA incentivisation payments 2016-2017 No.1,FY5 3TA,PUBLIC,,,
,,25-Aug-17,Other programme expenditure,GLOBAL AND PUBLIC HEALTH,CAXTON FOUNDATION,CF-08/2017-18,"72,660.52",To Add funds to the existing PO 532706 for the Caxton Foundation Service Delivery Payments (SDP) 2017 for September and October 2017.,EN4 9NX,VCS,,,
,,25-Aug-17,Provisions cash payment,GLOBAL AND PUBLIC HEALTH,SKIPTON FUND LTD,SF6/2017-18,"1,153,696.32",Skipton Fund funding for 2017/18.,SW1H 0QS,SME,,,
,,29-Aug-17,Additions NHS FTs Capital Investment Loans,Central Technical,POOLE HOSPITAL NHS FOUNDATION TRUST,HAFS-23098,"1,500,000.00",,BH15 2JB,PUBLIC,,,
,,29-Aug-17,Additions NHS FTs Capital Investment Loans,Central Technical,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-23100,"4,360,000.00",,SW17 0QT,PUBLIC,,,
,,29-Aug-17,Additions NHS Trust Capital Investment Loans,Central Technical,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,HAFS-23099,"1,795,000.00",,HA7 4LP,PUBLIC,,,
,,29-Aug-17,Additions PDC Capital Support NHS FT Permanent,Central Technical,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,HAFS-23089,"250,000.00",,CW1 4QJ,PUBLIC,,,
,,29-Aug-17,Additions PDC Capital Support NHS FT Permanent,Central Technical,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,HAFS-23090,"255,000.00",,NR4 7UY,PUBLIC,,,
,,29-Aug-17,Additions PDC Capital Support NHS FT Permanent,Central Technical,WESTERN SUSSEX NHS FOUNDATION TRUST,HAFS-23093,"100,000.00",,PO19 6SE,PUBLIC,,,
,,29-Aug-17,Additions PDC Capital Support NHS FT Permanent,Central Technical,WESTERN SUSSEX NHS FOUNDATION TRUST,HAFS-23094,"50,000.00",,PO19 6SE,PUBLIC,,,
,,29-Aug-17,Additions PDC Capital Support NHS T Permanent,Central Technical,BEDFORD HOSPITAL NHS TRUST,HAFS-23088,"120,000.00",,MK42 9DJ,PUBLIC,,,
,,29-Aug-17,Additions PDC Capital Support NHS T Permanent,Central Technical,ROYAL CORNWALL HOSPITAL NHS TRUST,HAFS-23091,"100,000.00",,TR1 2XN,PUBLIC,,,
,,29-Aug-17,Additions PDC Capital Support NHS T Permanent,Central Technical,SURREY & SUSSEX HEALTHCARE NHS TRUST,HAFS-23092,"520,000.00",,RH1 5RH,PUBLIC,,,
