 ,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction Number, Amount, Invoice Description
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Joint Trade Policy Division ,CARDNO EMERGING MARKETS (UK) LTD ,203535-103 ,"£55,236.00",
DFID,DFID,26/03/2014,Research & Development costs ,Research and Evidence Division ,INSTITUTE OF DEVELOPMENT STUDIES ,201097-101 ,"£34,401.00",
DFID,DFID,26/03/2014,Research & Development costs ,Research and Evidence Division ,UNIVERSITY OF LEEDS ,201025-102 ,"£224,387.25",
DFID,DFID,26/03/2014,Research & Development costs ,Research and Evidence Division ,University of Cape Town (UCT) ,201446-101 ,"£979,840.98",
DFID,DFID,26/03/2014,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,GLOBAL DEVELOPMENT NETWORK (3ie) ,203650-101 ,"£17,029.00",
DFID,DFID,26/03/2014,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,AATF ,201501-102 ,"£367,021.00",
DFID,DFID,26/03/2014,Aid Programme - Accountable Grant Payments ,Communications Division ,COMIC RELIEF ,202329-102 ,"£43,750.00",
DFID,DFID,26/03/2014,Aid Programme - Accountable Grant Payments ,Communications Division ,COMIC RELIEF ,203873-101 ,"£1,682,146.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203416-101 ,"£4,977.71",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Social Development Direct Ltd ,203245-103 ,"£13,144.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203416-101 ,"£61,716.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,South African Medical Research Council ,203709-101 ,"£99,679.00",
DFID,DFID,26/03/2014,Aid Programme - Accountable Grant Payments ,Conflict Humanitarian and Security Division ,SAVE THE CHILDREN ,203422-102 ,"£449,532.00",
DFID,DFID,26/03/2014,Aid Programme - Core contributions ,International Finance Division ,OECD ,201723-102 ,"£61,975.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203940-104 ,£585.06,
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203940-104 ,£734.94,
DFID,DFID,26/03/2014,Travel - Subsistence ,Western Asia and Stabilisation Division ,Crown Agents. ,203939-113 ,"£1,307.10",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,tesev ,203941-102 ,"£11,509.48",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,202741-104 ,"£175,200.00",
DFID,DFID,26/03/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,HARVARD UNIVERSITY (OFFICE FOR SPONSERED PROGRAMS) ,201227-135 ,"£73,409.79",
DFID,DFID,26/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,204007-106 ,"£17,346.69",
DFID,DFID,26/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,204007-102 ,"£25,477.33",
DFID,DFID,26/03/2014,Aid Programme - Voluntary contributions ,Western Asia and Stabilisation Division ,   THE WORLD BANK ,114450-101 ,"£600,000.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Mid Century Design Ltd ,202824-106 ,"£2,550.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Research and Evidence Division ,CHRISTOPHER ADAM ,201712-102 ,"£5,670.30",
DFID,DFID,26/03/2014,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,GSMA Mobile for Development Foundation Inc ,203804-101 ,"£1,161,428.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Research and Evidence Division ,Population Council ,202242-102 ,"£38,521.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Policy Division ,HTSPE LTD ,203134-101 ,£512.39,
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Policy Division ,HTSPE LTD ,203134-101 ,"£7,950.00",
DFID,DFID,26/03/2014,DFID Purchased Relief Supplies ,Policy Division ,IPA-International Procurement Agency (BV) ,201724-144 ,"£1,034.41",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Crown Agents. ,203466-103 ,"£16,430.40",
DFID,DFID,26/03/2014,Fund monies to be managed and dispersed by the supplier ,East and Central Africa ,Crown Agents. ,203109-106 ,"£25,000.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,202486-103 ,"£5,824.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Middle East & North Africa Division (MENAD) ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,202486-118 ,"£9,058.26",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Middle East & North Africa Division (MENAD) ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,202486-118 ,"£15,823.36",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,204308-105 ,"£8,181.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,204308-105 ,"£10,710.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Research and Evidence Division ,UNIVERSITY OF OXFORD ,203339-104 ,"£3,460.00",
DFID,DFID,26/03/2014,Project delivery costs - supplier services ,Research and Evidence Division ,UNIVERSITY OF OXFORD ,203339-104 ,"£31,962.00",
DFID,DFID,27/03/2014,Training - Course Fees ,East and Central Africa ,BRITISH HIGH COMMISSION KLA ,100234-101 ,£820.75,
DFID,DFID,27/03/2014,Office Equipment - Purchases ,East and Central Africa ,Infoage Africa Limited ,100234-101 ,"£3,066.54",
DFID,DFID,27/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,100144-101 ,£531.27,
DFID,DFID,27/03/2014,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,Recipient name withheld ,100020-101 ,£515.29,
DFID,DFID,27/03/2014,Oil - Other Utilities ,Group Operations ,Verdo Renewables Ltd ,100106-101 ,"£2,985.12",
DFID,DFID,27/03/2014,Computer hardware maintenance ,Business Solutions Division Level ,NORTHGATE HR LIMITED ,200002-105 ,"£2,919.84",
DFID,DFID,27/03/2014,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,200002-185 ,"£4,223.68",
DFID,DFID,27/03/2014,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,200002-185 ,"£7,027.20",
DFID,DFID,27/03/2014,Courier & Bag Services ,Policy Division ,TNT INTERNATIONAL ,100045-101 ,£501.34,
DFID,DFID,27/03/2014,Contract & Agency Staff ,Human Resources ,Anderson Knight Ltd ,100270-104 ,£597.18,
DFID,DFID,27/03/2014,Contract & Agency Staff ,Human Resources ,Anderson Knight Ltd ,100270-104 ,£597.18,
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,200173-101 ,"£20,700.00",
DFID,DFID,27/03/2014,Postage Costs ,Group Operations ,FCO SERVICES ,201157-101 ,"£2,973.14",
DFID,DFID,27/03/2014,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,"£1,322.28",
DFID,DFID,27/03/2014,Training - Course Fees ,Research and Evidence Division ,Kabira Club ,202331-102 ,"£2,602.73",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Recipient name withheld ,101613-101 ,£789.60,
DFID,DFID,27/03/2014,Telephone Usage & services ,West and Southern Africa ,Emerging Markets Telecommunications Services Ltd ,101622-107 ,"£3,031.28",
DFID,DFID,27/03/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£78,338.00",Secure Staff Accommodation - DFID Nigeria
DFID,DFID,27/03/2014,Air fares ,East and Central Africa ,UNHCR (Kenya) ,101616-101 ,£785.50,
DFID,DFID,27/03/2014,Furniture & Fittings ,East and Central Africa ,ANISUMA TRADERS LTD ,101628-101 ,"£6,345.27",
DFID,DFID,27/03/2014,Electricity ,East and Central Africa ,BRITISH HIGH COMMISSION KLA ,101635-101 ,£782.38,
DFID,DFID,27/03/2014,Hotels - Accommodation only ,East and Central Africa ,Fairview Hotel ,101630-101 ,£696.20,
DFID,DFID,27/03/2014,Hotels - Accommodation only ,East and Central Africa ,Fairview Hotel ,101630-101 ,£696.20,
DFID,DFID,27/03/2014,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,ALPHA PACIFIC SYSTEM ,201689-105 ,£721.41,
DFID,DFID,27/03/2014,Contract Catering Services ,Asia  Caribbean and Overseas Territories ,THE GOURMET FACTORY ,201689-105 ,"£1,199.12",
DFID,DFID,27/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,201689-114 ,"£2,413.96",
DFID,DFID,27/03/2014,Hotels - Accommodation only ,Policy Division ,Recipient name withheld ,202402-105 ,£665.49,
DFID,DFID,27/03/2014,Hotels - Accommodation only ,Research and Evidence Division ,Recipient name withheld ,202392-107 ,£622.37,
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203944-102 ,"£5,100.00",
DFID,DFID,27/03/2014,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,203329-103 ,"£2,395.76",
DFID,DFID,27/03/2014,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,203329-103 ,"£4,223.68",
DFID,DFID,27/03/2014,Furniture & Fittings ,East and Central Africa ,ANISUMA TRADERS LTD ,100235-101 ,£653.45,
DFID,DFID,27/03/2014,Furniture & Fittings ,East and Central Africa ,ANISUMA TRADERS LTD ,100235-101 ,"£2,856.07",
DFID,DFID,27/03/2014,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Lilleker Bros (Nigeria) Ltd ,100153-101 ,"£30,424.82",
DFID,DFID,27/03/2014,Telephone Sys -hardware ,Asia  Caribbean and Overseas Territories ,VODAFONE LIMITED ,201652-106 ,"£5,824.00",
DFID,DFID,27/03/2014,other information and communication technologies ,Asia  Caribbean and Overseas Territories ,VODAFONE LIMITED ,201652-106 ,"£21,653.00",
DFID,DFID,27/03/2014,Hardware - networking equipment ,Asia  Caribbean and Overseas Territories ,VODAFONE LIMITED ,201652-106 ,"£23,613.00",
DFID,DFID,27/03/2014,Repairs  Maint  Alter - Property & Constrct. Services ,Asia  Caribbean and Overseas Territories ,Cherryhill Interiors Limited ,100114-104 ,"£1,859.93",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,TURNER & TOWNSEND ,100114-104 ,"£18,676.00",
DFID,DFID,27/03/2014,Repairs  Maint  Alter - Property & Constrct. Services ,Business Solutions Division Level ,RTS Communications ,200003-155 ,£914.00,
DFID,DFID,27/03/2014,AV conferencing systems -accessories ,Business Solutions Division Level ,RTS Communications ,200003-155 ,"£2,001.00",
DFID,DFID,27/03/2014,Hardware - networking equipment ,Business Solutions Division Level ,VODAFONE LIMITED ,200003-121 ,"£43,660.78",
DFID,DFID,27/03/2014,Aid Programme - Trust Funds contributions ,Western Asia and Stabilisation Division ,Supplier Name withheld ,203952-101 ,"£10,000,000.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,MAXWELL STAMP PLC ,114175-103 ,"£100,000.00",
DFID,DFID,27/03/2014,Aid Programme - Core contributions ,East and Central Africa ,SG HAMBROS BANK & TRUST LTD (USD) ,203232-107 ,"£1,099,872.00",
DFID,DFID,27/03/2014,Legal costs ,East and Central Africa ,Marriott Davies Yapp LLP ,203469-102 ,"£16,325.00",
DFID,DFID,27/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,VSORwanda ,203840-101 ,"£333,542.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Crown Agents. ,200498-105 ,"£15,160.37",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Crown Agents. ,200498-101 ,"£869,104.33",
DFID,DFID,27/03/2014,Contraceptives ,East and Central Africa ,IPA-International Procurement Agency (BV) ,202420-103 ,"£8,024.98",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,East and Central Africa ,IPA-International Procurement Agency (BV) ,200787-109 ,"£15,970.90",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Charles Kendall & Partners ,202214-103 ,"£35,467.66",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,203628-101 ,"£19,149.01",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,National Crime Agency ,201107-104 ,"£25,585.31",
DFID,DFID,27/03/2014,Aid Programme - Core contributions ,West and Southern Africa ,SG HAMBROS BANK & TRUST LTD (USD) ,203232-105 ,"£1,620,000.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,POPULATION  SERVICES INTERNATIONAL ,202640-101 ,"£1,702,197.27",
DFID,DFID,27/03/2014,Aid Programme - Core contributions ,West and Southern Africa ,SG HAMBROS BANK & TRUST LTD (USD) ,203232-104 ,"£320,703.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,ECORYS UK Ltd. ,104200-104 ,"£48,094.11",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,HEALTH PARTNERS INTERNATIONAL ,104227-102 ,"£87,748.65",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,202721-104 ,"£61,961.00",
DFID,DFID,27/03/2014,Aid Programme - Trust Funds contributions ,Western Asia and Stabilisation Division ,Supplier Name withheld ,203952-102 ,"£100,000.00",
DFID,DFID,27/03/2014,Aid Programme - Voluntary contributions ,Western Asia and Stabilisation Division ,Supplier Name withheld ,204394-101 ,"£5,000,000.00",
DFID,DFID,27/03/2014,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Ascott The Residence Limited ,114058-110 ,"£1,087.92",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Mirza Hassan ,202123-106 ,"£4,022.80",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,MAXWELL STAMP PLC ,114175-102 ,"£415,349.96",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Dr.Kumkum Srivastava ,108000-101 ,"£1,003.17",
DFID,DFID,27/03/2014,Legal costs ,Asia  Caribbean and Overseas Territories ,Amarchand & Mangaldas & Suresh A Shroff & Co. ,107955-101 ,"£6,141.41",
DFID,DFID,27/03/2014,Legal costs ,Asia  Caribbean and Overseas Territories ,Amarchand & Mangaldas & Suresh A Shroff & Co. ,107955-101 ,"£7,994.57",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,DELOITTE TOUCHE TOHAMATSU INDIA PRIVATE LTD (DTTIPL) ,108003-101 ,"£10,377.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,INFRASTRUCTURE PROFESSIONALS ENTERPRISE ,202765-102 ,"£84,968.32",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,DELOITTE TOUCHE TOHAMATSU INDIA PRIVATE LTD (DTTIPL) ,108003-101 ,"£191,675.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Hilton Root ,203427-101 ,"£5,000.00",
DFID,DFID,27/03/2014,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Embassy of Switzerland Nepal ,200773-105 ,"£4,000,000.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Middle East & North Africa Division (MENAD) ,ADAM SMITH INTERNATIONAL ,202241-103 ,"£18,286.43",
DFID,DFID,27/03/2014,Aid Programme - Accountable Grant Payments ,International Finance Division ,Crown Agents. ,204609-101 ,"£973,354.22",
DFID,DFID,27/03/2014,Aid Programme - Pooled/Basket funding ,Research and Evidence Division ,WELLCOME TRUST ,114075-102 ,"£166,376.50",
DFID,DFID,27/03/2014,Research & Development costs ,Research and Evidence Division ,ADAM SMITH INTERNATIONAL  LTD ,202001-101 ,"£285,548.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Policy Division ,KPMG Development Services ,114143-101 ,"£75,791.87",
DFID,DFID,27/03/2014,Aid Programme - Accountable Grant Payments ,Communications Division ,COMIC RELIEF ,202197-101 ,"£28,267.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Finance and Corporate Performance Division ,Crown Agents. ,203316-103 ,"£3,125.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Finance and Corporate Performance Division ,Open Knowledge Foundation Limited ,204296-101 ,"£5,447.00",
DFID,DFID,27/03/2014,Aid Programme - Accountable Grant Payments ,Finance and Corporate Performance Division ,The Partnering Initiative ,204296-111 ,"£101,489.97",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Policy Division ,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,203286-101 ,"£817,680.04",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203416-101 ,"£11,962.28",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203416-101 ,"£12,800.06",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203416-101 ,"£20,396.79",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,HR WALLINGFORD LTD ,203249-103 ,"£20,581.91",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203416-101 ,"£21,125.86",
DFID,DFID,27/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,Crown Agents. ,204351-101 ,"£630,704.57",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203942-103 ,£591.83,
DFID,DFID,27/03/2014,Training - Travel & Subsistence ,Western Asia and Stabilisation Division , INTERNATIONAL ALERT ,203939-101 ,£713.50,
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203940-101 ,£795.00,
DFID,DFID,27/03/2014,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,Country Lodge ,203938-103 ,£803.49,
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Exmed UK Ltd ,203940-102 ,"£1,572.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203939-112 ,"£2,101.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203939-102 ,"£2,707.20",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203941-103 ,"£2,800.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203939-103 ,"£3,138.60",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203939-101 ,"£3,600.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203336-101 ,"£4,198.21",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203938-101 ,"£5,700.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203942-103 ,"£6,824.17",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203940-102 ,"£7,800.00",
DFID,DFID,27/03/2014,Aid Programme - Voluntary contributions ,International Relations Division ,COMMONWEALTH YOUTH PROGRAMME ,202998-102 ,"£7,530.00",
DFID,DFID,27/03/2014,Aid Programme - Voluntary contributions ,International Relations Division ,COMMONWEALTH YOUTH PROGRAMME ,202998-102 ,"£496,790.00",
DFID,DFID,27/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,203216-110 ,"£1,402.92",
DFID,DFID,27/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,204007-102 ,"£4,736.17",
DFID,DFID,27/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,204007-102 ,"£26,825.04",
DFID,DFID,27/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,203216-110 ,"£27,052.80",
DFID,DFID,27/03/2014,Aid Programme - Accountable Grant Payments ,Middle East & North Africa Division (MENAD) ,HANDICAP INTERNATIONAL UK ,204007-126 ,"£33,436.00",
DFID,DFID,27/03/2014,Hotels - Accommodation only ,East and Central Africa ,Fairview Hotel ,202963-101 ,"£1,577.05",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Mannion Daniels Limited ,203382-101 ,"£3,495.26",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Anne Bush ,202963-101 ,"£6,673.32",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Mannion Daniels Limited ,203382-101 ,"£35,936.72",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Crown Agents. ,203775-107 ,"£5,142.92",
DFID,DFID,27/03/2014,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,Tristan da Cunha Finance Department ,203136-102 ,"£11,933.72",
DFID,DFID,27/03/2014,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,Tristan da Cunha Finance Department ,203136-101 ,"£110,429.48",
DFID,DFID,27/03/2014,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,St Helena Department of Finance ,203139-101 ,"£279,536.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Research and Evidence Division ,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,203286-103 ,"£72,262.21",
DFID,DFID,27/03/2014,Aid Programme - Voluntary contributions ,Research and Evidence Division ,International Monetary Fund (GBP) ,202960-102 ,"£1,275,000.00",
DFID,DFID,27/03/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,CITWES  Tsinghua University ,203174-101 ,"£140,503.40",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Policy Division ,PATH ,202674-101 ,"£95,000.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Policy Division ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,202372-104 ,"£286,339.08",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Policy Division ,LTS International Ltd. ,201724-135 ,"£32,968.04",
DFID,DFID,27/03/2014,DFID Purchased Relief Supplies ,Policy Division ,IPA-International Procurement Agency (BV) ,201724-144 ,"£35,064.68",
DFID,DFID,27/03/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,Proforest Initiative ,201724-141 ,"£77,178.90",
DFID,DFID,27/03/2014,Aid Programme - Core contributions ,Policy Division ,GLOBAL WATER PARTNERSHIP ,202884-103 ,"£1,600,000.00",
DFID,DFID,27/03/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Institute  for Security Studies ,203622-102 ,"£39,436.46",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Middle East & North Africa Division (MENAD) ,ADAM SMITH INTERNATIONAL  LTD ,204061-101 ,"£195,293.00",
DFID,DFID,27/03/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,National Council of Applied Economic Research ,202765-107 ,"£20,880.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,204309-101 ,"£4,216.12",
DFID,DFID,27/03/2014,Legal costs ,Western Asia and Stabilisation Division ,Crown Agents. ,204309-101 ,"£16,526.40",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Tsamota ,204304-103 ,"£68,350.70",
DFID,DFID,27/03/2014,Hotels - Accommodation only ,Research and Evidence Division ,Recipient name withheld ,203339-103 ,"£2,877.00",
DFID,DFID,27/03/2014,Air fares ,Research and Evidence Division ,Recipient name withheld ,203339-103 ,"£4,588.00",
DFID,DFID,27/03/2014,Project delivery costs - supplier services ,Research and Evidence Division ,ECONOMIC & SOCIAL RESEARCH COUNCIL ,204324-101 ,"£50,000.00",
DFID,DFID,28/03/2014,Office Equipment - Purchases ,West and Southern Africa ,Docutech Limited ,100096-101 ,"£4,571.77",
DFID,DFID,28/03/2014,Office Equipment - Purchases ,West and Southern Africa ,Docutech Limited ,100096-101 ,"£4,832.25",
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,100011-110 ,£521.70,
DFID,DFID,28/03/2014,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,100011-110 ,"£1,538.06",
DFID,DFID,28/03/2014,Telephone Sys -hardware ,Asia  Caribbean and Overseas Territories ,VODAFONE LIMITED ,100033-101 ,£765.00,
DFID,DFID,28/03/2014,Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,Recipient name withheld ,100183-101 ,£557.90,
DFID,DFID,28/03/2014,Air fares ,International Relations Division ,Corporate Travel Provider ,100086-101 ,£545.70,
DFID,DFID,28/03/2014,Air fares ,International Relations Division ,Corporate Travel Provider ,100086-101 ,£950.52,
DFID,DFID,28/03/2014,Air fares ,International Finance Division ,Corporate Travel Provider ,100120-101 ,£652.57,
DFID,DFID,28/03/2014,Air fares ,International Finance Division ,Corporate Travel Provider ,100120-101 ,"£1,984.20",
DFID,DFID,28/03/2014,Air fares ,International Finance Division ,Corporate Travel Provider ,100120-101 ,"£2,893.15",
DFID,DFID,28/03/2014,Air fares ,International Finance Division ,Corporate Travel Provider ,100111-101 ,£813.69,
DFID,DFID,28/03/2014,Air fares ,Joint Trade Policy Division ,Corporate Travel Provider ,100124-101 ,£834.47,
DFID,DFID,28/03/2014,Project delivery costs - supplier services ,Finance and Corporate Performance Division ,OXFORD POLICY MANAGEMENT ,100008-103 ,"£18,425.00",
DFID,DFID,28/03/2014,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£541.95,
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Internal Audit ,Holiday Inn Accra ,100121-101 ,£600.23,
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Internal Audit ,Holiday Inn Accra ,100121-101 ,£600.23,
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Internal Audit ,Holiday Inn Accra ,100121-101 ,£654.79,
DFID,DFID,28/03/2014,Hotels - Accommodation only ,Internal Audit ,Holiday Inn Accra ,100121-101 ,£654.79,
