Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type, , 
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Hotel & Accommodation UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114075,284.20,,,,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114079,8.50,,,,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Mileage Allowance UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114079,27.00,,,,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114079,45.40,,,,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Rail Travel UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114079,337.70,,,,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Mileage Allowance UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114080,39.15,,,,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Rail Travel UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114080,479.50,,,,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114123,4.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114123,4.69,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114123,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114123,13.46,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114123,28.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Rail Travel UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114123,30.40,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Hotel & Accommodation UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114123,67.88,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Mileage Allowance UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114123,121.50,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114124,1.15,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114124,4.65,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114124,40.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114125,4.60,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114125,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114125,9.50,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114125,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114125,23.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114126,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114126,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114128,4.50,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114128,9.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Mileage Allowance UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114128,11.70,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Rail Travel UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114128,12.10,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114129,5.10,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114129,50.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114130,4.54,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114130,9.34,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114130,14.80,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Mileage Allowance UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114130,214.75,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114131,11.37,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114131,23.70,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",114132,4.79,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",114132,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",114132,10.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",114133,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Hospitality - UK - UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",114134,6.90,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,22/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",114134,17.95,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",114262,28.80,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114263,4.31,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Rail Travel Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114263,9.86,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114263,9.93,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114263,30.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114263,59.57,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Consumer and Retail,"Personal Expense, Name Witheld",114264,7.40,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Hospitality - UK - UKTI (BIS) Devolved Admin,Trade Group - Consumer and Retail,"Personal Expense, Name Witheld",114264,8.05,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Consumer and Retail,"Personal Expense, Name Witheld",114264,29.90,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Consumer and Retail,"Personal Expense, Name Witheld",114264,117.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Consumer and Retail,"Personal Expense, Name Witheld",114265,27.32,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Consumer and Retail,"Personal Expense, Name Witheld",114265,30.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Taxi Services Overseas - UKTI (BIS) Devolved Admin,Trade Group - Consumer and Retail,"Personal Expense, Name Witheld",114265,93.92,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Hotel & Accommodation Overseas - UKTI (BIS) Devolved Admin,Trade Group - Consumer and Retail,"Personal Expense, Name Witheld",114265,179.90,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",114267,13.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",114267,18.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",114268,73.80,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Other Travel - Default,Defence and Security Organisation - Cyber Security Team,"Personal Expense, Name Witheld",114269,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Rail Travel UK - Default,Defence and Security Organisation - Cyber Security Team,"Personal Expense, Name Witheld",114269,15.67,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Subsistence UK - Default,Defence and Security Organisation - Cyber Security Team,"Personal Expense, Name Witheld",114269,29.42,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Hotel & Accommodation UK - Default,Defence and Security Organisation - Cyber Security Team,"Personal Expense, Name Witheld",114269,211.77,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114270,3.30,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114270,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114270,12.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114270,16.75,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114270,45.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Hotel & Accommodation UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114270,113.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Hospitality - UK - UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",114271,10.10,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Other Travel - UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",114271,31.20,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Rail Travel UK - UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",114271,46.55,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,23/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",114272,24.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Investment Development - Global Operations,"Personal Expense, Name Witheld",114440,6.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Investment Development - Global Operations,"Personal Expense, Name Witheld",114440,10.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Investment Development - Global Operations,"Personal Expense, Name Witheld",114440,10.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Investment Development - Global Operations,"Personal Expense, Name Witheld",114440,21.80,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Mileage Allowance UK - UKTI (BIS) Devolved Admin,Investment Development - Global Operations,"Personal Expense, Name Witheld",114440,22.50,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114441,6.70,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114441,10.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114441,16.15,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114442,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114442,31.46,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",114443,13.70,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Rail Travel Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114444,3.75,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114444,12.65,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114444,15.42,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114444,20.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Taxi Services Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114444,58.32,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114444,67.72,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Hotel & Accommodation Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114444,360.94,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114445,10.13,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114445,20.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Taxi Services Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114445,22.03,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Hotel & Accommodation Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114445,205.63,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114446,12.40,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114446,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114446,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114446,66.20,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Mileage Allowance UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114446,178.65,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114447,4.10,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114447,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Postage - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114447,7.56,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114447,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Mileage Allowance UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114447,145.50,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114448,4.99,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Rail Travel Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114448,18.62,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114448,19.99,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114448,39.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Taxi Services Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114448,49.47,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114448,85.03,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114448,100.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114448,154.83,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Hospitality - Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114448,250.74,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Hotel & Accommodation Overseas - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114448,852.47,,,EMPLOYEE,,,Administration,,
