Title,Place,Date,Edition,Author,Publisher
Distributed and Cloud Computing : from Parallel processing to the Internet of things,"Elsevier,",2012,,"Fox, Geoffrey C
Dongarra, Jack
HWANG, KAI",
Dod's guide to the General Election 2010,London,2010,,,Dods
"Domestic Violence, Crime and Victims (Amendement) Act 2012",London,2012,,,"TSO,"
Draft Detention of Terrorist Suspects (Temporary Extension) Bills,London,2011,,,TSO
"Draft International Development (Official Development Assistance Target) Bill, January 2010",,2010,,,
"Drugs, insecurity and failed states:","IISS,",2012,,"COMOLLI, VIRGINIA
INKSTER, NIGEL",
Eagle and Carbine,,2011,,,
"East Asian strategic review, 2010",Tokyo,2010,2010,,Japan Times
Eating grass : the making of the Pakistan bomb,"Stanford U.P,",2012,,"Khan, Feroz Hassan",
Economist,,2011,,,The Economist Newspaper
The Economist Guide to better decision-making,"Profile Books,",2012,,"DRUMMOND, HELGA",
Electoral Registration and Administration Act 2013,London,2013,,,"TSO,"
Emergency,,2010,,"STRAUSS, NEIL",Canongate
The emerging politics of Antarctica/,"Taylor & Francis,",2013,,"Brady, Anne-Marie",
End of term report : 2011-12: Fifth Report of Session 2012-13.,London,2012,,,"TSO,"
"Ending wars, consolidating peace: economic perspectives","IISS,",2010,,"WENNMANN, ACHIM
BERDAL, MATS (EDS)",International institute for strategic studies
Energy Security in the Gulf: Challenges and prospecrs,Abu Dhabi,2010,,,Emirates Centre for strategic studies & research
Environmental security in the Arctic Ocean : promoting co-operation and preventing conflict,London,2010,,"BERKMAN, PAUL ARTHUR",Royal United Services Institute
"Envisioning future academic library services initiatives, ideas and challenges","Facet,",2010,,"McKnight, Sue",
"Equipment Plan, 2012 to 2022",London,2013,,,The Stationery Office
"Equitable Life : Oral evidence, Thursday 14 October 2010",London,2010,,,"TSO,"
"EU Enlargement and Foreign Policy: Oral and written evidence, Monday 21 November 2011",London,2012,,,"TSO,"
Europe and global security,London,2011,,"GIEGERICH, BASTIAN","Routledge,"
"European Landscape Convention: Florence, 20 October 2000",London,2012,,,TSO
European Security,,2010,,,
European Union (Approval of Treaty Amendment Decision) Act 2012,London,2012,,,"TSO,"
European Union (Croatian Accession and Irish Protocol) Act 2013,London,2013,,,"TSO,"
"Even the daylight appeared dark : a journey through life, the military, depression and Post Traumatic Stress Disorder","Author House,",2011,,"Wadsworth, Matthew",
Everyday life in British Government,"OUP,",2011,,"Rhodes, R.A.W",
"Evidence Session with the Secretary of State: Oral and written evidence, 7 Dec 2011",London,2012,,,The Stationery Office
"Exchange of letters between the government of the United Kingdom of Great Britain and Northern Ireland and the Government of Ireland concerning the granting of Common Exemptions under European Regulation No. 561/2006 and the corresponding Exemption under Council regulation (EEC) 3821/85 in respect of Vehicles operating on Cross-Border Journeys between the Two Countries, Dublin, 21 July 2011.",London,2011,,,TSO
Exchange of Letters between the government of the United Kingdom of Great Britain and Northern Ireland and the Government of the French Republic amending the Agreement between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the French Republic concerning the carrying of service weapons by French Officers on the territory of the United Kingdom of Great Britain and Northern Ireland ...,London,2013,,,TSO
"Exchange of letters between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the French Republic relating to the delimitation of the Exclusive Economic Zone: Paris, 20 April 2011",London,2011,,,TSO
Exchange of letters between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the Hong Kong Special Administrative Region of the People's Republic of China amending the Agreement between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the Hong Kong Special Administrative Region of the People's Republic of China concerning air services ...,London,2013,,,TSO
"Exchange of letters between the government of the United Kingdom of Great Britain and Northern Ireland and the Special Court for Sierra Leone concerning the relocation of witnesses: Freetown, 12 December 2007",London,2011,,,TSO
"Exchange of Notes amending the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Kingdom of Norway relating to the Delimitation of the Continental Shelf between the two countries, done at London 10 March 1965, and the Protocol Supplementary to the Agreement, done at Oslo on 22 December 1978 Oslo, 30 April 2009 [The Exchange of Notes entered into force on 30 April 2009] Presented to Parliament by the Secretary of State for Foreign and Commo",London,2010,,,TSO
"Exchange of Notes between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Denmark confirming the limits of the United Kingdom's Exclusive Ecomic Zone in the North Sea, 1Copenhagen, 22 Oct 2009 [[The Exchange of Notes entered into force on 22 October 2009]",London,2010,,,TSO
"Exchange of notes between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Ireland concerning the Agreement between the government of the United Kingdom of Great Britain and Northern Ireland and the government of Ireland establishing Implementation Dodies, done at Dublin on 8 March 1999",London,2011,,,TSO
"Exchange of notes between the government of the United Kingdom of Great Britain and Northern Ireland and the government of Ireland terminating the Agreement between the government of the United Kingdom of Great Britain and Northern Ireland and the government of Ireland establishing the Independent International Commission on Decommissioning signed at Belfast on 26 August 1997: London, 24 March 2011 and 30 March 2011",London,2011,,,TSO
"Exchange of notes between the government of the United Kingdom of Great Britain and Northern Ireland and the government of Ireland terminating the Agreement between the government of the United Kingdom of Great Britain and Northern Ireland and the government of Ireland establishing the Independent Monitoring Commission signed at Dublin on 25 November 2003: London, 24 March 2011 and 30 March 2011",London,2011,,,TSO
Exchange of notes between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the kingdomm of Sweden concerning the Assumption of responsibility for the protection of diplomatic and consular interests of the United Kingdom Government in the Islamic Republic of Iran...,London,2012,,,TSO
"Exchange of Notes between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Republic of Cote d'Ivoire concerning the Consolidation of Debt ...Paris, 10 April 2002 [[The Exchange of Notes entered into force on 26 March 2010]",London,2010,,,TSO
"Exchange of Notes between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the Republic of Estonia amending the Air Services Agreement done at London on 3 March 1993: Talinn, 16 November 1999 and 25 July 2000",London,2011,,,TSO
"Exchange of notes between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the Republic of Togo concerning certain commercial debts (United Kingdom/Togo Debt Agreement No.11 (2008)): Accra, 28 January 2011",London,2011,,,TSO
Exchange of notes between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the Union of Soviet Socialist Republics concerning amendments to and the addition of a new article on Aviation security to the UK/USSR Air Services Agreement of 1957 as amended by the Exchange of Notes ...,London,2013,,,TSO
Exchange of notes between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the Union of Soviet Socialist Republics concerning amendments to and the addition of a new article on Aviation security to the UK/USSR Air Services Agreement of 1957 as amended by the Exchange of Notes ...,London,2013,,,TSO
Exchange of notes between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the United States of America amending the Agreement of 1 October 2003 concerning the use of Wideawake Airfield...Washington 15 August & 8 Sepember 2008,London,2012,,,TSO
"Exchange of Notes between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the United States of America amending the Agreement of 27 May 1993 concerning Defence Co-operation Arrangements: London, 12 March and 1 June 2007",London,2011,,,TSO
"Exchange of notes between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the United States of America on Cooperation in Science and Technology for Critical Infrastructure Protection and other Homeland/Civil Security Matters, London 8 December 2004",London,2012,,,TSO
Exchange of notes concerning the Convention between the government of the United Kingdom of Great Britain and Northern Ireland and the Swiss Confederation for the avoidance of double taxation with respect to taxes on income ...,London,2013,,,TSO
Exchange of notes concerning the Convention between the government of the United Kingdom of Great Britain and Northern Ireland and the Swiss Confederation for the avoidance of double taxation with respect to taxes on income ...,London,2013,,,TSO
Exchange of notes concerning the Convention between the government of the United Kingdom of Great Britain and Northern Ireland and the Swiss Confederation for the avoidance of double taxation with respect to taxes on income ...,London,2013,,,TSO
Exchange of notes concerning the Convention between the government of the United Kingdom of Great Britain and Northern Ireland and the Swiss Confederation for the avoidance of double taxation with respect to taxes on income ...,London,2013,,,TSO
"Exchange of notes regarding the Agreement between the United Kingdom of Great Britain and Northern Ireland and the Kingdom of the Netherlands concerning Air Services between and beyond the United Kingdom Overseas Territories of Anguilla, Bermuda, the British Virgin Islands, the Cayman Islands, Montserrat and the Turks and Caicos Islands on the one hand, and the Netherlands Antilles on the other: London, 12 January and 24 May 2007",London,2010,,,TSO
