Dept family,Entity,Date Paid,Expense Type,Expense Area,Supplier,Trans no.,Amount exc VAT
Communities and Local Government,Homes and Communities Agency,29/04/2010,HOMEBUY AGENTS FEES,GROWTH & AFFORDABILITY,YORKSHIRE HOUSING,289316,58932.98
Communities and Local Government,Homes and Communities Agency,29/04/2010,AGENCY STAFF,GROWTH & AFFORDABILITY,BADENOCH & CLARK,287923,739.29
Communities and Local Government,Homes and Communities Agency,29/04/2010,AGENCY STAFF,GROWTH & AFFORDABILITY,BADENOCH & CLARK,287925,770.35
Communities and Local Government,Homes and Communities Agency,29/04/2010,SEASON TICKET LOANS,GROWTH & AFFORDABILITY,LONDON UNDERGROUND LTD,289498,1208
Communities and Local Government,Homes and Communities Agency,29/04/2010,HOMEBUY AGENTS FEES,GROWTH & AFFORDABILITY,METROPOLITAN HOUSING TRUST,289387,38256.5
Communities and Local Government,Homes and Communities Agency,29/04/2010,PROPERTY,LONDON,WYG ENGINEERING LTD,289181,4850
Communities and Local Government,Homes and Communities Agency,29/04/2010,AGENCY STAFF,LONDON,ADECCO UK LTD,288379,426.51
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,LONDON,MALTAWARD LTD,289103,6349
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,LONDON,MITIE SECURITY LIMITED,289146,14627.6
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,LONDON,QUAYSTONE CONSTRUCTION LIMITED,289200,2000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,ESTUARY HOUSING ASSOCIATION LIMITED,41621,247000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,ESTUARY HOUSING ASSOCIATION LIMITED,41623,352600
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,ESTUARY HOUSING ASSOCIATION LIMITED,41622,748125
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,ESTUARY HOUSING ASSOCIATION LIMITED,41624,2194250
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,FAMILY MOSAIC HOUSING ASSOCIATION,41634,79200
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,FAMILY MOSAIC HOUSING ASSOCIATION,41633,1290000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,HYDE HOUSING ASSOCIATION LIMITED,41644,20715
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,HYDE HOUSING ASSOCIATION LIMITED,41643,32222
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,HYDE HOUSING ASSOCIATION LIMITED,41642,877500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,LONDON AND QUADRANT HOUSING TRUST,41635,95750
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,LONDON AND QUADRANT HOUSING TRUST,41636,100375
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,METROPOLITAN HOUSING TRUST LIMITED,41612,662500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,METROPOLITAN HOUSING TRUST LIMITED,41613,1089000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,NOTTING HILL HOUSING TRUST,41607,1035000
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,LONDON,SWAN HOUSING ASSOCIATION LIMITED,41626,1027200
Communities and Local Government,Homes and Communities Agency,29/04/2010,HOMEBUY AGENTS FEES,LONDON,METROPOLITAN HOUSING TRUST,289384,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,HOMEBUY AGENTS FEES,LONDON,METROPOLITAN HOUSING TRUST,289385,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,HOMEBUY AGENTS FEES,LONDON,METROPOLITAN HOUSING TRUST,289386,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,HOMEBUY AGENTS FEES,LONDON,METROPOLITAN HOUSING TRUST,289388,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,AGENCY STAFF,LONDON,MORGAN HUNT PUBLIC SECTOR LIMITED,289176,691.44
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-VACANT RATES,LONDON,LONDON BOROUGH OF BARKING & DAGENHAM,289463,5724
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-VACANT RATES,LONDON,LONDON BOROUGH OF WALTHAM FOREST,289460,1076
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-VACANT RATES,LONDON,LONDON BOROUGH OF WALTHAM FOREST,289461,4036
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,LONDON,LONDON SITE SECURITY LTD,289199,3535.78
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,LONDON,LONDON SITE SECURITY LTD,289198,3707.03
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,LONDON,MALTAWARD LTD,289104,2640
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,LONDON,NABARRO NATHANSON,289471,1502.95
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,LONDON,BERWIN LEIGHTON PAISNER,289249,3258.5
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,LONDON,EDF ENERGY,289425,2.18
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,LONDON,EDF ENERGY,289429,2.32
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,LONDON,EDF ENERGY,289421,495.64
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,LONDON,EDF ENERGY,289425,662.89
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,LONDON,EDF ENERGY,289422,756
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,LONDON,EDF ENERGY,289429,758.29
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,LONDON,EDF ENERGY,289424,1019.32
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-VACANT RATES,LONDON,GREENWICH COUNCIL,289462,9548
Communities and Local Government,Homes and Communities Agency,29/04/2010,MASTERPLANNING NON EP ASSETS,LONDON,HALCROW GROUP LIMITED,282488,5512
Communities and Local Government,Homes and Communities Agency,29/04/2010,GROUNDS MAINTENANCE GENERAL,LONDON,W. A. FAIRHURST & PARTNERS,289203,5864.71
Communities and Local Government,Homes and Communities Agency,29/04/2010,AGENCY STAFF,MILTON KEYNES PARTNERSHIP,ROBERT HALF INTERNATIONAL,288467,678
Communities and Local Government,Homes and Communities Agency,29/04/2010,AGENCY STAFF,MILTON KEYNES PARTNERSHIP,ROBERT HALF INTERNATIONAL,289349,480
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-CLEANING,MILTON KEYNES PARTNERSHIP,COMPREHENSIVE CLEANING SERVICES LTD,286349,2212.28
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-CLEANING,MILTON KEYNES PARTNERSHIP,COMPREHENSIVE CLEANING SERVICES LTD,286350,3130.4
Communities and Local Government,Homes and Communities Agency,29/04/2010,OPEN MARKET VALUATION FEE,MILTON KEYNES PARTNERSHIP,DTZ DEBENHAM TIE LEUNG,289257,20932.7
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-LEGAL,MILTON KEYNES PARTNERSHIP,HEWITSONS SOLICITORS,272044,1650
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,MILTON KEYNES PARTNERSHIP,HEWITSONS SOLICITORS,272042,396.28
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,MILTON KEYNES PARTNERSHIP,HEWITSONS SOLICITORS,272042,527
Communities and Local Government,Homes and Communities Agency,29/04/2010,PANEL FEES-HEALTH & SAFETY,MILTON KEYNES PARTNERSHIP,JACOBS ENGINEERING UK LTD,289370,550.15
Communities and Local Government,Homes and Communities Agency,29/04/2010,PANEL FEES-HEALTH & SAFETY,MILTON KEYNES PARTNERSHIP,JACOBS ENGINEERING UK LTD,289365,784.07
Communities and Local Government,Homes and Communities Agency,29/04/2010,PANEL FEES-HEALTH & SAFETY,MILTON KEYNES PARTNERSHIP,JACOBS ENGINEERING UK LTD,288765,813.24
Communities and Local Government,Homes and Communities Agency,29/04/2010,MAIN CONTRACT 1,MILTON KEYNES PARTNERSHIP,KEHOE CONTRACTORS LTD,288697,1343.28
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-VACANT RATES,MILTON KEYNES PARTNERSHIP,MILTON KEYNES COUNCIL,287016,3968.05
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-VACANT RATES,MILTON KEYNES PARTNERSHIP,MILTON KEYNES COUNCIL,287015,4112.38
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-VACANT RATES,MILTON KEYNES PARTNERSHIP,MILTON KEYNES COUNCIL,283275,20675.24
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-VACANT RATES,MILTON KEYNES PARTNERSHIP,MILTON KEYNES COUNCIL,283276,20675.24
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,MILTON KEYNES PARTNERSHIP,PELL FRISCHMANN MILTON KEYNES LTD,288696,1400
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,MILTON KEYNES PARTNERSHIP,PELL FRISCHMANN MILTON KEYNES LTD,288695,1620
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT,MILTON KEYNES PARTNERSHIP,RPS GROUP PLC,278601,930.82
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-PROPERTY,MILTON KEYNES PARTNERSHIP,SAVILLS (L&P) LIMITED,288794,2000
Communities and Local Government,Homes and Communities Agency,29/04/2010,SEWERS,MILTON KEYNES PARTNERSHIP,SMITH CONSTRUCTION GROUP LTD,287026,1452.57
Communities and Local Government,Homes and Communities Agency,29/04/2010,SUBSISTENCE,MILTON KEYNES PARTNERSHIP,MILTON KEYNES BUSINESS LEADERS,287878,850
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAP GRNTS TO PRIVATE SECTOR,NORTH EAST,BATES REGENERATION LIMITED,289323,219522.42
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-ELECTRICITY,NORTH EAST,BRITISH GAS BUSINESS,289201,1287.47
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,NORTH EAST,EVERSHEDS LLP,289180,64
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,NORTH EAST,EVERSHEDS LLP,289180,4351.7
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,NORTH EAST,HALCROW GROUP LIMITED,289327,68155.46
Communities and Local Government,Homes and Communities Agency,29/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,NORTH EAST,NODA TAXIS,288277,125
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,YOUR HOMES NEWCASTLE,41671,675783
Communities and Local Government,Homes and Communities Agency,29/04/2010,REV GRNTS TO LOCAL AUTHORITIES,NORTH EAST,NEWCASTLE CITY COUNCIL,289243,30000
Communities and Local Government,Homes and Communities Agency,29/04/2010,REV GRNTS TO LOCAL AUTHORITIES,NORTH EAST,NORTH TYNESIDE COUNCIL,287050,15000
Communities and Local Government,Homes and Communities Agency,29/04/2010,REV GRNTS TO LOCAL AUTHORITIES,NORTH EAST,NORTHUMBERLAND COUNTY COUNCIL,289242,30000
Communities and Local Government,Homes and Communities Agency,29/04/2010,REV GRNTS TO LOCAL AUTHORITIES,NORTH EAST,CITY OF SUNDERLAND,286731,15000
Communities and Local Government,Homes and Communities Agency,29/04/2010,REV GRNTS TO LOCAL AUTHORITIES,NORTH EAST,DURHAM COUNTY COUNCIL,286723,30000
Communities and Local Government,Homes and Communities Agency,29/04/2010,REV GRNTS TO LOCAL AUTHORITIES,NORTH EAST,SOUTH TYNESIDE COUNCIL,289237,15000
Communities and Local Government,Homes and Communities Agency,29/04/2010,REV GRNTS TO LOCAL AUTHORITIES,NORTH EAST,STOCKTON ON TEES BOROUGH COUNCIL,288493,30000
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,NORTH WEST,PINSENT MASONS,285176,1600
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-PROPERTY,NORTH WEST,GVA GRIMLEY,285459,8082.25
Communities and Local Government,Homes and Communities Agency,29/04/2010,REV GRNTS PUB SECTOR EXCL L A,NORTH WEST,CENTRAL SALFORD URC,287365,75750
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,NORTH WEST,TEP-THE ENVIRONMENT PARTNERSHIP,287875,481.33
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,BARRATT DEVELOPMENTS PLC,41659,18750
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,BARRATT DEVELOPMENTS PLC,41658,22500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,GREAT PLACES HOUSING ASSOCIATION,41615,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,GREAT PLACES HOUSING ASSOCIATION,41616,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,GREAT PLACES HOUSING ASSOCIATION,41618,1500
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,RIVERSIDE HOUSING GROUP LTD,41608,78485
Communities and Local Government,Homes and Communities Agency,29/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,WESTBURY PARTNERSHIPS - PROJECTS,41651,11249
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-ENGINEERING,PLACE MAKING,ATKINS LTD,288560,795.35
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,PLACE MAKING,ATKINS LTD,288552,1024.89
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,PLACE MAKING,LEGION GROUP PLC,288601,879.22
Communities and Local Government,Homes and Communities Agency,29/04/2010,SECURITY,PLACE MAKING,LEGION GROUP PLC,288599,1382.51
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-LIFTS,PLACE MAKING,OTIS LIFTS LIMITED,288672,278.1
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-LIFTS,PLACE MAKING,OTIS LIFTS LIMITED,288672,278.1
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-LIFTS,PLACE MAKING,OTIS LIFTS LIMITED,288674,278.1
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-LIFTS,PLACE MAKING,OTIS LIFTS LIMITED,288674,278.1
Communities and Local Government,Homes and Communities Agency,29/04/2010,DISPOSAL FEES-LEGAL,PLACE MAKING,DENTON WILDE SAPTE,285192,850
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,PLACE MAKING,MILTON KEYNES COUNCIL,287916,918.76
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,PLACE MAKING,MILTON KEYNES COUNCIL,287918,1142.64
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,PLACE MAKING,ATKINS LTD,288553,845.91
Communities and Local Government,Homes and Communities Agency,29/04/2010,OTHER PROFESSIONAL FEES,PLACE MAKING,ENVIRONMENT AGENCY,286733,959.5
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,PLACE MAKING,ATKINS LTD,288563,785.84
Communities and Local Government,Homes and Communities Agency,29/04/2010,LEGAL FEES,PLACE MAKING,EVERSHEDS LLP,287915,2000
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,PLACE MAKING,ATKINS LTD,288554,1865.79
Communities and Local Government,Homes and Communities Agency,29/04/2010,MAIN CONTRACT 1,PLACE MAKING,MCPHILLIPS (WELLINGTON) LTD,289310,833.07
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,PLACE MAKING,BROADWAY MALYAN LTD,288587,1713.81
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,PLACE MAKING,BROADWAY MALYAN LTD,288583,2145.5
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,PLACE MAKING,BROADWAY MALYAN LTD,288584,2965.94
Communities and Local Government,Homes and Communities Agency,29/04/2010,GENERIC LEARNING,PLACE MAKING,CORE SOLUTIONS GROUP LIMITED,288659,495
Communities and Local Government,Homes and Communities Agency,29/04/2010,ENGINEERING CONSULTANTS,PLACE MAKING,PELL FRISCHMANN MILTON KEYNES LTD,288483,657.92
Communities and Local Government,Homes and Communities Agency,29/04/2010,PROPERTY,PLACE MAKING,BUREAU VERITAS,286086,5247
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,RPS GROUP PLC,287436,691.95
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,RPS GROUP PLC,287420,1185.58
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,RPS GROUP PLC,287436,4134.02
Communities and Local Government,Homes and Communities Agency,29/04/2010,ROADS & CAR PARKS,PLACE MAKING,ROAD MANAGEMENT SERVICES (A13) PLC,287461,7992.53
Communities and Local Government,Homes and Communities Agency,29/04/2010,SIGNS & NOTICEBOARDS,PLACE MAKING,GROUND CONTROL LIMITED,289273,34
Communities and Local Government,Homes and Communities Agency,29/04/2010,OCCUPIED RATES,PLACE MAKING,LIVERPOOL CITY COUNCIL,286741,12920.29
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,212.81
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,871.76
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-WATER,PLACE MAKING,UNITED UTILITIES WATER PLC,286743,5641.14
Communities and Local Government,Homes and Communities Agency,29/04/2010,BUILDINGS-WATER,PLACE MAKING,ANGLIAN WATER,288586,6511.04
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,-22001
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,-7001
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,-7001
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,-5924.68
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,-2001
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,76.82
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,92.91
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,112.63
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,209.17
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,310.39
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,449.49
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,477.51
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,579.78
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,681.25
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,739.61
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,870.56
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1163.67
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1638.59
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1643.29
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,2300.26
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,2335.5
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,2656.51
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,2952.16
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,3524
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,7830.61
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,13147.98
Communities and Local Government,Homes and Communities Agency,29/04/2010,LAND MAINT-AWAITING DEV/ DISP,PLACE MAKING,SOLIHULL LANDSCAPES LIMITED,288446,538.2
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE MAINT-FUTURE CRA DIS,PLACE MAKING,SOLIHULL LANDSCAPES LIMITED,288446,134.55
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,76.82
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,566.79
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1787.3
Communities and Local Government,Homes and Communities Agency,29/04/2010,PROPERTY,PLACE MAKING,GVA GRIMLEY,274486,1302.54
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,18.16
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,422.81
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1065.48
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1109.9
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,-4001
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,38.41
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,605.74
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1040.26
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1223.32
Communities and Local Government,Homes and Communities Agency,29/04/2010,LANDSCAPE ARCHITECT FEES,PLACE MAKING,TEP-THE ENVIRONMENT PARTNERSHIP,287875,1224.81
Communities and Local Government,Homes and Communities Agency,29/04/2010,BRIDGES REPAIR & MAINTENANCE,PLACE MAKING,TOLENT CONSTRUCTION LTD,288454,575.67
