X (Latitude),Y (Longitude),Name,Location,Transcription,Link to Image
-4.156138,50.386293,"Scott, Captain R F - site of family home"," Outland Road, MilehouseOutside gates (on R. H. F. gatepost) to building left of St Bartholomews Church","HERE WAS BORN IN 1868 AND / IN HIS BOYHOOD RESIDED / ROBERT FALCON SCOTT. / CAPTAIN R.N. / WHO DIED IN THE ANTARCTIC. / MARCH. 1912, AFTER REACHING / THE SOUTH POLE.",https://lh3.googleusercontent.com/proxy/hYKFmDHR1IRFXVJdhc6IM___E36R_s_bhGqPlyVf-U2GzyzrsfhVQXlYzaBeZ4GMtsZlpyz_cIQsLURv-LcJ7-w0wmow9wsyluIweVW44hQAVA
-4.046515,50.383311,Sir Joshua Reynolds - site of family home, Longbrook Street.On wall outside old Grammar School.  ,HERE UNTIL 1871 / STOOD THE HOUSE / IN WHICH / SIR JOSHUA REYNOLDS / WAS BORN A.D. 1723//,https://lh4.googleusercontent.com/proxy/C0dWxNpFvYwsuw_jWg4IRdeuhC2HVHT2sWsILv6-Jg0lLmzE-xcsOqKBgrMDFcC-SbeU3yOf4AdVbb3hwOh-y-2O_VEz8dGvJXjgOvtGW1Zg2Q
-4.141883,50.364403,"Smeaton, John (1721-92) - Civil Engineer", Smeaton's Tower.North facing. ,THIS TABLET IS ERECTED TO THE / MEMORY OF JOHN SMEATON F.R.S. / THE DISTINGUISHED CIVIAL ENGINEER / WHO WAS BORN IN 1724 AND DIED / IN 1792 AT AUSTHORPE LODGE / LEEDS IN THE COUNTRY OF YORK / HE DESIGNED THIS LIGHTHOUSE AND / ERECTED IT ON EDDYSTONE ROCK / 1756 TO 1759 / PRESENTED BY THE LORD MAYOR OF LEEDS / ALDERMAN PERCIVAL T. LEIGH J.P. / 1936,https://lh4.googleusercontent.com/proxy/vov6aJI_5Cjo4xllbQYvj_efxNQM9s4dtsPJhkCmElpHL59xs2AjbTuQdpLzIYiWqWKqnx6_J2YcTzK5g3EKlBFrLVpwtZfiPqNgHe1ZIFc9XA
-4.13494,50.366845,"Sparke, John - 16th century Merchant - location on map to be checked."," New Street, Barbican.No. 14, to left of the entrance. ","JOHN SPARKE HOUSE / 14 NEW STREET / JOHN SPARKE OF PLYMOUTH / SAILED WITH JOHN HAWKIN / ON HIS 1564 VOYAGE / TO THE WEST INDIES / AND WAS / THE FIRST ENGLISHMAN TO / WRITE DESCRIPTIONS OF BOTH / THE POTATO AND TOBACCO. / LATER HE SETTLED IN PLYMOUTH / AS A MERCHANT, / BUILDING THIS STREET / ABOUT 1584 / AND WAS / MAYOR OF PLYMOUTH IN 1592. / TAMAR HOUSING SOCIETY / MAIN CONTRACTOR / COOPER CONSTRUCTION 1989.",https://lh6.googleusercontent.com/proxy/DEtDYu33ztsa4gRwYdy9tLi4cBHnXT4o9sBqa8XogWN41RBRS1erZ40fG1_waKtkw8_Rnxpgv7HhlVcsP8CUp95UhBDmv1U-RJzGGx1pvtGk8w
-4.141927,50.363895,Armada 400' and Royal Visit (1988)," The Dome, Hoe Road.To the right of the entrance, bottom right of artwork. ",There must be a begynnyng / of any great matter but the / contenewing unto the end untyll / it be thoroughly ffynyshed / yelds the trew glory. / WRITTEN BY SIR FRANCIS DRAKE / IN THE REIGN OF / QUEEN ELIZABETH I / UNVEILED BY HER MAJESTY QUEEN ELIZABETH II / on the occasion of her visit /on 22nd July 1988 To mark the / four hundredth anniversary of / the first battle of the Armada fought off Plymouth in / July 1588 / 1588: Armada: 1988 /.,https://lh3.googleusercontent.com/proxy/goF1bxND2tAW7Pwbw3I7peXDkVwYc0vZhdPsLKL9CbwM6-U9_5YFb2HwO7udvZ18oEAmYZcdDvDlZ4_hYzGPltLnQAxZxB_WXzbJXfHNu9D2tQ https://lh3.googleusercontent.com/proxy/fQV3yNJ6w6VkCyPALvTXXxNYAETaIE_TJ8mGzj092JexTQrq3eCDtwo2yw4xduMJGod95rDcfpqf5DuoG41mS32XVjPolPnKE-2IbozXBCv0aA
-4.139386,50.37013,Barbican Regeneration Project," St. Andrew's church, Royal Parade.Near to traffic lights on the same side of the road as St. Andrew's church. On stone part of the arch.  ","THE ARCHWAY WAS PRODUCED BY / PARTNERSHIP ART LIMITED AND / COMMISSIONED BY PLYMOUTH CITY / COUNCIL AS PART OF THE BARBICAN / REGENERATION PROGRAMME, FUNDED / BY THE EUROPEAN REGINAL / DEVELOPMENT FUND. / THE FOUR CAST IRON COLUMNS / USED IN THIS WORK WERE GENEROUSLY / DONATED BY THE VIRGINIA HOUSE / SETTLEMENT, LOCATED NEARBY IN LOOE / STREET. THE COLUMNS ORIGINALLY / SUPPORTED THE GALLERY OF THE EARLY / EIGHTEENTH CENTURY CHURCH WHICH / NOW FORMS PART OF THE SETTLEMENT / BUILDINGS.",https://lh4.googleusercontent.com/proxy/fKlCYC-3_FgMk5TcwcbuuMLMAeckrcmC7ClcaErn1AUwZVCt0MFdaRIzW0YgbKi-QJ__WlTzIzTOhzay9DYcbiDgUwm4AhWLZVTTzGKhEfVCuQ
-4.13985,50.369519,Centenary of the Order of Foresters," Prysten House, Finewell Street.To left of side door under window. ","THIS WINDOW WAS THE GIFT OF THE ANCIENT / ORDER OF FORRESTERS, IN COMMEMORATION OF / THE CENTENARY OF THE ORDER 8 OF THE SERVICE / HELD AT ST. ANDREW'S CHURCH, 3RD JUNE / 1934. / A SYMBOL OF INDUSTRIAL BROTHERHOOD.",https://lh3.googleusercontent.com/proxy/SSCazt-eZXRaYSxxg02MJBiq2vn63bH7nMkgSSrNFznK-H4UajYAwxANPCjGs-t5ku5SLNtRPX7JSaK3vOUUvc_zbehNOINcQ5hRvj8ZCizV5A
-4.133876,50.366115,Iron Pipes (1826) - location on map to be checked," Mayflower Steps, West Pier.On wall. ",IRON PIPES / FOR THE BETTER SUPPY OF / WATER TO THE INHABITANTS / AND SHIPPING WERE COM / MENCED BEING LAID AT THE / EXPENCE OF THE CORPORA / TION IN THE MAYORALTY OF / W.H. HAWKER ESQ.,https://lh4.googleusercontent.com/proxy/wv1p-GNkynfkf1Q4e_fSQLKEHYcpf4kHhULTGd5XDBnzyXxu662IvLjiQMZTc2fIg5LMjJUPWbdNROaY9I2VkvQ3Dzov0XFMq5O_qdFDJxHIJQ
-4.107501,50.368695,Laira Bridge (1827) - location on map to be checked," Laira Bridge Road.Just to the left as turn into the Ride, towards Chelston Meadow, on wall on patch of grass. ","HUNC PONTEM / SENATUS AUCTORITATE SUSCEPTUM / NOVAS ET COMMODAS VIAS / RECLUDENTEM / I OHANNES COMES DE MORLEY / SUIS SUMPTIBUS / STRUENDEM CURAVIT / OPUS INCOHATUM, A.D. 1824, / ABSOLUTUM A.D.1827 / I.M.RENDEL ARCHITECTO. / LORD MORLEY WITH PARLIAMENTARY CONSENT BY / PUBLIC WISH UNDERTOOK AT HIS OWN EXPENSE THE / BUILDING OF THIS BRIDGE WHICH OPENS NEW AND / SUITABLE ROADS. / THE WORK BEGAN A.D. 1824 AND WAS COMPLETED A.D. 1827, BY J.M. RENDEL, ARCHITECT.",https://lh6.googleusercontent.com/proxy/6pxVJLSSKXpxAthyjKNagvq-lkjZFSn3lQuV2f7c2vvex4-bznBMNvB2QMYYLXLxR68cN4LygAsg9xZBXRbf9thncXhQefG2R0TX2r0216RjVw
-4.107511,50.368681, Laira Bridge (1962), Laira Bridge Road.On right hand wall of Bridge (heading out of City towards Plymstock at start of Bridge. ,"THIS TABLET MARKS THE OPENING OF / THE NEW LAIRA BRIDGE / ON THE 1ST JUNE 1962 / BY / THE LORD CHESHAM / PARLIAMENTARY SECRETARY / TO THE MINISTRY OF TRANSPORT / THIS BRIDGE REPLACES THE CAST IRON / BRIDGE WHICH STOOD FROM 1827 - 1961 / ALDERMAN H.G. MASON, C.B.E., J.P. / THE LORD MAYOR. / ALDERMAN H.L. TREBILCOCK, CHAIRMAN / PUBLIC WORKS COMMITTEE, / MARPLES RIDGEWAY & PARTNERS LTD / CONTRACTORS. / S.LLOYD JONES / TOWN CLERK / J. ACKROYD. / CITY ENGINEER.",https://lh6.googleusercontent.com/proxy/qPySZcgKbVF30Gi7_lVfEW7OnzfPHGEVyTKf0f4HPJv6I7gvUvcTxFfvke3pH4qeSAj_PyxCIcmqDYofr7m0NoP0lbnJgpRzMHAw0OxoT2c6jA
-4.139743,50.370075,Millennium - Action 2000," St. Andrew's Church, Royal Parade.On the grass, left of main entrance, near Hawkins plaque.  ",ACTION 2000 / COMPLETED FOR THE MILLENNIUM / WITH THE SUPPORT OF / LOCAL BUSINESSES / AND VOLUNTEERS. //,https://lh6.googleusercontent.com/proxy/JoZeUbRevfDtkDCix-cfZ8CqhoH55KePgxr8IFXQmKG4R_laScR0NPRLOAeGNEczWtyJtne6WxqWLbx8iQdIUWpIeGlbu0vqeS3Uh1wajguOOQ
-4.142722,50.363729,"Passing of the Reform Act, 1832 - location to be checked."," The Dome, Hoe Road.On wall of dome facing Plymouth Sound. ","REFORM ACT 1832 / The stone tablet that commemorates Plymouth's / involvement with the Reform Act 1832 occupied / this site until 1992, when it was moved into / Plymouth Dome to preserve the stone. /The tablet was originally sited below the level / of the present Hoe Road. It is freely accessible / during the opening hours of Plymouth Dome. //",https://lh4.googleusercontent.com/proxy/m_IYfTb_ai-PCVVKDxg3sSKRlbhqK1mN11iEDGNR11kMpjC467oOEo7Sv54SLZ45zfuSTxrYJ3_TumfvN2Cpz0E2xvbOOp1F98wFGxLf9zT-tg
-4.140781,50.365365,"Plymouth and Novorossiysk, Russia - Twin Town - location to be checked."," Plymouth Hoe Promenade.On the Citadel end of the promenade, near to the cafe. Plaque faces the sea. ","THIS PLAQUE WAS UNVEILED IN / NOVEMBER 1999 TO COMMEMORATE / THE 10TH ANNIVERSARY OF THE / TWINNING OF THE CITIES OF PLYMOUTH / AND NOVOROSSIYSK, RUSSIA./ COUNCILLOR TOM SAVERY / LORD MAYOR OF PLYMOUTH / VALERY PROKHORENKO / MAY OF NOVOROSSIYSK / COUNCILLOR T. EVANS / LEADER OF THE CITY COUNCIL / M.A. STONE / CHIEF EXECUTIVE AND / TOWN CLERK.",https://lh3.googleusercontent.com/proxy/yaF4XyebOhh5TvIogrMG6ME3p_TAsQ4Dg77FoxRgIT6Dn4atKI4UtOBRh8iWDZEiq50dRM5NCyfFBLeIU7ZSUvhWbxAD6qhtyvj2gJH0jSzUHw
-4.139217,50.373185,Old Town Gate - site of," Jigsaw GardenJigsaw Gardens, Drake Circus  ",Near this site formerly stood the 'Old Town' or 'Northern Gate' which was first erected about 1378. In 1379 the gate was partly destroyed by the French. It was repaired and lasted until 1759 when it was rebuilt and finally removed about 1809.,
-4.132892,50.372829,Gasgoyne's Gate, Park Terrace.Side wall of Woodside Public House. ,Near this spot stood a GATE called GASCOYNES'S GATE and which for the Purpose of throwing open and widening the STREET was taken down in the year 1768 and to commemorate the same this TABLET was put up by the order of the MAYOR and COMMONALITY 4th June 1817.,
-4.139957,50.365065,"Execution of three Mutinous Marines, 1797", Plymouth Hoe.Set in pathway (SX 478 539). ,,
-4.134266,50.369551,Vauxhall Quay and Sutton Jetty," Off Vauxhall Street.Junction of Vauxhall Quay, Sutton Jetty and Sutton Wharf (Sutton Harbour Marina). ",,
-4.134491,50.369839,Sutton Wharf, Off Vauxhall Street.Sutton Wharf (north end). East facade of new block. ,,
-4.131047,50.368874,Marrowbone Slip, Off Sutton Road.South of Marrowbone slip / north of China House.  ,,
-4.137184,50.368911,"Plymouth's First Co-operative Shop, 1860", Woolster Court. ,"The site of 15 Catte Street / Plymouth Co-operative Society's / first shop, opened in 1860",
-4.157968,50.374052,Victoria Park Centenary 1902-2002 (1), Eldad Hill. ,"Victoria Park / Officially opened on 8th October 1902 / Jointly by Mr J. Bellamy J.P., Mr E. Leest & Dr W. Corbett / On behalf of the Three Towns / Plymouth, / Devonport & / Stonehouse / The first park of its kind / in this part of the country. / For the people of the area to use for their leisure activities.",
-4.136605,50.367883,"'Old' Customs House, 16th Century", Southside Street. ,"Old' Custom House / 16th Century / In 1586 ""much work was done on the / Custom House on the New Quay""./ By the late 1600s the New Quay had been in-filled and was part of / the Parade. / Survived the threat of demolition in 1926 / and Wartime bomb damage in 1941. / The Custom House of 1820 / stands opposite.",
-4.157928,50.374044,Victoria Park Centenary 1902-2002 (2), Eldad Hill. ,Unveiled by / The Lord Mayor of Plymouth / Cllr Ian Gordon / On Tuesday 8th October 2002 / To commemorate the Centenary of Victoria Park / Organised by The Friends of Victoria Park / Chairperson Zita Moyse / Secretary Paul Carter / Treasurer Diane Jasper-Eustis,
-4.176417,50.369033,"Devonport- Change of Name, 1824", Ker Street. ,Devonport / January 1st / 1824,
-4.146008,50.364942,"Viking Raids, 997", Plymouth Hoe. ,Plymouth / 997 - 1997,
-4.158575,50.374642,"Freeing of Tolls (Millbridge), 1924", Millbridge. ,"Borough of Plymouth / The Plymouth Corporation / Declared this bridge open to the public / Free of toll. On the 1st day of April, 1924. / Solomon Stephens, Mayor / R.J.Fittall, Town clerk.",
-4.164505,50.369555,"Freeing of Tolls (Ha'Penny Bridge), 1924", Millbridge. ,,
-4.197931,50.407352,Tamar Bridge - 25th Anniversary, Tamar Bridge Office.South Eastern approach. ,"Tamar Bridge / 1961 - 1986 / This plaque commemorates / the 25th Anniversary / of the opening of the Tamar Bridge / to the public / on Tuesday, 24th October, 1961 / Joint Chairman / G.E.H. Creber Esq. C.B.E. D.L. / Plymouth City Council W.B. Harding Esq. M.B.E. / Cornwall County Council",
-4.198006,50.407382,Tamar Bridge - Specifications, Tamar Bridge Office.South Eastern approach.  ,"TAMAR BRIDGE / MAIN SPAN 1100 feet SIDE SPANS 374 feet / LENGTH OVER ABUTMENTS 2107 feet 6 inches / HEIGHT OF TOWERS 240 feet ABOVE PIERS. / PIERS ON 30 feet DIAM. CAISSONS FOUNDED / ON ROCK BELOW RIVER BED. / CABLES EACH CONSIST OF 31 STEEL WIRE ROPES 2 3/8 "" DIAM. / ANCHORAGES IN 50 feet TUNNELS. EACH TAKE / 3800 TONS PULL / WEIGHT OF SUSPENDED STRUCTURE 8000 tons.",
-4.130264,50.359436,Mount Batten Tower , Mount Batten Headland.75 yds west of Tower ,,
-4.131352,50.360173,R.A.F. Mount Batten, Mount Batten Headland.50 yds N of entrance to pier.  A few feet from the railings at the water's edge. ,Lengthy text and illustrations.,
-4.200844,50.406747,Tamar Bridges, Tamar Bridge car park. ,Lengthy text and illustrations.,
-4.139505,50.373834,"Queen Victoria's Diamond Jubilee, 1897", Cobourg Street. ,THIS FOUNDATION STONE / WAS LAID IN COMMEMORATION / OF THE COMPLETION OF THE / 60TH YEAR OF THE REIGN OF / HER MAJESTY QUEEN VICTORIA / JUNE 22ND 1897. / C.H. RADFORD / MAYOR.,
-4.139519,50.373833,Higher Education at North Hill State, Cobourg Street. ,"An educational building has been located on / this site since 1889. In 1897 an extension was / recorded by the laying of this stone. / This site has been variously known as / Victoria Memorial Science, Art & Techinical School, / Plymouth & Devonport Technical College, / Plymouth Polytechnic, Polytechnic South West / and the University of Plymouth.",
-4.140204,50.37457,Public Secondary Schools, Cobourg Street.On N wall of University's Scott building ,THIS SCHOOL / ESTABLISHED IN 1809 / WAS REMOVED FROM / FRANKFORT PLACE IN THE OLD PIG MARKET / TO THIS SITE ON THE / SHUTE PARK ESTATE / IN THE YEAR 1812(?),
-4.132361,50.370075,Phoenix Wharf Free Public Landing Peace, Phoenix Wharf ,PHOENIX WHARF PIER / OPENED / AS A FREE PUBLIC LANDING PLACE / 10TH SEPTR 1895. / LAW. MAYOR / PERCY T. PEARCE. / CHAIRMAN OF COMMITTEE.,
-4.169269,50.368487,Richmond Walk, Richmond Walk. ,"RICHMOND WALK / RICHMOND WALK WAS BUILT IN THE 1780S ON THE / ORDERS OF THE / DUKE OF RICHMOND, MASTER GENERAL OF THE / ORDNANCE, TO ALLOW CONTINUED PUBLIC ACCESS / TO THE FORESHORE / BETWEEN STONEHOUSE AND MUTTON COVE / WHICH HAD BEEN SEVERELY RESTRICTED BY THE / REBUILDING OF THE / DOCKYARD DEFENCES. THE LARGE WALL ON / THE NORTHERN SIDE OF THE WALK WAS / DELIBERATELY DESIGNED TO DEFEND MT. WISE / FROM A SEABORNE ATTACK.",
-4.135795,50.371756,Charles Church, Bretonside Viaduct (North side). ,"CHARLES CHURCH / PRIOR TO 1634 THERE WAS BUT ONE PARISH CHURCH IN PLYMOUTH, AT ANDREW'S BUT IN THAT YEAR THE TOWN PETITIONED KING CHARLES I FOR PERMISSION TO DIVIDE THE OLD PARISH INTO TWO AND TO BUILD A SECOND CHURCH. IT WAS NOT UNTIL 1640, HOWEVER, THAT LETTERS PATENT PERMITTING THE CHURCH TO BE BUILT RECEIVED THE ROYAL ASSENT. / WORK WAS COMMENCED IMMEDIATELY ON A SITE SOMEWHAT TO THE WEST OF THE OLD CARMELITE FRIARY, BUT BUILDING OPERATIONS WERE SUSPENDED DURING THE SEIGE OF PLYMOUTH 1642-1646 AND THE CHURCH WAS NOT COMPLETED UNTIL 1657. THE TOWER IS DATED 1657. THE CHURCH WAS DEDICATED IN 1665, THE FIRST SPIRE, MADE OF WOOD AND COVERED WITH LEAD, WAS BUILT IN 1707-1708. THIS SPIRE WAS TAKEN DOWN AND THE PRESENT STONE SPIRE ERECTED IN 1767. / THE BUILDING WAS REGARDED AS ONE OF THE FINEST POST-REFORMATION GOTHIC CHURCHES IN THE KINGDOM. VARIOUS ADDITIONS AND ALTERATIONS, SUCH AS THE ADDITIONS OF THE PORCHES AND VESTRY, AND THE REMOVAL OF THE GALLERIES WERE CARRIED OUT IN THE 19TH CENTURY. / PRIOR TO THE SECOND WORLD WAR THE GRAVEYARD SURROUNDING THE CHURCH EXTENDED TO OVER AN ACRE, BUT IN THE CONSTRUCTION OF THE NEW EXETER STREET THE HUMAN REMAINS WERE REMOVED AND THE GRAVEYARD NO LONGER EXISTS. / ON THE NIGHT OF MARCH 21ST/22ND 1941, THE CHURCH WAS WHOLLY GUTTED BY FIRE AS A RESULT OF A HEAVY AIR RAID, AND UNTIL 1957 THE RUINS REMAINED IN A DERELICT CONDITION. / THE CHURCH AUTHORITIES HAVING DECIDED THAT THE CHURCH WAS NOT TO BE REBUILT, THE PLYMOUTH CORPORATION PURCHASED THE SITE AND IN 1957, WITH THE ASSISTANCE OF THE MINISTRY OF WORKS, CARRIED OUT THE PRESERVATION WORKS. / THE CHURCH NOW FORMS A FITTING MEMORIAL TO THE CIVILIAN LOST THEIR LIVES DUETO ENEMY AIR ATTACKS ON THE CITY DURING THE SECOND WORLD WAR.",
-4.136815,50.376087,Town Water Supply (1), Drake's Place. ,"MADE / IN / THE / MAIORALTE / OF / JOHN / TRLAWNYE / 1598 FRANCES DRAKE FIRST / BROUGHT THIS WATER INTO / PLYMOUTH IN 1594 / THIS CONDUIT WAS NEW BUILT / IN THE MAYORALTY OF WM / COTTON MERCHANT 1671 THE STONE CARVINGS ABOVE / ARE PARTS OF THE OLD PUBLIC CONDUIT / REMOVED FROM THE HEAD OF OLD TOWN STREET / IN 1834. / WILLIAM HOLE EVENS, MAYOR / THE WALL AND CARVINGS RE-ERECTED / 1874. / IN THE SECOND MAYORALTY OF / ALFRED ROOKER / JAMES KING, CHAIRMAN OF THE WATER COMMITTEE THE SOUTH RESERVOIR WAS MADE IN / THE THIRD MAYORALTY OF / EDMUND LOCKYER. / 1825. / THE NORTH RESERVOIR IN / 1828. / DURING THE MAYORALTY OF / RICHARD PRIDHAM ERECTED 1874 / THIS TROUGH / IS PART OF ONE OF THE CHANNELS / BY WHICH WATER WAS DISTRIBUTED / THROUGH THE TOWN.",
-4.137831,50.37627,Town Water Supply (2), Drake's Place. ,BUILT / In the / MAYORALTY / OF JOHN MORSHEAD / Esq.r / ANNO 1754 / Under y. Direct. Of Jos. COLLIER,
-4.164146,50.359727,Plymouth Defences, Western King Point. ,Lengthy text and illustrations.,
