Merchant Category,Supplier Name,Service,Summary of Purpose of Expenditure,Date,Net Amount
Housing Services,STOCKPORT HOMES LTD,Housing (Revenue Account) Services,Repairs and Maintenance,22/03/2017,"4,192.48"
Housing Services,STOCKPORT HOMES LTD,Capital Expenditure,Repairs and Maintenance,21/03/2017,692.00
Housing Services,STOCKPORT HOMES LTD,Capital Expenditure,Capital Expenditure - Acquisitions,21/03/2017,"2,503.13"
Housing Services,STOCKPORT HOMES LTD,Capital Expenditure,Capital Expenditure - Works,24/03/2017,"4,077.37"
Housing Services,STOCKPORT HOMES LTD,Capital Expenditure,Capital Expenditure - Works,24/03/2017,"92,485.69"
Housing Services,STOCKPORT HOMES LTD,Adult Social Care,Other Payments,24/03/2017,"3,211.75"
Housing Services,STOCKPORT HOMES LTD,Adult Social Care,Other Payments,24/03/2017,"4,783.02"
Housing Services,STOCKPORT HOMES LTD,Adult Social Care,Third party payments - Private/Voluntary Sector,24/03/2017,"40,000.00"
Housing Services,STOCKPORT HOMES LTD,Central Support Costs,Repairs and Maintenance,27/03/2017,"15,985.96"
Housing Services,STOCKPORT HOMES LTD,Financing & Investment Income & Exp,Repairs and Maintenance,27/03/2017,753.26
Housing Services,STOCKPORT HOMES LTD,Childrens & Educational Services,Other Payments,27/03/2017,"1,600.00"
Housing Services,STOCKPORT HOMES LTD,Central Support Costs,Repairs and Maintenance,27/03/2017,"-2,360.00"
Housing Services,STOCKPORT HOMES LTD,Childrens & Educational Services,Repairs and Maintenance,02/03/2017,862.40
Housing Services,STOCKPORT HOMES LTD,Childrens & Educational Services,Repairs and Maintenance,02/03/2017,503.50
Housing Services,STOCKPORT HOMES LTD,Central Support Costs,Utilities,28/03/2017,665.10
Housing Services,STOCKPORT HOMES LTD,Central Support Costs,Utilities,28/03/2017,"1,149.75"
Housing Services,STOCKPORT HOMES LTD,Central Support Costs,Utilities,28/03/2017,"1,194.30"
Housing Services,STOCKPORT HOMES LTD,Central Support Costs,Utilities,28/03/2017,"1,122.30"
Housing Services,STOCKPORT HOMES LTD,Central Support Costs,Utilities,28/03/2017,829.80
Housing Services,STOCKPORT HOMES LTD,Housing (Revenue Account) Services,Repairs and Maintenance,28/03/2017,691.00
Housing Services,STOCKPORT HOMES LTD,Housing (Revenue Account) Services,Repairs and Maintenance,28/03/2017,"1,331.06"
Professional / Trade Body,STOCKPORT LABOUR GROUP,Corporate & Democratic Core,Other Payments,24/03/2017,"2,441.43"
NHS Organisation,STOCKPORT NHS TRUST,Childrens & Educational Services,Fees and Charges,02/03/2017,"1,025.00"
NHS Organisation,STOCKPORT NHS TRUST,Adult Social Care,Furniture and Equipment,30/03/2017,"1,750.00"
NHS Organisation,STOCKPORT NHS TRUST,Childrens & Educational Services,Third party payments - Public Sector,15/03/2017,"4,209.00"
NHS Organisation,STOCKPORT NHS TRUST,Adult Social Care,Agency Staff,29/03/2017,"32,389.32"
NHS Organisation,STOCKPORT NHS TRUST,Adult Social Care,Agency Staff,29/03/2017,"8,300.37"
NHS Organisation,STOCKPORT NHS TRUST,Adult Social Care,Other Payments,30/03/2017,"3,625.00"
NHS Organisation,STOCKPORT NHS TRUST,Central Services to the public,Waste Management Equipment,15/03/2017,"4,753.00"
NHS Organisation,STOCKPORT NHS TRUST,Adult Social Care,Agency Staff,03/03/2017,"9,251.00"
NHS Organisation,STOCKPORT NHS TRUST,Adult Social Care,Other Payments,03/03/2017,"2,423.00"
NHS Organisation,STOCKPORT NHS TRUST,Central Services to the public,Third party payments - Public Sector,15/03/2017,"-40,169.00"
NHS Organisation,STOCKPORT NHS TRUST,Adult Social Care,Information and Communications Technology,15/03/2017,"22,295.23"
NHS Organisation,STOCKPORT NHS TRUST,Adult Social Care,Fees and Charges,15/03/2017,"-22,684.42"
NHS Organisation,STOCKPORT NHS TRUST,Public Health,Third party payments - Public Sector,15/03/2017,"327,741.00"
NHS Organisation,STOCKPORT NHS TRUST,Childrens & Educational Services,Third party payments - Public Sector,31/03/2017,690.00
NHS Organisation,STOCKPORT NHS TRUST,Childrens & Educational Services,Third party payments - Public Sector,31/03/2017,"15,971.00"
NHS Organisation,STOCKPORT NHS TRUST,Childrens & Educational Services,Mileage Claims /Allowances,31/03/2017,750.00
NHS Organisation,STOCKPORT NHS TRUST,Childrens & Educational Services,Information and Communications Technology,31/03/2017,54.00
NHS Organisation,STOCKPORT NHS TRUST,Childrens & Educational Services,Information and Communications Technology,31/03/2017,50.00
NHS Organisation,STOCKPORT NHS TRUST,Childrens & Educational Services,Third party payments - Public Sector,02/03/2017,"4,323.28"
Psychology / Assessment Services,STOCKPORT PSYCHOLOGY SERVICE LTD,Childrens & Educational Services,Legal Fees,08/03/2017,842.40
Social Care Services,STOCKPORT SUPPORTED TENANCIES,Adult Social Care,Care Payments,23/03/2017,650.40
Social Care Services,STOCKPORT SUPPORTED TENANCIES,Adult Social Care,Care Payments,31/03/2017,531.20
Disability Support,STOCKPORT USER-FRIENDLY FORUM,Adult Social Care,Third party payments - Private/Voluntary Sector,31/03/2017,"4,349.20"
Transport and Travel,Stuart Dunkerley - Taxis,Adult Social Care,Travelling Expenses,03/03/2017,"1,032.50"
Transport and Travel,Stuart Dunkerley - Taxis,Adult Social Care,Travelling Expenses,03/03/2017,"1,470.00"
ICT Consultancy / Support,SUDLOWS Ltd,Planning Services,Information and Communications Technology,21/03/2017,"2,006.00"
Social Care Services,Sunrise of Mobberley,Adult Social Care,Care Payments,06/03/2017,781.25
Social Care Services,Sunrise Operations of Bramhall Ltd,Adult Social Care,Care Payments,06/03/2017,"-1,803.55"
Social Care Services,Sunrise Operations of Bramhall Ltd,Adult Social Care,Care Payments,06/03/2017,"-10,175.05"
Social Care Services,Sunrise Operations of Bramhall Ltd,Adult Social Care,Care Payments,06/03/2017,"4,830.00"
Social Care Services,Sunrise Operations of Bramhall Ltd,Adult Social Care,Care Payments,06/03/2017,-691.96
Social Care Services,Sunrise Operations of Bramhall Ltd,Adult Social Care,Care Payments,06/03/2017,"1,562.50"
Social Care Services,Sunrise Operations of Bramhall Ltd,Adult Social Care,Care Payments,06/03/2017,-401.79
Social Care Services,Sunrise Operations of Bramhall Ltd,Adult Social Care,Care Payments,06/03/2017,"14,697.50"
Childcare Provision,Swann Lane Pre-School,Childrens & Educational Services,Third party payments - Private/Voluntary Sector,09/03/2017,"4,393.44"
Foster Care,SWIIS FOSTERCARE LTD,Childrens & Educational Services,Care Payments,01/03/2017,"3,042.00"
Training Provision,Talking Life,Central Support Costs,Expenses and Allowances,20/03/2017,550.00
Social Care Services,Tall Trees Care,Adult Social Care,Care Payments,06/03/2017,-922.75
Social Care Services,Tall Trees Care,Adult Social Care,Care Payments,06/03/2017,"18,526.20"
NHS Organisation,TAMESIDE HOSPITAL NHS FOUNDATION TR,Central Services to the public,Third party payments - Public Sector,22/03/2017,"35,452.07"
NHS Organisation,TAMESIDE HOSPITAL NHS FOUNDATION TR,Central Services to the public,Third party payments - Public Sector,22/03/2017,"43,173.00"
Local Authority,TAMESIDE MBC,Adjustments to the AC/Funding Basis,Capital financing costs,31/03/2017,"1,178,230.96"
Local Authority,TAMESIDE MBC,Financing & Investment Income & Exp,Capital financing costs,31/03/2017,"101,073.80"
Local Authority,TAMESIDE MBC,Financing & Investment Income & Exp,Third party payments - Public Sector,31/03/2017,"15,191.71"
Local Authority,TAMESIDE MBC,Financing & Investment Income & Exp,Third party payments - Public Sector,31/03/2017,"1,303.22"
Childcare Provision,Tania Tamara Rippingham,Childrens & Educational Services,Third party payments - Private/Voluntary Sector,09/03/2017,837.00
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,03/03/2017,"122,874.15"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,03/03/2017,"69,705.72"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,03/03/2017,"59,422.17"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,03/03/2017,"135,034.06"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,03/03/2017,"21,148.04"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,03/03/2017,"29,287.67"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,03/03/2017,"40,356.60"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,03/03/2017,"37,863.07"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,03/03/2017,"2,025.66"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,27/03/2017,"328,754.00"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,27/03/2017,"63,140.17"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,27/03/2017,"41,812.92"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,27/03/2017,"25,903.64"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,27/03/2017,"105,529.96"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,29/03/2017,"152,048.07"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,31/03/2017,"80,659.64"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,31/03/2017,"79,639.80"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,31/03/2017,"16,645.01"
Construction / Building Services,TARMAC LTD,Capital Expenditure,Capital Expenditure - Works,31/03/2017,"70,590.20"
Construction / Building Services,Tarmac Trading Ltd,Capital Expenditure,Capital Expenditure - Works,30/03/2017,"56,617.07"
Construction / Building Services,Tarmac Trading Ltd,Capital Expenditure,Capital Expenditure - Works,30/03/2017,"183,714.31"
Construction / Building Services,Tarmac Trading Ltd,Capital Expenditure,Capital Expenditure - Fees,08/03/2017,836.13
Construction / Building Services,Tarmac Trading Ltd,Capital Expenditure,Supplies and services,09/03/2017,"62,705.80"
Transport and Travel,Taxi Team Limited,Childrens & Educational Services,Leasing /Transport Hire,21/03/2017,"1,986.00"
Other Public Sector Organisation,TEACHERS PENSIONS,Childrens & Educational Services,Other Payments,02/03/2017,"16,182.11"
Other Public Sector Organisation,TEACHERS PENSIONS,Childrens & Educational Services,Other Payments,02/03/2017,"75,531.29"
Other Public Sector Organisation,TEACHERS PENSIONS,Childrens & Educational Services,Other Payments,02/03/2017,"6,473.08"
Other Public Sector Organisation,TEACHERS PENSIONS,Childrens & Educational Services,Other Payments,02/03/2017,"1,534,163.84"
Recruitment / Staffing,TEACHING PERSONNEL LTD,Childrens & Educational Services,Fees and Charges,15/03/2017,680.00
Recruitment / Staffing,TEACHING PERSONNEL LTD,Childrens & Educational Services,Agency Staff,06/03/2017,588.00
Recruitment / Staffing,TEACHING PERSONNEL LTD,Childrens & Educational Services,Agency Staff,22/03/2017,588.00
Recruitment / Staffing,TEACHING PERSONNEL LTD,Childrens & Educational Services,Agency Staff,30/03/2017,588.00
Social Care Services,THAMES HEALTH CARE LTD,Adult Social Care,Care Payments,06/03/2017,"8,975.25"
Social Care Services,THE BELMONT CARE HOME LTD,Adult Social Care,Care Payments,06/03/2017,"-12,280.10"
Social Care Services,THE BELMONT CARE HOME LTD,Adult Social Care,Care Payments,06/03/2017,-447.25
Social Care Services,THE BELMONT CARE HOME LTD,Adult Social Care,Care Payments,06/03/2017,"39,868.71"
Social Care Services,THE BELMONT CARE HOME LTD,Adult Social Care,Care Payments,06/03/2017,"2,135.00"
Social Care Services,THE BELMONT CARE HOME LTD,Adult Social Care,Care Payments,27/03/2017,"1,119.57"
Social Care Services,THE BELMONT CARE HOME LTD,Adult Social Care,Care Payments,27/03/2017,"2,239.14"
Social Care Services,THE BELMONT CARE HOME LTD,Adult Social Care,Care Payments,27/03/2017,"6,251.43"
Social Care Services,THE BELMONT CARE HOME LTD,Adult Social Care,Care Payments,27/03/2017,"1,514.71"
Social Care Services,THE BELMONT CARE HOME LTD,Adult Social Care,Care Payments,27/03/2017,"2,305.00"
Education Services,The Birches,Childrens & Educational Services,Fees and Charges,28/03/2017,500.00
Education Services,The Birches School,Childrens & Educational Services,Third party payments - Public Sector,07/03/2017,"2,780.00"
Social Care Services,THE BROAD GROUP LTD,Adult Social Care,Care Payments,22/03/2017,"3,060.96"
Social Care Services,THE CAMPHILL VILLAGE TRUST,Adult Social Care,Care Payments,22/03/2017,935.36
Social Care Services,THE CAMPHILL VILLAGE TRUST,Adult Social Care,Care Payments,22/03/2017,864.84
Social Care Services,The David Lewis Centre,Adult Social Care,Care Payments,06/03/2017,-631.50
Social Care Services,The David Lewis Centre,Adult Social Care,Care Payments,06/03/2017,-500.75
Social Care Services,The David Lewis Centre,Adult Social Care,Care Payments,06/03/2017,"3,817.40"
Social Care Services,The David Lewis Centre,Adult Social Care,Care Payments,06/03/2017,"5,328.20"
Social Care Services,The David Lewis Centre,Childrens & Educational Services,Fees and Charges,07/03/2017,"5,969.60"
Social Care Services,The David Lewis Centre,Childrens & Educational Services,Fees and Charges,07/03/2017,"7,227.10"
Social Care Services,The David Lewis Centre,Childrens & Educational Services,Fees and Charges,30/03/2017,"8,001.47"
Social Care Services,The David Lewis Centre,Childrens & Educational Services,Fees and Charges,30/03/2017,"5,969.60"
Construction / Building Services,THE EXCELLENT RAMP SYSTEM LTD,Capital Expenditure,Capital Expenditure - Works,06/03/2017,"3,200.00"
Construction / Building Services,THE EXCELLENT RAMP SYSTEM LTD,Capital Expenditure,Capital Expenditure - Works,09/03/2017,"3,925.00"
Welfare Services,The FASD Trust,Childrens & Educational Services,Staff Training,29/03/2017,925.10
Equipment Supplies,THE FRESH GROUND COFFEE SERV,Adult Social Care,Furniture and Equipment,31/03/2017,571.35
Equipment Supplies,THE FRESH GROUND COFFEE SERV,Adult Social Care,Furniture and Equipment,24/03/2017,-571.35
Equipment Supplies,THE FRESH GROUND COFFEE SERV,Adult Social Care,Furniture and Equipment,31/03/2017,571.35
Equipment Supplies,THE FRESH GROUND COFFEE SERV,Adult Social Care,Catering Supplies,24/03/2017,187.00
Equipment Supplies,THE FRESH GROUND COFFEE SERV,Adult Social Care,Catering Supplies,24/03/2017,85.50
Equipment Supplies,THE FRESH GROUND COFFEE SERV,Adult Social Care,Catering Supplies,24/03/2017,145.80
Equipment Supplies,THE FRESH GROUND COFFEE SERV,Adult Social Care,Catering Supplies,24/03/2017,92.60
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,91.25
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,107.90
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,148.32
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,24/03/2017,199.39
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,02/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,02/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,02/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,02/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,02/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,02/03/2017,192.00
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,02/03/2017,220.14
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,96.00
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,142.42
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,02/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,02/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,02/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,02/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,02/03/2017,152.87
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,15/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,15/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,15/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,15/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,15/03/2017,175.57
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,96.00
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,149.38
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,133.51
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,120.79
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,105.27
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,168.37
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,96.00
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,10/03/2017,505.62
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,06/03/2017,76.56
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,35.70
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,104.28
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,57.52
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,30.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,157.92
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,30.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,91.25
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,107.90
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,153.23
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,15/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,15/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,15/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,15/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,15/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,15/03/2017,156.12
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,13/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,13/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,13/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,13/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,13/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,13/03/2017,142.67
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,31.32
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,139.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,13/03/2017,146.97
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,13/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,13/03/2017,28.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,13/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,13/03/2017,91.25
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,13/03/2017,159.72
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,157.92
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,30.96
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,91.25
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,107.90
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,30/03/2017,153.23
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,172.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,149.50
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,153.75
Furniture and Furnishings,THE FURNISHING SERVICE (England),Housing (General Fund) Services,Furniture and Equipment,21/03/2017,58.80
