DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_KG,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation ,NotAcceptable2,ReasonForRefusal,NoOfConsignments
2017-10-08,2017,Q4,Oct,8,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100090,Other,425,765,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,804,3395,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,CN,Heathrow,CN,China,GB,GB,704909040,Brassica oleracea (Chinese Broccoli),284,1661.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,218,1285,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),48,312,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,560,840,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,680,1650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,450,675,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,340,510,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,400,600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,132,660,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,JP,Heathrow,JP,Japan,GB,GB,21069092,"Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1,5|% milkfat, 5|% sucrose or isoglucose, 5|% glucose or starch",13,96.58,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,JP,Heathrow,JP,Japan,GB,GB,7095990,Other,3,6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,725,2625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,515,1845,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),202,1212,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,282,610,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,CN,Heathrow,CN,China,GB,GB,704909040,Brassica oleracea (Chinese Broccoli),32,182.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,AR,"Tilbury, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25030,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,AR,"Tilbury, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24990,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,AR,"Tilbury, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24890,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,AR,"Tilbury, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",24,25120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,AR,"Tilbury, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",24,25140,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,AR,"Tilbury, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",24,25140,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,AE,"Southampton, P",CN,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,656,494.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25040,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,240,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,160,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,320,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,315,472,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,20,16000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Salmonella spp.,satisfactory,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,ET,Heathrow,ET,Ethiopia,GB,GB,9041200,Crushed or ground,40,1000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,ET,Heathrow,ET,Ethiopia,GB,GB,9041200,Crushed or ground,40,1000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,AR,"Tilbury, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24880,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,9022000,Other green tea (not fermented),99,1950,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8022200,Shelled,320,4000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,240,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,160,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,240,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,AR,Liverpool,AR,Argentina,NL,GB,12024200,"Shelled, whether or not broken",20,25140,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,21031000,Soya sauce,50,200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,20059100,Bamboo shoots,80,1440,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,Heathrow,TR,Turkey,GB,GB,8042090,Dried,30,300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,605,2081,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,800,2700,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,11029050,Rice flour,153,231.86,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,19059055,"Extruded or expanded products, savoury or salted",153,231.86,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24980,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2808,19656,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1716,4612.61,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,55,82.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",20,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",20,18500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",20,18500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",20,18500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8022200,Shelled,12,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,12,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",1000,25000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,580,870,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,725,2625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,DO,Gatwick,DO,Dominican Republic,GB,GB,709609920,Peppers (other than sweet) (Capsicum spp.),75,285,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",80,503,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,295,1275.84,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-09,2017,Q4,Oct,9,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,9022000,Other green tea (not fermented),500,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",2496,22260,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,IN,London Gateway,IN,India,GB,GB,12074090,Other,80,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,IN,London Gateway,IN,India,GB,GB,12074090,Other,850,17000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Salmonella spp.,satisfactory,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1232,6160,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,4050,4050,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,112,560,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20085098,Of less than 5|kg,3000,2940,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20085098,Of less than 5|kg,3000,9600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220019,Other,1000,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220019,Other,1000,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220019,Other,2000,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),120,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),150,3750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),60,1500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1680,21000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,IN,"Southampton, P",IN,India,GB,GB,20081198,In immediate packings of a net content not exceeding 1|kg,100,480,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,BR,London Gateway,BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,89,356,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,3150,10080,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,NG,Heathrow,NG,Nigeria,GB,GB,2008999950,"Watermelon (egusi, Citrullus spp.) seeds and derived products",3,60,Human consumption,Not Satisfactory,no,2. Destruction,Not Satisfactory,Not Done,No,-,-,-,destruction,1. Absence/Invalid certificate (if applicable),1
2017-10-10,2017,Q4,Oct,10,2017-10,NG,Heathrow,NG,Nigeria,GB,GB,2008999950,"Watermelon (egusi, Citrullus spp.) seeds and derived products",3,60,Human consumption,Not Satisfactory,no,2. Destruction,Not Satisfactory,Not Done,No,-,-,-,destruction,"6. Other, create RASFF notification",1
2017-10-10,2017,Q4,Oct,10,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100090,Other,392,646.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22140,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22040,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22140,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22100,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22140,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22240,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22100,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22100,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22040,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,400,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,400,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-10,2017,Q4,Oct,10,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8022200,Shelled,100,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
