Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-580780-144649,"74,645.37",HTA Clinical Evaluation Trial,EH1 1HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-580540-144851,"74,725.14",Health Tech Assessment,CV2 2DX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE SOLENT NHS TRUST R1C,ERS-580050-144489,"74,932.00",Applied Research Programme,SO16 4XE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-580318-144261,"75,009.54",NIHR Public Health Research NETSCC,CB2 1TN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GLASGOW CALEDONIAN UNIVERSITY,ERS-580529-144769,"75,375.00",Health Tech Assessment,G4 0BA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580077-144411,"75,377.97",HTA commissioned workstream,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580719-144904,"75,859.53",HTA commissioned workstream,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-580126-144482,"76,172.85",Commissioned EME,M21 9UN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580694-144961,"76,298.40",Service Delivery & Org,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580481-144941,"76,313.13",Commissioned EME,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580696-144739,"76,351.28",Service Delivery & Org,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CARDIFF AND VALE UNIVERSITY LOCAL HEALTH BOARD,ERS-580608-144604,"76,573.27",HTA Pragmatic Trials,CF4 4XW,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-579994-144155,"76,617.85",EME NETSCC,NE7 7DN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LIVERPOOL UNIVERSITY OF,ERS-580181-144343,"76,875.00",School for Public Health,L69 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-580848-144908,"76,970.59",Commissioned EME,CB2 1TN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,ERS-579998-144068,"77,172.39",Health Tech Assessment,WF3 1WE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580474-144735,"77,185.00",Other PRP Research,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-580489-144575,"77,200.52",EME NETSCC,BR3 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS OXFORDSHIRE CCG 10Q,ERS-580574-144778,"77,812.00",Applied Research Programme,OX4 2LH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CARDIFF UNIVERSITY,ERS-580118-144262,"77,817.21",HTA Clinical Evaluation Trial,CF24 0DE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-580637-144783,"77,848.00",Applied Research Programme,ST5 1QG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH BRISTOL NHS TRUST,ERS-580693-144583,"77,864.54",Health Tech Assessment,BS1 2NP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580348-144239,"78,118.25",HTA Clinical Evaluation Trial,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-580547-144914,"78,130.14",Commissioned EME,EH1 1HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580605-144621,"78,439.77",HTA Pragmatic Trials,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,INTENSIVE CARE NATIONAL AUDIT & RESEARCH CENTRE,ERS-580553-144660,"79,021.76",Service Delivery & Org,WC1V 6AZ,VCS,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580704-144623,"79,025.87",Health Tech Assessment,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580314-144367,"79,047.21",HTA commissioned workstream,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ERS-580607-144833,"79,064.00",Applied Research Programme,BA1 3NJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580769-144988,"79,100.15",Commissioned EME,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-580759-144897,"79,360.29",Health Tech Assessment,AB24 3FX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580624-144737,"79,425.24",HTA Clinical Evaluation Trial,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-580076-144470,"79,428.63",NIHR Public Health Research NETSCC,YO10 5DD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-580201-144190,"79,448.64",HTA commissioned workstream,LE5 4QF,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,PLYMOUTH UNIVERSITY OF,ERS-580845-144993,"79,735.95",NIHR Public Health Research NETSCC,PL4 8AA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-580485-144691,"79,762.23",EME NETSCC,LS2 9JT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,DUNDEE UNIVERSITY OF,ERS-580521-144640,"80,172.00",HTA Pragmatic Trials,DD1 4HN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-580681-144527,"80,236.56",HTA Clinical Evaluation Trial,L12 2AP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-580270-144142,"80,447.22",HTA Clinical Evaluation Trial,LS9 7TF,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-580778-144860,"80,839.85",Commissioned EME,EC1V 2PD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,ERS-580513-144768,"80,868.28",Health Tech Assessment,S10 3TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-580138-144046,"80,980.57",HTA commissioned workstream,WF3 1WE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-579900-144242,"81,414.39",NIHR Public Health Research NETSCC,BS8 1TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,INTENSIVE CARE NATIONAL AUDIT & RESEARCH CENTRE,ERS-580090-144301,"81,957.69",HTA commissioned workstream,WC1V 6AZ,VCS,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BATH UNIVERSITY OF,ERS-580699-144899,"82,068.24",NIHR Public Health Research NETSCC,BA2 7AY,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-579967-144303,"82,122.87",EME NETSCC,SW7 2AZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-580499-144827,"82,250.00",Applied Research Programme,NW3 1QG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-579995-144421,"82,321.20",Health Tech Assessment,E1 2AX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-580281-144151,"82,385.00",Applied Research Programme,NW1 2BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CARDIFF UNIVERSITY,ERS-580130-144263,"82,630.59",HTA commissioned workstream,CF24 0DE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-580535-144955,"82,840.05",Service Delivery & Org,LS2 9JT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580588-144680,"83,242.82",HTA Clinical Evaluation Trial,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-580119-144333,"83,692.08",Health Service Recharge,LS2 9JT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-580683-144972,"84,129.87",NIHR Public Health Research NETSCC,NE1 7RU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580015-144409,"84,279.99",Health Tech Assessment,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-580748-144861,"84,333.34",HTA Clinical Evaluation Trial,B4 6NL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-579952-144210,"84,471.69",HTA commissioned workstream,AB24 3FX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS Cambridgeshire and Peterborough CCG 06H,ERS-580369-144499,"85,348.00",Applied Research Programme,CB2 8FH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-580723-144647,"85,538.70",EME NETSCC,EH1 1HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-580695-144722,"85,731.93",Health Tech Assessment,NE1 7RU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-580312-144216,"86,044.44",HTA commissioned workstream,AB24 3FX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-580128-144213,"86,171.16",EME NETSCC,AB24 3FX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-579966-144219,"87,798.72",HTA commissioned workstream,BT7 1NN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ERS-580745-144571,"88,081.75",HTA commissioned workstream,TS4 3BW,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-580013-144422,"88,483.77",Health Tech Assessment,E1 2AX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-580522-144764,"88,735.00",Applied Research Programme,LS15 7TW,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-579924-144420,"88,818.66",HTA commissioned workstream,E1 2AX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-580157-144148,"89,125.26",HTA commissioned workstream,B15 2PR,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-580048-144332,"89,333.22",EME NETSCC,LS2 9JT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-580796-144525,"89,462.00",Applied Research Programme,CM8 2TL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-580266-144126,"89,547.93",HTA commissioned workstream,M6 8HD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KEELE UNIVERSITY OF,ERS-580001-144313,"90,045.63",Health Tech Assessment,ST5 5BG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-580640-144665,"90,093.00",Other PRP Research,SW7 2AZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580267-144363,"90,315.36",HTA commissioned workstream,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,INTENSIVE CARE NATIONAL AUDIT & RESEARCH CENTRE,ERS-580143-144302,"90,407.55",HTA Clinical Evaluation Trial,WC1V 6AZ,VCS,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-580716-144634,"90,521.91",Health Tech Assessment,CB2 1TN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-580625-144916,"90,676.00",vCJD research,EH1 1HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-580233-144224,"90,681.09",HTA commissioned workstream,BT7 1NN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-579882-144161,"90,802.00",Applied Research Programme,OX4 2PG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-580823-144928,"91,794.99",NIHR Public Health Research NETSCC,WC1E 7HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GLASGOW CALEDONIAN UNIVERSITY,ERS-580309-144484,"91,874.46",HTA Clinical Evaluation Trial,G4 0BA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,DEVON PARTNERSHIP NHS TRUST,ERS-580505-144590,"92,164.00",Applied Research Programme,EX2 5DW,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-580217-144274,"92,412.12",HTA commissioned workstream,EH1 1HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-580465-145003,"92,457.63",NIHR Public Health Research NETSCC,YO10 5DD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EAST ANGLIA UNIVERSITY OF,ERS-580777-144642,"92,676.87",HTA Topic Areas & Genetics Technology,NR4 7TJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-580629-144599,"93,446.00",Applied Research Programme,B15 2PZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EAST ANGLIA UNIVERSITY OF,ERS-580775-144641,"93,512.35",EME NETSCC,NR4 7TJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY OF,ERS-580342-144402,"93,992.04",HTA Clinical Evaluation Trial,NG7 2RD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-580272-144426,"94,005.66",HTA Clinical Evaluation Trial,E1 2AX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS BRISTOL CCG 11H,ERS-580308-144502,"94,160.40",HTA Clinical Evaluation Trial,BS1 3NX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-580754-144868,"94,409.10",Health Service Recharge,NW1 2BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,VELINDRE NHS TRUST,ERS-580463-144603,"94,480.25",HTA Clinical Evaluation Trial,CF11 9LJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-580703-144554,"94,489.82",HTA Clinical Evaluation Trial,EC1V 2PD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580770-144628,"94,829.79",HTA Clinical Evaluation Trial,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-580468-144589,"95,008.00",HTA Clinical Evaluation Trial,LE5 4QF,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-580785-144615,"95,115.33",HTA commissioned workstream,BT7 1NN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE SOLENT NHS TRUST R1C,ERS-580576-144771,"95,521.00",Applied Research Programme,SO16 4XE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-580670-144567,"95,913.00",Applied Research Programme,NE7 7DN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ERS-580500-144586,"96,086.57",HTA Pragmatic Trials,CT1 3NG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-580380-144311,"96,500.00",Invention for Innovation,SW7 2AZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-580635-144577,"96,530.00",Applied Research Programme,BR3 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHERN HEALTH NHS FOUNDATION TRUST,ERS-580817-144881,"96,565.00",Applied Research Programme,SO40 2RZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-580740-144774,"96,922.00",Applied Research Programme,E1 8PR,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-580622-144915,"96,979.00",vCJD research,EH1 1HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GLASGOW UNIVERSITY OF,ERS-580669-144654,"96,995.06",NIHR Public Health Research NETSCC,G12 8QQ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH BRISTOL NHS TRUST,ERS-580718-144878,"97,349.00",Applied Research Programme,BS1 2NP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,DUNDEE UNIVERSITY OF,ERS-580413-144639,"97,500.00",HTA Pragmatic Trials,DD1 4HN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-580125-144221,"97,590.81",NIHR Public Health Research NETSCC,BT7 1NN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580017-144320,"97,719.60",Commissioned EME,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-580426-144573,"98,500.00",Applied Research Programme,BR3 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH BRISTOL NHS TRUST,ERS-580676-144582,"99,127.00",Applied Research Programme,BS1 2NP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,DUNDEE UNIVERSITY OF,ERS-580168-144268,"99,505.08",HTA commissioned workstream,DD1 4HN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LANCASHIRE CARE NHS FOUNDATION TRUST,ERS-580035-144188,"99,547.20",HTA Pragmatic Trials,PR5 6XT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GLASGOW UNIVERSITY OF,ERS-580662-144921,"99,550.44",Cochrane Complex Review Centre,G12 8QQ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580451-144732,"100,107.50",HTA Clinical Evaluation Trial,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580826-144948,"100,158.33",Health Tech Assessment,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-580494-144522,"100,770.00",Applied Research Programme,WF3 1WE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS BRISTOL CCG 11H,ERS-580338-144503,"100,974.60",Service Delivery & Org,BS1 3NX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,ERS-580702-144846,"100,984.00",Invention for Innovation,ST4 7LN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-579990-144349,"101,678.49",HTA Clinical Evaluation Trial,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-580710-144766,"102,181.00",Applied Research Programme,M21 9UN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580766-144715,"102,563.40",HTA Clinical Evaluation Trial,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EAST LONDON NHS FOUNDATION TRUST,ERS-580194-144193,"102,855.00",Applied Research Programme,E1 1RD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SUSSEX UNIVERSITY OF,ERS-580825-145001,"102,972.45",Health Tech Assessment,BN1 9RH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-580009-144120,"103,042.26",HTA Pragmatic Trials,NR4 7UY,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-579889-144347,"103,092.00",NHS Blood & Transplant,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,PUBLIC HEALTH ENGLAND PHE033,ERS-579968-144493,"104,154.00",Other PRP Research,SP4 0JG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-580734-144648,"104,407.44",HTA Clinical Evaluation Trial,EH1 1HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-580306-144479,"105,015.66",HTA Clinical Evaluation Trial,LS15 7TW,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-580273-144158,"105,442.19",HTA commissioned workstream,NE7 7DN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-580490-144824,"105,614.00",Applied Research Programme,WF3 1WE,PUBLIC,,,
