Newcastle City Council Invoices over £250 paid in December 2016,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103694,Revenue,1MF35,Special Guardianship Allow,534.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088784,Revenue,1MC13,Post 18 Staying Put,300.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103311,Revenue,1MC13,Post 18 Staying Put,600.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088797,Revenue,1MC20,In-House Foster Carer Costs,1242.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103324,Revenue,1MC20,In-House Foster Carer Costs,2484.80
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088780,Revenue,1MC20,In-House Foster Carer Costs,1242.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103307,Revenue,1MC20,In-House Foster Carer Costs,2484.80
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088776,Revenue,1MF35,Special Guardianship Allow,484.50
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103303,Revenue,1MF35,Special Guardianship Allow,969.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088783,Revenue,1MC20,In-House Foster Carer Costs,1332.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103310,Revenue,1MC20,In-House Foster Carer Costs,2824.76
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088806,Revenue,1MC20,In-House Foster Carer Costs,711.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103334,Revenue,1MC20,In-House Foster Carer Costs,1422.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103353,Revenue,1MF35,Special Guardianship Allow,434.80
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103641,Revenue,1MC20,In-House Foster Carer Costs,-167.82
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103641,Revenue,1MC21,Fostering Unit,833.05
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088767,Revenue,1MC20,In-House Foster Carer Costs,1746.89
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103294,Revenue,1MC20,In-House Foster Carer Costs,2844.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088769,Revenue,1MC20,In-House Foster Carer Costs,711.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103296,Revenue,1MC20,In-House Foster Carer Costs,1422.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088803,Revenue,1MF10,Adoption Payments,2486.76
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103331,Revenue,1MF10,Adoption Payments,4973.52
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103274,Revenue,1MC20,In-House Foster Carer Costs,-50.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103274,Revenue,1MC13,Post 18 Staying Put,324.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089061,Revenue,1MC20,In-House Foster Carer Costs,1715.10
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089061,Revenue,1MC13,Post 18 Staying Put,300.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103605,Revenue,1MC20,In-House Foster Carer Costs,3430.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103605,Revenue,1MC13,Post 18 Staying Put,600.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088822,Revenue,1MF35,Special Guardianship Allow,534.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103352,Revenue,1MF35,Special Guardianship Allow,1068.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088826,Revenue,1MF10,Adoption Payments,549.24
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103356,Revenue,1MF10,Adoption Payments,1098.48
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088824,Revenue,1MF10,Adoption Payments,324.04
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103354,Revenue,1MF10,Adoption Payments,648.08
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088815,Revenue,1MF35,Special Guardianship Allow,630.34
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103344,Revenue,1MF35,Special Guardianship Allow,1260.68
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088764,Revenue,1MC20,In-House Foster Carer Costs,988.05
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103291,Revenue,1MC20,In-House Foster Carer Costs,851.31
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089101,Revenue,1MC20,In-House Foster Carer Costs,1478.66
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103648,Revenue,1MC20,In-House Foster Carer Costs,3204.88
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088804,Revenue,1MC20,In-House Foster Carer Costs,711.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103332,Revenue,1MC20,In-House Foster Carer Costs,1897.50
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089017,Revenue,1MC20,In-House Foster Carer Costs,823.80
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103559,Revenue,1MC20,In-House Foster Carer Costs,1647.60
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088788,Revenue,1MC20,In-House Foster Carer Costs,1242.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103315,Revenue,1MC20,In-House Foster Carer Costs,2484.80
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088978,Revenue,1MC20,In-House Foster Carer Costs,621.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088978,Revenue,1MC13,Post 18 Staying Put,300.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103520,Revenue,1MC20,In-House Foster Carer Costs,1242.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103520,Revenue,1MC13,Post 18 Staying Put,600.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088985,Revenue,1MC20,In-House Foster Carer Costs,1774.82
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103527,Revenue,1MC20,In-House Foster Carer Costs,3549.64
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089030,Revenue,1MF35,Special Guardianship Allow,267.10
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103572,Revenue,1MF35,Special Guardianship Allow,534.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088770,Revenue,1MC20,In-House Foster Carer Costs,1332.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103297,Revenue,1MC20,In-House Foster Carer Costs,2664.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088785,Revenue,1MF35,Special Guardianship Allow,364.84
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103312,Revenue,1MF35,Special Guardianship Allow,729.68
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103346,Revenue,1MF35,Special Guardianship Allow,432.24
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088813,Revenue,1MC20,In-House Foster Carer Costs,886.16
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103342,Revenue,1MC20,In-House Foster Carer Costs,1772.32
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088838,Revenue,1MF10,Adoption Payments,500.76
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103368,Revenue,1MF10,Adoption Payments,1001.52
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088825,Revenue,1MC20,In-House Foster Carer Costs,785.66
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103355,Revenue,1MC20,In-House Foster Carer Costs,1622.11
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089054,Revenue,1MC20,In-House Foster Carer Costs,2028.06
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089054,Revenue,1MC13,Post 18 Staying Put,662.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103598,Revenue,1MC20,In-House Foster Carer Costs,4056.12
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103598,Revenue,1MC13,Post 18 Staying Put,1324.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088820,Revenue,1MF35,Special Guardianship Allow,484.50
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103350,Revenue,1MF35,Special Guardianship Allow,969.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088781,Revenue,1MC20,In-House Foster Carer Costs,1332.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103308,Revenue,1MC20,In-House Foster Carer Costs,2664.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088819,Revenue,1MC20,In-House Foster Carer Costs,2053.90
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103349,Revenue,1MC20,In-House Foster Carer Costs,4107.80
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103298,Revenue,1MD85,Residence Orders,321.12
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088811,Revenue,1MC20,In-House Foster Carer Costs,711.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103340,Revenue,1MC20,In-House Foster Carer Costs,1422.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088992,Revenue,1MF35,Special Guardianship Allow,342.52
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103535,Revenue,1MF35,Special Guardianship Allow,685.04
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103365,Revenue,1MF10,Adoption Payments,260.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088795,Revenue,1MF35,Special Guardianship Allow,364.84
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103322,Revenue,1MF35,Special Guardianship Allow,729.68
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088830,Revenue,1MC20,In-House Foster Carer Costs,342.50
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088829,Revenue,1MC20,In-House Foster Carer Costs,1422.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103359,Revenue,1MC20,In-House Foster Carer Costs,2844.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103649,Revenue,1MF01,16+ Team (YP),709.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089149,Revenue,1MF35,Special Guardianship Allow,643.94
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103696,Revenue,1MF35,Special Guardianship Allow,1287.88
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088786,Revenue,1MC20,In-House Foster Carer Costs,2318.69
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103313,Revenue,1MC20,In-House Foster Carer Costs,4488.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088836,Revenue,1MC20,In-House Foster Carer Costs,2133.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103366,Revenue,1MC20,In-House Foster Carer Costs,4266.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088801,Revenue,1MC20,In-House Foster Carer Costs,1320.44
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103329,Revenue,1MC20,In-House Foster Carer Costs,2945.56
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088987,Revenue,1MC20,In-House Foster Carer Costs,2509.16
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103530,Revenue,1MC20,In-House Foster Carer Costs,5018.32
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089004,Revenue,1MC20,In-House Foster Carer Costs,621.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089004,Revenue,1MC13,Post 18 Staying Put,300.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103546,Revenue,1MC20,In-House Foster Carer Costs,1274.47
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103546,Revenue,1MC13,Post 18 Staying Put,600.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088842,Revenue,1MC21,Fostering Unit,603.22
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103372,Revenue,1MC21,Fostering Unit,390.80
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088848,Revenue,1MC20,In-House Foster Carer Costs,785.66
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103379,Revenue,1MC20,In-House Foster Carer Costs,1571.32
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088855,Revenue,1MC20,In-House Foster Carer Costs,3640.18
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103386,Revenue,1MC20,In-House Foster Carer Costs,3644.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088866,Revenue,1MF03,Supported Lodgings LC,550.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103398,Revenue,1MF03,Supported Lodgings LC,1100.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103406,Revenue,1MF35,Special Guardianship Allow,434.68
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103381,Revenue,1MF03,Supported Lodgings LC,550.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103387,Revenue,1MC20,In-House Foster Carer Costs,319.85
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103369,Revenue,1MD85,Residence Orders,384.92
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089088,Revenue,1MC20,In-House Foster Carer Costs,1102.86
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103633,Revenue,1MC20,In-House Foster Carer Costs,2754.16
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103302,Revenue,1MF35,Special Guardianship Allow,462.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088851,Revenue,1MC20,In-House Foster Carer Costs,1422.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103382,Revenue,1MC20,In-House Foster Carer Costs,2844.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088854,Revenue,1MC20,In-House Foster Carer Costs,1724.06
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103385,Revenue,1MC20,In-House Foster Carer Costs,3448.12
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088983,Revenue,1MC20,In-House Foster Carer Costs,811.50
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103525,Revenue,1MC20,In-House Foster Carer Costs,1623.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088989,Revenue,1MC20,In-House Foster Carer Costs,1937.58
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103532,Revenue,1MC20,In-House Foster Carer Costs,2716.32
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089086,Revenue,1MC20,In-House Foster Carer Costs,1710.38
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103630,Revenue,1MC20,In-House Foster Carer Costs,1886.81
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088867,Revenue,1MC20,In-House Foster Carer Costs,2382.82
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103399,Revenue,1MC20,In-House Foster Carer Costs,4765.64
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088876,Revenue,1MC20,In-House Foster Carer Costs,1242.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103410,Revenue,1MC20,In-House Foster Carer Costs,2484.80
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088877,Revenue,1MF35,Special Guardianship Allow,266.50
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103411,Revenue,1MF35,Special Guardianship Allow,533.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088849,Revenue,1MC20,In-House Foster Carer Costs,2207.66
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103380,Revenue,1MC20,In-House Foster Carer Costs,4415.32
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089155,Revenue,1MC20,In-House Foster Carer Costs,484.16
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103701,Revenue,1MC20,In-House Foster Carer Costs,968.32
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103391,Revenue,1MF35,Special Guardianship Allow,462.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088878,Revenue,1MC20,In-House Foster Carer Costs,766.60
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103413,Revenue,1MC20,In-House Foster Carer Costs,3066.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088841,Revenue,1MC20,In-House Foster Carer Costs,1753.24
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103371,Revenue,1MC20,In-House Foster Carer Costs,3506.48
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089111,Revenue,1MC13,Post 18 Staying Put,300.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103658,Revenue,1MC13,Post 18 Staying Put,600.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088881,Revenue,1MC20,In-House Foster Carer Costs,665.08
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103416,Revenue,1MC20,In-House Foster Carer Costs,1330.16
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103383,Revenue,1MF35,Special Guardianship Allow,447.52
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089098,Revenue,1MC20,In-House Foster Carer Costs,785.66
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103645,Revenue,1MC20,In-House Foster Carer Costs,1986.46
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089015,Revenue,1MF35,Special Guardianship Allow,462.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103557,Revenue,1MF35,Special Guardianship Allow,924.80
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7089097,Revenue,1MC20,In-House Foster Carer Costs,481.66
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103644,Revenue,1MC20,In-House Foster Carer Costs,1312.02
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088814,Revenue,1MC20,In-House Foster Carer Costs,621.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103343,Revenue,1MC20,In-House Foster Carer Costs,1242.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088874,Revenue,1MC20,In-House Foster Carer Costs,678.31
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103408,Revenue,1MC20,In-House Foster Carer Costs,1032.12
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103408,Revenue,1MF10,Adoption Payments,231.76
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088875,Revenue,1MC20,In-House Foster Carer Costs,929.44
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103409,Revenue,1MC20,In-House Foster Carer Costs,1858.88
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088863,Revenue,1MC20,In-House Foster Carer Costs,1876.76
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103395,Revenue,1MC20,In-House Foster Carer Costs,4564.64
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088884,Revenue,1MC20,In-House Foster Carer Costs,1422.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103419,Revenue,1MC20,In-House Foster Carer Costs,2844.00
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088827,Revenue,1MF35,Special Guardianship Allow,1276.38
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103357,Revenue,1MF35,Special Guardianship Allow,2552.76
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088790,Revenue,1MC20,In-House Foster Carer Costs,1332.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103317,Revenue,1MC20,In-House Foster Carer Costs,2696.10
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088779,Revenue,1MC20,In-House Foster Carer Costs,1953.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103306,Revenue,1MC20,In-House Foster Carer Costs,3906.80
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103374,Revenue,1MF35,Special Guardianship Allow,434.80
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103708,Revenue,1MF35,Special Guardianship Allow,462.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088853,Revenue,1MC20,In-House Foster Carer Costs,640.29
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088853,Revenue,1MF35,Special Guardianship Allow,483.10
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103384,Revenue,1MC20,In-House Foster Carer Costs,963.32
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103384,Revenue,1MF35,Special Guardianship Allow,966.20
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103425,Revenue,1MC21,Fostering Unit,1459.74
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103554,Revenue,1MF10,Adoption Payments,290.40
Children's Services,Social Services - Carepay              ,Revenue Expenditure,06-Dec-2016,Redacted Personal Data,7088886,Revenue,1MC20,In-House Foster Carer Costs,1748.98
Children's Services,Social Services - Carepay              ,Revenue Expenditure,20-Dec-2016,Redacted Personal Data,7103421,Revenue,1MC20,In-House Foster Carer Costs,3429.15
