Y (Latitude),X (Longitude),Stone type,Name,Commissioned by,Location,Inscription/Notes,Interpretation/Description,Link to Image
50.381111,-4.1336535,Manor and Parish Stones,PPP-BSPC 44 Plymouth Corporation Boundary Stone†,Plymouth Corporation,Mutley PlainIn north east corner of wall of Mutley Baptist Church facing Mutley Plain on west side of road,BS XVIII/J.K.1856 †IncisedInterpretation, John Kelly (Mayor)Motif,https://lh3.googleusercontent.com/proxy/PUIwYNqojFTTNw9MrFnj12XvOJxdkbB_s3G9GLKZfVHgn56Bghz1x4RUzJpgtUY_lHM7PFwnJmxQC7HiqIp6f52utuNDoEuciE69WrTNArS-0WscA5u35PxbztaaVH-h9uvgBeUI3mul2Bjgr4HriWeD8EmkpTuncMKyNfNmDrBMfq8r https://lh5.googleusercontent.com/proxy/LPT-Wcnnwcac7inRASPxQZyorQfdoy5EYF7hg7HXpBiRVAZLF-oUL5qyZGnDfbaO1eWPycAAl0-h_EmHo91vwMdqOjJsXwVuXyl9dz6LsRVYdgmMH34zvwLNadD5fNf0DHlTeSG1WxpUiGzklvInFhV9sw-uReVvBcJcri7uXQAS4Z3T
50.384272,-4.134503,Manor and Parish Stones,PPP-BSPC 47 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Mutley PlainAt junction of Mutley Plain and Mannmead Road set on path at NE corner of Hyde Park Public House† ,W.F.M./1875/1876/1877 (Incised)Motif,Plymouth Coat of Arms,https://lh3.googleusercontent.com/proxy/BqfMIcD9YViDmg0FBmPzo4py1aFJnWewGmgm73qWdAxnUTM6AC2Q2FOAL0Kz_Q1aocgzfsAkIBJrvKXkADW4y5uNwD0A2kIFoakQTg-GZkYEfuRgcmZZVtoZdi6SZ8r1PJwcLp3ko9S9bK2439JEapJJYbRrtoVEcDmDDwg4PSANKf-K https://lh6.googleusercontent.com/proxy/rnKO4Fy_ivgffCBBsQshPltkMsmS4iqonhsCZeBbjh9Yx97aFy8L69C3dKUHcUiGiBpCRl0x8BPnlHz3vlghLRHlgykj-NbjgEAEjRNYxJIcNwgqMDYq4gFUi8alqXT4SZxwMBWl3R9GFQjdKl6RuXh5xY4sNnClogZfp4f6sRsc2yMv
50.3843044,-4.1334717,Manor and Parish Stones,PPP-BSPC 50 Plymouth Corporation Boundary Stone†,Plymouth Corporation,"College Lane, MutleyIn College Lane on north side low down and flush in wall. Near lamp post,",J.SHELLY/1883 †IncisedMotif,'Plymouth Coat of Arms' (rounded top),https://lh3.googleusercontent.com/proxy/Zxclvb4KWs6oA7jyyz0xXyi2NapC3dkxTlPMuJtdVKWhsiSXv2P8qDS-Pn7Qmey7oywMBmTT_s7Q8gx1sad_T96EUwr6X95tzP8klWmRL154qlpn1tk_KlLuBP2ydbxVZxNIOvo1ZJnEtq4MDHyKy48QM6RSJ4DBjbpMXla2IzmZnQ_Z https://lh3.googleusercontent.com/proxy/7EPsgHRcPdx0bY0aPn6syvG77frhpsinIRvysuIMWO8O8YxZpjQyzdZKHyppzJb9Wx2BYXZBJo-8u6wwrhSZcrMR7-xHU6qYDhcaqoS8PwM29nXgGOjjJ1Sgna4pGS4HokefUBlYV-6m2rl86iBZZ_psoNtkxccJHtEHEQr_ZDFJRHYd
50.3842685,-4.1306703,Manor and Parish Stones,PPP-BSPC 51 Plymouth Corporation Boundary Stone†,Plymouth Corporation,"College Lane, MutleyAt east end of College Lane on south side in outer wall of number 59. Alongside Compton Gifford stone BSCG 15 (both set in wall),",†W.LAW/1894-5 †Incised,Motif,https://lh4.googleusercontent.com/proxy/w2iUbtKwQxxLLtxXX6NV8PBcDAKsowU2bwAe-7Sluj3nQvHZjOn1SRoSN5sMO2QztwYycZadDDmBttfyW_qetIVOpW0tHFVg2N1hulsFj0mZfxGL6rnJamtiuv6E464Lh9_KWACPxHgUqsY_7k61qm2c949OrUOLE1Mt3W7t2jNxNexz https://lh3.googleusercontent.com/proxy/1iR6QpfBQHS8fEBvsoyhOwVcx7HlfrkDNNP6ZdgX1uEOVtHGFGozF1iSNPZG2o9HX3Jc-P-GPabuntUvd_mStAC4t9CF_PToP6MESfhbErQF5-ZlPkY8eZ25ToP9_j5Ri5y_LMHcJekfFAYG4f-xfoIdUuiHDBGhflAyY0actkbzRH1u
50.3841655,-4.1288767,Manor and Parish Stones,PPP-BSPC 52 Plymouth Corporation Boundary Stone†,Plymouth Corporation,Elm RoadSouth side of Elm Road on path outside Rosamund Stevens Hall opposite number 44,R.H./18?8/??? †IncisedNote,"†Inscription given by Masson Phillips (1985) as ""1858/III"". †Inscription now part buried.Interpretation",https://lh6.googleusercontent.com/proxy/bBOnAhm6v1TG6a19MrlJ62IkcOWBGheYhl3MGihGSQu_fEb3VGOuahL4Bja_VrlUjsoOTNFEW9vEv7zj5yBMgNA4Yhz6HGucWsMn1BqZvdPgMbnUnhYJSjJwkVR2vyqq1_dP_wDdPQ69EsY8gFEHf4TRcZIMA7lD7O2FViQVLYZbmUxy https://lh6.googleusercontent.com/proxy/Rk-OUIiUyggk4czc48VMBatZ6nbqJKq-cgBx1Kor4-f5aVO_9lovXXG1JZKx6VKhbDfMEz59Ufb0sIShLL_gkWssLSqzpOX8MZ3pH112hq2-d81mArvbsYtrt6fS8TNFS0FebWPzDtzM41j_d_dImPyiWZ8V1PGlBvLAKSevzdEJU_QQ
50.3841925,-4.128558,Manor and Parish Stones,PPP-BSPC 53 Plymouth Corporation Boundary Stone†,Plymouth Corporation,Elm RoadNorth side of Elm Road against wall below garage premises.†Alongside Compton Gifford stone BSCG 14,†W.F.M./1875 †IncisedMotif, †Plymouth Coat of Arms,https://lh6.googleusercontent.com/proxy/BftobWn1EOrcXRMAp379F0UqBFE69gyxW_QZufah9484NOHIEURmtAIs-bPSIm3568TIOrnRiboCEqZpvWEO4CSFoaj8BGIRB20-3A5OeE8hQAr5d4TWeT6KxTobgb3LLlMEz_8P9K-Y1uzxOGpwjKAhxSo3QgTg8PcpZ13N6_2dRM37 https://lh4.googleusercontent.com/proxy/Li3zsMdoqlxvE1J5M3D5oLr3094Vqmi_P0hpCBHf5yieYrkb32YxbMOuOgYdAIQciuQXifaOlW80ofqEQ0n3rcyN-EM0tyHXFXsMS1NGVGHl38vIRCirVrS5RCAvnwyR790k91o1VWApL5vp_KkZt9hdlb0T6U-Ke6A9Udkc0PDlfGCD
50.383396,-4.124441,Manor and Parish Stones,PPP-BSPC 56 Plymouth Corporation Boundary Stone†, Plymouth Corporation , Elm Road/Elm Crescent At point where Elm Road becomes Elm Crescent on South side against wall at point where steps join path , J.T.BOND/1891/ (Incised) Motif, Plymouth Coat of Arms,https://lh3.googleusercontent.com/proxy/aXdf5WXCCosAIJbRM4NiH3Lq_209yrmBwpHSSz2CjmN3oAjwT4Xq1ed7L_CCNT9aUu0D7Z_lUkwPNRDYOSQbIsuXOaE-TxC--3o5b7EMMoscgWqWoXUj69CT-i8PqlBK1J3_rlRvGj0FbSqnu83gVqrbVTLzRowxcrAQIG9gP22FeOez https://lh4.googleusercontent.com/proxy/aNOJnOqE_ygJ6K_QofNHDUMQdk-8XNh9cSoUzf518LUe5LlpfAf9QIMrBbRzEetq2KBM1qCtmIH1_ZEJD5VAweafwV3vf9m9_sGZDt-81W94KqnzWoN6A-FnSFwLfkXnc31NWgOLuMcXET4S6jOfuP8sifRHscBhdVwG27FfQOzWUxSJ
50.3827255,-4.1207366,Manor and Parish Stones,PPP-BSPC 58 Plymouth Corporation Boundary Stone†,Plymouth Corporation,"Trefusis ParkOn western edge of Trefusis Park, north east side of footpath leading down to railway bridge and Edgar Terrace",XXIIII/J.C.C./???? †IncisedNote, †Date now below ground but given as 1841 by †Masson Phillips (1985)Interpretation,https://lh3.googleusercontent.com/proxy/8fasFSXlWGlZx58pY_zQSOIUKVfAKP6RdNLHkhDvQY1oWeflSGZfEdOvaOxW7JQmSaPUUc0hbzh5i6bzuiiAmah8Z3eWEjriWci2swKzjV0ygXd3CC6fGAzC3jD5B0l95ApYlqYj3E3Uh1Iz-v1KfMT4e2RvvjfFCcLylnSrpLvr9VzG https://lh4.googleusercontent.com/proxy/ghRctaOu-9kS_mSkL5_nEIxIVtrQw4aXq6gMewesBR9iVt5jCwLSGRi2R8xJ6V0XJDsjYD3lSszQrbjV3-Pvs9AJipB49FN9RzPlsuoqjydaafzOM3x3j6YptYAEQ0uGrRRafvP74Q5WgooXI7ktINKuaeElEyywiBDOao9obFsagCU1 https://lh5.googleusercontent.com/proxy/3hxnLJEd1URfYXyUVrmkPNzPRbsGZpS6HDIQCKC-nfeTSzbaiMAgwFwZr3CrV99zkb3XNF4RwHdeI-P89t_beMrPOLQACSdoFHJS11Hs_vm3Ydma0UxsIpSf5fbVHlWZYUwU20PNf_lRMuwxIz4AWoVQHJ5KoGcuw3H7VjwzMVlgx5AA
50.3822064,-4.1198794,Manor and Parish Stones,PPP-BSPC 65 Plymouth Corporation Boundary Stone†,Plymouth Corporation,Lipson ValeBelow hoardings on north side of road in Lipson Vale behind railings low on railway embankment Opposite Lipson Vale Primary School 20 metres east of bus stop,J.S./1859/XXVI †IncisedInterpretation,James Skardon (mayor)Motif,https://lh5.googleusercontent.com/proxy/c8iQCdu1TXzxMBkepRPJW6Xno_KJ8-c4GUvHWMI2NZNwJ0Bd56TJXudY8x1hOLKY9ICo6zyYxmKZFFRc2iDE6rKa1ij-VYzJkVNNe7uJ6-zLE6UPaM8Nbekl_IjdPiIXUmqf1eyaWXF-y_l15q2SIRrNCU4KrBzOwiTqdHzm1lKmHOq4 https://lh4.googleusercontent.com/proxy/GpWa7vVcfredcWqz_gLcnWG6jeNL6W6PUBjfIHTrjnIbIisIwheaBv8o5p2RXtTGjRXA-yctJlkVsnWMODSlFLtS5ODXxQ1Wud4pnc6VcWr2_NnKjDnZqXNaNdgzgrWPjmMoiwSD1ftlkuPvWxduRwqukzrGr1hhpVyavV6hLFFj9BzC
50.382011,-4.120029,Manor and Parish Stones,PPP-BSPC 67 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Lipson ValeOn south side of Lipson Vale at the entrance to Primary School on left behind fence ,J.T. BOND/1891/ (Incised) Motif,Plymouth Coat of Arms,https://lh6.googleusercontent.com/proxy/2lrxFFD5wn14QUt9TQFXM9Inf0FLN1WSm8XtzNGErTOBEgSOnjbOsc4hT7p3V7fknnl2agEw1h6d74DILvliwn-12RhtVczmNdHNouOvnaCerqKScJx-4VcC15UWVrYetLKhqrKIfShxVQ_yo-ezpPCVSyRXgr50CvQzuhqdRHsviSe2 https://lh5.googleusercontent.com/proxy/K7DS6woIp6mi5iw6vrSCW7VavUMRIa6NfiZLnPJV3yzUy989gquM2-aAwAle07flmQkxJdcp-zsUeRu245re8vpEmaJ64y_Iy8aO9qG6vWjvBunNFwdcIw6wLzxn1-6iKLjwB0KmF7kEGVIUGKGOTnOUAFzUXL_WXBRH9a6daoMYuDxu
50.376556,-4.109241,Manor and Parish Stones,PPP-BSPC 80 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Lanhydrock RoadNorth side of Lanhydrock Road on grass bank behind wire fence inside †Embankment Road allotments ,A. HUBBARD/1869/ (Incised) Motif,Plymouth Coat of Arms,https://lh4.googleusercontent.com/proxy/Ap_RaM2fLxa9K9m55WtGnUR7DMPlMjOMNXAcnojt_radNbgGnkzj60BQ4KkS7JK1jedeQOfPuHSuYVn8v0ojIH85U9B8t6NiHmPUUsJ-RHwKlNt95ipDjRHQQz8L_lqctV2LvUizmFDigYfBoWuGXaA9NSmwr6R2iqizW5KMzKA6FmAu https://lh3.googleusercontent.com/proxy/yldKbsISYMAOtQix-maFCrK7h0wGrW8XyrQjJDk5SBFzswL2BzbuDIOHnGvFjAEoojFqtSLcnKeRMtBBlIjGByZnars2Npp1QnbXRnLEbwhlae4aoIqldKy_0h4gA_iXju-CQbvmXvjoss-3fqMF0NGKuMt_xDH0uxwYEHKG-8NF7A5V https://lh3.googleusercontent.com/proxy/qk3celSco7mbNsPeeEh3Ms3v7Rk8_H9z_OQN-CuDhwnzxEDAqSpHgxZMOpcpaItDTKdzUHMIA51TXDoFJ4NLQn6QOzujVJLs3Dfn61kzFgTdwOKw7WzFK_fIoo6gjUnxWVgDxhlPFqEZvVSXxs6JFl3uVSOXeITL3tnPwKz4On8iwttU
50.372607,-4.113976,Manor and Parish Stones,PPP-BSPC 84 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Stenlake TerraceOn corner of wall outside No 15 Stenlake Terrace on path on west side of road ,EDWARD JAMES/1885/ (Incised) Motif,Plymouth Coat of Arms (Incised),https://lh4.googleusercontent.com/proxy/t1nTejhxGBcdxL3bC1rbRfnyF6vDxTQYMDPtB1xkyHDhIShMntBfdjqVNrvIWeFE5ZnsZHMm9p3kJ3lBNohWfyF6uuawH8KABenlZbt79vEWOyY8JrcXf6Cc739SOuD3xcxnbCQ4qTx6Oy5GzWDxqcViQe_JpDASJCiJKP_xaCHe0hLM https://lh4.googleusercontent.com/proxy/TwakgefWVs-gatxT0IFVvaniTSEkQwUTlMDao5a6Gdd8tcHp5FTCXn8j140RCovgt0tImQJmaLjpTCbJVI9pH5TJFF2VQ6Lffpa-B-uST0_s_w1JiFy9PYcp0GvnxaZCjSmGv_DcyLnfAICQYB9pF0LKFxR3-Q7GaxZCnv6XZ_5hPrQw
50.372241,-4.114046,Manor and Parish Stones,PPP-BSPC 85 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Stenlake TerraceAt top on west side of road set in path against wall. ,Inscription below ground level (Incised) Motif,Plymouth Arms (Incised),https://lh5.googleusercontent.com/proxy/9HIh_c4SGH-8uOFCadponsdFdtFuV89kea4P890hC4MU879nL11SE7stuU-8iWwf3jNCc3glVinJCQMRC3JXcKgpyHxIwTjqElmIjs6r4RVaQxby7KhBBV0HPkGjEFulJSenH-4cWeWF2Q05EWOXOnjLQZVilgcIgs0IJZgYxfw8RmsG https://lh6.googleusercontent.com/proxy/FMxp9d9ISNeTXP61xqSeeIvAy5joNwRMJRKA1cZ-AOTEP72TEmLFVHy4KQ2sMhUQ2_KdUp3MXBVlWrO3ngEWmtg6SzWlvFVlBgFQoHPv-vVMRi20zWdIZAzoRv1kXJu6JfqbAI6UfNz9k44rst8vyzI5ccl-uRuLMWAY9Q3AekuWkZFv
50.3708642,-4.1134894,Manor and Parish Stones,PPP-BSPC 88 Plymouth Corporation Boundary Stone†,Plymouth Corporation,Laira Bridge Road/ Heles TerraceOn path on north side of east corner of Heles Terrace,†F.W.HARRIS †Incised Interpretation," Inscribed date now below path level - believed to be ""1892""- Francis W Harris mayor 1891-92.",https://lh3.googleusercontent.com/proxy/loTrigA6WOvz1R1tXgIT5usHNjwIMN_DenM1lGbyVeGFZFMa_0KA9exnrGUkTvNS8mdSOhnpBj3KO1w2hy91Dz-9KjCAdMqEPjompG-j1ORWRfeD592PWMwXM7n4Gi-QA817BBD3EVCwFenAlkqyfE94W17_hokcb2PlwgRWXTQRwGKA https://lh6.googleusercontent.com/proxy/0YmhV0DXNxzftS-lMyi7FXJ5EjNeLemaP8GWJahzDWNR7Jq-V5LYp1gSFAGtvXyHN6b7iYuGTchx4QWbqpUhmKptLRnS3Gph2HfiuD4g0d4sK1SVHUHgRxw_mMRFn0GQZtGJQR3KJAqyrjerkgfj5IdcHLCK2LQLX9pzJld-fI-R93_d
50.3695538,-4.1161453,Manor and Parish Stones,PPP-BSPC 90 Plymouth Corporation Boundary Stone†,Plymouth Corporation,"Gdynia Way (north side)†Set into raised wall formerly overlooking railway, now road, below River View nos A5B and A7B",,ISAAC LATIMER/1872 † IncisedMotif,https://lh6.googleusercontent.com/proxy/GYklO3vvrm_xA3sbZhhuNeYU212VwQo6069Gq72Ezn_0A9XysZODHESIlHmW_jz_eT7E9ocUfKgLFUEwpUpKyiByZRIw2CGeZnxMvZInGUgV-LZgFrKinvbGBkHDwPHIqtUZ0idGChReFFRBd8uioViuEdXStnDobDaYLihMYV1nQZym https://lh4.googleusercontent.com/proxy/lrwaQFnJHsmUnWcr93DKb7bmG83gdI6XBLLQRWo8U69rZ372vkAfnMSVRHkeJXovnsB-WekLOS7Ua4CkE9nnR_6kLp9e0O04G_iW2o4l_VhNQL7MsUUCYi9VhMR4U-ocJQiHgAEraVpwene3XiAH4z7bMW7dGfaCljhjfl-EsMNvv2C4
50.369527,-4.110067,Manor and Parish Stones,PPP-BSPC 94 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Laira Bridge RoadAt west end of bridge on north side of road. ,W.H.ALGER/1886 (Incised) Motif,Plymouth Arms (Incised),https://lh4.googleusercontent.com/proxy/6Kt0WTM5q-vhqTmUpHWEV0Etwi40vxTTrgiJs4EoXkna_ms3gps5VK_GuhGJxmAFXwMJHeYIFZ6fr853L3d5wz4LK9KWaL96mOo6BDGczo4JIrLyL2GpDKarHheJUO0GIUDeFB4dfWX4fw3xOCZ5X3Pyy4flO4xNka_y5qyvMgB_QKaV https://lh6.googleusercontent.com/proxy/QI4rP1PwGBWjb9HltFQ59KnyJDzTSS2jFx4pkA1NGn4ydt8DigL8X4laRQMfRxl0yziGlO5Hy_cHH1nxAkxj6qz65Sd1B6j0KOWaokcfX31UwkL_AF3vtLkZPV_szQaM6SybtTt6eyqaWUnniean0fViJIuon1D4YNBTUJlMl72lIJqF
50.368173,-4.109946,Manor and Parish Stones,PPP-BSPC 96 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Corporation WharfOff Faraday Road in Corporation Wharf boatyard. Set against end of low wall close to wooden footbridge near to office ,No31/A.ROOKER./1852./ (Incised) Motif,Plymouth Coat of Arms (Incised),https://lh4.googleusercontent.com/proxy/Rqi4giB6K7hs_VlqdDL-lI8LS8Ed9KFCMQjmLPISl6sYcfLWZI9162EGwoGl-FkwGnOtoUvo3hQJJA1GPU90YzC1Tzc1xZVHWys5g753FumDUXzH1CQYPHZlVNyE55kOH4kMoEZNdgBt0NC1sYjogKM1LdZm93F1PEllMmzFuaqynv2g https://lh5.googleusercontent.com/proxy/ZFWZ9qfccMhpAcJG2ZXfm0gsnhNKOO4VRpCf3qzpCUtMztvK0d2d-V8mQhI1h9OErCXwH4nb0kGjSqBvVG5yrnMeyj6KGjWLorPA5ckW58HJYvS2TfhobuTPyQO6F3HVPiwVerLnCNU3ggg0413TCWsB9TceDzFjP1mBwbt3uHWt2kwy
50.3625173,-4.1230762,Manor and Parish Stones,PPP-BSPC 101 Plymouth Corporation Boundary Stone†,Plymouth Corporation,Bear's HeadSet in wall on west bank of Cattewater on Bear's Head Rock,????RY/1880 †IncisedInterpretation,W Derry mayor 1880 and stone with his name recorded in Western Daily Mercury of 9th October 1886 as let into quay wall (press report on Beating the Bounds).Motif,https://lh5.googleusercontent.com/proxy/cnivlN1f9s-i0j_zsBJOkvRpSSi_Sa1RsQmMRnmptvm3ajFNfPeNkn3al3QupNcemKxQh8pT0fkaJr_JzEACTQxOHeqkLHSN_h-E0_XorZDBONmarCDb8ZZWFgHq0mIBtbhn84ElKbhx0RoYkSt7OcLI2u7-tMpzP-uc7hxOMv1Q49kZWQ https://lh4.googleusercontent.com/proxy/GCUrx_9qt6TNhp2C62gh7K6mWHSLmFTTAORRenGBlGwD-hmzaWOjxaP2HmN5KR2KlQrlsSMbRQNXSh_sZPZBeRJ34dSRpUk7G_vdvDG5KUqQ5Ie7yDbRpm77JAH0uvNPapuhwdlwC66_fxkjPQmQeYuHgFVrnAlM5oZbFw8zCzDkaHbv2Q
50.3633584,-4.1336435,Manor and Parish Stones,PPP-BSPC 103 Plymouth Corporation Boundary Stone†,Plymouth Corporation,Fisher's NoseSet high in sea wall facing south at far south end of Elphinstone car park.†,No inscription visibleInterpretation, W.Derry mayor 1880 and Western Daily Mercury report of 9th October 1886 refers to stone in his name at this location in report of Beating the Bounds ceremony.)Motif,https://lh5.googleusercontent.com/proxy/zN8h3as9RDpiMMpndrETW8-HY1a1-5Ne-T2vfdAyJGifVHhCm94FVIYZIUrrTgw7Q4agn9DX6SYB_vPkcOeG6QITRJcRgib2co5RimfO_zx18N9UWYOiyFVA_Syi3_eXH1LDw3tfpriN4H12l1D4nIEJiTANh9G1yzbEvNEikZeId_x7Rg https://lh6.googleusercontent.com/proxy/EFC_docm3ktLjBW-PD1SFOEofzkhrCEKBMTcn9YWHoPt3gz67dbC2GKbc6hJ5hsnSuklBlZasBkpLVyfUeALMq2ioeKD1-JThwDNyRV7CVl27T1pS9U7l_H7AKnACdEBouYX4H7t7Zoe9OYFf2MYosLdGgicMV8mOr1A-cLy0DpNjjljBw
50.363338,-4.137418,Manor and Parish Stones,PPP-BSPC 104 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Madeira RoadHigh in sea wall facing towards the sea. South side of road. 240 mtrs West of Dutton's cafe ,J.T.BOND/1891/ (Incised) Motif,Plymouth Coat of arms (Incised),https://lh5.googleusercontent.com/proxy/PDuLs1oEM5zAMFfUZcnl6dWP2P23ncDcpZ7Wlh2GebGyp30UkMIqMtvA2k4Xthuylybzi6UVZJqGfo99_-lyWgoXBft4gJNvJw8yvwcjuY97JGJ9TiSXTeuN3j-S95-WVGKfSGWMlLnysCgUi1ysfDRA1vXEJye0LTAB8EUl4YeR1TXoqw https://lh6.googleusercontent.com/proxy/STF3gpyl_EyvXs8vPhQk4C3LbTsbXiRjWpeVnYlF_PrttczjTw9cxTmubSvPoUgRhnUAKhc8VJTTNrC7vKgtHV80Ok6xXbW7V_8oQ8MMc9dV5bqb2z1sOsRDIT0_z7YBhBdreY9siCTKjSss8Kf4FHtCyMJSA-ce3bnyFlA3t1K22CGHjg
50.363944,-4.1414776,Manor and Parish Stones,PPP-BSPC 105 Plymouth Corporation Boundary Stone†,Plymouth Corporation,Madeira RoadOn Tinside pathway/walk below Madeira Road. On base next to War Department stone for Royal Citadel, WDRC 1Inscription,1812/XXXIII †Incised/Interpretation,https://lh4.googleusercontent.com/proxy/Loc43zYEp1aNIzj6NFlVX2lDns23tiEZFhHq2rlGMDRxfoaQpLOVQpe_6sXzUDUwWrjPv8u7NS2KopI2OM5sBTcAEvIbNSpSgbm4xS5Kr3c5zS4h8r7XfumCifUfQ8CovkwkGH6QVMAmpiZD8pPoCApOxRLjw9zUfgDMeaPNa9eBpoQQ4A https://lh5.googleusercontent.com/proxy/sJk8NRzk6ouDDdcteh1kBanCRzCZkxvgKDNf1qLD86YB0UUk4Uhv-HrDMPZaHum8xoP-ZCiIXTKXd73oSuxBQOi6brpuqmUKuD5gRmDSwMpW3fwTh7yPL7ZavXeYHBraTEz60XvQYd-HMU_iDlbCp-SSKaSeY6Qkci2eHA1L2_cIOxsRHQ
50.364301,-4.145829,Manor and Parish Stones,PPP-BSPC 106 Plymouth Corporation Boundary Stone†,Plymouth Corporation ,Madeira RoadOn the Hoe south side of road in wall opposite West Hoe Park ,H.J.WARING/1889/ (Incised) Motif,Plymouth Coat of Arms (Incised),https://lh5.googleusercontent.com/proxy/yQ-DLeNjf1sXI-wS69c6Z_DuY5oFkYaG0mdkzCR0nMtH4Q35kZjWScopqDXSYwvXN6QsZw39Cz4gVqROvRo7XPDeSMkxisygWjqkK2Fhn_jiuIGTKK6Eki_iezwVo5lawdDy9wH3dwukZC0YdN316ryQ4-Ni-CH6EOAR3PWZQPHMkpgt3A https://lh5.googleusercontent.com/proxy/Yc6mF0uvvQ8Tk47gNeQIaBoPjLJ_2JguwuOcXq8CofWr8yDHdbnDMLkQElK5xMybm5-YsUBKdfPN27cN9I-m-L_S5ymeZxZ3QOuSnhs4-mirFO_ReeciqLsRDTM0Rwb112evz-InO4p1MWmHdXt5mQLlAjj8ZK9PvlufgLa9_JMUu8xHmg
50.365266,-4.14641,Manor and Parish Stones,PPP-BSPC 109 Plymouth Corporation Boundary Stone†,Plymouth Corporation,Cliff Road†On south side of road against wall at corner of viewpoint overlooking the Hoe,†G.B.)/1812 † Incised,Interpretation,https://lh5.googleusercontent.com/proxy/nP0kvnXWk1GqYTt3sQHby43Aqk6HEXvH_YV-zQTCiuTb9OFw42Br89PyDUHSOTo33w2405-xaIoRvUXceSFT-8jAse809FgkNrbJYmuaUjHvyn9IINaNSvxdxMzu7I0G0FMKxOsf_w0c7dw8yYO6mnXxHnCs6WgneIcTeODU7JynAOsuyA https://lh3.googleusercontent.com/proxy/sIzTIi2PITJHw8bSU36dJz11gukFCXJ50KDUdGZoWmRsFroGMGrcOwyGB2KUFHcwXt9KbBRV3GxJel6QgUqeWgYrn_KOW3E-zGBmpWY_QtTAmZxQ451jqrZsmrXTF5k9rSIVjAe3CKas6edQcwtJ7Q_IxlkYys8KZ45FTQ0N5uvAil0lkA
50.3623,-4.15626,Manor and Parish Stones,PPP-BSPC 112 Plymouth Corporation Boundary Stone,Plymouth Corporation,"Eastern King, StonehouseAt eastern end of path at cove of Eastern King. On raised foreshore of bathing place. To the right of larger Plymouth boundary stone (BSPC 113).",?/1813/? Incised.†Description, Reclining fragment to right of larger Plymouth stone.†Faintly incised parts not clear. Interpretation,https://lh6.googleusercontent.com/proxy/AqVvKrKbvAM1zCT_TUcNr7xsUvzKM3KXobBlCbE-bHIhJul1Gq-133tce4ct20Sb3iqrfxal_-mZl4NUA3NgciKd6HlbTjha00KlVgTeNxszxe_-2SoKCF03NuCnepWXOzqYIEz2_7bWHop7VOw5d0nW2pvVO0-zWFMrDw03ZEQ https://lh5.googleusercontent.com/proxy/MwNH8sCBd2ejYwlrRdV90T8tK7GcqS9S_mKBw7g0rrziIBmN432C7A73ZZbOldYbwoVSDkEfzfaK0rWyhOEYYsHf0-P-3xE0K-no22q6Y29PVE9nmD5DN7E5PRPYlFGG-ZCpTHbUY-TckSQGK6fMTK5Psg2JdkwprGtow3nhLb8
50.36239,-4.15626,Manor and Parish Stones,PPP-BSPC 113 †Plymouth Corporation Boundary Stone,Plymouth Corporation,"Eastern King, StonehouseBelow eastern end of path at cove of Eastern King, on raised foreshore leaning against wall and beside fragment of another Plymouth stone (BSPC 112).†'Plymouth Coat of Arms'/XXXV/J.B./1860 † Incised.Interpretation", John Burnell mayor 1860. The location on the westside of Millbay was claimed as the proper boundary of the town although it was not until the boundary extension of 1896 that Millbay was brought within the town boundary.,,https://lh3.googleusercontent.com/proxy/IHEH6Gyf6PRd-3PxU4EGNuF7KNYOnM7behULASBZoXFp2wmMstsm3viTFuup3kvpi4rWLWd9TlOdh-eDn8TjWZujzmbTGlTZQyPZyZYJ72-t-UdsXXZd1KXmJxxpM-J9Gg78c3rlJb9vm2zh7lQLjm5qMYTVA-W60-Nda5zbYCv71nPx7TP136bdxg https://lh3.googleusercontent.com/proxy/Fi_QD3V0gJkiY0TAtJ8VGQjaPJEsuQukZ8E0Uj1XbnELaA4-cOqS8YmDeuTTZCb_l9TDvfItfhoQGtPcPgv8zew6popWApnhqoLKw6DphGWxUm9G_zyL9858MpFS1RC8YRfaUw9D8E4IPA__3BLFc3OTMNJqD53bBVjrw21VMM_VQOrqCzkAUX7exA
