Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department For Transport,Department for Transport,17.07.2012,Other Advertising,Local,PENNA COMMUNICATIONS,2000007905,5225.29,,EC4M 7RD
Department For Transport,Department for Transport,23.07.2012,Other Advertising,Local,PENNA COMMUNICATIONS,2000008325,1935.55,,EC4M 7RD
Department For Transport,Department for Transport,24.07.2012,Other Advertising,Local,PENNA COMMUNICATIONS,2000008427,7662.36,,EC4M 7RD
Department For Transport,Department for Transport,27.07.2012,Other Advertising,Local,PENNA COMMUNICATIONS,2000008844,8593.13,,EC4M 7RD
Department For Transport,Department for Transport,27.07.2012,Other Advertising,Local,PENNA COMMUNICATIONS,2000008844,-0.01,,EC4M 7RD
Department For Transport,Department for Transport,27.07.2012,Other Advertising,Local,PENNA COMMUNICATIONS,2000008844,3094.85,,EC4M 7RD
Department For Transport,Department for Transport,27.07.2012,Other Advertising,Local,PENNA COMMUNICATIONS,2000008844,-0.01,,EC4M 7RD
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,PENNINE MOTOR SERVICES,2000008719,3439.43,PENNINE MOTOR SERVICES,BD23 1TE
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,PEOPLESBUS LTD,2000007661,11158.65,Peoplesbus,L30 6UQ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,PETER REYNOLDS COACHES,2000007692,1258.46,Peter Reynolds Coaches,HA6 3EF
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,PETERBOROUGH CITY COUNCIL,2000008019,375000,IT Block - second quarterly payment - 2012/13,PE1 1FF
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,PETERBOROUGH CITY COUNCIL,2000008019,757250,Highway Maintenance Block - 2012/13 Quarter 2,PE1 1FF
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,PILKINGTONS (ACCRINGTON) LTD,2000007572,10782.07,PILKINGTONS (ACCRINGTON) LTD,BB5 1DQ
Department For Transport,Department for Transport,06.07.2012,Support Services,Local,PLANNING INSPECTORATE,2000007051,3566.3,,BS1 6PN
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,PLATINUM COACHES,2000008770,3156.08,PLATINUM COACHES,PR26 7QL
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,PLUMLINE COACHES,2000007573,515.67,PLUMLINE COACHES,NE46 4DE
Department For Transport,Department for Transport,27.07.2012,Current Grants to LAs within AEF/AEG,Local,PLYMOUTH CITY BUS LTD,2000008720,87250.1,Plymouth Citybus Ltd,PL3 4AA
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,PLYMOUTH CITY COUNCIL,2000008020,510000,IT Block - second quarterly payment - 2012/13,PL1 2AA
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,PLYMOUTH CITY COUNCIL,2000008020,545750,Highway Maintenance Block - 2012/13 Quarter 2,PL1 2AA
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,POOLE BC,2000008021,240500,IT Block - second quarterly payment - 2012/13,BH15 2RZ
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,POOLE BC,2000008021,369250,Highway Maintenance Block - 2012/13 Quarter 2,BH15 2RZ
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,PORTSMOUTH CITY COUNCIL,2000008044,395750,IT Block - second quarterly payment - 2012/13,PO1 2BG
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,PORTSMOUTH CITY COUNCIL,2000008044,274750,Highway Maintenance Block - 2012/13 Quarter 2,PO1 2BG
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,PREMIER BUS & COACH HIRE,2000007574,5298.93,PREMIER BUS & COACH LTD,NE24 4RN
Department For Transport,Department for Transport,27.07.2012,BUS FDR Wales,Local,PRESELI RURAL TRANSPORT ASSOCIATION,2000008781,913.05,Preseli Rural Transport Association,SA35 0DP
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,PRESTON BUS LIMITED,2000007576,145540.75,Preston Bus Limited,PR1 6NY
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,PRIMROSE MOTOR SERVICES LTD,2000007577,15837.89,LUGG VALLEY PRIMROSE TRAVEL LTD,HR6 8PX
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,PROCTERS COACHES,2000007578,48619.95,PROCTERS OF BEDALE,DL7 9UJ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,PULHAM & SON (COACHES) LTD,2000007579,21663.4,PULHAM & SONS LTD,GL542EN
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,QUEEN ELIZABETH'S FOUNDATION,2000008800,1158.43,Queen Elizabeth's Foundation for Disabled People,KT22 0BN
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,R & B TRAVEL,2000007658,6571.94,R & B TRAVEL,SY8 3NL
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,R DRURY COACHES,2000008722,816.04,R Drury Coaches,DN14 6LP
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,R HANDLEY & SONS LTD,2000007580,651.57,R HANDLEY & SONS LTD,DL8 4PJ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,R S TYRER LIMITED,2000007642,6042.29,R S TYRER LIMITED,PR6 9LQ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,R&R COACHES LIMITED,2000007459,2147.4,R&R Coaches Limited,BA12 9HQ
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,READIBUS,2000008724,18633.72,READIBUS,RG2 0JX
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,READING BC,2000008022,372250,IT Block - second quarterly payment - 2012/13,RG1 7TD
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,READING BC,2000008022,549500,Highway Maintenance Block - 2012/13 Quarter 2,RG1 7TD
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,RED BUS,2000007677,4937.09,Red Bus,PE22 8RG
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,RED BUS,2000008806,639,Red Bus,PE22 8RG
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,RED EAGLE *DONT USE*,2000008797,7533.77,Red Eagle,HP22 5EZ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,RED KITE COMMERCIAL SERVICES,2000007582,9236.47,RED KITE COMMERICAL SERVICES,LU7 9PU
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,RED KITE TRAVEL,2000007583,6649.62,RED KITE TRAVEL,WA9 3NP
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,REDCAR & CLEVELAND BC,2000008045,200250,IT Block - second quarterly payment - 2012/13,TS6 9AR
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,REDCAR & CLEVELAND BC,2000008045,385500,Highway Maintenance Block - 2012/13 Quarter 2,TS6 9AR
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,REDLINE BUSES,2000007584,39730.93,REDLINE BUSES,HP19 8DB
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,REGENT COACHES,2000007668,10029.64,Regent Coaches,CT5 2QJ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,REGS COACHES LTD,2000007586,2201.64,Reg's Coaches Ltd,AL6 9TY
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,RELIANCE MOTOR SERVICES,2000008725,3663.46,Reliance Motor Services,YO61 1ES
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,RIBBLE VALLEY COACHES LTD,2000007587,3917.66,RIBBLE VALLEY COACHES LTD,PR3 2JJ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,RICHMOND'S COACHES,2000007588,4007.61,H V Richmond Ltd,SG8 8JA
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,RIDLEYS COACHES LTD,2000007671,538.54,Ridleys Coaches Ltd,CV32 7RS
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,RIGBYS EXECUTIVE COACHES LTD,2000008727,2663.88,RIGBY'S EXECUTIVE COACHES LTD,BB5 6BJ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,ROBERTS TOURS LTD,2000007590,49608.09,ROBERTS TOURS LTD,LE67 2FX
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,ROSELYN COACHES,2000007592,652.75,Roselyn Coaches,PL24 2JA
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,ROSSENDALE TRANSPORT LIMITED,2000007593,160953.69,Rossendale Transport Ltd,BB4 4RS
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,ROUTEMASTER BUSES,2000007688,563.93,Routemaster Buses,CW1 9AF
Department For Transport,Department for Transport,20.07.2012,Estate Legal Advisors,Local,ROYAL MAIL,2000008249,992.71,,PE4 5PG
Department For Transport,Department for Transport,27.07.2012,Current Grants to LAs within AEF/AEG,Local,RUNNYMEDE BOROUGH COUNCIL,2000008728,11169.26,Runnymede Borough Council,KT15 2AH
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,RUTLAND COUNTY COUNCIL,2000008090,52500,IT Block - second quarterly payment - 2012/13,LE15 6HP
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,RUTLAND COUNTY COUNCIL,2000008090,357000,Highway Maintenance Block - 2012/13 Quarter 2,LE15 6HP
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,S A GARD T/A GARDBUS,2000007675,1861.44,Gardbus,BH10 4BF
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SAFEGUARD COACHES LTD,2000007594,15103.37,Safeguard Coaches Ltd,GU2 7TH
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,SANDLA TRANSPORT SERVICES,2000008807,9163.97,Sandla Transport Services Ltd,LS12 4AH
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SARGEANT BROS,2000007595,11445.67,SARGEANT BROS,HR5 3AL
Department For Transport,Department for Transport,27.07.2012,Current Grants to LAs within AEF/AEG,Local,SCA SUPPORT SERVICES LTD,2000008731,7522.92,SCA COMMUNITY SUPPORT SERVICES LTD,SO14 0ST
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,SCOPE CHINGFORD DAY CENTRE,2000008732,758.61,SCOPE - CHINGFORD SKILLS DEVELOPMENT CENTRE,E4 6JL
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SE GRAHAM,2000007596,512.04,Robinson's Coaches,CA16 6TX
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SECOND CITY TRAVEL,2000007598,2497.21,SECOND CITY TRAVEL,B24 9QL
Department For Transport,Department for Transport,13.07.2012,BUS FDR Wales,Local,SELECT BUS & COACH SERVICES,2000007697,9952.12,Select Bus & Coach Services,CF34 0EU
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,SHAMROCK BUSES LTD,2000008733,1677.9,DHTS T/A SHAMROCK BUSES,BH16 6LT
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,SHERWOOD TRAVEL,2000008803,4536.87,Sherwood Travel,DN40 1QR
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,SHREWSBURY DIAL-A-RIDE,2000008734,3461.43,SHREWSBURY COMMUNITY TRANSPORT INITIATIVE,SY1 4NS
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,SHROPSHIRE COUNTY COUNCIL,2000008735,32865.73,SHROPSHIRE COUNTY COUNCIL,SY3 9DS
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SHROPSHIRE COUNTY COUNCIL,2000008025,424000,IT Block - second quarterly payment - 2012/13,SY2 6ND
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SHROPSHIRE COUNTY COUNCIL,2000008025,3274000,Highway Maintenance Block - 2012/13 Quarter 2,SY2 6ND
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SLEAFORDIAN COACHES,2000007599,12094.53,Sleafordian Coaches,NG34 7EH
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SLOUGH BC,2000008091,213500,IT Block - second quarterly payment - 2012/13,SL1 3UF
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SLOUGH BC,2000008091,245500,Highway Maintenance Block - 2012/13 Quarter 2,SL1 3UF
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SMITH MOTORS LEDBURY LTD,2000007600,531.05,Smiths Motors (Ledbury) Ltd,HR8 1BA
Department For Transport,Department for Transport,27.07.2012,BUS FDR Wales,Local,SOCIAL SERVICES TRANSPORT UNIT,2000008737,26814.69,Social Services Transport Unit Swansea,SA1 4NR
Department For Transport,Department for Transport,27.07.2012,Current Grants to LAs within AEF/AEG,Local,SOMERSET COUNTY COUNCIL,2000008738,962.58,Somerset County Council - Social Services,TA1 4DY
Department For Transport,Department for Transport,27.07.2012,Current Grants to LAs within AEF/AEG,Local,SOMERSET COUNTY COUNCIL,2000008792,7139.59,Somerset County Council- Beckery Resource Centre,BA6 9NZ
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SOMERSET COUNTY COUNCIL,2000008026,716250,IT Block - second quarterly payment - 2012/13,TA1 4DY
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SOMERSET COUNTY COUNCIL,2000008026,4827750,Highway Maintenance Block - 2012/13 Quarter 2,TA1 4DY
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SOUL BROTHERS LTD,2000007649,7908.34,Soul Brothers,MK46 5EA
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,SOUTH BEDS DIAL-A-RIDE,2000008739,4518.18,SOUTH BEDS DIAL A RIDE,LU6 1QQ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SOUTH EAST LONDON &,2000007597,1216053.89,SOUTH EAST LONDON & KENT BUS COMPANY LTD,E16 4SA
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SOUTH GLOUCESTERSHIRE COUNCIL,2000008027,366500,IT Block - second quarterly payment - 2012/13,BS15 9DW
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SOUTH GLOUCESTERSHIRE COUNCIL,2000008027,1158000,Highway Maintenance Block - 2012/13 Quarter 2,BS15 9DW
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SOUTH MIMMS TRAVEL LTD,2000007601,962.2,SOUTH MIMMS TRAVEL LTD,AL7 4SS
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SOUTH TYNESIDE MBC,2000008046,316750,Highway Maintenance Block - 2012/13 Quarter 2,NE33 4JP
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SOUTH YORKSHIRE PASSENGER TRANS AUT,2000008028,3000500,IT Block - second quarterly payment - 2012/13,S10 2HG
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SOUTH YORKSHIRE PASSENGER TRANS AUT,2000008028,3930750,Highway Maintenance Block - 2012/13 Quarter 2,S10 2HG
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SOUTHAMPTON CITY COUNCIL,2000008052,506750,IT Block - second quarterly payment - 2012/13,SO14 7LF
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SOUTHAMPTON CITY COUNCIL,2000008052,461250,Highway Maintenance Block - 2012/13 Quarter 2,SO14 7LF
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SOUTHDOWN PSV LTD,2000007602,49536.73,Southdown PSV Ltd,RH10 3EN
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SOUTHEND-ON-SEA BC,2000008092,284500,IT Block - second quarterly payment - 2012/13,SS2 6AN
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SOUTHEND-ON-SEA BC,2000008092,430000,Highway Maintenance Block - 2012/13 Quarter 2,SS2 6AN
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SPANGAP LTD,2000007603,7078.47,SPANGAP LTD T/A A&M GROUP,CV33 9PL
Department For Transport,Department for Transport,26.07.2012,Agency Staff Costs,Local,SPRING TECHNOLOGY LTD  ALSO T/A,2000008542,612,,B37 7YE
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,ST CHRISTOPHER SCHOOL,2000008742,686.58,THE ST CHRISTOPHER SCHOOL,SS9 4AW
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,STAFFORDSHIRE COUNTY COUNCIL,2000008024,1098250,IT Block - second quarterly payment - 2012/13,ST16 2NF
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,STAFFORDSHIRE COUNTY COUNCIL,2000008024,4180000,Highway Maintenance Block - 2012/13 Quarter 2,ST16 2NF
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,STAGECOACH MANCHESTER,2000008743,425464.81,STAGECOACH MANCHESTER,SK3 0DU
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,STAGECOACH OXFORD,2000007604,453755.93,STAGECOACH IN OXFORD,SK3 0DU
Department For Transport,Department for Transport,04.07.2012,Programme and Project Management Consultancy,Local,STEER DAVIES & GLEAVE LTD,2000006681,24648.28,,SE1 9PD
Department For Transport,Department for Transport,20.07.2012,Programme and Project Management Consultancy,Local,STEER DAVIES & GLEAVE LTD,2000008252,26772.64,,SE1 9PD
Department For Transport,Department for Transport,20.07.2012,Transport Consultancy,Local,STEPHEN JOSEPH,2000008263,6750,,AL3 5LU
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,STH SOMERSET COMM ACCESSIBLE TRANS,2000008744,2753.26,SOUTH SOMERSET COMMUNITY ACCESSIBLE TRANSPORT,BA9 9HB
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,STOCKTON ON TEES BC,2000008093,311500,IT Block - second quarterly payment - 2012/13,TS23 2YS
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,STOCKTON ON TEES BC,2000008093,524500,Highway Maintenance Block - 2012/13 Quarter 2,TS23 2YS
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,STOKE ON TRENT CITY COUNCIL,2000008029,447750,IT Block - second quarterly payment - 2012/13,ST4 1RF
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,STOKE ON TRENT CITY COUNCIL,2000008029,472500,Highway Maintenance Block - 2012/13 Quarter 2,ST4 1RF
Department For Transport,Department for Transport,11.07.2012,Capital Grants to Local Authorities,Local,SUFFOLK COUNTY COUNCIL,2000007312,4000,LA Extra funding in Q4 2011-12 CAPITAL,IP1 2DH
Department For Transport,Department for Transport,11.07.2012,Current Grants to LAs within AEF/AEG,Local,SUFFOLK COUNTY COUNCIL,2000007316,13000,LA Extra funding in Q4 2011-12 Resource,IP1 2DH
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SUFFOLK COUNTY COUNCIL,2000008104,1030500,IT Block - second quarterly payment - 2012/13,IP1 2DH
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SUFFOLK COUNTY COUNCIL,2000008104,4417000,Highway Maintenance Block - 2012/13 Quarter 2,IP1 2DH
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SULLIVAN BUSES,2000007605,50141.64,SULLIVAN BUS & COACH T/A SULLIVAN BUSES,EN6 3NE
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SUMMERCOURT TRAVEL LTD,2000007606,18585.82,SUMMERCOURT TRAVEL,TR8 5DR
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SUNDERLAND CITY COUNCIL,2000008094,729750,Highway Maintenance Block - 2012/13 Quarter 2,SR2 7DN
Department For Transport,Department for Transport,11.07.2012,Current Grants to LAs within AEF/AEG,Local,SURREY COUNTY COUNCIL,2000007317,3000,LA Extra funding in Q4 2011-12 Resource,KT1 1AB
Department For Transport,Department for Transport,11.07.2012,Capital Grants to Local Authorities,Local,SURREY COUNTY COUNCIL,2000007302,4667,LA Extra funding in Q4 2011-12 CAPITAL,KT1 1AB
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SURREY COUNTY COUNCIL,2000008094,1673000,IT Block - second quarterly payment - 2012/13,KT1 1AB
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SURREY COUNTY COUNCIL,2000008030,3840500,Highway Maintenance Block - 2012/13 Quarter 2,KT1 1AB
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,SUTTON COMMUNITY TRANSPORT,2000008746,6209.86,SUTTON COMMUNITY TRANSPORT,CR0 4TS
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SW COACHES LTD,2000007607,42027.64,SOUTH WEST COACHES LTD,BA9 9EB
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SWEYNE COACHES & CO,2000007609,6844.69,Sweyne Coaches & Co,DN14 8EL
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,SWINDON & DISTRICT,2000007610,186468.86,SWINDON & DISTRICT,SK3 0DU
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,SWINDON & DISTRICT,2000008748,116470.52,SWINDON & DISTRICT,SK3 0DU
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SWINDON BC,2000008031,350250,IT Block - second quarterly payment - 2012/13,SN1 2JH
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,SWINDON BC,2000008031,667500,Highway Maintenance Block - 2012/13 Quarter 2,SN1 2JH
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,SYSTON & DISTRICT VOLUNTEER CENTRE,2000008796,885.52,SYSTON & DISTRICT COMMUNITY BUS,LE7 1HN
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,TALLYHO COACHES,2000007611,11615.71,TALLY HO! COACHES LTD,TQ7 1ES
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,TARGET TRAVEL,2000007613,19693.51,TARGET TRAVEL,PL7 5BG
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,TAVISTOCK AREA SUPPORT SERVICES,2000008749,1327.81,TAVISTOCK AREA SUPPORT SERVICES,PL19 8AG
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,TEES VALLEY LUXURY COACH,2000007615,34591.57,TEES VALLEY COACH TRAVEL LTD.,TS16 0RW
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,TEES VALLEY STAGE CARRIAGE,2000007667,6694.73,Tees Valley Stage Carriage,TS6 7AR
Department For Transport,Department for Transport,11.07.2012,Capital Grants to Local Authorities,Local,TELFORD & WREKIN DC,2000007277,4667,LA Extra funding in Q4 2011-12 CAPITAL,TF3 4LF
Department For Transport,Department for Transport,11.07.2012,Current Grants to LAs within AEF/AEG,Local,TELFORD & WREKIN DC,2000007315,5500,LA Extra funding in Q4 2011-12 Resource,TF3 4LF
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,TELFORD & WREKIN DC,2000008046,234750,IT Block - second quarterly payment - 2012/13,TF3 4LF
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,TELFORD & WREKIN DC,2000008047,685750,Highway Maintenance Block - 2012/13 Quarter 2,TF3 4LF
Department For Transport,Department for Transport,13.07.2012,Current Grants to LAs within AEF/AEG,Local,TENDRING COMMUNITY TRANSPORT,2000007691,1250.24,Tendring Community Transport,CO15 1SD
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,TENDRING COMMUNITY TRANSPORT,2000008750,8354.62,TENDRING COMMUNITY TRANSPORT,CO15 1SD
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,TEST VALLEY COMMUNITY SERVICES,2000008751,4129.71,TEST VALLEY COMMUNITY SERVICES,SO51 8JZ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,TEX COACHES,2000007644,9283.48,TEX CARS & COACHES LTD,OX15 4AQ
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,THAMES TRAVEL (WALLINGFORD) LTD,2000007616,110662.25,THAMES TRAVEL (WALLINGFORD) LTD,OX10 9TA
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,THAMESDOWN TRANSPORT LTD,2000007617,171027.8,THAMESDOWN TRANSPORT LTD,SN2 2DJ
Department For Transport,Department for Transport,20.07.2012,Curr Grant to Priv Sect-Persons & NPISH,Local,THE ASSOCIATION OF,2000008259,20000,Assoc of Bikeability (TABS) Nov 11-Mar12,CB4 3BE
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,THE ENTERPRISE CLUB FOR,2000008804,947.74,The Enterprise Club for Disabled People,CV2 3GL
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,THE KINGS FERRY TRAVEL GROUP,2000007543,57422.27,THE KING'S FERRY LTD,ME8 6HW
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,THE MEDE COMMUNITY &,2000008822,2262.28,The Mede Community & Learning Centre,BS4 1TR
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,THE OVER DAY CENTRE,2000008777,602.52,The Over Day Centre,CB24 5NZ
Department For Transport,Department for Transport,27.07.2012,Subsidies to Private Sector,Local,THE SPRINGFIELD BUS & COACH  CO LTD,2000008769,6624.88,Springfield Bus & Coach Co Ltd,WA7 4UD
Department For Transport,Department for Transport,27.07.2012,Publications for Resale,Local,THE STATIONERY OFFICE LTD,2000008835,1070.12,,NR3 1PD
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,THURROCK DC,2000008032,219500,IT Block - second quarterly payment - 2012/13,RM17 6LT
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,THURROCK DC,2000008032,533000,Highway Maintenance Block - 2012/13 Quarter 2,RM17 6LT
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,TM TRAVEL,2000007618,173524.3,T M Travel Ltd,S20 3GZ
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,TORBAY BC,2000008033,242750,IT Block - second quarterly payment - 2012/13,TQ1 3DS
Department For Transport,Department for Transport,18.07.2012,Capital Grants to Local Authorities,Local,TORBAY BC,2000008033,322000,Highway Maintenance Block - 2012/13 Quarter 2,TQ1 3DS
Department For Transport,Department for Transport,13.07.2012,Subsidies to Private Sector,Local,TOTAL TRAVEL,2000007689,950.83,Total Travel,LE12 8LD
