Department ,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name, Component Code, Amount, Invoice Description
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,SMITA  PREMCHANDER ,114177-101 ,"£10,057.22",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,THE ENTERPRISE PARTNERSHIP ,201575-102 ,"£12,706.96",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,Crown Agents. ,202640-102 ,"£47,101.00",
DFID,DFID,28/10/2014,Project delivery costs – supplier services,West and Southern Africa ,Crown Agents. ,202640-102 ,"£241,153.97",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,Crown Agents. ,202640-103 ,"£48,147.29",
DFID,DFID,02/10/2014,Aid Programme - Joint programme contribution ,Western Asia Division ,Supplier Name withheld ,204443-101 ,"£642,165.60",
DFID,DFID,24/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Crown Agents. ,203466-103 ,"£3,420.00",
DFID,DFID,06/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Crown Agents. ,203466-103 ,£828.28,
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Crown Agents. ,203466-103 ,"£1,710.00",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Crown Agents. ,114318-105 ,£921.12,
DFID,DFID,15/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Crown Agents. ,114318-105 ,"£10,908.00",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,Growth and Resilience Division ,KPMG LLP ,202647-101 ,"£58,653.60",
DFID,DFID,27/10/2014,Aid Programme - Core contributions ,Growth and Resilience Division ,FAO ,204332-101 ,"£533,108.00",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Crown Agents. ,204400-101 ,"£15,048.00",
DFID,DFID,17/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Crown Agents. ,204400-101 ,"£21,369.60",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Crown Agents. ,204400-101 ,"£10,617.60",
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,Crown Agents. ,200706-102 ,"£5,414.68",
DFID,DFID,22/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,Crown Agents. ,200706-102 ,"£2,828.27",
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,Crown Agents. ,200706-102 ,"£1,579.66",
DFID,DFID,09/10/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,Clinton Health Access Initiative  Inc ,202926-106 ,"£132,705.03",
DFID,DFID,23/10/2014,Aid Programme - Voluntary contributions ,East and Central Africa ,IOM ,204400-102 ,"£1,600,000.00",
DFID,DFID,24/10/2014,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,LONDON SCHOOL OF ECONOMICS ,114151-104 ,"£51,970.81",
DFID,DFID,30/10/2014,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Security Division ,Alfanar ,203236-114 ,"£29,518.04",
DFID,DFID,08/10/2014,Print Services ,Communications Division ,Williams Lea ,100177-101 ,"£1,232.00",
DFID,DFID,03/10/2014,Aid Programme - Accountable Grant Payments ,Communications Division ,CHRISTIAN AID ,202197-101 ,"£483,033.19",
DFID,DFID,17/10/2014,Training - Course Fees ,International Relations Division ,Language Services Direct Ltd ,100086-101 ,"£2,374.40",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,Crown Agents. ,203940-104 ,"£11,879.86",
DFID,DFID,21/10/2014,Data Network -Satellite ,Middle East  Humanitarian & Security Division ,SPECTRA  GROUP UK LTD ,203940-106 ,"£4,467.70",
DFID,DFID,16/10/2014,Office Equipment - Maintenance ,Middle East  Humanitarian & Security Division ,SPECTRA  GROUP UK LTD ,203940-106 ,"£1,260.00",
DFID,DFID,14/10/2014,Data Network -Satellite ,Middle East  Humanitarian & Security Division ,SPECTRA  GROUP UK LTD ,203940-106 ,"£1,710.00",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,Crown Agents. ,204308-102 ,"£1,124.36",
DFID,DFID,02/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,Crown Agents. ,204308-102 ,"£18,280.62",
DFID,DFID,02/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,Crown Agents. ,204308-102 ,"£14,861.47",
DFID,DFID,03/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,The Metropolitan Police Service ,204309-102 ,"£35,692.60",
DFID,DFID,10/10/2014,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,200002-185 ,"£104,315.22",ECHO  rental charges for telecommunication links  outwith European Union Payment 1 
DFID,DFID,10/10/2014,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,203329-103 ,"£104,315.21",ECHO  rental charges for telecommunication links  outwith European Union Payment 2
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,201645-105 ,"£72,911.65",
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,202767-104 ,"£45,699.59",
DFID,DFID,24/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Crown Agents. ,200221-107 ,"£78,642.18",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£2,639.39",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£222,500.00",
DFID,DFID,24/10/2014,Project delivery costs â€“ supplier services ,Western Asia Division ,POPULATION  SERVICES INTERNATIONAL ,202413-105 ,"£884,133.64",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,Crown Agents. ,203938-101 ,"£12,423.00",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,Crown Agents. ,203938-101 ,£606.00,
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Torun Reite Management Consulting ,203008-103 ,"£12,425.00",
DFID,DFID,14/10/2014,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Security Division ,Identity Center ,203236-117 ,"£42,239.20",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£137,000.00",
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Al Ghurair Printing & Publishing LLC ,202913-101 ,"£5,430.05",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,AGUACONSULT ,204033-104 ,"£6,000.00",
DFID,DFID,31/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,Crown Agents. ,203938-101 ,"£11,168.40",
DFID,DFID,03/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Fierro Consulting LLC ,202913-101 ,"£13,719.95",
DFID,DFID,14/10/2014,Hotels - Accommodation only ,Growth and Resilience Division ,Recipient name withheld ,202373-101 ,"£1,011.27",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£167,400.00",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£222,500.00",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,Crown Agents. ,203938-101 ,£918.60,
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£213,000.00",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,200898-117 ,"£42,025.88",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£15,661.00",
DFID,DFID,02/10/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,CONCERN WORLDWIDE ,203445-104 ,"£1,563,805.00",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,Crown Agents. ,200625-105 ,"£53,896.61",
DFID,DFID,06/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,Medical Warehouse Ltd ,203940-102 ,£879.35,
DFID,DFID,22/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,BMB  MOTT  MACDONALD ,202511-102 ,"£543,551.21",
DFID,DFID,22/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,BMB  MOTT  MACDONALD ,202511-102 ,"£130,408.73",
DFID,DFID,22/10/2014,Project delivery costs â€“ supplier services ,Western Asia Division ,Crown Agents. ,202368-103 ,"£6,555.60",
DFID,DFID,02/10/2014,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Security Division ,OXFAM INSTITUTIONAL INCOME ACCOUNT ,203847-102 ,"£2,462,960.00",
DFID,DFID,24/10/2014,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Security Division ,CARE INTERNATIONAL UK ,203847-103 ,"£2,551,333.42",
DFID,DFID,21/10/2014,Aid Programme - Challenge Fund payments ,Western Asia Division ,DAI EUROPE LIMITED ,202261-103 ,"£98,880.33",
DFID,DFID,28/10/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,VSORwanda ,203840-101 ,"£374,509.00",
DFID,DFID,09/10/2014,Aid Programme - Voluntary contributions ,Middle East  Humanitarian & Security Division ,FAO ,203815-101 ,"£400,000.00",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,Crown Agents. ,201701-101 ,£673.20,
DFID,DFID,22/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,Crown Agents. ,201701-101 ,"£11,642.40",
DFID,DFID,07/10/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,Global Canopy Programme ,201724-114 ,"£12,775.94",
DFID,DFID,29/10/2014,Educational Supplies/Aids ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,107480-102 ,"£120,220.44",
DFID,DFID,01/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£212,802.66",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£63,529.29",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£28,411.01",
DFID,DFID,08/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£4,479.03",
DFID,DFID,29/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£15,310.81",
DFID,DFID,03/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£175,233.66",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£32,333.21",
DFID,DFID,29/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£56,644.97",
DFID,DFID,03/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£116,822.44",
DFID,DFID,29/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£12,323.87",
DFID,DFID,03/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£175,306.86",
DFID,DFID,29/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£28,769.97",
DFID,DFID,01/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£2,438.00",
DFID,DFID,29/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£121,027.64",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£5,627.54",
DFID,DFID,08/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£77,849.38",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£31,437.22",
DFID,DFID,29/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£33,470.73",
DFID,DFID,29/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£47,797.98",
DFID,DFID,06/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£175,233.66",
DFID,DFID,01/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£42,186.43",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£46,081.25",
DFID,DFID,01/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£131,991.79",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£12,815.69",
DFID,DFID,29/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£21,486.74",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£6,650.62",
DFID,DFID,31/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£46,228.70",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£6,456.05",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£31,437.22",
DFID,DFID,29/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£161,766.50",
DFID,DFID,29/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£2,827.82",
DFID,DFID,31/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£91,247.15",
DFID,DFID,03/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£116,822.44",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£1,233.94",
DFID,DFID,29/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£1,058.21",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£35,854.90",
DFID,DFID,22/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£46,081.25",
DFID,DFID,01/10/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,202214-106 ,"£4,250.35",
DFID,DFID,23/10/2014,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,INASP ,203962-101 ,"£293,630.00",
DFID,DFID,21/10/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,Gatsby Charitable Foundation UK ,202844-107 ,"£52,288.07",
DFID,DFID,16/10/2014,Research & Development costs ,Research and Evidence Division ,Natural Environment Research Council ,203774-101 ,"£150,000.00",
DFID,DFID,21/10/2014,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Security Division ,Supplier Name withheld ,203216-138 ,"£985,368.00",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,IMC Worldwide Ltd. ,203798-103 ,"£70,676.00",
DFID,DFID,09/10/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,ACTION AGAINST HUNGER UK ,203775-108 ,"£906,082.00",
DFID,DFID,27/10/2014,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,Water & Sanitation for the Urban Poor ,203583-103 ,"£366,000.00",
DFID,DFID,01/10/2014,Recruitment costs ,Group Operations ,Syme Drummond Ltd ,204284-101 ,"£6,629.15",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,MINES ADVISORY GROUP ,203243-105 ,"£28,996.00",
DFID,DFID,17/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,MINES ADVISORY GROUP ,203243-105 ,"£162,009.00",
DFID,DFID,07/10/2014,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Security Division ,Aramram LLC ,203236-118 ,"£45,653.60",
DFID,DFID,21/10/2014,Project delivery costs â€“ supplier services ,Western Asia Division ,HTSPE LTD ,202491-102 ,"£146,346.22",
DFID,DFID,17/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,IMC Worldwide Ltd. ,202628-102 ,"£596,763.90",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,OXFORD POLICY MANAGEMENT ,202744-101 ,"£13,000.00",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,OXFORD POLICY MANAGEMENT ,202377-103 ,"£27,838.50",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,203648-108 ,"£31,207.01",
DFID,DFID,17/10/2014,Print Services ,Communications Division ,COPYPRINT UK LTD ,100177-101 ,£696.00,
DFID,DFID,13/10/2014,Auditors Other Services ,Business Solutions Division Level ,Certification Europe ,200001-106 ,"£22,247.50",
DFID,DFID,08/10/2014,Recruitment costs ,Human Resources ,Syme Drummond Ltd ,100270-102 ,"£2,225.77",
DFID,DFID,14/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,OXFORD POLICY MANAGEMENT ,201055-102 ,"£13,630.62",
DFID,DFID,14/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,OXFORD POLICY MANAGEMENT ,201055-102 ,"£4,246.07",
DFID,DFID,06/10/2014,Aid Programme - Joint programme contribution ,Research and Evidence Division ,United Nations Environment Programme (UNEP) ,204272-101 ,"£25,000.00",
DFID,DFID,10/10/2014,Computer Software Licenses ,Business Solutions Division Level ,SCC Ltd ,200002-147 ,"£40,068.00",Annual Email Security Service costs for  2014/2015 
DFID,DFID,31/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,OXFORD POLICY MANAGEMENT ,201518-103 ,"£7,183.74",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,HTSPE LTD ,203193-101 ,"£28,783.68",
DFID,DFID,23/10/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,British Council China ,203174-101 ,"£10,786.29",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,203035-102 ,"£2,659.29",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,203035-102 ,"£5,880.00",
DFID,DFID,13/10/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,CAMFED ,203292-101 ,"£371,894.00",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,OXFORD POLICY MANAGEMENT ,203324-101 ,"£110,956.80",
DFID,DFID,22/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,203574-106 ,"£4,313.70",
DFID,DFID,22/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,203574-109 ,"£45,419.58",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,International Water Management Institute (IWMI) ,201880-101 ,"£19,980.00",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,OXFORD POLICY MANAGEMENT ,202812-102 ,"£47,437.44",
DFID,DFID,06/10/2014,Project delivery costs â€“ supplier services ,Business Solutions Division Level ,In-Form Consult Ltd ,200005-116 ,"£5,280.00",
DFID,DFID,06/10/2014,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Security Division ,International NGO Safety Organisation ,203978-101 ,"£30,344.00",
DFID,DFID,30/10/2014,Telephone Usage & services ,West and Southern Africa ,Emerging Markets Telecommunications Services Ltd ,101622-107 ,"£2,823.22",
DFID,DFID,30/10/2014,Telephone Usage & services ,West and Southern Africa ,Emerging Markets Telecommunications Services Ltd ,101622-107 ,"£3,068.75",
DFID,DFID,30/10/2014,Telephone Usage & services ,West and Southern Africa ,Emerging Markets Telecommunications Services Ltd ,101622-107 ,"£3,575.98",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,SCRIPTORIA ,203920-101 ,"£3,537.00",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,202977-102 ,"£26,382.84",
DFID,DFID,06/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,WYG International ,203571-102 ,"£21,055.00",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,WYG International ,203571-102 ,"£4,211.00",
DFID,DFID,30/10/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Security Division ,Internews Europe ,204037-101 ,"£140,311.00",
DFID,DFID,29/10/2014,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,PRACTICAL ACTION ,200490-103 ,"£32,992.01",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,Institute of Development Studies. ,203199-106 ,"£59,177.10",
DFID,DFID,06/10/2014,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Security Division ,International NGO Safety Organisation ,204813-101 ,"£124,556.00",
DFID,DFID,16/10/2014,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Security Division ,ACTION AGAINST HUNGER UK ,204813-101 ,"£806,648.00",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,International Finance Division ,Alphatrad Uk ,204719-102 ,"£1,451.84",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,HTSPE LTD ,202948-124 ,"£18,901.20",
DFID,DFID,17/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,HTSPE LTD ,201944-104 ,"£76,588.39",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,203439-102 ,"£28,987.50",
DFID,DFID,22/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,203574-103 ,"£23,987.46",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,South African Medical Research Council ,203709-101 ,"£208,216.00",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,204258-101 ,"£369,104.76",
DFID,DFID,02/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,HTSPE LTD ,204258-101 ,"£174,594.12",
DFID,DFID,17/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,katherine s miles consulting limited ,202927-108 ,"£1,482.53",
DFID,DFID,03/10/2014,Project delivery costs â€“ supplier services ,Communications Division ,  CfBT Education Trust ,201469-106 ,"£145,238.40",
DFID,DFID,31/10/2014,Generators & spares ,East and Central Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,101628-101 ,"£25,098.99",Costs for the purchase of 2 generators for DFID staff residences - Rwanda
DFID,DFID,30/10/2014,Telephone Usage & services ,West and Southern Africa ,Emerging Markets Telecommunications Services Ltd ,100152-115 ,£894.00,
DFID,DFID,23/10/2014,Facilities Management payments ,East and Central Africa ,BRITSOURCE INTERNATIONAL ,101628-101 ,"£2,361.47",
DFID,DFID,23/10/2014,Facilities Management payments ,East and Central Africa ,BRITSOURCE INTERNATIONAL ,101628-101 ,"£1,615.25",
DFID,DFID,30/10/2014,Telephone Usage & services ,West and Southern Africa ,Emerging Markets Telecommunications Services Ltd ,100152-115 ,£767.19,
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,HTSPE LTD ,202691-102 ,"£44,058.26",
DFID,DFID,23/10/2014,Facilities Management payments ,East and Central Africa ,BRITSOURCE INTERNATIONAL ,101628-101 ,"£2,148.00",
DFID,DFID,23/10/2014,Facilities Management payments ,East and Central Africa ,BRITSOURCE INTERNATIONAL ,101628-101 ,"£1,950.06",
DFID,DFID,24/10/2014,Facilities Management payments ,East and Central Africa ,BRITSOURCE INTERNATIONAL ,101628-101 ,"£2,711.01",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,International Law and Policy Institute ,203714-101 ,"£37,000.00",
DFID,DFID,06/10/2014,Research & Development costs ,Research and Evidence Division ,Practical Action Consulting ,204584-103 ,"£39,364.80",
DFID,DFID,30/10/2014,Telephone Usage & services ,West and Southern Africa ,Emerging Markets Telecommunications Services Ltd ,100152-115 ,£705.80,
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,GBRW LIMITED ,201733-107 ,£958.12,
DFID,DFID,16/10/2014,Computer Consumables ,Western Asia Division ,SCC Ltd ,101624-101 ,£545.04,
DFID,DFID,20/10/2014,Training - Course Fees ,East and Central Africa ,THE SPRINGFIELD CENTRE ,101612-101 ,"£3,400.00",
