Department Family,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction Number,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/10/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",RESPONSIBILITY FOR FIELD,0000185071,10000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",FORM OF DISCHARGE,0000185094,140.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,NAL PLANT LIMITED,0000185110,587.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,PROF SER-ENVIRONMENTAL SRVICES,PMC SURVEYS,0000185111,3862.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,PROF SER-ENVIRONMENTAL SRVICES,PMC SURVEYS,0000185112,1925.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,PROF SER-ENVIRONMENTAL SRVICES,PMC SURVEYS,0000185113,3350.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,PROF SER-ENVIRONMENTAL SRVICES,PMC SURVEYS,0000185114,2847.39
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,NAL PLANT LIMITED,0000185117,649.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,PROF SER CNSLTNCY-PROP/CNSTRCN,BUILDING REGULATIONS PAYM,0000185129,264.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",COMPANY BARCLAYCARD,0000185176,82.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/10/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000185213,327.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/10/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",TURF AND TOP SOIL,0000185268,38.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,10 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184558,22.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,10 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184563,7.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,10 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184582,16.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,10 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184586,8.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,10 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000185157,6.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,10 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000185181,13.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,12 HOUR ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184578,25.11
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,12 HOUR ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184586,8.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184558,4.13
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184568,25.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184574,22.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184578,23.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184582,69.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184586,20.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184587,16.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184590,20.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000185150,16.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000185157,19.23
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000185158,38.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000185159,22.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000185178,19.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000185181,15.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,5 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184558,2.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,5 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184568,4.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,5 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184574,4.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,5 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184578,5.49
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,5 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184582,4.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,5 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184587,4.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,5 HRS + SUBSISTENCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000185157,2.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/09/2011,CAR HIRE,SURFACE HAZARDS,TRAVEL&EVENTS-VEHICLE HIRE,ENTERPRISE RENT A CAR,0000184742,32.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,CHILDCARE VOUCHERS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF CHILDCARE,LEAPFROG DAY NURSERIES LT,0000184669,243.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,CHILDCARE VOUCHERS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF CHILDCARE,LEAPFROG DAY NURSERIES LT,0000184669,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2011,CONSULTANCY - SURFACE HAZARDS,SURFACE HAZARDS,PROF SER CNSLTNCY-TCHNL CNSLTY,WYG ENV PLANNING TRANSPOR,0000185115,4186.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000184530,480.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,LEX AUTOLEASE LTD,0000184598,80.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000184599,518.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/10/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000184725,345.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000184786,502.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000184897,476.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/10/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-LEASE,LEX AUTOLEASE LTD,0000184947,517.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000185149,5.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000185153,272.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000185154,18.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000185176,4.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000185177,50.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000185184,503.49
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,FARES - AIR,SURFACE HAZARDS,TRAVEL&EVENTS-AIR,COMPANY BARCLAYCARD,0000185182,123.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/09/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184520,85.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/09/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184521,80.82
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/09/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184522,71.01
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/09/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184523,55.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/09/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184524,73.13
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184735,86.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184736,172.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184737,43.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184738,57.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184739,165.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184873,57.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184874,82.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184875,85.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184876,25.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000184877,118.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185066,91.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185067,84.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185068,112.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185069,107.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185262,147.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185263,78.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185264,88.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185265,50.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,FUEL (VEHICLE),SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185266,72.82
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,STAFF EXPENSES CONTROL,0000184582,184.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185146,53.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185147,53.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185148,53.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185154,43.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185157,117.49
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185158,133.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185159,64.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185164,55.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,SURFACE HAZARDS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185181,65.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,INCIDENTALS,SURFACE HAZARDS,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000185150,38.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,IT SERVICES - OPERATIONS,SURFACE HAZARDS,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000184833,3688.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,LEGAL COSTS,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000184546,16.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2011,LEGAL COSTS,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000184776,48.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2011,LEGAL COSTS,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000184892,8.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,LEGAL COSTS,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,REGISTERS OF SCOTLAND,0000184945,11.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2011,LEGAL COSTS,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,REGISTERS OF SCOTLAND,0000184946,11.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/10/2011,LEGAL COSTS,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000185056,16.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,LEGAL COSTS,SURFACE HAZARDS,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000185097,206.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/10/2011,LEGAL COSTS,SURFACE HAZARDS,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000185203,24.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,LEGAL COSTS,SURFACE HAZARDS,PROF SER-LEGAL SERVICES,ANDERSON STRATHERN,0000185267,26.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,M/W LAND AGENTS (AQUISITIONS),SURFACE HAZARDS,PROF SER CNSLTNCY-PROP/CNSTRCN,JMC ENGINEERING (UK) LTD,0000184712,2152.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,M/W LAND AGENTS (AQUISITIONS),SURFACE HAZARDS,PROF SER CNSLTNCY-PROP/CNSTRCN,JMC ENGINEERING (UK) LTD,0000185190,1772.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,MEMBERSHIP SUBSCRIPTIONS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF SUBSCRPTN,COMPANY BARCLAYCARD,0000185178,25.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,MILEAGE PAYMENTS,SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000184558,8.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,MILEAGE PAYMENTS,SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000184568,640.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,MILEAGE PAYMENTS,SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000184573,212.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,MILEAGE PAYMENTS,SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000184575,429.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,MILEAGE PAYMENTS,SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000184580,211.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,MILEAGE PAYMENTS,SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000184582,77.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,MILEAGE PAYMENTS,SURFACE HAZARDS,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000184590,220.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,ENGRNG GOODS-NON-MDICL CHMCLS,BATTERIES,0000185042,8.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,OFFICE SOLUTIONS-POST&COURIER,STAMPS,0000185042,11.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,FACILITIES - SECURITY,COMPANY BARCLAYCARD,0000185148,142.20
