Newcastle City Council Invoices over £250 paid in July 2013,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926530,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926532,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926532,Revenue,1MF10,Adoption Payments            E,162.40 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926564,Revenue,1MC20,In-House Foster Carer Costs  E,"1,000.84 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926583,Revenue,1MF10,Adoption Payments            E,579.12 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926565,Revenue,1MC20,In-House Foster Carer Costs  E,918.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926533,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926578,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926575,Revenue,1MC20,In-House Foster Carer Costs  E,"1,897.74 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926572,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926596,Revenue,1MC20,In-House Foster Carer Costs  E,810.88 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926577,Revenue,1MC20,In-House Foster Carer Costs  E,"1,190.80 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926580,Revenue,1MC20,In-House Foster Carer Costs  E,"2,009.28 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926585,Revenue,1MC20,In-House Foster Carer Costs  E,719.11 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926584,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926647,Revenue,1MD85,Residence Orders             E,573.08 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926600,Revenue,1MC20,In-House Foster Carer Costs  E,"1,332.50 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926641,Revenue,1MC20,In-House Foster Carer Costs  E,"1,104.78 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926617,Revenue,1MF10,Adoption Payments            E,457.30 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926656,Revenue,1MC20,In-House Foster Carer Costs  E,"2,120.82 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926656,Revenue,1MC21,Fostering Unit               E,681.59 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926664,Revenue,1MF35,Special Guardianship Allow   E,"1,277.68 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926462,Revenue,1MF35,Special Guardianship Allow   E,785.22 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926514,Revenue,1MC20,In-House Foster Carer Costs  E,"1,906.10 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926480,Revenue,1MF10,Adoption Payments            E,530.10 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926610,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926502,Revenue,1MF35,Special Guardianship Allow   E,518.34 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926248,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926320,Revenue,1MC20,In-House Foster Carer Costs  E,595.40 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926333,Revenue,1MD85,Residence Orders             E,788.66 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926504,Revenue,1MC20,In-House Foster Carer Costs  E,"1,649.80 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926569,Revenue,1MC20,In-House Foster Carer Costs  E,"2,045.82 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926247,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926317,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926632,Revenue,1MC20,In-House Foster Carer Costs  E,"1,761.34 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926316,Revenue,1MC20,In-House Foster Carer Costs  E,595.40 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926614,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926470,Revenue,1MC21,Fostering Unit               E,853.58 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926321,Revenue,1MC20,In-House Foster Carer Costs  E,"1,413.88 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926500,Revenue,1MC20,In-House Foster Carer Costs  E,559.50 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926500,Revenue,1MC21,Fostering Unit               E,590.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926314,Revenue,1MC20,In-House Foster Carer Costs  E,"1,413.88 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926314,Revenue,1MF03,Supported Lodgings LC        E,268.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926507,Revenue,1MC20,In-House Foster Carer Costs  E,"1,629.72 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926650,Revenue,1MC20,In-House Foster Carer Costs  E,"2,221.32 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926506,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926331,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926340,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926328,Revenue,1MC20,In-House Foster Carer Costs  E,"2,009.28 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926619,Revenue,1MC20,In-House Foster Carer Costs  E,"1,413.88 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926613,Revenue,1MC20,In-House Foster Carer Costs  E,"1,038.24 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926499,Revenue,1MF35,Special Guardianship Allow   E,730.26 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926327,Revenue,1MC20,In-House Foster Carer Costs  E,918.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926487,Revenue,1MC20,In-House Foster Carer Costs  E,"1,969.76 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926343,Revenue,1MC20,In-House Foster Carer Costs  E,852.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926339,Revenue,1MC20,In-House Foster Carer Costs  E,"1,302.34 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926360,Revenue,1MC20,In-House Foster Carer Costs  E,918.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926345,Revenue,1MC20,In-House Foster Carer Costs  E,798.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926349,Revenue,1MC20,In-House Foster Carer Costs  E,"1,786.20 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926368,Revenue,1MC20,In-House Foster Carer Costs  E,595.40 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926612,Revenue,1MC20,In-House Foster Carer Costs  E,695.90 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926332,Revenue,1MC20,In-House Foster Carer Costs  E,"1,413.88 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926364,Revenue,1MC20,In-House Foster Carer Costs  E,"1,897.74 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926313,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926568,Revenue,1MC20,In-House Foster Carer Costs  E,"2,227.72 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926383,Revenue,1MF35,Special Guardianship Allow   E,899.04 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926387,Revenue,1MF10,Adoption Payments            E,518.34 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926376,Revenue,1MF35,Special Guardianship Allow   E,896.64 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926620,Revenue,1MC20,In-House Foster Carer Costs  E,"3,135.52 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926366,Revenue,1MC20,In-House Foster Carer Costs  E,807.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926365,Revenue,1MC20,In-House Foster Carer Costs  E,807.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926505,Revenue,1MC20,In-House Foster Carer Costs  E,798.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926459,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926459,Revenue,1MC21,Fostering Unit               E,12.68 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926465,Revenue,1MC20,In-House Foster Carer Costs  E,"1,537.30 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926336,Revenue,1MC20,In-House Foster Carer Costs  E,"1,204.12 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926374,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926562,Revenue,1MC20,In-House Foster Carer Costs  E,"2,722.32 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926346,Revenue,1MC20,In-House Foster Carer Costs  E,"1,413.88 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926380,Revenue,1MC20,In-House Foster Carer Costs  E,"1,402.84 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926515,Revenue,1MD85,Residence Orders             E,34.79 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926515,Revenue,1MF35,Special Guardianship Allow   E,"1,402.51 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926474,Revenue,1MF35,Special Guardianship Allow   E,806.96 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926668,Revenue,1MF35,Special Guardianship Allow   E,"1,007.88 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926352,Revenue,1MC20,In-House Foster Carer Costs  E,"1,786.20 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926395,Revenue,1MC20,In-House Foster Carer Costs  E,"1,897.74 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926363,Revenue,1MC20,In-House Foster Carer Costs  E,765.50 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926468,Revenue,1MC20,In-House Foster Carer Costs  E,"1,503.34 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926492,Revenue,1MC20,In-House Foster Carer Costs  E,782.18 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926401,Revenue,1MC20,In-House Foster Carer Costs  E,360.64 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926401,Revenue,1MC21,Fostering Unit               E,612.45 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926402,Revenue,1MC20,In-House Foster Carer Costs  E,595.40 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926601,Revenue,1MC20,In-House Foster Carer Costs  E,"2,769.39 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926406,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926473,Revenue,1MC20,In-House Foster Carer Costs  E,"2,150.84 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926599,Revenue,1MC20,In-House Foster Carer Costs  E,"1,446.60 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926482,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926422,Revenue,1MC20,In-House Foster Carer Costs  E,"1,413.88 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926430,Revenue,1MC20,In-House Foster Carer Costs  E,"1,190.80 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926403,Revenue,1MC20,In-House Foster Carer Costs  E,"1,302.34 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926432,Revenue,1MC20,In-House Foster Carer Costs  E,"2,028.80 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926400,Revenue,1MC20,In-House Foster Carer Costs  E,798.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926616,Revenue,1MC20,In-House Foster Carer Costs  E,"1,077.16 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926503,Revenue,1MC20,In-House Foster Carer Costs  E,516.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926375,Revenue,1MC20,In-House Foster Carer Costs  E,"1,764.36 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926418,Revenue,1MC20,In-House Foster Carer Costs  E,"2,120.82 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926435,Revenue,1MC20,In-House Foster Carer Costs  E,"1,413.88 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926388,Revenue,1MC20,In-House Foster Carer Costs  E,"1,398.68 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926356,Revenue,1MC20,In-House Foster Carer Costs  E,"1,609.68 ",,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926306,Revenue,1MC20,In-House Foster Carer Costs  E,559.50 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926645,Revenue,1MC20,In-House Foster Carer Costs  E,706.94 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926640,Revenue,1MC20,In-House Foster Carer Costs  E,405.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926357,Revenue,1MC20,In-House Foster Carer Costs  E,595.40 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926272,Revenue,1MF10,Adoption Payments            E,483.04 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926534,Revenue,1MD85,Residence Orders             E,398.72 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926537,Revenue,1MD85,Residence Orders             E,412.72 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926669,Revenue,1MF10,Adoption Payments            E,412.96 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926540,Revenue,1MF10,Adoption Payments            E,302.64 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926267,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926552,Revenue,1MF10,Adoption Payments            E,282.48 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926541,Revenue,1MF10,Adoption Payments            E,359.70 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926293,Revenue,1MC20,In-House Foster Carer Costs  E,405.44 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926536,Revenue,1MD85,Residence Orders             E,398.72 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926546,Revenue,1MF10,Adoption Payments            E,411.40 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926550,Revenue,1MF10,Adoption Payments            E,426.56 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926543,Revenue,1MF10,Adoption Payments            E,302.40 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926542,Revenue,1MF10,Adoption Payments            E,483.24 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926310,Revenue,1MF10,Adoption Payments            E,300.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926548,Revenue,1MF10,Adoption Payments            E,366.60 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926545,Revenue,1MF10,Adoption Payments            E,412.76 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926658,Revenue,1MC20,In-House Foster Carer Costs  E,150.64 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926511,Revenue,1MD85,Residence Orders             E,467.52 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926275,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926549,Revenue,1MF10,Adoption Payments            E,483.04 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926558,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926570,Revenue,1MD85,Residence Orders             E,353.02 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926566,Revenue,1MD85,Residence Orders             E,398.72 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926633,Revenue,1MF10,Adoption Payments            E,365.84 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926652,Revenue,1MF10,Adoption Payments            E,276.76 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926589,Revenue,1MF10,Adoption Payments            E,318.52 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926591,Revenue,1MF10,Adoption Payments            E,318.72 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926590,Revenue,1MF10,Adoption Payments            E,318.52 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926593,Revenue,1MF10,Adoption Payments            E,318.78 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926603,Revenue,1MF10,Adoption Payments            E,318.72 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926582,Revenue,1MC20,In-House Foster Carer Costs  E,459.00 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926663,Revenue,1MD85,Residence Orders             E,467.52 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926528,Revenue,1MC20,In-House Foster Carer Costs  E,360.66 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926611,Revenue,1MF10,Adoption Payments            E,318.72 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926455,Revenue,1MF10,Adoption Payments            E,447.30 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926456,Revenue,1MF10,Adoption Payments            E,446.22 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926454,Revenue,1MF10,Adoption Payments            E,319.72 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926486,Revenue,1MF10,Adoption Payments            E,361.58 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926491,Revenue,1MF10,Adoption Payments            E,318.52 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,02/07/2013,Redacted Personal Data,5926598,Revenue,1MD85,Residence Orders             E,307.32 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926495,Revenue,1MF10,Adoption Payments            E,318.72 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926498,Revenue,1MF10,Adoption Payments            E,318.72 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926494,Revenue,1MF10,Adoption Payments            E,365.64 ,,,,,,,,,,,
Childrens Services,Social Services - Carepay              ,Third Party Payments,41457,Redacted Personal Data,5926461,Revenue,1MF35,Special Guardianship Allow   E,362.82 ,,,,,,,,,,,
