Newcastle City Council Invoices over £250 paid in May 2013,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,,
Childrens Services,EDUCATION                              ,Supplies & Services,01/05/2013,SARWAR HAKIM & NADEEM HAKIM S.N.S PROPER,5870800,Revenue,1MN20,Asy Seekers Families         E,450.00 ,,,,,,,,,,,,
City Services,Invoice,Supplies & Services,21/05/2013,SATISNET,5887930,Revenue,1CM00,IT MANAGEMENT & ADMIN        C,966.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,SCARBOROUGH COURT NURSING HOME,5873879,Revenue,1MG10,Ind Nursing Care Elderly     M,-486.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,SCARBOROUGH COURT NURSING HOME,5873879,Revenue,1MG20,Ind Res Care Elderly         M,"-5,190.42 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,SCARBOROUGH COURT NURSING HOME,5873879,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,842.60 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,SCARBOROUGH COURT NURSING HOME,5873879,Revenue,1MG20,Ind Res Care Elderly         M,"7,137.16 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,SCARBOROUGH COURT NURSING HOME,5873879,Revenue,3WH77,Free Nursing Care Com Care   M,441.34 ,,,,,,,,,,,,
Environment & Regeneration,NS: District Heating       ,Premises,07/05/2013,SCHNEIDER ELECTRIC,5861852,Revenue,1KR8L,CW District Heating          K,777.31 ,,,,,,,,,,,,
Environment & Regeneration,NS: District Heating       ,Supplies & Services,20/05/2013,SCHNEIDER ELECTRIC,5879970,Revenue,1KR8L,CW District Heating          K,"1,754.25 ",,,,,,,,,,,,
Environment & Regeneration,NS: District Heating       ,Supplies & Services,23/05/2013,SCHNEIDER ELECTRIC,5875597,Revenue,1KR8L,CW District Heating          K,"1,754.25 ",,,,,,,,,,,,
Environment & Regeneration,NS: District Heating       ,Supplies & Services,23/05/2013,SCHNEIDER ELECTRIC,5890767,Revenue,1KR8L,CW District Heating          K,"1,754.25 ",,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28/05/2013,SCOT JCB LTD,5875895,Revenue,1KESA,Heavy Workshop Routine RepairK,304.91 ,,,,,,,,,,,,
Childrens Services,West Riverside S/Start           ,Third Party Payments,13/05/2013,SCOTSWOOD AREA STRATEGY,5820062,Revenue,1EEG1,W River CC Central Costs     E,"24,967.50 ",,,,,,,,,,,,
Environment & Regeneration,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,02/05/2013,SCOTSWOOD AREA STRATEGY,5871393,Revenue,1KN20,Benwell & Scotswood Ward     K,452.40 ,,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/05/2013,SEE NORBAIN,5864122,Revenue,1KVEE,ELECTRICAL STAND ALONE WORKS K,"2,498.00 ",,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/05/2013,SEE NORBAIN,5870872,Revenue,1KVEE,ELECTRICAL STAND ALONE WORKS K,750.00 ,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,03/05/2013,SELF UNLIMITED,5860798,Revenue,1MK50,Ind Supported Living LD      M,"9,255.43 ",,,,,,,,,,,,
Environment & Regeneration,Cityworks City Hall         ,Supplies & Services,02/05/2013,SENBLA LIVE EVENTS,5869452,Revenue,3KLCH,City Hall Holding Account    K,"4,984.28 ",,,,,,,,,,,,
Chief Executives,CD - Occup Health Unit           ,Supplies & Services,20/05/2013,SERCO LTD,5877042,Revenue,1FP30,Occupational Health          F,"4,250.00 ",,,,,,,,,,,,
Adult & Culture,Invoice,Supplies & Services,23/05/2013,SERVICE BIRMINGHAM ITD,5880454,Revenue,1EA15,Newcastle City Learning      M,"18,259.00 ",,,,,,,,,,,,
Adult & Culture,Adult Serv Occ Therapy     ,Supplies & Services,09/05/2013,SERVICE DIRECT,5875494,Revenue,1MG70,Equip & Adapt Eldery         M,"1,475.28 ",,,,,,,,,,,,
Adult & Culture,Adult Serv Occ Therapy     ,Supplies & Services,09/05/2013,SERVICE DIRECT,5875495,Revenue,1MG70,Equip & Adapt Eldery         M,"10,414.88 ",,,,,,,,,,,,
Adult & Culture,Invoice,Supplies & Services,24/05/2013,SERVICE DIRECT,5891508,Revenue,1MG70,Equip & Adapt Eldery         M,"2,252.12 ",,,,,,,,,,,,
HRA,HRA Mech & Elec            ,Supplies & Services,28/05/2013,SERVICE DIRECT,5893004,Revenue,1HBSP,Planned Service&Plant Maint  H,"6,708.88 ",,,,,,,,,,,,
HRA,HRA Mech & Elec            ,Supplies & Services,24/05/2013,SERVICE DIRECT,5892028,Revenue,1HBSP,Planned Service&Plant Maint  H,723.98 ,,,,,,,,,,,,
Environment & Regeneration,CD - Regional & European Prog    ,Third Party Payments,17/05/2013,SES CIC,5868049,Revenue,1DD9F,Ncle Enteprs Packg Deliv ActvK,"4,665.01 ",,,,,,,,,,,,
Environment & Regeneration,CD - Regional & European Prog    ,Third Party Payments,29/05/2013,SES CIC,5894029,Revenue,1DD9F,Ncle Enteprs Packg Deliv ActvK,"3,830.81 ",,,,,,,,,,,,
Environment & Regeneration,CD - Regional & European Prog    ,Third Party Payments,31/05/2013,SES CIC,5895593,Revenue,1DD9F,Ncle Enteprs Packg Deliv ActvK,"4,700.00 ",,,,,,,,,,,,
Childrens Services,Invoice,Third Party Payments,08/05/2013,SEXUAL BEHAVIOUR UNIT,5875211,Revenue,1MB09,Assessment (Children)        E,"2,750.00 ",,,,,,,,,,,,
Environment & Regeneration,Invoice,Supplies & Services,29/05/2013,SGS YARSLEY INTERNATIONAL SERVICES LTD.,5893977,Revenue,1KS18,R&P Quality Team             K,"3,920.00 ",,,,,,,,,,,,
Adult & Culture,Social Services                        ,Supplies & Services,02/05/2013,SHEILA SPENCER,5871615,Revenue,1VH26,Housing Services             M,"17,500.00 ",,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,17/05/2013,SHERRIFF AMENITY LTD,5872453,Revenue,1KEAT,Grounds Overhead             K,326.08 ,,,,,,,,,,,,
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,07/05/2013,SHINE ONCARE LTD,5873814,Revenue,1MK50,Ind Supported Living LD      M,"10,280.00 ",,,,,,,,,,,,
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,13/05/2013,SHINE ONCARE LTD,5877639,Revenue,1MK50,Ind Supported Living LD      M,"10,280.00 ",,,,,,,,,,,,
Adult & Culture,Schools Payment Agency                 ,Third Party Payments,14/05/2013,SHINE ONCARE LTD,5877052,Revenue,1MK50,Ind Supported Living LD      M,"2,252.00 ",,,,,,,,,,,,
Chief Executives,CD - Electoral Reg               ,Premises,29/05/2013,SIBCAS LTD,5892505,Revenue,1FK03,Municipal Elections          F,"3,501.00 ",,,,,,,,,,,,
Environment & Regeneration,Invoice,Transport,21/05/2013,SIBCAS LTD,5884717,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,621.83 ,,,,,,,,,,,,
Adult & Culture,Invoice,Supplies & Services,10/05/2013,SIEMENS FINANCIAL SERVICES LTD,5877095,Revenue,1EA15,Newcastle City Learning      M,519.16 ,,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,14/05/2013,SIEMENS FINANCIAL SERVICES LTD,5879099,Revenue,1KKY2,Allendale Accomodation       K,"2,022.56 ",,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,14/05/2013,SIEMENS FINANCIAL SERVICES LTD,5879147,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,363.81 ,,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,13/05/2013,SIEMENS FINANCIAL SERVICES LTD,5878384,Revenue,1KEWL,Leazes Lane Depot            K,363.81 ,,,,,,,,,,,,
Environment & Regeneration,Invoice,Supplies & Services,15/05/2013,SIEMENS TRAFFIC CONTROLS,5880463,Revenue,1V092,UTMC                         K,910.00 ,,,,,,,,,,,,
Environment & Regeneration,Newcastle Warm Zone                    ,Capital Expenditure,01/05/2013,SIG ENERGY MANAGEMENT,5870844,Capital,2DP02,Devt Capital CC              K,"9,676.40 ",,,,,,,,,,,,
Adult & Culture,Adult Serv-Arts & Cul      ,Supplies & Services,07/05/2013,SIGNMASTER ED LTD,5864125,Revenue,1DF05,Outer West Arts Officer      M,"1,073.53 ",,,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,20/05/2013,SIGNPOST SOLUTIONS,5879968,Revenue,1KEMV,Blacksmiths Overheads        K,545.06 ,,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,28/05/2013,SIGNPOST SOLUTIONS,5890986,Revenue,3KIMF,Highways Stock Account       K,"4,262.40 ",,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,16/05/2013,SIGNPOST SOLUTIONS,5881660,Revenue,3KIMF,Highways Stock Account       K,"1,398.00 ",,,,,,,,,,,,
Chief Executives,CD - Finance & Resources NOR           ,Supplies & Services,28/05/2013,SINTONS OFFICE ACCOUNT,5892782,Revenue,3RM18,INSURANCE CONTROL SUSP-FINANCF,"4,127.52 ",,,,,,,,,,,,
Environment & Regeneration,CD - Regional & European Prog    ,Capital Expenditure,16/05/2013,SIR ROBERT MCALPINE & SONS  LTD,5881039,Capital,2N401,Capital General              K,"9,226.28 ",,,,,,,,,,,,
Environment & Regeneration,CD - Regional & European Prog    ,Capital Expenditure,16/05/2013,SIR ROBERT MCALPINE & SONS  LTD,5881040,Capital,2N401,Capital General              K,"1,712.84 ",,,,,,,,,,,,
Environment & Regeneration,CD - Regional & European Prog    ,Capital Expenditure,16/05/2013,SIR ROBERT MCALPINE & SONS  LTD,5881041,Capital,2N401,Capital General              K,"2,637.37 ",,,,,,,,,,,,
Environment & Regeneration,CD - Regional & European Prog    ,Capital Expenditure,16/05/2013,SIR ROBERT MCALPINE & SONS  LTD,5881042,Capital,2N401,Capital General              K,"96,686.62 ",,,,,,,,,,,,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,31/05/2013,SITESCAN SURVEYS LTD,5893198,Revenue,1KVWC,Minor Works Contracts        K,775.00 ,,,,,,,,,,,,
Environment & Regeneration,Cityworks City Hall         ,Supplies & Services,13/05/2013,SJM CONCERTS,5878369,Revenue,3KLCH,City Hall Holding Account    K,"38,319.41 ",,,,,,,,,,,,
Environment & Regeneration,Cityworks  Eldon           ,Supplies & Services,13/05/2013,SKY,5878388,Revenue,1KL2B,Eldon Leisure                K,324.00 ,,,,,,,,,,,,
Childrens Services,Social Services                        ,Supplies & Services,08/05/2013,SLATYFORD LANE FAMILY GROUP HOME,5875252,Revenue,1MC05,Slatyford Lane Childrens UnitE,229.64 ,,,,,,,,,,,,
Childrens Services,Social Services                        ,Supplies & Services,09/05/2013,SLATYFORD LANE FAMILY GROUP HOME,5876231,Revenue,1MC05,Slatyford Lane Childrens UnitE,249.21 ,,,,,,,,,,,,
Childrens Services,Social Services                        ,Supplies & Services,23/05/2013,SLATYFORD LANE FAMILY GROUP HOME,5878819,Revenue,1MC05,Slatyford Lane Childrens UnitE,249.21 ,,,,,,,,,,,,
Childrens Services,Social Services                        ,Supplies & Services,13/05/2013,SLATYFORD LANE FAMILY GROUP HOME,5878027,Revenue,1MC05,Slatyford Lane Childrens UnitE,183.97 ,,,,,,,,,,,,
Childrens Services,Social Services                        ,Transfer Payments,08/05/2013,SLATYFORD LANE FAMILY GROUP HOME,5875252,Revenue,1MC05,Slatyford Lane Childrens UnitE,24.00 ,,,,,,,,,,,,
Childrens Services,Social Services                        ,Transfer Payments,09/05/2013,SLATYFORD LANE FAMILY GROUP HOME,5876231,Revenue,1MC05,Slatyford Lane Childrens UnitE,31.00 ,,,,,,,,,,,,
Childrens Services,Social Services                        ,Transfer Payments,23/05/2013,SLATYFORD LANE FAMILY GROUP HOME,5878819,Revenue,1MC05,Slatyford Lane Childrens UnitE,31.00 ,,,,,,,,,,,,
Childrens Services,Social Services                        ,Transfer Payments,13/05/2013,SLATYFORD LANE FAMILY GROUP HOME,5878027,Revenue,1MC05,Slatyford Lane Childrens UnitE,31.00 ,,,,,,,,,,,,
Childrens Services,Social Services                        ,Transport,08/05/2013,SLATYFORD LANE FAMILY GROUP HOME,5875252,Revenue,1MC05,Slatyford Lane Childrens UnitE,76.20 ,,,,,,,,,,,,
Childrens Services,Social Services                        ,Transport,09/05/2013,SLATYFORD LANE FAMILY GROUP HOME,5876231,Revenue,1MC05,Slatyford Lane Childrens UnitE,65.85 ,,,,,,,,,,,,
Childrens Services,Social Services                        ,Transport,23/05/2013,SLATYFORD LANE FAMILY GROUP HOME,5878819,Revenue,1MC05,Slatyford Lane Childrens UnitE,65.85 ,,,,,,,,,,,,
Childrens Services,Social Services                        ,Transport,13/05/2013,SLATYFORD LANE FAMILY GROUP HOME,5878027,Revenue,1MC05,Slatyford Lane Childrens UnitE,149.89 ,,,,,,,,,,,,
Chief Executives,CD - Finance & Resources NOR           ,Supplies & Services,29/05/2013,SLEE BLACKWELL SOLICITORS,5894145,Revenue,3RM18,INSURANCE CONTROL SUSP-FINANCF,"10,475.00 ",,,,,,,,,,,,
Chief Executives,Exchequer Accounts Payable             ,Supplies & Services,28/05/2013,SMILES ENGINEERING (NORTH EAST)LTD,5892864,Revenue,1CG40,Accounts Payable Interim     F,"1,912.19 ",,,,,,,,,,,,
Chief Executives,NS: Asset Man              ,Premises,17/05/2013,SMT ELECTRICAL CONTRACTORS,5882865,Revenue,1DV06,Great North Road.            F,556.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,16/05/2013,SOCIETY OF ST VINCENT DE PAUL,5882186,Revenue,1MX51,SP Block Subsidy             M,417.60 ,,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,16/05/2013,SOCIETY OF ST VINCENT DE PAUL,5882186,Revenue,1MX50,SP Block Gross               M,"7,314.44 ",,,,,,,,,,,,
City Services,CD - ICT Services (Sch & Child)  ,Supplies & Services,20/05/2013,SOFTWARE BOX LTD,5884601,Revenue,1CL20,ICT SERV-CHILDS ADULTS &LIBS C,513.42 ,,,,,,,,,,,,
City Services,CD - ICT Services (Sch & Child)  ,Supplies & Services,09/05/2013,SOFTWARE BOX LTD,5836026,Revenue,1CL20,ICT SERV-CHILDS ADULTS &LIBS C,354.97 ,,,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Transfer Payments,24/05/2013,SOUTH TYNESIDE TAXIS AGENCY LTD,5873263,Revenue,1E+212,Transport Special            E,600.00 ,,,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Transport,20/05/2013,SOUTH TYNESIDE TAXIS AGENCY LTD,5885393,Revenue,1MC20,In-House Foster Carer Costs  E,990.00 ,,,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Transport,03/05/2013,SOUTH TYNESIDE TAXIS AGENCY LTD,5872596,Revenue,1MC20,In-House Foster Carer Costs  E,"1,254.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,SOUTHERN CROSS HEALTHCARE GROUP LTD,5887115,Revenue,1MG10,Ind Nursing Care Elderly     M,"-3,036.93 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOUTHERN CROSS HEALTHCARE GROUP LTD,5887115,Revenue,1MG10,Ind Nursing Care Elderly     M,"9,011.10 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOUTHERN CROSS HEALTHCARE GROUP LTD,5887115,Revenue,3WH71,Free Nursing Care Self FunderM,376.42 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOUTHERN CROSS HEALTHCARE GROUP LTD,5887115,Revenue,3WH77,Free Nursing Care Com Care   M,67.10 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOUTHERN CROSS HEALTHCARE GROUP LTD,5887115,Revenue,3WH78,Fre Nursing Care Out Of Area M,"2,291.42 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,SOUTHERN CROSS HEALTHCARE GROUP PLC,5887127,Revenue,1MG20,Ind Res Care Elderly         M,"-1,008.69 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOUTHERN CROSS HEALTHCARE GROUP PLC,5887127,Revenue,1MG20,Ind Res Care Elderly         M,"3,687.92 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOUTHERN CROSS HEALTHCARE GROUP PLC,5887127,Revenue,1MH20,Ind Res Care PD              M,"1,822.88 ",,,,,,,,,,,,
Childrens Services,EDUCATION                              ,Supplies & Services,16/05/2013,SOUTHERN ELECTRIC,5881521,Revenue,1MN20,Asy Seekers Families         E,343.16 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,SOUTHWELL COURT CARE HOME,5873966,Revenue,1MG20,Ind Res Care Elderly         M,"-1,307.56 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,SOUTHWELL COURT CARE HOME,5873966,Revenue,1MG20,Ind Res Care Elderly         M,"1,856.00 ",,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/05/2013,SOVEREIGN CHEMICAL INDUSTRIES LTD,5868328,Revenue,3KIMD,Other Stores Stock Account   K,280.00 ,,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/05/2013,SOVEREIGN CHEMICAL INDUSTRIES LTD,5870920,Revenue,3KIMD,Other Stores Stock Account   K,560.00 ,,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,22/05/2013,SOVEREIGN CHEMICAL INDUSTRIES LTD,5889542,Revenue,3KIMD,Other Stores Stock Account   K,560.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,SOVEREIGN COURT,5887143,Revenue,1MH10,Ind Nursing Care PD          M,-349.40 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,SOVEREIGN COURT,5887143,Revenue,1MH20,Ind Res Care PD              M,-923.30 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,SOVEREIGN COURT,5887143,Revenue,1MM20,Ind Res Care MH              M,-470.20 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOVEREIGN COURT,5887143,Revenue,1MG20,Ind Res Care Elderly         M,"1,881.80 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOVEREIGN COURT,5887143,Revenue,1MH10,Ind Nursing Care PD          M,"3,340.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOVEREIGN COURT,5887143,Revenue,1MH20,Ind Res Care PD              M,"17,298.96 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOVEREIGN COURT,5887143,Revenue,1MM20,Ind Res Care MH              M,"5,100.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOVEREIGN COURT,5887143,Revenue,3WH93,Continuing Care              M,"2,272.76 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,SOVEREIGN LODGE CARE HOME,5887111,Revenue,1MG20,Ind Res Care Elderly         M,"-10,564.92 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,SOVEREIGN LODGE CARE HOME,5887112,Revenue,1MG20,Ind Res Care Elderly         M,-518.50 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOVEREIGN LODGE CARE HOME,5887111,Revenue,1MG20,Ind Res Care Elderly         M,"35,621.14 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,SOVEREIGN LODGE CARE HOME,5887112,Revenue,1MG20,Ind Res Care Elderly         M,"2,015.00 ",,,,,,,,,,,,
Adult & Culture,Social Services                        ,Supplies & Services,28/05/2013,SPECIALISED MAINTENANCE SYSTEMS LTD,5880075,Revenue,1MR58,Transport Function           M,280.94 ,,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Transport,03/05/2013,SPEEDY ASSET SERVICES,5870903,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,392.00 ,,,,,,,,,,,,
Chief Executives,CD - Finance & Resources NOR           ,Supplies & Services,22/05/2013,SPIRE WASHINGTON HOSPITAL,5889589,Revenue,3RM18,INSURANCE CONTROL SUSP-FINANCF,"1,124.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,SPRINGFIELD HOUSE,5873981,Revenue,1MG20,Ind Res Care Elderly         M,-486.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,SPRINGFIELD HOUSE,5873981,Revenue,1MG20,Ind Res Care Elderly         M,"1,744.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,SPRINGFIELD HOUSE CARE HOME,5873989,Revenue,1MG20,Ind Res Care Elderly         M,"1,528.00 ",,,,,,,,,,,,
Chief Executives,CD - Finance & Resources NOR           ,Supplies & Services,21/05/2013,SPRINGFIELD MOTORS,5886119,Revenue,3RM18,INSURANCE CONTROL SUSP-FINANCF,661.50 ,,,,,,,,,,,,
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,14/05/2013,SSE CONTRACTING LIMITED,5865697,Capital,2DP02,Devt Capital CC              K,"9,989.12 ",,,,,,,,,,,,
Environment & Regeneration,NS: Street Lighting PFI    ,Third Party Payments,24/05/2013,SSE CONTRACTING LIMITED,5879264,Revenue,1KE92,Christmas Lights             K,"14,105.70 ",,,,,,,,,,,,
Environment & Regeneration,Invoice,Capital Expenditure,14/05/2013,SSE CONTRACTING LIMITED,5861926,Capital,2DP02,Devt Capital CC              K,"8,504.33 ",,,,,,,,,,,,
Environment & Regeneration,Invoice,Premises,03/05/2013,SSE CONTRACTING LIMITED,5872303,Revenue,1KE09,City Bridge                  K,"4,860.71 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,ST AIDENS COTTAGE,5873929,Revenue,1MM20,Ind Res Care MH              M,-311.40 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,ST AIDENS COTTAGE,5873929,Revenue,1MM20,Ind Res Care MH              M,"2,920.00 ",,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,23/05/2013,ST ANDREWS NEWSAGENCY,5882738,Revenue,1EJ13,Stock Services               M,468.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,16/05/2013,ST ANNES COMMUNITY SERVICES,5882196,Revenue,1MX51,SP Block Subsidy             M,"1,252.28 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ST ANNES COMMUNITY SERVICES,5878896,Revenue,1MK55,Dom Care Family/Carer LD     M,113.31 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ST ANNES COMMUNITY SERVICES,5878896,Revenue,1MM51,Ind Home-Per Care MH         M,339.93 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,ST ANNES RESIDENTIAL HOME,5873895,Revenue,1MG20,Ind Res Care Elderly         M,-486.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,ST ANNES RESIDENTIAL HOME,5873895,Revenue,1MG20,Ind Res Care Elderly         M,"1,787.08 ",,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,28/05/2013,ST ANTHONYS OF PADUA CARE SERVICES,5892589,Revenue,1MH60,Ind Day Care PD              M,860.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,08/05/2013,ST ANTHONYS OF PADUA CARE SERVICES,5875232,Revenue,1MG60,IND Day Care Elderly         M,"10,991.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ST ANTHONYS OF PADUA CARE SERVICES,5878917,Revenue,1MG51,Ind Home Per Care Elderly    M,"68,111.12 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ST ANTHONYS OF PADUA CARE SERVICES,5878917,Revenue,1MG52,Ind Home Dom Supp Elderly    M,174.42 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ST ANTHONYS OF PADUA CARE SERVICES,5878917,Revenue,1MH51,Ind Home Per Care PD         M,"7,342.68 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ST ANTHONYS OF PADUA CARE SERVICES,5878917,Revenue,1MH52,Ind Home Dom Supp PD         M,145.35 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ST ANTHONYS OF PADUA CARE SERVICES,5878917,Revenue,1MK51,Ind Home-Per Care LD         M,"4,675.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ST ANTHONYS OF PADUA CARE SERVICES,5878917,Revenue,1MM51,Ind Home-Per Care MH         M,"6,110.21 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ST ANTHONYS OF PADUA CARE SERVICES,5878917,Revenue,1MM52,Ind Home-Dom Supp MH         M,116.28 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ST ANTHONYS OF PADUA CARE SERVICES,5878917,Revenue,3WH96,Continuing Care-Dom Payments M,935.52 ,,,,,,,,,,,,
Adult & Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,30/05/2013,ST ANTHONYS OF PADUA CARE SERVICES,5892648,Revenue,1EA65,Skills For Jobs Project      M,312.65 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,ST CATHERINES,5887104,Revenue,1MG10,Ind Nursing Care Elderly     M,"-2,112.76 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,ST CATHERINES,5887104,Revenue,1MG20,Ind Res Care Elderly         M,"-3,462.12 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ST CATHERINES,5887104,Revenue,1MG10,Ind Nursing Care Elderly     M,"7,280.00 ",,,,,,,,,,,,
