Department,Entitly, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction number, Amount, Invoice Description
DFID ,DFID,17/03/2015,Hostile Environment Training ,East and Central Africa ,Pilgrims Group ,101633-101 ,£640.60,
DFID ,DFID,05/03/2015,Hostile Environment Training ,East and Central Africa ,Pilgrims Group ,101633-101 ,£640.60,
DFID ,DFID,06/03/2015,Hostile Environment Training ,East and Central Africa ,Pilgrims Group ,101633-101 ,£640.60,
DFID ,DFID,31/03/2015,Hostile Environment Training ,West and Southern Africa ,Pilgrims Group ,101637-102 ,"£69,099.10",Hostile environmental training course for  security awareness in fragile environments for the period 23-25 February  2015 
DFID ,DFID,18/03/2015,Hostile Environment Training ,East and Central Africa ,Pilgrims Group ,101612-101 ,"£1,918.62",
DFID ,DFID,18/03/2015,Hostile Environment Training ,East and Central Africa ,Pilgrims Group ,101612-101 ,£540.00,
DFID ,DFID,30/03/2015,Hostile Environment Training ,West and Southern Africa ,Pilgrims Group ,101610-101 ,"£1,281.20",
DFID ,DFID,02/03/2015,Hostile Environment Training ,Western Asia Division ,Pilgrims Group ,101624-101 ,£959.31,
DFID ,DFID,16/03/2015,Hostile Environment Training ,Western Asia Division ,Pilgrims Group ,101624-101 ,£640.60,
DFID ,DFID,24/03/2015,Hostile Environment Training ,West and Southern Africa ,Pilgrims Group ,101622-106 ,£640.60,
DFID ,DFID,17/03/2015,Hostile Environment Training ,Top Management Group ,Pilgrims Group ,100232-105 ,£959.31,
DFID ,DFID,19/03/2015,Hostile Environment Training ,Top Management Group ,Pilgrims Group ,100232-105 ,£640.60,
DFID ,DFID,18/03/2015,Hostile Environment Training ,Communications Division ,Pilgrims Group ,100197-101 ,£959.31,
DFID ,DFID,24/03/2015,Hostile Environment Training ,Communications Division ,Pilgrims Group ,100197-101 ,£959.31,
DFID ,DFID,17/03/2015,Hostile Environment Training ,Communications Division ,Pilgrims Group ,100197-101 ,£959.31,
DFID ,DFID,24/03/2015,Hostile Environment Training ,Communications Division ,Pilgrims Group ,100197-101 ,£640.60,
DFID ,DFID,18/03/2015,Hostile Environment Training ,Research and Evidence Division ,Pilgrims Group ,100039-114 ,£640.60,
DFID ,DFID,02/03/2015,Hostile Environment Training ,Finance and Corporate Performance Division ,Pilgrims Group ,202836-101 ,£640.60,
DFID ,DFID,20/03/2015,Hostile Environment Training ,East and Central Africa ,Pilgrims Group ,202594-101 ,£640.60,
DFID ,DFID,17/03/2015,Hostile Environment Training ,Research and Evidence Division ,Pilgrims Group ,203874-101 ,£640.60,
DFID ,DFID,05/03/2015,Aid Programme - Accountable Grant Payments ,Regional Directorate ,Supplier Name withheld ,204890-112 ,"£30,709.59",
DFID ,DFID,13/03/2015,Aid Programme - Accountable Grant Payments ,Regional Directorate ,Supplier Name withheld ,204890-114 ,"£372,401.91",
DFID ,DFID,02/03/2015,Hotels - Accommodation only ,East and Central Africa ,Supplier Name withheld ,202844-101 ,£820.89,
DFID ,DFID,02/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101620-101 ,"£1,752.02",
DFID ,DFID,17/03/2015,Legal costs ,East and Central Africa ,CRB AFRICA LEGAL ,101634-101 ,£804.59,
DFID ,DFID,11/03/2015,Aid Programme - Accountable Grant Payments ,Western Asia Division ,Supplier Name withheld ,200898-117 ,"£230,308.16",
DFID ,DFID,31/03/2015,Aid Programme - Accountable Grant Payments ,Policy Division ,Rights and Resources Institute ,201724-117 ,"£154,388.20",
DFID ,DFID,02/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,TechnoServe  Incorporated ,202351-104 ,"£128,732.00",
DFID ,DFID,19/03/2015,Aid Programme - Accountable Grant Payments ,East and Central Africa ,TechnoServe  Incorporated ,202844-104 ,"£212,046.00",
DFID ,DFID,27/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,TechnoServe  Incorporated ,204112-101 ,"£255,726.14",
DFID ,DFID,10/03/2015,Aid Programme - Accountable Grant Payments ,Western Asia Division ,Center for Economic Research in Pakistan (CERP) ,113484-109 ,"£209,783.00",
DFID ,DFID,02/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,CRISIL Risk Infrastructure Solutions Limited ,202867-103 ,"£7,796.16",
DFID ,DFID,09/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£4,411.99",
DFID ,DFID,09/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£4,838.93",
DFID ,DFID,23/03/2015,Furniture & Fittings ,West and Southern Africa ,Mr Eze Samson ,101622-105 ,£577.15,
DFID ,DFID,23/03/2015,Furniture & Fittings ,West and Southern Africa ,Mr Eze Samson ,101622-105 ,"£1,685.41",
DFID ,DFID,17/03/2015,Generators & spares ,East and Central Africa ,Depatech Limited ,101634-101 ,"£1,034.68",
DFID ,DFID,17/03/2015,Generators & spares ,East and Central Africa ,Depatech Limited ,100230-101 ,"£1,507.58",
DFID ,DFID,03/03/2015,Oil - Other Utilities ,East and Central Africa ,Dovetail Construction Ltd ,101634-101 ,£602.72,
DFID ,DFID,03/03/2015,Legal costs ,Asia  Caribbean and Overseas Territories ,Amarchand & Mangaldas & Suresh A Shroff & Co. ,202869-101 ,"£9,953.63",
DFID ,DFID,06/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Millennium Promise Alliance ,202483-102 ,"£163,659.00",
DFID ,DFID,13/03/2015,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,SG ELECTRICAL SOLUTIONS ,101605-101 ,"£7,250.00",
DFID ,DFID,25/03/2015,Aid Programme - Core contributions ,Research and Evidence Division ,US Agency for Int'l Dev ,204423-101 ,"£530,000.00",
DFID ,DFID,10/03/2015,Aid Programme - Core contributions ,West and Southern Africa ,US Agency for Int'l Dev ,204910-101 ,"£500,000.00",
DFID ,DFID,03/03/2015,Air fares ,West and Southern Africa ,Supplier Name withheld ,101631-101 ,£587.24,
DFID ,DFID,03/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101631-101 ,£577.80,
DFID ,DFID,17/03/2015,Training - Course Fees ,Group Operations ,Mabbett & Associates Ltd ,100106-101 ,£695.00,
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Cherryhill Interiors Limited ,100114-104 ,"£5,823.72",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Cherryhill Interiors Limited ,100114-104 ,"£2,949.60",
DFID ,DFID,13/03/2015,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,Revenue Watch Institute ,203601-111 ,"£58,393.29",
DFID ,DFID,17/03/2015,Training - Course Fees ,Asia  Caribbean and Overseas Territories ,New Horizons (Dhanmondi) ,100025-105 ,£822.79,
DFID ,DFID,19/03/2015,Training - Course Fees ,Asia  Caribbean and Overseas Territories ,New Horizons (Dhanmondi) ,100025-105 ,"£1,723.23",
DFID ,DFID,10/03/2015,Printer Consumables ,Western Asia Division ,Supplier Name withheld ,100011-110 ,£707.42,
DFID ,DFID,10/03/2015,Printer Consumables ,Western Asia Division ,Supplier Name withheld ,101601-110 ,"£2,122.27",
DFID ,DFID,31/03/2015,Furniture & Fittings ,East and Central Africa ,Deluxe Furniture Pvt. Ltd.Co. ,202913-101 ,"£1,560.85",
DFID ,DFID,05/03/2015,Air fares ,West and Southern Africa ,Harvey World Travel Centurion ,101631-101 ,"£4,070.71",
DFID ,DFID,19/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Harvey World Travel Centurion ,101631-101 ,£881.50,
DFID ,DFID,31/03/2015,Aid Programme - Accountable Grant Payments ,Communications Division ,AAUK ,202197-101 ,"£159,955.00",
DFID ,DFID,31/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,MB Consulting ,104038-101 ,"£2,036.75",
DFID ,DFID,31/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,MB Consulting ,202742-101 ,"£20,375.90",
DFID ,DFID,23/03/2015,Training Providers/Facilitation Services ,Business Solutions Division Level ,Emergn ,200001-101 ,"£10,080.00",
DFID ,DFID,27/03/2015,Training Providers/Facilitation Services ,Business Solutions Division Level ,Emergn ,200001-101 ,"£1,415.61",
DFID ,DFID,04/03/2015,Training Providers/Facilitation Services ,Business Solutions Division Level ,Emergn ,200001-101 ,£867.64,
DFID ,DFID,11/03/2015,Training Providers/Facilitation Services ,Business Solutions Division Level ,Emergn ,200001-101 ,"£5,377.50",
DFID ,DFID,26/03/2015,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Conflict Division ,Supplier name witheld,204537-101 ,"£690,273.12",
DFID ,DFID,30/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Sub Saharan Africa Research and Training Center P.L.C ,202913-101 ,"£15,495.69",
DFID ,DFID,25/03/2015,Cleaning Costs ,East and Central Africa ,Ikondera Company Ltd ,100212-101 ,£650.12,
DFID ,DFID,19/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Intellectual Capital Advisory Services Private Limited ,202927-104 ,"£11,179.11",
DFID ,DFID,19/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Intellectual Capital Advisory Services Private Limited ,202927-104 ,"£55,682.43",
DFID ,DFID,02/03/2015,Postage Costs ,Group Operations ,Royal Mail Courier Services Ltd ,201157-101 ,£750.00,
DFID ,DFID,27/03/2015,Postage Costs ,Group Operations ,Royal Mail Courier Services Ltd ,201157-101 ,£750.00,
DFID ,DFID,24/03/2015,Water charges ,East and Central Africa ,JIT Beverages ,202594-101 ,£557.58,
DFID ,DFID,17/03/2015,Telephone Usage & services ,East and Central Africa ,Network of the World Ltd ,202594-101 ,£575.82,
DFID ,DFID,17/03/2015,Telephone Usage & services ,East and Central Africa ,Network of the World Ltd ,202586-101 ,£575.82,
DFID ,DFID,24/03/2015,Legal costs ,Policy Division ,Marriott Davies Yapp LLP ,202604-101 ,"£1,546.39",
DFID ,DFID,24/03/2015,Legal costs ,Policy Division ,Marriott Davies Yapp LLP ,202604-101 ,"£48,131.40",
DFID ,DFID,10/03/2015,Research & Development costs ,Research and Evidence Division ,Social Finance Limited ,203604-101 ,"£90,441.23",
DFID ,DFID,18/03/2015,Furniture & Fittings ,West and Southern Africa ,Needles & Crafts ,101637-101 ,£901.34,
DFID ,DFID,17/03/2015,Vehicle Petrol & Oil ,East and Central Africa ,TAAM Petroleum(SSP) ,202594-101 ,"£1,547.79",
DFID ,DFID,24/03/2015,Vehicle Petrol & Oil ,East and Central Africa ,TAAM Petroleum(SSP) ,202594-101 ,"£1,957.77",
DFID ,DFID,13/03/2015,Oil - Other Utilities ,East and Central Africa ,TAAM Petroleum Ltd(US$) ,202594-101 ,"£35,353.89",Purchase of oil and fuel supplies for all HMG properties in South Sudan for January 2015
DFID ,DFID,10/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Embassy of Denmark Hanoi ,202951-101 ,"£118,068.90",
DFID ,DFID,10/03/2015,Aid Programme - Other Financial Aid to Government ,Middle East  Humanitarian & Conflict Division ,The Palestinian National Authority Ministry of Finance Palestinian Governance Facility ,202241-102 ,"£84,376.00",
DFID ,DFID,04/03/2015,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Conflict Division ,Namati ,202186-102 ,"£171,441.71",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Otive Igbuzor ,204438-101 ,"£4,613.38",
DFID ,DFID,24/03/2015,Aid Programme - Other Financial Aid to Government ,East and Central Africa ,Rwanda Education Board ,202382-101 ,"£158,000.00",
DFID ,DFID,24/03/2015,Contract & Agency Staff ,East and Central Africa ,aikan Uganda Limited ,101635-101 ,£685.57,
DFID ,DFID,31/03/2015,Recruitment costs ,East and Central Africa ,aikan Uganda Limited ,101635-101 ,"£1,676.85",
DFID ,DFID,31/03/2015,Contract & Agency Staff ,East and Central Africa ,aikan Uganda Limited ,100234-101 ,£679.81,
DFID ,DFID,31/03/2015,Aid Programme - Other Financial Aid to Government ,East and Central Africa ,SEBDM 2 Uganda Bureau of Statistics ,200795-104 ,"£554,555.58",
DFID ,DFID,30/03/2015,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,British Council Division. ,201388-106 ,"£141,262.32",
DFID ,DFID,31/03/2015,Vehicle Repairs & Maintenance ,West and Southern Africa ,Aniagboso Chukwuma Nig. Enter. ,101622-105 ,"£1,214.72",
DFID ,DFID,13/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Bridge International Academies ,202678-104 ,"£93,465.00",
DFID ,DFID,13/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Bridge International Academies ,202678-104 ,"£19,938.00",
DFID ,DFID,13/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Bridge International Academies ,202678-104 ,"£80,278.00",
DFID ,DFID,17/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,SHMPA ,202524-109 ,"£91,643.96",
DFID ,DFID,04/03/2015,Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,Bangladesh Bank for Promoting Financial Services Poverty Reduction ,107370-102 ,"£900,000.00",
DFID ,DFID,26/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,KRAN CONSULTING PVT. LTD. ,114506-101 ,"£2,382.45",
DFID ,DFID,17/03/2015,Vehicle Repairs & Maintenance ,East and Central Africa ,Mustafa Auto Garage ,204736-107 ,"£1,214.97",
DFID ,DFID,09/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£4,617.20",
DFID ,DFID,09/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£4,617.20",
DFID ,DFID,10/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£4,617.20",
DFID ,DFID,18/03/2015,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories , The Government of India ,203217-103 ,"£123,008.02",
DFID ,DFID,27/03/2015,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories , The Government of India ,203217-103 ,"£337,378.25",
DFID ,DFID,19/03/2015,Aid Programme - Other Financial Aid to Government ,East and Central Africa ,Public Financial Management Reform Rwanda ,204323-102 ,"£400,000.00",
DFID ,DFID,05/03/2015,other information and communication technologies ,Western Asia Division ,Supplier Name withheld ,101601-110 ,"£12,775.39",
DFID ,DFID,05/03/2015,other information and communication technologies ,Western Asia Division ,Supplier Name withheld ,100011-110 ,"£1,742.10",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Louis Berger Group  Inc. ,203426-102 ,"£179,790.00",
DFID ,DFID,09/03/2015,Repairs  Maint  Alter - Cleaning Costs ,East and Central Africa ,Dream Clean Limited ,101635-101 ,"£1,180.57",
DFID ,DFID,27/03/2015,Facilities Management payments ,East and Central Africa ,Dream Clean Limited ,101635-101 ,£650.43,
DFID ,DFID,26/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Musika Development Initiatives Ltd ,202999-102 ,"£444,955.00",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Bolaji Olagbaju ,204438-101 ,"£5,950.09",
DFID ,DFID,24/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Dr Moses Muwonge ,204005-103 ,"£2,410.84",
DFID ,DFID,27/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,John Connell ,202913-101 ,"£6,481.31",
DFID ,DFID,24/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Nepal Forum of Environmental Journalists (NEFEJ) ,201129-109 ,"£23,333.54",
DFID ,DFID,24/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Web Werks India Pvt. Ltd. ,114506-101 ,£823.27,
DFID ,DFID,26/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Web Werks India Pvt. Ltd. ,114506-101 ,£823.27,
DFID ,DFID,13/03/2015,Aid Programme - Accountable Grant Payments ,International Relations Division ,Faculdades CatÃ³licas ,204124-102 ,"£12,988.89",
DFID ,DFID,27/03/2015,Training Providers/Facilitation Services ,East and Central Africa ,International Committee of the Red Cross ,101630-101 ,£671.59,
DFID ,DFID,11/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Helena McLeod Limited ,202534-103 ,"£10,800.00",
DFID ,DFID,20/03/2015,Aid Programme - Poverty Reduction Budget Support ,East and Central Africa ,Ministry of Finance Tanzania  Poverty Reduction Budget Support ,203213-102 ,"£12,000,000.00",
DFID ,DFID,26/03/2015,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,UniversitÃ© Laval ,203049-101 ,"£704,806.37",
DFID ,DFID,02/03/2015,Research & Development costs ,Research and Evidence Division ,Partnership for African Social & Governance Research Inc. ,113957-101 ,"£694,932.00",
DFID ,DFID,17/03/2015,Aid Programme - Accountable Grant Payments ,Policy Division ,World Wide Web Foundation ,203318-101 ,"£112,135.41",
DFID ,DFID,18/03/2015,Aid Programme - Accountable Grant Payments ,East and Central Africa ,The BOMA Project ,202619-103 ,"£147,983.44",
DFID ,DFID,20/03/2015,other information and communication technologies ,West and Southern Africa ,AH Networks ,100145-101 ,£514.47,
DFID ,DFID,08/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202112-103 ,"£91,285.34",
DFID ,DFID,30/03/2015,Project delivery costs â€“ supplier services ,Policy Division ,SJ Berwin ,201733-114 ,"£15,023.31",
DFID ,DFID,30/03/2015,Project delivery costs â€“ supplier services ,Policy Division ,SJ Berwin ,201733-114 ,"£4,933.35",
DFID ,DFID,23/03/2015,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Africa Agricultural Development Company Ghana ,203679-101 ,"£355,024.00",
DFID ,DFID,17/03/2015,Aid Programme - Accountable Grant Payments ,Western Asia Division ,Supplier Name withheld ,203496-101 ,"£245,853.30",
DFID ,DFID,25/03/2015,FCO shared service charges ,West and Southern Africa ,Mercury Construction Management Company ,101618-101 ,£520.11,
DFID ,DFID,17/03/2015,Telephone Usage & services ,Business Solutions Division Level ,Level 3 ,200002-117 ,£516.00,
DFID ,DFID,18/03/2015,Oil - Other Utilities ,Western Asia Division ,Supplier Name withheld ,100011-110 ,"£1,808.42",
DFID ,DFID,18/03/2015,Oil - Other Utilities ,Western Asia Division ,Supplier Name withheld ,101601-110 ,"£18,686.91",
DFID ,DFID,19/03/2015,Other passenger transport ,East and Central Africa ,Ethio National Tour and Travel Operator PLC ,200762-103 ,£601.71,
DFID ,DFID,19/03/2015,Other passenger transport ,East and Central Africa ,Ethio National Tour and Travel Operator PLC ,200762-103 ,£627.08,
DFID ,DFID,23/03/2015,Aid Programme - Voluntary contributions ,Policy Division ,Aids Fonds - STOP AIDS NOW! - Soa Aids Nederland ,203325-101 ,"£442,045.00",
DFID ,DFID,24/03/2015,Project delivery costs â€“ supplier services ,Business Solutions Division Level ,GoPro Ltd ,200005-128 ,"£27,990.00",
DFID ,DFID,24/03/2015,Project delivery costs â€“ supplier services ,Business Solutions Division Level ,GoPro Ltd ,200005-128 ,"£2,940.00",
DFID ,DFID,09/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£6,551.29",
DFID ,DFID,31/03/2015,Aid Programme - Other Financial Aid to Government ,Western Asia Division ,Maternal Newborn and Child Health Programme  Pakistan ,202488-102 ,"£1,875,000.00",
DFID ,DFID,17/03/2015,Aid Programme - Other Financial Aid to Government ,Western Asia Division ,Maternal Newborn and Child Health Programme  Pakistan ,202488-102 ,"£13,960,000.00",
DFID ,DFID,17/03/2015,Aid Programme - Other Financial Aid to Government ,Western Asia Division ,Maternal Newborn and Child Health Programme  Pakistan ,202488-103 ,"£3,600,000.00",
DFID ,DFID,10/03/2015,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,Institute for Human Rights and Business ,203601-107 ,"£128,000.00",
DFID ,DFID,03/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Marantha Limited ,204290-105 ,"£8,322.59",
DFID ,DFID,31/03/2015,Research & Development costs ,Research and Evidence Division ,African Institute for Development Policy (AFIDEP) ,203778-108 ,"£249,389.40",
DFID ,DFID,11/03/2015,Facilities Management payments ,East and Central Africa ,Kato Contractors Ltd ,101635-101 ,£514.47,
DFID ,DFID,11/03/2015,Facilities Management payments ,East and Central Africa ,Kato Contractors Ltd ,101635-101 ,£880.57,
DFID ,DFID,24/03/2015,Facilities Management payments ,East and Central Africa ,Kato Contractors Ltd ,101635-101 ,"£1,909.74",
DFID ,DFID,11/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,College of Policing Ltd ,203174-103 ,"£19,492.88",
DFID ,DFID,24/03/2015,Aid Programme - Other Financial Aid to Government ,East and Central Africa ,MINISTRY OF HEALTH  RWANDA ,203639-101 ,"£375,000.00",
DFID ,DFID,12/03/2015,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Conflict Division ,South African Medical Research Council ,203709-101 ,"£86,625.00",
DFID ,DFID,25/03/2015,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,National Crime Agency ,203478-107 ,"£100,909.21",
DFID ,DFID,04/03/2015,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,MDRI-CESD ,203601-109 ,"£6,271.33",
DFID ,DFID,31/03/2015,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,MDRI-CESD ,203996-106 ,"£28,498.23",
DFID ,DFID,11/03/2015,Research & Development costs ,Research and Evidence Division ,Oxford University ,201880-101 ,"£200,000.00",
DFID ,DFID,19/03/2015,Conferences  Seminars & Meeting/Event Resource ,Research and Evidence Division ,H&S MINICOACHES LTD ,202334-103 ,£700.00,
DFID ,DFID,12/03/2015,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,Ministry of Finance and Planning Jamaica  FID Task Force ,203478-102 ,"£113,000.00",
DFID ,DFID,10/03/2015,Aid Programme - Poverty Reduction Budget Support ,Western Asia Division ,Pakistan Khyber Pakhtunkhwa Education Sector Programme ,202328-101 ,"£8,580,000.00",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Aghaz Consulting ,203029-104 ,"£3,029.56",
DFID ,DFID,05/03/2015,Project delivery costs â€“ supplier services ,Research and Evidence Division ,KfW Bankengruppe ,204074-102 ,"£35,278.23",
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Business Solutions Division Level ,Info-Assure LTD ,200005-126 ,"£3,456.00",
DFID ,DFID,25/03/2015,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,101634-101 ,"£11,126.19",
DFID ,DFID,09/03/2015,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£2,262.43",
DFID ,DFID,10/03/2015,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Conflict Division ,Aktis Strategy Limited ,204397-102 ,"£37,499.84",
DFID ,DFID,25/03/2015,Aid Programme - Non Grant Financial contributions ,Asia  Caribbean and Overseas Territories ,SAMRIDHI FUND ,114293-104 ,"£2,162,047.63",
DFID ,DFID,24/03/2015,Project delivery costs â€“ supplier services ,East and Central Africa ,Oloya Aliker Tebere ,200250-106 ,"£1,253.13",
DFID ,DFID,18/03/2015,Carbon Offset travel contribution ,Group Operations ,Carbon Footprint Ltd ,203717-101 ,"£25,341.02",DFIDs contribution to offset our office carbon emissions for 2013 / 2014 
DFID ,DFID,24/03/2015,Legal costs ,West and Southern Africa ,Silva Garcia  Advogados e Consultores  Lda ,101620-101 ,"£1,227.72",
DFID ,DFID,11/03/2015,Aid Programme - Core contributions ,Policy Division ,Center on Budget and Policy Priorities ,203669-101 ,"£205,471.00",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£68,003.80",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£12,850.40",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£68,092.18",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£769.40,
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£68,658.86",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£769.40,
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£13,135.14",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£67,814.98",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£769.40,
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£68,011.46",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£749.21,
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£68,007.79",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£749.21,
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£749.21,
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£654.08,
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£68,238.58",
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£654.08,
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£7,874.00",
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£67,887.84",
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£814.04,
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£67,673.16",
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£769.40,
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£67,156.68",
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£749.21,
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£67,402.80",
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£978.00,
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,"£67,309.14",
DFID ,DFID,25/03/2015,Project delivery costs â€“ supplier services ,Regional Directorate ,Air Partner ,204876-101 ,£769.40,
