Department,Entity,Transaction Date, Supplier Name, Amount, Expense Type, Expense Area, Invoice Description, Component Code
DFID,DFID,20/09/2012,MTN Nigeria Communications Ltd ,£636,Telephone Usage & services ,West and Southern Africa ,,104200-103 
DFID,DFID,20/09/2012,MTN Nigeria Communications Ltd ,£636,Technical and Advisory Services ,West and Southern Africa ,,104190-101 
DFID,DFID,20/09/2012,MTN Nigeria Communications Ltd ,£636,Telephone Usage & services ,West and Southern Africa ,,201433-103 
DFID,DFID,20/09/2012,COMMUNICAID GRP LIMITED ,"£1,195",Training - Travel & Subsistence ,West and Southern Africa ,,101610-101 
DFID,DFID,20/09/2012,INSIGHTS LEARNING & DEVELOPMENT LTD ,"£1,926",Training - Course Fees ,West and Southern Africa ,,101637-101 
DFID,DFID,20/09/2012,Lexterra  Lda ,"£2,519",Technical and Advisory Services ,West and Southern Africa ,,103993-104 
DFID,DFID,20/09/2012,Lexterra  Lda ,"£2,519",Technical and Advisory Services ,West and Southern Africa ,,103993-104 
DFID,DFID,20/09/2012,INSIGHTS LEARNING & DEVELOPMENT LTD ,"£2,930",Training - Course Fees ,West and Southern Africa ,,100254-101 
DFID,DFID,20/09/2012,Lexterra  Lda ,"£4,249",Legal costs ,West and Southern Africa ,,103993-104 
DFID,DFID,20/09/2012,Lexterra  Lda ,"£4,249",Legal costs ,West and Southern Africa ,,103993-104 
DFID,DFID,20/09/2012,Virgin Atlantic ,"£4,388",Air fares ,West and Southern Africa ,,101631-101 
DFID,DFID,20/09/2012,Soul City - South Africa ,"£5,665",Technical and Advisory Services ,West and Southern Africa ,,113585-103 
DFID,DFID,20/09/2012,stegmann ,"£5,692",Technical and Advisory Services ,West and Southern Africa ,,106059-102 
DFID,DFID,20/09/2012,Ben Shepherd ,"£7,500",Technical and Advisory Services ,West and Southern Africa ,,202416-105 
DFID,DFID,20/09/2012,MTN Nigeria Communications Ltd ,"£7,549",Telephone Usage & services ,West and Southern Africa ,,100152-101 
DFID,DFID,20/09/2012,MTN Nigeria Communications Ltd ,"£10,007",Telephone Usage & services ,West and Southern Africa ,,101622-101 
DFID,DFID,20/09/2012,Supplier Name withheld ,"£11,453",Secure Staff Accomodation,West and Southern Africa ,,101610-101 
DFID,DFID,20/09/2012,Supplier Name withheld ,"£11,453",Secure Staff Accomodation,West and Southern Africa ,,101610-101 
DFID,DFID,20/09/2012,MOTT MACDONALD INTERNATIONAL ,"£14,235",Technical and Advisory Services ,West and Southern Africa ,,200194-102 
DFID,DFID,20/09/2012,OXFORD POLICY MANAGEMENT ,"£37,006",Technical and Advisory Services ,West and Southern Africa ,,201874-103 
DFID,DFID,20/09/2012,EFFECTIVE DEVELOPMENT GROUP (EDG) ,"£73,549",Technical and Advisory Services ,West and Southern Africa ,,113961-105 
DFID,DFID,20/09/2012,ATOS CONSULTING LIMITED ,"£244,604",Technical and Advisory Services ,West and Southern Africa ,,200452-101 
DFID,DFID,20/09/2012,DAI EUROPE LIMITED ,"£257,349",Technical and Advisory Services ,West and Southern Africa ,,113961-104 
DFID,DFID,20/09/2012,Society for Family  Health ,"£489,474",Technical and Advisory Services ,West and Southern Africa ,,114206-101 
DFID,DFID,21/09/2012,Pentamax ,£528,Vehicle Repairs & Maintenance ,West and Southern Africa ,,101620-101 
DFID,DFID,21/09/2012,Telecomunicacoes de Mocambique ,£776,Telephone Usage & services ,West and Southern Africa ,,101620-101 
DFID,DFID,21/09/2012,Adam Smith International USD ,"£2,772",Training - Course Fees ,West and Southern Africa ,,101638-101 
DFID,DFID,21/09/2012,Alliance Zambia ,"£3,102",Unanalysed/miscellaneous travel ,West and Southern Africa ,,202340-101 
DFID,DFID,21/09/2012,HLSP LIMITED ,"£10,050",Technical and Advisory Services ,West and Southern Africa ,,114193-101 
DFID,DFID,21/09/2012,Supplier Name withheld ,"£12,007",Secure Staff Accomodation,West and Southern Africa ,,101610-101 
DFID,DFID,21/09/2012,Supplier Name withheld ,"£12,007",Secure Staff Accomodation,West and Southern Africa ,,101610-101 
DFID,DFID,21/09/2012,Supplier Name withheld ,"£12,007",Secure Staff Accomodation,West and Southern Africa ,,101610-101 
DFID,DFID,21/09/2012,Supplier Name withheld ,"£18,011",Secure Staff Accomodation,West and Southern Africa ,,101610-101 
DFID,DFID,21/09/2012,OXFORD POLICY MANAGEMENT ,"£219,123",Technical and Advisory Services ,West and Southern Africa ,,200341-101 
DFID,DFID,21/09/2012,Cambridge  Education Limited ,"£774,714",Technical and Advisory Services ,West and Southern Africa ,,104200-101 
DFID,DFID,22/09/2012,KPMG Auditores e Consultores SA ,"£73,816",Technical and Advisory Services ,West and Southern Africa ,,103993-101 
DFID,DFID,24/09/2012,Fracham Company ,£618,Facilities Management payments ,West and Southern Africa ,,101622-103 
DFID,DFID,24/09/2012,MTN Nigeria Communications Ltd ,£903,Telephone Usage & services ,West and Southern Africa ,,100152-101 
DFID,DFID,24/09/2012,Sparklean Services Nig Ltd ,"£1,043",Facilities Management payments ,West and Southern Africa ,,100152-101 
DFID,DFID,24/09/2012,MTN Nigeria Communications Ltd ,"£1,197",Telephone Usage & services ,West and Southern Africa ,,101622-101 
DFID,DFID,24/09/2012,Fracham Company ,"£1,262",Facilities Management payments ,West and Southern Africa ,,101622-101 
DFID,DFID,24/09/2012,Sparklean Services Nig Ltd ,"£1,382",Facilities Management payments ,West and Southern Africa ,,101622-101 
DFID,DFID,24/09/2012,NP (SL) Ltd ,"£1,574",Generators & spares ,West and Southern Africa ,,101629-101 
DFID,DFID,24/09/2012,S R Nicolaou ,"£3,518",Other Building Costs ,West and Southern Africa ,,101637-101 
DFID,DFID,25/09/2012,Limeline Sierra Leone Ltd ,£502,other information and communication technologies ,West and Southern Africa ,,101629-101 
DFID,DFID,25/09/2012,Bluku Services ,£650,Aid Programme - Core contributions ,West and Southern Africa ,,202477-106 
DFID,DFID,25/09/2012,The Country Lodge Complex ,£854,Hotels - Accommodation only ,West and Southern Africa ,,101629-101 
DFID,DFID,25/09/2012,Supplier name withheld ,£969,Hotels - Accommodation only ,West and Southern Africa ,,101610-101 
DFID,DFID,25/09/2012,Safricas Congo SARL ,"£1,318",Other rentals ,West and Southern Africa ,,100068-101 
DFID,DFID,25/09/2012,Raju's Electricals ,"£2,222",Facilities Management payments ,West and Southern Africa ,,101629-101 
DFID,DFID,25/09/2012,British Embassy ,"£3,033",Oil - Other Utilities ,West and Southern Africa ,,101638-103 
DFID,DFID,25/09/2012,ADAM SMITH INTERNATIONAL  LTD ,"£4,690",Technical and Advisory Services ,West and Southern Africa ,,202725-103 
DFID,DFID,25/09/2012,Safricas Congo SARL ,"£5,273",Other rentals ,West and Southern Africa ,,101610-101 
DFID,DFID,25/09/2012,COMMUNICAID GRP LIMITED ,"£5,595",Training - Travel & Subsistence ,West and Southern Africa ,,101610-101 
DFID,DFID,25/09/2012,MICRO COM Sprl ,"£6,797",Data Network - land lines ,West and Southern Africa ,,101610-101 
DFID,DFID,25/09/2012,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,"£6,832",Technical and Advisory Services ,West and Southern Africa ,,113961-106 
DFID,DFID,25/09/2012,TPS CONSULT ,"£7,500",Technical and Advisory Services ,West and Southern Africa ,,100153-101 
DFID,DFID,25/09/2012,BK Painters ,"£7,670",Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,,101638-103 
DFID,DFID,25/09/2012,Supplier Name withheld ,"£8,183",Secure Staff Accomodation,West and Southern Africa ,,101610-101 
DFID,DFID,25/09/2012,COMMUNICAID GRP LIMITED ,"£8,393",Training - Travel & Subsistence ,West and Southern Africa ,,101610-101 
DFID,DFID,25/09/2012,COFFEY INTERNATIONAL DEVELOPMENT LTD ,"£10,254",Technical and Advisory Services ,West and Southern Africa ,,200325-101 
DFID,DFID,25/09/2012,HLSP LIMITED ,"£82,563",Technical and Advisory Services ,West and Southern Africa ,,200325-101 
DFID,DFID,25/09/2012,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,"£136,642",Technical and Advisory Services ,West and Southern Africa ,,113961-106 
DFID,DFID,25/09/2012,HLSP LIMITED ,"£299,772",Technical and Advisory Services ,West and Southern Africa ,,200325-101 
DFID,DFID,25/09/2012,HLSP LIMITED ,"£440,676",Technical and Advisory Services ,West and Southern Africa ,,200325-101 
DFID,DFID,26/09/2012,Supplier name withheld ,£513,Hotels - Accommodation only ,West and Southern Africa ,,101610-101 
DFID,DFID,26/09/2012,British High Commission ,£528,Vehicle Petrol & Oil ,West and Southern Africa ,,100214-101 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,£535,Electricity ,West and Southern Africa ,,101631-101 
DFID,DFID,26/09/2012,Wood lands Guest Lodge ,£555,Hotels - Accommodation only ,West and Southern Africa ,,101638-105 
DFID,DFID,26/09/2012,Holiday Inn Accra ,£556,Hotels - Accommodation only ,West and Southern Africa ,,101613-101 
DFID,DFID,26/09/2012,Tregia Stationery ,£610,Office Supplies ,West and Southern Africa ,,100144-101 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,£621,Electricity ,West and Southern Africa ,,101631-101 
DFID,DFID,26/09/2012,Lilongwe Water Board ,£628,Water charges ,West and Southern Africa ,,101618-101 
DFID,DFID,26/09/2012,Barloworld Equipment ,£651,Generators & spares ,West and Southern Africa ,,101618-101 
DFID,DFID,26/09/2012,Stewarts & Lloyds ,£678,Other Building Costs ,West and Southern Africa ,,101618-101 
DFID,DFID,26/09/2012,Supplier name withheld ,£710,Hotels - Accommodation only ,West and Southern Africa ,,101610-101 
DFID,DFID,26/09/2012,British High Commission ,£724,Generators & spares ,West and Southern Africa ,,101629-101 
DFID,DFID,26/09/2012,Premier Travel ,£739,Relocation costs ,West and Southern Africa ,,100144-101 
DFID,DFID,26/09/2012,British High Commission ,£792,Vehicle Petrol & Oil ,West and Southern Africa ,,101629-101 
DFID,DFID,26/09/2012,Bon Voyage Travel Centre Ltd(USD) ,£836,Air fares ,West and Southern Africa ,,101631-101 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,£871,Aid Programme - Joint programme contribution ,West and Southern Africa ,,202477-106 
DFID,DFID,26/09/2012,EuroTours Ghana Ltd ,£936,Training - Travel & Subsistence ,West and Southern Africa ,,100096-101 
DFID,DFID,26/09/2012,Tregia Stationery ,"£1,494",Office Supplies ,West and Southern Africa ,,101618-101 
DFID,DFID,26/09/2012,UNICEF Kinshasa ,"£1,922",Other passenger transport ,West and Southern Africa ,,203445-101 
DFID,DFID,26/09/2012,UNICEF Kinshasa ,"£2,418",Hotels - Accommodation only ,West and Southern Africa ,,203445-101 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,"£6,563",Hotels - Accommodation only ,West and Southern Africa ,,101631-101 
DFID,DFID,26/09/2012,Broll Property Management ,"£6,588",Operating Lease rental of buildings ,West and Southern Africa ,,100220-101 
DFID,DFID,26/09/2012,Supplier Name withheld ,"£8,178",Secure Staff Accomodation,West and Southern Africa ,,101610-101 
DFID,DFID,26/09/2012,Broll Property Management ,"£9,882",Operating Lease rental of buildings ,West and Southern Africa ,,101631-101 
DFID,DFID,26/09/2012,HLSP LIMITED ,"£15,549",Technical and Advisory Services ,West and Southern Africa ,,104227-102 
DFID,DFID,26/09/2012,Lilleker Bros (Nigeria) Ltd ,"£20,608",Facilities Management payments ,West and Southern Africa ,,101622-101 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,"£20,857",Aid Programme - Joint programme contribution ,West and Southern Africa ,,202477-106 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,"£28,185",Secure Staff Accomodation,West and Southern Africa ,Secure staff Accommodation costs - 12 months rental September 2012-2013) Southern Africa,101631-101 
DFID,DFID,26/09/2012,Foreign & Commonwealth Office ,"£39,168",Aid Programme - Joint programme contribution ,West and Southern Africa ,,202477-106 
DFID,DFID,26/09/2012,Trend Projects ,"£97,783",Technical and Advisory Services ,West and Southern Africa ,,100221-106 
DFID,DFID,26/09/2012,Futures Group Europe ,"£229,323",Technical and Advisory Services ,West and Southern Africa ,,202295-102 
DFID,DFID,27/09/2012,Foreign & Commonwealth Office ,£699,Cleaning Costs ,West and Southern Africa ,,101631-101 
DFID,DFID,27/09/2012,Foreign & Commonwealth Office ,£795,Aid Programme - Joint programme contribution ,West and Southern Africa ,,202477-106 
DFID,DFID,27/09/2012,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,£860,Technical and Advisory Services ,West and Southern Africa ,,113961-106 
DFID,DFID,27/09/2012,Saimon Overseas Ltd ,£971,Air fares ,West and Southern Africa ,,200625-101 
DFID,DFID,27/09/2012,Foreign & Commonwealth Office ,"£2,406",Aid Programme - Joint programme contribution ,West and Southern Africa ,,202477-106 
DFID,DFID,27/09/2012,Supplier Name withheld ,"£7,394",Secure Staff Accomodation,West and Southern Africa ,,101620-101 
DFID,DFID,27/09/2012,Supplier Name withheld ,"£7,394",Secure Staff Accomodation,West and Southern Africa ,,101620-101 
DFID,DFID,27/09/2012,Supplier Name withheld ,"£7,394",Secure Staff Accomodation,West and Southern Africa ,,101620-101 
DFID,DFID,27/09/2012,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,"£7,427",Technical and Advisory Services ,West and Southern Africa ,,113961-106 
DFID,DFID,27/09/2012,Supplier Name withheld ,"£7,763",Secure Staff Accomodation,West and Southern Africa ,,101620-101 
DFID,DFID,27/09/2012,Foreign & Commonwealth Office ,"£8,180",Aid Programme - Joint programme contribution ,West and Southern Africa ,,202477-106 
DFID,DFID,27/09/2012,DAI Europe ,"£8,884",Technical and Advisory Services ,West and Southern Africa ,,201018-102 
DFID,DFID,27/09/2012,Supplier Name withheld ,"£10,078",Secure Staff Accomodation,West and Southern Africa ,,101620-101 
DFID,DFID,27/09/2012,Coffey International Development (Do not use) ,"£27,740",Technical and Advisory Services ,West and Southern Africa ,,203355-101 
DFID,DFID,27/09/2012,THE SAVE THE CHILDREN FUND ,"£42,758",Aid Programme - Accountable Grant Payments ,West and Southern Africa ,,201927-110 
DFID,DFID,27/09/2012,ADAM SMITH INTERNATIONAL ,"£99,900",Technical and Advisory Services ,West and Southern Africa ,,201139-101 
DFID,DFID,27/09/2012,Crown Agents Bank - Sierra Leone and Liberia ,"£132,493",Technical and Advisory Services ,West and Southern Africa ,,202183-101 
DFID,DFID,27/09/2012,DAI Europe ,"£582,819",Technical and Advisory Services ,West and Southern Africa ,,201018-102 
DFID,DFID,27/09/2012,UNICEF ,"£3,616,858",Aid Programme - Core contributions ,West and Southern Africa ,,201874-101 
DFID,DFID,28/09/2012,Roma House ,£521,Conferences  Seminars & Meeting/Event Resource ,West and Southern Africa ,,101637-101 
DFID,DFID,28/09/2012,Kay Two Zambia Limited ,£582,Other Building Costs ,West and Southern Africa ,,203001-104 
DFID,DFID,28/09/2012,MTN Nigeria Communications Ltd ,"£1,007",Telephone Usage & services ,West and Southern Africa ,,100152-101 
DFID,DFID,28/09/2012,MTN Nigeria Communications Ltd ,"£1,335",Telephone Usage & services ,West and Southern Africa ,,101622-101 
DFID,DFID,28/09/2012,HYGEIA HMO Ltd ,"£4,081",Medical/Health Services ,West and Southern Africa ,,100152-101 
DFID,DFID,28/09/2012,ITAD LTD ,"£4,155",Technical and Advisory Services ,West and Southern Africa ,,202531-103 
DFID,DFID,28/09/2012,HYGEIA HMO Ltd ,"£5,410",Medical/Health Services ,West and Southern Africa ,,101622-101 
DFID,DFID,28/09/2012,COMMUNICAID GRP LIMITED ,"£5,595",Training - Travel & Subsistence ,West and Southern Africa ,,101610-101 
DFID,DFID,28/09/2012,HLSP LIMITED ,"£5,915",Technical and Advisory Services ,West and Southern Africa ,,202214-101 
DFID,DFID,28/09/2012,David A. ,"£10,000",Technical and Advisory Services ,West and Southern Africa ,,201806-103 
DFID,DFID,28/09/2012,Supplier Name withheld ,"£12,000",Secure Staff Accomodation,West and Southern Africa ,,202245-102 
DFID,DFID,28/09/2012,Centre for Democracy. & Development ,"£14,390",Technical and Advisory Services ,West and Southern Africa ,,104174-101 
DFID,DFID,28/09/2012,CROWN RELOCATIONS  UK ,"£15,886",Relocation costs ,West and Southern Africa ,,101610-101 
DFID,DFID,28/09/2012,PKF (UK) LLP ,"£18,407",Technical and Advisory Services ,West and Southern Africa ,,104600-105 
DFID,DFID,28/09/2012,SEARCH FOR COMMON GROUND ,"£22,046",Technical and Advisory Services ,West and Southern Africa ,,200856-103 
DFID,DFID,28/09/2012,London School of Hygiene and Tropical Medicine ,"£23,910",Research & Development costs ,West and Southern Africa ,,203470-101 
DFID,DFID,28/09/2012,HEALTH PARTNERS INTERNATIONAL ,"£74,664",Research & Development costs ,West and Southern Africa ,,200497-102 
DFID,DFID,28/09/2012,DAI Europe ,"£125,381",Technical and Advisory Services ,West and Southern Africa ,,201958-102 
DFID,DFID,28/09/2012,PRICEWATERHOUSECOOPERS ,"£127,493",Technical and Advisory Services ,West and Southern Africa ,,113961-103 
DFID,DFID,28/09/2012,NELSON MANDELA FOUNDATION ,"£145,135",Aid Programme - Accountable Grant Payments ,West and Southern Africa ,,200994-101 
DFID,DFID,28/09/2012,PRICEWATERHOUSECOOPERS ,"£778,315",Technical and Advisory Services ,West and Southern Africa ,,113961-102 
DFID,DFID,28/09/2012,UNDP CONTRIBUTIONS ACCOUNT ,"£925,000",Aid Programme - Pooled/Basket funding ,West and Southern Africa ,,200856-102 
DFID,DFID,28/09/2012,UNITED NATIONS POPULATION FUND ,"£1,007,161",Aid Programme - Pooled/Basket funding ,West and Southern Africa ,,202656-102 
DFID,DFID,28/09/2012,World Food  Programme ,"£2,000,000",Aid Programme - Voluntary contributions ,West and Southern Africa ,,202935-101 
DFID,DFID,03/09/2012,Supplier Name withheld ,"£1,741",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,201023-104 
DFID,DFID,03/09/2012,Supplier Name withheld ,"£4,097",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,202190-105 
DFID,DFID,03/09/2012,Supplier Name withheld ,"£14,224",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,202371-101 
DFID,DFID,03/09/2012,Supplier Name withheld ,"£22,350",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,203077-104 
DFID,DFID,03/09/2012,Supplier Name withheld ,"£55,846",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,114488-101 
DFID,DFID,03/09/2012,SAVE THE CHILDREN ,"£75,936",Aid Programme - Accountable Grant Payments ,Western Asia and Stabilisation Division ,,203101-101 
DFID,DFID,03/09/2012,Supplier Name withheld ,"£88,662",Aid Programme - Trust Funds contributions ,Western Asia and Stabilisation Division ,,114525-102 
DFID,DFID,03/09/2012,McKinsey & Co  Inc UK ,"£134,065",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,203297-101 
DFID,DFID,04/09/2012,Supplier Name withheld ,£504,Air fares ,Western Asia and Stabilisation Division ,,100011-110 
DFID,DFID,04/09/2012,Supplier Name withheld ,"£2,233",Training - Travel & Subsistence ,Western Asia and Stabilisation Division ,,101601-110 
DFID,DFID,04/09/2012,Supplier Name withheld ,"£2,302",Training - Travel & Subsistence ,Western Asia and Stabilisation Division ,,100011-110 
DFID,DFID,04/09/2012,Supplier Name withheld ,"£3,124",Air fares ,Western Asia and Stabilisation Division ,,101601-110 
DFID,DFID,04/09/2012,Supplier Name withheld ,"£24,008",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,200970-101 
DFID,DFID,04/09/2012,Supplier Name withheld ,"£30,010",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,200970-101 
DFID,DFID,04/09/2012,Supplier Name withheld ,"£154,156",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,201023-103 
DFID,DFID,04/09/2012,STATE BANK OF PAKISTAN  ,"£5,000,000",Aid Programme - Poverty Reduction Budget Support ,Western Asia and Stabilisation Division ,,203346-101 
DFID,DFID,05/09/2012,Avari Lahore ,£585,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,,101624-101 
DFID,DFID,05/09/2012,Supplier Name withheld ,£673,Hostile Environment Training ,Western Asia and Stabilisation Division ,,101601-110 
DFID,DFID,05/09/2012,Supplier Name withheld ,£890,Hostile Environment Training ,Western Asia and Stabilisation Division ,,101601-110 
DFID,DFID,05/09/2012,BRITISH HIGH COMMISSION KLA ,"£3,207",Hotels - Accommodation only ,Western Asia and Stabilisation Division ,,203350-101 
DFID,DFID,05/09/2012,Pearson PLC ,"£3,895",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,203297-101 
DFID,DFID,05/09/2012,Ernst & Young Ford Rhodes Sidat  Hyder ,"£7,853",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,113624-103 
DFID,DFID,05/09/2012,Supplier Name withheld ,"£539,129",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,114488-101 
DFID,DFID,06/09/2012,Supplier Name withheld ,£673,Hostile Environment Training ,Western Asia and Stabilisation Division ,,202333-101 
DFID,DFID,06/09/2012, FCO SERVICES ,"£1,663",Office Equipment - Purchases ,Western Asia and Stabilisation Division ,,100186-101 
DFID,DFID,07/09/2012,Avari Lahore ,£779,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,,101624-102 
DFID,DFID,07/09/2012,P Hanmer ,£800,Technical and Advisory Services ,Western Asia and Stabilisation Division ,,203336-102 
DFID,DFID,07/09/2012,Holly Pawsey ,"£3,000",Training - Course Fees ,Western Asia and Stabilisation Division ,,202288-101 
DFID,DFID,07/09/2012,HLSP LTD ,"£19,212",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,110182-101 
DFID,DFID,09/09/2012,Supplier Name withheld ,"£75,636",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,202733-101 
DFID,DFID,09/09/2012,Supplier Name withheld ,"£113,454",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,202733-101 
DFID,DFID,09/09/2012,Supplier Name withheld ,"£113,454",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,202733-101 
DFID,DFID,09/09/2012,Supplier Name withheld ,"£132,363",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,202733-101 
DFID,DFID,09/09/2012,Supplier Name withheld ,"£151,272",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,202733-101 
DFID,DFID,10/09/2012,Orient Advertising ,£814,Recruitment costs ,Western Asia and Stabilisation Division ,,101624-101 
DFID,DFID,10/09/2012,Orient Advertising ,"£1,373",Recruitment costs ,Western Asia and Stabilisation Division ,,101624-101 
DFID,DFID,10/09/2012,Recipient name withheld ,"£1,436",Training - Course Fees ,Western Asia and Stabilisation Division ,,100185-101 
DFID,DFID,10/09/2012,Shazreh Hussain ,"£2,071",Training Providers/Facilitation Services ,Western Asia and Stabilisation Division ,,100185-101 
DFID,DFID,10/09/2012,Supplier Name withheld ,"£7,649",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,201023-109 
DFID,DFID,10/09/2012,Foreign & Commonwealth Office ,"£54,126",FCO shared service charges ,Western Asia and Stabilisation Division ,FCO Shared Services (Security) Costs - Afghanistan,101601-110 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,£537,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,,100020-101 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,£560,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,,100020-101 
DFID,DFID,11/09/2012,Recipient name withheld ,£566,Air fares ,Western Asia and Stabilisation Division ,,201011-108 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,£567,Oil - Other Utilities ,Western Asia and Stabilisation Division ,,100185-101 
DFID,DFID,11/09/2012,Supplier Name withheld ,£573,Technical and Advisory Services ,Western Asia and Stabilisation Division ,,201000-103 
DFID,DFID,11/09/2012,WILSON  BRYDON & KENNEDY ,£587,Technical and Advisory Services ,Western Asia and Stabilisation Division ,,203336-102 
DFID,DFID,11/09/2012,Benjamin Cutner ,£600,Technical and Advisory Services ,Western Asia and Stabilisation Division ,,203336-102 
DFID,DFID,11/09/2012,Supplier Name withheld ,£673,Hostile Environment Training ,Western Asia and Stabilisation Division ,,101601-110 
DFID,DFID,11/09/2012,Supplier Name withheld ,£673,Hostile Environment Training ,Western Asia and Stabilisation Division ,,101630-101 
DFID,DFID,11/09/2012,Pilgrims Group ,£673,Hostile Environment Training ,Western Asia and Stabilisation Division ,,100020-101 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,£685,Other Building Costs ,Western Asia and Stabilisation Division ,,101624-102 
DFID,DFID,11/09/2012,Benjamin Cutner ,£800,Technical and Advisory Services ,Western Asia and Stabilisation Division ,,203336-102 
DFID,DFID,11/09/2012,TOURISM PROMOTION SERVICES/ ISLAMABA ,£883,Technical and Advisory Services ,Western Asia and Stabilisation Division ,,202276-103 
DFID,DFID,11/09/2012,Supplier Name withheld ,£898,Hostile Environment Training ,Western Asia and Stabilisation Division ,,101601-110 
DFID,DFID,11/09/2012,Supplier Name withheld ,"£1,014",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,200870-103 
DFID,DFID,11/09/2012,Supplier Name withheld ,"£1,210",Training - Course Fees ,Western Asia and Stabilisation Division ,,101601-110 
DFID,DFID,11/09/2012,SPECTRA  GROUP UK LTD ,"£1,260",Data Network -Satellite ,Western Asia and Stabilisation Division ,,102014-102 
DFID,DFID,11/09/2012,Link House (South Suidan) Limited ,"£1,514",Hotels - Accommodation only ,Western Asia and Stabilisation Division ,,202288-107 
DFID,DFID,11/09/2012,SPECTRA  GROUP UK LTD ,"£1,710",Data Network -Satellite ,Western Asia and Stabilisation Division ,,102014-102 
DFID,DFID,11/09/2012,Recipient name withheld ,"£1,915",Air fares ,Western Asia and Stabilisation Division ,,201011-108 
DFID,DFID,11/09/2012,VODAFONE CORPORATE ,"£2,174",Telephone Usage & services ,Western Asia and Stabilisation Division ,,202288-101 
DFID,DFID,11/09/2012,Pilgrims Group ,"£2,694",Training - Course Fees ,Western Asia and Stabilisation Division ,,202288-102 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,"£2,971",Other Building Costs ,Western Asia and Stabilisation Division ,,100186-101 
DFID,DFID,11/09/2012,VODAFONE CORPORATE ,"£4,316",Telephone Usage & services ,Western Asia and Stabilisation Division ,,202288-101 
DFID,DFID,11/09/2012,MICHAEL SCOTT ,"£12,000",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,101622-103 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,"£20,491",Secure Staff Accomodation,Western Asia and Stabilisation Division ,,101624-101 
DFID,DFID,11/09/2012,WILSON  BRYDON & KENNEDY ,"£24,150",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,203336-102 
DFID,DFID,11/09/2012,Supplier Name withheld ,"£56,429",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,202054-102 
DFID,DFID,11/09/2012,Supplier Name withheld ,"£70,274",Technical and Advisory Services ,Western Asia and Stabilisation Division ,,200898-103 
DFID,DFID,11/09/2012,Supplier Name withheld ,"£441,861",Aid Programme - Accountable Grant Payments ,Western Asia and Stabilisation Division ,,201023-105 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£520,Air fares ,Western Asia and Stabilisation Division ,,100011-110 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£544,Air fares ,Western Asia and Stabilisation Division ,,101601-110 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£599,Air fares ,Western Asia and Stabilisation Division ,,101624-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£608,Air fares ,Western Asia and Stabilisation Division ,,101624-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£717,Air fares ,Western Asia and Stabilisation Division ,,101601-110 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£758,Air fares ,Western Asia and Stabilisation Division ,,202288-105 
