Newcastle City Council Invoices over £250 paid in August 2013,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Capital Expenditure,14/08/2013,TRINITY MIRROR PUBLISHING LTD,5962549,Capital,2DP02,Devt Capital CC,517.14 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,23/08/2013,TRINITY MIRROR PUBLISHING LTD,5981502,Revenue,1FT04,Communications And Marketing,-200.18 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,23/08/2013,TRINITY MIRROR PUBLISHING LTD,5981509,Revenue,1FT04,Communications And Marketing,-158.04 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,23/08/2013,TRINITY MIRROR PUBLISHING LTD,5981671,Revenue,1FT04,Communications And Marketing,-179.12 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,23/08/2013,TRINITY MIRROR PUBLISHING LTD,5981673,Revenue,1FT04,Communications And Marketing,-284.48 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,16/08/2013,TRINITY MIRROR PUBLISHING LTD,5924313,Revenue,1FT04,Communications And Marketing,-158.04 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,16/08/2013,TRINITY MIRROR PUBLISHING LTD,5924313,Revenue,1V064,Public Footpaths and R.O.W.,158.04 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,27/08/2013,TRINITY MIRROR PUBLISHING LTD,5981500,Revenue,1FT04,Communications And Marketing,-158.04 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,27/08/2013,TRINITY MIRROR PUBLISHING LTD,5981501,Revenue,1FT04,Communications And Marketing,-221.26 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,07/08/2013,TRINITY MIRROR PUBLISHING LTD,5949496,Revenue,1FT04,Communications And Marketing,-158.04 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,07/08/2013,TRINITY MIRROR PUBLISHING LTD,5949502,Revenue,1FT04,Communications And Marketing,-168.58 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,07/08/2013,TRINITY MIRROR PUBLISHING LTD,5949503,Revenue,1FT04,Communications And Marketing,-242.32 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,07/08/2013,TRINITY MIRROR PUBLISHING LTD,5949505,Revenue,1FT04,Communications And Marketing,-326.62 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,30/08/2013,TRINITY MIRROR PUBLISHING LTD,5987321,Revenue,1FT04,Communications And Marketing,-189.64 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,30/08/2013,TRINITY MIRROR PUBLISHING LTD,5987322,Revenue,1FT04,Communications And Marketing,-326.62 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,14/08/2013,TRINITY MIRROR PUBLISHING LTD,5962549,Revenue,1FT04,Communications And Marketing,-200.18 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Premises,07/08/2013,TRINITY MIRROR PUBLISHING LTD,5949496,Revenue,1KTCF,Insurance Recoverables,250.23 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Premises,07/08/2013,TRINITY MIRROR PUBLISHING LTD,5949503,Revenue,1V096,Newcastle LSTF,383.69 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,23/08/2013,TRINITY MIRROR PUBLISHING LTD,5981502,Revenue,1V030,Development Management,316.96 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,23/08/2013,TRINITY MIRROR PUBLISHING LTD,5981509,Revenue,1KL0A,Leisure Factility Central O/H,250.23 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,23/08/2013,TRINITY MIRROR PUBLISHING LTD,5981510,Revenue,1EA65,Skills For Jobs Project,894.00 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,23/08/2013,TRINITY MIRROR PUBLISHING LTD,5981673,Revenue,1D509,Late Night Levy,450.41 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,27/08/2013,TRINITY MIRROR PUBLISHING LTD,5981500,Revenue,1FK01,Other Local Democracy,250.23 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,27/08/2013,TRINITY MIRROR PUBLISHING LTD,5981501,Revenue,1V030,Development Management,350.32 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,07/08/2013,TRINITY MIRROR PUBLISHING LTD,5949505,Revenue,1V030,Development Management,517.14 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,07/08/2013,TRINITY MIRROR PUBLISHING LTD,5949509,Revenue,1MC21,Fostering Unit,676.12 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,07/08/2013,TRINITY MIRROR PUBLISHING LTD,5949510,Revenue,1MC21,Fostering Unit,290.47 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,28/08/2013,TRINITY MIRROR PUBLISHING LTD,5962551,Revenue,2N401,Capital General,328.35 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,14/08/2013,TRINITY MIRROR PUBLISHING LTD,5962550,Revenue,1MC21,Fostering Unit,676.12 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Support Services,23/08/2013,TRINITY MIRROR PUBLISHING LTD,5981502,Revenue,1V030,Development Management,200.18 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Support Services,23/08/2013,TRINITY MIRROR PUBLISHING LTD,5981509,Revenue,1KL0A,Leisure Factility Central O/H,158.04 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Support Services,23/08/2013,TRINITY MIRROR PUBLISHING LTD,5981673,Revenue,1D509,Late Night Levy,284.48 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Support Services,16/08/2013,TRINITY MIRROR PUBLISHING LTD,5924313,Revenue,1V064,Public Footpaths and R.O.W.,250.23 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Support Services,27/08/2013,TRINITY MIRROR PUBLISHING LTD,5981500,Revenue,1FK01,Other Local Democracy,158.04 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Support Services,27/08/2013,TRINITY MIRROR PUBLISHING LTD,5981501,Revenue,1V030,Development Management,221.26 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Support Services,07/08/2013,TRINITY MIRROR PUBLISHING LTD,5949496,Revenue,1KTCF,Insurance Recoverables,158.04 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Support Services,07/08/2013,TRINITY MIRROR PUBLISHING LTD,5949503,Revenue,1V096,Newcastle LSTF,242.32 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Support Services,07/08/2013,TRINITY MIRROR PUBLISHING LTD,5949505,Revenue,1V030,Development Management,326.62 ,,,,,,,,,,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,19/08/2013,TRINITY SCHOOL FUND,5974950,Revenue,1E+254,Linhope PRU,950.00 ,,,,,,,,,,,
HRA,HRA Byker Heat             ,Capital Expenditure,08/08/2013,TROWERS & HAMLINS,5963945,Capital,2N401,Capital General,"12,578.60 ",,,,,,,,,,,
Children's Services,Educ North Moor Sure S     ,Supplies & Services,21/08/2013,TTS GROUP LTD,5978488,Revenue,1EEK4,Northern Villages C Centre,285.89 ,,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,20/08/2013,TTS GROUP LTD,5978361,Revenue,3KIMD,Other Stores Stock Account,999.95 ,,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,09/08/2013,TURNEY-WYLDE (CONSTRUCTION) LTD,5894997,Revenue,1DF10,Theatre Royal Contribution,"1,960.00 ",,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,16/08/2013,TURNEY-WYLDE (CONSTRUCTION) LTD,5974756,Revenue,1DF10,Theatre Royal Contribution,"1,960.00 ",,,,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,05/08/2013,TURNING POINT SERVICES LTD,5960865,Revenue,1ML09,PH - Drugs and alcohol,"47,499.76 ",,,,,,,,,,,
Chief Executive's,Exchequer Payroll                      ,Supplies & Services,29/08/2013,TV LICENSING,5986403,Revenue,1CG40,Accounts Payable Interim,"14,259.00 ",,,,,,,,,,,
Children's Services,Educ School Planning    ,Supplies & Services,30/08/2013,TWO JAYS PLAYGROUP,5987330,Revenue,1EEP5,2Yr Old Learning & Childcare,545.63 ,,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,16/08/2013,TYCO FIRE & INTEGRATED SOLUTIONS,5947034,Revenue,1KL2B,Eldon Leisure,964.50 ,,,,,,,,,,,
Adult and Culture,EEC Homeless               ,Premises,22/08/2013,TYNE HOUSING ASSOCIATION,5980337,Revenue,1VH26,Housing & Welfare Rights,565.74 ,,,,,,,,,,,
Adult and Culture,EEC Homeless               ,Premises,12/08/2013,TYNE HOUSING ASSOCIATION,5964152,Revenue,1VH27,Com.In,565.74 ,,,,,,,,,,,
Adult and Culture,EEC Homeless               ,Premises,12/08/2013,TYNE HOUSING ASSOCIATION,5964153,Revenue,1VH27,Com.In,345.73 ,,,,,,,,,,,
Adult and Culture,EEC Homeless               ,Premises,14/08/2013,TYNE HOUSING ASSOCIATION,5969016,Revenue,1VH27,Com.In,377.16 ,,,,,,,,,,,
Adult and Culture,EEC Homeless               ,Premises,14/08/2013,TYNE HOUSING ASSOCIATION,5969028,Revenue,1VH27,Com.In,785.75 ,,,,,,,,,,,
Adult and Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,22/08/2013,TYNE TEES THERMAL LIMITED,5981623,Revenue,1EA65,Skills For Jobs Project,416.86 ,,,,,,,,,,,
Adult and Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,22/08/2013,TYNE TEES THERMAL LIMITED,5981624,Revenue,1EA65,Skills For Jobs Project,416.86 ,,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,23/08/2013,TYNEDALE ROADSTONE,5967804,Revenue,1KEMC,Highways,812.70 ,,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,23/08/2013,TYNEDALE ROADSTONE,5967813,Revenue,1KEMC,Highways,"1,066.80 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Premises,27/08/2013,TYNEDALE ROADSTONE,5963959,Revenue,1KEMC,Highways,435.75 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,19/08/2013,TYNEDALE ROADSTONE,5972307,Revenue,1KEMC,Highways,807.45 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,19/08/2013,TYNEDALE ROADSTONE,5976720,Revenue,1KEMC,Highways,600.62 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5967777,Revenue,1KEMC,Highways,"1,861.65 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5967778,Revenue,1KEMC,Highways,510.72 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5968070,Revenue,1KEMC,Highways,929.84 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5972040,Revenue,1KEMC,Highways,922.76 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5972041,Revenue,1KEMC,Highways,724.52 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5972151,Revenue,1KEMC,Highways,516.53 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5972187,Revenue,1KEMC,Highways,"1,227.20 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5972191,Revenue,1KEMC,Highways,728.06 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5972197,Revenue,1KEMC,Highways,731.60 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5972199,Revenue,1KEMC,Highways,"1,071.00 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5972201,Revenue,1KEMC,Highways,329.63 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5972292,Revenue,1KEMC,Highways,441.98 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5972298,Revenue,1KEMC,Highways,594.72 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,TYNEDALE ROADSTONE,5972309,Revenue,1KEMC,Highways,592.36 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,22/08/2013,TYNEDALE ROADSTONE,5972299,Revenue,1KEMC,Highways,"1,069.95 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,22/08/2013,TYNEDALE ROADSTONE,5976719,Revenue,1KEMC,Highways,597.08 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,21/08/2013,TYNEDALE ROADSTONE,5972336,Revenue,1KEMC,Highways,530.25 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,30/08/2013,TYNEDALE ROADSTONE,5987633,Revenue,1KEMC,Highways,661.50 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,12/08/2013,TYNEDALE ROADSTONE,5963881,Revenue,1KEMC,Highways,436.57 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,05/08/2013,TYNEDALE ROADSTONE,5838854,Revenue,1KEMC,Highways,284.42 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,05/08/2013,TYNEDALE ROADSTONE,5931075,Revenue,1KEMC,Highways,905.06 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,08/08/2013,TYNEDALE ROADSTONE,5945315,Revenue,1KEMC,Highways,287.14 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,08/08/2013,TYNEDALE ROADSTONE,5946214,Revenue,1KEMC,Highways,905.06 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,08/08/2013,TYNEDALE ROADSTONE,5946358,Revenue,3KIMF,Highways Stock Account,604.16 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,23/08/2013,TYNEDALE ROADSTONE,5967803,Revenue,1KEMC,Highways,281.43 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,23/08/2013,TYNEDALE ROADSTONE,5967806,Revenue,1KEMC,Highways,"1,044.75 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,23/08/2013,TYNEDALE ROADSTONE,5967808,Revenue,1KEMC,Highways,433.65 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,23/08/2013,TYNEDALE ROADSTONE,5967810,Revenue,1KEMC,Highways,"1,053.15 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,23/08/2013,TYNEDALE ROADSTONE,5982569,Revenue,1KEMC,Highways,427.35 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,16/08/2013,TYNEDALE ROADSTONE,5974729,Revenue,1KEMC,Highways,"1,051.05 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,28/08/2013,TYNEDALE ROADSTONE,5967965,Revenue,1KEMC,Highways,267.27 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,28/08/2013,TYNEDALE ROADSTONE,5967966,Revenue,1KEMC,Highways,302.67 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,28/08/2013,TYNEDALE ROADSTONE,5967969,Revenue,1KEMC,Highways,375.24 ,,,,,,,,,,,
Children's Services,Childrens Services Support       ,Supplies & Services,13/08/2013,TYNESIDE CINEMA,5969697,Revenue,1MC20,In-House Foster Carer Costs,295.00 ,,,,,,,,,,,
Adult and Culture,Adult Serv Finance         ,Premises,23/08/2013,TYNESIDE CINEMA,5982369,Revenue,1MP01,Assmnt & Care Mgmt HIV/AIDs,275.00 ,,,,,,,,,,,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,19/08/2013,TYNESIDE CINEMA,5966592,Revenue,1MK50,Ind Supported Living LD,"2,856.00 ",,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,07/08/2013,TYNESIDE COACHWORKS,5950371,Revenue,1KESH,Light Workshop Routine Repair,285.00 ,,,,,,,,,,,
Environment & Regeneration,Cityworks Clean E/C        ,Employees,13/08/2013,TYNESIDE TRAINING SERVICES LTD,5924255,Revenue,1KEAR,Cleansing Overhead,550.00 ,,,,,,,,,,,
Environment & Regeneration,NS: City Transport         ,Employees,21/08/2013,TYNESIDE TRAINING SERVICES LTD,5973654,Revenue,1KEAT,Hortic Services Overhead,700.00 ,,,,,,,,,,,
Environment & Regeneration,NS: City Transport         ,Employees,07/08/2013,TYNESIDE TRAINING SERVICES LTD,5962769,Revenue,1KEAT,Hortic Services Overhead,"1,400.00 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,13/08/2013,TYNETEC LTD,5967372,Revenue,1KR8C,Door Entry & CCTV,402.40 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,13/08/2013,TYNETEC LTD,5967376,Revenue,3KIMD,Other Stores Stock Account,266.55 ,,,,,,,,,,,
HRA,HRA C.C.A.S.               ,Capital Expenditure,29/08/2013,TYNETEC LTD,5981344,Capital,2HE01,Capital Citywide,"8,433.05 ",,,,,,,,,,,
HRA,HRA C.C.A.S.               ,Capital Expenditure,01/08/2013,TYNETEC LTD,5953658,Capital,2HE01,Capital Citywide,"13,752.62 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Clean E/C        ,Supplies & Services,14/08/2013,UK CONTAINER MAINTENANCE,5971836,Revenue,1KE42,Waste Collect Trade Overhead,"2,080.00 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Clean E/C        ,Supplies & Services,14/08/2013,UK CONTAINER MAINTENANCE,5971837,Revenue,1KE42,Waste Collect Trade Overhead,800.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,29/08/2013,UK NATIONAL LTD,5975948,Capital,2FT14,Property Services,480.00 ,,,,,,,,,,,
Environment & Regeneration,E&R ERS&PP                 ,Supplies & Services,02/08/2013,ULTRA ELECTRONICS DATEL,5947121,Revenue,1D560,Resilience Planning,495.00 ,,,,,,,,,,,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,22/08/2013,ULVERSCROFT LARGE PRINT BOOKS LTD,5981014,Revenue,1EJ13,Stock Services,360.10 ,,,,,,,,,,,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,22/08/2013,ULVERSCROFT LARGE PRINT BOOKS LTD,5981016,Revenue,1EJ13,Stock Services,"1,102.82 ",,,,,,,,,,,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,22/08/2013,ULVERSCROFT LARGE PRINT BOOKS LTD,5981028,Revenue,1EJ13,Stock Services,358.47 ,,,,,,,,,,,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,07/08/2013,UNISON LOTTERY,5962712,Revenue,3RNE2,StCuthberts Acad Payroll Deds,5.70 ,,,,,,,,,,,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,07/08/2013,UNISON LOTTERY,5962712,Revenue,3RNF2,Kenton Acad Payroll Deds,4.75 ,,,,,,,,,,,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,07/08/2013,UNISON LOTTERY,5962712,Revenue,3RNJ2,Hilton Academy Payroll Deds,2.85 ,,,,,,,,,,,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,07/08/2013,UNISON LOTTERY,5962712,Revenue,3RND2,SacredHeart Acad Payroll Deds,2.85 ,,,,,,,,,,,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,07/08/2013,UNISON LOTTERY,5962712,Revenue,3RNH2,Welbeck Acad Payroll Deds,0.95 ,,,,,,,,,,,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,30/08/2013,UNISON LOTTERY,5987232,Revenue,3RNE2,StCuthberts Acad Payroll Deds,5.70 ,,,,,,,,,,,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,30/08/2013,UNISON LOTTERY,5987232,Revenue,3RNF2,Kenton Acad Payroll Deds,4.75 ,,,,,,,,,,,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,30/08/2013,UNISON LOTTERY,5987232,Revenue,3RNJ2,Hilton Academy Payroll Deds,2.85 ,,,,,,,,,,,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,30/08/2013,UNISON LOTTERY,5987232,Revenue,3RND2,SacredHeart Acad Payroll Deds,2.85 ,,,,,,,,,,,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,30/08/2013,UNISON LOTTERY,5987232,Revenue,3RNH2,Welbeck Acad Payroll Deds,0.95 ,,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,13/08/2013,UNITED CARLTON OFFICE SYSTEMS LTD,5968852,Revenue,1E+217,Learning Development Imp Team,967.21 ,,,,,,,,,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,09/08/2013,UNITED RESPONSE,5945438,Revenue,1MK60,Ind Day Care LD,"1,320.50 ",,,,,,,,,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,08/08/2013,UNITED RESPONSE,5961831,Revenue,1MK60,Ind Day Care LD,"1,320.50 ",,,,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,12/08/2013,UNITED RESPONSE,5966029,Revenue,1MX51,SP Block Subsidy,"1,809.00 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",27/08/2013,UNITED RESPONSE,5983937,Revenue,1MK20,Ind Res Care LD,-315.20 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,UNITED RESPONSE,5983937,Revenue,1MK20,Ind Res Care LD,"4,591.92 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,UNITED RESPONSE,5961702,Revenue,1MK50,Ind Supported Living LD,"9,402.88 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,UNITED RESPONSE,5961702,Revenue,3WH96,Continuing Care-Dom Payments,"9,536.00 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,UNITED RESPONSE,5961703,Revenue,1MK50,Ind Supported Living LD,"22,419.40 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,UNITED RESPONSE,5961704,Revenue,1MK50,Ind Supported Living LD,"6,720.08 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,UNITED RESPONSE,5961705,Revenue,1MK50,Ind Supported Living LD,"16,621.92 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,UNITED RESPONSE,5961706,Revenue,1MK50,Ind Supported Living LD,"14,821.52 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,UNITED RESPONSE,5961735,Revenue,1MK54,Dom Care Own Tenancy LD,"1,484.80 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,UNITED RESPONSE,5961735,Revenue,1MK55,Dom Care Family/Carer LD,"2,531.50 ",,,,,,,,,,,
Chief Executive's,"CD - Audit, Insurance & Risk NOR       ",Supplies & Services,28/08/2013,UNITY LAW,5985511,Revenue,3RM18,Insurance Control Susp-Financ,"21,000.00 ",,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,01/08/2013,UNIVERSAL AV SERVICES LTD,5954144,Revenue,1KKT4,Council Suites,650.00 ,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,19/08/2013,UNIVERSAL KIDS CHILDCARE,5976539,Revenue,1EEP5,2Yr Old Learning & Childcare,"1,491.39 ",,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,02/08/2013,UNIVERSAL KIDS CHILDCARE,5960335,Revenue,1EEP5,2Yr Old Learning & Childcare,"1,491.39 ",,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,02/08/2013,UNIVERSAL KIDS CHILDCARE,5960374,Revenue,1EEP5,2Yr Old Learning & Childcare,"1,527.75 ",,,,,,,,,,,
Children's Services,Educ School Planning    ,Supplies & Services,30/08/2013,UNIVERSAL KIDS CHILDCARE,5987331,Revenue,1EEP5,2Yr Old Learning & Childcare,"9,439.32 ",,,,,,,,,,,
Chief Executive's,CD - Safe Newcastle Unit         ,Supplies & Services,19/08/2013,UNIVERSAL SYSTEMS AND SOLUTIONS,5976397,Revenue,1VP49,"""CCTV - Corp, Maint & Invest""","3,512.50 ",,,,,,,,,,,
Chief Executive's,CD - Accountancy                 ,Employees,30/08/2013,UNIVERSITY OF NEWCASTLE,5966148,Revenue,1FF01,Director of Resources,995.00 ,,,,,,,,,,,
Environment & Regeneration,E&R - Technical Consultancy    ,Support Services,22/08/2013,UNIVERSITY OF NEWCASTLE UPON TYNE,5980271,Revenue,1V048,CongestionPerformance Fund,"3,902.22 ",,,,,,,,,,,
Chief Executive's,Coroners                               ,Supplies & Services,23/08/2013,UNIVERSITY OF NEWCASTLE UPON TYNE,5964142,Revenue,1FA51,Coroner,968.00 ,,,,,,,,,,,
Adult and Culture,Adult - Learning & Development   ,Supplies & Services,19/08/2013,UNIVERSITY OF NORTHUMBRIA,5976802,Revenue,1MB20,Workforce Reform,700.00 ,,,,,,,,,,,
