,UK 2015,Wales 2015,England 2015,Scotland 2015,N Ireland 2015,,Wales urban 2015,Wales rural 2015,,N Ireland 2008,Wales 2010,Wales 2011,Wales 2012,Wales 2013,Wales 2014,Wales 2015,
Very satisfied,53,44,54,52,53,,45,40,,65,53,55,48,53,46,44,
Fairly satisfied,33,43,32,35,33,,45,36,,27,34,32,41,33,39,43,
Total satisfaction,86,87,86,88,85,,91,76,,93,87,87,89,86,85,87,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: Adults aged 16+ who personally use a mobile phone (n = 3425 UK, 439 Wales, 2080 England, 450 Scotland, 456 Northern Ireland, 221 Wales urban, 218 Wales rural, 923 Wales 2010, 416 Wales 2011, 456 Wales 2012, 440 Wales 2013, 438 Wales 2014, 439 Wales 2015)",,,,,,,,,,,,,,,,,
Note: Figures above chart columns indicate the proportion of people who were ‘very’ or ‘fairly’ satisfied with their mobile reception,,,,,,,,,,,,,,,,,
"QD21c. Thinking about your mobile phone service only, how satisfied are you with (main supplier) for reception/ accessing network?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 5.1,,,,,,,,,,,,,,,,,
"Internet take-up, Wales: 2010-2015",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
% Households,,,,,,,,,,,,,,,,,
,Q1 10,Q1 11,Q1 12,Q1 13,W1 14,W1 15,,,,,,,,,,,
Internet,66,72,73,75,80,86,,,,,,,,,,,
Total broadband,64,71,68,66,71,78,,,,,,,,,,,
Fixed broadband,57,64,63,63,69,77,,,,,,,,,,,
Internet on mobile,21,25,39,47,52,59,,,,,,,,,,,
Mobile broadband,16,16,16,7,7,4,,,,,,,,,,,
Internet via phone/ smartphone only,,,4,9,7,8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker. Data from Quarter 1 of each year 2010-2013, then Wave 1 2014-2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n = 1075 Wales 2010, 493 Wales 2011, 513 Wales 2012, 492 Wales 2013, 491 Wales 2014, 496 Wales 2015)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 5.2,,,,,,,,,,,,,,,,,
Take-up of smartphones in Wales,,,,,,,,,,,,,,,,,
Adults 16+ (%) / percentage point change in take-up of smartphones from W1 2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Nation,,,,,Urbanity,,,Wales,,,,,,,
,UK,Wales,England,Scotland,N Ireland,,Wales Urban,Wales Rural,,2011,2012,2013,2014,2015,,,
Smartphone,66,63,67,63,63,,64,59,,25,39,49,57,63,,,
Increase since Q1 2013,5,6,6,1,8,0,6,7,0,,,,,,,,
,,,,,,,,,,,,,,,,,
Smartphone 2014 Q1,61,57,61,62,55,,58,52,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"QD24B. Do you personally use a Smartphone? A Smartphone is a phone on which you can easily access emails, download files and applications, as well as view websites and generally surf the internet. Popular brands of Smartphone include BlackBerry, iPhone and Android phones such as the Samsung Galaxy.",,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n = 3756 UK, 496 Wales, 2264 England, 492 Scotland, 504 Northern Ireland, 249 Wales urban, 247 Wales rural, 493 Wales 2011, 513 Wales 2012, 492 Wales 2013, 491 Wales 2014, 496 Wales 2015)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 5.3,,,,,,,,,,,,,,,,,
Take-up of tablet computers in Wales,,,,,,,,,,,,,,,,,
Households (%) / percentage point change in take-up of tablet computers from W1 2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Nation,,,,,Urbanity,,,Wales,,,,,,,
,UK,Wales,England,Scotland,N Ireland,,Wales Urban,Wales Rural,,2011,2012,2013,2014,2015,,,
Tablet PC,54,60,54,52,54,,62,54,,2,8,21,45,60,,,
Increase since Q1 2012,10,15,10,10,9,0,16,12,0,,,,,,,,
,,,,,,,,,,,,,,,,,
Tablet PC 2014 Q1,44,45,44,42,45,,46,42,,,,,,,,,
,,,,,,,,,,,,,,,,,
"QE1. Does your household have a  PC, laptop, netbook or tablet computer?",,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n = 3756 UK, 496 Wales, 2264 England, 492 Scotland, 504 Northern Ireland, 249 Wales urban, 247 Wales rural, 493 Wales 2011, 513 Wales 2012, 492 Wales 2013, 491 Wales 2014, 496 Wales 2015)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 5.4,,,,,,,,,,,,,,,,,
Most important device for accessing the internet in Wales,,,,,,,,,,,,,,,,,
Individuals %,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Column1,Column2,Laptop,Smartphone,Desktop,Tablet,Other device,None,Don't know,Other,,,,,,,,
,UK,30,33,14,19,1,1,*,3,,,,,,,,
,Wales,37,26,10,22,2,1,*,4,,,,,,,,
Urbanity,Wales Urban,38,27,8,22,2,1,0,4,,,,,,,,
,Wales Rural,35,22,19,21,3,*,*,3,,,,,,,,
Gender,Male,36,24,14,23,3,*,0,3,,,,,,,,
,Female,36,25,10,25,1,1,*,2,,,,,,,,
Age Group,16-34,31,44,6,18,1,0,*,1,,,,,,,,
,35-54,40,28,6,22,4,2,0,4,,,,,,,,
,55+,41,4,21,27,2,1,0,8,,,,,,,,
Social Group,ABC1,46,17,13,21,2,1,0,3,,,,,,,,
,C2DE,28,35,8,23,2,1,*,5,,,,,,,,
Household Income,"Under 
£17.5K",36,32,16,11,2,0,1,5,,,,,,,,
,£17.5K+,43,18,11,28,1,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
"QE40. Which is the most important device you use to connect to the internet, at home or elsewhere? “Other” responses include: “Other device”, “None” and “don’t know”.",,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
"Base: Internet users aged 16+ (n = 3095 UK, 413 Wales, 204 Wales urban, 209 Wales rural, 123 16-34, 147 35-54, 143 55+, 232 ABC1, 181 C2DE, 121 under £17.5K, 112 £17.5K+). ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 5.5,,,,,,,,,,,,,,,,,
Claimed time spent on the internet in a typical week,,,,,,,,,,,,,,,,,
Hours per week,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Scotland,N Ireland,England,Wales,UK,,,,,,,,,,,,
At home,13,13.6,12.4,15.3,12.6,,,,,,,,,,,,
At workplace/ place of education,4.8,5.3,5.7,4.2,5.5,,,,,,,,,,,,
Anywhere else,2.1,2.7,2.4,1.6,2.3,,,,,,,,,,,,
Total,19.9,21.6,20.5,21.2,20.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"IN6A-C – How many hours in a typical week would you say you use the internet at home/ at your workplace or place of education/ anywhere else? (Unprompted responses, single coded)",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ who use the internet at home or elsewhere (1609 UK, 1022 England, 194 Scotland, 200 Wales, 193 Northern Ireland). Significance testing shows any difference between any nation and the UK.",,,,,,,,,,,,,,,,,
"Source: Ofcom research, fieldwork carried out by Saville Rossiter-Base in October to November 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 5.6,,,,,,,,,,,,,,,,,
Activities conducted online by internet users in Wales,,,,,,,,,,,,,,,,,
Individuals %,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Streamed audio services,Listening to radio,Uploading/ adding content to internet,Downloading music,Using local council/ Government websites,Finding/ downloading info for college,Playing games,Trading/auctions,Watching short video clips,Find health information,Instant messaging,TV/ Video viewing,Banking,Purchasing goods/services,Using social networking sites,Sending and receiving email,General surfing/browsing
Used in the past week,7,10,10,12,9,15,20,15,22,9,35,37,47,33,55,67,79
Use less often,8,18,14,17,22,16,12,20,13,28,14,16,10,32,13,9,9
,15,18,24,29,31,31,32,35,35,37,49,53,57,65,68,76,88
,,,,,,,,,,,,,,,,,
"QE5. Which, if any, of these do you use the internet for?",,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
Base: Adults aged 16+ who use the internet at home or elsewhere (n= 413 Wales 2015),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.01,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Approximate number of items of post sent each month,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All respondents (n = 3557 adults 16+, 2123 England, 580 Scotland, 418 Wales, 436 Northern Ireland)QC1. Approximately how many items of post – including letters, cards and parcels – have you personally sent in the last month?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Items sent,Adults 16+,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
None,23,22,36,25,33,,,,,,,,,,,,
1 or 2 items,21,21,17,14,20,,,,,,,,,,,,
3 or 4 items,19,19,17,19,18,,,,,,,,,,,,
5-10 items,23,23,22,28,19,,,,,,,,,,,,
11-20 items,8,9,3,8,5,,,,,,,,,,,,
21+ items,5,5,5,6,6,,,,,,,,,,,,
Don't know,,,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Type of post sent in the past month,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of consumers (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All who have personally sent any items of post in the last week (n = 2685 UK, 1673 England, 382 Scotland, 330 Wales, 300 Northern Ireland)QC5. Which of these types of mail would you say you have personally sent in the last month by post? (MULTICODE)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Types sent,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
Formal letters,38,39,32,35,30,,,,,,,,,,,,
Payments for bills,28,28,30,22,38,,,,,,,,,,,,
Personal letters,30,31,31,24,26,,,,,,,,,,,,
Invitations/ greetings cards/ postcards,56,55,63,58,47,,,,,,,,,,,,
Larger parcels,39,39,33,42,38,,,,,,,,,,,,
Smaller parcels,22,23,14,20,22,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.03,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Net claimed change in amount of post sent in the past two years,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All respondents (n = 3557 adults 16+, 2123 England, 580 Scotland, 418 Wales, 436 Northern Ireland) QC10. Compared with two years ago, would you say that the number of items you send through the post has... increased greatly, increased slightly, stayed the same, decreased slightly, decreased greatly? Note: Chart shows net percentage (% who claim their use has increased - % who claim their use has decreased)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
change,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
post sent,-8,-7,-18,-3,-10,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Net change in amount of post predicted to be sent in two years’ time ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All respondents (n = 2354 adults 16+, 1433 England, 379 Scotland, 278 Wales, 264 Northern Ireland) QC25. Looking to the future... Compared with now, would you say that the number of letters and cards you will be sending in the post two years from now will have… increased greatly, increased slightly, stayed the same, decreased slightly, decreased greatly? Note: Chart shows net percentage (% who claim their use will increase - % who claim their use will decrease)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
change,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
letters and cards will send,-5,-4,-16,-2,-7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Approximate number of items of post received in the past week,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All respondents (n = 3557 adults 16+, 2123 England, 580 Scotland, 418 Wales, 436 Northern Ireland) QD1. Approximately how many items of post – including letters, cards and parcels – have you personally received in the last week?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Items received,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
None,6,6,6,5,11,,,,,,,,,,,,
1 or 2 items,14,14,17,15,21,,,,,,,,,,,,
3 or 4 items,17,17,19,17,19,,,,,,,,,,,,
5-10 items,39,39,38,36,30,,,,,,,,,,,,
11-20 items,18,18,16,19,15,,,,,,,,,,,,
21+ items,6,6,4,8,2,,,,,,,,,,,,
Don't know,1,1,,1,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Types of items people are receiving more often,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of consumers (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015  Base: All respondents who say that the number of items received by post has increased, compared to two years ago (n = 885 adults 16+, 580 England, 130 Scotland, 98 Wales, 77 Northern Ireland) QD6. Which of these types of addressed items are you personally receiving more often through the post now? (MULTICODE). *Caution: Low base",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Types received more of,UK,England,Scotland,Wales*,N Ireland*,,,,,,,,,,,,
Letters from organisation you have a relationship with,26,28,11,19,19,,,,,,,,,,,,
Standard circulars from organisations you have a relationship with,29,29,31,17,19,,,,,,,,,,,,
Addressed direct mail from other organisations,35,34,49,46,19,,,,,,,,,,,,
Bills/ invoices/ statements,35,37,15,18,40,,,,,,,,,,,,
Personal letters,5,5,4,6,9,,,,,,,,,,,,
Invitations/ greetings cards,5,5,8,8,8,,,,,,,,,,,,
Larger parcels,24,22,39,29,23,,,,,,,,,,,,
Smaller parcels,31,31,31,38,26,,,,,,,,,,,,
Catalogues/ brochures,19,20,7,12,23,,,,,,,,,,,,
Subscription magazines,9,10,5,1,11,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.07,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Satisfaction with specific aspects of Royal Mail’s service,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of consumers (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014 - Q1 2015 Base: All respondents in Wales (n = 3557 UK, 418 Wales)QE3A-F. Satisfaction with specific aspects of Royal Mail’s services – Ranked by proportion satisfied among adults in Wales",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Cost of postage,Time of day post is delivered,Number of post boxes and Post offices,Location of post boxes and Post Offices,Length of time to reach its destination,Security of the service,,,,,,,,,,,
Business ,,,,,,,,,,,,,,,,,
UK,58,79,77,78,83,88,,,,,,,,,,,
Wales,53,81,69,73,91,93,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.08,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Problems experienced with Royal Mail in the past 12 months,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of consumers (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Residential Postal Tracker, Q2 2014-Q1 2015  Base: All respondents (n = 3557 adults 16+, 2123 England, 580 Scotland, 418 Wales, 436 Northern Ireland) QG1A-E. Problems experienced with Royal Mail service in the last 12 months – Ranked by proportion among all UK adults",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Problems experienced,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
ANY OF THESE,44,45,30,43,39,,,,,,,,,,,,
Mis-delivered mail,29,31,12,26,27,,,,,,,,,,,,
Delayed mail,13,14,4,16,13,,,,,,,,,,,,
Lost mail,10,10,3,12,9,,,,,,,,,,,,
Damaged mail,9,9,5,9,6,,,,,,,,,,,,
Mail that has been tampered with,4,4,2,4,6,,,,,,,,,,,,
Card left from Royal Mail when someone in to receive it  ,12,11,18,9,7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Royal Mail services used to send standard post each month,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Net First Class:UK           = 80%England   = 81%Scotland  = 75%Wales      = 82%N Ireland  = 75%",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Business Postal Tracker, Q2 2014-Q1 2015Base : All respondents using RM standard delivery services (n = 1493 UK, 916 England, 205 Scotland, 182 Wales, 190 N Ireland) QV6d. Which, if any, of the following Royal Mail services does your organisation use to send your standard mail?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
Standard First Class stamp,68,69,64,70,59,,,,,,,,,,,,
Standard Second Class stamp,57,56,61,58,61,,,,,,,,,,,,
Large letter First Class,28,28,30,23,23,,,,,,,,,,,,
Large letter Second Class,20,20,22,20,20,,,,,,,,,,,,
Franked First Class,9,9,8,9,16,,,,,,,,,,,,
Franked Second Class,8,8,8,10,18,,,,,,,,,,,,
Standard parcels,15,15,18,12,16,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Switched some mail to other communication methods over last twelve months,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of respondents (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Business Postal Tracker, Q2 2014-Q1 2015Base: All respondents (n = 1591 UK, 973 England, 217 Scotland, 198 Wales, 203 N Ireland)QF4. Over the last 12 months, has your organisation moved some mail to other communication methods?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
Yes,63,63,59,62,70,,,,,,,,,,,,
No,37,37,41,38,30,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Reasons for switching some mail to other methods over past 12 months,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proportion of respondents (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Business Postal Tracker, Q2 2014-Q1 2015 Base: All who have moved to other communication methods (n = 1028 UK, 626 England, 127 Scotland, 130 Wales, 145 N Ireland) QF6: Why have you moved some mail to other communication methods? OPEN ENDED Top 5 reasons shown",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
Quicker,46,46,51,45,39,,,,,,,,,,,,
Cost saving,41,41,29,39,44,,,,,,,,,,,,
Customer preference,24,23,27,31,21,,,,,,,,,,,,
Convenience,15,15,13,10,13,,,,,,,,,,,,
Price of postage,4,5,3,2,3,,,,,,,,,,,,
Reduce admin time spent on alternative media ,3,3,5,2,5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Overall satisfaction with the quality of service from Royal Mail,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Business Postal Tracker, Q2 2014-Q1 2015 Base: All respondents who use Royal Mail (n = 1563 UK, 958 England, 213 Scotland, 195 Wales, 197 Northern Ireland) QRM2. Thinking generally about the service your organisation receives as a whole, on a scale of 1 to 5 where 1 is very dissatisfied and 5 is very satisfied, how satisfied are you with the overall quality of the services you receive from Royal Mail as a recipient and sender?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,
Very satisfied,38,38,39,43,46,,,,,,,,,,,,
Fairly satisfied,39,39,43,36,44,,,,,,,,,,,,
Neither satisfied nor dissatisfied,17,18,12,15,9,,,,,,,,,,,,
Fairly dissatisfied,4,4,4,4,1,,,,,,,,,,,,
Very dissatisfied,1,1,2,1,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wales 6.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 6.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Satisfaction with specific aspects of Royal Mail’s service,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Business Postal Tracker, Q2 2014-Q1 2015Base: All respondents who use Royal Mail (n = 1563 UK, 195 Wales)QRM3: How would you rate the performance of Royal Mail, as a recipient and sender, in the following areas on a 5 point scale where 1 is very dissatisfied and 5 is very satisfied?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Price of postage ,Latest collection time ,Time of collection,Delivery time,Collection reliability ,Amount of lost mail,Delivery consistency / reliability,,,,,,,,,,
,,,,,,,,,,,,,,,,,
UK,32,60,61,66,67,75,76,,,,,,,,,,
Wales,33,68,67,70,74,75,79,,,,,,,,,,
