Organisation Name,Effective date,Service,Supplier Name,Payment Date,Transaction Number,Net Amount (£),gl Code Desc
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860516,1337.32,SELF - FUNDING DEFERRED PAYMENTS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860517,1337.32,SELF - FUNDING DEFERRED PAYMENTS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860518,1337.32,SELF - FUNDING DEFERRED PAYMENTS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860519,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,CAREPORT ADVISORY,19/12/2014,V000860521,880.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,19/12/2014,V000860522,900.84,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,19/12/2014,V000860523,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,19/12/2014,V000860524,1192.48,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 2 LTD,19/12/2014,V000860527,-1312.08,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 2 LTD,19/12/2014,V000860537,1297.2,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,19/12/2014,V000860538,888.76,SELF - FUNDING DEFERRED PAYMENTS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,19/12/2014,V000860540,1254.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,GORSEY CLOUGH NURSING HOME,19/12/2014,V000860541,1238.92,RESIDENTIAL LONG TERM
ROCHDALE,22/12/2014,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,22/12/2014,V000860542,924.8,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,19/12/2014,V000860543,1074.36,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860547,1220.88,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,19/12/2014,V000860548,1048.48,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,19/12/2014,V000860549,1589.48,NURSING LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,LINK ABILITY,19/12/2014,V000860550,1245,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860551,1067.04,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860552,-731.28,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860553,-1077.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860555,995.48,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860558,1238.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860559,1238.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860560,1238.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860561,1238.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860566,1034.72,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,19/12/2014,V000860568,1589.48,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,19/12/2014,V000860572,1088,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,PENDLE RESIDENTIAL CARE,19/12/2014,V000860575,4097.8,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,19/12/2014,V000860576,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,19/12/2014,V000860577,777.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860579,1093.68,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860580,1093.68,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860582,818.88,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860583,847.24,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,19/12/2014,V000860584,1044.84,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860585,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860586,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,19/12/2014,V000860588,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,19/12/2014,V000860589,1270.08,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,19/12/2014,V000860590,1065.76,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,19/12/2014,V000860591,1238.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,19/12/2014,V000860592,502.32,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAST & WEST HEALTHCARE LIMITED,19/12/2014,V000860593,1033.24,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EMBRACE ALL LTD,19/12/2014,V000860594,1116.64,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,19/12/2014,V000860595,1435.2,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,19/12/2014,V000860597,1057.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,19/12/2014,V000860598,604.04,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,19/12/2014,V000860599,1064.4,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,19/12/2014,V000860600,1589.48,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAST & WEST HEALTHCARE LIMITED,19/12/2014,V000860601,1203.88,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,19/12/2014,V000860604,853.32,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,19/12/2014,V000860605,1080.36,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,19/12/2014,V000860606,1117.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860607,943.12,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,19/12/2014,V000860608,1573.48,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,19/12/2014,V000860609,586.24,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,19/12/2014,V000860610,792.32,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,19/12/2014,V000860611,1440.8,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,19/12/2014,V000860612,1070.88,RESIDENTIAL LONG TERM
ROCHDALE,22/12/2014,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,22/12/2014,V000860613,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,19/12/2014,V000860615,1573.48,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,19/12/2014,V000860616,793.88,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,19/12/2014,V000860617,1077.68,RESIDENTIAL LONG TERM
ROCHDALE,22/12/2014,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,22/12/2014,V000860620,951.12,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,19/12/2014,V000860622,987.2,SELF - FUNDING DEFERRED PAYMENTS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,19/12/2014,V000860623,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,19/12/2014,V000860624,645.84,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,19/12/2014,V000860625,1077.68,NURSING LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,EHC MOSTON GRANGE LTD,19/12/2014,V000860626,2160,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,19/12/2014,V000860627,1061.08,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860628,1238.48,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860629,1044,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,LEYTON HEALTHCARE NO 2 LTD,19/12/2014,V000860630,1280.4,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,19/12/2014,V000860631,996.96,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860632,1183.2,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860633,1061.32,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,19/12/2014,V000860635,1075.88,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,DELPHSIDE LTD,19/12/2014,V000860636,2300.84,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,19/12/2014,V000860637,1573.48,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,19/12/2014,V000860638,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,19/12/2014,V000860639,1002.28,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,19/12/2014,V000860640,654.31,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,19/12/2014,V000860641,1077.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,19/12/2014,V000860642,1077.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,19/12/2014,V000860643,1077.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ACORN LODGE NURSING HOME,19/12/2014,V000860645,765.48,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860646,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860648,1056.12,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,19/12/2014,V000860649,894.44,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,19/12/2014,V000860651,796.2,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,19/12/2014,V000860652,855.36,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,19/12/2014,V000860653,1750.72,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 2 LTD,19/12/2014,V000860654,1280.4,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,19/12/2014,V000860655,2009,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860657,1054.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,19/12/2014,V000860658,1088.16,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,19/12/2014,V000860659,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,19/12/2014,V000860660,3423,HOME CARE SPOT PURCHASES
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,19/12/2014,V000860661,1000.04,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,19/12/2014,V000860662,1015.56,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,19/12/2014,V000860663,1205,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,19/12/2014,V000860664,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860666,1093.68,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,19/12/2014,V000860668,1109.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,19/12/2014,V000860669,793.12,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,19/12/2014,V000860671,-730.2,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,19/12/2014,V000860672,524.72,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860676,1238.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,19/12/2014,V000860677,1056.72,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,19/12/2014,V000860678,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,DOMAIN CARE NORTH WEST LTD,19/12/2014,V000860679,720,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,19/12/2014,V000860680,875.36,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,19/12/2014,V000860681,792.48,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,19/12/2014,V000860682,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,19/12/2014,V000860683,848.72,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,19/12/2014,V000860684,1054.62,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,19/12/2014,V000860685,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,19/12/2014,V000860686,6936.8,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860687,1077.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,19/12/2014,V000860689,571.12,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,MOOR PARK HOUSE,19/12/2014,V000860690,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,19/12/2014,V000860691,874.56,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,19/12/2014,V000860692,1009.44,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,19/12/2014,V000860693,1034.4,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860694,1750.72,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,19/12/2014,V000860696,1093.68,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,19/12/2014,V000860698,823.16,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,19/12/2014,V000860699,960.36,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,19/12/2014,V000860700,767.36,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860701,930,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,19/12/2014,V000860703,1270.08,SELF - FUNDING DEFERRED PAYMENTS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,19/12/2014,V000860704,1270.08,SELF - FUNDING DEFERRED PAYMENTS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,19/12/2014,V000860705,999.88,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,19/12/2014,V000860706,909.28,SELF - FUNDING DEFERRED PAYMENTS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,19/12/2014,V000860707,866,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,19/12/2014,V000860708,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,19/12/2014,V000860709,-826.03,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860710,788.49,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860711,1051.32,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,DOMAIN CARE NORTH WEST LTD,19/12/2014,V000860714,1441.53,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,DOMAIN CARE NORTH WEST LTD,19/12/2014,V000860715,1441.53,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,THE HESLEY GROUP LTD,19/12/2014,V000860716,19359.36,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,19/12/2014,V000860717,551.2,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,19/12/2014,V000860718,618.8,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,19/12/2014,V000860720,1061.24,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,19/12/2014,V000860721,1080.4,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000860722,1188.8,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,19/12/2014,V000860723,733.4,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,19/12/2014,V000860724,1231.32,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,19/12/2014,V000860725,1589.48,NURSING LONG TERM
ROCHDALE,22/12/2014,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,22/12/2014,V000860726,950.36,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,19/12/2014,V000860727,1254.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860728,670.76,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860730,1103.88,SELF - FUNDING DEFERRED PAYMENTS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,19/12/2014,V000860732,1096.68,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,19/12/2014,V000860733,1077.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,19/12/2014,V000860734,1077.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,19/12/2014,V000860735,2510,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,19/12/2014,V000860736,806.4,PERSONAL BUDGETS - MANAGED
