Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Amount
Department of Health,Western Cheshire PCT,18/05/2011,MINOR INJURIES SERVICES GENERAL,General Practioner Payments,GREAT SUTTON M C,447.76
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,GREAT SUTTON M C,"1,240.92"
Department of Health,Western Cheshire PCT,18/05/2011,NURSING/RESIDENTIAL HOMES GENERAL,General Practioner Payments,GREAT SUTTON M C,"2,358.00"
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,GREAT SUTTON M C,"2,118.06"
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,GREAT SUTTON M C,-26.03
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,GREAT SUTTON M C,-204.59
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,GREAT SUTTON M C,"30,639.27"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,GREAT SUTTON M C,"4,586.49"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,GREAT SUTTON M C,"8,471.53"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,GREAT SUTTON M C,"3,419.42"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,GREAT SUTTON M C,"3,796.38"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,GREAT SUTTON M C,731.32
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,GREAT SUTTON M C,"21,153.47"
Department of Health,Western Cheshire PCT,18/05/2011,RETAINER SCHEME GENERAL,General Practioner Payments,GREAT SUTTON M C,"2,308.02"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN AVC GENERAL,General Practioner Payments,GREAT SUTTON M C,-77.55
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,GREAT SUTTON M C,"26,700.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,GREAT SUTTON M C,"-4,029.18"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,GREAT SUTTON M C,"-2,245.19"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,GREAT SUTTON M C,"-28,117.80"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,GREAT SUTTON M C,-12
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,GREAT SUTTON M C,944.68
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,GREAT SUTTON M C,667.94
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,GREAT SUTTON M C,785.24
Department of Health,Western Cheshire PCT,18/05/2011,MINOR INJURIES SERVICES GENERAL,General Practioner Payments,GREAT SUTTON M C,111.94
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,GREAT SUTTON M C,988.14
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,GREAT SUTTON M C,457.55
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,GREAT SUTTON M C,-24.16
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,GREAT SUTTON M C,-189.88
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,GREAT SUTTON M C,"28,846.94"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,GREAT SUTTON M C,"4,332.77"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,GREAT SUTTON M C,"9,280.16"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,GREAT SUTTON M C,"3,419.42"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,GREAT SUTTON M C,"3,502.35"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,GREAT SUTTON M C,630.18
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,GREAT SUTTON M C,490.27
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,UPTON VILLAGE SURGERY,"26,400.00"
Department of Health,Western Cheshire PCT,18/05/2011,GSUM APR- JUN,General Practioner Payments,UPTON VILLAGE SURGERY,515.17
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,"-3,407.85"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,"-1,738.27"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,UPTON VILLAGE SURGERY,"-27,549.06"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,UPTON VILLAGE SURGERY,-9
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,UPTON VILLAGE SURGERY,962.44
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,753.06
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,245.06
Department of Health,Western Cheshire PCT,18/05/2011,ALCOHOL - NEW PATIENT SCREENING,General Practioner Payments,UPTON VILLAGE SURGERY,16.08
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,620.46
Department of Health,Western Cheshire PCT,18/05/2011,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,26.93
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,UPTON VILLAGE SURGERY,414.66
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,UPTON VILLAGE SURGERY,-24.93
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,UPTON VILLAGE SURGERY,-195.91
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,UPTON VILLAGE SURGERY,"29,400.69"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,UPTON VILLAGE SURGERY,"3,690.52"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,"7,521.06"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,"5,362.50"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,"3,591.89"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,318.98
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,891.4
Department of Health,Western Cheshire PCT,18/05/2011,STUDENT MMR GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,15.56
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN AVC GENERAL,General Practioner Payments,UPTON VILLAGE SURGERY,-740.93
Department of Health,Western Cheshire PCT,18/05/2011,LEARING DISABLITY - ASPIRATION,General Practioner Payments,UPTON VILLAGE SURGERY,"2,043.20"
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"29,400.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"-3,891.93"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"-1,993.98"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"-30,692.96"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,-12
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"1,026.64"
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,565.18
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"2,988.95"
Department of Health,Western Cheshire PCT,18/05/2011,ALCOHOL - NEW PATIENT SCREENING,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,4.02
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,965.16
Department of Health,Western Cheshire PCT,18/05/2011,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,53.86
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,600.58
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,-27.41
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,-215.43
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"32,782.15"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"4,128.09"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"8,462.98"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"3,229.17"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"3,915.56"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,941.38
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"3,181.05"
Department of Health,Western Cheshire PCT,18/05/2011,RETAINER SCHEME GENERAL,General Practioner Payments,HANDBRIDGE MEDICAL CENTRE,"2,308.02"
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,HOOLE ROAD Surgery,"-2,028.08"
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN EES GENERAL,General Practioner Payments,HOOLE ROAD Surgery,"-1,141.61"
Department of Health,Western Cheshire PCT,13/05/2011,COURIER,General Practioner Payments,HOOLE ROAD Surgery,-3
Department of Health,Western Cheshire PCT,13/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,HOOLE ROAD Surgery,734.92
Department of Health,Western Cheshire PCT,13/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,HOOLE ROAD Surgery,"1,627.69"
Department of Health,Western Cheshire PCT,13/05/2011,ALCOHOL - NEW PATIENT SCREENING,General Practioner Payments,HOOLE ROAD Surgery,4.02
Department of Health,Western Cheshire PCT,13/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,HOOLE ROAD Surgery,413.64
Department of Health,Western Cheshire PCT,13/05/2011,MENTAL HEALTH,General Practioner Payments,HOOLE ROAD Surgery,518.68
Department of Health,Western Cheshire PCT,13/05/2011,NURSING/RESIDENTIAL HOMES GENERAL,General Practioner Payments,HOOLE ROAD Surgery,"4,904.64"
Department of Health,Western Cheshire PCT,13/05/2011,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,HOOLE ROAD Surgery,26.93
Department of Health,Western Cheshire PCT,13/05/2011,SENIORITY PAYMENT GENERAL,General Practioner Payments,HOOLE ROAD Surgery,759.67
Department of Health,Western Cheshire PCT,13/05/2011,LEVY (STAT),General Practioner Payments,HOOLE ROAD Surgery,-72.31
Department of Health,Western Cheshire PCT,13/05/2011,SPIROMETRY/ECG,General Practioner Payments,HOOLE ROAD Surgery,923.18
Department of Health,Western Cheshire PCT,13/05/2011,LEVY (VOL),General Practioner Payments,HOOLE ROAD Surgery,-9.2
Department of Health,Western Cheshire PCT,13/05/2011,ADVANCES,General Practioner Payments,HOOLE ROAD Surgery,-536.12
Department of Health,Western Cheshire PCT,13/05/2011,QUALITY ASPIRATION PYMT GENERAL,General Practioner Payments,HOOLE ROAD Surgery,"3,509.17"
Department of Health,Western Cheshire PCT,13/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,HOOLE ROAD Surgery,"1,083.33"
Department of Health,Western Cheshire PCT,13/05/2011,OOH DEDUCTION GENERAL,General Practioner Payments,HOOLE ROAD Surgery,-616.25
Department of Health,Western Cheshire PCT,13/05/2011,BUDGET GENERAL,General Practioner Payments,HOOLE ROAD Surgery,315.08
Department of Health,Western Cheshire PCT,13/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,HOOLE ROAD Surgery,"2,709.19"
Department of Health,Western Cheshire PCT,13/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,HOOLE ROAD Surgery,365.66
Department of Health,Western Cheshire PCT,13/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,HOOLE ROAD Surgery,"3,403.90"
Department of Health,Western Cheshire PCT,13/05/2011,BUDGET GENERAL,General Practioner Payments,HOOLE ROAD Surgery,"21,384.00"
Department of Health,Western Cheshire PCT,13/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,WILLASTON SURGERY,40.84
Department of Health,Western Cheshire PCT,13/05/2011,SPIROMETRY/ECG,General Practioner Payments,WILLASTON SURGERY,130.72
Department of Health,Western Cheshire PCT,13/05/2011,ADVANCES,General Practioner Payments,WILLASTON SURGERY,-533.78
Department of Health,Western Cheshire PCT,13/05/2011,QUALITY ASPIRATION PYMT GENERAL,General Practioner Payments,WILLASTON SURGERY,"3,493.87"
Department of Health,Western Cheshire PCT,13/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,WILLASTON SURGERY,"-2,011.49"
Department of Health,Western Cheshire PCT,13/05/2011,BUDGET GENERAL,General Practioner Payments,WILLASTON SURGERY,"49,041.67"
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,LACHE HEALTH CENTRE,"28,800.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,LACHE HEALTH CENTRE,"-3,604.98"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,LACHE HEALTH CENTRE,"-1,977.23"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,LACHE HEALTH CENTRE,"-29,808.52"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,LACHE HEALTH CENTRE,-12
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,LACHE HEALTH CENTRE,956.68
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,LACHE HEALTH CENTRE,723.72
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,LACHE HEALTH CENTRE,"2,753.02"
Department of Health,Western Cheshire PCT,18/05/2011,ALCOHOL - NEW PATIENT SCREENING,General Practioner Payments,LACHE HEALTH CENTRE,172.86
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,LACHE HEALTH CENTRE,827.28
Department of Health,Western Cheshire PCT,18/05/2011,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,LACHE HEALTH CENTRE,26.93
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,LACHE HEALTH CENTRE,"1,105.03"
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,LACHE HEALTH CENTRE,-25.02
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,LACHE HEALTH CENTRE,-196.63
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,LACHE HEALTH CENTRE,"30,419.93"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,LACHE HEALTH CENTRE,"5,896.53"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,LACHE HEALTH CENTRE,"6,601.25"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,LACHE HEALTH CENTRE,"3,562.85"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,LACHE HEALTH CENTRE,661.3
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,LACHE HEALTH CENTRE,"3,359.33"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN AVC GENERAL,General Practioner Payments,LACHE HEALTH CENTRE,-413.91
Department of Health,Western Cheshire PCT,18/05/2011,LEARING DISABLITY - ASPIRATION,General Practioner Payments,LACHE HEALTH CENTRE,919.44
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,OLD HALL SURGERY,"25,800.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,OLD HALL SURGERY,"-2,358.93"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,OLD HALL SURGERY,"-1,156.20"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,OLD HALL SURGERY,"-27,038.02"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,OLD HALL SURGERY,-12
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,OLD HALL SURGERY,870.4
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,OLD HALL SURGERY,"1,141.06"
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,OLD HALL SURGERY,650.46
Department of Health,Western Cheshire PCT,18/05/2011,MINOR INJURIES SERVICES GENERAL,General Practioner Payments,OLD HALL SURGERY,"1,399.25"
Department of Health,Western Cheshire PCT,18/05/2011,ALCOHOL - NEW PATIENT SCREENING,General Practioner Payments,OLD HALL SURGERY,209.04
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,OLD HALL SURGERY,942.18
Department of Health,Western Cheshire PCT,18/05/2011,STUDENT MMR GENERAL,General Practioner Payments,OLD HALL SURGERY,414.6
Department of Health,Western Cheshire PCT,18/05/2011,NURSING/RESIDENTIAL HOMES GENERAL,General Practioner Payments,OLD HALL SURGERY,"1,823.52"
Department of Health,Western Cheshire PCT,18/05/2011,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,OLD HALL SURGERY,26.93
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,OLD HALL SURGERY,"1,011.06"
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,OLD HALL SURGERY,-21.56
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,OLD HALL SURGERY,-169.48
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,OLD HALL SURGERY,"28,067.58"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,OLD HALL SURGERY,"4,255.28"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,OLD HALL SURGERY,"8,103.40"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,OLD HALL SURGERY,"2,416.67"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,OLD HALL SURGERY,"3,127.85"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,OLD HALL SURGERY,381.22
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,OLD HALL SURGERY,356.56
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN AVC GENERAL,General Practioner Payments,OLD HALL SURGERY,-173.81
Department of Health,Western Cheshire PCT,18/05/2011,LEARING DISABLITY - ASPIRATION,General Practioner Payments,OLD HALL SURGERY,"3,064.80"
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,KELSALL MEDICAL CENTRE,"18,800.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,"-3,169.84"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,"-1,852.88"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,KELSALL MEDICAL CENTRE,"-19,647.02"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,KELSALL MEDICAL CENTRE,-6
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,"1,938.30"
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,728.08
Department of Health,Western Cheshire PCT,18/05/2011,MINOR INJURIES SERVICES GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,951.49
Department of Health,Western Cheshire PCT,18/05/2011,ALCOHOL - NEW PATIENT SCREENING,General Practioner Payments,KELSALL MEDICAL CENTRE,28.14
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,505.56
Department of Health,Western Cheshire PCT,18/05/2011,STUDENT MMR GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,207.3
Department of Health,Western Cheshire PCT,18/05/2011,NURSING/RESIDENTIAL HOMES GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,"2,389.44"
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,KELSALL MEDICAL CENTRE,772.05
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,KELSALL MEDICAL CENTRE,-18.08
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,KELSALL MEDICAL CENTRE,-142.1
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,KELSALL MEDICAL CENTRE,"22,269.87"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,KELSALL MEDICAL CENTRE,"1,296.37"
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,"5,544.12"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,"1,708.33"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,"2,603.32"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,606.84
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,"1,738.23"
Department of Health,Western Cheshire PCT,18/05/2011,STUDENT MMR GENERAL,General Practioner Payments,KELSALL MEDICAL CENTRE,15.56
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,NORTHGATE VILLAGE SURGERY,"27,400.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,"-4,783.39"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,"-2,820.86"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,NORTHGATE VILLAGE SURGERY,"-28,826.10"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,NORTHGATE VILLAGE SURGERY,-9
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,NORTHGATE VILLAGE SURGERY,991.36
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,440.4
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,224.62
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,"1,194.96"
Department of Health,Western Cheshire PCT,18/05/2011,STUDENT MMR GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,"8,292.00"
Department of Health,Western Cheshire PCT,18/05/2011,NURSING/RESIDENTIAL HOMES GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,"2,263.68"
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,NORTHGATE VILLAGE SURGERY,770.02
Department of Health,Western Cheshire PCT,18/05/2011,PHLEBOTOMY,General Practioner Payments,NORTHGATE VILLAGE SURGERY,833.34
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,NORTHGATE VILLAGE SURGERY,-26.13
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,NORTHGATE VILLAGE SURGERY,-205.38
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,NORTHGATE VILLAGE SURGERY,"33,659.01"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,NORTHGATE VILLAGE SURGERY,466.54
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,"9,334.50"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,"3,029.17"
