Unique Reference Number,Transaction Date,Merchant Category Code Description,Location,Merchant Category Group Description,Amount,Supplier
FCOGPC2016031585,21/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,PRT,Training and Educational,"1,304.90",BRITISH COUNCIL
FCOGPC2016031586,21/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,PRT,Training and Educational,"1,304.90",BRITISH COUNCIL
FCOGPC2016031587,21/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,PRT,Training and Educational,"1,304.90",BRITISH COUNCIL
FCOGPC2016031588,21/03/2016,COMPUTER SOFTWARE STORES,NGA,Computer Equipment & Services,"1,394.32",2011LA078521400
FCOGPC2016031589,21/03/2016,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",BGR,General Retail and Wholesale,"1,473.51",BBR LTD
FCOGPC2016031590,21/03/2016,BUS LINES,GBR,Travel - Air/Rail/Road,"1,480.44",THE KINGS FERRY
FCOGPC2016031591,21/03/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,499.58",WILTS ELECTRICAL
FCOGPC2016031592,21/03/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,"1,582.29",FINA 30101 ZAGREB
FCOGPC2016031593,21/03/2016,ELECTRONIC SALES,ISR,General Retail and Wholesale,"1,643.16",POMPA(MALL-ZOL) LTD
FCOGPC2016031594,21/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,AUS,Miscellaneous Industrial/Commercial Supplies,"2,274.82",PITNEY BOWES AUST P
FCOGPC2016031595,21/03/2016,BOOK STORES,LUX,Books and Periodicals,"2,909.19",AMAZON UK MARKETPLACE
FCOGPC2016031596,21/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"5,204.20",MULTIYORK FRNTURE
FCOGPC2016031597,21/03/2016,BOOK STORES,LUX,Books and Periodicals,"5,398.40",AMAZON UK MARKETPLACE
FCOGPC2016031598,22/03/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",GBR,Utilities and Non Automotive Fuel,501.02,WP-AQUAGIB LTD
FCOGPC2016031599,22/03/2016,"CLEANING AND MAINTENANCE, JANITORIAL SERVICES",GBR,Cleaning Services and Supplies,505.55,PEST PATROL LTD
FCOGPC2016031600,22/03/2016,CATERERS,USA,Catering and Catering Supplies,512.41,LS CATERERS INC
FCOGPC2016031601,22/03/2016,CUSTOMER FINCL INSTIT-MANUAL CASH DISBURSEMENTS,ISL,Cash,514.71,CASH-SKOTSILFUR L
FCOGPC2016031602,22/03/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",GHA,Computer Equipment & Services,516.94,COMPU GHANA LIMITED OS
FCOGPC2016031603,22/03/2016,"DRUG STORES, PHARMACIES",PAK,Medical Supplies and Services,519.73,WORLD MART
FCOGPC2016031604,22/03/2016,TRAVEL,BEL,Airline,521.25,AIRLINE
FCOGPC2016031605,22/03/2016,HOUSEHOLD APPLIANCE STORES,PRT,General Retail and Wholesale,525.56,MEDIA MARKT ALFRAGIDE
FCOGPC2016031606,22/03/2016,CATERERS,PAK,Catering and Catering Supplies,526.59,CAPITAL CATERERS & DEC
FCOGPC2016031607,22/03/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",VNM,"Vehicles, servicing and spares",540.08,LAND ROVER SHOWROOM
FCOGPC2016031608,22/03/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,IND,General Retail and Wholesale,543.6,BONNER & COMPANY JUSTI
FCOGPC2016031609,22/03/2016,ELECTRONIC SALES,IND,General Retail and Wholesale,544.79,MARK SALES AND SERVICE
FCOGPC2016031610,22/03/2016,ADVERTISING SERVICES,GBR,Print and advertising,549.92,FLAGMAKERS
FCOGPC2016031611,22/03/2016,HARDWARE STORES,PAK,General Retail and Wholesale,549.95,QURESHI HARDWARE
FCOGPC2016031612,22/03/2016,TRAVEL AGENCIES,GBR,Travel Agencies,561.01,EBK EBOOKERS
FCOGPC2016031613,22/03/2016,ELECTRICAL PARTS AND EQUIPMENT,TUR,Building Materials,565.15,KIB-TEK LEFKOSA
FCOGPC2016031614,22/03/2016,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,TUN,Auto rental,580.84,AVIS AFRIC AUTO
FCOGPC2016031615,22/03/2016,AUTOMOTIVE BODY REPAIR SHOPS,ZAF,"Vehicles, servicing and spares",581.56,PJ AUTO COSMETI 6846
FCOGPC2016031616,22/03/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,IND,General Retail and Wholesale,595.14,NIRMAN INTERIOR CONSTR
FCOGPC2016031617,22/03/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,ISR,Mail Order / Direct Selling,606.03,THE HERALD TRIBUNE
FCOGPC2016031618,22/03/2016,HOTELS/MOTELS/RESORTS ,KGZ,Hotels,611.43,ACCOMODATION PROVIDER
FCOGPC2016031619,22/03/2016,CAR WASHES,RWA,"Vehicles, servicing and spares",622.21,ROYAL CLEANING LTD
FCOGPC2016031620,22/03/2016,CAR WASHES,RWA,"Vehicles, servicing and spares",622.21,ROYAL CLEANING LTD
FCOGPC2016031621,22/03/2016,"QUICK COPY,REPRODUCTION AND BLUEPRINTING SERVICES",ARE,"Office Stationery, equipment and supplies",632.92,DESCO COPY & PRINT CEN
FCOGPC2016031622,22/03/2016,ELECTRONIC SALES,TUR,General Retail and Wholesale,652.09,BIMEKS/CANKAYA
FCOGPC2016031623,22/03/2016,COMPUTER NETWORK/INFORMATION SERVICES,VNM,Computer Equipment & Services,663.62,CTCP TMDV PHONG VU
FCOGPC2016031624,22/03/2016,"BOOKS,PERIODICALS AND NEWSPAPERS",COL,Books and Periodicals,668.31,EL TIEMPO AVE EL DORA0
FCOGPC2016031625,22/03/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,668.45,FINA 30101 ZAGREB
FCOGPC2016031626,22/03/2016,LIMOUSINES AND TAXICABS,PER,Travel - Air/Rail/Road,676.57,FULLSERVIS SATELITAL
FCOGPC2016031627,22/03/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,678.19,FINA 30101 ZAGREB
FCOGPC2016031628,22/03/2016,TRAVEL,GBR,Airline,679.26,AIRLINE
FCOGPC2016031629,22/03/2016,"GROCERY STORES, SUPERMARKETS",RUS,General Retail and Wholesale,682.28,METRO CASH&CARRY 1013
FCOGPC2016031630,22/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,684.23,DIPLOMATIC MISSION SUP
FCOGPC2016031631,22/03/2016,"CLEANING AND MAINTENANCE, JANITORIAL SERVICES",QZZ,Cleaning Services and Supplies,684.23,LONI
FCOGPC2016031632,22/03/2016,TRAVEL AGENCIES,USA,Travel Agencies,685.56,BRICKELL TRAVEL MANAGE
FCOGPC2016031633,22/03/2016,CATERERS,PAK,Catering and Catering Supplies,687.39,CAPITAL CATERERS & DEC
FCOGPC2016031634,22/03/2016,"CLOCK, JEWELRY, WATCH, AND SILVERWARE STORE",BGR,General Retail and Wholesale,694.58,NAVITIMER
FCOGPC2016031635,22/03/2016,TIRE RETREADING AND REPAIR SHOPS,ARG,"Vehicles, servicing and spares",694.66,GOMERIAS NEUMEN
FCOGPC2016031636,22/03/2016,TIRE RETREADING AND REPAIR SHOPS,ARG,"Vehicles, servicing and spares",694.66,GOMERIAS NEUMEN
FCOGPC2016031637,22/03/2016,ELECTRICAL PARTS AND EQUIPMENT,HRV,Building Materials,694.97,MIKRONIS
FCOGPC2016031638,22/03/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,JPN,Professional Services,699.59,MACROMILL QUESTANT
FCOGPC2016031639,22/03/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",IRL,Mail and Courier Services,712.4,NEOPOST IRELAND LIMITE
FCOGPC2016031640,22/03/2016,"DEBT, MARRIAGE, PERSONAL-COUNSELING SERVICE",TUR,Personal Services,717.89,DATA EKSPERT YON.DAN.M
FCOGPC2016031641,22/03/2016,ADVERTISING SERVICES,COL,Print and advertising,719.26,TUPUBLICISTA.COM
FCOGPC2016031642,22/03/2016,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,TUN,Auto rental,732.23,AVIS AFRIC AUTO
FCOGPC2016031643,22/03/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,IND,General Retail and Wholesale,737.18,NIRMAN INTERIOR CONSTR
FCOGPC2016031644,22/03/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",MNE,Computer Equipment & Services,751.56,I CENTAR
FCOGPC2016031645,22/03/2016,MISCELLANEOUS PUBLISHING AND PRINTING,AUS,Print and advertising,812.76,VISUAL CHOICE DISPLAYS
FCOGPC2016031646,22/03/2016,ELECTRICAL PARTS AND EQUIPMENT,KEN,Building Materials,834.22,FARNEL AGENCIES
FCOGPC2016031647,22/03/2016,CAMERA AND PHOTOGRAPHIC SUPPLY STORES,PHL,General Retail and Wholesale,836.87,PERFECT SHOT
FCOGPC2016031648,22/03/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,852.51,FINA 30101 ZAGREB
FCOGPC2016031649,22/03/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",USA,Professional Services,858.34,THECIRCULARBOARD.COM
FCOGPC2016031650,22/03/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,RUS,General Retail and Wholesale,867.3,KIVI-TUR
FCOGPC2016031651,22/03/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,PRT,Training and Educational,869.37,BRITISH COUNCIL
FCOGPC2016031652,22/03/2016,POSTAL SERVICES-GOVERNMENT ONLY,LVA,Mail and Courier Services,873.57,RIGAS 10. PASTA NODALA
FCOGPC2016031653,22/03/2016,POSTAL SERVICES-GOVERNMENT ONLY,LVA,Mail and Courier Services,873.57,RIGAS 10. PASTA NODALA
FCOGPC2016031654,22/03/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",BRA,Professional Services,890.04,DORIA ASSOCIADOS
FCOGPC2016031655,22/03/2016,ADVERTISING SERVICES,CAN,Print and advertising,892.53,MCCABE PROMOTIONAL ADV
FCOGPC2016031656,22/03/2016,BEST WESTERN HOTELS,SWE,Hotels and accomodation,893.12,MORNINGTON HOTEL STOCK
FCOGPC2016031657,22/03/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",GBR,Training and Educational,900,UNI OF LIVERPOOL
FCOGPC2016031658,22/03/2016,HOTELS/MOTELS/RESORTS ,SLV,Hotels,907.95,ACCOMODATION PROVIDER
FCOGPC2016031659,22/03/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",JAM,"Office Stationery, equipment and supplies",925.87,STATIONERY & OFFICE SU
FCOGPC2016031660,22/03/2016,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",JPN,Catering and Catering Supplies,935.31,SQ BANGIT FLORDELIZA
FCOGPC2016031661,22/03/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,936,WWW.THEFPA.CO.UK
FCOGPC2016031662,22/03/2016,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",NGA,Building Services,936.23,FINABOD ENTERPRISES
FCOGPC2016031663,22/03/2016,BOOK STORES,LUX,Books and Periodicals,944.93,AMAZON UK MARKETPLACE
FCOGPC2016031664,22/03/2016,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,948.33,GIH GLOBALINDUSTRIALEQ
FCOGPC2016031665,22/03/2016,ADVERTISING SERVICES,COL,Print and advertising,949.43,TUPUBLICISTA.COM
FCOGPC2016031666,22/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",NOR,General Retail and Wholesale,953.78,IKEA SLEPENDEN
FCOGPC2016031667,22/03/2016,ELECTRICAL PARTS AND EQUIPMENT,KEN,Building Materials,969.16,FARNEL AGENCIES
FCOGPC2016031668,22/03/2016,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),NGA,Professional Services,977.82,BONITECH COMPUTERS LIM
FCOGPC2016031669,22/03/2016,CATERERS,USA,Catering and Catering Supplies,979.02,GOURMONDO CATERING
FCOGPC2016031670,22/03/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,IND,General Retail and Wholesale,984.6,BONNER & COMPANY JUSTI
FCOGPC2016031671,22/03/2016,MISCELLANEOUS GENERAL MERCHANDISE,GBR,General Retail and Wholesale,"1,000",CHARTERED INS OF
FCOGPC2016031672,22/03/2016,MISCELLANEOUS GENERAL MERCHANDISE,GBR,General Retail and Wholesale,"1,000",CHARTERED INS OF
FCOGPC2016031673,22/03/2016,TRAVEL AGENCIES,PAK,Travel Agencies,"1,004.76",GERRYS TRAVEL AGENCY
FCOGPC2016031674,22/03/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,"1,022.53",FINA 30101 ZAGREB
FCOGPC2016031675,22/03/2016,MISCELLANEOUS PUBLISHING AND PRINTING,AUS,Print and advertising,"1,030.51",VISUAL CHOICE DISPLAYS
FCOGPC2016031676,22/03/2016,MISCELLANEOUS GENERAL MERCHANDISE,GBR,General Retail and Wholesale,"1,032",CHARTERED INS OF
FCOGPC2016031677,22/03/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",IND,"Vehicles, servicing and spares","1,035.17",GALAXY AUTOMOBILES PVT
FCOGPC2016031678,22/03/2016,DEPARTMENT STORES,PAK,General Retail and Wholesale,"1,073.49",NEW QUE BEE STORE
FCOGPC2016031679,22/03/2016,CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED,AFG,Building Materials,"1,082.93",HASHMATULLAH OMARI CON
FCOGPC2016031680,22/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",CZE,General Retail and Wholesale,"1,085.20",IKEA PRAHA ZLICIN
FCOGPC2016031681,22/03/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,"1,124.14",FINA 30101 ZAGREB
FCOGPC2016031682,22/03/2016,"EATING PLACES, RESTAURANTS",RUS,Restuarants and Bars,"1,154.89",CAFE ZAVOD
FCOGPC2016031683,22/03/2016,"EQUIPMENT RENTAL&LEASING SVS, FURNTURE/TOOL RENTAL",LUX,Miscellaneous Industrial/Commercial Supplies,"1,179.69",PAYPAL PANAMAINTER
FCOGPC2016031684,22/03/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,"1,197.40",FINA 30101 ZAGREB
FCOGPC2016031685,22/03/2016,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",CYP,Financial Services,"1,207.46",ATLANTIC INSURANCE
FCOGPC2016031686,22/03/2016,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",CYP,Financial Services,"1,207.46",ATLANTIC INSURANCE
FCOGPC2016031687,22/03/2016,ELECTRONIC SALES,ESP,General Retail and Wholesale,"1,207.46",MADRID HIFI
FCOGPC2016031688,22/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,TUR,Miscellaneous Industrial/Commercial Supplies,"1,241.59",ELCIN PROFESYONEL GIDA
FCOGPC2016031689,22/03/2016,CONCRETE WORK CONTRACTORS,TUR,Building Services,"1,260.13",HABITAT CONSTRUCTION
FCOGPC2016031690,22/03/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",USA,Training and Educational,"1,269.62",COLUMBIA EXECUTIVE EDU
FCOGPC2016031691,22/03/2016,MISCELLANEOUS PUBLISHING AND PRINTING,AUS,Print and advertising,"1,282.01",VISUAL CHOICE DISPLAYS
FCOGPC2016031692,22/03/2016,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",JPN,Catering and Catering Supplies,"1,284.31",SQ BANGIT FLORDELIZA
FCOGPC2016031693,22/03/2016,"EATING PLACES, RESTAURANTS",GBR,Restuarants and Bars,"1,286",PP HILLCREST
FCOGPC2016031694,22/03/2016,DEPARTMENT STORES,PAK,General Retail and Wholesale,"1,299.62",METRO HABIB CASH N C
FCOGPC2016031695,22/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,"1,323.60",WWW.UBIQUS.CO.UK
FCOGPC2016031696,22/03/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,IND,General Retail and Wholesale,"1,335.34",BONNER & COMPANY JUSTI
FCOGPC2016031697,22/03/2016,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,TUN,Auto rental,"1,342.51",AVIS AFRIC AUTO
FCOGPC2016031698,22/03/2016,CAR WASHES,RWA,"Vehicles, servicing and spares","1,349.27",ROYAL CLEANING LTD
FCOGPC2016031699,22/03/2016,CAR WASHES,RWA,"Vehicles, servicing and spares","1,349.27",ROYAL CLEANING LTD
FCOGPC2016031700,22/03/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",GBR,"Office Stationery, equipment and supplies","1,355",PICCOLO
FCOGPC2016031701,22/03/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,USA,Mail Order / Direct Selling,"1,359.03",ADVERTISING AGE ONLINE
FCOGPC2016031702,22/03/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,USA,Mail Order / Direct Selling,"1,359.03",ADVERTISING AGE ONLINE
FCOGPC2016031703,22/03/2016,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",NGA,Building Services,"1,364.41",FINABOD ENTERPRISES
FCOGPC2016031704,22/03/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,IND,General Retail and Wholesale,"1,415.37",BONNER & COMPANY JUSTI
FCOGPC2016031705,22/03/2016,TRAVEL AGENCIES,TUR,Travel Agencies,"1,428.07",ETIKS TURIZM
FCOGPC2016031706,22/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"1,479.63",DIPLOMATIC MISSION SUP
FCOGPC2016031707,22/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,TUR,Miscellaneous Industrial/Commercial Supplies,"1,489.90",ELCIN PROFESYONEL GIDA
FCOGPC2016031708,22/03/2016,HOTELS/MOTELS/RESORTS ,BOL,Hotels,"1,491.04",ACCOMODATION PROVIDER
FCOGPC2016031709,22/03/2016,DIRECT MARKETING-CATALOG MERCHANTS,ESP,Mail Order / Direct Selling,"1,496.87",MISCO IBERIA COMPUTER
FCOGPC2016031710,22/03/2016,DIRECT MARKETING-CATALOG MERCHANTS,ESP,Mail Order / Direct Selling,"1,496.87",MISCO IBERIA COMPUTER
FCOGPC2016031711,22/03/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,500",ACCOMODATION PROVIDER
FCOGPC2016031712,22/03/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,500",ACCOMODATION PROVIDER
FCOGPC2016031713,22/03/2016,DUTY FREE STORES,GBR,General Retail and Wholesale,"1,500",WWW.I-D-S.COM
FCOGPC2016031714,22/03/2016,DUTY FREE STORES,GBR,General Retail and Wholesale,"1,500",WWW.I-D-S.COM
FCOGPC2016031715,22/03/2016,DUTY FREE STORES,GBR,General Retail and Wholesale,"1,500",WWW.I-D-S.COM
FCOGPC2016031716,22/03/2016,"GROCERY STORES, SUPERMARKETS",NGA,General Retail and Wholesale,"1,520.19",NDUMAK NIGERIA LIMITED
FCOGPC2016031717,22/03/2016,DOOR-TO-DOOR SALES,BRA,Mail Order / Direct Selling,"1,621.85",LETMCIA MK
FCOGPC2016031718,22/03/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",GBR,Training and Educational,"1,800",MILTON KEYNES COLLEGE
FCOGPC2016031719,22/03/2016,HOTELS/MOTELS/RESORTS ,VNM,Hotels,"1,802.21",ACCOMODATION PROVIDER
FCOGPC2016031720,22/03/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,"2,456.40",FINA 30101 ZAGREB
FCOGPC2016031721,23/03/2016,MISCELLANEOUS PUBLISHING AND PRINTING,USA,Print and advertising,502.05,"LOGOBRANDERS, INC"
FCOGPC2016031722,23/03/2016,RECORD SHOPS,AUS,General Retail and Wholesale,513.25,IN HOUSE AUDIO VISUAL
FCOGPC2016031723,23/03/2016,GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS,DEU,Building Services,523.87,SUMUP RONALD BOTTCHE
FCOGPC2016031724,23/03/2016,HARDWARE STORES,TTO,General Retail and Wholesale,542.02,WILLIAM H SCOTT LTD
FCOGPC2016031725,23/03/2016,BAKERIES,BHR,Catering and Catering Supplies,542.13,MELISSAS EMPORIUM
FCOGPC2016031726,23/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JAM,General Retail and Wholesale,560.3,COURTS - CALL CENTRE
FCOGPC2016031727,23/03/2016,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",NGA,Building Services,568.89,FINABOD ENTERPRISES
FCOGPC2016031728,23/03/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",HRV,Computer Equipment & Services,585.43,STORE
FCOGPC2016031729,23/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",TUR,General Retail and Wholesale,589.74,BEYPA DAYANIKLI TUK.MA
FCOGPC2016031730,23/03/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,LUX,Mail Order / Direct Selling,595.74,AMAZON EU
FCOGPC2016031731,23/03/2016,MEN'S/WOMEN'S/CHILDREN'S UNIFORMS/COMMERCIAL CLOTH,RUS,Business Clothing and Footwear,595.86,IP AKATOVA EA
FCOGPC2016031732,23/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,609.18,MEDFORCE GOV SOLUTIONS
FCOGPC2016031733,23/03/2016,TRAVEL AGENCIES,ROM,Travel Agencies,617.9,BALINT INTERNATIONAL
FCOGPC2016031734,23/03/2016,BAKERIES,BHR,Catering and Catering Supplies,619.57,MELISSAS EMPORIUM
FCOGPC2016031735,23/03/2016,AUTOMOTIVE SERVICE SHOPS,QZZ,"Vehicles, servicing and spares",645.81,LTG KOSOVA LLC
FCOGPC2016031736,23/03/2016,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY",BRA,Print and advertising,652.04,ALPHAGRAPHICS
FCOGPC2016031737,23/03/2016,HARDWARE STORES,RWA,General Retail and Wholesale,659.79,BELECOM LTD
FCOGPC2016031738,23/03/2016,"GROCERY STORES, SUPERMARKETS",ARE,General Retail and Wholesale,665.49,ADCOOPS-MEENA CENTER
FCOGPC2016031739,23/03/2016,HOTELS/MOTELS/RESORTS ,LCA,Hotels,666.56,ACCOMODATION PROVIDER
FCOGPC2016031740,23/03/2016,DIRECT MARKETING-CATALOG MERCHANTS,JPN,Mail Order / Direct Selling,669.09,AMAZON.CO.JP
FCOGPC2016031741,23/03/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",JAM,Personal Services,680.56,HAWKEYE ELECTRONIC SEC
FCOGPC2016031742,23/03/2016,HOUSEHOLD APPLIANCE STORES,MAR,General Retail and Wholesale,681.9,COSMOS ELECTRO RABAT
FCOGPC2016031743,23/03/2016,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),USA,Professional Services,688.94,SQ WORLDOFWHEELS G
FCOGPC2016031744,23/03/2016,HARDWARE STORES,IND,General Retail and Wholesale,694.85,WET CONCEPTS
FCOGPC2016031745,23/03/2016,ELECTRONIC SALES,AUS,General Retail and Wholesale,696.7,SAVE TIME VISUALS
FCOGPC2016031746,23/03/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,MEX,Telecommunication Services,697.17,TELCEL REFORMA
FCOGPC2016031747,23/03/2016,MISCELLANEOUS GENERAL MERCHANDISE,NGA,General Retail and Wholesale,729.23,SIMCARE NIG LTD
FCOGPC2016031748,23/03/2016,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,IND,Automotive Fuel,732.29,AUTO CARE CENTRE
FCOGPC2016031749,23/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",NGA,General Retail and Wholesale,735.45,2033FC000003558
FCOGPC2016031750,23/03/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,753.6,WWW.UBIQUS.CO.UK
FCOGPC2016031751,23/03/2016,OFFICE AND COMMERCIAL FURNITURE,PHL,"Office Stationery, equipment and supplies",757.02,FURSYS PHILS INC-4A N
FCOGPC2016031752,23/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,766.7,KOIZAINTERNATIONAL
FCOGPC2016031753,23/03/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",JAM,Personal Services,766.93,EGIS SECURITY SYSTEMS
FCOGPC2016031754,23/03/2016,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,AUT,"Office Stationery, equipment and supplies",771.74,WWW.VIKINGDIRECT.IE
FCOGPC2016031755,23/03/2016,HARDWARE EQUIPMENT AND SUPPLIES,KEN,Miscellaneous Industrial/Commercial Supplies,772.71,DAVIS & SHIRTLIFF LTD
FCOGPC2016031756,23/03/2016,ELECTRONIC SALES,LTU,General Retail and Wholesale,787.8,UAB LITERNA
FCOGPC2016031757,23/03/2016,COMPUTER SOFTWARE STORES,IRL,Computer Equipment & Services,800.5,ADOBE CREATIVE CLOUD
FCOGPC2016031758,23/03/2016,TRAVEL AGENCIES,ROM,Travel Agencies,818.96,BALINT INTERNATIONAL
FCOGPC2016031759,23/03/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,GBR,Mail Order / Direct Selling,834,TELEGRAPH EVENTS LIMIT
FCOGPC2016031760,23/03/2016,DEPARTMENT STORES,NLD,General Retail and Wholesale,840.66,BOL.COM
FCOGPC2016031761,23/03/2016,TRAVEL,BEL,Airline,854.3,AIRLINE
FCOGPC2016031762,23/03/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,RWA,Telecommunication Services,857.33,ISPA LTD
FCOGPC2016031763,23/03/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",IDN,General Retail and Wholesale,858.69,WOODLINX INDONESIA PT
FCOGPC2016031764,23/03/2016,HOTELS/MOTELS/RESORTS ,JOR,Hotels,869.3,ACCOMODATION PROVIDER
FCOGPC2016031765,23/03/2016,HOTELS/MOTELS/RESORTS ,MNE,Hotels,899.42,ACCOMODATION PROVIDER
