Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department for Transport,Maritime and Coastguard Agency,12/09/2011,Rent,Asset Management,NORTHERN IRELAND FIRE & RESCUE SERVICE,513730,"1,394.02",Bangor Fs Rent 1/4/11-31/3/12,BT27 4SX
Department for Transport,Maritime and Coastguard Agency,12/09/2011,Vat On Rents,Asset Management,ABERDEEN HARBOUR BOARD,513736,"2,579.23",Mrcc Aberdeen Back Rent 11/8/1,AB11 5SS
Department for Transport,Maritime and Coastguard Agency,13/09/2011,Est Serv - Consult Lmpsum/Work,Asset Management,JAMES BARR LTD,513923,"2,000.00",2010 Rating Revaluation Fees,G2 2LN
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Agency Staff,Finance,AMBRIDGE HARRIS,514295,"3,026.70",W/C 05/09/11,BS32 4NE
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Bank Charges,Maritime Services,BARCLAYCARD MERCHANT SERVICES,514259,553.15,B/Card Charges Aug 2011,NN4 7SG
Department for Transport,Maritime and Coastguard Agency,14/09/2011,C Poll/Salvage Storage & Maint,Maritime Services,BRAEMAR HOWELLS,514290,"29,145.75",04/09-03/10/11 Bh Stockpile,SA73 3AQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,C Poll/Salvage Storage & Maint,Maritime Services,BRAEMAR HOWELLS,514292,786,Dvh Equipment,SA73 3AQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Civil Hydrographic Work,Maritime Services,GARDLINE GEOSURVEYS LTD,514234,"217,699.43",Guardine Hydro 189y/10/Cw,NR30 3NG
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Contract Cleaning,Maritime Services,KWIK KWALITY CLEANING,514260,885,Swansea Cleaning Sept 11,SA5 5PP
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Contract Cleaning,Human Resources,NOVA CONTRACT CLEANERS,514212,"2,152.49",Highcliffe Cleaning,BH9 2QJ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Contract Cleaning,Maritime Services,REGENT OFFICE CARE Ltd,514188,"1,083.76",Cleaning Sept,CV6 4QH
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Contract Cleaning,Maritime Services,RENTOKIL HYGIENE,514209,968.23,Humber Mrcc Sep11,DY1 4TA
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Dispersant Storage & Maint,Maritime Services,BRAEMAR HOWELLS,514291,"1,600.00",01-30/09/11 Prestwick,SA73 3AQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Dispersant Storage & Maint,Maritime Services,BRAEMAR HOWELLS,514293,"2,005.00",Bh Mca Stockpile Contract,SA73 3AQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Dispersant Storage & Maint,Maritime Services,WILLBOX,514294,809.4,Southampton Aug 2011,SO15 0LF
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Disposal Expired Pyrotechnics,Asset Management,RAMORA UK,514088,"2,413.20",Tep Collection Thames 8/9/11,P06 4PY
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Est Serv - Consult Lmpsum/Work,Asset Management,PARSONS BRINCKERHOFF Ltd,514174,514,Mca Bacton Survey Mgt,NE4 7YQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Est Serv - Consult Lmpsum/Work,Asset Management,PARSONS BRINCKERHOFF Ltd,514175,"1,500.00",Beverley Moto Renewal,NE4 7YQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Est Serv - Consult Lmpsum/Work,Asset Management,PARSONS BRINCKERHOFF Ltd,514175,756,Eastbourne Issue On Title,NE4 7YQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Ff At Sea Equipmnt Maintenance,Maritime Services,SURVITEC SERVICES & DISTRIBUTION LTD,514269,"1,042.42",Service 16 Mirg Training,DN37 9TZ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514239,795.25,Own Fleet Fuel Jul 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514245,684.61,Own Fleet Fuel Aug 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514246,733.6,Own Fleet Fuel Aug 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514249,836.18,Own Fleet Fuel Aug 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514253,657.41,Own Fleet Fuel Aug 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Fuel/Oil Cg Vehicles,Asset Management,ARVAL/DIALCARD UK LTD,514255,"1,119.83",Own Fleet Fuel Aug 11,SN5 6PE
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Mirg/1 Sea Survival And Huet,Maritime Services,STATES OF GUERNSEY FIRE BRIGADE,514266,"1,799.35",Mirg 1 - Warsash Accom Subs,GY1 1UW
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Mirg/3 Helicopter Continuation,Maritime Services,STATES OF GUERNSEY FIRE BRIGADE,514263,"4,880.56",Helicopter Winching Portland,GY1 1UW
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Oil,Maritime Services,REARO SUPPLIES LTD,514215,"1,274.32",Lerwick Bulk Gas,ZE1 0QW
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Oil,Maritime Services,SCOTTISH FUELS,514216,"1,086.28",Fife Fuel,FK5 4RB
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Prop Consultants Lump Sum Fees,Maritime Services,PARSONS BRINCKERHOFF Ltd,514268,982,West React Wks,NE4 7YQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Protective Clothing,Asset Management,GREENHAM TRADING,514238,"7,458.04",Protective Clothing,TW3 4EX
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Purchase Coast Rescue Equip,Asset Management,GREENHAM TRADING,514238,905.54,Various Ppe,TW3 4EX
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Purchase Coast Rescue Equip,Asset Management,NORTHERN DIVER INTERNATIONAL LTD,514243,720,Mudsuit X 2,WN6 9AE
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Purchase Coast Rescue Equip,Asset Management,NORTHERN DIVER INTERNATIONAL LTD,514256,720,Mudsuit X 2,WN6 9AE
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Purchase Of Cg Pyrotechnics,Asset Management,CHEMRING MARINE LTD,514254,542.04,Para Illum X 30,PO15 7AF
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Rent,Asset Management,DORRANS PARTNERSHIP,514301,"3,625.00",Coleraine Rent 20/9/11-20/12/1,BT52 1LW
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Rent,Asset Management,MINISTRY OF DEFENCE,514296,"2,037.50",Saxavord Rent 1/10/11-31/12/11,BA1 5AB
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Rent,Asset Management,MINISTRY OF DEFENCE,514299,"7,212.50",Mrcc Clyde Rent 1/10/11-31/12/,BA1 5AB
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Rent,Asset Management,NORTHERN LIGHTHOUSE BOARD,514185,500,Noss Head Rent 1/9/11-30/11/11,EH2 3DA
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Rent,Asset Management,RODEL CROFTING LANDS LTD,514297,"3,000.00",Rodel Rent 1/10/11-30/9/12,HS5 3TW
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Rent,Asset Management,RODEL CROFTING LANDS LTD,514304,800.94,Rodel Pay Away Vodafone 28/8/1,HS5 3TW
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Stationery,Finance,OFFICE DEPOT UK LTD,514178,"1,319.68",Zippa Bag/Card Holder,SP10 4BA
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Stationery - Paper Supplies,Finance,OFFICE DEPOT UK LTD,514178,"1,016.10",Paoer  A3 & A4,SP10 4BA
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Tug: Anglo/Irish,Asset Management,J P KNIGHT (LOWESTOFT) LTD,514273,"203,250.00",Hire Anglian Earl,NR32 1UQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Tug: Anglo/Irish,Asset Management,J P KNIGHT (LOWESTOFT) LTD,514276,"-14,595.05",Credit Fuel Anglian Earl,NR32 1UQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Tug: Anglo/Irish,Asset Management,J P KNIGHT (LOWESTOFT) LTD,514276,"-7,010.24",Credit Hire Anglian Earl,NR32 1UQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Tug: Pentland Firth,Asset Management,J P KNIGHT (LOWESTOFT) LTD,514271,"203,250.00",Hire Anglian Sovereign,NR32 1UQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Tug: Pentland Firth,Asset Management,J P KNIGHT (LOWESTOFT) LTD,514271,"2,896.64",Port Dues Anglian Sovereign,NR32 1UQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Tug: Southern,Asset Management,J P KNIGHT (LOWESTOFT) LTD,514265,"203,250.00",Hire Anglian Monarch,NR32 1UQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Tug: Southern,Asset Management,J P KNIGHT (LOWESTOFT) LTD,514265,"2,260.00",Port Dues Anglian Monarch,NR32 1UQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Tug: Sw Approaches,Asset Management,J P KNIGHT (LOWESTOFT) LTD,514274,"203,250.00",Hire Anglian Princess,NR32 1UQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Tug: Sw Approaches,Asset Management,J P KNIGHT (LOWESTOFT) LTD,514274,"1,464.80",Port Dues Anglian Princess,NR32 1UQ
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Uniforms - Regular,Asset Management,MILLER RAYNER LTD,514237,"4,577.82",Uniform,SO14 3EW
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Vat On Rents,Asset Management,DORRANS PARTNERSHIP,514301,725,Coleraine Rent 20/9/11-20/12/1,BT52 1LW
Department for Transport,Maritime and Coastguard Agency,14/09/2011,Water & Sewage,Maritime Services,ENERGY AUDITING AGENCY LTD,514211,828.42,50% Share Refund 4 Inverness,MK14 6LY
Department for Transport,Maritime and Coastguard Agency,15/09/2011,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,514414,"5,070.76",Portland/Daedalus 1/12 Contrac,G72 0FT
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,514405,"2,573.78",Fleet Mgt Ch Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,514405,768.01,Fleet M'T'Ce Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,514405,509.35,Fleet M'T'Ce Costs Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,514406,"1,700.22",Fleet Mgt Ch Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,514406,513.86,Fleet M''T'Ce Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,514406,"6,293.82",Fleet M'T'Ce Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,514408,"1,440.29",Fleet Mgt Ch Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,514408,"1,360.40",Fleet Mtce Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Maint/Repair Cg Vehicles,Asset Management,INCHCAPE FLEET SOLUTIONS,514408,"1,970.99",Fleet M'T'Ce Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Planned Maintenance Under #5k,Asset Management,CARILLION PLANNED MAINTENANCE,514401,"2,779.20",Daedalus Repairs To North Gate,G72 0FT
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Planned Maintenance Under #5k,Asset Management,CARILLION PLANNED MAINTENANCE,514401,798.47,Portland Boiler Repairs,G72 0FT
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Protective Clothing,Asset Management,SUNDRIDGE HOLDINGS LTD,514418,"2,176.20",Protective Clothing,ME3 9LW
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rates/Cilor (In Lieu Of Rates,Asset Management,GOSPORT BOROUGH COUNCIL,514448,"12,771.00",Daedalus Rates Oct 11,PO12 1ED
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rates/Cilor (In Lieu Of Rates,Maritime Services,STOCKTON BOROUGH COUNCIL,514404,"-6,615.08",Refund Rates Thornaby,TS23 2YX
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rates/Cilor (In Lieu Of Rates,Asset Management,WEYMOUTH & PORTLAND B C,514479,"8,487.00",Portland Hu Rates 1/10/11-31/1,DT4 8TA
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Reactive/Emerg Maint Under #5k,Asset Management,CARILLION PLANNED MAINTENANCE,514401,"3,042.00",Portland New Shower,G72 0FT
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Reactive/Emerg Maint Under #5k,Asset Management,CARILLION PLANNED MAINTENANCE,514401,514.8,Portland Hangar Door Repairs,G72 0FT
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,ANDREW BEGGS & ASSOCIATES,514428,"1,450.00",Folkestone Rent 1/10/11-31/12/,CT20 1BA
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,ANTHONY JOHN SEAGER,514486,565,St Keverne Rent 1/10/11-31/12/,SO31 4QF
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,BOWEN TRAVEL GROUP,514440,875,Donna Nook Rent 1/10/11-31/12/,LE11 5AH
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,DC THANET,514478,650,Margate Antenna Ret 28/10/11-2,CT9 1XZ
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,EXECUTORS OF NANCY TREWERN DECEASED,514427,680,Polgigga Back Rent 24/6/11-23/,NR34 9TY
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,FVR (UK) Ltd,514488,987.5,Mullion Rent 1/10/11-31/12/11,TF11 9JB
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,INNES ENGLAND,514475,875,Mablethorpe Rent 1/10/11-31/12,DE1 1BT
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,MINISTRY OF DEFENCE,514481,"3,936.00",Dinas Point Rent 1/10/11-30/9/,BA1 5AB
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,MR FRANK CONNOR,514445,700,West Bay Rent 1/10/11-31/10/11,DT3 4JB
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,PORT OF LONDON AUTHORITY,514430,"3,343.75",Holland Haven Rent 1/10/11-31/,DA12 2BG
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,PORT OF TYNE AUTHORITY,514432,"10,000.00",Mca Tyne Rent 1/10/11-31/12/11,NE34 9PT
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,SOUTH HOLLAND DISTRICT COUNCIL,514477,650,Sutton Bridge Rent 1/10/11-31/,PE11 2XE
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,SPENCER HOLDINGS PLC,514434,"1,500.00",Hunstanton Rent 1/10/11-31/12/,L34 9HX
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,SQUARE SAIL SHIPYARD LIMITED,514492,"2,205.00",Charlestown Rent 1/10/11-31/12,PL25 3NJ
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,TORBAY BOROUGH COUNCIL,514485,"1,100.00",Torbay Rent 1/10/11-31/3/12,TQ1 3DS
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,TOWLERS CHARTERED SURVEYORS,514438,"1,375.00",Cromer Rent 1/10/11-31/12/11,LS1 2TW
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Rent,Asset Management,TRINITY ENTERPRISE CENTRE LTD,514483,"1,287.50",Walney Island Rent 1/10/11-31/,SK9 5BG
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Service Charges,Asset Management,PORT OF TYNE AUTHORITY,514433,"3,282.60",Mca Tyne S/C 1/10/11-31/12/11,NE34 9PT
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Uk Hire Car/Bus/Taxi/Park Etc,Asset Management,INCHCAPE FLEET SOLUTIONS,514410,"-2,756.91",Ulr Recovery Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Vat On Rents,Asset Management,PORT OF LONDON AUTHORITY,514430,668.75,Holland Haven Rent 1/10/11-31/,DA12 2BG
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Vat On Rents,Asset Management,PORT OF TYNE AUTHORITY,514432,"2,000.00",Mca Tyne Rent 1/10/11-31/12/11,NE34 9PT
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Veh. Pur/Fit/Conv. - Asset Reg,Asset Management,INCHCAPE FLEET SOLUTIONS,514405,"6,669.00",Fit Out Hf11 Dxm,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Veh. Pur/Fit/Conv. - Asset Reg,Asset Management,INCHCAPE FLEET SOLUTIONS,514405,"6,281.94",Fit Out Hf11 Dxo,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Veh. Pur/Fit/Conv. - Asset Reg,Asset Management,INCHCAPE FLEET SOLUTIONS,514405,"6,492.54",Fit Out Hf11dxp,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Veh. Pur/Fit/Conv. - Asset Reg,Asset Management,INCHCAPE FLEET SOLUTIONS,514406,"9,263.20",Fit Out Mgt Ch Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Veh. Pur/Fit/Conv. - Asset Reg,Asset Management,INCHCAPE FLEET SOLUTIONS,514408,"8,787.84",Fleet M'T'Ce Aug 11,PO6 4RP
Department for Transport,Maritime and Coastguard Agency,15/09/2011,Water & Sewage,Maritime Services,BUSINESS STREAM,514411,-510.72,Refund Water Re Audit,EH10 6XH
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Agency Staff,Shared Services,BADENOCH & CLARK,514501,942.61,W/E 09/09/11,W1T 5AE
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Agency Staff,Maritime Services,REED EMPLOYMENT PLC,514221,504.96,W/E 2/9/11,SW20 0BA
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Agency Staff,Finance,VENN GROUP Ltd,514508,"1,410.00",W/E 11/09/11,WC2R 0AA
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Agency Staff,Shared Services,VENN GROUP Ltd,514505,599.77,W/E 11/9/11,WC2R 0AA
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Clearance Of Offshore Poll.,Maritime Services,STEPHENSON HARWOOD,514548,955.9,Professional Services,EC2M 7SH
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Contract Cleaning,Maritime Services,APEX CLEANING SERVICES WALES,514442,847.97,Milford Haven Cleaning Aug 11,SA67 7ET
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Contract Cleaning,Maritime Services,SHETLAND CLEANING SERVICES (LERWICK) LTD,514558,921.11,August Cleaning+Sanitising,ZE2 9JF
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Lee On Solent,Asset Management,CHC SCOTIA LTD,514506,"439,314.00",Los Fixed Sep 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Lee On Solent,Asset Management,CHC SCOTIA LTD,514512,"12,405.11",Los Fuel Rec Apr 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Lee On Solent,Asset Management,CHC SCOTIA LTD,514512,"11,013.70",Los Fuel Rec Jun 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Lee On Solent,Asset Management,CHC SCOTIA LTD,514512,"8,034.01",Los Fuel Rec May 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Lee On Solent,Asset Management,CHC SCOTIA LTD,514512,"13,137.80",Los Fuel Rec Oct10-Mar11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Portland,Asset Management,CHC SCOTIA LTD,514507,"235,447.00",Portland Fixed Sep 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Portland,Asset Management,CHC SCOTIA LTD,514510,"7,837.10",Portland Fuel Rec Apr 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Portland,Asset Management,CHC SCOTIA LTD,514510,"12,831.02",Portland Fuel Rec Jun 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Portland,Asset Management,CHC SCOTIA LTD,514510,"9,832.62",Portland Fuel Rec May 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Portland,Asset Management,CHC SCOTIA LTD,514510,"8,659.41",Portland Fuel Rec Oct 10-Mar11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Royal Navy,Asset Management,MINISTRY of DEFENCE & PUBLIC SUB ACCOUNT,514222,"56,074.18",Prestwick Charges Aug 11,L2 3YL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,514503,"602,223.00",Shetland Fixed Sep 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,514503,"12,044.46",Shetland Incentive Aug 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,514509,"9,159.92",Shetland Fuel Rec Apr 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,514509,"14,342.30",Shetland Fuel Rec Jan-Mar 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,514509,"10,056.34",Shetland Fuel Rec Jun 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,514509,"4,989.64",Shetland Fuel Rec May 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Stornoway,Asset Management,CHC SCOTIA LTD,514504,"592,133.00",Stornoway Fixed Sep 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Stornoway,Asset Management,CHC SCOTIA LTD,514504,"11,842.66",Stornoway Incentive Aug 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Stornoway,Asset Management,CHC SCOTIA LTD,514511,"5,835.28",Stornoway Fuel Rec Apr 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Stornoway,Asset Management,CHC SCOTIA LTD,514511,"11,785.83",Stornoway Fuel Rec Jan-Mar11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Stornoway,Asset Management,CHC SCOTIA LTD,514511,"6,435.37",Stornoway Fuel Rec Jun 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Helicopters - Stornoway,Asset Management,CHC SCOTIA LTD,514511,"8,726.24",Stornoway Fuel Rec May 11,AB21 0GL
Department for Transport,Maritime and Coastguard Agency,16/09/2011,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,514474,"5,935.78",Planned Service Works - Aug 20,G72 0FT
Department for Transport,Maritime and Coastguard Agency,16/09/2011,M&E Contracts,Maritime Services,CARILLION PLANNED MAINTENANCE,514446,"10,758.86",Swansea Plan Service Aug 11,G72 0FT
Department for Transport,Maritime and Coastguard Agency,16/09/2011,M&E Contracts,Human Resources,CARILLION PLANNED MAINTENANCE,514563,"3,597.28",Reactive + Extra August 11,G72 0FT
Department for Transport,Maritime and Coastguard Agency,16/09/2011,M&E Contracts,Human Resources,CARILLION PLANNED MAINTENANCE,514564,"1,086.30",Planned Services August 11,G72 0FT
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Machinery Rental,Maritime Services,PITNEY BOWES FINANCE PLC,514541,"1,090.40",Quarterly Rental In Adv,CM20 2FQ
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Mirg/1 Sea Survival And Huet,Maritime Services,CORNWALL COUNTY COUNCIL,514570,"2,328.71",Mirg Training Event,TR1 3AY
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Other Consultancies,Asset Management,DEPARTMENT FOR TRANSPORT,514502,"25,000.00",Sarh Market Analsys Ey,SA7 0EA
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Planned Maintenance Under #5k,Maritime Services,CARILLION PLANNED MAINTENANCE,514450,"4,119.14",Swansea Reactive Wks Aug 11,G72 0FT
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Planned Maintenance Under #5k,Maritime Services,CARILLION PLANNED MAINTENANCE,514450,"12,880.72",Swansea Reactive Wks Aug 11,G72 0FT
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Rent,Asset Management,CBRE PROPERTY INCOME SUSPENSE ACCOUNT,514535,"318,375.00",Spring Place Rent - 01/10/11 T,EC4M 7HP
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Royal Mail,Maritime Services,PITNEY BOWES LTD POSTAGE BY PHONE,514546,"1,009.60",September Postage,CM19 5DQ
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Royal Mail,Maritime Services,TMS/CREDIFON,514556,"1,000.00",M/C Hs03413n 27/6/11 Low Cred,RM1 2AR
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Smart Grants - Mca,Maritime Services,AEA TECHNOLOGY PLC SMART ACCOUNT,514551,"736,035.00",Aea Technology Plc Smart Accou,OX11 0QR
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Surveyor Training,Human Resources,UKMARINE SERVICE CENTRE,514514,"7,226.00",Hull Inspection Damage 13-15/9,SO14 2AQ
Department for Transport,Maritime and Coastguard Agency,16/09/2011,Uk Contract Car Hire,Human Resources,INCHCAPE FLEET SOLUTIONS,514554,"1,199.32",Car Hire Aug 11,PO6 4RP
