Merchant Category,Supplier Name,Service  ,Summary of Purpose of Expenditure ,Date,Net Amount
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,891.00
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"1,674.00"
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"4,348.80"
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,837.00
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,837.00
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"1,728.00"
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,837.00
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"3,510.00"
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"6,971.40"
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,837.00
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,837.00
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"2,620.80"
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"4,239.00"
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,837.00
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,747.90
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,666.66
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,666.66
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,666.66
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,666.66
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,666.66
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,666.66
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,666.66
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,666.66
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,666.66
One Time Vendors,Redact - Personal Information,Corporate and Support Services,Transfer payments,29/12/2016,505.68
Charity/Third Sector,REDDISH VALE HIGH SCHOOL,Services to People,Fees and Charges,15/12/2016,"12,717.36"
Counselling Services,RELATE GMS,Corporate and Support Services,Fees and Charges,15/12/2016,"3,913.00"
Counselling Services,RELATE GMS,Corporate and Support Services,Fees and Charges,15/12/2016,"2,580.00"
Activities and Events Provision,REMEDI - RESTORATIVE SERVICES,Services to People,Fees and Charges,21/12/2016,"3,324.66"
Sports/Outdoor Activities,Resolve Therapies,Services to People,Supplies and services,21/12/2016,"1,386.00"
Social Care Services,Respite (North West) Ltd,Services to People,Care Payments,05/12/2016,"9,750.00"
Social Care Services,Respite (North West) Ltd,Services to People,Care Payments,12/12/2016,"2,435.67"
Environmental Services,Richard Crompton Ltd,Services to Place,Professional Fees,29/12/2016,"1,550.00"
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,05/12/2016,"-4,949.35"
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,05/12/2016,"-1,443.70"
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,05/12/2016,"17,403.00"
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,05/12/2016,"2,375.00"
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,21/12/2016,"6,869.14"
Childcare Provision,Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"1,728.00"
Social Care Services,Rite Directions,Services to People,Care Payments,08/12/2016,"4,457.14"
ICT Consultancy / Support,RM EDUCATION PLC,Corporate and Support Services,Furniture and Equipment,05/12/2016,686.32
ICT Consultancy / Support,RM EDUCATION PLC,Corporate and Support Services,Furniture and Equipment,21/12/2016,"3,431.60"
ICT Consultancy / Support,RM EDUCATION PLC,Corporate and Support Services,Furniture and Equipment,21/12/2016,"4,804.24"
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,05/12/2016,"-1,461.30"
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,05/12/2016,-692.80
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,05/12/2016,"-7,345.51"
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,05/12/2016,"3,028.00"
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,05/12/2016,"2,895.00"
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,05/12/2016,"24,289.43"
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,05/12/2016,"2,953.22"
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,05/12/2016,"37,322.66"
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,05/12/2016,474.11
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,05/12/2016,107.46
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,05/12/2016,"5,289.54"
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,21/12/2016,-405.00
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,21/12/2016,"-1,170.00"
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,21/12/2016,"2,233.29"
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,21/12/2016,"6,607.71"
Heritage,Roberson Stonecarving Ltd,Capital Expenditure,Capital Expenditure - Works,01/12/2016,877.00
Transport and Travel,Robert Plant - Taxis,Services to People,Leasing /Transport Hire,09/12/2016,"1,008.00"
Health Services,ROCHE HEALTHCARE LTD,Services to People,Care Payments,05/12/2016,-669.15
Health Services,ROCHE HEALTHCARE LTD,Services to People,Care Payments,05/12/2016,"2,451.40"
Social Care Services,Roefield Specialist Care Ltd,Services to People,Care Payments,05/12/2016,-295.55
Social Care Services,Roefield Specialist Care Ltd,Services to People,Care Payments,05/12/2016,"8,400.00"
Childcare Provision,ROMILEY METHODIST PRE SCHOOL,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"1,618.20"
Mobility Equipment / Supplies,Romiley Mobility Limited,Services to People,Furniture and Equipment,07/12/2016,706.79
Mobility Equipment / Supplies,Romiley Mobility Limited,Services to People,Furniture and Equipment,16/12/2016,891.34
Mobility Equipment / Supplies,Romiley Mobility Limited,Services to People,Furniture and Equipment,21/12/2016,939.79
Mobility Equipment / Supplies,Romiley Mobility Limited,Services to People,Furniture and Equipment,29/12/2016,894.98
Social Care Services,ROSEMOUNT CARE HOME LTD,Services to People,Care Payments,05/12/2016,"-1,755.05"
Social Care Services,ROSEMOUNT CARE HOME LTD,Services to People,Care Payments,05/12/2016,"4,440.00"
Social Care Services,ROSEMOUNT CARE HOME LTD,Services to People,Care Payments,21/12/2016,922.00
Social Care Services,ROSEMOUNT CARE HOME LTD,Services to People,Care Payments,21/12/2016,"3,552.00"
Social Care Services,ROSEMOUNT CARE HOME LTD,Services to People,Care Payments,21/12/2016,"1,844.00"
Postal / Mail / Courier Services,ROYAL MAIL,Corporate and Support Services,Publicity and Promotion,14/12/2016,"3,543.15"
Postal / Mail / Courier Services,ROYAL MAIL,Corporate and Support Services,Publicity and Promotion,07/12/2016,"2,595.56"
Postal / Mail / Courier Services,ROYAL MAIL,Corporate and Support Services,Publicity and Promotion,21/12/2016,"3,811.66"
Postal / Mail / Courier Services,ROYAL MAIL,Corporate and Support Services,Publicity and Promotion,21/12/2016,"2,415.32"
Postal / Mail / Courier Services,ROYAL MAIL,Corporate and Support Services,Publicity and Promotion,29/12/2016,"1,066.15"
Postal / Mail / Courier Services,Royal Mail Group Ltd.,Corporate and Support Services,Office Expenses,20/12/2016,875.21
Social Care Services,ROYAL MASONIC BENEVOLENET INSTITUTI,Services to People,Care Payments,21/12/2016,"1,480.49"
Education Services,RSJ EDUCATION CONSULTANCY LTD,Services to People,Professional Fees,29/12/2016,900.00
Digital / Media Services,Rubber Soul Studios,Services to People,Fees and Charges,15/12/2016,600.00
Social Care Services,Rushcliffe Care Group,Services to People,Care Payments,05/12/2016,-399.25
Social Care Services,Rushcliffe Care Group,Services to People,Care Payments,05/12/2016,"2,951.05"
Social Care Services,Rushcliffe Care Group,Services to People,Care Payments,21/12/2016,"2,500.00"
Social Care Services,RUSHES HOUSE CARE HOME,Services to People,Care Payments,05/12/2016,"-1,987.80"
Social Care Services,RUSHES HOUSE CARE HOME,Services to People,Care Payments,05/12/2016,-445.00
Social Care Services,RUSHES HOUSE CARE HOME,Services to People,Care Payments,05/12/2016,"2,305.00"
Social Care Services,RUSHES HOUSE CARE HOME,Services to People,Care Payments,05/12/2016,"2,935.00"
Social Care Services,RUSHES HOUSE CARE HOME,Services to People,Care Payments,05/12/2016,"2,750.00"
Social Care Services,RUSHES HOUSE CARE HOME,Services to People,Care Payments,21/12/2016,"3,233.00"
Sports/Outdoor Activities,S J Busby,Services to People,Professional Fees,21/12/2016,"1,100.00"
Advisory Services,SALFORD LINK PROJECT,Services to People,Professional Fees,01/12/2016,585.66
Mobility Equipment / Supplies,SCAN MOBILITY LTD,Services to People,Furniture and Equipment,13/12/2016,780.00
Engineering Services,Schindler Ltd,Capital Expenditure,Repairs and Maintenance,08/12/2016,"9,798.00"
Sports/Outdoor Activities,Scoot Fit,Services to People,Professional Fees,16/12/2016,600.00
Disability Support,SCOPE,Services to People,Care Payments,05/12/2016,"3,823.90"
Social Care Services,Seashell Trust,Services to People,Care Payments,21/12/2016,"26,663.00"
Social Care Services,Seashell Trust,Services to People,Care Payments,06/12/2016,"1,138.26"
Social Care Services,Seashell Trust,Services to People,Care Payments,07/12/2016,"2,480.84"
Social Care Services,Seashell Trust,Services to People,Care Payments,08/12/2016,"4,519.79"
Social Care Services,Seashell Trust,Services to People,Care Payments,12/12/2016,"3,105.78"
Social Care Services,Seashell Trust,Services to People,Care Payments,19/12/2016,"1,799.08"
Social Care Services,Seashell Trust,Services to People,Care Payments,29/12/2016,"3,333.03"
Property Management,SECURE EMPTY PROPERTY,Services to Place,Professional Fees,21/12/2016,"1,848.00"
Construction / Building Services,Seddon Construction Ltd,Capital Expenditure,Capital Expenditure - Works,16/12/2016,"579,276.56"
Childcare Provision,Redact - Personal Information,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,837.00
Childcare Provision,Shelley's Childminding Service,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"2,762.10"
Printing Services,Shout Media and Events Ltd,Services to Place,Publicity and Promotion,19/12/2016,"5,000.00"
Disability Support,SignHealth,Services to People,Care Payments,05/12/2016,-402.25
Disability Support,SignHealth,Services to People,Care Payments,05/12/2016,"5,904.40"
Disability Support,SignHealth,Services to People,Care Payments,05/12/2016,-405.07
Disability Support,SignHealth,Services to People,Care Payments,05/12/2016,"6,449.05"
Welfare Services,SIGNPOST STOCKPORT for CARERS,Services to People,Rents,07/12/2016,572.82
Design Services,SIGNSNOW NW,Capital Expenditure,Repairs and Maintenance,14/12/2016,691.96
Transport and Travel,SK TRAVEL AND MOTOR MAINTENANCE,Services to People,Leasing /Transport Hire,14/12/2016,"2,171.20"
Transport and Travel,SK TRAVEL AND MOTOR MAINTENANCE,Services to People,Leasing /Transport Hire,14/12/2016,"1,748.00"
Transport and Travel,SK TRAVEL AND MOTOR MAINTENANCE,Services to People,Leasing /Transport Hire,08/12/2016,"3,790.40"
Transport and Travel,SK TRAVEL AND MOTOR MAINTENANCE,Services to People,Leasing /Transport Hire,08/12/2016,"1,223.60"
Transport and Travel,SK TRAVEL AND MOTOR MAINTENANCE,Services to People,Leasing /Transport Hire,08/12/2016,"1,223.60"
Transport and Travel,SK TRAVEL AND MOTOR MAINTENANCE,Services to People,Leasing /Transport Hire,08/12/2016,"1,532.70"
Transport and Travel,SK TRAVEL AND MOTOR MAINTENANCE,Services to People,Leasing /Transport Hire,08/12/2016,510.90
Transport and Travel,SK TRAVEL AND MOTOR MAINTENANCE,Services to People,Leasing /Transport Hire,08/12/2016,"9,473.40"
Transport and Travel,SK TRAVEL AND MOTOR MAINTENANCE,Services to People,Leasing /Transport Hire,08/12/2016,"8,283.44"
Transport and Travel,SK TRAVEL AND MOTOR MAINTENANCE,Services to People,Leasing /Transport Hire,08/12/2016,"3,165.36"
Training Provision,Skills for Care Solutions,Services to People,Staff Training,21/12/2016,"1,250.00"
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,05/12/2016,"-4,530.17"
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,05/12/2016,-429.75
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,05/12/2016,"-7,797.50"
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,05/12/2016,"21,894.86"
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,05/12/2016,"2,594.00"
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,05/12/2016,"2,197.25"
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,05/12/2016,"22,234.09"
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,05/12/2016,"2,197.25"
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,05/12/2016,"2,216.21"
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,05/12/2016,"2,197.25"
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,05/12/2016,"24,724.29"
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,21/12/2016,"3,047.14"
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,21/12/2016,474.00
Social Care Services,SMALLWOOD HOMES LTD,Services to People,Care Payments,21/12/2016,"3,847.29"
Construction / Building Services,SMART CONTROL SYSTEMS LTD,Capital Expenditure,Capital Expenditure - Works,29/12/2016,"12,891.58"
Education Services,SMS Education Ltd,Services to People,Fees and Charges,21/12/2016,"1,485.00"
Education Services,Snugglebums Day Nursery,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"25,957.98"
Social Care Services,SOLDEN HILL HOUSE LTD,Services to People,Care Payments,05/12/2016,-500.75
Social Care Services,SOLDEN HILL HOUSE LTD,Services to People,Care Payments,05/12/2016,"3,047.40"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,15/12/2016,"1,105.52"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,15/12/2016,"1,028.41"
Construction / Building Services,SOLUTIONS SK LTD,Services to People,Leasing /Transport Hire,07/12/2016,500.02
Construction / Building Services,SOLUTIONS SK LTD,Services to People,Fuel,07/12/2016,281.55
Construction / Building Services,SOLUTIONS SK LTD,Services to People,Leasing /Transport Hire,09/12/2016,579.60
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,07/12/2016,408.83
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,07/12/2016,408.83
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,07/12/2016,453.60
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,07/12/2016,336.00
Construction / Building Services,SOLUTIONS SK LTD,Services to People,Leasing /Transport Hire,09/12/2016,579.60
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Care Payments,01/12/2016,"300,000.00"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Highways Maintenance,05/12/2016,600.00
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Vehicle Repairs and Maintenance,07/12/2016,559.10
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Vehicle Repairs and Maintenance,07/12/2016,43.20
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Grounds Maintenance,08/12/2016,800.00
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Grounds Maintenance,08/12/2016,922.60
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Grounds Maintenance,08/12/2016,501.19
Construction / Building Services,SOLUTIONS SK LTD,Services to People,Cleaning,14/12/2016,"1,215.07"
Construction / Building Services,SOLUTIONS SK LTD,Services to People,Cleaning,14/12/2016,436.80
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,09/12/2016,996.39
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,09/12/2016,597.32
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,15/12/2016,510.82
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,15/12/2016,758.16
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,15/12/2016,346.31
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,15/12/2016,423.71
Construction / Building Services,SOLUTIONS SK LTD,Services to People,Cleaning,12/12/2016,"1,141.94"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Grounds Maintenance,19/12/2016,822.00
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,29/12/2016,395.64
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,29/12/2016,395.64
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Leasing /Transport Hire,29/12/2016,475.20
Construction / Building Services,SOLUTIONS SK LTD,Services to People,Cleaning,29/12/2016,"1,215.07"
Construction / Building Services,SOLUTIONS SK LTD,Services to People,Cleaning,29/12/2016,436.80
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,08/12/2016,"3,136.06"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Repairs and Maintenance,01/12/2016,"13,900.00"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Highways Maintenance,01/12/2016,"6,200.00"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Repairs and Maintenance,01/12/2016,"4,960.16"
Construction / Building Services,SOLUTIONS SK LTD,Services to People,Catering Supplies,06/12/2016,"2,515.33"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Grounds Maintenance,06/12/2016,615.00
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Supplies and services,06/12/2016,540.00
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,06/12/2016,"3,590.00"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Furniture and Equipment,06/12/2016,699.66
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Cleaning,06/12/2016,819.00
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,06/12/2016,"3,000.00"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Cleaning,06/12/2016,737.10
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Furniture and Equipment,06/12/2016,"3,422.16"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,06/12/2016,"7,082.05"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Waste Management,07/12/2016,"596,084.65"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Cleaning,07/12/2016,"258,994.65"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Highways Maintenance,07/12/2016,"33,282.53"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Grounds Maintenance,07/12/2016,"170,728.89"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Highways Maintenance,07/12/2016,"193,305.21"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Fixtures and Fittings,07/12/2016,"106,672.81"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Grounds Maintenance,07/12/2016,"11,164.04"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Grounds Maintenance,07/12/2016,"26,113.71"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,07/12/2016,"252,909.73"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,07/12/2016,"41,666.67"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Repairs and Maintenance,07/12/2016,"24,166.67"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Security,07/12/2016,"25,056.67"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Rents,07/12/2016,"5,750.00"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Rents,07/12/2016,"3,954.00"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,07/12/2016,"4,829.82"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Publicity and Promotion,08/12/2016,"75,000.00"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,08/12/2016,"2,966.10"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Cleaning,08/12/2016,737.10
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Cleaning,09/12/2016,819.00
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,09/12/2016,"5,556.73"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Signage,09/12/2016,358.92
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Signage,09/12/2016,496.50
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Signage,09/12/2016,235.50
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,09/12/2016,"6,715.85"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,09/12/2016,507.42
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Highways Maintenance,09/12/2016,"5,601.15"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Furniture and Equipment,09/12/2016,"1,458.30"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Furniture and Equipment,12/12/2016,"3,895.92"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,16/12/2016,"56,180.66"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,16/12/2016,"26,315.87"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Supplies and services,19/12/2016,"1,703.70"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Expenses and Allowances,19/12/2016,"16,981.69"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Expenses and Allowances,19/12/2016,"-4,030.67"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Grounds Maintenance,20/12/2016,"10,924.00"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Grounds Maintenance,20/12/2016,"6,783.00"
Construction / Building Services,SOLUTIONS SK LTD,Capital Expenditure,Capital Expenditure - Works,20/12/2016,"1,650.00"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Repairs and Maintenance,20/12/2016,500.00
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Grounds Maintenance,21/12/2016,"3,656.37"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Cleaning,21/12/2016,"55,998.86"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Cleaning,21/12/2016,"55,998.86"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Grounds Maintenance,21/12/2016,"2,822.82"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Repairs and Maintenance,21/12/2016,"1,720.29"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Repairs and Maintenance,21/12/2016,"2,919.53"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Security,21/12/2016,"3,130.87"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Repairs and Maintenance,21/12/2016,"1,831.48"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Security,21/12/2016,"1,833.52"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Agency Staff,21/12/2016,829.77
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Grounds Maintenance,29/12/2016,"3,656.37"
Construction / Building Services,SOLUTIONS SK LTD,Services to Place,Highways Maintenance,29/12/2016,"30,134.86"
Construction / Building Services,SOLUTIONS SK LTD,Corporate and Support Services,Third party payments - Public Sector,29/12/2016,562.80
Construction / Building Services,SOLUTIONS SK LTD,Services to People,Catering Supplies,29/12/2016,"3,736.47"
Social Care Services,SOMERSET CARE LTD,Services to People,Care Payments,05/12/2016,-836.00
Social Care Services,SOMERSET CARE LTD,Services to People,Care Payments,05/12/2016,"2,500.00"
Social Care Services,SPA RESIDENTIAL HOME,Services to People,Care Payments,05/12/2016,-631.50
Social Care Services,SPA RESIDENTIAL HOME,Services to People,Care Payments,05/12/2016,"1,971.25"
Construction / Building Services,SPECIALIST UK RESTORATIONS LTD,Capital Expenditure,Capital Expenditure - Works,02/12/2016,"10,804.00"
Construction / Building Services,SPECIALIST UK RESTORATIONS LTD,Capital Expenditure,Capital Expenditure - Works,02/12/2016,"7,250.00"
Construction / Building Services,SPECIALIST UK RESTORATIONS LTD,Capital Expenditure,Capital Expenditure - Works,21/12/2016,"37,050.41"
Childcare Provision,SSS Sunbeams Pre school,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"6,842.61"
Childcare Provision,ST CUTHBERTS OLD SCHOOL PLAYGROUP,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"21,091.95"
Social Care Services,St George's Nursing Home (Oldm) Ltd,Services to People,Care Payments,05/12/2016,-402.25
Social Care Services,St George's Nursing Home (Oldm) Ltd,Services to People,Care Payments,05/12/2016,"6,138.75"
Social Care Services,St George's Nursing Home (Oldm) Ltd,Services to People,Care Payments,21/12/2016,"2,400.00"
Social Care Services,St George's Nursing Home (Oldm) Ltd,Services to People,Care Payments,21/12/2016,"6,000.00"
Education Services,ST GEORGES PRE-SCH PLAYGROUP,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"10,900.98"
Social Care Services,ST JAMES HOUSE,Services to People,Care Payments,05/12/2016,-246.99
Social Care Services,ST JAMES HOUSE,Services to People,Care Payments,05/12/2016,"15,723.65"
School (Other Local Authority),ST JOHN VIANNEY,Services to People,Fees and Charges,15/12/2016,"9,736.00"
School (Other Local Authority),ST JOHN VIANNEY,Services to People,Fees and Charges,15/12/2016,"9,736.00"
Education Services,ST JOSEPHS EARLY YEARS,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"16,969.95"
Social Care Services,St Marks Care Centre,Services to People,Care Payments,05/12/2016,-500.75
Social Care Services,St Marks Care Centre,Services to People,Care Payments,05/12/2016,"3,125.00"
Education Services,ST PAULS PRE-SCHOOL,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"9,542.88"
Childcare Provision,ST SEBASTIANS NURSERY CLASS,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"7,704.51"
