Newcastle City Council Invoices over £250 paid in June 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281204,Revenue,1MC20,In-House Foster Carer Costs,"2,133.00 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281150,Revenue,1MC20,In-House Foster Carer Costs,"1,412.68 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281064,Revenue,1MC20,In-House Foster Carer Costs,"1,522.50 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281431,Revenue,1MC20,In-House Foster Carer Costs,"1,422.00 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281422,Revenue,1MC20,In-House Foster Carer Costs,409.50 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281317,Revenue,1MD85,Residence Orders,398.72 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6280981,Revenue,1MC20,In-House Foster Carer Costs,650.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281004,Revenue,1MC20,In-House Foster Carer Costs,409.50 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281319,Revenue,1MD85,Residence Orders,398.72 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281327,Revenue,1MF10,Adoption Payments,472.76 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281019,Revenue,1MF10,Adoption Payments,300.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281326,Revenue,1MF10,Adoption Payments,472.76 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281349,Revenue,1MD85,Residence Orders,353.02 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281345,Revenue,1MD85,Residence Orders,398.72 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281415,Revenue,1MF10,Adoption Payments,472.88 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281438,Revenue,1MF10,Adoption Payments,263.46 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281367,Revenue,1MF10,Adoption Payments,329.60 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281369,Revenue,1MF10,Adoption Payments,329.60 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281372,Revenue,1MF10,Adoption Payments,398.80 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281383,Revenue,1MF10,Adoption Payments,324.04 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281391,Revenue,1MF10,Adoption Payments,324.16 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281247,Revenue,1MF10,Adoption Payments,492.78 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281248,Revenue,1MF10,Adoption Payments,567.90 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281246,Revenue,1MF10,Adoption Payments,324.04 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281281,Revenue,1MF10,Adoption Payments,324.04 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281378,Revenue,1MD85,Residence Orders,307.32 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281285,Revenue,1MF10,Adoption Payments,329.60 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281288,Revenue,1MF10,Adoption Payments,329.60 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281284,Revenue,1MF10,Adoption Payments,398.40 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281253,Revenue,1MF35,Special Guardianship Allow,362.82 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281283,Revenue,1MF35,Special Guardianship Allow,253.30 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281275,Revenue,1MF35,Special Guardianship Allow,267.10 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281036,Revenue,1MC21,Fostering Unit,176.83 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281036,Revenue,1MC13,Post 18 Staying Put,300.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281056,Revenue,1MF35,Special Guardianship Allow,534.20 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281462,Revenue,1MF35,Special Guardianship Allow,364.84 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281066,Revenue,1MF10,Adoption Payments,329.60 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281027,Revenue,1MC20,In-House Foster Carer Costs,409.50 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281127,Revenue,1MF10,Adoption Payments,403.96 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281131,Revenue,1MF35,Special Guardianship Allow,364.84 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281452,Revenue,1MF35,Special Guardianship Allow,267.10 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281058,Revenue,1MC20,In-House Foster Carer Costs,804.26 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281448,Revenue,1MF35,Special Guardianship Allow,364.84 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281147,Revenue,1MF10,Adoption Payments,324.04 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281308,Revenue,1MF35,Special Guardianship Allow,267.10 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281336,Revenue,1MF35,Special Guardianship Allow,364.84 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281059,Revenue,1MF35,Special Guardianship Allow,364.84 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281159,Revenue,1MF10,Adoption Payments,500.76 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281143,Revenue,1MF35,Special Guardianship Allow,484.50 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281045,Revenue,1MD85,Residence Orders,353.02 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281270,Revenue,1MC20,In-House Foster Carer Costs,393.41 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281154,Revenue,1MC20,In-House Foster Carer Costs,"1,059.92 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281172,Revenue,1MC20,In-House Foster Carer Costs,461.58 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281256,Revenue,1MC20,In-House Foster Carer Costs,"2,434.50 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281134,Revenue,1MC13,Post 18 Staying Put,"1,607.14 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281455,Revenue,1MC20,In-House Foster Carer Costs,409.50 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281178,Revenue,1MC20,In-House Foster Carer Costs,409.50 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281410,Revenue,1MC13,Post 18 Staying Put,300.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281395,Revenue,1MC20,In-House Foster Carer Costs,598.34 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281171,Revenue,1MF35,Special Guardianship Allow,"1,059.92 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281207,Revenue,1MC20,In-House Foster Carer Costs,562.08 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281264,Revenue,1MF35,Special Guardianship Allow,"2,336.52 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281218,Revenue,1MC20,In-House Foster Carer Costs,409.50 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281000,Revenue,1MC20,In-House Foster Carer Costs,711.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281338,Revenue,1MC20,In-House Foster Carer Costs,461.58 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281249,Revenue,1MF35,Special Guardianship Allow,253.30 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281252,Revenue,1MF35,Special Guardianship Allow,253.30 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281277,Revenue,1MF35,Special Guardianship Allow,291.06 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281026,Revenue,1MC20,In-House Foster Carer Costs,472.57 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281297,Revenue,1MC20,In-House Foster Carer Costs,929.44 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281049,Revenue,1MF35,Special Guardianship Allow,484.50 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281040,Revenue,1MC20,In-House Foster Carer Costs,"1,048.93 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281121,Revenue,1MF35,Special Guardianship Allow,364.84 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281023,Revenue,1MC20,In-House Foster Carer Costs,"1,527.78 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281129,Revenue,1MC20,In-House Foster Carer Costs,"2,400.04 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281441,Revenue,1MC20,In-House Foster Carer Costs,974.46 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281304,Revenue,1MC20,In-House Foster Carer Costs,"1,384.74 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281173,Revenue,1MC20,In-House Foster Carer Costs,"1,384.74 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281185,Revenue,1MF03,Supported Lodgings LC,575.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281180,Revenue,1MF35,Special Guardianship Allow,596.04 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281384,Revenue,1MC20,In-House Foster Carer Costs,"1,038.50 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281190,Revenue,1MF35,Special Guardianship Allow,715.70 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281062,Revenue,1MC20,In-House Foster Carer Costs,"1,196.68 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281199,Revenue,1MC20,In-House Foster Carer Costs,598.34 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281202,Revenue,1MC20,In-House Foster Carer Costs,711.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281223,Revenue,1MC20,In-House Foster Carer Costs,593.68 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281360,Revenue,1MF35,Special Guardianship Allow,364.84 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281017,Revenue,1MC20,In-House Foster Carer Costs,"2,011.64 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281192,Revenue,1MC20,In-House Foster Carer Costs,"1,172.58 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281346,Revenue,1MC20,In-House Foster Carer Costs,296.84 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281451,Revenue,1MC20,In-House Foster Carer Costs,"1,059.92 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281032,Revenue,1MC20,In-House Foster Carer Costs,698.84 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281408,Revenue,1MF35,Special Guardianship Allow,267.10 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281205,Revenue,1MC20,In-House Foster Carer Costs,"1,160.42 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281052,Revenue,1MC20,In-House Foster Carer Costs,"1,365.67 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281035,Revenue,1MF35,Special Guardianship Allow,267.10 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281214,Revenue,1MC20,In-House Foster Carer Costs,711.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281389,Revenue,1MC20,In-House Foster Carer Costs,"1,585.74 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281389,Revenue,1MC13,Post 18 Staying Put,162.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281179,Revenue,1MC20,In-House Foster Carer Costs,"1,309.34 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281165,Revenue,1MF35,Special Guardianship Allow,787.50 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281232,Revenue,1MC20,In-House Foster Carer Costs,409.50 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281444,Revenue,1MC20,In-House Foster Carer Costs,"1,409.84 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281286,Revenue,1MF10,Adoption Payments,324.04 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281034,Revenue,1MF10,Adoption Payments,324.04 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281313,Revenue,1MF03,Supported Lodgings LC,575.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281184,Revenue,1MC20,In-House Foster Carer Costs,562.08 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281177,Revenue,1MF03,Supported Lodgings LC,500.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281303,Revenue,1MC20,In-House Foster Carer Costs,"2,618.68 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281212,Revenue,1MF03,Supported Lodgings LC,550.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281215,Revenue,1MC20,In-House Foster Carer Costs,"1,196.68 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281215,Revenue,1MF03,Supported Lodgings LC,300.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6280971,Revenue,1MF03,Supported Lodgings LC,550.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281429,Revenue,1MF03,Supported Lodgings LC,275.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281008,Revenue,1MF03,Supported Lodgings LC,275.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281298,Revenue,1MF03,Supported Lodgings LC,275.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281305,Revenue,1MC20,In-House Foster Carer Costs,440.98 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281305,Revenue,1MC21,Fostering Unit,129.23 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281135,Revenue,1MF03,Supported Lodgings LC,275.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281228,Revenue,1MC20,In-House Foster Carer Costs,296.84 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281234,Revenue,1MC13,Post 18 Staying Put,300.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281236,Revenue,1MC20,In-House Foster Carer Costs,706.34 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281174,Revenue,1MC21,Fostering Unit,539.14 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281235,Revenue,1MC20,In-House Foster Carer Costs,521.16 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281230,Revenue,1MC20,In-House Foster Carer Costs,"1,521.50 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281447,Revenue,1MF35,Special Guardianship Allow,432.94 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281226,Revenue,1MC20,In-House Foster Carer Costs,"1,059.92 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281361,Revenue,1MF10,Adoption Payments,473.16 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281314,Revenue,1MC20,In-House Foster Carer Costs,"1,422.00 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281330,Revenue,1MF10,Adoption Payments,426.56 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281271,Revenue,1MF10,Adoption Payments,644.40 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281182,Revenue,1MF10,Adoption Payments,620.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281311,Revenue,1MC20,In-House Foster Carer Costs,"1,521.50 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281153,Revenue,1MC20,In-House Foster Carer Costs,"2,020.34 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281353,Revenue,1MC21,Fostering Unit,639.84 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281221,Revenue,1MF10,Adoption Payments,315.42 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281050,Revenue,1MC20,In-House Foster Carer Costs,"1,079.58 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281222,Revenue,1MC20,In-House Foster Carer Costs,"1,196.68 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6280990,Revenue,1MC20,In-House Foster Carer Costs,472.57 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6280989,Revenue,1MC20,In-House Foster Carer Costs,562.08 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281413,Revenue,1MC20,In-House Foster Carer Costs,260.58 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281005,Revenue,1MC20,In-House Foster Carer Costs,"1,422.00 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6280991,Revenue,1MC20,In-House Foster Carer Costs,609.42 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281300,Revenue,1MC20,In-House Foster Carer Costs,472.57 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281041,Revenue,1MC20,In-House Foster Carer Costs,461.58 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281166,Revenue,1MC20,In-House Foster Carer Costs,260.58 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281065,Revenue,1MC20,In-House Foster Carer Costs,457.05 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281375,Revenue,1MC20,In-House Foster Carer Costs,819.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281381,Revenue,1MC20,In-House Foster Carer Costs,711.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281025,Revenue,1MC20,In-House Foster Carer Costs,562.08 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281267,Revenue,1MC20,In-House Foster Carer Costs,598.34 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281371,Revenue,1MC21,Fostering Unit,324.17 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281370,Revenue,1MC20,In-House Foster Carer Costs,409.50 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281130,Revenue,1MC20,In-House Foster Carer Costs,260.58 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281241,Revenue,1MC20,In-House Foster Carer Costs,260.58 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281456,Revenue,1MF35,Special Guardianship Allow,267.10 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281201,Revenue,1MC20,In-House Foster Carer Costs,461.58 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281191,Revenue,1MC20,In-House Foster Carer Costs,260.58 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281211,Revenue,1MC21,Fostering Unit,736.20 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281244,Revenue,1MC20,In-House Foster Carer Costs,557.42 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6280977,Revenue,1MC20,In-House Foster Carer Costs,80.30 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281430,Revenue,1MC20,In-House Foster Carer Costs,461.58 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281010,Revenue,1MC20,In-House Foster Carer Costs,798.71 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281337,Revenue,1MC20,In-House Foster Carer Costs,"1,938.08 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281366,Revenue,1MF03,Supported Lodgings LC,300.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281047,Revenue,1MC20,In-House Foster Carer Costs,461.58 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281162,Revenue,1MC21,Fostering Unit,484.91 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281169,Revenue,1MF03,Supported Lodgings LC,300.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281437,Revenue,1MC20,In-House Foster Carer Costs,711.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281274,Revenue,1MC20,In-House Foster Carer Costs,200.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281274,Revenue,1MF03,Supported Lodgings LC,300.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281255,Revenue,1MC20,In-House Foster Carer Costs,"1,196.68 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281210,Revenue,1MC20,In-House Foster Carer Costs,342.08 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281245,Revenue,1MC20,In-House Foster Carer Costs,409.50 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281229,Revenue,1MF03,Supported Lodgings LC,300.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281464,Revenue,1MC20,In-House Foster Carer Costs,"1,111.22 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281029,Revenue,1MC20,In-House Foster Carer Costs,"1,486.12 "
Children's Services,Social Services - Carepay              ,Third Party Payments,24/06/2014,Redacted Personal Data,6281200,Revenue,1MC20,In-House Foster Carer Costs,428.10 
Children's Services,Social Services - Carepay              ,Third Party Payments,10/06/2014,Redacted Personal Data,6266573,Revenue,1MC20,In-House Foster Carer Costs,"1,740.94 "
Children's Services,Social Services - Carepay              ,Third Party Payments,10/06/2014,Redacted Personal Data,6266591,Revenue,1MC20,In-House Foster Carer Costs,711.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,10/06/2014,Redacted Personal Data,6266897,Revenue,1MC20,In-House Foster Carer Costs,562.08 
Children's Services,Social Services - Carepay              ,Third Party Payments,10/06/2014,Redacted Personal Data,6266579,Revenue,1MC20,In-House Foster Carer Costs,"1,309.34 "
Children's Services,Social Services - Carepay              ,Third Party Payments,10/06/2014,Redacted Personal Data,6266602,Revenue,1MF10,Adoption Payments,551.90 
Children's Services,Social Services - Carepay              ,Third Party Payments,10/06/2014,Redacted Personal Data,6266603,Revenue,1MC20,In-House Foster Carer Costs,"2,133.00 "
Children's Services,Social Services - Carepay              ,Third Party Payments,10/06/2014,Redacted Personal Data,6266603,Revenue,1MF03,Supported Lodgings LC,300.00 
Children's Services,Social Services - Carepay              ,Third Party Payments,10/06/2014,Redacted Personal Data,6266604,Revenue,1MC20,In-House Foster Carer Costs,"1,587.41 "
Children's Services,Social Services - Carepay              ,Third Party Payments,10/06/2014,Redacted Personal Data,6266605,Revenue,1MC20,In-House Foster Carer Costs,"2,133.00 "
