PlaceRef,PropDesc,RateableVal,AccountName,LiabStart,PropAddress1,PropAddress2,PropAddress3,PropAddress4,PropAddress5,PropPostCode,Address1,Address2,Address3,Address4,Address5,PostCode,MandRlfCd,DiscRlfCd,AddRlfCd,MandRlf,DiscRlf,AdditionalRlf,SBRRlf,TRDisc/SSBCd,TRDisc/SSBAmt
3969003009,WAREHOUSE OFFICE AND PREMISES,16750,ALL-TAG EUROPE LTD,01/09/2016,UNIT 3,BAMFORD BUSINESS PARK,HIBBERT STREET,SOUTH REDDISH,STOCKPORT,SK4 1PL,UNIT 3,BAMFORD BUSINESS PARK,HIBBERT STREET,SOUTH REDDISH,STOCKPORT,SK4 1PL,,,,0,0,0,0,,0
5495037009,SHOP AND PREMISES,3900,GEMMA BEAUTY THERAPY,01/11/2016,37 MARKET STREET,MARPLE,STOCKPORT,,,SK6 7AA,37 MARKET STREET,MARPLE,STOCKPORT,,,SK6 7AA,,,,0,0,0,1872,,0
7376055029,SHOP AND PREMISES,10750,EQUITY HOUSING GROUP,01/12/2015,55A STATION ROAD,CHEADLE HULME,CHEADLE,,,SK8 7EF,ARMITT HOUSE,MONMOUTH ROAD,CHEADLE HULME,CHEADLE,,SK8 7EF,MAN,,,4239.8,0,0,0,,0
7376055019,CAFE AND PREMISES,14500,EQUITY HOUSING GROUP,01/12/2015,55 STATION ROAD,CHEADLE HULME,CHEADLE,,,SK8 7EF,ARMITT HOUSE,MONMOUTH ROAD,CHEADLE HULME,CHEADLE,,SK8 7EF,MAN,,,5718.8,0,0,0,,0
7376055039,OFFICES AND PREMISES,117000,EQUITY HOUSING GROUP,01/12/2015,ARMITT HOUSE,MONMOUTH ROAD,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7EF,ARMITT HOUSE,MONMOUTH ROAD,CHEADLE HULME,CHEADLE,,SK8 7EF,MAN,,,51459.56,0,0,0,,0
7376000929,CAR PARKING SPACE,350,P K W FOODS LTD T/A SUBWAY,01/04/2015,CAR SPACE 64,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,C/O EMERSON MANAGEMENT SEVICES,PROP ACCOUNTING DEPT,EMERSON HOUSE,HEYES LANE,ALDERLEY EDGE,SK9 7LF,,,,0,0,0,0,,0
9936000109,OFFICES AND PREMISES,149000,MANCHESTER FERTILITY SERVICES LTD,01/09/2016,3 OAKWOOD SQUARE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,,,SK8 3SB,3 OAKWOOD SQUARE,CHEADLE ROYAL BUSINESS PARK,CHEADLE,,,SK8 3SB,,,,0,0,0,0,,0
0617002049,WORKSHOP AND PREMISES,115000,MACPAC LTD,01/01/2016,UNITS 2 3 5 & 8,HEATON MERSEY INDUSTRIAL ESTATE,BARTON ROAD,HEATON MERSEY,STOCKPORT,SK4 3EG,UNIT 5,BARTON ROAD,HEATON MERSEY IND EST,STOCKPORT,,SK4 3EG,,,,0,0,0,0,,0
5098308009,OFFICES AND PREMISES,8500,DMC GORT & MARCH LTD T/A GORT AND MARCH,09/11/2016,308 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RF,308 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RF,,,,0,0,0,4080,,0
7376052479,CAR PARKING SPACE,350,THINK BDW LTD,01/05/2016,CAR SPACE 34,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,4 WYNCOLLS ROAD,SEVERALLS IND PARK,COLCHESTER,,,CO4 9HU,,,,0,0,0,0,,0
7376052779,CAR PARKING SPACE,350,JORDAN LYNCH LTD,20/01/2016,CAR SPACE (1),LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0,0,0,0,,0
8358111009,CAR SHOWROOM AND PREMISES,247000,LSH AUTO UK LTD,01/07/2016,111 WELLINGTON ROAD NORTH,STOCKPORT,,,,SK4 2QH,ROWSLEY ROAD,ASHTON NEW ROAD,MANCHESTER,,,M11 3RR,,,,0,0,0,0,,0
4677901029,LAND USED FOR STORAGE AND PREMISES,8300,LSH AUTO UK LTD,01/07/2016,JUNCTION ROAD,STOCKPORT,,,,SK3 8AR,ROWSLEY ROAD,ASHTON NEW ROAD,MANCHESTER,,,M11 3RR,,,,0,0,0,0,,0
8324005009,SHOP AND PREMISES,4550,TASTY PROPERTIES LTD,27/04/2016,5 WARREN ROAD,CHEADLE HULME,CHEADLE,,,SK8 5AA,5 WARREN ROAD,CHEADLE HULME,CHEADLE,,,SK8 5AA,,,,0,0,0,1922.76,,0
7376052589,CAR PARKING SPACE,350,STOCKPORT SPORTS TRUST T/A LEISURE LIFE,01/04/2015,CAR SPACE 118,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,4AB & 4AD,4TH FLOOR LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,MAN,,,138.04,0,0,0,,0
7376052539,CAR PARKING SPACE,350,ORBITAL EDUCATION LTD,01/04/2015,CAR SPACE 129,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITE 4BA,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0,0,0,0,,0
5511004009,INDEPENDENT DISTRIBUTION NETWORK OPERATOR,138,NATIONAL GRID GAS DISTRIBUTION,01/04/2016,INDEPENDENT DISTRIBUTION NETWORK OPERATOR,BURLEY HOUSE,MARRIOTT STREET,STOCKPORT,,SK1 3PJ,BLOCK 2,BRICK KILN VLANE,HINCKLEY,,,LE10 0NA,,,,0,0,0,0,,0
7376052519,CAR PARKING SPACE,350,RSC NEW HOMES LIMITED,01/04/2015,CAR SPACE 127,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,C/O BRUNTWOOD,YORK HOUSE,YORK STREET,MANCHESTER,,M2 3BB,,,,0,0,0,0,,0
7376052529,CAR PARKING SPACE,350,SOURCE LAB LTD,01/04/2015,CAR SPACE 128,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0,0,0,0,,0
7376052319,CAR PARKING SPACE,350,MOVING MADE EASY (SOUTH EAST) LTD,01/10/2016,CAR SPACE 180,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,THE FAIRWAYS,EARL COLNE BUSINESS PARK,EARLS COLNE,ESSEX,,CO6 2NS,,,,0,0,0,0,,0
7376052509,CAR PARKING SPACES,700,JORDAN LYNCH LTD,20/01/2016,CAR SPACES (2),LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0,0,0,0,,0
0030357819,WAREHOUSE AND PREMISES,4250,THE GLOBAL ENERGY SAVING LTD,01/08/2016,UNIT 2 BRITANNIA HOUSE,ADSWOOD ROAD IND ESTATE,ADSWOOD ROAD,ADSWOOD,STOCKPORT,SK3 8LF,UNIT 2 BRITANNIA HOUSE,ADSWOOD ROAD IND ESTATE,ADSWOOD ROAD,ADSWOOD,STOCKPORT,SK3 8LF,,,,0,0,0,2040,,0
3933200849,CAR PARKING SPACE,500,THORNTON SHEPHERD ASSOCIATES LTD,01/05/2016,CAR SPACE 11,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,REGENT HOUSE,HEATON LANE,STOCKPORT,,,SK4 1BS,,,,0,0,0,0,,0
8449319359,OFFICES AND PREMISES,16750,HOLISTIC ESTATE PLANNING SOLUTIONS LTD,05/10/2016,SUITE A 1ST FLR,SOUTHGATE CENTRE 2,321 WILMSLOW ROAD,HEALD GREEN,CHEADLE,SK8 3PW,SUITE A 1ST FLR,SOUTHGATE CENTRE 2,321 WILMSLOW ROAD,HEALD GREEN,CHEADLE,SK8 3PW,,,,0,0,0,0,,0
0826044019,OFFICES AND PREMISES,9700,LJR AESTHETICS LTD,25/11/2016,44A BRAMHALL LANE SOUTH,BRAMHALL,STOCKPORT,,,SK7 1AH,42 SOUTH PARADE,BRAMHALL,STOCKPORT,,,SK7 3BJ,,,,0,0,0,4656,,0
7195093029,CAR PARKING SPACES,2100,HPAS LTD T/A SAFESTYLE UK,15/09/2016,CAR SPACES (6),GROSVENOR HOUSE,ST THOMAS'S PLACE,HIGHER HILLGATE,STOCKPORT,SK1 3TZ,STYLE HOUSE,ELDON PLACE,BRADFORD,WEST YORKSHIRE,,BD1 3AZ,,,,0,0,0,0,,0
4776009069,WORKSHOP OFFICE AND PREMISES,14250,H & J K DAVIES BROS LTD,01/04/2015,KENWOOD ROAD,NORTH REDDISH,STOCKPORT,,,SK5 6PH,KENWOOD ROAD,STOCKPORT,,,,SK5 6PH,,,,0,0,0,1708.72,,0
5516005029,WAREHOUSE AND PREMISES,6400,DOLBY PROPERTY DEVELOPMENTS LTD,01/12/2016,UNIT 2,MARSLAND STREET,HAZEL GROVE,STOCKPORT,,SK7 4ER,UNIT 2,MARSLAND STREET,HAZEL GROVE,STOCKPORT,,SK7 4ER,,,,0,0,0,3072,,0
8334003169,WAREHOUSE AND PREMISES,21250,RENEWAL NORTHWEST LTD,31/10/2016,UNITS G2 G2A & G3,MEADOW MILL,WATER STREET,LANCASHIRE HILL,STOCKPORT,SK1 2BY,UNIT G.3 MEADOW MILL,WATER STREET,PORTWOOD,STOCKPORT,,SK1 2BY,MAN,,,8381,0,0,0,,0
8449319219,OFFICES AND PREMISES,4700,SPITFIRE ANALYTICS LIMITED,18/11/2016,SUITE 8 GND FLR,SOUTHGATE CENTRE 2,319 WILMSLOW ROAD,HEALD GREEN,CHEADLE,SK8 3NW,SUITE 8 GND FLR,SOUTHGATE CENTRE 2,319 WILMSLOW ROAD,HEALD GREEN,CHEADLE,SK8 3NW,,,,0,0,0,2256,,0
0080001019,STORE AND PREMISES,5500,M C AUTO'S (STOCKPORT) LTD,01/12/2016,UNIT 1,ALLDIS STREET,GREAT MOOR,STOCKPORT,,SK2 7PA,UNIT 1,ALLDIS STREET,GREAT MOOR,STOCKPORT,,SK2 7PA,,,,0,0,0,2640,,0
0080001029,VEHICLE REPAIR WORKSHOP AND PREMISES,6200,ALLDIS MOT CENTRE LIMITED,01/12/2016,1 ALLDIS STREET,GREAT MOOR,STOCKPORT,,,SK2 7PA,1 ALLDIS STREET,GREAT MOOR,STOCKPORT,,,SK2 7PA,,,,0,0,0,2976,,0
1569017009,BOATHOUSE,64,NORTH CHESHIRE CRUISING CLUB LTD,01/04/2015,BOATHOUSE NO 20,CANAL WHARF,HIGH LANE,STOCKPORT,,SK7 6NF,CLUBHOUSE,CANAL WHARF,HIGH LANE,STOCKPORT,,SK6 8BH,,,,0,0,0,0,,0
1569008009,BOATHOUSE,63,NORTH CHESHIRE CRUISING CLUB LTD,01/06/2016,BOATHOUSE NO 4,CANAL WHARF,HIGH LANE,STOCKPORT,,SK7 6NF,CLUBHOUSE,CANAL WHARF,HIGH LANE,STOCKPORT,,SK6 8BH,,,,0,0,0,0,,0
1569013009,BOATHOUSE,82,NORTH CHESHIRE CRUISING CLUB LTD,01/11/2016,BOATHOUSE NO 23,CANAL WHARF,HIGH LANE,STOCKPORT,,SK7 6NF,CLUBHOUSE,CANAL WHARF,HIGH LANE,STOCKPORT,,SK6 8BH,,,,0,0,0,0,,0
0627006249,CAFE AND PREMISES,5400,ZEST COFFE & FOOD FOR THOUGHT,01/04/2015,UNIT 1 GND FLR,STUDIO HOUSE,BATTERSEA ROAD,HEATON MERSEY,STOCKPORT,SK4 3EA,UNIT 1 GND FLR,STUDIO HOUSE,BATTERSEA ROAD,HEATON MERSEY,STOCKPORT,SK4 3EA,,,,0,0,0,2592,,0
7393234069,CAR PARKING SPACE,350,OMNIS VAT CONSULTANTS LTD,25/11/2016,CAR SPACE 51,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,SUITE P GROUND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,,,,0,0,0,0,,0
3100020039,STORE AND PREMISES,2425,MTX CONTRACTS LTD,09/09/2016,STORE AT,FAIRACRES HOUSE,FAIRACRES ROAD,HIGH LANE,STOCKPORT,SK6 8JQ,INNOVATION HOUSE,BROOKE COURT,LOWER MEADOW ROAD,HANDFORTH,,SK9 3ND,,,,0,0,0,0,,0
1615112009,SHOP AND PREMISES,7600,UK PETS GOGO SUPPLIES LTD,14/11/2016,112 CASTLE STREET,EDGELEY,STOCKPORT,,,SK3 9AL,112 CASTLE STREET,EDGELEY,STOCKPORT,,,SK3 9AL,,,,0,0,0,3648,,0
7377126299,OFFICES AND PREMISES,3450,E.D.S UTILITY CONNECTIONS LIMITED,03/11/2015,OFFICE SUITE 3,AQUEDUCT BUSINESS PARK,STATION ROAD,MARPLE,STOCKPORT,SK6 5LD,OFFICE SUITE 3,AQUEDUCT BUSINESS PARK,STATION ROAD,MARPLE,STOCKPORT,SK6 5LD,,,,0,0,0,1656,,0
1598004009,VEHICLE REPAIR WORKSHOP AND PREMISES,12000,BMMOTORWORKS LTD,26/10/2016,UNIT 4,CARRINGTON FIELD STREET,HIGHER HILLGATE,STOCKPORT,,SK1 3JN,UNIT 4,CARRINGTON FIELD STREET,HIGHER HILLGATE,STOCKPORT,,SK1 3JN,,,,0,0,0,5760,,0
7377126109,WORKSHOP OFFICE AND PREMISES,6600,A2B CHAUFFEURS LTD,01/05/2016,UNIT A2,AQUEDUCT BUSINESS PARK,STATION ROAD,MARPLE,STOCKPORT,SK6 5LD,UNIT A2,AQUEDUCT BUSINESS PARK,STATION ROAD,MARPLE,STOCKPORT,SK6 5LD,,,,0,0,0,3168,,0
7930099059,WORKSHOP AND PREMISES,7400,HI GLOSS MOTOR BODIES LTD,27/02/2015,TOLL BAR STREET,STOCKPORT,,,,SK1 3EW,TOLL BAR STREET,STOCKPORT,,,,SK1 3EW,,,,0,0,0,3552,,0
6826020099,LAND USED FOR CAR SALES,9400,PREMIER MOTORS MCR LTD,01/11/2016,UNIT 2,22 REDDISH ROAD,REDDISH,STOCKPORT,,SK5 7PE,93 MILL LANE,REDDISH,STOCKPORT,,,SK5 6TP,,,,0,0,0,4512,,0
7394130009,SHOP AND PREMISES,9000,SEMITONE LTD,20/10/2016,130 STOCKPORT ROAD,MARPLE,STOCKPORT,,,SK6 6DQ,130 STOCKPORT ROAD,MARPLE,STOCKPORT,,,SK6 6DQ,,,,0,0,0,4320,,0
3500990259,WAREHOUSE AND PREMISES,4050,ISOFIT (NW) LTD,01/09/2015,UNIT 10D,MALBERN INDUSTRIAL ESTATE,GREG STREET,SOUTH REDDISH,STOCKPORT,SK5 7BT,8 MOOR TOP PLACE,HEATON MOOR,STOCKPORT,,,SK4 4JB,,,,0,0,0,1944,,0
3422296089,SHOP AND PREMISES,16500,AVSR LIMITED,03/12/2016,296 - 296A,GORTON ROAD,REDDISH,STOCKPORT,,SK5 6RN,296 - 296A,GORTON ROAD,REDDISH,STOCKPORT,,SK5 6RN,,,,0,0,0,0,,0
7192021039,FITNESS CENTRE,13500,PNP FITNESS LTD T/A STOCKPORT HEALTH AND,27/08/2016,21 ST PETERSGATE,STOCKPORT,,,,SK1 1EB,21 ST PETERSGATE,STOCKPORT,,,,SK1 1EB,,,,0,0,0,3240,,0
7192021029,CAR PARKING SPACE AND PREMISES,800,PNP FITNESS LTD T/A STOCKPORT HEALTH AND,27/08/2016,CAR PARKING SPACES REAR OF,21 ST PETERSGATE,STOCKPORT,,,SK1 1EB,CAR PARKING SPACES REAR OF,21 ST PETERSGATE,STOCKPORT,,,SK1 1EB,,,,0,0,0,0,,0
5184099069,WAREHOUSE OFFICE AND PREMISES,3950,FLUECLEAN INSTALLATIONS SERVICES LTD,01/04/2015,UNIT 2,LYTHAM STREET WORKS,LYTHAM STREET,CALE GREEN,STOCKPORT,SK3 8JB,UNIT 2,LYTHAM STREET WORKS,LYTHAM STREET,CALE GREEN,STOCKPORT,SK3 8JB,,,,0,0,0,1896,,0
2857007039,OFFICES AND PREMISES,45250,PAYZONE UK LTD,25/11/2016,4TH FLR,HIGHBANK HOUSE,EXCHANGE STREET,DAW BANK,STOCKPORT,SK3 0ET,UNIT 4 TRIANGLE COURT,CHESHIRE BUSINESS PARK,NORTHWICH,,,CW9 7YL,,,,0,0,0,0,,0
5098167029,HAIRDRESSING SALON AND PREMISES,2025,MISTER BARBER LTD,01/12/2016,167 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HJ,167 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HJ,,,,0,0,0,972,,0
3990190029,SHOP AND PREMISES,4750,RED MAPLE CHESHIRE LTD,14/04/2015,190 HIGHER HILLGATE,STOCKPORT,,,,SK1 3QY,190 HIGHER HILLGATE,STOCKPORT,,,,SK1 3QY,,,,0,0,0,2280,,0
0627006259,OFFICES AND PREMISES,1275,LOFT FILM PRODUCTIONS LTD,01/04/2016,UNIT 3 GND FLR,STUDIO HOUSE,BATTERSEA ROAD,HEATON MERSEY,STOCKPORT,SK4 3EA,STUDIO HOUSE,BATTERSEA ROAD,STOCKPORT,,,SK4 3EA,,,,0,0,0,0,,0
0627006289,OFFICES AND PREMISES,840,LOFT FILM PRODUCTIONS LTD,01/04/2015,UNIT 6 GND FLR,STUDIO HOUSE,BATTERSEA ROAD,HEATON MERSEY,STOCKPORT,SK4 3EA,STUDIO HOUSE,BATTERSEA ROAD,STOCKPORT,,,SK4 3EA,,,,0,0,0,0,,0
0627006389,OFFICES AND PREMISES,1300,LOFT FILM PRODUCTIONS LTD,01/04/2015,UNIT 17 1ST FLR,STUDIO HOUSE,BATTERSEA ROAD,HEATON MERSEY,STOCKPORT,SK4 3EA,STUDIO HOUSE,BATTERSEA ROAD,STOCKPORT,,,SK4 3EA,,,,0,0,0,0,,0
0627006399,STORE AND PREMISES,250,LOFT FILM PRODUCTIONS LTD,01/04/2015,STORAGE GND FLR,STUDIO HOUSE,BATTERSEA ROAD,HEATON MERSEY,STOCKPORT,SK4 3EA,STUDIO HOUSE,BATTERSEA ROAD,STOCKPORT,,,SK4 3EA,,,,0,0,0,0,,0
3981075009,FUNERAL DIRECTORS AND PREMISES,17000,FUNERAL SERVICES LTD,11/11/2016,75 HIGH STREET,CHEADLE,,,,SK8 1AA,COOPERATIVE GROUP LTD,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
6438099069,OFFICE AND PREMISES,5800,R.J. INTERNATIONAL FREIGHT LTD,17/12/2016,HUB 3,PEPPER HOUSE,1 PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5DP,HUB 3,PEPPER HOUSE,1 PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5DP,,,,0,0,0,2784,,0
9994000049,WAREHOUSE AND PREMISES,10000,MAYDAY MEDIA SERVICES LTD,01/12/2015,UNIT 5,S. PARK BUSINESS PARK,MARTEL COURT,HAMILTON ROAD,STOCKPORT,SK1 2AF,UNIT 5,S. PARK BUSINESS PARK,MARTEL COURT,HAMILTON ROAD,STOCKPORT,SK1 2AF,,,,0,0,0,4800,,0
5594023049,WORKSHOP AND PREMISES,12500,T HAYNES CHORLEY & CO LTD T/A SPECTRUM PLASTICS,01/04/2015,UNITS 4/5/21 & 22,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,UNITS 1-2,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,,LDS,,0,104.3,0,0,,0
5594023039,WORKSHOP AND PREMISES,15750,T HAYNES CHORLEY & CO LTD T/A SPECTRUM PLASTICS,01/04/2015,UNITS 1/2/3B & 19,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,UNITS 1-2,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,,LDS,,0,151.37,0,0,,0
5451005019,WORKSHOP AND PREMISES,4850,AQUARIUS CLEANING SERVICES (N.W.) LTD,06/07/2015,UNIT 10B,MARCLIFFE INDUSTRIAL ESTATE,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,SK7 5EG,UNIT 10B MARCLIFFE INDUSTRIAL ESRTATE,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,SK7 5EG,,,,0,0,0,2328,,0
7378047049,WORKSHOP AND PREMISES,3950,BEN RYDER JOINERY LTD,01/12/2016,UNIT 7,WHARTON CRANES BUILDING,STATION ROAD,REDDISH,STOCKPORT,SK5 6ND,UNIT 7,WHARTON CRANES BUILDING,STATION ROAD,REDDISH,STOCKPORT,SK5 6ND,,,,0,0,0,1896,,0
3817033499,WAREHOUSE AND PREMISES,12500,M I FABRICATION & SHEET METAL WORK LTD,09/11/2016,UNIT G1,HALLAM STREET WORKS,HALLAM STREET,HEAVILEY,STOCKPORT,SK2 6PT,UNIT G1,HALLAM STREET WORKS,HALLAM STREET,HEAVILEY,STOCKPORT,SK2 6PT,,,,0,0,0,5000,,0
1727023149,WAREHOUSE OFFICE AND PREMISES,7300,ULTRA COOLING LTD,01/11/2016,UNIT 14,CHRISTIE STREET INDUSTRIAL .ESTATE,CHRISTIE STREET,HEMPSHAW LANE,STOCKPORT,SK1 4LR,UNIT 14 CHRISTIE STREET IND ESTATE,CHRISITIE STREET,HEMPSHAW LANE,STOCKORT,,SK1 4LR,,,,0,0,0,3504,,0
3933200719,CAR PARKING SPACE AND PREMISES,500,TRAVELODGE LIMITED,30/11/2016,CAR SPACE 62,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL  RATING UK LLP,12TH FLOOR ELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
1009135009,SHOP AND PREMISES,12000,FM3 CARS NORTHWEST LTD,24/12/2016,135 BUXTON ROAD,STOCKPORT,,,,SK2 6LR,135 BUXTON ROAD,STOCKPORT,,,,SK2 6LR,,,,0,0,0,5760,,0
0176099089,WORKSHOP AND PREMISES,22500,MAGDEN LTD,21/12/2016,UNIT 2,ASHTON ROAD,BREDBURY,STOCKPORT,,SK6 2QN,UNIT 30,STANLEY ROAD,WHITEFIELD,MANCHESTER,,M45 8QX,,,,0,0,0,0,,0
4111052009,WAREHOUSE AND PREMISES,26750,JRS FABRICATION ENGINEERS LTD,28/11/2016,UNIT 7,HURSTFIELD INDUSTRIAL  ESTATE,HURST STREET,REDDISH,STOCKPORT,SK5 7BB,UNIT 7,HURSTFIELD IND ESTATE,HURST STREET,REDDISH,STOCKPORT,SK5 7BB,,,,0,0,0,0,,0
1095008029,GYMNASIUM AND PREMISES,36750,NORTH WEST LEISURE LTD T/A ANYTIME FITNE,13/10/2016,1ST FLR,8 THE BRAMHALL CENTRE,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,SK7 1AW,UNIT 15,BLACKPOOL TECHNOLOGY MANAGEMENT CENTRE,FARADAY WAY,BLACKPOOL,,FY2 0JW,,LDS1,,0,818.91,0,0,,0
3143007289,CAR PARKING SPACES,2100,ADDISON LEE LIMITED,25/04/2016,CAR SPACES 6 & 8-12,THE COURTYARD,FINNEY LANE,HEALD GREEN,CHEADLE,SK8 3GZ,33-35 WILLIAM ROAD,LONDON,,,,NW1 3ER,,,,0,0,0,0,,0
3933200009,CAR PARKING SPACES AND PREMISES,1000,NHS PROPERTY SERVICES LTD,14/12/2016,CAR SPACES 90 & 91,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,C/O G L HEARN MANAGEMENT LTD,PO BOX 1821,SOUTHAMPTON,,,SO18 9NA,,,,0,0,0,0,,0
8420000219,WORKSHOP AND PREMISES,16500,J D HUGHES FABRICATIONS LTD,01/01/2017,UNITS 2/3,PHOENIX WORKS,WHITEFIELD ROAD,BREDBURY,STOCKPORT,SK6 2QR,PHOENIX WORKS,WHITEFIELD ROAD,BREDBURY,STOCKPORT,,SK6 2QR,,,,0,0,0,0,,0
2751002009,RETAIL WAREHOUSE AND PREMISES,327500,FURNITURE VILLAGE LTD,26/12/2016,UNIT 2,STANLEY GREEN RETAIL PARK,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6PT,258 BATH ROAD,SLOUGH,BERKSHIRE,,,SL1 4DX,,,,0,0,0,0,,0
0013015009,SHOP AND PREMISES,10750,THE HEARING CENTRES (CHESHIRE) LLP,14/12/2016,15 ACK LANE EAST,BRAMHALL,STOCKPORT,,,SK7 2BE,15 ACK LANE EAST,BRAMHALL,STOCKPORT,,,SK7 2BE,,,,0,0,0,5160,,0
9307018009,SHOWHOMES MARKETING SUITE & PREMISES,21750,BELLWAY HOMES,30/09/2016,SHOWHOMES 18/20 & MARKETING SUITE,EUROPA WAY,ADSWOOD,STOCKPORT,,SK3 0SA,304 BRIDGEWATER PLACE,BIRCHWOOD,WARRINGTON,,,WA3 6XG,,,,0,0,0,0,,0
1734010009,SHOP AND PREMISES,10750,GATLEY PIZZA LTD T/A SOPRANOS,01/01/2017,10 CHURCH ROAD,GATLEY,CHEADLE,,,SK8 4NQ,10 CHURCH ROAD,GATLEY,CHEADLE,,,SK8 4NQ,,,,0,0,0,4362.09,,0
7195019559,CAR PARKING SPACE,350,EMERSON MANAGEMENT SERVICES LIMITED,01/04/2015,CAR SPACE (1),EMS GROSVENOR HOUSE,ST THOMAS'S PLACE,HIGHER HILLGATE,STOCKPORT,SK1 3TZ,C/O ORBIT DEVELOPMENTS (MANCHESTER) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYES LANE ALDERLEY EDGE,,SK9 7LF,,,,0,0,0,0,,0
7195019569,CAR PARKING SPACE,350,EMERSON MANAGEMENT SERVICES LIMITED,01/04/2015,CAR SPACE (1),EMS GROSVENOR HOUSE,ST THOMAS'S PLACE,HIGHER HILLGATE,STOCKPORT,SK1 3TZ,C/O ORBIT DEVELOPMENTS (MANCHESTER) LTD,PROPERTY ACCOUNTING DEPARTMENT,EMERSON HOUSE,HEYES LANE ALDERLEY EDGE,,SK9 7LF,,,,0,0,0,0,,0
3937001019,CAR SHOWROOM AND PREMISES,14000,LSH AUTO UK LTD,01/07/2016,1 HEATON ROAD,HEATON NORRIS,STOCKPORT,,,SK4 2PH,ROWSLEY ROAD,ASHTON NEW ROAD,MANCHESTER,,,M11 3RR,,,,0,0,0,0,,0
8105501099,OFFICES AND PREMISES,2025,SEW ELECTRONICS LTD,01/04/2015,UNIT 72,GOYT MILL,UPPER HIBBERT LANE,MARPLE,STOCKPORT,SK6 7HX,C/O 153 WINDLEHURST ROAD,HIGH LANE,STOCKPORT,,,SK6 8AG,,,,0,0,0,972,,0
3502006009,WAREHOUSE OFFICE AND PREMISES,13000,PETER SKINGLE LTD,14/12/2016,UNIT 12,GREGORY WAY,OFF GREG STREET,STOCKPORT,,SK5 7ST,UNIT 12 GREGORY WAY,OFF GREG STREET,STOCKPORT,,,SK5 7ST,,,,0,0,0,4160,,0
