OrganisationLabel,OrganisationURI,Account Name 1,Account Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Address 6,Property Postcode,BA Reference,Account Address 1,Account Address 2,Account Address 3,Account Address 4,Account Postcode,Liability Start,Empty Prop,Empty From,Account Exemption,Property Exemption,2010 RV,2005 RV,VOA Description,Rv Chargeable,Charge 2015/16,MIN Date From   Sbrr,MAX Date To   Sbrr,Sbrr Relief,Lower Multiplier,Trans Relief,Charity Relief From,Mandatory,Mand Relief,Discretionary,Disc Relief,Retail Relief,ReOccupation Relief
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ONE STOP STORES LTD,,,,1204 NEW CHESTER ROAD,WIRRAL,MERSEYSIDE,,CH62 9AE,0006568002040A,APEX ROAD,BROWNHILLS,WALSALL,WEST MIDLANDS,WS8 7TS,01/04/2000,,,,,7400,6800,SHOP AND PREMISES,3552,"£3,552.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ROYAL BANK OF SCOTLAND,,,,1196-1198 NEW CHESTER ROAD,WIRRAL,MERSEYSIDE,,CH62 9AE,0006568001960A,C/O GVA BILFINGER,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,01/04/2000,,,,,12250,11500,BANK AND PREMISES,5880,"£5,880.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CLEAR CHANNEL UK LTD NNDR DEPT,,ADVERTISING RIGHT (ADSHEL 0305,0230),OPPOSITE 1262 NEW CHESTER ROAD,EASTHAM,WIRRAL,MERSEYSIDE,CH62 9AF,65680023003,ORION GATE,GUILDFORD ROAD,WOKING,,GU22 7NJ,01/04/2000,,,,,480,450,ADVERTISING RIGHT AND PREMISES,230,£230.40,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS PROPERTY SERVICES,,,,HEALTH CENTRE,EASTHAM RAKE,WIRRAL,MERSEYSIDE,CH62 9AN,62810003101,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 7QT,01/04/2015,,,,,31500,31500,HEALTH CENTRE AND PREMISES,15529,"£15,529.50",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,REGENERATION DIRECTORATE,,,,LIBRARY,MILL PARK DRIVE,WIRRAL,MERSEYSIDE,CH62 9AN,000653400001A1,C/O THE ACCOUNTANCY DIVISION,MUNICIPAL BLDG CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,18500,24000,LIBRARY AND PREMISES,9120,"£9,120.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TESCO PERSONAL FINANCE PLC,,,,ATM SITE AT TESCO EXPRESS,29 EASTHAM RAKE,WIRRAL,MERSEYSIDE,CH62 9AN,000628100029B3,C/O GL HEARN MANAGEMENT PLC,PO BOX 1610,SOUTHAMPTON,,SO15 3WX,01/04/2010,,,,,8300,,SITE OF ATM,3984,"£3,984.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TESCO STORES LTD,,,,TESCO EXPRESS,29 EASTHAM RAKE,WIRRAL,MERSEYSIDE,CH62 9AN,000628100029A9,C/O G L HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 3WX,01/04/2010,,,,,64000,,SHOP AND PREMISES,31552,"£31,552.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MOBILE BROADBAND NETWORK LTD, ,T-MOBILE SITE 85443,,R/O 1408 NEW CHESTER ROAD,EASTHAM,WIRRAL,MERSEYSIDE,CH62 9AQ,000656800408A2,GVA-RATING.FID 1601337 ,P O BOX 6079,WOLVERHAMPTON,,WV1 9RA,01/07/2009,,,,,5900,5900,COMMUNICATION STATION AND PREMISES,2832,"£2,832.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TRAVELODGE HOTELS LTD,C/O RATE ACCOUNT MANAGEMENT,,,TRAVEL LODGE,1408 NEW CHESTER ROAD,WIRRAL,MERSEYSIDE,CH62 9AQ,65680040808,COLLIERS INT RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,01/04/2000,,,,,40000,68500,MOTEL AND PREMISES,19720,"£19,720.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EURO GARAGES LTD,,,,LITTLE CHEF,1408 NEW CHESTER ROAD,WIRRAL,MERSEYSIDE,CH62 9AQ,000656800408A4,EURO HOUSE,BEE HIVE TRADING ESTATE,HASLINGDON ROAD,BLACKBURNX,BB1 2EE,18/04/2013,,,,,27750,27750,RESTAURANT AND PREMISES,13680,"£13,680.75",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TECHNICAL SERVICES DIRECTORATE,,,,CAR PARK,MILL PARK DRIVE,WIRRAL,MERSEYSIDE,CH62 9AT,0006534A014803,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2004,,,,,4750,2850,CAR PARK AND PREMISES,2280,"£2,280.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CHIEF EXECUTIVE,NW RFCA,,,CADET HEADQUARTERS (ATC) 103,EASTHAM RAKE,WIRRAL,MERSEYSIDE,CH62 9AW,0006281001030A,ALEXANDRA COURT,28 ALEXANDRA DRIVE,LIVERPOOL,MERSEYSIDE,L17 8YE,01/04/2000,,,,,1600,1600,AUXILIARY DEFENCE ESTABLISHMENT AND PREMISES,788,£157.76,,,£0.00,,£0.00,01/04/2000,80%,-£616.96,0%,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CHESHIRE RETAIL NW LTD,,,,16 MILL PARK DRIVE,WIRRAL,MERSEYSIDE,,CH62 9DL,65340001608,135 HIGHER PARR STREET,ST HELENS,MERSEYSIDE,,WA9 1DA,22/07/2015,,,,,17500,15500,SHOP AND PREMISES,4796,"£3,940.16",,,,,,,,,,,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RIGHTWAY LIMITED,,,,18 MILL PARK DRIVE,WIRRAL,MERSEYSIDE,,CH62 9DL,65340001805,14-16 BRIDGE STREET,NESTON,SOUTH WIRRAL,,CH64 9UJ,06/08/2005,,,,,17250,16000,SHOP AND PREMISES,8280,"£6,780.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CHILDREN & YOUNG PEOPLES ,DIRECTORATE,,,MILLFIELDS CHILDRENS CENTRE,WILLINGTON AVENUE,WIRRAL,MERSEYSIDE,CH62 9EB,000692300002B4,C/O ACCOUNTANCY DIVISION,MUNICIPAL BUILDING CLEVELAND STREE,BIRKENHEAD MERSEYSIDE,,CH41 6BU,01/04/2008,V,21/05/2007,,,11500,9800,Day Nursery and Premises,5520,"£5,520.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MILLFIELDS PRIMARY SCHOOL,FAO THE GOVERNORS,,,MILLFIELD JUNIOR SCHOOL,WILLINGTON AVENUE,WIRRAL,MERSEYSIDE,CH62 9EB,000692300002A3,C/O THE ACCOUNTANCY DIVISION,CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,21250,15750,SCHOOL AND PREMISES,10476,"£10,476.25",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EASTHAM COMMUNITY CENTRE LTD,,,,DELAMERE PLAY & COMMUNITY CENTRE,DELAMERE AVENUE,WIRRAL,MERSEYSIDE,CH62 9ED,000627000099A5,,,,,,10/10/2012,,,,,4100,4100,COMMUNITY CENTRE AND PREMISES,1968,£0.00,10/10/2012,01/04/2016,"-£1,931.10",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAGENTA LIVING,,,,EASTHAM HOUSING OFFICE,59 & 73 CLIFTON AVENUE,WIRRAL,MERSEYSIDE,CH62 9EF,000619800059AA,FINANCE SECTION,PARTNERSHIP BUILDING,HAMILTON STREET,BIRKENHEAD,CH41 5AA,07/02/2005,,,,,5200,4300,OFFICES AND PREMISES,2563,£512.72,,,£0.00,,£0.00,,,"-£2,005.12",,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,,,VODAFONE (7434) AT,MILL PARK DRIVE,WIRRAL,MERSEYSIDE,CH62 9EQ,000653400040A1,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,24/08/2011,,,,,3950,,Communication Station and Premises,1896,"£1,896.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAGENTA LIVING,,,,44 CLIFTON AVENUE,WIRRAL,MERSEYSIDE,,CH62 9EQ,61980004404,FINANCE SECTION,PARTNERSHIP BUILDING,HAMILTON STREET,BIRKENHEAD,CH41 5AA,07/02/2005,Y,07/02/2005,,,2450,2450,SHOP AND PREMISES,1207,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAGENTA LIVING,,,,46 CLIFTON AVENUE,WIRRAL,MERSEYSIDE,,CH62 9EQ,61980004601,FINANCE SECTION,PARTNERSHIP BUILDING,HAMILTON STREET,BIRKENHEAD,CH41 5AA,07/02/2005,Y,07/02/2005,,,1850,1850,SHOP AND PREMISES,912,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAGENTA LIVING,,,,58 CLIFTON AVENUE,WIRRAL,MERSEYSIDE,,CH62 9EQ,61980005801,FINANCE SECTION,PARTNERSHIP BUILDING,HAMILTON STREET,BIRKENHEAD,CH41 5AA,07/02/2005,Y,07/02/2005,,,1800,1800,SHOP AND PREMISES,887,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAGENTA LIVING,,,,70 CLIFTON AVENUE,WIRRAL,MERSEYSIDE,,CH62 9EQ,61980007008,FINANCE SECTION,PARTNERSHIP BUILDING,HAMILTON STREET,BIRKENHEAD,CH41 5AA,07/02/2005,Y,07/02/2005,,,1900,1900,BETTING SHOP AND PREMISES,936,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAGENTA LIVING,,,,80 CLIFTON AVENUE,WIRRAL,MERSEYSIDE,,CH62 9EQ,0006198000800B,FINANCE SECTION,PARTNERSHIP BUILDING,HAMILTON STREET,BIRKENHEAD,CH41 5AA,07/02/2005,Y,07/02/2005,,,1750,1750,SHOP AND PREMISES,862,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAGENTA LIVING,,,,56 CLIFTON AVENUE,WIRRAL,MERSEYSIDE,,CH62 9EQ,61980005604,FINANCE SECTION,PARTNERSHIP BUILDING,HAMILTON STREET,BIRKENHEAD,CH41 5AA,05/02/2005,Y,05/02/2005,,,1800,1800,SHOP AND PREMISES,887,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BROOKHURST PRIMARY SCHOOL,FAO THE GOVERNORS,,,BROOKHURST PRIMARY SCHOOL,BROOKHURST ROAD,WIRRAL,MERSEYSIDE,CH63 0EH,61310002109,C/O THE ACCOUNTANCY DIVISION,CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,20250,19600,SCHOOL AND PREMISES,9983,"£9,983.25",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PESTO RESTAURANTS LTD,,,,DIBBINSDALE INN,DIBBINSDALE ROAD,WIRRAL,MERSEYSIDE,CH63 0HQ,62610005205,UNIT 14 WHARFSIDE BUSINESS PARK,IRLAM WHARFSIDE ROAD,IRLAM,MANCHESTER,M44 5PN,08/10/2012,,,,,49250,50000,PUBLIC HOUSE AND PREMISES,24280,"£22,780.25",,,£0.00,,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MOBILE BROADBAND NETWORK LTD,,,,T-MOBILE TELECOMS MAST,THORNTON COMMON ROAD,WIRRAL,MERSEYSIDE,CH63 0LU,0006849096210B,GVA-RATING..FID1601337,P O BOX 6079,WOLVERHAMPTON,,WV1 9RA,01/07/2009,,,,,6000,5300,COMMUNICATION STATION AND PREMISES,2880,"£2,880.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BROMBOROUGH GOLF CLUB,,,,BROMBOROUGH GOLF CLUB,RABY HALL ROAD,WIRRAL,MERSEYSIDE,CH63 0NW,66830000906,RABY HALL ROAD,WIRRAL,MERSEYSIDE,,CH63 0NW,01/04/2000,,,,,69500,67500,GOLF COURSE AND PREMISES,34263,"£34,263.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THORNTON HOLDINGS LTD,,,,THORNTON MANOR,MANOR ROAD,WIRRAL,MERSEYSIDE,CH63 1JB,000651600025A4,THORNTON MANOR,MANOR ROAD,THORNTON HOUGH,WIRRAL MERSEYSIDE,CH63 1JB,01/09/2005,,,,,80000,26500,FUNCTION CENTRE AND PREMISES,39440,"£39,440.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LEVERHULME ESTATES,,,,OFFICES HESKETH GRANGE,MANOR ROAD,WIRRAL,MERSEYSIDE,CH63 1JD,65160000306,THE ESTATE OFFICE,THORNTON HOUGH,WIRRAL,MERSEYSIDE,CH63 1JD,01/04/2004,,,,,16000,12500,OFFICES AND PREMISES,7680,"£7,680.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,REGENERATION DIRECTORATE,,,,PUBLIC CONVENIENCE,NESTON ROAD,WIRRAL,MERSEYSIDE,CH63 1JE,65640006808,C/O THE ACCOUNTANCY DIVISION,MUNICIPAL BLDG CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2006,,,,,1275,1150,PUBLIC CONVENIENCE AND PREMISES,612,£612.00,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CORAVIEW LTD,,,,THORNTON HALL,NESTON ROAD,WIRRAL,MERSEYSIDE,CH63 1JF,65640001109,THORNTON HALL,NESTON ROAD,WIRRAL,MERSEYSIDE,CH63 1JF,01/04/2000,,,,,305000,150000,HOTEL AND PREMISES,150365,"£150,365.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CORAVIEW LTD,,,,THORNTON HALL LODGE,NESTON ROAD,WIRRAL,MERSEYSIDE,CH63 1JF,000656400011A1,THORNTON HALL,NESTON ROAD,WIRRAL,MERSEYSIDE,CH63 1JF,05/12/2006,,,,,8900,7200,BEAUTY TREATMENT SPA AND PREMISES,4272,"£4,272.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,FLEETSOLVE LTD,,,,LODGE COURT,NESTON ROAD,WIRRAL,MERSEYSIDE,CH63 1JF,000656400012C7,,,,,,02/03/2009,,,,,9700,7500,OFFICES AND PREMISES,4656,"£2,870.53",01/04/2009,01/04/2016,"-£1,751.99",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THORNTON HOUGH COUNTY PRIMARY SC,FAO THE GOVERNORS,,,THORNTON HOUGH PRIMARY SCHOOL,ST GEORGES WAY,WIRRAL,MERSEYSIDE,CH63 1JJ,000677700002A3,C/O THE ACCOUNTANCY DIVISION,CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,15500,14250,SCHOOL AND PREMISES,7440,"£7,440.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EBBRELL CONSTRUCTION LTD,,,,LEVERHULME ESTATES STORE OFF,ST GEORGES WAY,WIRRAL,MERSEYSIDE,CH63 1JJ,67770000406,71 HERMITAGE ROAD,SAUGHALL,CHESTER,,CH1 6AQ,01/01/2015,,,,,5500,5300,STORE AND PREMISES,2640,£0.00,01/01/2015,01/04/2016,-£638.75,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CAKES BY DAISY HILL LTD,T/A JENNIFER O'NEILL CAKES,,,JENNIFER O'NEILL CAKES,"THE TURRET, THORNTON COMMON ROAD",WIRRAL,MERSEYSIDE,CH63 1JL,68490004107,,,,,,01/07/2011,,,,,3800,4550,SHOP AND PREMISES,1824,£0.00,01/07/2011,01/04/2016,"-£1,789.80",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TELEFONICA UK LIMITED,,,,TELEFONICA O2 AT,HEATH ROAD,WIRRAL,MERSEYSIDE,CH63 2HF,63950000101,C/O CLUTTONS LLP ,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,01/04/2010,,,,,4450,,Communication Station and Premises,2136,"£2,136.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BRACKENWOOD INFANT SCHOOL,FAO THE GOVERNORS,,,BRACKENWOOD INFANT SCHOOL,PULFORD ROAD,WIRRAL,MERSEYSIDE,CH63 2HN,66410005007,C/O THE ACCOUNTANCY DIVISION,CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,18500,15500,SCHOOL AND PREMISES,9120,"£9,120.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BRACKENWOOD JUNIOR SCHOOL,FAO THE GOVERNORS,,,BRACKENWOOD PRIMARY SCHOOL,NORBURY AVENUE,WIRRAL,MERSEYSIDE,CH63 2HN,63950022401,C/O THE ACCOUNTANCY DIVISION,CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,22500,17750,SCHOOL AND PREMISES,11092,"£11,092.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHESH & MERSEY,,,,66-68 TEEHEY LANE,WIRRAL,MERSEYSIDE,,CH63 2JN,68230006801,X24 PAYABLES K005,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,WF3 1WE,01/04/2000,,,,,10500,8200,SURGERY AND PREMISES,5040,"£5,040.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BANK MACHINE LTD & CARDPOINT,SERVICES LTD T/A CASHZONE,,,ATM SITE AT 96-98 TEEHEY LANE,WIRRAL,MERSEYSIDE,,CH63 2JQ,000682300096B2,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,01/01/2012,,,,,3750,,SITE OF ATM,1800,"£1,800.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EDWARDS NEWS LTD,,,,96-98 TEEHEY LANE,WIRRAL,MERSEYSIDE,,CH63 2JQ,000682300096A1,96-98 TEEHEY LANE,HIGHER BEBINGTON,WIRRAL,MERSEYSIDE,CH63 2JQ,01/01/2012,,,,,16000,,SHOP AND PREMISES,7680,"£6,180.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LOGIC HEALTHCARE LTD,,,,PHARMACY,"25, BRACKENWOOD ROAD",WIRRAL,MERSEYSIDE,CH63 2LR,000610900025B4,,,,,,01/09/2014,,,,,20250,,SHOP AND PREMISES,9983,"£9,983.25",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BRACKENWOOD GOLF CLUB ,,BRACKENWOOD GOLF CLUB,,BRACKEN LANE,WIRRAL,MERSEYSIDE,,CH63 2LY,61080000105,17 HEYWOOD ROAD,GREAT SUTTON,SOUTH WIRRAL,,CH66 3PS,01/04/2000,,,,,8700,8000,GOLF COURSE AND PREMISES,4289,£0.00,,,£0.00,,£0.00,01/04/2008,80%,"-£3,354.72",20%,-£838.68,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,REGENERATION DIRECTORATE,,,,GOLF COURSE,BRACKEN LANE,WIRRAL,MERSEYSIDE,CH63 2LY,000610800101CC,C/O THE ACCOUNTANCY DIVISION,CLEVELAND STREET,BIRKENHEAD MERSEYSIDE,,CH41 6BU,01/04/2010,,,,,24750,,Golf Course and Premises,12201,"£12,201.75",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BEBINGTON HIGH SCHOOL,FAO THE GOVERNORS,,,BEBINGTON HIGH SCHOOL,HIGHER BEBINGTON ROAD,WIRRAL,MERSEYSIDE,CH63 2PS,64060007002,C/O THE ACCOUNTANCY DIVISION,CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,223000,178000,SCHOOL AND PREMISES,109939,£0.00,,,£0.00,,£0.00,01/04/2009,80%,"-£49,473.01",20%,"-£12,368.25",,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,REGENERATION DIRECTORATE,,,,HIGHER BEBINGTON LIBRARY,HIGHER BEBINGTON ROAD,WIRRAL,MERSEYSIDE,CH63 2PT,000640600220A7,C/O THE ACCOUNTANCY DIVISION,MUNICIPAL BLDG CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,8800,8000,LIBRARY AND PREMISES,4224,"£4,224.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PEVEREL MANAGEMENT SERVICES LTD,,,,33 HEATHCOTE GARDENS,WIRRAL,MERSEYSIDE,,CH63 2QX,0006395B003303,33 HEATHCOTE GARDENS,WIRRAL,MERSEYSIDE,,CH63 2QX,01/09/2003,,,,,980,810,OFFICES AND PREMISES,470,£470.40,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CO-OPERATIVE GROUP LTD,C/O RATE ACCOUNT MANAGEMENT,,,"8-10, CROSS LANE",WIRRAL,MERSEYSIDE,,CH63 3AL,62140000801,COLLIERS INT PROP ADVISERS UK LLP,"12TH FLOOR,11 BRINDLEYPLACE",2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,01/04/2010,,,,,19500,,SHOP AND PREMISES,7774,"£7,774.85",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CO-OPERATIVE GROUP LTD,C/O RATE ACCOUNT MANAGEMENT,,,"ATM SITE AT 8 - 10, CROSS LANE",WIRRAL,MERSEYSIDE,,CH63 3AL,000621400008A1,COLLIERS INT PROP ADVISERS UK LLP,"12TH FLOOR,11 BRINDLEYPLACE",2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,01/04/2010,,,,,11250,,SITE OF ATM,5400,"£5,400.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,KEYLEX LTD,T/A HURSTS BAKERY,,,26 CROSS LANE,WIRRAL,MERSEYSIDE,,CH63 3AL,62140002601,16-18 UPTON ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 0DF,23/08/2010,Y,05/12/2009,,,6200,6100,SHOP AND PREMISES,2976,"£1,476.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
