Purchased quantities of household food & drink by income quintile Averages per person per week Quintile 1	Code	Description				Units	2001-02	2002-03	2003-04	2004-05	2005-06	2006	2007	2008	2009	2010	2011	2012	2013
	27702		Chocolate biscuits			g	71	73	61	65	55	55	52	52	58	49	51	49	49
	27402			Sweet biscuits (not chocolate) and cereal bars		g	74	82	77	83	80	91	92	97	94	88	92	84	88
	27403			Cream crackers and other unsweetened biscuits		g	12	13	11	13	13	12	12	11	11	11	12	11	13
	27101		Crispbread			g	5	7	5	6	7	6	7	8	6	6	8	6	8
	28101		Oatmeal and oat products			g	9	12	11	11	15	16	18	23	20	17	19	18	21
	28202			Muesli		g	16	14	17	16	18	20	21	17	19	18	22	17	18
	28203			High fibre breakfast cereals		g	49	55	52	52	55	58	53	47	54	52	51	49	46
	28204			Sweetened breakfast cereals		g	36	41	36	40	36	31	33	34	38	34	42	34	34
	28205			Other breakfast cereals		g	27	26	25	27	22	27	26	24	26	25	27	28	30
	28502			Canned or fresh carton custard		g	12	14	12	14	17	15	14	19	17	15	14	15	16
	28503			All canned milk puddings		g	12	11	10	11	8	8	10	6	8	8	9	7	8
	28601		Puddings			g	9	8	8	10	11	9	11	10	10	11	14	9	9
	28702			Dried rice		g	45	56	47	51	57	62	59	70	54	73	80	66	61
	28703			Cooked rice		g	7	4	6	5	7	8	11	14	12	13	11	14	16
	28704			Takeaway rice		g	28	22	24	24	22	26	23	18	23	20	18	18	22
	29001		Invalid foods, slimming foods and sports foods			g	2	5	6	4	2	7	5	3	2	4	5	5	6
	29101		Infant cereal foods			g	1	1	2	1	1	1	2	1	1	2	1	1	2
	29402		Cakes and pastries - frozen			g	15	11	13	10	7	7	7	7	11	6	5	11	6
	29501			Canned pasta		g	36	31	25	24	29	25	25	24	24	19	19	21	19
	29502			Dried and fresh pasta		g	67	63	57	60	65	73	80	73	69	72	80	80	74
	29503			Takeaway pasta and noodles		g	1	1	1	1	1	2	1	1	1	1	1	1	1
	29601			Pizzas, frozen and not frozen		g	56	54	48	50	56	57	58	48	62	57	59	63	62
	29602			Takeaway pizza		g	27	21	22	21	25	20	28	26	20	23	22	24	22
	29907			Cake, pudding and dessert mixes		g	9	9	5	6	5	6	6	6	6	6	5	6	8
	29909			Cereal snacks		g	22	25	21	23	19	22	20	21	22	24	21	24	23
	29915			Quiches and flans, frozen and not frozen		g	11	13	13	14	11	13	12	11	11	12	9	8	10
	29916			Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers		g	1	1	1	1	1	1	1	1	1	1	1	1	1
	29919			Other cereal foods, frozen and not frozen		g	28	29	30	32	38	43	37	43	50	47	43	38	44
	30101		Other cereals			g	4	4	4	5	5	6	6	7	7	7	6	7	7
	30401		Tea			g	25	30	26	27	27	28	26	24	26	24	22	21	21
	30701		Coffee beans and ground coffee			g	4	3	3	2	2	4	4	4	3	4	4	6	5
	30801		Instant coffee			g	13	13	12	12	12	14	13	13	14	13	14	12	12
	30901		Coffee essences			ml	0	0	0	0	0	0	1	0	0	0	0	0	0
	31001		Tea and coffee from takeaway			ml	0	0	0	0	1	0	0	0	1	0	1	0	1
	31201		Cocoa and chocolate drinks			g	5	4	4	4	4	4	4	4	5	5	5	5	4
	31301		Malt drinks and chocolate versions of malted drinks			g	3	4	3	3	2	2	2	3	2	2	2	2	3
	31401		Mineral or spring waters			ml	196	201	230	236	273	336	286	264	222	293	254	324	305
	31501		Baby foods			g	12	7	11	7	11	12	9	10	9	11	11	8	11
	31801		Soups - canned or cartons			g	72	78	72	67	75	80	74	68	67	68	71	79	70
	31901		Soups - dehydrated or powdered			g	3	4	3	4	4	4	3	3	4	3	5	3	4
	32001		Soups - from takeaway			g	0	0	0	1	0	1	1	1	0	1	0	0	1
	323		Spreads and dressings			g	35	36	37	41	40	41	45	45	49	40	51	47	51
	32303			Other spreads and dresssings		g	3	4	3	5	6	5	5	7	9	7	10	9	13
	32702			Pickles		g	18	18	13	13	12	14	12	12	12	10	15	12	16
	32703			Sauces		g	115	118	114	113	122	127	128	123	127	124	126	128	117
	32704			Takeaway sauces and mayonnnaise		g	1	1	1	1	1	1	1	0	1	1	1	1	1
	32801		Stock cubes and meat and yeast extracts			g	4	5	4	3	4	4	4	4	5	5	6	5	5
	32901		Jelly squares or crystals			g	4	3	3	4	4	3	5	5	4	6	5	3	5
	33203		Ice cream tub or block			ml	107	110	110	109	119	115	101	101	89	94	106	102	94
	33302			Ice cream cornets, choc-ices, lollies with ice cream		ml	39	48	40	40	35	39	43	38	45	37	37	34	35
	33303			Ice lollies, sorbet, frozen mousse, frozen yoghurt		ml	28	25	24	28	24	30	27	24	39	27	34	31	40
	33304			Takeaway ice cream, ice cream products, milkshakes		ml	2	3	2	2	2	1	3	1	1	1	1	2	2
	33901		Soya and novel protein foods			g	4	6	6	6	7	8	6	4	7	6	8	6	6
	33401		Salt			g	10	9	7	8	8	9	7	9	8	7	8	8	5
	32101		Other takeaway food brought home			g	0	0	0	0	0	0	0	0	0	0	0	0	0
	32201		Meals on wheels - items not specified			g	0	0	1	0	0	0	0	0	0	0	0	0	0
	34001		Soft drinks, concentrated, not low calorie (h)			ml	703	645	614	642	584	673	668	631	640	546	408	336	306
	34101		Soft drinks, not concentrated,  not low calorie			ml	708	742	825	817	739	644	638	612	690	586	607	536	561
	34301		Soft drinks, concentrated, low calorie (h)			ml	158	175	177	173	140	162	186	185	171	210	318	405	406
	34401		Soft drinks, not concentrated, low calorie			ml	408	363	431	339	381	395	404	350	343	378	422	462	468
	35001		Chocolate bars - solid			g	28	26	24	32	31	30	31	30	30	32	32	34	37
	35101		Chocolate bars - filled			g	62	58	62	66	56	52	57	57	62	60	59	52	51
	35202		Chewing gum			g	3	3	2	3	3	3	3	3	2	2	2	2	1
	35301			Mints		g	4	4	3	4	4	3	3	3	4	3	3	2	2
	35302			Boiled sweets		g	33	33	30	30	26	30	35	32	34	32	37	35	39
	35401		Fudges, toffees, caramels			g	3	3	4	3	3	2	3	3	3	3	3	3	2
	35501		Takeaway confectionery			g	0	0	0	0	0	0	0	0	0	0	0	0	0
	38102		Beers			ml	119	116	107	95	90	98	112	100	144	106	108	89	83
	38202		Lagers and continental beers			ml	367	316	357	352	354	359	342	310	312	282	277	330	289
	38302		Ciders and perry			ml	56	51	74	67	56	68	81	69	103	64	111	97	87
	38402			Champagne, sparkling wines and wine with mixer		ml	7	15	9	9	12	11	9	8	11	13	10	13	13
	38403			Table wine		ml	225	228	236	233	248	257	277	269	236	251	250	241	220
	38501		Spirits with mixer			ml	0	0	1	1	0	0	0	0	1	1	1	2	3
	38601		Fortified wines			ml	13	16	10	10	9	8	5	10	8	12	12	7	6
	38701		Spirits			ml	34	31	33	31	36	38	31	30	29	26	33	32	29
	38801		Liqueurs and cocktails			ml	5	6	6	4	6	8	5	5	5	7	6	8	6
	38901		Alcopops			ml	24	26	24	17	15	16	8	7	8	10	8	11	5
Purchased quantities of household food & drink by income quintile Averages per person per week Quintile 5	Code	Description				Units	2001-02	2002-03	2003-04	2004-05	2005-06	2006	2007	2008	2009	2010	2011	2012	2013
	501			School milk (d)		ml													
	601			Welfare milk(i)		ml	0	0	1	1	1	0	2	0	0				
	402				UHT milk	ml	4	5	10	9	8	8	3	3	12	4	2	2	2
	403				Sterilised	ml	18	10	2	0	0	1	0	0	0	0	2	1	0
	404				Pasteurised/ homogenised	ml	384	378	385	340	283	326	278	293	263	228	222	166	164
	1502				Fully skimmed milk	ml	170	174	143	157	155	169	178	137	181	175	152	183	160
	1503				Semi-skimmed milk	ml	858	843	889	917	953	911	943	909	954	911	892	997	960
	901			Condensed or evaporated milk		eq ml	13	14	10	8	11	10	10	8	11	9	10	8	18
	1102				Infant or baby milks - ready to drink	eq ml	2	5	3	6	2	8	3	5	9	5	7	8	10
	1103				Infant or baby milks - dried	eq ml	60	45	32	43	46	48	53	46	47	43	45	38	65
	1201			Instant dried milk		eq ml	5	5	5	3	8	5	5	3	4	4	3	3	4
	1301				Yoghurt	ml	153	164	186	187	201	203	186	189	206	200	200	200	181
	1302				Fromage frais	ml	19	21	21	22	23	24	24	20	22	23	20	21	17
	1603				Dairy desserts - not frozen	ml	42	45	51	38	40	38	34	35	43	37	35	36	32
	1605				Dried milk products	ml	6	15	8	0	5	4	0	2	0	2	0	2	0
	1607				Milk drinks and other milks (e)	ml	37	36	50	24	26	24	23	32	28	20	24	31	28
	1608				Non-dairy milk substitutes (e)	ml				26	31	31	26	25	36	24	26	31	35
	1701			Cream		ml	26	25	26	24	26	30	30	25	30	32	32	33	30
	2201			Hard cheese - cheddar type		g	65	63	69	59	62	68	67	61	67	67	70	65	68
	2202			Hard cheese - other uk or foreign equivalent		g	15	17	13	14	12	11	10	10	9	11	10	7	8
	2203			Hard cheese - edam or other foreign		g	11	14	11	12	10	10	11	9	12	11	10	12	11
	2205			Cottage cheese		g	7	7	7	7	7	7	6	5	6	4	5	8	4
	2206			Soft natural cheese		g	16	15	19	18	19	22	24	22	23	27	26	30	28
	2301		Processed cheese			g	12	12	14	12	11	12	12	10	10	12	9	10	10
	3102			Beef joints - on the bone		g	3	1	2	1	2	2	1	1	1	1	0	0	1
	3103			Beef joints - boned		g	29	29	28	25	26	30	21	21	23	20	19	16	18
	3104			Beef steak - less expensive		g	14	13	14	15	16	28	16	16	18	16	16	15	13
	3105			Beef steak - more expensive		g	27	26	31	35	28	27	28	25	25	24	21	25	22
	3106			Minced beef		g	45	48	51	45	54	52	57	54	55	64	68	52	60
	3107			All other beef and veal		g	2	1	2	2	2	1	1	0	1	1	1	2	1
	3601			Mutton		g	0	0	1	2	4	1	0	1	0	0	0	2	0
	3602			Lamb joints		g	27	28	25	28	31	26	33	18	22	27	18	18	19
	3603			Lamb chops		g	12	15	14	12	17	18	13	14	13	12	9	7	9
	3604			All other lamb		g	8	9	6	7	6	7	8	7	7	8	4	7	6
	4101			Pork joints		g	18	17	17	18	12	19	16	17	16	19	17	16	13
	4102			Pork chops		g	16	16	11	12	12	10	8	9	8	8	8	7	6
	4103			Pork fillets and steaks		g	16	16	15	9	12	14	13	14	10	11	14	14	11
	4104			All other pork		g	4	2	10	11	10	10	8	8	10	12	12	11	12
	4603			Ox liver		g	0	0	0	0	0	0	0	0	0	0	0	0	0
	4604			Lambs liver		g	1	2	1	1	1	1	1	1	1	1	1	1	1
	4605			Pigs liver		g	1	0	1	0	0	0	0	0	0	0	1	0	0
	4607			All other liver		g	1	1	1	0	1	1	0	0	1	1	1	2	1
	5101		All offal other than liver			g	1	1	2	0	1	1	0	2	2	1	1	2	0
	5502			Bacon and ham joints, uncooked		g	19	19	18	22	18	17	14	18	22	21	24	24	23
	5505			Bacon and ham rashers, uncooked		g	46	46	51	46	42	45	44	41	43	50	44	43	40
	5801		Bacon and ham, cooked			g	44	43	47	42	44	46	44	45	44	42	42	42	38
	5903			Chicken and turkey, cooked		g	33	39	43	40	41	42	32	41	33	33	30	28	35
	5904			Takeaway chicken		g	5	6	5	6	5	6	6	5	4	6	4	7	6
	6201		Corned beef, canned or sliced			g	8	8	8	8	11	8	8	6	7	6	5	4	5
	6601		Other cooked meat			g	7	9	8	9	11	11	9	11	11	10	12	14	12
	7102		Other canned meat and canned meat products			g	20	25	21	21	16	17	16	17	17	14	15	11	13
	7401		Chicken, uncooked - whole chicken or chicken pieces			g	169	180	184	165	194	208	190	185	197	199	205	194	184
	7703			Turkey, uncooked - whole turkey or turkey pieces		g	35	27	36	27	20	24	23	16	25	15	12	22	19
	7704			Poultry other than chicken or turkey, uncooked		g	5	5	6	8	9	5	6	3	5	7	5	6	4
	7801		Other fresh, chilled and frozen meat			g	2	0	1	1	2	1	2	1	2	1	4	3	2
	7901		Sausages, uncooked - pork			g	53	63	66	62	58	59	60	57	60	62	62	65	60
	8001		Sausages, uncooked - beef and other sausages			g	9	6	4	6	5	5	4	4	4	3	4	4	3
	8302			Meat pies, ready to eat		g	29	36	19	15	10	11	9	8	8	8	9	8	9
	8303			Sausage rolls, ready to eat		g	7	9	11	9	9	11	10	9	9	9	10	10	8
	8401		Meat pies, pasties and puddings, frozen or not frozen			g	24	22	32	30	41	34	35	39	32	37	34	32	30
	8501		Burgers, frozen or not frozen			g	20	16	20	17	17	17	21	18	15	20	17	16	17
	8901			Complete meat-based ready meals, frozen or not frozen		g	90	107	108	100	90	83	80	77	77	71	77	80	81
	8902			Other convenience meat products, frozen or not frozen		g	57	65	58	55	58	58	54	59	60	66	59	69	77
	9301			Pate		g	4	5	5	3	4	4	4	4	4	5	5	4	4
	9302			Delicatessen type sausages		g	22	10	12	13	10	12	10	14	11	14	14	12	14
	9403		Meat pastes and spreads			g	0	1	1	1	1	1	1	1	1	0	0	0	0
	9501			Takeaway meat pies and pasties		g	3	3	2	3	2	3	2	2	1	2	1	2	1
	9502			Takeaway burger and bun		g	6	6	6	6	6	6	5	4	5	4	5	5	4
	9503			Takeaway kebabs		g	7	10	8	9	7	6	9	10	6	6	9	7	11
	9504			Takeaway sausages and saveloys		g	2	2	2	2	2	2	1	2	2	2	2	1	1
	9505			Takeaway meat based meals		g	43	53	50	45	50	50	46	45	42	43	38	43	39
	9506			Takeaway miscellaneous meats		g	0	0	0	0	0	0	0	0	0	0	0	0	0
	10201			White fish, fresh or chilled		g	18	19	18	16	17	19	17	12	15	16	14	11	13
	10202			White fish, frozen		g	13	10	11	6	4	4	7	7	3	3	4	6	4
	10601			Herrings and other blue fish, fresh or chilled		g	7	10	8	8	11	10	10	6	8	7	3	5	4
	10602			Herrings and other blue fish, frozen		g	1	1	0	1	0	1	1	0	1	0	0	0	1
	10701			Salmon, fresh or chilled		g	12	11	13	15	14	18	15	11	13	13	16	15	14
	10702			Salmon, frozen		g	1	1	0	1	1	1	1	3	2	1	1	1	1
	10801		Blue fish, dried or salted or smoked			g	6	7	7	8	9	9	9	8	8	6	8	7	8
	11401		White fish, dried, salted or smoked			g	4	4	4	4	4	4	3	4	3	3	3	2	3
	11702			Shellfish, fresh or chilled		g	5	7	10	8	7	9	12	9	10	10	10	8	8
	11703			Shellfish, frozen		g	9	8	4	7	9	10	7	6	6	7	4	4	5
	11801		Takeaway fish			g	10	11	10	9	9	9	9	9	8	7	8	8	7
	11901		Salmon, tinned			g	4	3	4	4	4	3	3	3	2	2	1	1	1
	12001		Other tinned or bottled fish			g	29	29	27	30	34	29	31	31	29	26	27	28	26
	12103		Ready meals and other fish products - frozen or not frozen			g	33	37	38	41	45	44	48	44	45	50	51	53	49
	12304			Takeaway fish products		g	1	0	1	1	1	1	0	1	1	1	0	0	0
	12305			Takeaway fish based meals		g	3	3	2	2	3	3	2	2	2	2	3	3	4
	12901	Eggs				no.	1	2	1	1	1	1	1	1	2	2	2	2	2
	13501		Butter			g	40	37	35	33	39	41	41	40	39	38	45	40	45
	13801			Soft margarine		g	7	7	7	3	12	11	12	12	14	17	12	17	16
	13802			Other margarine		g	1	0	1	3	1	1	1	1	1	1	1	2	2
	13901		Lard, cooking fat			g	3	2	2	2	2	2	1	1	2	2	1	1	1
	14304			Olive oil		ml	11	14	13	15	14	19	16	17	19	17	15	15	20
	14305			Other vegetable and salad oils		ml	38	34	34	32	35	35	27	32	29	29	23	27	28
	14802			Reduced fat spreads		g	46	44	50	34	34	38	31	34	29	31	23	26	20
	14803			Low fat spreads		g	11	13	10	19	12	11	9	9	9	8	11	10	9
	14805			Suet and dripping		g	1	1	0	1	1	1	1	1	1	1	1	1	2
	14807			Imitatation cream		g	5	7	5	5	4	4	4	7	4	6	3	4	5
	15001		Sugar			g	72	73	67	66	67	61	67	63	64	71	71	69	70
	15101		Jams and fruit curds			g	14	14	13	13	12	12	13	14	14	14	14	12	13
	15201		Marmalade			g	10	9	8	8	7	6	6	7	8	7	6	6	5
	15301		Syrup, treacle			g	3	2	4	3	4	4	3	3	3	5	4	4	4
	15401		Honey			g	3	4	5	5	6	6	5	5	5	8	6	7	6
	15505			Fresh new potatoes (f)		g				84	85	88	87	84	79	70	65	59	61
	15506			Fresh baking potatoes (f)		g				68	71	79	64	63	54	70	67	60	61
	15504			Other fresh potatoes (f)		g				353	319	356	343	347	315	284	295	275	252
	19702				Chips - frozen or not frozen	g	80	77	86	75	77	81	77	83	85	83	85	86	75
	19703				Takeaway chips	g	40	45	39	40	38	35	37	35	31	34	33	32	31
	19801			Instant potato		g	1	1	2	1	1	1	1	1	1	0	1	0	0
	19901			Canned potatoes		g	4	3	3	3	1	2	2	2	1	1	2	2	2
	20002			Crisps and potato snacks		g	58	53	62	55	53	55	52	53	52	55	53	55	59
	20101			Other potato products, frozen or not frozen		g	40	49	47	43	40	37	35	38	38	30	34	39	38
	16201			Fresh cabbages		g	36	37	36	41	36	38	33	35	29	30	28	25	29
	16301			Fresh brussels sprouts		g	13	13	11	13	11	13	11	9	13	7	7	9	11
	16401			Fresh cauliflower		g	76	79	76	73	82	75	74	65	65	63	59	61	60
	16701				Lettuce and leafy salads	g	73	45	42	45	44	47	41	38	36	39	34	32	32
	16702				Prepared lettuce salads	g		27	27	25	23	26	24	20	24	26	22	24	24
	16801			Fresh peas		g	6	7	7	7	7	9	8	6	7	5	5	5	4
	16901			Fresh beans		g	22	22	21	20	24	22	27	19	20	21	23	22	17
	17101			Other fresh green vegetables		g	6	6	5	7	9	10	10	9	8	10	8	8	11
	17201			Fresh carrots		g	104	105	95	114	115	111	111	115	105	108	105	103	102
	17301			Fresh turnips and swede		g	18	19	18	19	17	17	19	13	15	12	13	11	12
	17401			Other fresh root vegetables		g	28	31	24	36	38	51	50	45	42	47	42	41	55
	17501			Fresh onions, leeks and shallots		g	114	110	103	108	117	117	125	120	116	119	120	107	119
	17601			Fresh cucumbers		g	44	40	45	48	49	50	51	46	47	52	48	48	50
	17701			Fresh mushrooms		g	50	41	43	42	41	43	45	38	39	41	36	38	35
	17801			Fresh tomatoes		g	97	100	105	102	101	105	99	92	94	98	86	93	91
	18301				Fresh vegetable stewpack, stirfry pack etc.	g	14	18	17	22	25	29	32	30	28	30	29	28	33
	18302				Fresh stem vegetables	g	29	29	29	30	31	33	31	27	34	33	31	27	34
	18303				Fresh marrow, courgettes, aubergine, pumpkin and other vegetables	g	64	66	70	76	79	80	83	78	77	92	88	92	91
	18304				Fresh herbs	g	4	5	5	6	7	8	6	5	7	7	7	7	8
	18401			Tomatoes, canned or bottled		g	58	52	58	55	53	57	51	62	64	62	64	66	70
	18501			Peas, canned		g	18	18	17	15	15	13	14	11	12	10	9	14	8
	18802				Baked beans in sauce	g	92	84	76	79	79	84	81	83	91	81	82	77	74
	18803				Other canned beans and pulses	g	16	14	15	15	19	19	15	19	21	22	23	21	21
	19101			Other canned vegetables		g	20	23	22	21	23	24	18	18	19	20	17	20	19
	19201			Dried pulses other than air-dried		g	3	7	4	5	7	10	6	13	7	6	10	7	9
	19501			Air-dried vegetables		g	1	0	2	1	1	1	1	0	1	0	0	1	1
	19602				Tomato puree and vegetable purees	ml	7	6	3	3	3	4	5	5	5	6	5	4	5
	19603				Vegetable juices eg tomato juice, carrot juice	ml	6	5	5	6	3	4	4	5	4	4	4	8	4
	20301			Peas, frozen		g	30	29	32	28	30	26	29	34	31	28	33	31	29
	20401			Beans, frozen		g	5	3	4	4	3	3	4	4	2	2	2	2	3
	20601				Ready meals and other vegetable products, frozen or not frozen	g	55	66	59	63	68	68	66	65	64	70	67	67	72
	20604				All vegetable takeaway products	g	11	11	12	12	13	13	11	12	10	10	9	11	9
	20801			Other frozen vegetables		g	27	24	28	27	22	27	27	28	26	22	27	27	31
	21001			Fresh oranges		g	57	59	62	61	55	55	62	45	46	50	45	45	47
	21401			Other fresh citrus fruits		g	89	105	103	106	106	109	99	100	93	84	84	73	84
	21701			Fresh apples		g	189	194	186	192	203	204	201	168	188	172	168	160	151
	21801			Fresh pears		g	37	43	43	43	47	44	44	43	38	39	41	40	35
	22101			Fresh stone fruit		g	79	81	82	84	97	95	88	72	74	60	69	64	69
	22201			Fresh grapes		g	56	55	57	67	73	75	68	65	60	56	66	57	62
	22701			Other fresh soft fruit		g	32	35	37	40	51	51	60	48	60	54	59	66	57
	22801			Fresh bananas		g	209	216	215	215	227	234	230	217	209	202	213	220	223
	22901			Fresh melons		g	47	48	51	45	44	52	41	43	33	37	33	37	39
	23101			Other fresh fruit		g	29	32	29	36	40	46	51	56	52	48	48	52	52
	23301			Tinned peaches, pears and pineapples		g	12	11	11	13	9	12	9	6	8	8	8	8	9
	23601			All other tinned or bottled fruit		g	16	18	21	20	17	20	17	17	15	15	14	15	11
	24001			Dried fruit		g	16	17	17	22	25	25	20	18	19	21	23	19	19
	24101			Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits		g	2	1	1	1	1	1	2	5	2	2	4	2	3
	24502				Nuts and edible seeds	g	21	20	23	29	32	32	27	29	33	33	28	30	40
	24503				Peanut butter	g	3	3	4	3	3	3	3	4	5	5	4	6	6
	24801			Pure fruit juices (g)		ml	417	417	416	369	434	480	419	418	395	383	419	364	365
	25102			White bread, standard, unsliced		g	56	46	48	57	39	39	33	34	31	27	26	21	23
	25202			White bread, standard, sliced		g	280	276	283	194	192	187	175	201	177	175	164	161	155
	25701			White bread, premium, sliced and unsliced		g	30	17	14	10	9	3	2	2	1	2	2	1	1
	25801			White bread, soft grain, sliced and unsliced		g	3	4	2	3	2	3	2	2	1	2	1	1	3
	25901			Brown bread, sliced and unsliced		g	29	40	27	39	36	37	37	36	32	35	39	32	26
	26001			Wholemeal and granary bread, sliced and unsliced		g	99	100	101	126	158	153	142	128	136	122	135	120	118
	26302			Rolls - white, brown or wholemeal		g	77	73	71	66	61	70	66	66	69	68	63	58	61
	26303			Malt bread and fruit loaves		g	8	8	7	6	9	10	8	8	8	7	7	6	8
	26304			Vienna and french bread		g	43	43	34	33	34	38	33	34	32	31	35	30	31
	26305			Starch reduced bread and rolls		g	3	6	6	5	6	5	4	6	6	3	5	3	3
	26308			Other breads		g	50	57	62	60	67	76	80	76	75	78	85	94	98
	26309			Sandwiches		g	10	11	10	11	10	11	11	11	10	13	10	14	15
	26310			Sandwiches from takeaway		g	3	2	2	3	2	3	2	3	2	3	2	3	3
	26311			Takeaway breads		g	2	2	2	2	2	2	2	3	2	2	2	3	3
	26401	Flour				g	44	62	40	43	56	59	52	58	45	67	52	53	63
	27001			Cakes and pastries, not frozen		g	112	112	112	103	112	109	101	98	96	97	93	91	90
	27002			Takeaway pastries		g	1	1	1	1	1	2	1	1	0	1	1	1	2
	26701		Buns, scones and teacakes			g	33	43	43	43	44	45	38	40	48	42	45	41	41
	27702		Chocolate biscuits			g	60	62	63	48	52	50	43	48	51	50	50	46	47
	27402			Sweet biscuits (not chocolate) and cereal bars		g	67	73	70	76	72	71	79	84	83	80	83	86	87
	27403			Cream crackers and other unsweetened biscuits		g	13	12	13	12	12	11	12	11	13	10	10	11	11
	27101		Crispbread			g	6	7	7	8	8	8	6	6	8	8	8	7	8
	28101		Oatmeal and oat products			g	10	12	10	12	20	16	19	17	22	27	19	22	23
	28202			Muesli		g	18	23	22	23	26	19	24	23	23	22	27	27	27
	28203			High fibre breakfast cereals		g	55	57	56	57	63	64	56	56	65	63	55	54	49
	28204			Sweetened breakfast cereals		g	41	37	36	37	32	31	28	36	40	37	30	35	32
	28205			Other breakfast cereals		g	24	22	29	23	24	26	24	22	25	29	27	30	27
	28502			Canned or fresh carton custard		g	9	10	12	14	12	14	14	14	12	13	12	13	14
	28503			All canned milk puddings		g	7	8	9	8	6	7	7	6	6	3	6	4	5
	28601		Puddings			g	9	10	10	11	10	9	12	9	11	11	10	10	10
	28702			Dried rice		g	53	56	63	58	61	58	80	54	62	72	68	51	57
	28703			Cooked rice		g	5	6	6	7	7	6	9	12	13	16	14	15	14
	28704			Takeaway rice		g	27	30	24	26	25	27	24	23	24	22	19	24	21
	29001		Invalid foods, slimming foods and sports foods			g	2	6	5	4	3	7	4	5	7	6	6	6	4
	29101		Infant cereal foods			g	1	1	1	1	1	1	1	1	1	1	2	1	1
	29402		Cakes and pastries - frozen			g	13	12	12	8	7	7	6	9	8	6	6	10	7
	29501			Canned pasta		g	22	23	22	21	18	21	17	17	18	16	16	13	14
	29502			Dried and fresh pasta		g	77	71	74	70	76	73	78	75	84	98	78	76	90
	29503			Takeaway pasta and noodles		g	1	2	1	1	1	1	1	1	2	2	1	1	1
	29601			Pizzas, frozen and not frozen		g	60	55	53	57	59	60	52	56	61	58	60	57	60
	29602			Takeaway pizza		g	25	22	23	23	22	26	24	23	17	31	24	30	24
	29907			Cake, pudding and dessert mixes		g	8	7	6	5	7	5	4	5	4	5	4	5	5
	29909			Cereal snacks		g	27	27	21	18	19	19	17	18	21	22	23	21	24
	29915			Quiches and flans, frozen and not frozen		g	12	13	14	13	12	13	11	12	11	11	12	10	11
	29916			Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers		g	1	1	1	1	2	2	1	1	1	1	1	1	2
	29919			Other cereal foods, frozen and not frozen		g	33	29	35	34	38	42	36	41	42	47	45	40	42
	30101		Other cereals			g	6	6	5	5	4	7	6	7	8	8	9	8	9
	30401		Tea			g	30	26	25	26	25	23	25	24	23	24	24	23	20
	30701		Coffee beans and ground coffee			g	5	6	6	5	4	6	5	4	6	7	6	10	8
	30801		Instant coffee			g	11	10	12	13	11	13	11	12	13	14	10	12	12
	30901		Coffee essences			ml	0	0	0	0	0	0	1	0	0	0	0	0	0
	31001		Tea and coffee from takeaway			ml	0	0	0	1	0	0	1	0	1	1	1	1	1
	31201		Cocoa and chocolate drinks			g	4	4	4	3	4	4	4	4	4	5	5	6	7
	31301		Malt drinks and chocolate versions of malted drinks			g	3	2	2	2	2	2	2	1	1	1	1	1	1
	31401		Mineral or spring waters			ml	271	297	332	337	310	355	353	266	318	313	309	358	359
	31501		Baby foods			g	8	10	8	7	7	10	11	10	13	7	11	8	9
	31801		Soups - canned or cartons			g	72	75	76	74	83	76	84	73	86	72	79	92	85
	31901		Soups - dehydrated or powdered			g	3	3	3	3	3	3	3	3	3	3	3	3	4
	32001		Soups - from takeaway			g	1	0	1	1	1	1	0	1	1	1	1	1	1
	32302			Salad dressings		g	35	36	37	36	38	40	40	35	42	43	36	39	40
	32303			Other spreads and dresssings		g	3	4	5	7	6	5	5	6	8	8	8	10	13
	32702			Pickles		g	17	16	15	9	12	11	14	11	10	10	10	11	12
	32703			Sauces		g	115	118	122	122	126	127	128	122	138	138	124	126	127
	32704			Takeaway sauces and mayonnnaise		g	1	0	0	1	0	1	0	0	0	0	0	1	0
	32801		Stock cubes and meat and yeast extracts			g	4	5	4	5	4	5	6	5	7	6	6	7	6
	32901		Jelly squares or crystals			g	3	4	2	4	4	4	4	5	4	4	4	4	3
	33203		Ice cream tub or block			ml	112	115	115	106	97	101	89	85	91	89	98	90	86
	33302			Ice cream cornets, choc-ices, lollies with ice cream		ml	39	45	45	36	41	40	29	31	41	44	31	35	30
	33303			Ice lollies, sorbet, frozen mousse, frozen yoghurt		ml	29	23	31	22	27	35	29	26	27	34	32	39	43
	33304			Takeaway ice cream, ice cream products, milkshakes		ml	1	2	2	2	2	2	2	1	1	1	1	2	1
	33901		Soya and novel protein foods			g	8	6	6	9	7	6	7	7	12	9	9	9	8
	33401		Salt			g	10	9	7	6	8	5	8	7	7	6	6	5	8
	32101		Other takeaway food brought home			g	0	0	0	0	0	0	0	0	0	0	0	0	0
	32201		Meals on wheels - items not specified			g	0	0	0	0	0	0	0	0	0	0	0	0	0
	34001		Soft drinks, concentrated, not low calorie (h)			ml	597	540	712	696	577	605	505	589	523	475	329	327	347
	34101		Soft drinks, not concentrated,  not low calorie			ml	606	625	737	702	550	585	538	542	551	558	499	486	480
	34301		Soft drinks, concentrated, low calorie (h)			ml	119	160	151	138	154	196	181	184	176	284	351	349	355
