_id,OA Code,Multiple Deprivation Measure Rank,Income Domain Score,Income Domain Rank,Employment Domain Score (18-59/64 years),Employment Domain Rank (18-59/64 years),Crime and Disorder Domain Rank,Proximity to Services Domain Rank,Travel time to a GP premises (minutes),Travel time to an Accident and Emergency hospital (minutes),Travel time to a dentist (minutes),Travel time to a pharmacist (minutes),Travel time to an optician (minutes),Travel time to Job Centre or Jobs & Benefits Off (mins),Travel time to a Post Office (minutes),Travel time to a supermarket / food store (minutes),Travel time to a large service centre (minutes),Travel time to a Council Leisure Centre or sports fac (mins),Travel time to financial services (minutes),Travel time to other general services (minutes),Population Estimate (NIMDM 2010)
166,95BB030010,2049,0.23,2345,0.13,2150,838,877,0.23,24.25,9.77,0.23,9.77,17.71,0.23,0.23,19.45,18.97,0.23,1.54,290
167,95BB030011,1019,0.4,1153,0.2,980,1809,823,0.71,23.92,9.39,0.71,9.39,17.4,0.71,0.71,19.13,18.65,0.71,1.94,290
168,95BB040001,2788,0.27,1988,0.12,2573,1504,4877,0.3,4.74,1.1,0.58,0.58,1.1,0.58,0.3,0.58,1.09,0.3,0.42,240
169,95BB040002,3582,0.16,3104,0.09,3502,1555,4809,0.33,4.58,1.48,0.33,0.33,1.48,0.33,0.58,0.33,1.16,0.33,0.73,280
170,95BB040003,4260,0.05,4622,0.08,3695,3934,871,4.98,5.71,4.98,4.52,4.98,6.14,4.84,4.52,5.13,3.96,4.52,4.08,295
171,95BB040004,4982,0.01,5002,0.04,4819,4757,4174,0.63,4.36,2.02,0.63,0.63,2.02,0.63,1.18,0.63,1.66,0.63,1.34,370
172,95BB040005,4257,0.06,4529,0.08,3643,2969,1605,2.37,5.17,3.94,2.37,2.37,3.94,2.37,2.72,2.37,2.92,2.37,2.61,295
173,95BB040006,3440,0.12,3665,0.12,2534,4562,2837,1.92,4.71,2.15,1.92,1.92,2.22,0.9,1.56,1.92,1.57,1.57,1.72,265
174,95BB040007,2902,0.15,3212,0.14,2124,1099,3960,1.59,4.91,1.45,1.54,1.54,1.54,0.65,0.74,1.59,0.82,0.82,1.21,265
175,95BB040008,4516,0.07,4326,0.08,3851,2024,3308,1.41,4.54,2.15,1.41,1.41,2.15,0.63,1.48,1.41,1.48,1.41,1.58,300
176,95BB040009,4874,0.03,4846,0.05,4666,1312,4231,1.05,4.7,1.6,1.05,1.05,1.6,0.29,0.86,1.05,0.86,0.86,1.16,335
177,95BB040010,1410,0.35,1409,0.21,787,1653,4754,1.09,4.96,0.87,0.79,0.87,0.87,0.86,0.25,1.16,0.25,0.25,0.57,280
178,95BB050001,3922,0.11,3769,0.04,4835,4603,732,6.98,19.33,6.98,2.93,7.19,12.65,2.51,1.78,14.38,13.64,2.51,2.64,335
179,95BB050002,3380,0.1,3867,0.11,2928,4215,729,5.46,22.45,5.79,2.24,5.97,15.84,2.15,2.15,17.62,16.91,2.15,2.19,480
180,95BB050003,3453,0.09,4130,0.1,3099,3104,442,9.57,15.01,7.59,7.59,7.59,8.24,3.66,4.42,9.95,9.4,3.66,5.85,405
181,95BB050004,3261,0.06,4503,0.11,2808,2610,348,3.38,24.27,10.29,3.38,10.51,17.72,3.38,3.38,19.55,18.93,3.38,3.67,360
182,95BB050005,733,0.42,1032,0.24,489,2886,650,8.69,19.7,8.69,4.71,8.91,13.02,1.57,0.41,14.81,14.14,1.57,3.3,315
183,95BB050006,2935,0.19,2699,0.12,2517,3933,658,7.13,12.29,5.15,5.03,5.15,5.82,5.03,4.65,7.58,7.04,4.52,4.95,295
184,95BB050007,2394,0.21,2505,0.12,2528,2923,605,8.89,19.13,9.52,5.67,9.73,12.43,0.93,1.57,14.19,13.55,0.93,3.89,370
185,95BB050008,2869,0.08,4244,0.14,2117,4798,562,7.87,20.1,9.34,5.37,9.57,13.54,1.62,1.23,15.35,14.7,1.62,3.85,370
186,95BB050009,3580,0.09,4083,0.09,3397,4965,568,7.09,18.89,9.28,3.81,9.28,12.16,2.22,2.95,13.99,13.51,2.22,3.8,435
187,95BB060001,631,0.51,611,0.26,424,542,4880,0.55,4.94,0.67,0.44,0.67,0.67,1.1,0.19,1.1,1.04,0.19,0.35,245
188,95BB060002,2072,0.22,2448,0.12,2495,379,3728,1.59,7.08,0.9,0.94,0.94,0.94,2.06,0.9,2.07,1.68,0.9,0.91,285
189,95BB060003,3772,0.08,4241,0.08,3806,3970,4277,1.19,5.11,0.64,0.8,0.8,0.8,1.77,0.64,1.77,1.67,0.64,0.69,280
190,95BB060004,230,0.66,200,0.36,80,684,4451,1.8,7.14,0.18,0.84,0.55,0.96,1.79,0.4,2.05,1.11,0.18,0.36,190
191,95BB060005,1133,0.41,1121,0.21,852,2794,4230,2.19,7.43,0.42,0.42,0.42,1.27,2.38,0.13,2.53,1.67,0.42,0.42,235
192,95BB060006,1869,0.31,1646,0.13,2137,727,4628,1.35,5.14,0.56,0.56,0.56,0.56,1.36,0.52,1.59,0.52,0.52,0.46,200
193,95BB060007,2804,0.23,2298,0.1,3113,1663,4348,1.96,7.28,0.4,0.48,0.48,1.03,2.1,0.18,2.28,1.39,0.4,0.43,235
194,95BB060008,751,0.49,684,0.18,1241,449,4770,1.1,6.84,0.27,0.27,0.27,0.27,1.48,0.27,1.48,0.87,0.27,0.34,305
195,95BB060009,1909,0.37,1334,0.1,3223,1617,4208,2.23,7.48,0.33,0.33,0.33,1.32,2.46,0.33,2.63,1.89,0.33,0.33,240
196,95BB060010,563,0.45,828,0.29,246,371,4460,1.98,7.34,0.22,0.22,0.22,1.03,2.35,0.22,2.37,1.61,0.22,0.22,210
197,95BB060011,777,0.47,744,0.21,868,63,4917,0.88,5.05,0.34,0.17,0.34,0.34,1.31,0.34,1.31,0.79,0.17,0.21,255
198,95BB070001,2085,0.26,2097,0.16,1588,3692,3669,0.56,8.46,1.11,0.99,1.11,6.29,1.11,0.42,6.99,1.11,0.42,0.83,240
199,95BB070002,3838,0.09,4072,0.08,3757,1009,4270,0.56,7.84,0.56,0.22,0.56,6.94,0.56,0.22,7.6,0.56,0.56,0.29,295
200,95BB070003,2499,0.23,2317,0.11,2980,266,4458,0.31,8.1,0.31,0.31,0.31,6.76,0.31,0.31,7.45,0.31,0.31,0.35,325
201,95BB070004,2029,0.31,1711,0.16,1564,3684,3208,0.51,8.73,1.17,1,1.17,6.57,1.17,0.9,7.35,1.17,0.9,1.06,360
202,95BB070005,2897,0.26,2041,0.11,2944,4161,3954,0.6,8.2,0.6,0.58,0.6,7.14,0.6,0.58,7.88,0.6,0.6,0.58,245
203,95BB070006,4877,0.03,4835,0.04,4771,2786,2729,1.22,8.52,1.53,1.29,1.53,5.83,1.53,1.15,5.86,1.53,1.15,1.38,355
204,95BB070007,2942,0.17,2963,0.1,3067,420,3923,0.31,8.43,0.67,0.67,0.67,6.61,0.67,0.65,7.34,0.67,0.65,0.66,195
205,95BB070008,4189,0.06,4506,0.1,3076,3727,2395,1.63,8.63,2.15,0.63,2.15,5.7,2.15,1.24,6.38,2.15,1.24,1.51,330
206,95BB070009,3760,0.1,3883,0.11,2702,4248,2817,1.26,8.57,1.79,0.73,1.79,5.91,1.79,0.9,6.59,1.79,0.9,1.26,310
207,95BB070010,938,0.45,831,0.21,838,1615,2565,1.18,8.94,1.83,0.64,1.83,6.25,1.83,1.2,7.04,1.83,1.2,1.49,265
208,95BB080001,2672,0.26,2027,0.11,2919,3602,3117,1.29,8.14,1.6,1.03,1.6,5.81,1.6,0.67,6.4,1.6,0.67,0.99,310
209,95BB080002,1798,0.32,1594,0.14,2095,833,3774,1.08,7.86,1.08,1.08,1.08,6.1,1.08,0.27,6.66,1.08,0.27,0.8,270
210,95BB080003,4477,0.07,4361,0.06,4293,3271,2487,1.71,8.31,2.1,0.86,2.1,5.56,2.1,1.16,6.16,2.1,1.16,1.36,335
211,95BB080004,2353,0.22,2390,0.12,2473,4587,3457,1,8.25,1.37,1.01,1.37,5.99,1.37,0.43,6.62,1.37,0.43,0.88,255
212,95BB080005,1871,0.32,1627,0.15,1752,1562,4016,0.65,8.19,0.95,0.95,0.95,6.23,0.95,0.18,6.87,0.95,0.18,0.64,235
213,95BB080006,1040,0.55,466,0.17,1394,2512,3639,1.03,8.03,1.21,1.18,1.21,6.02,1.21,0.32,6.61,1.21,0.32,0.76,275
214,95BB080007,4837,0.05,4626,0.05,4587,4823,2564,1.55,7.79,1.74,1.74,1.74,7.77,1.74,1.01,5.88,1.74,1.01,1.28,270
215,95BB080008,4734,0.08,4169,0.05,4598,4892,2638,1.85,7.77,1.97,1.28,1.97,5.54,1.97,0.89,6.03,1.97,0.89,1.29,350
216,95BB080009,4494,0.04,4762,0.09,3350,4860,2605,1.7,8.11,2,1.02,2,5.55,2,1.03,6.11,2,1.03,1.26,335
217,95BB090001,4089,0.12,3717,0.07,4066,3258,1486,2.86,7.02,2.86,2.3,2.86,7.88,2.86,2.3,8.52,2.86,1.84,2.11,310
218,95BB090002,4485,0.06,4479,0.07,3939,1938,3046,1.42,7.25,1.42,0.93,1.42,6.9,1.42,0.93,7.46,1.42,0.94,0.82,305
219,95BB090003,3207,0.19,2675,0.12,2584,2395,3751,1.07,7.8,1.07,0.56,1.07,7.26,1.07,0.56,7.95,1.07,0.22,0.49,320
220,95BB090004,4547,0.03,4826,0.08,3587,4130,1940,2.25,7.04,2.25,1.68,2.25,7.43,2.25,1.68,8.02,2.25,1.33,1.51,330
221,95BB090005,4371,0.14,3431,0.05,4547,2910,3159,1.43,7.52,1.43,0.87,1.43,7.29,1.43,0.87,7.94,1.43,0.46,0.72,260
222,95BB090006,4850,0.03,4889,0.04,4696,4783,2327,1.96,7.38,1.96,1.4,1.96,7.54,1.96,1.4,8.19,1.96,0.93,1.21,320
223,95BB090007,4934,0.03,4850,0.04,4682,4568,2749,1.63,7.73,1.63,1.12,1.63,7.57,1.63,1.12,8.28,1.63,0.56,0.99,365
224,95BB090008,4100,0.12,3615,0.08,3738,4676,1513,2.66,5.53,2.66,2.36,2.66,8.6,2.66,2.36,6.9,2.66,2.29,2.24,350
225,95BB090009,4075,0.14,3404,0.11,2858,3996,3736,0.79,7.62,0.79,0.75,0.79,6.49,0.79,0.75,7.06,0.79,0.79,0.76,370
226,95BB100001,1432,0.38,1271,0.17,1433,620,1937,0.58,19.39,0.58,0.58,0.58,11.68,0.58,0.58,11.65,11.65,0.18,0.46,185
227,95BB100002,1381,0.38,1244,0.16,1700,484,2142,0.7,18.93,0.41,0.41,0.41,11.01,0.41,0.4,10.97,10.97,0.4,0.37,300
228,95BB100003,2818,0.18,2857,0.07,4081,134,2376,0.38,19.1,0.17,0.17,0.17,11.29,0.17,0.17,11.25,11.25,0.17,0.27,220
229,95BB100004,3413,0.14,3329,0.07,4220,1688,2147,0.24,19.1,0.24,0.38,0.38,11.43,0.38,0.38,11.38,11.38,0.38,0.44,230
230,95BB100005,4361,0.06,4530,0.07,4217,4355,1025,3.37,18.97,3.21,3.21,3.21,8.19,3.21,2.78,8.22,8.22,2.78,2.98,380
231,95BB100006,2829,0.23,2333,0.12,2455,3641,935,3.61,15.25,3.85,3.61,3.85,8.32,3.79,3.29,8.11,8.11,3.29,3.68,385
232,95BB100007,4580,0.07,4409,0.02,4956,4507,971,3.72,18.67,3.36,3.36,3.36,9.66,3.36,2.64,9.72,9.72,2.64,3.01,430
743,95EE120002,991,0.47,761,0.2,966,2970,3969,0.63,10.24,0.86,0.94,0.86,0.86,0.86,0.86,0.94,4.65,0.2,0.74,315
233,95BB100008,4606,0.02,4906,0.06,4245,4949,1191,2.87,18.45,2.54,2.54,2.54,9.77,2.54,1.81,9.79,9.79,1.81,2.17,365
234,95BB100009,2962,0.13,3477,0.13,2374,2768,1386,2.12,18.26,1.9,1.9,1.9,10,1.9,1.3,9.96,9.96,1.3,1.57,205
235,95BB100010,2335,0.2,2650,0.14,1962,909,1989,1.08,18.92,0.74,0.74,0.74,10.86,0.74,0.28,10.83,10.83,0.28,0.48,260
236,95BB100011,3716,0.13,3459,0.06,4365,2449,1831,1.38,18.82,1.05,1.05,1.05,10.65,1.05,0.32,10.63,10.63,0.32,0.68,290
237,95BB110001,3031,0.2,2642,0.1,3136,1662,1934,0.37,19.28,0.37,0.6,0.6,11.67,0.6,0.6,11.62,11.62,0.36,0.53,265
238,95BB110002,2805,0.15,3234,0.11,2896,4051,1661,0.68,19.38,0.68,0.96,0.96,11.89,0.96,0.96,11.84,11.84,0.59,0.8,180
239,95BB110003,857,0.42,1010,0.2,998,873,1752,1.21,18.45,1.21,1.27,1.27,10.74,1.27,0.2,10.67,10.67,0.2,1.22,275
240,95BB110004,860,0.44,902,0.17,1392,765,1764,0.99,18.58,0.99,1.14,1.14,10.96,1.14,0.32,10.88,10.88,0.32,1.12,300
241,95BB110005,3661,0.11,3724,0.08,3591,4073,1404,1.06,19.25,1.06,1.42,1.42,11.98,1.42,1.42,11.9,11.9,1.22,1.31,270
242,95BB110006,1057,0.4,1183,0.2,934,2882,1609,1.37,18.4,1.37,1.53,1.53,10.84,1.53,0.41,10.75,10.75,0.41,1.49,295
243,95BB110007,1363,0.34,1488,0.21,816,3590,1588,0.71,18.97,0.71,1.08,1.08,11.55,1.08,1.08,11.48,11.48,1.08,1.03,205
244,95BB110008,3523,0.09,4109,0.09,3540,4286,1599,1.01,18.68,1.01,1.29,1.29,11.23,1.29,0.77,11.15,11.15,0.77,1.25,305
245,95BB110009,2834,0.21,2548,0.1,3088,4375,1354,1.24,18.91,1.24,1.61,1.61,11.69,1.61,1.47,11.59,11.59,1.47,1.56,435
246,95BB110010,3570,0.14,3402,0.05,4536,4452,1332,1.83,18.28,1.83,2.06,2.06,10.97,2.06,1.05,10.86,10.86,1.05,1.97,310
247,95BB110011,3169,0.17,2997,0.07,3984,3827,1374,1.46,18.62,1.46,1.78,1.78,11.38,1.78,1.2,11.28,11.28,1.2,1.73,325
248,95BB120001,3110,0.21,2490,0.11,2758,2158,2634,2.92,8.34,1.32,1.83,1.53,1.83,1.95,1.28,2.92,1.83,1.32,1.45,330
249,95BB120002,1732,0.38,1239,0.16,1539,611,2903,2.91,8.48,1.05,1.65,1.14,1.65,2.07,1.14,2.93,1.75,1.05,1.18,315
250,95BB120003,1731,0.34,1465,0.11,2835,1188,3314,2.25,8.04,1.19,1.51,1.51,1.51,1.28,0.78,2.25,1.22,1.19,1.26,300
251,95BB120004,745,0.49,668,0.16,1523,601,3471,2.27,8.12,1.05,1.41,1.41,1.41,1.37,0.65,2.27,1.16,1.05,1.14,330
252,95BB120005,1538,0.32,1601,0.14,1960,515,3908,2.22,8.3,0.66,1.12,1.03,1.12,1.62,0.46,2.31,1.08,0.66,0.81,270
253,95BB120006,1760,0.3,1740,0.13,2164,2062,4449,1.66,5.12,0.81,1.01,1.01,1.01,1.17,0.2,1.74,0.59,0.59,0.74,270
254,95BB120007,591,0.49,678,0.26,384,1753,4442,1.48,6.89,0.53,0.86,0.86,0.88,1.33,0.37,1.66,0.67,0.53,0.56,250
255,95BB120008,4731,0.02,4936,0.03,4872,3735,1258,4.18,9.2,2.96,3.6,3.57,3.6,3.05,2.79,4.18,3.26,2.96,3.13,415
256,95BB120009,4717,0.02,4931,0.02,4961,3687,1241,3.7,8.28,3.51,3.7,3.7,3.83,2.61,3.06,3.7,3.26,3.26,3.23,320
257,95BB130001,4168,0.06,4496,0.1,3060,4815,3032,3.25,8.04,1.46,1.39,1.41,2.48,1.39,0.75,3.63,2.8,0.75,1.04,320
258,95BB130002,2469,0.22,2465,0.13,2354,4097,3406,2.91,7.85,1.07,1.07,1.07,2.09,1.75,0.62,3.29,2.49,0.62,0.78,265
259,95BB130003,4010,0.09,4078,0.1,3144,4235,2671,3.74,8.31,2.02,0.89,1.76,3.04,0.89,1.02,4.11,3.27,1.02,1.33,385
260,95BB130004,841,0.44,908,0.23,661,1708,3880,2.63,7.7,0.76,0.76,0.76,1.78,2.04,0.33,3.03,2.25,0.33,0.58,315
261,95BB130005,1134,0.5,641,0.16,1510,1310,2039,4.36,10.17,2.37,0.96,2.37,3.28,0.96,1.83,4.78,3.98,0.84,1.87,290
262,95BB130006,3458,0.16,3093,0.11,2712,2153,2370,3.83,8.36,2.16,1.06,2.05,3.17,1.06,1.36,4.24,3.46,1.1,1.58,355
263,95BB130007,3174,0.12,3589,0.11,2777,3935,3557,2.79,7.79,1.04,1.04,1.04,2,1.99,0.39,3.22,2.51,0.39,0.77,315
264,95BB130008,1103,0.43,950,0.19,1042,1908,4075,2.46,7.6,0.66,0.66,0.66,1.61,2.28,0.14,2.88,2.17,0.14,0.45,285
265,95BB130009,3577,0.1,3852,0.11,2860,2754,2522,3.36,8.09,1.73,1.67,1.73,2.68,1.67,1.08,3.8,3.11,1.08,1.4,360
266,95BB130010,1308,0.48,709,0.14,1916,1929,1908,4.65,9.68,2.24,1.31,2.24,2.98,1.31,1.77,5.1,4.35,1,1.91,395
267,95BB130011,4970,0.01,4991,0.03,4862,4938,2139,3.81,9.11,1.75,1.75,1.75,2.37,2.24,1.26,4.3,3.71,1.26,1.55,485
268,95BB130012,4636,0.03,4867,0.07,4130,4092,1598,4.61,9.59,2.36,2.16,2.36,3.02,2.16,1.87,5.1,4.47,1.86,2.16,415
269,95BB130013,4482,0.05,4630,0.08,3770,2647,2422,4.32,10.14,2.29,0.47,2.29,3.22,0.47,1.31,4.7,3.81,0.76,1.58,485
270,95BB140001,4067,0.1,3905,0.06,4343,4709,727,2.38,15.97,8.6,2.38,8.6,15.57,3.25,3.25,15.75,8.6,2.38,4.02,350
271,95BB140002,3864,0.12,3599,0.06,4352,4699,576,5.63,13.12,6.21,4.97,6.21,14.51,4.03,4.03,14.68,6.21,5.4,4.13,470
272,95BB140003,4243,0.05,4629,0.06,4388,4657,717,2.61,16.07,8.88,2.61,8.88,17.18,2.83,2.83,17,8.88,2.61,3.51,355
273,95BB140004,4338,0.03,4840,0.04,4758,4290,402,5.38,18.73,11.31,5.38,11.2,18.01,1.82,1.82,18.09,11.31,5.38,3.4,315
274,95BB140005,4300,0.04,4758,0.04,4720,2344,518,4.52,18.12,10.73,4.52,10.73,17.82,1.56,1.56,17.83,10.73,4.52,3.44,405
275,95BB140006,3150,0.14,3375,0.09,3385,2715,438,4.74,18.24,10.97,4.74,10.41,17.71,2.6,2.6,18.22,10.97,4.74,3.5,430
276,95BB140007,4223,0.04,4756,0.05,4580,4482,342,5.36,18.78,11.26,5.36,9.54,17.85,3.15,3.15,18.15,11.26,5.36,4.02,400
277,95BB140008,3734,0.07,4387,0.07,4210,4649,247,5.52,18.27,10.29,5.52,10.29,17.37,4.54,4.54,18.15,10.88,5.52,4.67,380
278,95BB150001,3094,0.13,3516,0.11,2683,4030,493,4.74,29.97,6.58,4.74,4.63,18.09,4.63,3.74,18.55,6.35,3.74,4.47,470
279,95BB150002,2195,0.23,2350,0.14,2031,3437,502,7,31.93,8.67,4.12,6.95,20.79,1.33,3.02,21.2,6.28,3.02,3.5,445
280,95BB150003,2999,0.1,3866,0.11,2772,3711,464,6.09,32.84,9.6,6.09,6.04,20.96,3.02,2.24,21.39,5.25,2.24,4.48,540
281,95BB150004,2001,0.31,1706,0.12,2470,2442,1157,1.47,23.2,1.47,1.47,1.47,16.32,1.45,1.45,18.48,13,1.47,1.46,285
282,95BB150005,1835,0.33,1568,0.13,2140,2090,970,2.29,24.52,2.29,2.29,2.29,17.63,1.77,1.77,19.89,12.16,2.29,1.97,430
283,95BB150006,1339,0.35,1411,0.18,1304,531,1579,0.35,23.38,0.35,0.35,0.35,16.68,0.52,0.35,18.84,12.22,0.35,0.38,325
284,95BB150007,3322,0.13,3500,0.09,3282,3715,1507,0.52,23.64,0.52,0.52,0.52,16.9,0.43,0.43,19.08,12.19,0.52,0.46,375
285,95BB150008,3304,0.14,3386,0.1,3155,4509,623,3.87,26.73,3.87,3.87,3.87,20.32,3.69,1.97,22.48,11.25,3.87,3.1,390
286,95BB160001,4946,0.01,4978,0.05,4674,4934,2126,1.78,8.55,1.78,1.63,1.78,7.87,1.78,1.49,8.74,1.78,1.32,1.54,425
287,95BB160002,4522,0.05,4618,0.06,4359,4033,1154,2.8,11.99,4.63,2.8,4.63,11.42,1.62,1.62,12.06,4.63,2.8,3.02,405
288,95BB160003,3945,0.14,3434,0.07,4109,4503,1143,1.04,13.2,5.68,1.04,5.68,12.48,2.8,2.8,12.86,5.68,1.04,2.99,275
289,95BB160004,4930,0.02,4901,0.04,4812,4367,1808,1.99,9.35,2.16,1.71,2.16,7.74,2.16,0.9,8.73,2.16,2.16,1.94,480
290,95BB160005,4856,0.01,4975,0.04,4751,4169,1706,2.13,9.77,2.13,1.9,2.13,8.88,2.13,1.9,9.38,2.13,1.55,1.83,405
291,95BB160006,4539,0.05,4652,0.05,4523,4243,1060,2.9,12.32,4.87,2.9,4.87,12.5,2.16,2.16,12.82,4.87,2.9,3.22,380
292,95BB160007,3925,0.07,4383,0.09,3430,1932,882,5.74,11.35,5.74,3.16,5.74,12.1,3.08,3.08,13.11,5.74,3.08,3.09,360
293,95BB160008,4054,0.07,4399,0.07,3971,3971,867,6.1,14.13,6.1,2.49,6.1,12.8,2.96,2.96,13.5,6.1,2.96,2.62,355
294,95BB170001,3442,0.1,3987,0.1,3131,4191,408,8.38,14.82,7.56,5.18,7.56,8.43,5.18,4.93,9.9,8.99,4.93,6.04,365
295,95BB170002,3994,0.08,4191,0.08,3679,2891,1076,5.54,11.44,5.01,3.13,5.01,5.82,3.13,2.23,7.06,6.02,2.23,3.31,355
296,95BB170003,3686,0.08,4288,0.11,2663,3009,2207,5.08,10.53,3.13,0.97,3.13,4,0.97,0.23,5.39,4.4,0.23,1.64,340
297,95BB170004,4083,0.1,3946,0.05,4544,4661,1773,5.52,10.78,3.58,1.37,3.58,4.45,1.37,0.5,5.82,4.82,0.5,1.92,310
298,95BB170005,4529,0.03,4872,0.03,4934,4835,2335,4.91,10.41,2.95,0.94,2.95,3.83,0.94,0.2,5.21,4.22,0.2,1.6,365
299,95BB170006,4032,0.09,4079,0.08,3627,4586,2034,5.31,10.69,3.33,0.96,3.33,4.23,0.96,0.33,5.64,4.66,0.33,1.74,325
300,95BB170007,4274,0.06,4567,0.06,4275,2249,1767,5.49,10.85,3.48,0.88,3.48,4.4,0.88,0.84,5.84,4.9,0.84,2,370
301,95BB170008,4204,0.07,4415,0.07,4091,2832,2433,4.72,10.38,2.69,0.15,2.69,3.62,0.15,0.97,5.09,4.17,0.5,1.65,260
302,95BB170009,2294,0.3,1727,0.11,2842,2474,2007,5.18,10.68,3.16,0.54,3.16,4.09,0.54,1.1,5.56,4.66,0.35,1.97,410
303,95BB170010,907,0.55,460,0.18,1307,929,2170,4.71,10.39,2.69,0.55,2.69,3.62,0.55,1.5,5.12,4.26,0.33,1.85,315
304,95BB170011,700,0.58,389,0.22,732,2149,2120,4.97,10.55,2.95,0.5,2.95,3.88,0.5,1.33,5.36,4.49,0.18,1.93,315
305,95BB180001,3233,0.13,3463,0.11,2746,3521,1100,3.33,19.43,3.33,1.26,3.5,12.57,1.76,1.76,13.55,13.55,1.76,1.2,435
306,95BB180002,1453,0.39,1221,0.14,2026,737,1235,3.81,20.47,3.81,0.92,4,13.67,0.4,0.4,15.06,14.86,0.4,0.61,275
307,95BB180003,4092,0.08,4187,0.07,4078,2964,1214,2.31,20.01,2.31,1.44,2.48,13.06,1.49,1.49,12.91,12.91,1.49,1.41,640
308,95BB180004,1075,0.4,1163,0.17,1495,991,1308,3.65,20.34,3.65,0.65,3.84,13.53,0.17,0.17,14.78,14.7,0.17,0.36,265
309,95BB180005,2717,0.2,2656,0.08,3843,3851,1138,4.03,19.85,4.03,0.72,4.22,12.96,1.15,1.15,14.66,14.12,1.15,0.72,370
310,95BB180006,1699,0.25,2167,0.16,1659,2738,1269,3.69,19.96,3.69,0.33,3.87,13.12,0.65,0.65,14.45,14.27,0.65,0.33,365
311,95BB180007,732,0.44,929,0.23,588,3101,1295,3.71,20.12,3.71,0.28,3.9,13.29,0.4,0.4,14.63,14.45,0.4,0.26,250
312,95BB180008,4546,0.04,4798,0.05,4616,4970,1484,0.95,20.52,0.95,1.13,1.13,12.44,1.13,0.95,12.32,12.32,0.95,1.11,460
313,95BB180009,3897,0.12,3692,0.05,4606,3468,774,5.65,17.36,5.65,3.05,5.81,10.8,3.36,3.36,10.48,10.48,3.36,3.05,395
314,95BB180010,3607,0.1,3947,0.12,2380,4059,1331,1.21,20.71,1.21,1.39,1.39,12.88,1.39,1.27,12.74,12.74,1.27,1.35,360
315,95BB190001,4718,0.04,4818,0.05,4645,4269,1619,2.61,10.52,2.93,2.61,2.97,3.64,2.77,1.53,5.47,5.15,1.53,1.57,370
316,95BB190002,4555,0.05,4635,0.07,4222,3898,1716,2.78,10.04,2.28,2.4,2.19,3.01,2.8,1.71,5.49,4.26,1.71,1.64,365
317,95BB190003,4334,0.05,4705,0.1,3091,4344,1734,2.78,10.18,2.43,2.49,2.39,3.14,2.5,1.59,5.62,4.49,1.59,1.55,330
318,95BB190004,4033,0.06,4458,0.08,3629,2720,2100,2.98,9.88,1.94,1.99,1.79,2.64,2.38,1.18,5.08,3.87,1.18,1.51,275
319,95BB190005,4298,0.11,3744,0.06,4418,4006,2022,2.83,10.41,2.6,1.94,2.6,3.31,1.94,0.88,5.75,4.83,0.88,1.44,360
320,95BB190006,4655,0.05,4695,0.06,4366,4948,2128,2.95,10.25,2.31,1.69,2.31,3.04,1.69,1.01,5.7,4.5,1.01,1.47,395
321,95BB190007,3980,0.05,4647,0.09,3409,3174,2871,3.32,9.68,1.37,1.37,1.37,2.13,2.02,0.53,4.56,3.42,0.53,0.88,385
322,95BB190008,4540,0.06,4555,0.05,4520,3705,2246,3.09,10.19,2.11,1.29,2.11,2.87,1.29,1.12,5.52,4.36,1.12,1.53,380
323,95BB190009,3701,0.07,4350,0.11,2949,4196,2520,3.17,9.82,1.67,1.67,1.64,2.4,1.95,0.81,4.86,3.68,0.81,1.17,335
324,95BB190010,4230,0.1,3953,0.09,3285,4275,2357,3.2,10.03,1.84,1.33,1.84,2.61,1.33,1.13,5.2,4.06,1.13,1.42,310
325,95BB190011,3987,0.09,4150,0.08,3758,914,3198,3.38,9.38,1.05,1.05,0.95,1.75,2.76,0.34,4.01,2.86,0.34,0.63,285
326,95BB190012,4569,0.06,4519,0.07,3985,4827,2439,4.56,10.23,2.58,0.64,2.58,3.47,0.64,0.62,4.89,3.92,0.62,1.55,380
327,95BB190013,2889,0.25,2107,0.1,3092,2369,3825,2.61,7.67,0.75,0.75,0.75,1.74,2.05,0.5,2.96,2.1,0.5,0.48,270
328,95BB190014,4776,0.05,4684,0.05,4630,4207,1664,2.68,9.95,2.36,2.57,2.27,3.11,3.45,1.56,5.39,4.26,1.56,1.82,425
329,95BB200001,3093,0.12,3634,0.1,3247,3718,768,2.13,37.86,14.46,2.13,2.28,14.68,2.28,1.99,14.96,4.53,1.99,2,450
330,95BB200002,1746,0.32,1617,0.16,1597,769,1276,0.31,34.76,11.27,0.31,0.92,13.96,0.92,0.31,14.32,0.67,0.92,0.75,315
331,95BB200003,1682,0.24,2276,0.18,1260,4760,250,4.71,37.61,13.88,4.71,4.77,19.25,4.77,4.35,19.62,5.16,4.35,4.61,445
332,95BB200004,3249,0.15,3283,0.09,3328,5007,1217,0.66,35.1,12.22,0.66,0.67,14.46,0.67,0.58,14.81,1.43,0.58,0.78,535
333,95BB200005,1228,0.36,1369,0.19,1079,1629,1356,0.35,35.12,11.43,0.35,0.63,14.14,0.63,0.2,14.49,0.58,0.2,0.3,360
334,95BB200006,702,0.47,772,0.22,771,1052,1399,0.24,34.95,11.38,0.24,0.31,13.99,0.31,0.24,14.35,0.66,0.24,0.26,355
